window,source_variable,target_variable,lag,n_pairs,n_years_used,valid_year_fraction,r,signed_r,abs_r,eff_n,p_effn,same_year_only,target_window_rule,sample_status,source_family,target_family,family_direction,source_target
T3,V_NS_diff,P_north_band_share_35_45,0,495,45,1.0,0.3057504054268388,0.3057504054268388,0.3057504054268388,34.13286022777238,0.0780106236846105,True,True,ok,V,P,V→P,V_NS_diff→P_north_band_share_35_45
T3,V_NS_diff,P_north_minus_main_35_45,0,495,45,1.0,0.0162997818127092,0.0162997818127092,0.0162997818127092,33.318654227172374,0.928479187864097,True,True,ok,V,P,V→P,V_NS_diff→P_north_minus_main_35_45
T3,V_NS_diff,P_total_centroid_lat_10_50,0,495,45,1.0,0.3191516605065977,0.3191516605065977,0.3191516605065977,30.4952728734212,0.0829059654546735,True,True,ok,V,P,V→P,V_NS_diff→P_total_centroid_lat_10_50
T3,V_strength,P_main_band_share,1,495,45,1.0,0.1020994811181235,0.1020994811181235,0.1020994811181235,29.261137170141183,0.5995521565538251,True,True,ok,V,P,V→P,V_strength→P_main_band_share
T3,V_strength,P_south_band_share_18_24,1,495,45,1.0,-0.0957897775052729,-0.0957897775052729,0.0957897775052729,28.41221986295595,0.6281257924898287,True,True,ok,V,P,V→P,V_strength→P_south_band_share_18_24
T3,V_strength,P_main_minus_south,1,495,45,1.0,0.1101818651394581,0.1101818651394581,0.1101818651394581,28.56389335850852,0.5759169528402139,True,True,ok,V,P,V→P,V_strength→P_main_minus_south
T3,V_strength,P_spread_lat,1,495,45,1.0,0.1157172925195122,0.1157172925195122,0.1157172925195122,32.047594597639375,0.5310039784570559,True,True,ok,V,P,V→P,V_strength→P_spread_lat
T3,V_strength,P_north_band_share_35_45,1,495,45,1.0,0.1694802735889558,0.1694802735889558,0.1694802735889558,34.850312189256194,0.3341446580207852,True,True,ok,V,P,V→P,V_strength→P_north_band_share_35_45
T3,V_strength,P_north_minus_main_35_45,1,495,45,1.0,0.0103495172031705,0.0103495172031705,0.0103495172031705,34.03626948422469,0.9540199090267916,True,True,ok,V,P,V→P,V_strength→P_north_minus_main_35_45
T3,V_strength,P_total_centroid_lat_10_50,1,495,45,1.0,0.1864896280444297,0.1864896280444297,0.1864896280444297,31.213424172185995,0.3162019850943849,True,True,ok,V,P,V→P,V_strength→P_total_centroid_lat_10_50
T3,V_pos_centroid_lat,P_main_band_share,1,495,45,1.0,0.0440412071724769,0.0440412071724769,0.0440412071724769,38.00673101228041,0.794289147089245,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_main_band_share
T3,V_pos_centroid_lat,P_south_band_share_18_24,1,495,45,1.0,-0.4164502734188247,-0.4164502734188247,0.4164502734188247,37.15983332557175,0.0095571254469302,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_south_band_share_18_24
T3,V_pos_centroid_lat,P_main_minus_south,1,495,45,1.0,0.2246409772744709,0.2246409772744709,0.2246409772744709,37.31114976056293,0.1806748045387367,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_main_minus_south
T3,V_pos_centroid_lat,P_spread_lat,1,495,45,1.0,0.5697633549128992,0.5697633549128992,0.5697633549128992,40.78619737724526,6.943906907941333e-05,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_spread_lat
T3,V_pos_centroid_lat,P_north_band_share_35_45,1,495,45,1.0,0.3922719002457649,0.3922719002457649,0.3922719002457649,43.58132354841201,0.0082809184005721,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_north_band_share_35_45
T3,V_pos_centroid_lat,P_north_minus_main_35_45,1,495,45,1.0,0.1734771907930182,0.1734771907930182,0.1734771907930182,42.76954357083891,0.2690825348977119,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_north_minus_main_35_45
T3,V_pos_centroid_lat,P_total_centroid_lat_10_50,1,495,45,1.0,0.2669631727965173,0.2669631727965173,0.2669631727965173,39.954178018084605,0.0962806539670717,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_total_centroid_lat_10_50
T3,V_NS_diff,P_main_band_share,1,495,45,1.0,0.1932221553022965,0.1932221553022965,0.1932221553022965,28.542642581086216,0.3226767282981047,True,True,ok,V,P,V→P,V_NS_diff→P_main_band_share
T3,V_NS_diff,P_south_band_share_18_24,1,495,45,1.0,-0.3356522637294126,-0.3356522637294126,0.3356522637294126,27.69358299894221,0.0827070300509054,True,True,ok,V,P,V→P,V_NS_diff→P_south_band_share_18_24
T3,V_NS_diff,P_main_minus_south,1,495,45,1.0,0.2814024189836399,0.2814024189836399,0.2814024189836399,27.845281603089663,0.1494319729694568,True,True,ok,V,P,V→P,V_NS_diff→P_main_minus_south
T3,V_NS_diff,P_spread_lat,1,495,45,1.0,0.3664747099625867,0.3664747099625867,0.3664747099625867,31.32959682047759,0.040786244048792,True,True,ok,V,P,V→P,V_NS_diff→P_spread_lat
T3,V_NS_diff,P_north_band_share_35_45,1,495,45,1.0,0.3295067583839107,0.3295067583839107,0.3295067583839107,34.13286022777238,0.0561608994680742,True,True,ok,V,P,V→P,V_NS_diff→P_north_band_share_35_45
T3,V_NS_diff,P_north_minus_main_35_45,1,495,45,1.0,0.0217559170397827,0.0217559170397827,0.0217559170397827,33.318654227172374,0.9046319511316164,True,True,ok,V,P,V→P,V_NS_diff→P_north_minus_main_35_45
T3,V_NS_diff,P_total_centroid_lat_10_50,1,495,45,1.0,0.3401094190099263,0.3401094190099263,0.3401094190099263,30.4952728734212,0.0632590922105471,True,True,ok,V,P,V→P,V_NS_diff→P_total_centroid_lat_10_50
T3,V_strength,P_main_band_share,2,495,45,1.0,0.1312001515424415,0.1312001515424415,0.1312001515424415,29.261137170141183,0.4988873536557157,True,True,ok,V,P,V→P,V_strength→P_main_band_share
T3,V_strength,P_south_band_share_18_24,2,495,45,1.0,-0.1614195674163946,-0.1614195674163946,0.1614195674163946,28.41221986295595,0.4117004948852183,True,True,ok,V,P,V→P,V_strength→P_south_band_share_18_24
T3,V_strength,P_main_minus_south,2,495,45,1.0,0.1596820692177337,0.1596820692177337,0.1596820692177337,28.56389335850852,0.4154538692997525,True,True,ok,V,P,V→P,V_strength→P_main_minus_south
T3,V_strength,P_spread_lat,2,495,45,1.0,0.1573638299761905,0.1573638299761905,0.1573638299761905,32.047594597639375,0.3924227344768791,True,True,ok,V,P,V→P,V_strength→P_spread_lat
T3,V_strength,P_north_band_share_35_45,2,495,45,1.0,0.1972798937211401,0.1972798937211401,0.1972798937211401,34.850312189256194,0.2592518269377546,True,True,ok,V,P,V→P,V_strength→P_north_band_share_35_45
T3,V_strength,P_north_minus_main_35_45,2,495,45,1.0,0.0039332652611426,0.0039332652611426,0.0039332652611426,34.03626948422469,0.9825178218725414,True,True,ok,V,P,V→P,V_strength→P_north_minus_main_35_45
T3,V_strength,P_total_centroid_lat_10_50,2,495,45,1.0,0.2318661084596393,0.2318661084596393,0.2318661084596393,31.213424172185995,0.2096971929712603,True,True,ok,V,P,V→P,V_strength→P_total_centroid_lat_10_50
T3,V_pos_centroid_lat,P_main_band_share,2,495,45,1.0,-0.0405321936554205,-0.0405321936554205,0.0405321936554205,38.00673101228041,0.8103719606067619,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_main_band_share
T3,V_pos_centroid_lat,P_south_band_share_18_24,2,495,45,1.0,-0.338391368233935,-0.338391368233935,0.338391368233935,37.15983332557175,0.039501938849467,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_south_band_share_18_24
T3,V_pos_centroid_lat,P_main_minus_south,2,495,45,1.0,0.1339806537306237,0.1339806537306237,0.1339806537306237,37.31114976056293,0.429791493187647,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_main_minus_south
T3,V_pos_centroid_lat,P_spread_lat,2,495,45,1.0,0.5000665320196247,0.5000665320196247,0.5000665320196247,40.78619737724526,0.0007323937105567,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_spread_lat
T3,V_pos_centroid_lat,P_north_band_share_35_45,2,495,45,1.0,0.3125073434761423,0.3125073434761423,0.3125073434761423,43.58132354841201,0.0394299442161805,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_north_band_share_35_45
T3,V_pos_centroid_lat,P_north_minus_main_35_45,2,495,45,1.0,0.1982264946814178,0.1982264946814178,0.1982264946814178,42.76954357083891,0.2052095374219971,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_north_minus_main_35_45
T3,V_pos_centroid_lat,P_total_centroid_lat_10_50,2,495,45,1.0,0.1427984722182286,0.1427984722182286,0.1427984722182286,39.954178018084605,0.3820938413419115,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_total_centroid_lat_10_50
T3,V_NS_diff,P_main_band_share,2,495,45,1.0,0.1674923763476965,0.1674923763476965,0.1674923763476965,28.542642581086216,0.3927982432553869,True,True,ok,V,P,V→P,V_NS_diff→P_main_band_share
T3,V_NS_diff,P_south_band_share_18_24,2,495,45,1.0,-0.3785882666271917,-0.3785882666271917,0.3785882666271917,27.69358299894221,0.0477251260221009,True,True,ok,V,P,V→P,V_NS_diff→P_south_band_share_18_24
T3,V_NS_diff,P_main_minus_south,2,495,45,1.0,0.2853047857026468,0.2853047857026468,0.2853047857026468,27.845281603089663,0.1435521615000508,True,True,ok,V,P,V→P,V_NS_diff→P_main_minus_south
T3,V_NS_diff,P_spread_lat,2,495,45,1.0,0.4003044190028558,0.4003044190028558,0.4003044190028558,31.32959682047759,0.0240190665037709,True,True,ok,V,P,V→P,V_NS_diff→P_spread_lat
T3,V_NS_diff,P_north_band_share_35_45,2,495,45,1.0,0.3257345978670279,0.3257345978670279,0.3257345978670279,34.13286022777238,0.0592671016875963,True,True,ok,V,P,V→P,V_NS_diff→P_north_band_share_35_45
T3,V_NS_diff,P_north_minus_main_35_45,2,495,45,1.0,0.0432457307623689,0.0432457307623689,0.0432457307623689,33.318654227172374,0.8116717758519942,True,True,ok,V,P,V→P,V_NS_diff→P_north_minus_main_35_45
T3,V_NS_diff,P_total_centroid_lat_10_50,2,495,45,1.0,0.3176746646139669,0.3176746646139669,0.3176746646139669,30.4952728734212,0.0844464577109511,True,True,ok,V,P,V→P,V_NS_diff→P_total_centroid_lat_10_50
T3,V_strength,P_main_band_share,3,495,45,1.0,0.1307149461706373,0.1307149461706373,0.1307149461706373,29.261137170141183,0.5004946806714772,True,True,ok,V,P,V→P,V_strength→P_main_band_share
T3,V_strength,P_south_band_share_18_24,3,495,45,1.0,-0.2147345369409121,-0.2147345369409121,0.2147345369409121,28.41221986295595,0.2715053511557057,True,True,ok,V,P,V→P,V_strength→P_south_band_share_18_24
T3,V_strength,P_main_minus_south,3,495,45,1.0,0.1845453871362661,0.1845453871362661,0.1845453871362661,28.56389335850852,0.3452259951230385,True,True,ok,V,P,V→P,V_strength→P_main_minus_south
T3,V_strength,P_spread_lat,3,495,45,1.0,0.2011686377746248,0.2011686377746248,0.2011686377746248,32.047594597639375,0.2716781179127587,True,True,ok,V,P,V→P,V_strength→P_spread_lat
T3,V_strength,P_north_band_share_35_45,3,495,45,1.0,0.2189869317784822,0.2189869317784822,0.2189869317784822,34.850312189256194,0.2090359729605824,True,True,ok,V,P,V→P,V_strength→P_north_band_share_35_45
T3,V_strength,P_north_minus_main_35_45,3,495,45,1.0,0.0172917376186972,0.0172917376186972,0.0172917376186972,34.03626948422469,0.9232487740532452,True,True,ok,V,P,V→P,V_strength→P_north_minus_main_35_45
T3,V_strength,P_total_centroid_lat_10_50,3,495,45,1.0,0.2472497720943924,0.2472497720943924,0.2472497720943924,31.213424172185995,0.1798919103067038,True,True,ok,V,P,V→P,V_strength→P_total_centroid_lat_10_50
T3,V_pos_centroid_lat,P_main_band_share,3,495,45,1.0,-0.1193709066104986,-0.1193709066104986,0.1193709066104986,38.00673101228041,0.4779154001864447,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_main_band_share
T3,V_pos_centroid_lat,P_south_band_share_18_24,3,495,45,1.0,-0.2235731862225719,-0.2235731862225719,0.2235731862225719,37.15983332557175,0.1837971037423496,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_south_band_share_18_24
T3,V_pos_centroid_lat,P_main_minus_south,3,495,45,1.0,0.029613310394959,0.029613310394959,0.029613310394959,37.31114976056293,0.862248343709862,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_main_minus_south
T3,V_pos_centroid_lat,P_spread_lat,3,495,45,1.0,0.3887262433750167,0.3887262433750167,0.3887262433750167,40.78619737724526,0.0116648074702685,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_spread_lat
T3,V_pos_centroid_lat,P_north_band_share_35_45,3,495,45,1.0,0.2272026750634232,0.2272026750634232,0.2272026750634232,43.58132354841201,0.1407333276237996,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_north_band_share_35_45
T3,V_pos_centroid_lat,P_north_minus_main_35_45,3,495,45,1.0,0.2161217164397434,0.2161217164397434,0.2161217164397434,42.76954357083891,0.1661240356030071,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_north_minus_main_35_45
T3,V_pos_centroid_lat,P_total_centroid_lat_10_50,3,495,45,1.0,0.0255936990266425,0.0255936990266425,0.0255936990266425,39.954178018084605,0.8763341766349495,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_total_centroid_lat_10_50
T3,V_NS_diff,P_main_band_share,3,495,45,1.0,0.1109105607716256,0.1109105607716256,0.1109105607716256,28.542642581086216,0.5735339560094666,True,True,ok,V,P,V→P,V_NS_diff→P_main_band_share
T3,V_NS_diff,P_south_band_share_18_24,3,495,45,1.0,-0.3743683156536448,-0.3743683156536448,0.3743683156536448,27.69358299894221,0.050538864216957,True,True,ok,V,P,V→P,V_NS_diff→P_south_band_share_18_24
T3,V_NS_diff,P_main_minus_south,3,495,45,1.0,0.2473149198323882,0.2473149198323882,0.2473149198323882,27.845281603089663,0.208088002800131,True,True,ok,V,P,V→P,V_NS_diff→P_main_minus_south
T3,V_NS_diff,P_spread_lat,3,495,45,1.0,0.3992076085129588,0.3992076085129588,0.3992076085129588,31.32959682047759,0.024456821868859,True,True,ok,V,P,V→P,V_NS_diff→P_spread_lat
T3,V_NS_diff,P_north_band_share_35_45,3,495,45,1.0,0.302110825604493,0.302110825604493,0.302110825604493,34.13286022777238,0.0818637909295878,True,True,ok,V,P,V→P,V_NS_diff→P_north_band_share_35_45
T3,V_NS_diff,P_north_minus_main_35_45,3,495,45,1.0,0.0779705337082025,0.0779705337082025,0.0779705337082025,33.318654227172374,0.6670519834194675,True,True,ok,V,P,V→P,V_NS_diff→P_north_minus_main_35_45
T3,V_NS_diff,P_total_centroid_lat_10_50,3,495,45,1.0,0.2582209772546693,0.2582209772546693,0.2582209772546693,30.4952728734212,0.1659410504237239,True,True,ok,V,P,V→P,V_NS_diff→P_total_centroid_lat_10_50
T3,V_strength,P_main_band_share,4,495,45,1.0,0.1092449428583187,0.1092449428583187,0.1092449428583187,29.261137170141183,0.5740644557427399,True,True,ok,V,P,V→P,V_strength→P_main_band_share
T3,V_strength,P_south_band_share_18_24,4,495,45,1.0,-0.247466049419684,-0.247466049419684,0.247466049419684,28.41221986295595,0.2026870067803263,True,True,ok,V,P,V→P,V_strength→P_south_band_share_18_24
T3,V_strength,P_main_minus_south,4,495,45,1.0,0.1863399073805091,0.1863399073805091,0.1863399073805091,28.56389335850852,0.3404451303356959,True,True,ok,V,P,V→P,V_strength→P_main_minus_south
T3,V_strength,P_spread_lat,4,495,45,1.0,0.2335763697615853,0.2335763697615853,0.2335763697615853,32.047594597639375,0.1996487680233116,True,True,ok,V,P,V→P,V_strength→P_spread_lat
T3,V_strength,P_north_band_share_35_45,4,495,45,1.0,0.2295314087110107,0.2295314087110107,0.2295314087110107,34.850312189256194,0.1872086887473465,True,True,ok,V,P,V→P,V_strength→P_north_band_share_35_45
T3,V_strength,P_north_minus_main_35_45,4,495,45,1.0,0.0392532576341132,0.0392532576341132,0.0392532576341132,34.03626948422469,0.8268112042137543,True,True,ok,V,P,V→P,V_strength→P_north_minus_main_35_45
T3,V_strength,P_total_centroid_lat_10_50,4,495,45,1.0,0.2311175960158323,0.2311175960158323,0.2311175960158323,31.213424172185995,0.2112273849833794,True,True,ok,V,P,V→P,V_strength→P_total_centroid_lat_10_50
T3,V_pos_centroid_lat,P_main_band_share,4,495,45,1.0,-0.177126271256883,-0.177126271256883,0.177126271256883,38.00673101228041,0.2895247416197004,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_main_band_share
T3,V_pos_centroid_lat,P_south_band_share_18_24,4,495,45,1.0,-0.117821561448223,-0.117821561448223,0.117821561448223,37.15983332557175,0.4890390302926262,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_south_band_share_18_24
T3,V_pos_centroid_lat,P_main_minus_south,4,495,45,1.0,-0.0570600997955843,-0.0570600997955843,0.0570600997955843,37.31114976056293,0.737929038822859,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_main_minus_south
T3,V_pos_centroid_lat,P_spread_lat,4,495,45,1.0,0.2820264336573344,0.2820264336573344,0.2820264336573344,40.78619737724526,0.0747622662628897,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_spread_lat
T3,V_pos_centroid_lat,P_north_band_share_35_45,4,495,45,1.0,0.1419108940767852,0.1419108940767852,0.1419108940767852,43.58132354841201,0.3627356704249043,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_north_band_share_35_45
T3,V_pos_centroid_lat,P_north_minus_main_35_45,4,495,45,1.0,0.2155956475960076,0.2155956475960076,0.2155956475960076,42.76954357083891,0.1671909507516797,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_north_minus_main_35_45
T3,V_pos_centroid_lat,P_total_centroid_lat_10_50,4,495,45,1.0,-0.0755878910155267,-0.0755878910155267,0.0755878910155267,39.954178018084605,0.645245978413929,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_total_centroid_lat_10_50
T3,V_NS_diff,P_main_band_share,4,495,45,1.0,0.0426847824870796,0.0426847824870796,0.0426847824870796,28.542642581086216,0.8290977368256542,True,True,ok,V,P,V→P,V_NS_diff→P_main_band_share
T3,V_NS_diff,P_south_band_share_18_24,4,495,45,1.0,-0.3339435935018448,-0.3339435935018448,0.3339435935018448,27.69358299894221,0.0844143588023471,True,True,ok,V,P,V→P,V_NS_diff→P_south_band_share_18_24
T3,V_NS_diff,P_main_minus_south,4,495,45,1.0,0.1848235037834648,0.1848235037834648,0.1848235037834648,27.845281603089663,0.3513552165314866,True,True,ok,V,P,V→P,V_NS_diff→P_main_minus_south
T3,V_NS_diff,P_spread_lat,4,495,45,1.0,0.3695297381680184,0.3695297381680184,0.3695297381680184,31.32959682047759,0.0389699478258556,True,True,ok,V,P,V→P,V_NS_diff→P_spread_lat
T3,V_NS_diff,P_north_band_share_35_45,4,495,45,1.0,0.2669207394048742,0.2669207394048742,0.2669207394048742,34.13286022777238,0.1269360286223873,True,True,ok,V,P,V→P,V_NS_diff→P_north_band_share_35_45
T3,V_NS_diff,P_north_minus_main_35_45,4,495,45,1.0,0.1141039209128855,0.1141039209128855,0.1141039209128855,33.318654227172374,0.5280199245003789,True,True,ok,V,P,V→P,V_NS_diff→P_north_minus_main_35_45
T3,V_NS_diff,P_total_centroid_lat_10_50,4,495,45,1.0,0.1796668324102438,0.1796668324102438,0.1796668324102438,30.4952728734212,0.3408749648721356,True,True,ok,V,P,V→P,V_NS_diff→P_total_centroid_lat_10_50
T3,V_strength,P_main_band_share,5,495,45,1.0,0.0816426138120515,0.0816426138120515,0.0816426138120515,29.261137170141183,0.6749852322770091,True,True,ok,V,P,V→P,V_strength→P_main_band_share
T3,V_strength,P_south_band_share_18_24,5,495,45,1.0,-0.2531746182209919,-0.2531746182209919,0.2531746182209919,28.41221986295595,0.1920173417133304,True,True,ok,V,P,V→P,V_strength→P_south_band_share_18_24
T3,V_strength,P_main_minus_south,5,495,45,1.0,0.1714744791064172,0.1714744791064172,0.1714744791064172,28.56389335850852,0.3812266231927095,True,True,ok,V,P,V→P,V_strength→P_main_minus_south
T3,V_strength,P_spread_lat,5,495,45,1.0,0.2400051097152036,0.2400051097152036,0.2400051097152036,32.047594597639375,0.1870824111442091,True,True,ok,V,P,V→P,V_strength→P_spread_lat
T3,V_strength,P_north_band_share_35_45,5,495,45,1.0,0.2210812187437209,0.2210812187437209,0.2210812187437209,34.850312189256194,0.204569004944767,True,True,ok,V,P,V→P,V_strength→P_north_band_share_35_45
T3,V_strength,P_north_minus_main_35_45,5,495,45,1.0,0.0540235149317172,0.0540235149317172,0.0540235149317172,34.03626948422469,0.763216684581348,True,True,ok,V,P,V→P,V_strength→P_north_minus_main_35_45
T3,V_strength,P_total_centroid_lat_10_50,5,495,45,1.0,0.1891004922662009,0.1891004922662009,0.1891004922662009,31.213424172185995,0.3093113175753168,True,True,ok,V,P,V→P,V_strength→P_total_centroid_lat_10_50
T3,V_pos_centroid_lat,P_main_band_share,5,495,45,1.0,-0.2079188397481362,-0.2079188397481362,0.2079188397481362,38.00673101228041,0.211890373705317,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_main_band_share
T3,V_pos_centroid_lat,P_south_band_share_18_24,5,495,45,1.0,-0.0362056984622862,-0.0362056984622862,0.0362056984622862,37.15983332557175,0.832339636504609,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_south_band_share_18_24
T3,V_pos_centroid_lat,P_main_minus_south,5,495,45,1.0,-0.1151843205405274,-0.1151843205405274,0.1151843205405274,37.31114976056293,0.497956676879062,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_main_minus_south
T3,V_pos_centroid_lat,P_spread_lat,5,495,45,1.0,0.2038776612428918,0.2038776612428918,0.2038776612428918,40.78619737724526,0.2037086327242985,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_spread_lat
T3,V_pos_centroid_lat,P_north_band_share_35_45,5,495,45,1.0,0.0823310398928834,0.0823310398928834,0.0823310398928834,43.58132354841201,0.5991194625196592,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_north_band_share_35_45
T3,V_pos_centroid_lat,P_north_minus_main_35_45,5,495,45,1.0,0.2093019398746747,0.2093019398746747,0.2093019398746747,42.76954357083891,0.18033639744834,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_north_minus_main_35_45
T3,V_pos_centroid_lat,P_total_centroid_lat_10_50,5,495,45,1.0,-0.1327984809590172,-0.1327984809590172,0.1327984809590172,39.954178018084605,0.4167470370407296,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_total_centroid_lat_10_50
T3,V_NS_diff,P_main_band_share,5,495,45,1.0,-0.0172814495730573,-0.0172814495730573,0.0172814495730573,28.542642581086216,0.930394364872004,True,True,ok,V,P,V→P,V_NS_diff→P_main_band_share
T3,V_NS_diff,P_south_band_share_18_24,5,495,45,1.0,-0.2711979644298506,-0.2711979644298506,0.2711979644298506,27.69358299894221,0.1669002554883683,True,True,ok,V,P,V→P,V_NS_diff→P_south_band_share_18_24
T3,V_NS_diff,P_main_minus_south,5,495,45,1.0,0.1170482866638121,0.1170482866638121,0.1170482866638121,27.845281603089663,0.5577987965806179,True,True,ok,V,P,V→P,V_NS_diff→P_main_minus_south
T3,V_NS_diff,P_spread_lat,5,495,45,1.0,0.3214639499054338,0.3214639499054338,0.3214639499054338,31.32959682047759,0.0760804285759619,True,True,ok,V,P,V→P,V_NS_diff→P_spread_lat
T3,V_NS_diff,P_north_band_share_35_45,5,495,45,1.0,0.2257160444177764,0.2257160444177764,0.2257160444177764,34.13286022777238,0.2000213349664179,True,True,ok,V,P,V→P,V_NS_diff→P_north_band_share_35_45
T3,V_NS_diff,P_north_minus_main_35_45,5,495,45,1.0,0.1393400147514207,0.1393400147514207,0.1393400147514207,33.318654227172374,0.4399584440558768,True,True,ok,V,P,V→P,V_NS_diff→P_north_minus_main_35_45
T3,V_NS_diff,P_total_centroid_lat_10_50,5,495,45,1.0,0.1012828158519543,0.1012828158519543,0.1012828158519543,30.4952728734212,0.5940936865367878,True,True,ok,V,P,V→P,V_NS_diff→P_total_centroid_lat_10_50
