window,source_object,target_object,pair_direction,k_eof,lag,n_samples,n_years,train_canonical_r,abs_train_canonical_r,cv_canonical_r,abs_cv_canonical_r,cv_fold_count,cca_status,cv_status,sample_status
S4,Je,H,Je→H,5,0,1665,45,0.7903775634524961,0.7903775634524961,0.7610936947795016,0.7610936947795016,5,ok,ok,ok
S4,Je,H,Je→H,5,1,1665,45,0.7399571493055329,0.7399571493055329,0.6942911177725852,0.6942911177725852,5,ok,ok,ok
S4,Je,H,Je→H,5,2,1665,45,0.6688348692621903,0.6688348692621903,0.5783475654230402,0.5783475654230402,5,ok,ok,ok
S4,Je,H,Je→H,5,3,1665,45,0.6202790671742723,0.6202790671742723,0.48866063900805745,0.48866063900805745,5,ok,ok,ok
S4,Je,H,Je→H,5,4,1665,45,0.5805115609998777,0.5805115609998777,0.49801520282628625,0.49801520282628625,5,ok,ok,ok
S4,Je,H,Je→H,5,5,1665,45,0.5248862360550948,0.5248862360550948,0.43316366401613593,0.43316366401613593,5,ok,ok,ok
T4,V,P,V→P,5,0,450,45,0.9052215797383685,0.9052215797383685,0.8632811044926593,0.8632811044926593,5,ok,ok,ok
T4,V,P,V→P,5,1,450,45,0.8547583136875505,0.8547583136875505,0.8008086033202682,0.8008086033202682,5,ok,ok,ok
T4,V,P,V→P,5,2,450,45,0.7530202961232433,0.7530202961232433,0.6047398309148506,0.6047398309148506,5,ok,ok,ok
T4,V,P,V→P,5,3,450,45,0.6639084013511253,0.6639084013511253,0.5445346051001304,0.5445346051001304,5,ok,ok,ok
T4,V,P,V→P,5,4,450,45,0.5800302981345847,0.5800302981345847,0.39581803950842714,0.39581803950842714,5,ok,ok,ok
T4,V,P,V→P,5,5,450,45,0.5204328330340635,0.5204328330340635,0.3305787474926994,0.3305787474926994,5,ok,ok,ok
T4,H,P,H→P,5,0,450,45,0.7479986924254075,0.7479986924254075,0.675507951206339,0.675507951206339,5,ok,ok,ok
T4,H,P,H→P,5,1,450,45,0.6756558641619724,0.6756558641619724,0.5077154881088244,0.5077154881088244,5,ok,ok,ok
T4,H,P,H→P,5,2,450,45,0.5835715757562806,0.5835715757562806,0.3583468059491803,0.3583468059491803,5,ok,ok,ok
T4,H,P,H→P,5,3,450,45,0.5016341140298857,0.5016341140298857,0.29080173226189765,0.29080173226189765,5,ok,ok,ok
T4,H,P,H→P,5,4,450,45,0.42451317963540036,0.42451317963540036,0.14820653620132898,0.14820653620132898,5,ok,ok,ok
T4,H,P,H→P,5,5,450,45,0.39634698813989055,0.39634698813989055,0.038799284819850156,0.038799284819850156,5,ok,ok,ok
T4,H,V,H→V,5,0,450,45,0.7718357679036315,0.7718357679036315,0.7353869429572237,0.7353869429572237,5,ok,ok,ok
T4,H,V,H→V,5,1,450,45,0.7680248286519532,0.7680248286519532,0.7357440599179647,0.7357440599179647,5,ok,ok,ok
T4,H,V,H→V,5,2,450,45,0.715940411279099,0.715940411279099,0.6654548316666522,0.6654548316666522,5,ok,ok,ok
T4,H,V,H→V,5,3,450,45,0.6416941604243671,0.6416941604243671,0.5730357418082482,0.5730357418082482,5,ok,ok,ok
T4,H,V,H→V,5,4,450,45,0.5664112590455023,0.5664112590455023,0.5035555937875871,0.5035555937875871,5,ok,ok,ok
T4,H,V,H→V,5,5,450,45,0.5006909267647435,0.5006909267647435,0.4291624173591539,0.4291624173591539,5,ok,ok,ok
T4,Jw,Je,Jw→Je,5,0,450,45,0.7039916182521482,0.7039916182521482,0.5813703273838876,0.5813703273838876,5,ok,ok,ok
T4,Jw,Je,Jw→Je,5,1,450,45,0.7366011285484709,0.7366011285484709,0.608520203808149,0.608520203808149,5,ok,ok,ok
T4,Jw,Je,Jw→Je,5,2,450,45,0.7355556880986096,0.7355556880986096,0.5995260360048219,0.5995260360048219,5,ok,ok,ok
T4,Jw,Je,Jw→Je,5,3,450,45,0.7058426710358378,0.7058426710358378,0.5504255836135364,0.5504255836135364,5,ok,ok,ok
T4,Jw,Je,Jw→Je,5,4,450,45,0.6625009512799326,0.6625009512799326,0.4785841431097929,0.4785841431097929,5,ok,ok,ok
T4,Jw,Je,Jw→Je,5,5,450,45,0.6196621959303863,0.6196621959303863,0.37158368397341207,0.37158368397341207,5,ok,ok,ok
T4,Je,H,Je→H,5,0,450,45,0.8494044207301005,0.8494044207301005,0.7755494073933327,0.7755494073933327,5,ok,ok,ok
T4,Je,H,Je→H,5,1,450,45,0.8035098587148988,0.8035098587148988,0.7536828789497515,0.7536828789497515,5,ok,ok,ok
T4,Je,H,Je→H,5,2,450,45,0.7325696238885948,0.7325696238885948,0.6771504221433312,0.6771504221433312,5,ok,ok,ok
T4,Je,H,Je→H,5,3,450,45,0.6496182796500685,0.6496182796500685,0.5274701534768438,0.5274701534768438,5,ok,ok,ok
T4,Je,H,Je→H,5,4,450,45,0.5676134652768037,0.5676134652768037,0.407158036390076,0.407158036390076,5,ok,ok,ok
T4,Je,H,Je→H,5,5,450,45,0.49750107343733835,0.49750107343733835,0.20182249115045978,0.20182249115045978,5,ok,ok,ok
S5,V,P,V→P,5,0,765,45,0.9130498899006599,0.9130498899006599,0.9022601749284358,0.9022601749284358,5,ok,ok,ok
S5,V,P,V→P,5,1,765,45,0.8349724642730009,0.8349724642730009,0.8091886032610537,0.8091886032610537,5,ok,ok,ok
S5,V,P,V→P,5,2,765,45,0.6990261064259128,0.6990261064259128,0.6353655096593358,0.6353655096593358,5,ok,ok,ok
S5,V,P,V→P,5,3,765,45,0.5715298498941644,0.5715298498941644,0.5046781416719542,0.5046781416719542,5,ok,ok,ok
S5,V,P,V→P,5,4,765,45,0.4777019460832093,0.4777019460832093,0.3385880365439913,0.3385880365439913,5,ok,ok,ok
S5,V,P,V→P,5,5,765,45,0.4127647511904861,0.4127647511904861,0.24629990109775593,0.24629990109775593,5,ok,ok,ok
S5,H,P,H→P,5,0,765,45,0.7513366664069664,0.7513366664069664,0.7302037239135144,0.7302037239135144,5,ok,ok,ok
S5,H,P,H→P,5,1,765,45,0.7229776149296382,0.7229776149296382,0.6999651292559365,0.6999651292559365,5,ok,ok,ok
S5,H,P,H→P,5,2,765,45,0.6448234881107014,0.6448234881107014,0.6174405758632079,0.6174405758632079,5,ok,ok,ok
S5,H,P,H→P,5,3,765,45,0.5435567111882438,0.5435567111882438,0.5054874987881576,0.5054874987881576,5,ok,ok,ok
S5,H,P,H→P,5,4,765,45,0.4450368145736504,0.4450368145736504,0.3452843937815993,0.3452843937815993,5,ok,ok,ok
S5,H,P,H→P,5,5,765,45,0.37056104342643786,0.37056104342643786,0.12948869040248434,0.12948869040248434,5,ok,ok,ok
S5,H,V,H→V,5,0,765,45,0.7670952516090979,0.7670952516090979,0.6635171122693734,0.6635171122693734,5,ok,ok,ok
S5,H,V,H→V,5,1,765,45,0.7691999047023561,0.7691999047023561,0.6951558254237477,0.6951558254237477,5,ok,ok,ok
S5,H,V,H→V,5,2,765,45,0.7032253758410855,0.7032253758410855,0.622394231425359,0.622394231425359,5,ok,ok,ok
S5,H,V,H→V,5,3,765,45,0.6054886749642615,0.6054886749642615,0.505595388054538,0.505595388054538,5,ok,ok,ok
S5,H,V,H→V,5,4,765,45,0.5567176958623479,0.5567176958623479,0.4772958363504948,0.4772958363504948,5,ok,ok,ok
S5,H,V,H→V,5,5,765,45,0.5164915324979703,0.5164915324979703,0.43846109703096625,0.43846109703096625,5,ok,ok,ok
S5,Jw,Je,Jw→Je,5,0,765,45,0.783816572238506,0.783816572238506,0.7420611314592929,0.7420611314592929,5,ok,ok,ok
S5,Jw,Je,Jw→Je,5,1,765,45,0.7887642032487666,0.7887642032487666,0.7413322389619681,0.7413322389619681,5,ok,ok,ok
S5,Jw,Je,Jw→Je,5,2,765,45,0.7597761741987906,0.7597761741987906,0.7047471601803582,0.7047471601803582,5,ok,ok,ok
S5,Jw,Je,Jw→Je,5,3,765,45,0.7046421610977599,0.7046421610977599,0.6330394529483024,0.6330394529483024,5,ok,ok,ok
S5,Jw,Je,Jw→Je,5,4,765,45,0.6402615142435325,0.6402615142435325,0.5530395061098062,0.5530395061098062,5,ok,ok,ok
S5,Jw,Je,Jw→Je,5,5,765,45,0.5771325442222006,0.5771325442222006,0.44924253546024556,0.44924253546024556,5,ok,ok,ok
S5,Je,H,Je→H,5,0,765,45,0.822169921098032,0.822169921098032,0.7913114185999173,0.7913114185999173,5,ok,ok,ok
S5,Je,H,Je→H,5,1,765,45,0.7770474330294169,0.7770474330294169,0.740747214287928,0.740747214287928,5,ok,ok,ok
S5,Je,H,Je→H,5,2,765,45,0.713325167967214,0.713325167967214,0.6685266263470534,0.6685266263470534,5,ok,ok,ok
S5,Je,H,Je→H,5,3,765,45,0.6470527163720093,0.6470527163720093,0.5856106013727596,0.5856106013727596,5,ok,ok,ok
S5,Je,H,Je→H,5,4,765,45,0.5887311087641203,0.5887311087641203,0.502634473613836,0.502634473613836,5,ok,ok,ok
S5,Je,H,Je→H,5,5,765,45,0.5403453355941071,0.5403453355941071,0.404803954739947,0.404803954739947,5,ok,ok,ok
S1,V,P,V→P,3,0,1665,45,0.8779131095733909,0.8779131095733909,0.8730957168485959,0.8730957168485959,5,ok,ok,ok
S1,V,P,V→P,3,1,1620,45,0.8579312557309507,0.8579312557309507,0.8508496896519887,0.8508496896519887,5,ok,ok,ok
S1,V,P,V→P,3,2,1575,45,0.8070165408837048,0.8070165408837048,0.7986511926052595,0.7986511926052595,5,ok,ok,ok
S1,V,P,V→P,3,3,1530,45,0.690564210387746,0.690564210387746,0.6798004701433396,0.6798004701433396,5,ok,ok,ok
S1,V,P,V→P,3,4,1485,45,0.5428789770122169,0.5428789770122169,0.5290946984450448,0.5290946984450448,5,ok,ok,ok
S1,V,P,V→P,3,5,1440,45,0.4020253940783023,0.4020253940783023,0.3812480491420803,0.3812480491420803,5,ok,ok,ok
S1,H,P,H→P,3,0,1665,45,0.5671285875781439,0.5671285875781439,0.5457226344659009,0.5457226344659009,5,ok,ok,ok
S1,H,P,H→P,3,1,1620,45,0.5715300764286277,0.5715300764286277,0.5493617123022049,0.5493617123022049,5,ok,ok,ok
S1,H,P,H→P,3,2,1575,45,0.522907776089576,0.522907776089576,0.49597957050464414,0.49597957050464414,5,ok,ok,ok
S1,H,P,H→P,3,3,1530,45,0.4439773264208578,0.4439773264208578,0.4062300430964701,0.4062300430964701,5,ok,ok,ok
S1,H,P,H→P,3,4,1485,45,0.36822293815869755,0.36822293815869755,0.32245035370164893,0.32245035370164893,5,ok,ok,ok
S1,H,P,H→P,3,5,1440,45,0.3221183688699025,0.3221183688699025,0.2907597392414242,0.2907597392414242,5,ok,ok,ok
S1,H,V,H→V,3,0,1665,45,0.6184784504138771,0.6184784504138771,0.5972054758253849,0.5972054758253849,5,ok,ok,ok
S1,H,V,H→V,3,1,1620,45,0.5223751292443349,0.5223751292443349,0.4855640818427433,0.4855640818427433,5,ok,ok,ok
S1,H,V,H→V,3,2,1575,45,0.39158569239839514,0.39158569239839514,0.314723214139899,0.314723214139899,5,ok,ok,ok
S1,H,V,H→V,3,3,1530,45,0.27909439033866357,0.27909439033866357,0.1260191635259013,0.1260191635259013,5,ok,ok,ok
S1,H,V,H→V,3,4,1485,45,0.2479479600836168,0.2479479600836168,0.13100405665236214,0.13100405665236214,5,ok,ok,ok
S1,H,V,H→V,3,5,1440,45,0.2540520222318689,0.2540520222318689,0.19210895496510125,0.19210895496510125,5,ok,ok,ok
S1,Jw,Je,Jw→Je,3,0,1665,45,0.5311252657319218,0.5311252657319218,0.5141567540363478,0.5141567540363478,5,ok,ok,ok
S1,Jw,Je,Jw→Je,3,1,1620,45,0.5972935258751053,0.5972935258751053,0.5753009116387998,0.5753009116387998,5,ok,ok,ok
S1,Jw,Je,Jw→Je,3,2,1575,45,0.6275429159714098,0.6275429159714098,0.6135873176627331,0.6135873176627331,5,ok,ok,ok
S1,Jw,Je,Jw→Je,3,3,1530,45,0.6268507648451562,0.6268507648451562,0.6165269000764124,0.6165269000764124,5,ok,ok,ok
S1,Jw,Je,Jw→Je,3,4,1485,45,0.6082485540429589,0.6082485540429589,0.6014136676092188,0.6014136676092188,5,ok,ok,ok
S1,Jw,Je,Jw→Je,3,5,1440,45,0.5724832149067512,0.5724832149067512,0.564465816347699,0.564465816347699,5,ok,ok,ok
S1,Je,H,Je→H,3,0,1665,45,0.8443915084210185,0.8443915084210185,0.843752056896474,0.843752056896474,5,ok,ok,ok
S1,Je,H,Je→H,3,1,1620,45,0.7746233525295185,0.7746233525295185,0.7753414499986179,0.7753414499986179,5,ok,ok,ok
S1,Je,H,Je→H,3,2,1575,45,0.6729258269139511,0.6729258269139511,0.674669114840058,0.674669114840058,5,ok,ok,ok
S1,Je,H,Je→H,3,3,1530,45,0.5660338148667199,0.5660338148667199,0.5674653744222701,0.5674653744222701,5,ok,ok,ok
S1,Je,H,Je→H,3,4,1485,45,0.4743055505837719,0.4743055505837719,0.4756847184016075,0.4756847184016075,5,ok,ok,ok
S1,Je,H,Je→H,3,5,1440,45,0.4111472432067219,0.4111472432067219,0.39716424475568823,0.39716424475568823,5,ok,ok,ok
T1,V,P,V→P,3,0,405,45,0.8906356606188829,0.8906356606188829,0.8882446080128129,0.8882446080128129,5,ok,ok,ok
T1,V,P,V→P,3,1,405,45,0.8491499488797069,0.8491499488797069,0.8246924346123848,0.8246924346123848,5,ok,ok,ok
T1,V,P,V→P,3,2,405,45,0.7611788422759369,0.7611788422759369,0.7179534422214199,0.7179534422214199,5,ok,ok,ok
T1,V,P,V→P,3,3,405,45,0.6566532311176607,0.6566532311176607,0.5756881372491751,0.5756881372491751,5,ok,ok,ok
T1,V,P,V→P,3,4,405,45,0.5406935673289822,0.5406935673289822,0.4196379869664738,0.4196379869664738,5,ok,ok,ok
T1,V,P,V→P,3,5,405,45,0.4295982905772805,0.4295982905772805,0.3036376064507361,0.3036376064507361,5,ok,ok,ok
T1,H,P,H→P,3,0,405,45,0.6011180209089294,0.6011180209089294,0.40356188966471995,0.40356188966471995,5,ok,ok,ok
T1,H,P,H→P,3,1,405,45,0.6462601720417729,0.6462601720417729,0.4705500438148326,0.4705500438148326,5,ok,ok,ok
T1,H,P,H→P,3,2,405,45,0.6387487213160533,0.6387487213160533,0.4462048763497996,0.4462048763497996,5,ok,ok,ok
T1,H,P,H→P,3,3,405,45,0.5862901454387013,0.5862901454387013,0.37831839790949934,0.37831839790949934,5,ok,ok,ok
T1,H,P,H→P,3,4,405,45,0.5010042231371149,0.5010042231371149,0.28702425152116406,0.28702425152116406,5,ok,ok,ok
T1,H,P,H→P,3,5,405,45,0.399401697891005,0.399401697891005,0.17451284358325006,0.17451284358325006,5,ok,ok,ok
T1,H,V,H→V,3,0,405,45,0.6637964461302444,0.6637964461302444,0.5398011326349887,0.5398011326349887,5,ok,ok,ok
T1,H,V,H→V,3,1,405,45,0.6057441263637446,0.6057441263637446,0.4472271860508519,0.4472271860508519,5,ok,ok,ok
T1,H,V,H→V,3,2,405,45,0.5213501871707857,0.5213501871707857,0.33296659607451307,0.33296659607451307,5,ok,ok,ok
T1,H,V,H→V,3,3,405,45,0.44448001114296676,0.44448001114296676,0.22761850542435058,0.22761850542435058,5,ok,ok,ok
T1,H,V,H→V,3,4,405,45,0.36043562680932506,0.36043562680932506,0.1111153630745443,0.1111153630745443,5,ok,ok,ok
T1,H,V,H→V,3,5,405,45,0.27543122673573966,0.27543122673573966,-0.05615524706207582,0.05615524706207582,5,ok,ok,ok
T1,Jw,Je,Jw→Je,3,0,405,45,0.6172070217942409,0.6172070217942409,0.5725088341743877,0.5725088341743877,5,ok,ok,ok
T1,Jw,Je,Jw→Je,3,1,405,45,0.6677550127237163,0.6677550127237163,0.6384252381335054,0.6384252381335054,5,ok,ok,ok
T1,Jw,Je,Jw→Je,3,2,405,45,0.6861659848856222,0.6861659848856222,0.6506321869613779,0.6506321869613779,5,ok,ok,ok
T1,Jw,Je,Jw→Je,3,3,405,45,0.6732411233562652,0.6732411233562652,0.6406310074263002,0.6406310074263002,5,ok,ok,ok
T1,Jw,Je,Jw→Je,3,4,405,45,0.6450493871951115,0.6450493871951115,0.6127221446735207,0.6127221446735207,5,ok,ok,ok
T1,Jw,Je,Jw→Je,3,5,405,45,0.6069787031764882,0.6069787031764882,0.5754727073422228,0.5754727073422228,5,ok,ok,ok
T1,Je,H,Je→H,3,0,405,45,0.8038822485125215,0.8038822485125215,0.779153491888462,0.779153491888462,5,ok,ok,ok
T1,Je,H,Je→H,3,1,405,45,0.7175498396049523,0.7175498396049523,0.664486241273122,0.664486241273122,5,ok,ok,ok
T1,Je,H,Je→H,3,2,405,45,0.6026366520896793,0.6026366520896793,0.5329017272357051,0.5329017272357051,5,ok,ok,ok
T1,Je,H,Je→H,3,3,405,45,0.4887650219857131,0.4887650219857131,0.346338746888692,0.346338746888692,5,ok,ok,ok
T1,Je,H,Je→H,3,4,405,45,0.42344944748374563,0.42344944748374563,0.2583785096187568,0.2583785096187568,5,ok,ok,ok
T1,Je,H,Je→H,3,5,405,45,0.38173711320291237,0.38173711320291237,0.22509873785117573,0.22509873785117573,5,ok,ok,ok
S2,V,P,V→P,3,0,1170,45,0.8773739815104152,0.8773739815104152,0.8681604420731162,0.8681604420731162,5,ok,ok,ok
S2,V,P,V→P,3,1,1170,45,0.8434301189133108,0.8434301189133108,0.8279376457353658,0.8279376457353658,5,ok,ok,ok
S2,V,P,V→P,3,2,1170,45,0.7502733996889667,0.7502733996889667,0.7288258484325065,0.7288258484325065,5,ok,ok,ok
S2,V,P,V→P,3,3,1170,45,0.6231171549060851,0.6231171549060851,0.5966300339266997,0.5966300339266997,5,ok,ok,ok
S2,V,P,V→P,3,4,1170,45,0.4874827007365814,0.4874827007365814,0.4550394836683594,0.4550394836683594,5,ok,ok,ok
S2,V,P,V→P,3,5,1170,45,0.3593650669447454,0.3593650669447454,0.3170225623861951,0.3170225623861951,5,ok,ok,ok
S2,H,P,H→P,3,0,1170,45,0.5349858625366343,0.5349858625366343,0.5082170813281316,0.5082170813281316,5,ok,ok,ok
S2,H,P,H→P,3,1,1170,45,0.5560836366052759,0.5560836366052759,0.5274553715493708,0.5274553715493708,5,ok,ok,ok
S2,H,P,H→P,3,2,1170,45,0.535135594750366,0.535135594750366,0.5018200694142568,0.5018200694142568,5,ok,ok,ok
S2,H,P,H→P,3,3,1170,45,0.4825338063817151,0.4825338063817151,0.4415868827507868,0.4415868827507868,5,ok,ok,ok
S2,H,P,H→P,3,4,1170,45,0.41283974967788584,0.41283974967788584,0.3582301279916462,0.3582301279916462,5,ok,ok,ok
S2,H,P,H→P,3,5,1170,45,0.336859100852075,0.336859100852075,0.2568167605615335,0.2568167605615335,5,ok,ok,ok
S2,H,V,H→V,3,0,1170,45,0.6109328360728222,0.6109328360728222,0.5808482839997763,0.5808482839997763,5,ok,ok,ok
S2,H,V,H→V,3,1,1170,45,0.5688713389210193,0.5688713389210193,0.5318552958067307,0.5318552958067307,5,ok,ok,ok
S2,H,V,H→V,3,2,1170,45,0.4964928846360871,0.4964928846360871,0.44645310542077526,0.44645310542077526,5,ok,ok,ok
S2,H,V,H→V,3,3,1170,45,0.4253692793173951,0.4253692793173951,0.36526533055417065,0.36526533055417065,5,ok,ok,ok
S2,H,V,H→V,3,4,1170,45,0.3608769781991203,0.3608769781991203,0.3001689070835062,0.3001689070835062,5,ok,ok,ok
S2,H,V,H→V,3,5,1170,45,0.29979068749189297,0.29979068749189297,0.24600172875766707,0.24600172875766707,5,ok,ok,ok
S2,Jw,Je,Jw→Je,3,0,1170,45,0.6031483021050987,0.6031483021050987,0.5625122758877973,0.5625122758877973,5,ok,ok,ok
S2,Jw,Je,Jw→Je,3,1,1170,45,0.6587654420353879,0.6587654420353879,0.6220586352786595,0.6220586352786595,5,ok,ok,ok
S2,Jw,Je,Jw→Je,3,2,1170,45,0.664457447067098,0.664457447067098,0.626153851484695,0.626153851484695,5,ok,ok,ok
S2,Jw,Je,Jw→Je,3,3,1170,45,0.6202123652156242,0.6202123652156242,0.5743047132422102,0.5743047132422102,5,ok,ok,ok
S2,Jw,Je,Jw→Je,3,4,1170,45,0.552030445185709,0.552030445185709,0.5104761915230117,0.5104761915230117,5,ok,ok,ok
S2,Jw,Je,Jw→Je,3,5,1170,45,0.4839136372712181,0.4839136372712181,0.3830269303383979,0.3830269303383979,5,ok,ok,ok
S2,Je,H,Je→H,3,0,1170,45,0.7875483089770228,0.7875483089770228,0.7666894547463844,0.7666894547463844,5,ok,ok,ok
S2,Je,H,Je→H,3,1,1170,45,0.6962509714137128,0.6962509714137128,0.6340329450500759,0.6340329450500759,5,ok,ok,ok
S2,Je,H,Je→H,3,2,1170,45,0.6361572056581923,0.6361572056581923,0.6222546315079953,0.6222546315079953,5,ok,ok,ok
S2,Je,H,Je→H,3,3,1170,45,0.562951173086755,0.562951173086755,0.5510184960464555,0.5510184960464555,5,ok,ok,ok
S2,Je,H,Je→H,3,4,1170,45,0.48444645129415315,0.48444645129415315,0.4653654863406262,0.4653654863406262,5,ok,ok,ok
S2,Je,H,Je→H,3,5,1170,45,0.4088476034009994,0.4088476034009994,0.37999976671935815,0.37999976671935815,5,ok,ok,ok
T2,V,P,V→P,3,0,540,45,0.9048097070512663,0.9048097070512663,0.8892667080633749,0.8892667080633749,5,ok,ok,ok
T2,V,P,V→P,3,1,540,45,0.8987593973157552,0.8987593973157552,0.8905075385490666,0.8905075385490666,5,ok,ok,ok
T2,V,P,V→P,3,2,540,45,0.8311279705882723,0.8311279705882723,0.8189348874997603,0.8189348874997603,5,ok,ok,ok
T2,V,P,V→P,3,3,540,45,0.7187427437009196,0.7187427437009196,0.6891435876783465,0.6891435876783465,5,ok,ok,ok
T2,V,P,V→P,3,4,540,45,0.5800452576757861,0.5800452576757861,0.5235260724018246,0.5235260724018246,5,ok,ok,ok
T2,V,P,V→P,3,5,540,45,0.4405402752402042,0.4405402752402042,0.36392122320334064,0.36392122320334064,5,ok,ok,ok
T2,H,P,H→P,3,0,540,45,0.5936481592719405,0.5936481592719405,0.5244503490961188,0.5244503490961188,5,ok,ok,ok
T2,H,P,H→P,3,1,540,45,0.630636354690807,0.630636354690807,0.5705782442609781,0.5705782442609781,5,ok,ok,ok
T2,H,P,H→P,3,2,540,45,0.6468813469475174,0.6468813469475174,0.586865184796804,0.586865184796804,5,ok,ok,ok
T2,H,P,H→P,3,3,540,45,0.6322292176845294,0.6322292176845294,0.5830005511856213,0.5830005511856213,5,ok,ok,ok
T2,H,P,H→P,3,4,540,45,0.5865464932671702,0.5865464932671702,0.4846304403496738,0.4846304403496738,5,ok,ok,ok
T2,H,P,H→P,3,5,540,45,0.5204037403239173,0.5204037403239173,0.36579452831845755,0.36579452831845755,5,ok,ok,ok
T2,H,V,H→V,3,0,540,45,0.6740575883138524,0.6740575883138524,0.6303964710626837,0.6303964710626837,5,ok,ok,ok
T2,H,V,H→V,3,1,540,45,0.6998444155677402,0.6998444155677402,0.6570249594531798,0.6570249594531798,5,ok,ok,ok
T2,H,V,H→V,3,2,540,45,0.6896458782859519,0.6896458782859519,0.644919651657495,0.644919651657495,5,ok,ok,ok
T2,H,V,H→V,3,3,540,45,0.6421024398974227,0.6421024398974227,0.5968637975408095,0.5968637975408095,5,ok,ok,ok
T2,H,V,H→V,3,4,540,45,0.5662097152464487,0.5662097152464487,0.5159580444876966,0.5159580444876966,5,ok,ok,ok
T2,H,V,H→V,3,5,540,45,0.48672964975447824,0.48672964975447824,0.40503979521101147,0.40503979521101147,5,ok,ok,ok
T2,Jw,Je,Jw→Je,3,0,540,45,0.4983270568462696,0.4983270568462696,0.4413931494514681,0.4413931494514681,5,ok,ok,ok
T2,Jw,Je,Jw→Je,3,1,540,45,0.5030263628926198,0.5030263628926198,0.4344332528926363,0.4344332528926363,5,ok,ok,ok
T2,Jw,Je,Jw→Je,3,2,540,45,0.48792583475482804,0.48792583475482804,0.349881573589363,0.349881573589363,5,ok,ok,ok
T2,Jw,Je,Jw→Je,3,3,540,45,0.46376105594752737,0.46376105594752737,0.3163441729142082,0.3163441729142082,5,ok,ok,ok
T2,Jw,Je,Jw→Je,3,4,540,45,0.44443084293723784,0.44443084293723784,0.34454178686269055,0.34454178686269055,5,ok,ok,ok
T2,Jw,Je,Jw→Je,3,5,540,45,0.42251323615534314,0.42251323615534314,0.35828875145374395,0.35828875145374395,5,ok,ok,ok
T2,Je,H,Je→H,3,0,540,45,0.7787191017030716,0.7787191017030716,0.7522735248839375,0.7522735248839375,5,ok,ok,ok
T2,Je,H,Je→H,3,1,540,45,0.746328129908141,0.746328129908141,0.7204067920136612,0.7204067920136612,5,ok,ok,ok
T2,Je,H,Je→H,3,2,540,45,0.6936903723946931,0.6936903723946931,0.6624320234526159,0.6624320234526159,5,ok,ok,ok
T2,Je,H,Je→H,3,3,540,45,0.6230704582152612,0.6230704582152612,0.5774131709069598,0.5774131709069598,5,ok,ok,ok
T2,Je,H,Je→H,3,4,540,45,0.548197088749092,0.548197088749092,0.4772964148859974,0.4772964148859974,5,ok,ok,ok
T2,Je,H,Je→H,3,5,540,45,0.4764699767236447,0.4764699767236447,0.37225576180283987,0.37225576180283987,5,ok,ok,ok
S3,V,P,V→P,3,0,900,45,0.8493359227680324,0.8493359227680324,0.8403292309386079,0.8403292309386079,5,ok,ok,ok
S3,V,P,V→P,3,1,900,45,0.7919968703271186,0.7919968703271186,0.7778423278897858,0.7778423278897858,5,ok,ok,ok
S3,V,P,V→P,3,2,900,45,0.7093184069798706,0.7093184069798706,0.6849909754574078,0.6849909754574078,5,ok,ok,ok
S3,V,P,V→P,3,3,900,45,0.6241261556679457,0.6241261556679457,0.5869215950676933,0.5869215950676933,5,ok,ok,ok
S3,V,P,V→P,3,4,900,45,0.545636336050636,0.545636336050636,0.4992303569108901,0.4992303569108901,5,ok,ok,ok
S3,V,P,V→P,3,5,900,45,0.47099191875845386,0.47099191875845386,0.42065308818189523,0.42065308818189523,5,ok,ok,ok
S3,H,P,H→P,3,0,900,45,0.6914919920378267,0.6914919920378267,0.6564292603490622,0.6564292603490622,5,ok,ok,ok
S3,H,P,H→P,3,1,900,45,0.7197934068641735,0.7197934068641735,0.6900385700843984,0.6900385700843984,5,ok,ok,ok
S3,H,P,H→P,3,2,900,45,0.7048233989375904,0.7048233989375904,0.67675436955087,0.67675436955087,5,ok,ok,ok
S3,H,P,H→P,3,3,900,45,0.6569586571897095,0.6569586571897095,0.6266046228926119,0.6266046228926119,5,ok,ok,ok
S3,H,P,H→P,3,4,900,45,0.587835186264389,0.587835186264389,0.5495347855733279,0.5495347855733279,5,ok,ok,ok
S3,H,P,H→P,3,5,900,45,0.5077655231669672,0.5077655231669672,0.45482411863132294,0.45482411863132294,5,ok,ok,ok
S3,H,V,H→V,3,0,900,45,0.6959319103261575,0.6959319103261575,0.6904566704343101,0.6904566704343101,5,ok,ok,ok
S3,H,V,H→V,3,1,900,45,0.7004008280975358,0.7004008280975358,0.6967398996798665,0.6967398996798665,5,ok,ok,ok
S3,H,V,H→V,3,2,900,45,0.6758546298155609,0.6758546298155609,0.6721537869513221,0.6721537869513221,5,ok,ok,ok
S3,H,V,H→V,3,3,900,45,0.6273807696444007,0.6273807696444007,0.6225612258965227,0.6225612258965227,5,ok,ok,ok
S3,H,V,H→V,3,4,900,45,0.5604199953568894,0.5604199953568894,0.5523027595855277,0.5523027595855277,5,ok,ok,ok
S3,H,V,H→V,3,5,900,45,0.48080892999073743,0.48080892999073743,0.46376322530831016,0.46376322530831016,5,ok,ok,ok
S3,Jw,Je,Jw→Je,3,0,900,45,0.4901510153976413,0.4901510153976413,0.4492325493534034,0.4492325493534034,5,ok,ok,ok
S3,Jw,Je,Jw→Je,3,1,900,45,0.508530910693108,0.508530910693108,0.47047146196457085,0.47047146196457085,5,ok,ok,ok
