window,source_object,target_object,pair_direction,k_eof,lag,n_samples,n_years,train_canonical_r,abs_train_canonical_r,cv_canonical_r,abs_cv_canonical_r,cv_fold_count,cca_status,cv_status,sample_status
T1,H,V,H→V,5,4,405,45,0.6311975510213231,0.6311975510213231,0.4329159980766349,0.4329159980766349,5,ok,ok,ok
T1,H,V,H→V,5,5,405,45,0.5853852893517343,0.5853852893517343,0.38376842452314963,0.38376842452314963,5,ok,ok,ok
T1,Jw,Je,Jw→Je,5,0,405,45,0.6918196323142057,0.6918196323142057,0.6507272755792711,0.6507272755792711,5,ok,ok,ok
T1,Jw,Je,Jw→Je,5,1,405,45,0.771693247946072,0.771693247946072,0.7356667323110258,0.7356667323110258,5,ok,ok,ok
T1,Jw,Je,Jw→Je,5,2,405,45,0.7912139813144639,0.7912139813144639,0.7530715528769016,0.7530715528769016,5,ok,ok,ok
T1,Jw,Je,Jw→Je,5,3,405,45,0.7542538738134662,0.7542538738134662,0.7096926533340769,0.7096926533340769,5,ok,ok,ok
T1,Jw,Je,Jw→Je,5,4,405,45,0.69114641638622,0.69114641638622,0.628824160983189,0.628824160983189,5,ok,ok,ok
T1,Jw,Je,Jw→Je,5,5,405,45,0.6276311273082025,0.6276311273082025,0.40480088114822504,0.40480088114822504,5,ok,ok,ok
T1,Je,H,Je→H,5,0,405,45,0.873072037173871,0.873072037173871,0.8206999215822263,0.8206999215822263,5,ok,ok,ok
T1,Je,H,Je→H,5,1,405,45,0.8250145496599567,0.8250145496599567,0.7406306677097977,0.7406306677097977,5,ok,ok,ok
T1,Je,H,Je→H,5,2,405,45,0.7464975610285526,0.7464975610285526,0.6214362311465591,0.6214362311465591,5,ok,ok,ok
T1,Je,H,Je→H,5,3,405,45,0.6692336272849497,0.6692336272849497,0.531213304828222,0.531213304828222,5,ok,ok,ok
T1,Je,H,Je→H,5,4,405,45,0.5971609928013382,0.5971609928013382,0.4539031691698818,0.4539031691698818,5,ok,ok,ok
T1,Je,H,Je→H,5,5,405,45,0.5321230931717602,0.5321230931717602,0.3702348765514607,0.3702348765514607,5,ok,ok,ok
S2,V,P,V→P,5,0,1170,45,0.9215328689923885,0.9215328689923885,0.9101958000191062,0.9101958000191062,5,ok,ok,ok
S2,V,P,V→P,5,1,1170,45,0.8877213867824875,0.8877213867824875,0.8652634026199177,0.8652634026199177,5,ok,ok,ok
S2,V,P,V→P,5,2,1170,45,0.7981314506569798,0.7981314506569798,0.7584315987002924,0.7584315987002924,5,ok,ok,ok
S2,V,P,V→P,5,3,1170,45,0.6702644444567675,0.6702644444567675,0.6138504216477293,0.6138504216477293,5,ok,ok,ok
S2,V,P,V→P,5,4,1170,45,0.5346117948697207,0.5346117948697207,0.45713417848164156,0.45713417848164156,5,ok,ok,ok
S2,V,P,V→P,5,5,1170,45,0.41202881724024937,0.41202881724024937,0.2869491756506576,0.2869491756506576,5,ok,ok,ok
S2,H,P,H→P,5,0,1170,45,0.6695932418811101,0.6695932418811101,0.6370112774436792,0.6370112774436792,5,ok,ok,ok
S2,H,P,H→P,5,1,1170,45,0.6454016501445702,0.6454016501445702,0.6068146673573,0.6068146673573,5,ok,ok,ok
S2,H,P,H→P,5,2,1170,45,0.5829916841420992,0.5829916841420992,0.539468753057112,0.539468753057112,5,ok,ok,ok
S2,H,P,H→P,5,3,1170,45,0.5083034425710027,0.5083034425710027,0.46084532800761896,0.46084532800761896,5,ok,ok,ok
S2,H,P,H→P,5,4,1170,45,0.44595167539540304,0.44595167539540304,0.38636674517085595,0.38636674517085595,5,ok,ok,ok
S2,H,P,H→P,5,5,1170,45,0.38765629485386677,0.38765629485386677,0.30599806565522475,0.30599806565522475,5,ok,ok,ok
S2,H,V,H→V,5,0,1170,45,0.6763193898434741,0.6763193898434741,0.5285229132732938,0.5285229132732938,5,ok,ok,ok
S2,H,V,H→V,5,1,1170,45,0.6220236927066874,0.6220236927066874,0.506726648127315,0.506726648127315,5,ok,ok,ok
S2,H,V,H→V,5,2,1170,45,0.5662012761032679,0.5662012761032679,0.48501238738093805,0.48501238738093805,5,ok,ok,ok
S2,H,V,H→V,5,3,1170,45,0.5140292711369085,0.5140292711369085,0.44034441916866224,0.44034441916866224,5,ok,ok,ok
S2,H,V,H→V,5,4,1170,45,0.4566602599298563,0.4566602599298563,0.3829247607674757,0.3829247607674757,5,ok,ok,ok
S2,H,V,H→V,5,5,1170,45,0.393062578468599,0.393062578468599,0.2949841464697207,0.2949841464697207,5,ok,ok,ok
S2,Jw,Je,Jw→Je,5,0,1170,45,0.6518512063637146,0.6518512063637146,0.6060207827532254,0.6060207827532254,5,ok,ok,ok
S2,Jw,Je,Jw→Je,5,1,1170,45,0.7047211785928211,0.7047211785928211,0.6692077638597095,0.6692077638597095,5,ok,ok,ok
S2,Jw,Je,Jw→Je,5,2,1170,45,0.7210384077144668,0.7210384077144668,0.675443571396643,0.675443571396643,5,ok,ok,ok
S2,Jw,Je,Jw→Je,5,3,1170,45,0.6936245918681484,0.6936245918681484,0.6279596037867687,0.6279596037867687,5,ok,ok,ok
S2,Jw,Je,Jw→Je,5,4,1170,45,0.6333949345262762,0.6333949345262762,0.5475987243446505,0.5475987243446505,5,ok,ok,ok
S2,Jw,Je,Jw→Je,5,5,1170,45,0.5532550434976047,0.5532550434976047,0.4406043575243072,0.4406043575243072,5,ok,ok,ok
S2,Je,H,Je→H,5,0,1170,45,0.8853185680215,0.8853185680215,0.8785072771617503,0.8785072771617503,5,ok,ok,ok
S2,Je,H,Je→H,5,1,1170,45,0.8459988058203629,0.8459988058203629,0.8317427268308303,0.8317427268308303,5,ok,ok,ok
S2,Je,H,Je→H,5,2,1170,45,0.7732015111199277,0.7732015111199277,0.755339504586,0.755339504586,5,ok,ok,ok
S2,Je,H,Je→H,5,3,1170,45,0.6825948384938663,0.6825948384938663,0.6602214123256244,0.6602214123256244,5,ok,ok,ok
S2,Je,H,Je→H,5,4,1170,45,0.5875202165937294,0.5875202165937294,0.5552651024571924,0.5552651024571924,5,ok,ok,ok
S2,Je,H,Je→H,5,5,1170,45,0.4985669824615081,0.4985669824615081,0.44756621074366354,0.44756621074366354,5,ok,ok,ok
T2,V,P,V→P,5,0,540,45,0.9088160455973423,0.9088160455973423,0.8803269004439751,0.8803269004439751,5,ok,ok,ok
T2,V,P,V→P,5,1,540,45,0.9034256021316895,0.9034256021316895,0.8902169688413518,0.8902169688413518,5,ok,ok,ok
T2,V,P,V→P,5,2,540,45,0.8398579287857872,0.8398579287857872,0.8112578246141414,0.8112578246141414,5,ok,ok,ok
T2,V,P,V→P,5,3,540,45,0.7416632436195648,0.7416632436195648,0.6924140860538583,0.6924140860538583,5,ok,ok,ok
T2,V,P,V→P,5,4,540,45,0.64049954780749,0.64049954780749,0.5763886324102466,0.5763886324102466,5,ok,ok,ok
T2,V,P,V→P,5,5,540,45,0.5627265624376651,0.5627265624376651,0.4692261970620277,0.4692261970620277,5,ok,ok,ok
T2,H,P,H→P,5,0,540,45,0.8103138167016695,0.8103138167016695,0.7544379134456735,0.7544379134456735,5,ok,ok,ok
T2,H,P,H→P,5,1,540,45,0.8116965463698539,0.8116965463698539,0.7820726792108522,0.7820726792108522,5,ok,ok,ok
T2,H,P,H→P,5,2,540,45,0.78728084595886,0.78728084595886,0.7505152293594111,0.7505152293594111,5,ok,ok,ok
T2,H,P,H→P,5,3,540,45,0.744417198985796,0.744417198985796,0.6885970830417183,0.6885970830417183,5,ok,ok,ok
T2,H,P,H→P,5,4,540,45,0.6902221844124562,0.6902221844124562,0.6267453508160026,0.6267453508160026,5,ok,ok,ok
T2,H,P,H→P,5,5,540,45,0.6345052832167675,0.6345052832167675,0.5505588191566988,0.5505588191566988,5,ok,ok,ok
T2,H,V,H→V,5,0,540,45,0.7777282977896045,0.7777282977896045,0.7234791696603151,0.7234791696603151,5,ok,ok,ok
T2,H,V,H→V,5,1,540,45,0.7673047732469875,0.7673047732469875,0.702590726408635,0.702590726408635,5,ok,ok,ok
T2,H,V,H→V,5,2,540,45,0.7426795342332253,0.7426795342332253,0.669538456091638,0.669538456091638,5,ok,ok,ok
T2,H,V,H→V,5,3,540,45,0.7016484361678753,0.7016484361678753,0.6201443538932164,0.6201443538932164,5,ok,ok,ok
T2,H,V,H→V,5,4,540,45,0.6461048219561587,0.6461048219561587,0.5362613111776966,0.5362613111776966,5,ok,ok,ok
T2,H,V,H→V,5,5,540,45,0.5921183740399584,0.5921183740399584,0.4233143559221451,0.4233143559221451,5,ok,ok,ok
T2,Jw,Je,Jw→Je,5,0,540,45,0.60839405422865,0.60839405422865,0.4147717152533037,0.4147717152533037,5,ok,ok,ok
T2,Jw,Je,Jw→Je,5,1,540,45,0.6581485831359022,0.6581485831359022,0.5005380196554913,0.5005380196554913,5,ok,ok,ok
T2,Jw,Je,Jw→Je,5,2,540,45,0.6594408987199065,0.6594408987199065,0.5147410026946162,0.5147410026946162,5,ok,ok,ok
T2,Jw,Je,Jw→Je,5,3,540,45,0.619750179159735,0.619750179159735,0.466928831068849,0.466928831068849,5,ok,ok,ok
T2,Jw,Je,Jw→Je,5,4,540,45,0.5698001614165652,0.5698001614165652,0.4117566378353976,0.4117566378353976,5,ok,ok,ok
T2,Jw,Je,Jw→Je,5,5,540,45,0.5316362296191746,0.5316362296191746,0.3669322821608113,0.3669322821608113,5,ok,ok,ok
T2,Je,H,Je→H,5,0,540,45,0.8585327013185085,0.8585327013185085,0.8094437483281092,0.8094437483281092,5,ok,ok,ok
T2,Je,H,Je→H,5,1,540,45,0.819792241108597,0.819792241108597,0.7371824719968183,0.7371824719968183,5,ok,ok,ok
T2,Je,H,Je→H,5,2,540,45,0.7514389762709092,0.7514389762709092,0.6079568457375706,0.6079568457375706,5,ok,ok,ok
T2,Je,H,Je→H,5,3,540,45,0.6825579535321764,0.6825579535321764,0.5179367012971221,0.5179367012971221,5,ok,ok,ok
T2,Je,H,Je→H,5,4,540,45,0.6147832417226402,0.6147832417226402,0.32880523006639734,0.32880523006639734,5,ok,ok,ok
T2,Je,H,Je→H,5,5,540,45,0.5525121648973678,0.5525121648973678,0.16500162216833197,0.16500162216833197,5,ok,ok,ok
S3,V,P,V→P,5,0,900,45,0.8913412260518437,0.8913412260518437,0.879189206277977,0.879189206277977,5,ok,ok,ok
S3,V,P,V→P,5,1,900,45,0.8448430687114051,0.8448430687114051,0.8279744485437118,0.8279744485437118,5,ok,ok,ok
S3,V,P,V→P,5,2,900,45,0.7455087896621075,0.7455087896621075,0.6876592174900787,0.6876592174900787,5,ok,ok,ok
S3,V,P,V→P,5,3,900,45,0.6706886945575359,0.6706886945575359,0.6340731033327721,0.6340731033327721,5,ok,ok,ok
S3,V,P,V→P,5,4,900,45,0.5982244243764189,0.5982244243764189,0.5432491139754201,0.5432491139754201,5,ok,ok,ok
S3,V,P,V→P,5,5,900,45,0.5289956839304722,0.5289956839304722,0.43230679374871916,0.43230679374871916,5,ok,ok,ok
S3,H,P,H→P,5,0,900,45,0.773540928412413,0.773540928412413,0.729561473371463,0.729561473371463,5,ok,ok,ok
S3,H,P,H→P,5,1,900,45,0.7768220205189748,0.7768220205189748,0.7316828359767924,0.7316828359767924,5,ok,ok,ok
S3,H,P,H→P,5,2,900,45,0.7435767632374864,0.7435767632374864,0.6986240145111322,0.6986240145111322,5,ok,ok,ok
S3,H,P,H→P,5,3,900,45,0.6879531124896836,0.6879531124896836,0.6353295673430612,0.6353295673430612,5,ok,ok,ok
S3,H,P,H→P,5,4,900,45,0.6196924707662118,0.6196924707662118,0.5496530349088234,0.5496530349088234,5,ok,ok,ok
S3,H,P,H→P,5,5,900,45,0.5429620968190062,0.5429620968190062,0.443945134799636,0.443945134799636,5,ok,ok,ok
S3,H,V,H→V,5,0,900,45,0.772402536420886,0.772402536420886,0.6836501650949036,0.6836501650949036,5,ok,ok,ok
S3,H,V,H→V,5,1,900,45,0.7475872755239773,0.7475872755239773,0.6883594859481444,0.6883594859481444,5,ok,ok,ok
S3,H,V,H→V,5,2,900,45,0.7096029658592211,0.7096029658592211,0.6727176388405559,0.6727176388405559,5,ok,ok,ok
S3,H,V,H→V,5,3,900,45,0.6522665425408752,0.6522665425408752,0.6092100950411397,0.6092100950411397,5,ok,ok,ok
S3,H,V,H→V,5,4,900,45,0.578374462857142,0.578374462857142,0.5156067439779841,0.5156067439779841,5,ok,ok,ok
S3,H,V,H→V,5,5,900,45,0.4952169172376598,0.4952169172376598,0.40174107844184753,0.40174107844184753,5,ok,ok,ok
S3,Jw,Je,Jw→Je,5,0,900,45,0.633272775559385,0.633272775559385,0.5853523169485237,0.5853523169485237,5,ok,ok,ok
S3,Jw,Je,Jw→Je,5,1,900,45,0.6290334741502721,0.6290334741502721,0.5631325703691623,0.5631325703691623,5,ok,ok,ok
S3,Jw,Je,Jw→Je,5,2,900,45,0.6042111353980268,0.6042111353980268,0.5073640686538916,0.5073640686538916,5,ok,ok,ok
S3,Jw,Je,Jw→Je,5,3,900,45,0.5769187170397048,0.5769187170397048,0.4433729260229565,0.4433729260229565,5,ok,ok,ok
S3,Jw,Je,Jw→Je,5,4,900,45,0.5667039069106967,0.5667039069106967,0.41403182832697627,0.41403182832697627,5,ok,ok,ok
S3,Jw,Je,Jw→Je,5,5,900,45,0.5679900532644964,0.5679900532644964,0.4040487814156261,0.4040487814156261,5,ok,ok,ok
S3,Je,H,Je→H,5,0,900,45,0.87701585954385,0.87701585954385,0.8601570854395866,0.8601570854395866,5,ok,ok,ok
S3,Je,H,Je→H,5,1,900,45,0.8385378048082032,0.8385378048082032,0.8120936227123399,0.8120936227123399,5,ok,ok,ok
S3,Je,H,Je→H,5,2,900,45,0.7748450223931769,0.7748450223931769,0.7346340609904317,0.7346340609904317,5,ok,ok,ok
S3,Je,H,Je→H,5,3,900,45,0.697349521439515,0.697349521439515,0.6361854062322542,0.6361854062322542,5,ok,ok,ok
S3,Je,H,Je→H,5,4,900,45,0.6230683351420269,0.6230683351420269,0.5419314989980932,0.5419314989980932,5,ok,ok,ok
S3,Je,H,Je→H,5,5,900,45,0.5589204404098674,0.5589204404098674,0.4406655747741442,0.4406655747741442,5,ok,ok,ok
T3,V,P,V→P,5,0,495,45,0.8542815866450384,0.8542815866450384,0.8274766387647733,0.8274766387647733,5,ok,ok,ok
T3,V,P,V→P,5,1,495,45,0.8205032621604741,0.8205032621604741,0.78626296904682,0.78626296904682,5,ok,ok,ok
T3,V,P,V→P,5,2,495,45,0.7841441867936034,0.7841441867936034,0.7644597087055318,0.7644597087055318,5,ok,ok,ok
T3,V,P,V→P,5,3,495,45,0.7317150926372257,0.7317150926372257,0.7093381817416334,0.7093381817416334,5,ok,ok,ok
T3,V,P,V→P,5,4,495,45,0.6652574951419706,0.6652574951419706,0.6301390516581049,0.6301390516581049,5,ok,ok,ok
T3,V,P,V→P,5,5,495,45,0.5824084632693897,0.5824084632693897,0.5194077830170631,0.5194077830170631,5,ok,ok,ok
T3,H,P,H→P,5,0,495,45,0.8275779792947648,0.8275779792947648,0.7934726525721227,0.7934726525721227,5,ok,ok,ok
T3,H,P,H→P,5,1,495,45,0.8251508502375612,0.8251508502375612,0.7858902830947687,0.7858902830947687,5,ok,ok,ok
T3,H,P,H→P,5,2,495,45,0.7891831638830216,0.7891831638830216,0.750095923150918,0.750095923150918,5,ok,ok,ok
T3,H,P,H→P,5,3,495,45,0.7381911821160416,0.7381911821160416,0.6966870059204479,0.6966870059204479,5,ok,ok,ok
T3,H,P,H→P,5,4,495,45,0.6774907858053618,0.6774907858053618,0.6203754672202358,0.6203754672202358,5,ok,ok,ok
T3,H,P,H→P,5,5,495,45,0.6144242127727825,0.6144242127727825,0.5436121950173981,0.5436121950173981,5,ok,ok,ok
T3,H,V,H→V,5,0,495,45,0.8072493052774757,0.8072493052774757,0.7512619399284622,0.7512619399284622,5,ok,ok,ok
T3,H,V,H→V,5,1,495,45,0.7852152603199224,0.7852152603199224,0.7339959615852621,0.7339959615852621,5,ok,ok,ok
T3,H,V,H→V,5,2,495,45,0.7365798548489734,0.7365798548489734,0.6914870566440738,0.6914870566440738,5,ok,ok,ok
T3,H,V,H→V,5,3,495,45,0.6768114084013179,0.6768114084013179,0.632514598648719,0.632514598648719,5,ok,ok,ok
T3,H,V,H→V,5,4,495,45,0.6164889837861398,0.6164889837861398,0.5542179969599369,0.5542179969599369,5,ok,ok,ok
T3,H,V,H→V,5,5,495,45,0.5646988891833558,0.5646988891833558,0.46229135266789956,0.46229135266789956,5,ok,ok,ok
T3,Jw,Je,Jw→Je,5,0,495,45,0.6561003332430376,0.6561003332430376,0.5724975339281657,0.5724975339281657,5,ok,ok,ok
T3,Jw,Je,Jw→Je,5,1,495,45,0.662679557917919,0.662679557917919,0.5855040675798697,0.5855040675798697,5,ok,ok,ok
T3,Jw,Je,Jw→Je,5,2,495,45,0.6497360782116567,0.6497360782116567,0.5624503802895369,0.5624503802895369,5,ok,ok,ok
T3,Jw,Je,Jw→Je,5,3,495,45,0.6194784296091944,0.6194784296091944,0.5080860662716238,0.5080860662716238,5,ok,ok,ok
T3,Jw,Je,Jw→Je,5,4,495,45,0.5816891144636649,0.5816891144636649,0.4398524522779986,0.4398524522779986,5,ok,ok,ok
T3,Jw,Je,Jw→Je,5,5,495,45,0.5431344491510646,0.5431344491510646,0.369302385796526,0.369302385796526,5,ok,ok,ok
T3,Je,H,Je→H,5,0,495,45,0.9044170159822438,0.9044170159822438,0.8862311366973994,0.8862311366973994,5,ok,ok,ok
T3,Je,H,Je→H,5,1,495,45,0.8860074412069696,0.8860074412069696,0.8624465757018831,0.8624465757018831,5,ok,ok,ok
T3,Je,H,Je→H,5,2,495,45,0.8462938475589722,0.8462938475589722,0.8133330381726366,0.8133330381726366,5,ok,ok,ok
T3,Je,H,Je→H,5,3,495,45,0.795298782572222,0.795298782572222,0.745166328751697,0.745166328751697,5,ok,ok,ok
T3,Je,H,Je→H,5,4,495,45,0.7372619647917507,0.7372619647917507,0.6525392281425035,0.6525392281425035,5,ok,ok,ok
T3,Je,H,Je→H,5,5,495,45,0.6791768419637015,0.6791768419637015,0.5285824934636311,0.5285824934636311,5,ok,ok,ok
S4,V,P,V→P,5,0,1665,45,0.8550552296912273,0.8550552296912273,0.8412120120860649,0.8412120120860649,5,ok,ok,ok
S4,V,P,V→P,5,1,1665,45,0.8041273131842672,0.8041273131842672,0.7912863011848807,0.7912863011848807,5,ok,ok,ok
S4,V,P,V→P,5,2,1665,45,0.706035844618461,0.706035844618461,0.6731329308188712,0.6731329308188712,5,ok,ok,ok
S4,V,P,V→P,5,3,1665,45,0.6123730809055227,0.6123730809055227,0.5513214486840837,0.5513214486840837,5,ok,ok,ok
S4,V,P,V→P,5,4,1665,45,0.5342185548766468,0.5342185548766468,0.4700834805229181,0.4700834805229181,5,ok,ok,ok
S4,V,P,V→P,5,5,1665,45,0.45677719763888847,0.45677719763888847,0.3923036728314596,0.3923036728314596,5,ok,ok,ok
S4,H,P,H→P,5,0,1665,45,0.806450770235015,0.806450770235015,0.7862778335652788,0.7862778335652788,5,ok,ok,ok
S4,H,P,H→P,5,1,1665,45,0.7790904188282072,0.7790904188282072,0.7513432354004144,0.7513432354004144,5,ok,ok,ok
S4,H,P,H→P,5,2,1665,45,0.712940044660934,0.712940044660934,0.6728139543871144,0.6728139543871144,5,ok,ok,ok
S4,H,P,H→P,5,3,1665,45,0.6287845057788419,0.6287845057788419,0.5784770951482565,0.5784770951482565,5,ok,ok,ok
S4,H,P,H→P,5,4,1665,45,0.5396878555627406,0.5396878555627406,0.46282945261164343,0.46282945261164343,5,ok,ok,ok
S4,H,P,H→P,5,5,1665,45,0.4473598018574798,0.4473598018574798,0.37194703538875223,0.37194703538875223,5,ok,ok,ok
S4,H,V,H→V,5,0,1665,45,0.7831699902629644,0.7831699902629644,0.757084644280249,0.757084644280249,5,ok,ok,ok
S4,H,V,H→V,5,1,1665,45,0.7792718456360576,0.7792718456360576,0.7558166754031803,0.7558166754031803,5,ok,ok,ok
S4,H,V,H→V,5,2,1665,45,0.76299839901873,0.76299839901873,0.7305275291635325,0.7305275291635325,5,ok,ok,ok
S4,H,V,H→V,5,3,1665,45,0.7205564488750746,0.7205564488750746,0.6864242195743232,0.6864242195743232,5,ok,ok,ok
S4,H,V,H→V,5,4,1665,45,0.6536670281394135,0.6536670281394135,0.613457787337709,0.613457787337709,5,ok,ok,ok
S4,H,V,H→V,5,5,1665,45,0.5729490107732342,0.5729490107732342,0.5222794142084617,0.5222794142084617,5,ok,ok,ok
S4,Jw,Je,Jw→Je,5,0,1665,45,0.5807969043748198,0.5807969043748198,0.5209853618102004,0.5209853618102004,5,ok,ok,ok
S4,Jw,Je,Jw→Je,5,1,1665,45,0.5937381550286895,0.5937381550286895,0.49406948868439315,0.49406948868439315,5,ok,ok,ok
S4,Jw,Je,Jw→Je,5,2,1665,45,0.5817778588854605,0.5817778588854605,0.4432733973677342,0.4432733973677342,5,ok,ok,ok
S4,Jw,Je,Jw→Je,5,3,1665,45,0.5527830266597882,0.5527830266597882,0.38300081048292844,0.38300081048292844,5,ok,ok,ok
S4,Jw,Je,Jw→Je,5,4,1665,45,0.521504893676939,0.521504893676939,0.33098710871139514,0.33098710871139514,5,ok,ok,ok
S4,Jw,Je,Jw→Je,5,5,1665,45,0.48993427006662627,0.48993427006662627,0.30266244491642286,0.30266244491642286,5,ok,ok,ok
