window,source_object,target_object,pair_direction,k_eof,best_lag_all,best_abs_cv_r_all,best_signed_cv_r_all,best_lagged_lag,best_lagged_abs_cv_r,best_lagged_signed_cv_r,tau0_abs_cv_r,tau0_signed_cv_r,lagged_minus_tau0_abs_cv_r,cca_time_structure_label,perm_p_max_train_r,bootstrap_frac_abs_r_ge_threshold,cca_evidence_tier,interpretation_boundary
S1,V,P,V→P,5,0,0.8864171456148787,0.8864171456148787,1,0.8612232834026187,0.8612232834026187,0.8864171456148787,0.8864171456148787,-0.025193862212260054,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T2,V,P,V→P,5,1,0.8902169688413518,0.8902169688413518,1,0.8902169688413518,0.8902169688413518,0.8803269004439751,0.8803269004439751,0.009890068397376717,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T2,H,P,H→P,5,1,0.7820726792108522,0.7820726792108522,1,0.7820726792108522,0.7820726792108522,0.7544379134456735,0.7544379134456735,0.02763476576517876,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T2,H,V,H→V,5,0,0.7234791696603151,0.7234791696603151,1,0.702590726408635,0.702590726408635,0.7234791696603151,0.7234791696603151,-0.020888443251680155,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T2,Jw,Je,Jw→Je,5,2,0.5147410026946162,0.5147410026946162,2,0.5147410026946162,0.5147410026946162,0.4147717152533037,0.4147717152533037,0.0999692874413125,lagged_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T2,Je,H,Je→H,5,0,0.8094437483281092,0.8094437483281092,1,0.7371824719968183,0.7371824719968183,0.8094437483281092,0.8094437483281092,-0.07226127633129087,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S3,V,P,V→P,5,0,0.879189206277977,0.879189206277977,1,0.8279744485437118,0.8279744485437118,0.879189206277977,0.879189206277977,-0.051214757734265204,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S3,H,P,H→P,5,1,0.7316828359767924,0.7316828359767924,1,0.7316828359767924,0.7316828359767924,0.729561473371463,0.729561473371463,0.0021213626053293577,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S3,H,V,H→V,5,1,0.6883594859481444,0.6883594859481444,1,0.6883594859481444,0.6883594859481444,0.6836501650949036,0.6836501650949036,0.004709320853240828,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S3,Jw,Je,Jw→Je,5,0,0.5853523169485237,0.5853523169485237,1,0.5631325703691623,0.5631325703691623,0.5853523169485237,0.5853523169485237,-0.022219746579361432,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S3,Je,H,Je→H,5,0,0.8601570854395866,0.8601570854395866,1,0.8120936227123399,0.8120936227123399,0.8601570854395866,0.8601570854395866,-0.04806346272724671,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T3,V,P,V→P,5,0,0.8274766387647733,0.8274766387647733,1,0.78626296904682,0.78626296904682,0.8274766387647733,0.8274766387647733,-0.04121366971795326,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T3,H,P,H→P,5,0,0.7934726525721227,0.7934726525721227,1,0.7858902830947687,0.7858902830947687,0.7934726525721227,0.7934726525721227,-0.007582369477354023,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T3,H,V,H→V,5,0,0.7512619399284622,0.7512619399284622,1,0.7339959615852621,0.7339959615852621,0.7512619399284622,0.7512619399284622,-0.017265978343200095,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T3,Jw,Je,Jw→Je,5,1,0.5855040675798697,0.5855040675798697,1,0.5855040675798697,0.5855040675798697,0.5724975339281657,0.5724975339281657,0.013006533651704011,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T3,Je,H,Je→H,5,0,0.8862311366973994,0.8862311366973994,1,0.8624465757018831,0.8624465757018831,0.8862311366973994,0.8862311366973994,-0.02378456099551629,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S4,V,P,V→P,5,0,0.8412120120860649,0.8412120120860649,1,0.7912863011848807,0.7912863011848807,0.8412120120860649,0.8412120120860649,-0.04992571090118414,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S4,H,P,H→P,5,0,0.7862778335652788,0.7862778335652788,1,0.7513432354004144,0.7513432354004144,0.7862778335652788,0.7862778335652788,-0.03493459816486444,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S4,H,V,H→V,5,0,0.757084644280249,0.757084644280249,1,0.7558166754031803,0.7558166754031803,0.757084644280249,0.757084644280249,-0.0012679688770687036,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S4,Jw,Je,Jw→Je,5,0,0.5209853618102004,0.5209853618102004,1,0.49406948868439315,0.49406948868439315,0.5209853618102004,0.5209853618102004,-0.026915873125807233,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S4,Je,H,Je→H,5,0,0.7610936947795016,0.7610936947795016,1,0.6942911177725852,0.6942911177725852,0.7610936947795016,0.7610936947795016,-0.06680257700691639,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T4,V,P,V→P,5,0,0.8632811044926593,0.8632811044926593,1,0.8008086033202682,0.8008086033202682,0.8632811044926593,0.8632811044926593,-0.062472501172391115,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T4,H,P,H→P,5,0,0.675507951206339,0.675507951206339,1,0.5077154881088244,0.5077154881088244,0.675507951206339,0.675507951206339,-0.1677924630975146,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T4,H,V,H→V,5,1,0.7357440599179647,0.7357440599179647,1,0.7357440599179647,0.7357440599179647,0.7353869429572237,0.7353869429572237,0.0003571169607409219,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T4,Jw,Je,Jw→Je,5,1,0.608520203808149,0.608520203808149,1,0.608520203808149,0.608520203808149,0.5813703273838876,0.5813703273838876,0.027149876424261365,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T4,Je,H,Je→H,5,0,0.7755494073933327,0.7755494073933327,1,0.7536828789497515,0.7536828789497515,0.7755494073933327,0.7755494073933327,-0.021866528443581168,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S5,V,P,V→P,5,0,0.9022601749284358,0.9022601749284358,1,0.8091886032610537,0.8091886032610537,0.9022601749284358,0.9022601749284358,-0.09307157166738211,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S5,H,P,H→P,5,0,0.7302037239135144,0.7302037239135144,1,0.6999651292559365,0.6999651292559365,0.7302037239135144,0.7302037239135144,-0.030238594657577944,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S5,H,V,H→V,5,1,0.6951558254237477,0.6951558254237477,1,0.6951558254237477,0.6951558254237477,0.6635171122693734,0.6635171122693734,0.031638713154374276,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S5,Jw,Je,Jw→Je,5,0,0.7420611314592929,0.7420611314592929,1,0.7413322389619681,0.7413322389619681,0.7420611314592929,0.7420611314592929,-0.0007288924973247735,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S5,Je,H,Je→H,5,0,0.7913114185999173,0.7913114185999173,1,0.740747214287928,0.740747214287928,0.7913114185999173,0.7913114185999173,-0.05056420431198927,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
