window,source_object,target_object,family_direction,k_eof,v4_best_lag_all,v4_best_abs_cv_r_all,best_signed_cv_r_all,v4_best_lagged_lag,v4_best_lagged_abs_cv_r,best_lagged_signed_cv_r,v4_tau0_abs_cv_r,tau0_signed_cv_r,lagged_minus_tau0_abs_cv_r,v4_cca_time_structure_label,v4_perm_p_max_train_r,bootstrap_frac_abs_r_ge_threshold,v4_cca_evidence_tier,interpretation_boundary,v1_total_pairs,v1_yes_count,v1_tier1a_count,v1_tier1b_count,v1_tier2_count,v1_tier3_count,v1_same_day_flag_count,v3_pc1_label,v3_pc1_tier,v3_positive_peak_lag,interpretation_hint
T3,V,P,V→P,3,0,0.7641692705163393,0.7641692705163393,1,0.7020522019615096,0.7020522019615096,0.7641692705163393,0.7641692705163393,-0.06211706855482968,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.,21,4,,,,,8,PC1_ambiguous_same_day_dominant,PC1_Tier4b_ambiguous_same_day,1,v1_signal_cca_tau0_coupling
T3,H,P,H→P,3,2,0.607303809607587,0.607303809607587,2,0.607303809607587,0.607303809607587,0.5714130630797405,0.5714130630797405,0.03589074652784652,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.,28,0,,,,,13,PC1_yes_with_same_day_coupling,PC1_Tier1b_audit_stable_with_same_day,1,cca_only_field_coupling_candidate
T3,H,V,H→V,3,1,0.6984375068827291,0.6984375068827291,1,0.6984375068827291,0.6984375068827291,0.6838818708215074,0.6838818708215074,0.014555636061221677,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.,12,0,,,,,2,PC1_yes_with_same_day_coupling,PC1_Tier1b_audit_stable_with_same_day,4,cca_only_field_coupling_candidate
T3,Jw,Je,Jw→Je,3,0,0.5176546152256075,0.5176546152256075,1,0.4927384465483338,0.4927384465483338,0.5176546152256075,0.5176546152256075,-0.024916168677273698,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.,9,0,,,,,1,PC1_ambiguous_bidirectional_close,PC1_Tier4a_ambiguous_bidirectional_close,1,cca_only_field_coupling_candidate
T3,Je,H,Je→H,3,0,0.8247378463949023,0.8247378463949023,1,0.8022036148882307,0.8022036148882307,0.8247378463949023,0.8247378463949023,-0.022534231506671665,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.,12,0,,,,,3,PC1_no_reverse_dominant,PC1_Tier5b_no_reverse_dominant,1,cca_only_field_coupling_candidate
T3,V,P,V→P,5,0,0.8274766387647733,0.8274766387647733,1,0.78626296904682,0.78626296904682,0.8274766387647733,0.8274766387647733,-0.04121366971795326,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.,21,4,,,,,8,PC1_ambiguous_same_day_dominant,PC1_Tier4b_ambiguous_same_day,1,v1_signal_cca_tau0_coupling
T3,H,P,H→P,5,0,0.7934726525721227,0.7934726525721227,1,0.7858902830947687,0.7858902830947687,0.7934726525721227,0.7934726525721227,-0.007582369477354023,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.,28,0,,,,,13,PC1_yes_with_same_day_coupling,PC1_Tier1b_audit_stable_with_same_day,1,cca_only_field_coupling_candidate
T3,H,V,H→V,5,0,0.7512619399284622,0.7512619399284622,1,0.7339959615852621,0.7339959615852621,0.7512619399284622,0.7512619399284622,-0.017265978343200095,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.,12,0,,,,,2,PC1_yes_with_same_day_coupling,PC1_Tier1b_audit_stable_with_same_day,4,cca_only_field_coupling_candidate
T3,Jw,Je,Jw→Je,5,1,0.5855040675798697,0.5855040675798697,1,0.5855040675798697,0.5855040675798697,0.5724975339281657,0.5724975339281657,0.013006533651704011,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.,9,0,,,,,1,PC1_ambiguous_bidirectional_close,PC1_Tier4a_ambiguous_bidirectional_close,1,cca_only_field_coupling_candidate
T3,Je,H,Je→H,5,0,0.8862311366973994,0.8862311366973994,1,0.8624465757018831,0.8624465757018831,0.8862311366973994,0.8862311366973994,-0.02378456099551629,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.,12,0,,,,,3,PC1_no_reverse_dominant,PC1_Tier5b_no_reverse_dominant,1,cca_only_field_coupling_candidate
