window_id,target_name,object_A,object_B,score_bin,score_bin_index,n_bootstrap,score_min,score_max,score_mean,delta_median,delta_q025,delta_q975,P_A_earlier,P_B_earlier,P_same_day,dominant_order_direction,dominant_order_probability,order_level
W160,W160_P_vs_V_delta_peak,P,V,Q1,1,200,-1.7575365511047107,-0.5141263203774821,-0.8544655623866464,0.0,-16.0,8.0,0.48,0.435,0.085,P_earlier,0.48,weak_or_none
W160,W160_P_vs_V_delta_peak,P,V,Q2,2,200,-0.5097973228516668,-0.1583973254463303,-0.3246896985178982,2.5,-9.024999999999999,10.050000000000011,0.7,0.22,0.08,P_earlier,0.7,weak_or_none
W160,W160_P_vs_V_delta_peak,P,V,Q3,3,200,-0.15686257850264848,0.17782020903987475,0.001996373762593677,3.0,-9.0,8.0,0.77,0.175,0.055,P_earlier,0.77,weak_or_none
W160,W160_P_vs_V_delta_peak,P,V,Q4,4,200,0.1794176673987819,0.5244857321769896,0.3407706927981268,3.0,-11.075,10.0,0.81,0.155,0.035,P_earlier,0.81,weak_or_none
W160,W160_P_vs_V_delta_peak,P,V,Q5,5,199,0.5336503041774233,2.1364087881620932,0.8405911500942959,4.0,-2.0,7.0,0.9396984924623115,0.04522613065326633,0.01507537688442211,P_earlier,0.9396984924623115,usable_90
W160,W160_P_vs_H_delta_peak,P,H,Q1,1,200,-1.567508034888676,-0.4222617599004266,-0.6984658803590009,-3.5,-13.075,7.0,0.155,0.785,0.06,H_earlier,0.785,weak_or_none
W160,W160_P_vs_H_delta_peak,P,H,Q2,2,200,-0.4217771821819113,-0.13165897805471397,-0.27279917151823224,-3.0,-11.0,7.025000000000006,0.23,0.715,0.055,H_earlier,0.715,weak_or_none
W160,W160_P_vs_H_delta_peak,P,H,Q3,3,200,-0.13056135360518292,0.12398825959712738,-0.006754988495742564,-3.0,-11.024999999999999,8.0,0.235,0.7,0.065,H_earlier,0.7,weak_or_none
W160,W160_P_vs_H_delta_peak,P,H,Q4,4,200,0.12435180984752643,0.4422906118398796,0.27448590086067215,-1.0,-9.0,8.0,0.39,0.55,0.06,H_earlier,0.55,weak_or_none
W160,W160_P_vs_H_delta_peak,P,H,Q5,5,200,0.44615677075277804,1.5510976336859301,0.7035341395123038,0.0,-8.024999999999999,9.025000000000006,0.47,0.425,0.105,P_earlier,0.47,weak_or_none
W160,W160_P_vs_Je_delta_peak,P,Je,Q1,1,200,-1.6125157861620139,-0.4385933759715365,-0.7223284060321129,1.5,-5.0249999999999995,5.0,0.635,0.285,0.08,P_earlier,0.635,weak_or_none
W160,W160_P_vs_Je_delta_peak,P,Je,Q2,2,200,-0.4379519107812954,-0.14115499558730282,-0.2720125319255016,3.0,-5.249999999999995,8.0,0.815,0.16,0.025,P_earlier,0.815,weak_or_none
