window_id,target_name,object_A,object_B,permutation_level,mode_stability_status,extreme_year_dominated_flag,tercile_high_order_level,tercile_low_order_level,tercile_high_low_reversal_flag,best_quantile_scheme,best_high_order_level,best_low_order_level,best_high_dominant_probability,best_low_dominant_probability,best_high_low_reversal_flag,gradient_status,delta_gradient_slope,A_earlier_gradient_slope,B_earlier_gradient_slope,evidence_v1_level,evidence_v2_level,pattern_type,recommended_interpretation,interpretation_boundary,specificity_status,specificity_own_abs_rank,specificity_own_minus_max_other,cross_target_specificity_level,signflip_level,signflip_percentile,dominant_object,dominant_object_fraction,dominant_time_half,pattern_interpretability_status,evidence_v3_level,recommended_interpretation_v3
W160,W160_P_vs_V_delta_peak,P,V,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,usable_90,weak_or_none,0.9494949494949495,0.5353535353535354,True,clear_continuous_gradient,0.85,0.10293969849246232,-0.08445477386934674,not_supported,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,2,-0.09817812176366858,not_specific,direction_specific_99,1.0,H,0.2645417138699712,early,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal
W160,W160_P_vs_H_delta_peak,P,H,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,weak_or_none,weak_or_none,0.52,0.79,True,clear_continuous_gradient,0.9,0.079,-0.0885,not_supported,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,1,0.021465413505960873,not_specific,direction_specific_99,1.0,P,0.22986346332645255,late,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal
W160,W160_P_vs_Je_delta_peak,P,Je,strict_99,stable,False,usable_90,weak_or_none,False,decile,credible_95,weak_or_none,0.95,0.6,False,clear_continuous_gradient,1.1,0.073,-0.0595,weak_bootstrap_coupling_hint,one_sided_locking_candidate,one_sided_order_locking,one score phase strongly locks an order while the opposite phase is weak/unresolved; indicates order sharpening/suppression rather than full reversal,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,2,-0.004138931721142103,specific_99,direction_specific_99,1.0,V,0.25597137539210996,early,interpretable_summary_available,robust_one_sided_locking,mode robustly locks one order direction in one phase but does not establish symmetric reversal
W160,W160_P_vs_Jw_delta_peak,P,Jw,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,weak_or_none,weak_or_none,0.6767676767676768,0.8181818181818182,True,clear_continuous_gradient,2.5,0.10278140703517588,-0.11588944723618093,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.05154734931124905,not_specific,direction_specific_99,1.0,Jw,0.2789933955516269,late,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal
W160,W160_V_vs_H_delta_peak,V,H,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,weak_or_none,weak_or_none,0.5252525252525253,0.8686868686868687,True,clear_continuous_gradient,1.6,0.07446733668341708,-0.09103768844221104,not_supported,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,2,-0.04043719985917604,not_specific,direction_specific_99,1.0,V,0.22844040060616697,late,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal
W160,W160_V_vs_Je_delta_peak,V,Je,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,usable_90,weak_or_none,0.9090909090909091,0.696969696969697,True,clear_continuous_gradient,1.6,0.16988442211055277,-0.13742964824120601,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.11800292257388845,not_specific,direction_specific_99,1.0,V,0.2584263727941494,late,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal
W160,W160_Jw_vs_V_delta_peak,Jw,V,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,usable_90,weak_or_none,0.9191919191919192,0.6161616161616161,True,clear_continuous_gradient,2.3,0.08975376884422111,-0.08327386934673367,not_supported,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,1,0.0350294951139829,not_specific,direction_specific_99,1.0,Jw,0.24524118526856187,late,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal
W160,W160_H_vs_Je_delta_peak,H,Je,strict_99,stable,False,credible_95,weak_or_none,False,decile,credible_95,weak_or_none,0.95,0.64,True,partial_gradient,1.3000000000000003,0.11499999999999999,-0.10699999999999998,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,1,0.028286221314299975,not_specific,direction_specific_99,1.0,H,0.24804466194759658,late,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal
W160,W160_H_vs_Jw_delta_peak,H,Jw,strict_99,stable,False,weak_or_none,weak_or_none,True,quartile,weak_or_none,weak_or_none,0.6987951807228916,0.8192771084337349,True,clear_continuous_gradient,2.1,0.13748241206030148,-0.14505276381909546,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.056781718858882335,not_specific,direction_specific_99,1.0,Jw,0.29176149584888483,late,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal
W160,W160_Je_vs_Jw_delta_peak,Je,Jw,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,weak_or_none,weak_or_none,0.494949494949495,0.8787878787878788,True,clear_continuous_gradient,2.6,0.0956030150753769,-0.10316834170854272,not_supported,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,1,0.03556288353414094,not_specific,direction_specific_99,1.0,Jw,0.2919642872630371,late,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal
