window_id,bootstrap_id
W160,0
W160,1
W160,2
W160,3
W160,4
W160,5
W160,6
W160,7
W160,8
W160,9
W160,10
W160,11
W160,12
W160,13
W160,14
W160,15
W160,16
W160,17
W160,18
W160,19
W160,20
W160,21
W160,22
W160,23
W160,24
W160,25
W160,26
W160,27
W160,28
W160,29
W160,30
W160,31
W160,32
W160,33
W160,34
W160,35
W160,36
W160,37
W160,38
W160,39
W160,40
W160,41
W160,42
W160,43
W160,44
W160,45
W160,46
W160,47
W160,48
W160,49
W160,50
W160,51
W160,52
W160,53
W160,54
W160,55
W160,56
W160,57
W160,58
W160,59
W160,60
W160,61
W160,62
W160,63
W160,64
W160,65
W160,66
W160,67
W160,68
W160,69
W160,70
W160,71
W160,72
W160,73
W160,74
W160,75
W160,76
W160,77
W160,78
W160,79
W160,80
W160,81
W160,82
W160,83
W160,84
W160,85
W160,86
W160,87
W160,88
W160,89
W160,90
W160,91
W160,92
W160,93
W160,94
W160,95
W160,96
W160,97
W160,98
W160,99
W160,100
W160,101
W160,102
W160,103
W160,104
W160,105
W160,106
W160,107
W160,108
W160,109
W160,110
W160,111
W160,112
W160,113
W160,114
W160,115
W160,116
W160,117
W160,118
W160,119
W160,120
W160,121
W160,122
W160,123
W160,124
W160,125
W160,126
W160,127
W160,128
W160,129
W160,130
W160,131
W160,132
W160,133
W160,134
W160,135
W160,136
W160,137
W160,138
W160,139
W160,140
W160,141
W160,142
W160,143
W160,144
W160,145
W160,146
W160,147
W160,148
W160,149
W160,150
W160,151
W160,152
W160,153
W160,154
W160,155
W160,156
W160,157
W160,158
W160,159
W160,160
W160,161
W160,162
W160,163
W160,164
W160,165
W160,166
W160,167
W160,168
W160,169
W160,170
W160,171
W160,172
W160,173
W160,174
W160,175
W160,176
W160,177
W160,178
W160,179
W160,180
W160,181
W160,182
W160,183
W160,184
W160,185
W160,186
W160,187
W160,188
W160,189
W160,190
W160,191
W160,192
W160,193
W160,194
W160,195
W160,196
W160,197
W160,198
W160,199
W160,200
W160,201
W160,202
W160,203
W160,204
W160,205
W160,206
W160,207
W160,208
W160,209
W160,210
W160,211
W160,212
W160,213
W160,214
W160,215
W160,216
W160,217
W160,218
W160,219
W160,220
W160,221
W160,222
W160,223
W160,224
W160,225
W160,226
W160,227
W160,228
W160,229
W160,230
W160,231
W160,232
W160,233
W160,234
W160,235
W160,236
W160,237
W160,238
W160,239
W160,240
W160,241
W160,242
W160,243
W160,244
W160,245
W160,246
W160,247
W160,248
W160,249
W160,250
W160,251
W160,252
W160,253
W160,254
W160,255
W160,256
W160,257
W160,258
W160,259
W160,260
W160,261
W160,262
W160,263
W160,264
W160,265
W160,266
W160,267
W160,268
W160,269
W160,270
W160,271
W160,272
W160,273
W160,274
W160,275
W160,276
W160,277
W160,278
W160,279
W160,280
W160,281
W160,282
W160,283
W160,284
W160,285
W160,286
W160,287
W160,288
W160,289
W160,290
W160,291
W160,292
W160,293
W160,294
W160,295
W160,296
W160,297
W160,298
W160,299
W160,300
W160,301
W160,302
W160,303
W160,304
W160,305
W160,306
W160,307
W160,308
W160,309
W160,310
W160,311
W160,312
W160,313
W160,314
W160,315
W160,316
W160,317
W160,318
W160,319
W160,320
W160,321
W160,322
W160,323
W160,324
W160,325
W160,326
W160,327
W160,328
W160,329
W160,330
W160,331
W160,332
W160,333
W160,334
W160,335
W160,336
W160,337
W160,338
W160,339
W160,340
W160,341
W160,342
W160,343
W160,344
W160,345
W160,346
W160,347
W160,348
W160,349
W160,350
W160,351
W160,352
W160,353
W160,354
W160,355
W160,356
W160,357
W160,358
W160,359
W160,360
W160,361
W160,362
W160,363
W160,364
W160,365
W160,366
W160,367
W160,368
W160,369
W160,370
W160,371
W160,372
W160,373
W160,374
W160,375
W160,376
W160,377
W160,378
W160,379
W160,380
W160,381
W160,382
W160,383
W160,384
W160,385
W160,386
W160,387
W160,388
W160,389
W160,390
W160,391
W160,392
W160,393
W160,394
W160,395
W160,396
W160,397
W160,398
W160,399
W160,400
W160,401
W160,402
W160,403
W160,404
W160,405
W160,406
W160,407
W160,408
