window_id,target_name,observed_abs_corr,signflip_n,signflip_corr_q90,signflip_corr_q95,signflip_corr_q99,signflip_percentile,signflip_level
W160,W160_P_vs_V_delta_peak,0.29343182933158607,300,0.1763094608449487,0.18232935282974308,0.2014988403883405,1.0,direction_specific_99
W160,W160_P_vs_H_delta_peak,0.3533449089618572,300,0.17428941037863147,0.18051046784160937,0.1899303892969626,1.0,direction_specific_99
W160,W160_P_vs_Je_delta_peak,0.4941283939407963,300,0.17956629943476937,0.18809017415047347,0.2028807305203366,1.0,direction_specific_99
W160,W160_P_vs_Jw_delta_peak,0.46077766830218053,300,0.1732528292555122,0.18169680062481747,0.19530928478133494,1.0,direction_specific_99
W160,W160_V_vs_H_delta_peak,0.3473493347596021,300,0.17374939555159313,0.178542858038472,0.18848279175404625,1.0,direction_specific_99
W160,W160_V_vs_Je_delta_peak,0.4920794633878059,300,0.18441088326415142,0.19335010794207863,0.20655227629220735,1.0,direction_specific_99
W160,W160_Jw_vs_V_delta_peak,0.42774163892251665,300,0.17403769163811494,0.17880145945957251,0.18646167931786958,1.0,direction_specific_99
W160,W160_H_vs_Je_delta_peak,0.3653104438786924,300,0.1764519407681757,0.18268473116379255,0.19599681180938508,1.0,direction_specific_99
W160,W160_H_vs_Jw_delta_peak,0.4402530532276265,300,0.17420948020066757,0.1815851268326292,0.19431065712581042,1.0,direction_specific_99
W160,W160_Je_vs_Jw_delta_peak,0.4103800334867875,300,0.1715000786771268,0.17818813985768353,0.18942663599006795,1.0,direction_specific_99
