window_id,anchor_day,accepted_window_start,accepted_window_end,analysis_window_start,analysis_window_end,field,metric,left_out_year_index,peak_day,onset_day,center_day,end_day,duration,active_threshold,n_active_segments,has_multiple_active_segments,near_left_boundary,near_right_boundary,inside_accepted_window_any,near_excluded_candidate_days,interval_status,left_out_year
W002,45,40,48,30,60,V,prepost_contrast,9,44,41,44.443616513873366,48,8,0.7055262249217438,1,False,False,False,True,none,ok,1988
W003,81,75,86,66,96,V,prepost_contrast,9,76,74,75.97827376351601,78,5,0.7347861610124597,2,True,False,False,True,none,ok,1988
W005,113,107,117,98,128,V,prepost_contrast,9,112,109,112.435737636092,116,8,0.6795242933411667,1,False,False,False,True,none,ok,1988
W007,160,155,164,145,175,V,prepost_contrast,9,161,158,161.01860843435648,164,7,0.7180498680105538,2,True,False,False,True,none,ok,1988
W002,45,40,48,30,60,H,detector_score,9,35,31,34.52742708301608,38,8,0.7080205845949474,1,False,True,False,False,none,ok,1988
W003,81,75,86,66,96,H,detector_score,9,77,75,76.99226446940273,79,5,0.8032897650655549,2,True,False,False,True,none,ok,1988
W005,113,107,117,98,128,H,detector_score,9,115,111,114.4709912889685,118,8,0.5986598602913143,1,False,False,False,True,none,ok,1988
W007,160,155,164,145,175,H,detector_score,9,155,152,154.48810192048143,157,6,0.5758587709819122,1,False,False,False,True,none,ok,1988
W002,45,40,48,30,60,H,prepost_contrast,9,36,32,35.53074223690675,39,8,0.6674369636791513,1,False,False,False,False,none,ok,1988
W003,81,75,86,66,96,H,prepost_contrast,9,94,92,94.09469950383749,96,5,0.6801207690368174,2,True,False,True,False,96,ok,1988
W005,113,107,117,98,128,H,prepost_contrast,9,114,110,113.53533313139832,117,8,0.6729100611605368,1,False,False,False,True,none,ok,1988
W007,160,155,164,145,175,H,prepost_contrast,9,155,152,154.88088212697568,158,7,0.5,2,True,False,False,True,none,ok,1988
W002,45,40,48,30,60,Je,detector_score,9,46,43,46.056814697393136,49,7,0.5,1,False,False,False,True,none,ok,1988
W003,81,75,86,66,96,Je,detector_score,9,94,89,92.91487562890707,96,8,0.5104979638904976,1,False,False,True,False,96,ok,1988
W005,113,107,117,98,128,Je,detector_score,9,110,107,110.48321671520043,114,8,0.815742545005412,1,False,False,False,True,none,ok,1988
W007,160,155,164,145,175,Je,detector_score,9,162,159,161.57073312229767,164,6,0.7412459204359065,1,False,False,False,True,none,ok,1988
W002,45,40,48,30,60,Je,prepost_contrast,9,45,42,44.90906707206441,48,7,0.5,2,True,False,False,True,none,ok,1988
W003,81,75,86,66,96,Je,prepost_contrast,9,96,91,93.70155431930654,96,6,0.669661255276904,2,True,False,True,False,96,ok,1988
W005,113,107,117,98,128,Je,prepost_contrast,9,108,106,109.4795208958629,113,8,0.8155493166214338,1,False,False,False,True,none,ok,1988
W007,160,155,164,145,175,Je,prepost_contrast,9,161,158,161.40910689199214,165,8,0.6092928329675279,1,False,False,False,True,none,ok,1988
W002,45,40,48,30,60,Jw,detector_score,9,42,39,42.41476008494205,46,8,0.7069290123050913,1,False,False,False,True,none,ok,1988
W003,81,75,86,66,96,Jw,detector_score,9,81,77,80.55392574887736,84,8,0.7420213773078349,1,False,False,False,True,none,ok,1988
W005,113,107,117,98,128,Jw,detector_score,9,104,102,105.50685294867168,109,8,0.938550876121514,1,False,False,False,True,none,ok,1988
W007,160,155,164,145,175,Jw,detector_score,9,152,150,152.49080385853716,155,6,0.6783918164711645,1,False,False,False,True,none,ok,1988
W002,45,40,48,30,60,Jw,prepost_contrast,9,41,38,41.43847547136125,45,8,0.5814502482347992,1,False,False,False,True,none,ok,1988
W003,81,75,86,66,96,Jw,prepost_contrast,9,82,77,80.65304603760772,84,8,0.668936720386424,1,False,False,False,True,none,ok,1988
W005,113,107,117,98,128,Jw,prepost_contrast,9,102,101,102.49047426588604,104,4,0.8805742400198144,2,True,False,False,False,none,ok,1988
W007,160,155,164,145,175,Jw,prepost_contrast,9,151,149,150.49508219649954,152,4,0.8230787298333002,3,True,False,False,False,none,ok,1988
W002,45,40,48,30,60,P,detector_score,10,45,40,43.550619377278714,47,8,0.7035415667829739,1,False,False,False,True,none,ok,1989
W003,81,75,86,66,96,P,detector_score,10,81,78,81.43448935977909,85,8,0.7911651845999503,1,False,False,False,True,none,ok,1989
W005,113,107,117,98,128,P,detector_score,10,113,110,112.54738755270502,115,6,0.727535957115557,2,True,False,False,True,none,ok,1989
W007,160,155,164,145,175,P,detector_score,10,158,155,157.5501646551685,160,6,0.7096151203224762,1,False,False,False,True,none,ok,1989
W002,45,40,48,30,60,P,prepost_contrast,10,45,40,43.7961604044579,47,8,0.5691211930905525,1,False,False,False,True,none,ok,1989
W003,81,75,86,66,96,P,prepost_contrast,10,77,76,77.96074901691675,80,5,0.9193976604098268,2,True,False,False,True,none,ok,1989
W005,113,107,117,98,128,P,prepost_contrast,10,98,98,98.45897051114893,99,2,0.6716347240515699,2,True,True,False,False,96,ok,1989
W007,160,155,164,145,175,P,prepost_contrast,10,157,153,156.4568759075258,160,8,0.6874643643406649,1,False,False,False,True,none,ok,1989
W002,45,40,48,30,60,V,detector_score,10,45,41,44.467528967678966,48,8,0.6325949538041702,1,False,False,False,True,none,ok,1989
W003,81,75,86,66,96,V,detector_score,10,78,75,78.4336179997598,82,8,0.7666656404312996,1,False,False,False,True,none,ok,1989
W005,113,107,117,98,128,V,detector_score,10,113,110,113.52130926286922,117,8,0.7429650588354507,1,False,False,False,True,none,ok,1989
W007,160,155,164,145,175,V,detector_score,10,162,160,162.41739595368347,165,6,0.8074490708527002,1,False,False,False,True,none,ok,1989
W002,45,40,48,30,60,V,prepost_contrast,10,44,41,44.377884198995794,48,8,0.695727916685458,1,False,False,False,True,none,ok,1989
W003,81,75,86,66,96,V,prepost_contrast,10,76,73,76.0799879123921,79,7,0.5531100659186423,2,True,False,False,True,none,ok,1989
W005,113,107,117,98,128,V,prepost_contrast,10,111,109,111.93547064663495,115,7,0.6867002244149649,2,True,False,False,True,none,ok,1989
W007,160,155,164,145,175,V,prepost_contrast,10,162,158,161.5300247325069,165,8,0.6056556635123693,1,False,False,False,True,none,ok,1989
W002,45,40,48,30,60,H,detector_score,10,34,30,33.59077646190721,37,8,0.7327922711528785,1,False,True,False,False,none,ok,1989
W003,81,75,86,66,96,H,detector_score,10,95,93,94.49939422836475,96,4,0.8560535293460414,2,True,False,True,False,96,ok,1989
W005,113,107,117,98,128,H,detector_score,10,115,111,114.43480262510013,118,8,0.5882927084451838,1,False,False,False,True,none,ok,1989
W007,160,155,164,145,175,H,detector_score,10,155,152,154.563539704058,157,6,0.5565849710341695,1,False,False,False,True,none,ok,1989
W002,45,40,48,30,60,H,prepost_contrast,10,36,31,34.698036507234136,38,8,0.6675736857616357,1,False,True,False,False,none,ok,1989
W003,81,75,86,66,96,H,prepost_contrast,10,94,92,94.07449494381986,96,5,0.6119920192903273,2,True,False,True,False,96,ok,1989
W005,113,107,117,98,128,H,prepost_contrast,10,113,110,113.46360595396857,117,8,0.637916582580055,1,False,False,False,True,none,ok,1989
W007,160,155,164,145,175,H,prepost_contrast,10,155,152,154.92485916657972,158,7,0.5,1,False,False,False,True,none,ok,1989
W002,45,40,48,30,60,Je,detector_score,10,46,43,45.92578387778954,49,7,0.5,1,False,False,False,True,none,ok,1989
W003,81,75,86,66,96,Je,detector_score,10,94,89,92.75865989724534,96,8,0.7056969295867073,1,False,False,True,False,96,ok,1989
W005,113,107,117,98,128,Je,detector_score,10,112,108,111.50167285546686,115,8,0.8416514130891903,1,False,False,False,True,none,ok,1989
W007,160,155,164,145,175,Je,detector_score,10,162,159,161.55141668021145,164,6,0.7508273578698301,1,False,False,False,True,none,ok,1989
W002,45,40,48,30,60,Je,prepost_contrast,10,45,42,44.83908167975663,48,7,0.5,1,False,False,False,True,none,ok,1989
W003,81,75,86,66,96,Je,prepost_contrast,10,96,93,94.6166501605741,96,4,0.7056687095926583,3,True,False,True,False,96,ok,1989
W005,113,107,117,98,128,Je,prepost_contrast,10,114,108,111.52013436984195,115,8,0.9407235626593327,1,False,False,False,True,none,ok,1989
W007,160,155,164,145,175,Je,prepost_contrast,10,161,158,161.34421158266136,165,8,0.6181500834748815,1,False,False,False,True,none,ok,1989
W002,45,40,48,30,60,Jw,detector_score,10,41,39,42.41790297904888,46,8,0.7396640520440154,1,False,False,False,True,none,ok,1989
W003,81,75,86,66,96,Jw,detector_score,10,83,79,82.58387455988404,86,8,0.6407975806112709,1,False,False,False,True,none,ok,1989
W005,113,107,117,98,128,Jw,detector_score,10,103,101,104.45332976502725,108,8,0.8776726477112102,1,False,False,False,True,none,ok,1989
W007,160,155,164,145,175,Jw,detector_score,10,168,166,167.14747963510715,168,3,0.5496999788926035,2,True,False,False,False,none,ok,1989
W002,45,40,48,30,60,Jw,prepost_contrast,10,41,38,40.99451892733184,44,7,0.6843904035703302,2,True,False,False,True,none,ok,1989
W003,81,75,86,66,96,Jw,prepost_contrast,10,83,80,82.97354790346552,86,7,0.5,1,False,False,False,True,none,ok,1989
W005,113,107,117,98,128,Jw,prepost_contrast,10,102,100,102.49387193115192,105,6,0.8320826480242346,2,True,False,False,False,none,ok,1989
W007,160,155,164,145,175,Jw,prepost_contrast,10,173,172,173.06339971926056,174,3,0.6623708743596414,3,True,False,True,False,none,ok,1989
W002,45,40,48,30,60,P,detector_score,11,45,40,43.65742309472685,47,8,0.5761370576434846,1,False,False,False,True,none,ok,1990
W003,81,75,86,66,96,P,detector_score,11,82,78,81.55937505446295,85,8,0.7666248332396132,1,False,False,False,True,none,ok,1990
W005,113,107,117,98,128,P,detector_score,11,98,98,99.34627730653833,101,4,0.68290786753657,2,True,True,False,False,96,ok,1990
W007,160,155,164,145,175,P,detector_score,11,157,154,156.5578637986639,159,6,0.706910919490905,1,False,False,False,True,none,ok,1990
W002,45,40,48,30,60,P,prepost_contrast,11,45,41,44.424652239241354,48,8,0.5111608867258238,1,False,False,False,True,none,ok,1990
W003,81,75,86,66,96,P,prepost_contrast,11,83,80,82.51065946556987,85,6,0.8659522250552878,2,True,False,False,True,none,ok,1990
W005,113,107,117,98,128,P,prepost_contrast,11,98,98,98.8788498031507,100,3,0.5414098841199688,2,True,True,False,False,96,ok,1990
W007,160,155,164,145,175,P,prepost_contrast,11,156,152,155.57064453350486,159,8,0.6139307817475015,1,False,False,False,True,none,ok,1990
W002,45,40,48,30,60,V,detector_score,11,45,41,44.6146847965545,48,8,0.6020421706002193,1,False,False,False,True,none,ok,1990
W003,81,75,86,66,96,V,detector_score,11,80,76,79.50215914230357,83,8,0.7644605815315717,1,False,False,False,True,none,ok,1990
W005,113,107,117,98,128,V,detector_score,11,114,111,114.47651546571919,118,8,0.7272961807113862,1,False,False,False,True,none,ok,1990
W007,160,155,164,145,175,V,detector_score,11,161,158,160.56098887416312,163,6,0.8060422465322745,1,False,False,False,True,none,ok,1990
W002,45,40,48,30,60,V,prepost_contrast,11,44,41,44.52402043653353,48,8,0.7403293313992999,1,False,False,False,True,none,ok,1990
W003,81,75,86,66,96,V,prepost_contrast,11,84,82,83.5774904960283,85,4,0.7674622719079518,2,True,False,False,True,none,ok,1990
W005,113,107,117,98,128,V,prepost_contrast,11,113,110,112.9236420573505,116,7,0.6740888305827893,2,True,False,False,True,none,ok,1990
W007,160,155,164,145,175,V,prepost_contrast,11,161,157,160.60238282960248,164,8,0.6342870279181905,1,False,False,False,True,none,ok,1990
W002,45,40,48,30,60,H,detector_score,11,35,30,33.63535611698105,37,8,0.7212941671981725,1,False,True,False,False,none,ok,1990
W003,81,75,86,66,96,H,detector_score,11,95,93,94.51634915859138,96,4,0.7192189029295226,2,True,False,True,False,96,ok,1990
W005,113,107,117,98,128,H,detector_score,11,115,111,114.5833314989994,118,8,0.5662428922773108,1,False,False,False,True,none,ok,1990
W007,160,155,164,145,175,H,detector_score,11,155,152,154.54111430207365,157,6,0.5339017146344406,1,False,False,False,True,none,ok,1990
W002,45,40,48,30,60,H,prepost_contrast,11,36,31,34.73518711465361,38,8,0.6070169697590684,1,False,True,False,False,none,ok,1990
W003,81,75,86,66,96,H,prepost_contrast,11,94,92,94.06939182898995,96,5,0.5251800650593145,2,True,False,True,False,96,ok,1990
W005,113,107,117,98,128,H,prepost_contrast,11,114,110,113.5850162575796,117,8,0.6656591252484968,1,False,False,False,True,none,ok,1990
W007,160,155,164,145,175,H,prepost_contrast,11,155,152,154.90698640315242,158,7,0.5,1,False,False,False,True,none,ok,1990
W002,45,40,48,30,60,Je,detector_score,11,46,43,45.993956229674666,49,7,0.5,1,False,False,False,True,none,ok,1990
W003,81,75,86,66,96,Je,detector_score,11,94,91,93.6159112311098,96,6,0.7946665460740833,2,True,False,True,False,96,ok,1990
W005,113,107,117,98,128,Je,detector_score,11,109,107,110.43542764304243,114,8,0.840720381786018,1,False,False,False,True,none,ok,1990
W007,160,155,164,145,175,Je,detector_score,11,162,159,161.5460448047386,164,6,0.7209666022407106,1,False,False,False,True,none,ok,1990
W002,45,40,48,30,60,Je,prepost_contrast,11,44,42,44.503926620806354,47,6,0.5115867094641253,2,True,False,False,True,none,ok,1990
W003,81,75,86,66,96,Je,prepost_contrast,11,96,93,94.59446071986156,96,4,0.7210413952294862,2,True,False,True,False,96,ok,1990
W005,113,107,117,98,128,Je,prepost_contrast,11,108,106,109.39550040882656,113,8,0.8157797793851387,1,False,False,False,True,none,ok,1990
W007,160,155,164,145,175,Je,prepost_contrast,11,161,158,161.33526501590865,165,8,0.6348886694009123,1,False,False,False,True,none,ok,1990
W002,45,40,48,30,60,Jw,detector_score,11,41,38,41.48179975342298,45,8,0.7247982034913502,1,False,False,False,True,none,ok,1990
W003,81,75,86,66,96,Jw,detector_score,11,83,79,82.4732865025063,86,8,0.6710739612090195,1,False,False,False,True,none,ok,1990
W005,113,107,117,98,128,Jw,detector_score,11,104,102,105.49191877120218,109,8,0.9456853798745772,1,False,False,False,True,none,ok,1990
W007,160,155,164,145,175,Jw,detector_score,11,151,149,151.43341199398668,154,6,0.638182726936747,1,False,False,False,False,none,ok,1990
W002,45,40,48,30,60,Jw,prepost_contrast,11,41,38,40.99391804122158,44,7,0.6733329626542972,2,True,False,False,True,none,ok,1990
W003,81,75,86,66,96,Jw,prepost_contrast,11,82,78,81.72600208620942,85,8,0.5,1,False,False,False,True,none,ok,1990
W005,113,107,117,98,128,Jw,prepost_contrast,11,102,100,102.0059542073853,104,5,0.8672330531757823,2,True,False,False,False,none,ok,1990
W007,160,155,164,145,175,Jw,prepost_contrast,11,150,148,150.39033368664514,153,6,0.5999533695514565,2,True,False,False,False,none,ok,1990
W002,45,40,48,30,60,P,detector_score,12,45,40,43.678098311924074,47,8,0.6070734848485262,1,False,False,False,True,none,ok,1991
W003,81,75,86,66,96,P,detector_score,12,80,77,80.40206711612053,84,8,0.7433471810737977,1,False,False,False,True,none,ok,1991
W005,113,107,117,98,128,P,detector_score,12,114,111,113.50299894496494,116,6,0.7529395847953613,2,True,False,False,True,none,ok,1991
W007,160,155,164,145,175,P,detector_score,12,157,154,156.56446198198358,159,6,0.7528605266732232,1,False,False,False,True,none,ok,1991
W002,45,40,48,30,60,P,prepost_contrast,12,45,41,44.55536781561217,48,8,0.5246050382497881,1,False,False,False,True,none,ok,1991
W003,81,75,86,66,96,P,prepost_contrast,12,77,75,78.4106105649425,82,8,0.7859750635235436,1,False,False,False,True,none,ok,1991
W005,113,107,117,98,128,P,prepost_contrast,12,98,98,98.45446542231402,99,2,0.7242363270784333,2,True,True,False,False,96,ok,1991
W007,160,155,164,145,175,P,prepost_contrast,12,154,152,155.40900789373768,159,8,0.6346217743836564,1,False,False,False,True,none,ok,1991
W002,45,40,48,30,60,V,detector_score,12,45,41,44.55230553351216,48,8,0.6191279370805169,1,False,False,False,True,none,ok,1991
W003,81,75,86,66,96,V,detector_score,12,78,74,77.57112819440893,81,8,0.7321800465116906,1,False,False,False,True,none,ok,1991
W005,113,107,117,98,128,V,detector_score,12,114,111,114.43573355069503,118,8,0.7329565335926729,1,False,False,False,True,none,ok,1991
W007,160,155,164,145,175,V,detector_score,12,161,159,161.45454552104906,164,6,0.8100225407213475,1,False,False,False,True,none,ok,1991
W002,45,40,48,30,60,V,prepost_contrast,12,44,41,44.466494875520134,48,8,0.7161729677795656,1,False,False,False,True,none,ok,1991
W003,81,75,86,66,96,V,prepost_contrast,12,76,73,75.96853605241388,79,7,0.5,1,False,False,False,True,none,ok,1991
W005,113,107,117,98,128,V,prepost_contrast,12,112,109,112.48306808496004,116,8,0.6638994589861902,1,False,False,False,True,none,ok,1991
W007,160,155,164,145,175,V,prepost_contrast,12,162,158,161.06689579294297,164,7,0.689340543719893,2,True,False,False,True,none,ok,1991
W002,45,40,48,30,60,H,detector_score,12,34,30,33.55788251970775,37,8,0.7663583332003949,1,False,True,False,False,none,ok,1991
W003,81,75,86,66,96,H,detector_score,12,77,74,76.52092936666037,79,6,0.7783247728301876,2,True,False,False,True,none,ok,1991
W005,113,107,117,98,128,H,detector_score,12,115,111,114.55707643457905,118,8,0.5644138257772224,1,False,False,False,True,none,ok,1991
W007,160,155,164,145,175,H,detector_score,12,155,152,154.59662892030352,157,6,0.5530352454194039,1,False,False,False,True,none,ok,1991
W002,45,40,48,30,60,H,prepost_contrast,12,36,32,35.543080617084705,39,8,0.6917961227569629,1,False,False,False,False,none,ok,1991
W003,81,75,86,66,96,H,prepost_contrast,12,94,92,94.04628629813084,96,5,0.6844608343888742,2,True,False,True,False,96,ok,1991
W005,113,107,117,98,128,H,prepost_contrast,12,114,110,113.61986659559034,117,8,0.6687200642560895,1,False,False,False,True,none,ok,1991
W007,160,155,164,145,175,H,prepost_contrast,12,155,152,154.60904994515192,157,6,0.5242999173676527,2,True,False,False,True,none,ok,1991
W002,45,40,48,30,60,Je,detector_score,12,46,43,46.4361984998802,50,8,0.5,1,False,False,False,True,none,ok,1991
W003,81,75,86,66,96,Je,detector_score,12,94,89,92.78029666953053,96,8,0.6502944027642972,1,False,False,True,False,96,ok,1991
W005,113,107,117,98,128,Je,detector_score,12,111,107,110.55401532976438,114,8,0.8147525193835372,1,False,False,False,True,none,ok,1991
W007,160,155,164,145,175,Je,detector_score,12,162,160,162.42183540090372,165,6,0.7379766962920763,1,False,False,False,True,none,ok,1991
W002,45,40,48,30,60,Je,prepost_contrast,12,45,42,44.92399375568155,48,7,0.5000736159846552,2,True,False,False,True,none,ok,1991
W003,81,75,86,66,96,Je,prepost_contrast,12,96,91,93.68311605417148,96,6,0.6994184265237178,2,True,False,True,False,96,ok,1991
W005,113,107,117,98,128,Je,prepost_contrast,12,109,107,110.43691512171468,114,8,0.8555571346082751,1,False,False,False,True,none,ok,1991
W007,160,155,164,145,175,Je,prepost_contrast,12,161,158,161.42535668826636,165,8,0.6462585947445388,1,False,False,False,True,none,ok,1991
W002,45,40,48,30,60,Jw,detector_score,12,41,38,41.522324766192845,45,8,0.7219371456910926,1,False,False,False,True,none,ok,1991
W003,81,75,86,66,96,Jw,detector_score,12,83,79,82.4754437562144,86,8,0.7705383338009475,1,False,False,False,True,none,ok,1991
W005,113,107,117,98,128,Jw,detector_score,12,107,103,106.48825781985707,110,8,0.9138736839981519,1,False,False,False,True,none,ok,1991
W007,160,155,164,145,175,Jw,detector_score,12,152,151,153.42482926085862,156,6,0.7128372845656769,1,False,False,False,True,none,ok,1991
W002,45,40,48,30,60,Jw,prepost_contrast,12,41,38,41.42750579072385,45,8,0.6194381247476224,1,False,False,False,True,none,ok,1991
W003,81,75,86,66,96,Jw,prepost_contrast,12,83,78,81.71366546270323,85,8,0.5315610152850816,1,False,False,False,True,none,ok,1991
W005,113,107,117,98,128,Jw,prepost_contrast,12,103,101,102.51753846758777,104,4,0.8957635910868207,3,True,False,False,False,none,ok,1991
W007,160,155,164,145,175,Jw,prepost_contrast,12,165,164,165.05873581034115,166,3,0.7519645251111533,3,True,False,False,True,none,ok,1991
W002,45,40,48,30,60,P,detector_score,13,45,40,43.61853378601522,47,8,0.6223831874539352,1,False,False,False,True,none,ok,1992
W003,81,75,86,66,96,P,detector_score,13,82,78,81.53936015086327,85,8,0.8026519055600465,1,False,False,False,True,none,ok,1992
W005,113,107,117,98,128,P,detector_score,13,98,98,98.89952521325979,100,3,0.7220599703880779,2,True,True,False,False,96,ok,1992
W007,160,155,164,145,175,P,detector_score,13,157,154,156.54883729391776,159,6,0.75667660206792,1,False,False,False,True,none,ok,1992
W002,45,40,48,30,60,P,prepost_contrast,13,45,41,44.45358657028841,48,8,0.5450918299242078,1,False,False,False,True,none,ok,1992
W003,81,75,86,66,96,P,prepost_contrast,13,83,79,81.5323633949322,84,6,0.9279429149745804,2,True,False,False,True,none,ok,1992
W005,113,107,117,98,128,P,prepost_contrast,13,98,98,98.45666894570373,99,2,0.6418691558940233,2,True,True,False,False,96,ok,1992
W007,160,155,164,145,175,P,prepost_contrast,13,154,152,155.428607129689,159,8,0.6505431223364149,1,False,False,False,True,none,ok,1992
W002,45,40,48,30,60,V,detector_score,13,45,42,45.38663801566598,49,8,0.6301078331114678,1,False,False,False,True,none,ok,1992
W003,81,75,86,66,96,V,detector_score,13,80,76,79.47379010641923,83,8,0.7518788583197309,1,False,False,False,True,none,ok,1992
W005,113,107,117,98,128,V,detector_score,13,113,111,114.36798519774534,118,8,0.7157944351193034,1,False,False,False,True,none,ok,1992
W007,160,155,164,145,175,V,detector_score,13,161,158,160.55783198429165,163,6,0.7858855464203858,1,False,False,False,True,none,ok,1992
W002,45,40,48,30,60,V,prepost_contrast,13,44,42,45.407683694246295,49,8,0.7782525916599361,1,False,False,False,True,none,ok,1992
W003,81,75,86,66,96,V,prepost_contrast,13,76,75,76.91966212209299,79,5,0.7701446901177627,2,True,False,False,True,none,ok,1992
W005,113,107,117,98,128,V,prepost_contrast,13,112,109,112.43832122716519,116,8,0.6630549003703492,1,False,False,False,True,none,ok,1992
W007,160,155,164,145,175,V,prepost_contrast,13,161,157,160.61510696599774,164,8,0.6293277973714957,1,False,False,False,True,none,ok,1992
W002,45,40,48,30,60,H,detector_score,13,35,30,33.63664524912184,37,8,0.7489630592577294,1,False,True,False,False,none,ok,1992
W003,81,75,86,66,96,H,detector_score,13,95,92,94.10477457335189,96,5,0.7280523035488269,2,True,False,True,False,96,ok,1992
W005,113,107,117,98,128,H,detector_score,13,115,111,114.49841201483387,118,8,0.573862686544744,1,False,False,False,True,none,ok,1992
W007,160,155,164,145,175,H,detector_score,13,154,152,154.39163806492544,157,6,0.6102372935806456,1,False,False,False,True,none,ok,1992
W002,45,40,48,30,60,H,prepost_contrast,13,36,32,35.537271329091496,39,8,0.6640878264969856,1,False,False,False,False,none,ok,1992
W003,81,75,86,66,96,H,prepost_contrast,13,94,92,94.0390669467114,96,5,0.557864205316203,2,True,False,True,False,96,ok,1992
W005,113,107,117,98,128,H,prepost_contrast,13,114,110,113.5817015530895,117,8,0.6433548563024748,1,False,False,False,True,none,ok,1992
W007,160,155,164,145,175,H,prepost_contrast,13,155,152,154.5438090848101,157,6,0.5230112068248036,2,True,False,False,True,none,ok,1992
W002,45,40,48,30,60,Je,detector_score,13,46,43,45.86110098923643,49,7,0.5,1,False,False,False,True,none,ok,1992
W003,81,75,86,66,96,Je,detector_score,13,94,89,92.68249585699688,96,8,0.7505310167095927,1,False,False,True,False,96,ok,1992
W005,113,107,117,98,128,Je,detector_score,13,111,107,110.50890819771864,114,8,0.8451844936903483,1,False,False,False,True,none,ok,1992
W007,160,155,164,145,175,Je,detector_score,13,161,159,161.5254685923998,164,6,0.7386813129324195,1,False,False,False,True,none,ok,1992
W002,45,40,48,30,60,Je,prepost_contrast,13,44,42,44.44332579056896,47,6,0.5,2,True,False,False,True,none,ok,1992
W003,81,75,86,66,96,Je,prepost_contrast,13,78,77,78.4672733132753,80,4,0.7977137752622314,2,True,False,False,True,none,ok,1992
W005,113,107,117,98,128,Je,prepost_contrast,13,108,107,110.39225543044137,114,8,0.8607827919980673,1,False,False,False,True,none,ok,1992
W007,160,155,164,145,175,Je,prepost_contrast,13,161,157,160.56848631378006,164,8,0.6080054217878439,1,False,False,False,True,none,ok,1992
W002,45,40,48,30,60,Jw,detector_score,13,45,40,43.48141931834076,47,8,0.8689491893185985,1,False,False,False,True,none,ok,1992
W003,81,75,86,66,96,Jw,detector_score,13,83,79,82.51498197547944,86,8,0.6515975515868222,1,False,False,False,True,none,ok,1992
W005,113,107,117,98,128,Jw,detector_score,13,105,102,105.52476091505275,109,8,0.9055827591074394,1,False,False,False,True,none,ok,1992
W007,160,155,164,145,175,Jw,detector_score,13,151,149,151.4215652669134,154,6,0.6846464675464561,1,False,False,False,False,none,ok,1992
W002,45,40,48,30,60,Jw,prepost_contrast,13,41,39,41.00532513435991,43,5,0.8120306012781942,2,True,False,False,True,none,ok,1992
W003,81,75,86,66,96,Jw,prepost_contrast,13,83,79,82.13383624768638,85,7,0.5,1,False,False,False,True,none,ok,1992
W005,113,107,117,98,128,Jw,prepost_contrast,13,103,101,102.51083959890134,104,4,0.9424658503018284,3,True,False,False,False,none,ok,1992
W007,160,155,164,145,175,Jw,prepost_contrast,13,150,147,149.97558350477087,153,7,0.5599946172865846,2,True,False,False,False,none,ok,1992
W002,45,40,48,30,60,P,detector_score,14,44,40,43.50656917986716,47,8,0.6705501093190134,1,False,False,False,True,none,ok,1993
W003,81,75,86,66,96,P,detector_score,14,82,79,82.44156760664721,86,8,0.8038904501438903,1,False,False,False,True,none,ok,1993
W005,113,107,117,98,128,P,detector_score,14,112,110,112.47238978322602,115,6,0.8134404129734666,2,True,False,False,True,none,ok,1993
W007,160,155,164,145,175,P,detector_score,14,158,155,157.51481341389635,160,6,0.7228118959270603,1,False,False,False,True,none,ok,1993
W002,45,40,48,30,60,P,prepost_contrast,14,44,40,43.713910328460955,47,8,0.5308237015928203,1,False,False,False,True,none,ok,1993
W003,81,75,86,66,96,P,prepost_contrast,14,83,81,83.00719786719613,85,5,0.9317163967139812,3,True,False,False,True,none,ok,1993
W005,113,107,117,98,128,P,prepost_contrast,14,98,98,98.46740609620478,99,2,0.6736913152753014,2,True,True,False,False,96,ok,1993
W007,160,155,164,145,175,P,prepost_contrast,14,156,153,156.3321372722227,160,8,0.67997951837295,1,False,False,False,True,none,ok,1993
W002,45,40,48,30,60,V,detector_score,14,45,41,44.53346217805211,48,8,0.6256705763296352,1,False,False,False,True,none,ok,1993
W003,81,75,86,66,96,V,detector_score,14,80,76,79.4383452393906,83,8,0.7590497681537726,1,False,False,False,True,none,ok,1993
W005,113,107,117,98,128,V,detector_score,14,114,112,115.37382576168307,119,8,0.7414613231759775,1,False,False,False,True,none,ok,1993
W007,160,155,164,145,175,V,detector_score,14,161,158,160.5706828612071,163,6,0.8128363452714743,1,False,False,False,True,none,ok,1993
W002,45,40,48,30,60,V,prepost_contrast,14,44,41,44.48219064326033,48,8,0.7218113302220434,1,False,False,False,True,none,ok,1993
W003,81,75,86,66,96,V,prepost_contrast,14,76,75,76.88901546431754,79,5,0.7277538746338331,2,True,False,False,True,none,ok,1993
W005,113,107,117,98,128,V,prepost_contrast,14,113,110,112.98429560929064,116,7,0.6786394517235915,2,True,False,False,True,none,ok,1993
W007,160,155,164,145,175,V,prepost_contrast,14,161,157,160.64054552671195,164,8,0.6395086758759336,1,False,False,False,True,none,ok,1993
W002,45,40,48,30,60,H,detector_score,14,35,31,34.4620287242381,38,8,0.7199927826395162,1,False,True,False,False,none,ok,1993
W003,81,75,86,66,96,H,detector_score,14,95,93,94.50845919321385,96,4,0.8776150815645304,2,True,False,True,False,96,ok,1993
W005,113,107,117,98,128,H,detector_score,14,115,111,114.54382388250687,118,8,0.5703136399021281,1,False,False,False,True,none,ok,1993
