window_id,anchor_day,field,metric,day,curve_value
W002,45,P,prepost_contrast,30,0.31030487134434126
W002,45,P,prepost_contrast,31,0.3050286473979138
W002,45,P,prepost_contrast,32,0.3006770890195132
W002,45,P,prepost_contrast,33,0.29741563471008703
W002,45,P,prepost_contrast,34,0.2832235618825735
W002,45,P,prepost_contrast,35,0.26965193600479226
W002,45,P,prepost_contrast,36,0.2805202308911118
W002,45,P,prepost_contrast,37,0.29856156201845063
W002,45,P,prepost_contrast,38,0.31254664514454544
W002,45,P,prepost_contrast,39,0.33428230358682287
W002,45,P,prepost_contrast,40,0.3639110554404403
W002,45,P,prepost_contrast,41,0.39488776223557565
W002,45,P,prepost_contrast,42,0.43192478023770625
W002,45,P,prepost_contrast,43,0.47575116883397933
W002,45,P,prepost_contrast,44,0.5105933359243834
W002,45,P,prepost_contrast,45,0.5169369150705685
W002,45,P,prepost_contrast,46,0.48828833806701827
W002,45,P,prepost_contrast,47,0.4347378254243136
W002,45,P,prepost_contrast,48,0.3633928936720346
W002,45,P,prepost_contrast,49,0.2729655690865445
W002,45,P,prepost_contrast,50,0.1985766300371781
W002,45,P,prepost_contrast,51,0.15500832548739535
W002,45,P,prepost_contrast,52,0.14692883696502404
W002,45,P,prepost_contrast,53,0.17479627005851342
W002,45,P,prepost_contrast,54,0.1937017204263241
W002,45,P,prepost_contrast,55,0.18853117529665653
W002,45,P,prepost_contrast,56,0.17978868929204092
W002,45,P,prepost_contrast,57,0.1640597969120636
W002,45,P,prepost_contrast,58,0.1460101945286816
W002,45,P,prepost_contrast,59,0.1591711964601074
W002,45,P,prepost_contrast,60,0.21256569049486285
W003,81,P,prepost_contrast,66,0.41379097524123726
W003,81,P,prepost_contrast,67,0.38235542362443486
W003,81,P,prepost_contrast,68,0.342079159395975
W003,81,P,prepost_contrast,69,0.29602740769328906
W003,81,P,prepost_contrast,70,0.29088041101509643
W003,81,P,prepost_contrast,71,0.34690930556319216
W003,81,P,prepost_contrast,72,0.43300928547203865
W003,81,P,prepost_contrast,73,0.5268910936703811
W003,81,P,prepost_contrast,74,0.5923728451793829
W003,81,P,prepost_contrast,75,0.6307151859918698
W003,81,P,prepost_contrast,76,0.6494342264948215
W003,81,P,prepost_contrast,77,0.6456941372214058
W003,81,P,prepost_contrast,78,0.6321649274589927
W003,81,P,prepost_contrast,79,0.6343273814649515
W003,81,P,prepost_contrast,80,0.6408560586861973
W003,81,P,prepost_contrast,81,0.6521765757746926
W003,81,P,prepost_contrast,82,0.6672375924288245
W003,81,P,prepost_contrast,83,0.6683439092504782
W003,81,P,prepost_contrast,84,0.6544176651925349
W003,81,P,prepost_contrast,85,0.636293484813318
W003,81,P,prepost_contrast,86,0.6018424257990814
W003,81,P,prepost_contrast,87,0.5517445689209208
W003,81,P,prepost_contrast,88,0.4931768664938589
W003,81,P,prepost_contrast,89,0.436591797985974
W003,81,P,prepost_contrast,90,0.39409507746845146
W003,81,P,prepost_contrast,91,0.3767105978983791
W003,81,P,prepost_contrast,92,0.37917017586024016
W003,81,P,prepost_contrast,93,0.40353392563548746
W003,81,P,prepost_contrast,94,0.4541967089999462
W003,81,P,prepost_contrast,95,0.5056746011570222
W003,81,P,prepost_contrast,96,0.5357027189577477
W005,113,P,prepost_contrast,98,0.5444963461653661
W005,113,P,prepost_contrast,99,0.504016260980997
W005,113,P,prepost_contrast,100,0.43844932100619355
W005,113,P,prepost_contrast,101,0.3726682924013086
W005,113,P,prepost_contrast,102,0.3102144931838504
W005,113,P,prepost_contrast,103,0.2618603379897866
W005,113,P,prepost_contrast,104,0.24363099613099665
W005,113,P,prepost_contrast,105,0.24949382630151476
W005,113,P,prepost_contrast,106,0.26516811673584767
W005,113,P,prepost_contrast,107,0.2918427262672423
W005,113,P,prepost_contrast,108,0.3285342196027875
W005,113,P,prepost_contrast,109,0.37720041867142673
W005,113,P,prepost_contrast,110,0.42412949297528807
W005,113,P,prepost_contrast,111,0.4608000911098652
W005,113,P,prepost_contrast,112,0.4784778912801844
W005,113,P,prepost_contrast,113,0.475958196981191
W005,113,P,prepost_contrast,114,0.45509725307886933
W005,113,P,prepost_contrast,115,0.42896422140107554
W005,113,P,prepost_contrast,116,0.4028737334552903
W005,113,P,prepost_contrast,117,0.3664775632443374
W005,113,P,prepost_contrast,118,0.31578095694783703
W005,113,P,prepost_contrast,119,0.2595509903073471
W005,113,P,prepost_contrast,120,0.20163372272177016
W005,113,P,prepost_contrast,121,0.16530589894288958
W005,113,P,prepost_contrast,122,0.17882757725669013
W005,113,P,prepost_contrast,123,0.21248933873554074
W005,113,P,prepost_contrast,124,0.24549965218335884
W005,113,P,prepost_contrast,125,0.2724816713319026
W005,113,P,prepost_contrast,126,0.2761968565712273
W005,113,P,prepost_contrast,127,0.25584324895151855
W005,113,P,prepost_contrast,128,0.22667542199529198
W007,160,P,prepost_contrast,145,0.13795205344568892
W007,160,P,prepost_contrast,146,0.1480894543830702
W007,160,P,prepost_contrast,147,0.15552379390906632
W007,160,P,prepost_contrast,148,0.16799028696414303
W007,160,P,prepost_contrast,149,0.20328302734348214
W007,160,P,prepost_contrast,150,0.259835924244384
W007,160,P,prepost_contrast,151,0.3099397836346012
W007,160,P,prepost_contrast,152,0.35057147369395175
W007,160,P,prepost_contrast,153,0.3898093056965814
W007,160,P,prepost_contrast,154,0.4089441011164244
W007,160,P,prepost_contrast,155,0.41036867221041257
W007,160,P,prepost_contrast,156,0.41395806804258084
W007,160,P,prepost_contrast,157,0.4092904053140991
W007,160,P,prepost_contrast,158,0.39402739956903826
W007,160,P,prepost_contrast,159,0.3645172093458691
W007,160,P,prepost_contrast,160,0.3368103043562086
W007,160,P,prepost_contrast,161,0.3108449126031953
W007,160,P,prepost_contrast,162,0.29798125861130004
W007,160,P,prepost_contrast,163,0.29040949929060045
W007,160,P,prepost_contrast,164,0.27692454617035006
W007,160,P,prepost_contrast,165,0.2525488525694659
W007,160,P,prepost_contrast,166,0.21738096326151723
W007,160,P,prepost_contrast,167,0.18472387162529882
W007,160,P,prepost_contrast,168,0.18521527718598418
W007,160,P,prepost_contrast,169,0.20260907803228642
W007,160,P,prepost_contrast,170,0.218523841661537
W007,160,P,prepost_contrast,171,0.24249128352862398
W007,160,P,prepost_contrast,172,0.27092730384531866
W007,160,P,prepost_contrast,173,0.2953785081253969
W007,160,P,prepost_contrast,174,0.286298788723599
W007,160,P,prepost_contrast,175,0.2804347227217537
W002,45,V,detector_score,30,6.941599316355871
W002,45,V,detector_score,31,6.741751054745135
W002,45,V,detector_score,32,6.23685485209638
W002,45,V,detector_score,33,5.74252157315015
W002,45,V,detector_score,34,5.488306559140682
W002,45,V,detector_score,35,5.5231952285900725
W002,45,V,detector_score,36,5.97766501711585
W002,45,V,detector_score,37,6.867710033578259
W002,45,V,detector_score,38,8.126451448039939
W002,45,V,detector_score,39,9.79089190044655
W002,45,V,detector_score,40,11.723371554917993
W002,45,V,detector_score,41,13.619042058255335
W002,45,V,detector_score,42,15.454294380933383
W002,45,V,detector_score,43,17.17299025462375
W002,45,V,detector_score,44,18.575540197036105
W002,45,V,detector_score,45,19.235007755373612
W002,45,V,detector_score,46,18.753834070287763
W002,45,V,detector_score,47,17.231841496314843
W002,45,V,detector_score,48,15.223386141224116
W002,45,V,detector_score,49,13.123626056626083
W002,45,V,detector_score,50,10.972375391612863
W002,45,V,detector_score,51,8.69287070272132
W002,45,V,detector_score,52,6.349150896157054
W002,45,V,detector_score,53,4.260674462028415
W002,45,V,detector_score,54,2.7155623208435875
W002,45,V,detector_score,55,1.9209870931078865
W002,45,V,detector_score,56,1.7768464571194142
W002,45,V,detector_score,57,2.0186809542074986
W002,45,V,detector_score,58,2.4136398197494975
W002,45,V,detector_score,59,2.9836851507702806
W002,45,V,detector_score,60,4.029921852067707
W003,81,V,detector_score,66,14.387973451048428
W003,81,V,detector_score,67,15.067933633308899
W003,81,V,detector_score,68,15.52234266736076
W003,81,V,detector_score,69,15.678308096706484
W003,81,V,detector_score,70,15.483832580479003
W003,81,V,detector_score,71,15.376277492229582
W003,81,V,detector_score,72,15.666766019545522
W003,81,V,detector_score,73,16.40613533870948
W003,81,V,detector_score,74,17.391488270211497
W003,81,V,detector_score,75,18.574462746294607
W003,81,V,detector_score,76,19.52154228642429
W003,81,V,detector_score,77,20.14945937845848
W003,81,V,detector_score,78,20.606371017910877
W003,81,V,detector_score,79,20.893911808495147
W003,81,V,detector_score,80,20.958436491781047
W003,81,V,detector_score,81,20.60992109511487
W003,81,V,detector_score,82,19.813936480235007
W003,81,V,detector_score,83,18.50567658893936
W003,81,V,detector_score,84,16.876986976424295
W003,81,V,detector_score,85,14.92834023071871
W003,81,V,detector_score,86,12.784746065475893
W003,81,V,detector_score,87,10.686603613825113
W003,81,V,detector_score,88,8.862263422625851
W003,81,V,detector_score,89,7.463613671055438
W003,81,V,detector_score,90,6.7579498191746525
W003,81,V,detector_score,91,6.913889703464083
W003,81,V,detector_score,92,7.882447395766093
W003,81,V,detector_score,93,9.180749220866156
W003,81,V,detector_score,94,10.254025291210144
W003,81,V,detector_score,95,10.70290382054478
W003,81,V,detector_score,96,10.428302967570835
W005,113,V,detector_score,98,8.620580567302197
W005,113,V,detector_score,99,7.415420181661165
W005,113,V,detector_score,100,6.115400808223223
W005,113,V,detector_score,101,4.910423923142234
W005,113,V,detector_score,102,3.9083507680690843
W005,113,V,detector_score,103,3.2931147581878255
W005,113,V,detector_score,104,3.310156757879513
W005,113,V,detector_score,105,4.083709405694646
W005,113,V,detector_score,106,5.524400956982682
W005,113,V,detector_score,107,7.3658308048829895
W005,113,V,detector_score,108,9.380851088340549
W005,113,V,detector_score,109,11.699134803640984
W005,113,V,detector_score,110,14.277789757541305
W005,113,V,detector_score,111,16.650406213534104
W005,113,V,detector_score,112,18.494079195534308
W005,113,V,detector_score,113,19.59434522224982
W005,113,V,detector_score,114,20.004865865386734
W005,113,V,detector_score,115,19.743516174760764
W005,113,V,detector_score,116,18.926013726039233
W005,113,V,detector_score,117,17.878941440245736
W005,113,V,detector_score,118,16.6755871013496
W005,113,V,detector_score,119,15.352789043376896
W005,113,V,detector_score,120,14.26555932340824
W005,113,V,detector_score,121,13.507099109014508
W005,113,V,detector_score,122,12.779736687982352
W005,113,V,detector_score,123,11.806308605857426
W005,113,V,detector_score,124,10.505037043596552
W005,113,V,detector_score,125,8.96149651115969
W005,113,V,detector_score,126,7.17056149794948
W005,113,V,detector_score,127,5.285658467481652
W005,113,V,detector_score,128,3.927745459460759
W007,160,V,detector_score,145,4.257472817570308
W007,160,V,detector_score,146,4.384161402889835
W007,160,V,detector_score,147,4.953999420495874
W007,160,V,detector_score,148,6.060419802693465
W007,160,V,detector_score,149,7.378682481401112
W007,160,V,detector_score,150,8.59316664770476
W007,160,V,detector_score,151,9.905125175237888
W007,160,V,detector_score,152,11.801109714904982
W007,160,V,detector_score,153,14.729375434145773
W007,160,V,detector_score,154,18.565749147048223
W007,160,V,detector_score,155,22.37029727573204
W007,160,V,detector_score,156,25.227418961709308
W007,160,V,detector_score,157,27.139169207696106
W007,160,V,detector_score,158,28.818893059905392
W007,160,V,detector_score,159,30.857005968908307
W007,160,V,detector_score,160,32.95904552211712
W007,160,V,detector_score,161,34.08042868585578
W007,160,V,detector_score,162,33.59825982364314
W007,160,V,detector_score,163,31.582649697346206
W007,160,V,detector_score,164,29.00517277605967
W007,160,V,detector_score,165,26.62284114777471
W007,160,V,detector_score,166,24.428359717363843
W007,160,V,detector_score,167,22.46992797355086
W007,160,V,detector_score,168,20.733141945033893
W002,45,V,prepost_contrast,30,0.2664236513001707
W002,45,V,prepost_contrast,31,0.224258093025762
W002,45,V,prepost_contrast,32,0.19021429711452564
W002,45,V,prepost_contrast,33,0.16499548974132996
W002,45,V,prepost_contrast,34,0.1469998283212501
W002,45,V,prepost_contrast,35,0.1454846938074949
W002,45,V,prepost_contrast,36,0.16204374037358898
W002,45,V,prepost_contrast,37,0.188624192384113
W002,45,V,prepost_contrast,38,0.22178109456960204
W002,45,V,prepost_contrast,39,0.26244481361630506
W002,45,V,prepost_contrast,40,0.3101907286796826
W002,45,V,prepost_contrast,41,0.35090410011829554
W002,45,V,prepost_contrast,42,0.3821083940216968
W002,45,V,prepost_contrast,43,0.40847140773450513
W002,45,V,prepost_contrast,44,0.421472995691485
W002,45,V,prepost_contrast,45,0.4165121049523622
W002,45,V,prepost_contrast,46,0.4046429845268867
W002,45,V,prepost_contrast,47,0.38981192231641837
W002,45,V,prepost_contrast,48,0.3692870173923281
W002,45,V,prepost_contrast,49,0.3394573426642049
W002,45,V,prepost_contrast,50,0.29865719033994514
W002,45,V,prepost_contrast,51,0.24244337359409954
W002,45,V,prepost_contrast,52,0.1789748395913675
W002,45,V,prepost_contrast,53,0.12044123870786742
W002,45,V,prepost_contrast,54,0.07006715333977749
W002,45,V,prepost_contrast,55,0.036272482943993274
W002,45,V,prepost_contrast,56,0.03535455907906325
W002,45,V,prepost_contrast,57,0.051629308427343826
W002,45,V,prepost_contrast,58,0.0787529854719874
W002,45,V,prepost_contrast,59,0.1213652243643783
W002,45,V,prepost_contrast,60,0.17640009397242687
W003,81,V,prepost_contrast,66,0.37180863396305447
W003,81,V,prepost_contrast,67,0.35579319955794825
W003,81,V,prepost_contrast,68,0.3382652670065626
W003,81,V,prepost_contrast,69,0.3200141213928735
W003,81,V,prepost_contrast,70,0.3120617371630474
W003,81,V,prepost_contrast,71,0.31946795494701513
W003,81,V,prepost_contrast,72,0.33870170118051857
W003,81,V,prepost_contrast,73,0.3611513025825333
W003,81,V,prepost_contrast,74,0.38137953890127163
W003,81,V,prepost_contrast,75,0.39862279167336256
W003,81,V,prepost_contrast,76,0.40357416572275184
W003,81,V,prepost_contrast,77,0.3978830754264329
W003,81,V,prepost_contrast,78,0.3888728641056251
W003,81,V,prepost_contrast,79,0.3788430382072098
W003,81,V,prepost_contrast,80,0.36669090461875387
W003,81,V,prepost_contrast,81,0.3648000614793539
W003,81,V,prepost_contrast,82,0.37503791784434926
W003,81,V,prepost_contrast,83,0.3892825428928097
W003,81,V,prepost_contrast,84,0.3993379404312765
W003,81,V,prepost_contrast,85,0.39597423901853074
W003,81,V,prepost_contrast,86,0.37097776438709706
W003,81,V,prepost_contrast,87,0.32680519062333585
W003,81,V,prepost_contrast,88,0.2735195962670647
W003,81,V,prepost_contrast,89,0.2250459344305417
W003,81,V,prepost_contrast,90,0.21214084986427006
W003,81,V,prepost_contrast,91,0.24874753077032447
W003,81,V,prepost_contrast,92,0.2993820996085877
W003,81,V,prepost_contrast,93,0.34051587188759974
W003,81,V,prepost_contrast,94,0.3630265752943577
W003,81,V,prepost_contrast,95,0.36160489648429966
W003,81,V,prepost_contrast,96,0.3406866212678304
W005,113,V,prepost_contrast,98,0.2673998188615088
W005,113,V,prepost_contrast,99,0.2167211108747945
W005,113,V,prepost_contrast,100,0.1653957162453293
W005,113,V,prepost_contrast,101,0.1252288338903742
W005,113,V,prepost_contrast,102,0.09176513327025829
W005,113,V,prepost_contrast,103,0.06499370699381332
W005,113,V,prepost_contrast,104,0.06512663362176882
W005,113,V,prepost_contrast,105,0.10686907164354632
W005,113,V,prepost_contrast,106,0.1716169278739341
W005,113,V,prepost_contrast,107,0.2397736952874455
W005,113,V,prepost_contrast,108,0.3030764017037231
W005,113,V,prepost_contrast,109,0.358858614811333
W005,113,V,prepost_contrast,110,0.40410307766320375
W005,113,V,prepost_contrast,111,0.4330126997534753
W005,113,V,prepost_contrast,112,0.44880469018973335
W005,113,V,prepost_contrast,113,0.4547926220329157
W005,113,V,prepost_contrast,114,0.44527609552402314
W005,113,V,prepost_contrast,115,0.417146808293364
W005,113,V,prepost_contrast,116,0.37997174957042773
W005,113,V,prepost_contrast,117,0.34257039322493665
W005,113,V,prepost_contrast,118,0.30878965259507946
W005,113,V,prepost_contrast,119,0.2837224059357183
W005,113,V,prepost_contrast,120,0.2780639685425497
W005,113,V,prepost_contrast,121,0.29365329987868927
W005,113,V,prepost_contrast,122,0.316193855492274
W005,113,V,prepost_contrast,123,0.333879781666879
W005,113,V,prepost_contrast,124,0.3403663286387936
W005,113,V,prepost_contrast,125,0.3268670184617568
W005,113,V,prepost_contrast,126,0.28433100805553796
W005,113,V,prepost_contrast,127,0.22051918014139144
W005,113,V,prepost_contrast,128,0.15777119435473436
W007,160,V,prepost_contrast,145,0.12436609458716405
W007,160,V,prepost_contrast,146,0.15480610413312001
W007,160,V,prepost_contrast,147,0.1926377327750242
W007,160,V,prepost_contrast,148,0.22942083769281765
W007,160,V,prepost_contrast,149,0.26059152289922577
W007,160,V,prepost_contrast,150,0.28170971248864934
W007,160,V,prepost_contrast,151,0.2930018730088601
W007,160,V,prepost_contrast,152,0.30332118748560555
W007,160,V,prepost_contrast,153,0.32204258492574533
W007,160,V,prepost_contrast,154,0.35110481926885606
W007,160,V,prepost_contrast,155,0.38742814821269045
W007,160,V,prepost_contrast,156,0.422427149040286
W007,160,V,prepost_contrast,157,0.4571785192899569
W007,160,V,prepost_contrast,158,0.4912335169651382
W007,160,V,prepost_contrast,159,0.5206075892173408
W007,160,V,prepost_contrast,160,0.54494951277195
W007,160,V,prepost_contrast,161,0.5603644461655412
W007,160,V,prepost_contrast,162,0.5566987185467345
W007,160,V,prepost_contrast,163,0.5324525440687088
W007,160,V,prepost_contrast,164,0.4916019722637159
W007,160,V,prepost_contrast,165,0.4359218106415485
W007,160,V,prepost_contrast,166,0.3689836137731021
W007,160,V,prepost_contrast,167,0.3057513208529369
W007,160,V,prepost_contrast,168,0.2724784051793719
W007,160,V,prepost_contrast,169,0.28397327826461655
W007,160,V,prepost_contrast,170,0.3276253818430045
W007,160,V,prepost_contrast,171,0.3864069901478533
W007,160,V,prepost_contrast,172,0.43872823508775116
W007,160,V,prepost_contrast,173,0.46123747534128623
W007,160,V,prepost_contrast,174,0.42825936817292026
W007,160,V,prepost_contrast,175,0.37311994011211097
W002,45,H,detector_score,30,7.748701945639219
W002,45,H,detector_score,31,8.376155020388756
W002,45,H,detector_score,32,9.05635146451737
W002,45,H,detector_score,33,9.65073110730752
W002,45,H,detector_score,34,10.048112697425328
W002,45,H,detector_score,35,10.10918859242761
W002,45,H,detector_score,36,9.766157573926874
W002,45,H,detector_score,37,8.994747711942265
W002,45,H,detector_score,38,7.824404603741401
W002,45,H,detector_score,39,6.339217246253232
W002,45,H,detector_score,40,4.76587438338236
W002,45,H,detector_score,41,3.3780985969383193
W002,45,H,detector_score,42,2.2921681004408727
W002,45,H,detector_score,43,1.4852926382610656
W002,45,H,detector_score,44,0.94827276664101
W002,45,H,detector_score,45,0.6708649510050593
W002,45,H,detector_score,46,0.5746600176411749
W002,45,H,detector_score,47,0.5764487734934733
W002,45,H,detector_score,48,0.6542623819586404
W002,45,H,detector_score,49,0.8484935139938596
W002,45,H,detector_score,50,1.168880632324901
W002,45,H,detector_score,51,1.5143388854078481
W002,45,H,detector_score,52,1.8277777592836175
W002,45,H,detector_score,53,2.168576863630527
W002,45,H,detector_score,54,2.5403301870463695
W002,45,H,detector_score,55,2.853548327958142
W002,45,H,detector_score,56,3.029478959876314
W002,45,H,detector_score,57,3.066305324426809
W002,45,H,detector_score,58,2.9855063606041794
W002,45,H,detector_score,59,2.828793291951
W002,45,H,detector_score,60,2.7309754687758425
W003,81,H,detector_score,66,4.280685153171373
W003,81,H,detector_score,67,4.931499107623527
W003,81,H,detector_score,68,5.800557331894736
W003,81,H,detector_score,69,6.911416450159935
W003,81,H,detector_score,70,8.04791025505957
W003,81,H,detector_score,71,9.08877036998779
W003,81,H,detector_score,72,10.095353460487463
W003,81,H,detector_score,73,11.082671441961097
W003,81,H,detector_score,74,12.001298240670767
W003,81,H,detector_score,75,12.777374006839231
W003,81,H,detector_score,76,13.312640589011737
W003,81,H,detector_score,77,13.498661553176767
W003,81,H,detector_score,78,13.241060062281143
W003,81,H,detector_score,79,12.645042336160685
W003,81,H,detector_score,80,11.906781007858935
W003,81,H,detector_score,81,11.086424097084208
W003,81,H,detector_score,82,10.143048281828067
W003,81,H,detector_score,83,9.075358969592168
W003,81,H,detector_score,84,7.995089720806907
W003,81,H,detector_score,85,7.036577395562967
W003,81,H,detector_score,86,6.308832465588756
W003,81,H,detector_score,87,5.901292114095188
W003,81,H,detector_score,88,5.89312378222573
W003,81,H,detector_score,89,6.463499920293229
W003,81,H,detector_score,90,7.736996917443479
W003,81,H,detector_score,91,9.481173863828767
W003,81,H,detector_score,92,11.20832839865356
W003,81,H,detector_score,93,12.607658844074816
W003,81,H,detector_score,94,13.525626048741833
W003,81,H,detector_score,95,13.787305052806543
W003,81,H,detector_score,96,13.260956034967666
W005,113,H,detector_score,98,10.57385056422308
W005,113,H,detector_score,99,8.69885324553742
W005,113,H,detector_score,100,6.922534860536156
W005,113,H,detector_score,101,5.636544348492095
W005,113,H,detector_score,102,4.832076308487749
W005,113,H,detector_score,103,4.350848257978116
W005,113,H,detector_score,104,4.25757795457979
W005,113,H,detector_score,105,4.7811384151796945
W005,113,H,detector_score,106,6.190412221060018
W005,113,H,detector_score,107,8.586263652550512
W005,113,H,detector_score,108,12.00134660251077
W005,113,H,detector_score,109,16.25384613655767
W005,113,H,detector_score,110,20.68610279548941
W005,113,H,detector_score,111,24.611441329409402
W005,113,H,detector_score,112,28.10977856347503
W005,113,H,detector_score,113,31.397895680457076
W005,113,H,detector_score,114,33.97293719395715
W005,113,H,detector_score,115,34.607065236011024
W005,113,H,detector_score,116,32.5957654819208
W005,113,H,detector_score,117,28.40077459871698
W005,113,H,detector_score,118,22.85703773172525
W005,113,H,detector_score,119,16.996943659561367
W005,113,H,detector_score,120,11.782860271798366
W005,113,H,detector_score,121,7.481877108423486
W005,113,H,detector_score,122,4.000236236976731
W005,113,H,detector_score,123,1.5754374390113863
W005,113,H,detector_score,124,0.5508324541099814
W005,113,H,detector_score,125,0.8067738946414735
W005,113,H,detector_score,126,1.8383660293745754
W005,113,H,detector_score,127,3.0811810324442366
W005,113,H,detector_score,128,3.9586498457071704
W007,160,H,detector_score,145,1.4870141538253683
W007,160,H,detector_score,146,1.9002460379439565
W007,160,H,detector_score,147,2.4183972207812197
W007,160,H,detector_score,148,2.928410396914603
W007,160,H,detector_score,149,3.516203480623388
W007,160,H,detector_score,150,4.346589420287194
W007,160,H,detector_score,151,5.517848995762309
W007,160,H,detector_score,152,7.007457239930065
W007,160,H,detector_score,153,8.55840229031779
W007,160,H,detector_score,154,9.65769256159112
W007,160,H,detector_score,155,9.746850391531572
W007,160,H,detector_score,156,8.737230289805415
W007,160,H,detector_score,157,7.123376540409716
