window_id,year_index,anchor_day,hit,search_start_day,search_end_day
GW01,0,4.0,True,0,14
GW01,1,9.0,True,0,14
GW01,2,9.0,True,0,14
GW01,3,4.0,True,0,14
GW01,4,4.0,True,0,14
GW01,5,6.0,True,0,14
GW01,6,13.0,True,0,14
GW01,7,14.0,False,0,14
GW01,8,9.0,True,0,14
GW01,9,5.0,True,0,14
GW01,10,4.0,True,0,14
GW01,11,8.0,True,0,14
GW01,12,4.0,True,0,14
GW01,13,4.0,True,0,14
GW01,14,4.0,True,0,14
GW01,15,4.0,True,0,14
GW01,16,8.0,True,0,14
GW01,17,4.0,True,0,14
GW01,18,4.0,True,0,14
GW01,19,8.0,True,0,14
GW01,20,10.0,True,0,14
GW01,21,4.0,False,0,14
GW01,22,4.0,True,0,14
GW01,23,4.0,True,0,14
GW01,24,4.0,True,0,14
GW01,25,4.0,True,0,14
GW01,26,4.0,True,0,14
GW01,27,4.0,True,0,14
GW01,28,4.0,True,0,14
GW01,29,4.0,True,0,14
GW01,30,4.0,True,0,14
GW01,31,4.0,True,0,14
GW01,32,4.0,True,0,14
GW01,33,7.0,True,0,14
GW01,34,4.0,True,0,14
GW01,35,4.0,True,0,14
GW01,36,4.0,True,0,14
GW01,37,4.0,True,0,14
GW01,38,4.0,True,0,14
GW01,39,4.0,True,0,14
GW01,40,5.0,True,0,14
GW01,41,4.0,True,0,14
GW01,42,4.0,True,0,14
GW01,43,4.0,True,0,14
GW01,44,4.0,True,0,14
GW02,0,178.0,True,168,182
GW02,1,178.0,True,168,182
GW02,2,178.0,True,168,182
GW02,3,178.0,True,168,182
GW02,4,178.0,True,168,182
GW02,5,178.0,True,168,182
GW02,6,178.0,True,168,182
GW02,7,174.0,True,168,182
GW02,8,178.0,True,168,182
GW02,9,168.0,True,168,182
GW02,10,172.0,True,168,182
GW02,11,173.0,False,168,182
GW02,12,175.0,False,168,182
GW02,13,178.0,True,168,182
GW02,14,174.0,True,168,182
GW02,15,178.0,True,168,182
GW02,16,178.0,True,168,182
GW02,17,178.0,True,168,182
GW02,18,178.0,True,168,182
GW02,19,178.0,True,168,182
GW02,20,178.0,True,168,182
GW02,21,169.0,True,168,182
GW02,22,178.0,True,168,182
GW02,23,178.0,True,168,182
GW02,24,178.0,True,168,182
GW02,25,174.0,True,168,182
GW02,26,178.0,True,168,182
GW02,27,178.0,True,168,182
GW02,28,175.0,True,168,182
GW02,29,178.0,True,168,182
GW02,30,178.0,True,168,182
GW02,31,178.0,True,168,182
GW02,32,170.0,True,168,182
GW02,33,178.0,True,168,182
GW02,34,178.0,True,168,182
GW02,35,178.0,True,168,182
GW02,36,178.0,True,168,182
GW02,37,178.0,True,168,182
GW02,38,172.0,True,168,182
GW02,39,178.0,True,168,182
GW02,40,178.0,True,168,182
GW02,41,178.0,True,168,182
GW02,42,178.0,True,168,182
GW02,43,178.0,True,168,182
GW02,44,168.0,False,168,182
GW03,0,89.0,True,80,101
GW03,1,94.0,True,80,101
GW03,2,82.0,True,80,101
GW03,3,96.0,True,80,101
GW03,4,81.0,True,80,101
GW03,5,100.0,False,80,101
GW03,6,93.0,True,80,101
GW03,7,96.0,True,80,101
GW03,8,89.0,True,80,101
GW03,9,92.0,True,80,101
GW03,10,87.0,True,80,101
GW03,11,85.0,True,80,101
GW03,12,87.0,True,80,101
GW03,13,99.0,True,80,101
GW03,14,98.0,True,80,101
GW03,15,81.0,True,80,101
GW03,16,98.0,True,80,101
GW03,17,81.0,True,80,101
GW03,18,88.0,True,80,101
GW03,19,101.0,True,80,101
GW03,20,90.0,True,80,101
GW03,21,90.0,True,80,101
GW03,22,98.0,True,80,101
GW03,23,93.0,True,80,101
GW03,24,80.0,True,80,101
GW03,25,93.0,True,80,101
GW03,26,84.0,True,80,101
GW03,27,88.0,True,80,101
GW03,28,98.0,True,80,101
GW03,29,83.0,False,80,101
GW03,30,96.0,True,80,101
GW03,31,95.0,True,80,101
GW03,32,98.0,True,80,101
GW03,33,81.0,True,80,101
GW03,34,81.0,True,80,101
GW03,35,93.0,True,80,101
GW03,36,92.0,True,80,101
GW03,37,95.0,True,80,101
GW03,38,91.0,True,80,101
GW03,39,99.0,True,80,101
GW03,40,94.0,True,80,101
GW03,41,80.0,False,80,101
GW03,42,101.0,True,80,101
GW03,43,95.0,True,80,101
GW03,44,101.0,True,80,101
GW04,0,168.0,True,155,173
GW04,1,168.0,True,155,173
GW04,2,157.0,True,155,173
GW04,3,160.0,True,155,173
GW04,4,172.0,True,155,173
GW04,5,163.0,True,155,173
GW04,6,171.0,True,155,173
GW04,7,165.0,True,155,173
GW04,8,168.0,True,155,173
GW04,9,168.0,True,155,173
GW04,10,156.0,True,155,173
GW04,11,165.0,True,155,173
GW04,12,160.0,True,155,173
GW04,13,168.0,True,155,173
GW04,14,164.0,True,155,173
GW04,15,165.0,True,155,173
GW04,16,164.0,True,155,173
GW04,17,160.0,True,155,173
GW04,18,172.0,True,155,173
GW04,19,159.0,True,155,173
GW04,20,155.0,True,155,173
GW04,21,169.0,True,155,173
GW04,22,166.0,True,155,173
GW04,23,161.0,True,155,173
GW04,24,158.0,False,155,173
GW04,25,158.0,True,155,173
GW04,26,161.0,True,155,173
GW04,27,158.0,True,155,173
GW04,28,166.0,True,155,173
GW04,29,170.0,True,155,173
GW04,30,161.0,True,155,173
GW04,31,163.0,True,155,173
GW04,32,170.0,True,155,173
GW04,33,163.0,True,155,173
GW04,34,166.0,True,155,173
GW04,35,162.0,False,155,173
GW04,36,156.0,False,155,173
GW04,37,163.0,True,155,173
GW04,38,172.0,True,155,173
GW04,39,173.0,True,155,173
GW04,40,159.0,True,155,173
GW04,41,164.0,True,155,173
GW04,42,167.0,True,155,173
GW04,43,164.0,True,155,173
GW04,44,166.0,True,155,173
GW05,0,99.0,False,95,108
GW05,1,95.0,True,95,108
GW05,2,106.0,True,95,108
GW05,3,96.0,True,95,108
GW05,4,106.0,True,95,108
GW05,5,100.0,False,95,108
GW05,6,95.0,False,95,108
GW05,7,96.0,True,95,108
GW05,8,98.0,True,95,108
GW05,9,104.0,True,95,108
GW05,10,107.0,True,95,108
GW05,11,106.0,False,95,108
GW05,12,103.0,True,95,108
GW05,13,99.0,True,95,108
GW05,14,106.0,True,95,108
GW05,15,108.0,True,95,108
GW05,16,98.0,True,95,108
GW05,17,108.0,True,95,108
GW05,18,108.0,True,95,108
GW05,19,102.0,True,95,108
GW05,20,100.0,True,95,108
GW05,21,100.0,False,95,108
GW05,22,98.0,True,95,108
GW05,23,107.0,True,95,108
GW05,24,108.0,True,95,108
GW05,25,95.0,True,95,108
GW05,26,103.0,True,95,108
GW05,27,108.0,True,95,108
GW05,28,98.0,True,95,108
GW05,29,107.0,True,95,108
GW05,30,96.0,True,95,108
GW05,31,95.0,True,95,108
GW05,32,98.0,True,95,108
GW05,33,108.0,True,95,108
GW05,34,106.0,True,95,108
GW05,35,107.0,True,95,108
GW05,36,108.0,True,95,108
GW05,37,104.0,True,95,108
GW05,38,102.0,True,95,108
GW05,39,99.0,True,95,108
GW05,40,102.0,True,95,108
GW05,41,102.0,False,95,108
GW05,42,107.0,True,95,108
GW05,43,105.0,True,95,108
GW05,44,101.0,True,95,108
GW06,0,66.0,True,58,70
GW06,1,66.0,True,58,70
GW06,2,67.0,True,58,70
GW06,3,69.0,True,58,70
GW06,4,61.0,True,58,70
GW06,5,62.0,True,58,70
GW06,6,69.0,True,58,70
GW06,7,69.0,True,58,70
GW06,8,70.0,True,58,70
GW06,9,65.0,True,58,70
GW06,10,63.0,True,58,70
GW06,11,60.0,False,58,70
GW06,12,58.0,True,58,70
GW06,13,58.0,True,58,70
GW06,14,70.0,True,58,70
GW06,15,66.0,True,58,70
GW06,16,64.0,True,58,70
GW06,17,62.0,True,58,70
GW06,18,70.0,True,58,70
GW06,19,69.0,True,58,70
GW06,20,59.0,True,58,70
GW06,21,66.0,True,58,70
GW06,22,64.0,True,58,70
