object_name,lat_value,nan_fraction,finite_fraction,all_nan_any_day
P,15.0,0.04371584699453552,0.9562841530054644,True
P,17.0,0.04371584699453552,0.9562841530054644,True
P,19.0,0.04371584699453552,0.9562841530054644,True
P,21.0,0.04371584699453552,0.9562841530054644,True
P,23.0,0.04371584699453552,0.9562841530054644,True
P,25.0,0.04371584699453552,0.9562841530054644,True
P,27.0,0.04371584699453552,0.9562841530054644,True
P,29.0,0.04371584699453552,0.9562841530054644,True
P,31.0,0.04371584699453552,0.9562841530054644,True
P,33.0,0.04371584699453552,0.9562841530054644,True
P,35.0,0.04371584699453552,0.9562841530054644,True
P,37.0,0.04371584699453552,0.9562841530054644,True
P,39.0,0.04371584699453552,0.9562841530054644,True
V,10.0,0.04371584699453552,0.9562841530054644,True
V,12.0,0.04371584699453552,0.9562841530054644,True
V,14.0,0.04371584699453552,0.9562841530054644,True
V,16.0,0.04371584699453552,0.9562841530054644,True
V,18.0,0.04371584699453552,0.9562841530054644,True
V,20.0,0.04371584699453552,0.9562841530054644,True
V,22.0,0.04371584699453552,0.9562841530054644,True
V,24.0,0.04371584699453552,0.9562841530054644,True
V,26.0,0.04371584699453552,0.9562841530054644,True
V,28.0,0.04371584699453552,0.9562841530054644,True
V,30.0,0.04371584699453552,0.9562841530054644,True
H,15.0,0.04371584699453552,0.9562841530054644,True
H,17.0,0.04371584699453552,0.9562841530054644,True
H,19.0,0.04371584699453552,0.9562841530054644,True
H,21.0,0.04371584699453552,0.9562841530054644,True
H,23.0,0.04371584699453552,0.9562841530054644,True
H,25.0,0.04371584699453552,0.9562841530054644,True
H,27.0,0.04371584699453552,0.9562841530054644,True
H,29.0,0.04371584699453552,0.9562841530054644,True
H,31.0,0.04371584699453552,0.9562841530054644,True
H,33.0,0.04371584699453552,0.9562841530054644,True
H,35.0,0.04371584699453552,0.9562841530054644,True
Je,25.0,0.04371584699453552,0.9562841530054644,True
Je,27.0,0.04371584699453552,0.9562841530054644,True
Je,29.0,0.04371584699453552,0.9562841530054644,True
Je,31.0,0.04371584699453552,0.9562841530054644,True
Je,33.0,0.04371584699453552,0.9562841530054644,True
Je,35.0,0.04371584699453552,0.9562841530054644,True
Je,37.0,0.04371584699453552,0.9562841530054644,True
Je,39.0,0.04371584699453552,0.9562841530054644,True
Je,41.0,0.04371584699453552,0.9562841530054644,True
Je,43.0,0.04371584699453552,0.9562841530054644,True
Je,45.0,0.04371584699453552,0.9562841530054644,True
Jw,25.0,0.04371584699453552,0.9562841530054644,True
Jw,27.0,0.04371584699453552,0.9562841530054644,True
Jw,29.0,0.04371584699453552,0.9562841530054644,True
Jw,31.0,0.04371584699453552,0.9562841530054644,True
Jw,33.0,0.04371584699453552,0.9562841530054644,True
Jw,35.0,0.04371584699453552,0.9562841530054644,True
Jw,37.0,0.04371584699453552,0.9562841530054644,True
Jw,39.0,0.04371584699453552,0.9562841530054644,True
Jw,41.0,0.04371584699453552,0.9562841530054644,True
Jw,43.0,0.04371584699453552,0.9562841530054644,True
Jw,45.0,0.04371584699453552,0.9562841530054644,True
