year,mode,cluster_id,object,window_day_min,window_day_max,strength_raw,note,strength_z
1980,raw,M,H,40,48,5833.101336082587,,0.5767812315179097
1981,raw,M,H,40,48,5805.8582611332295,,-0.9563532759734101
1982,raw,M,H,40,48,5839.854585123989,,0.9568278731801155
1983,raw,M,H,40,48,5825.558874618301,,0.15232077821679815
1984,raw,M,H,40,48,5814.872696248744,,-0.4490558594068829
1985,raw,M,H,40,48,5844.623991380074,,1.22523154365569
1986,raw,M,H,40,48,5816.8703579834855,,-0.33663521138826696
1987,raw,M,H,40,48,5839.23516018157,,0.9219690418701961
1988,raw,M,H,40,48,5843.476998454022,,1.1606832341110576
1989,raw,M,H,40,48,5832.344501640316,,0.534189526944858
1990,raw,M,H,40,48,5836.894956816587,,0.790271480560699
1991,raw,M,H,40,48,5848.384846304836,,1.4368778601431014
1992,raw,M,H,40,48,5825.134214701439,,0.12842256651714373
1993,raw,M,H,40,48,5845.586101250912,,1.279375352521704
1994,raw,M,H,40,48,5840.236817033612,,0.9783384013270792
1995,raw,M,H,40,48,5815.020226894417,,-0.4407534073447299
1996,raw,M,H,40,48,5818.410249942796,,-0.24997606938552222
1997,raw,M,H,40,48,5825.004449967949,,0.12111991102985233
1998,raw,M,H,40,48,5854.589793787192,,1.786068218428844
1999,raw,M,H,40,48,5819.7757177022,,-0.17313284428333683
2000,raw,M,H,40,48,5806.218726044549,,-0.9360677099970665
2001,raw,M,H,40,48,5830.320187059984,,0.42026896023595134
2002,raw,M,H,40,48,5827.695276836798,,0.27254920210608147
2003,raw,M,H,40,48,5837.4504168585145,,0.8215306155663594
2004,raw,M,H,40,48,5835.134696758587,,0.6912108773763816
2005,raw,M,H,40,48,5832.417060388158,,0.5382728516188721
2006,raw,M,H,40,48,5845.2380231746865,,1.2597868695419105
2007,raw,M,H,40,48,5830.044853743315,,0.40477426994741433
2008,raw,M,H,40,48,5800.899936519635,,-1.2353885382768068
2009,raw,M,H,40,48,5843.20486265786,,1.1453684878647221
2010,raw,M,H,40,48,5838.527829700822,,0.8821632280899494
2011,raw,M,H,40,48,5835.100128305969,,0.6892654990489295
2012,raw,M,H,40,48,5824.257966041916,,0.07911069333265769
2013,raw,M,H,40,48,5834.927805386933,,0.6795678340791602
2014,raw,M,H,40,48,5834.881158075788,,0.676942704480888
2015,raw,M,H,40,48,5853.811226342656,,1.7422534648502739
2016,raw,M,H,40,48,5853.7596298898625,,1.7393498167713297
2017,raw,M,H,40,48,5833.091894114812,,0.5762498742228245
2018,raw,M,H,40,48,5858.571115423265,,2.0101215456333263
2019,raw,M,H,40,48,5842.004329344372,,1.0778071331453267
2020,raw,M,H,40,48,5844.7905871050025,,1.234606904372631
2021,raw,M,H,40,48,5860.861803777059,,2.139032594317772
2022,raw,M,H,40,48,5836.354765196569,,0.7598715930719765
2023,raw,M,H,40,48,5834.962639867251,,0.6815281834128931
1979,anomaly,E1,Je,12,23,8.278152392693062,,0.39320178476636103
1980,anomaly,E1,Je,12,23,4.237425968613914,,-0.6487913917816512
1981,anomaly,E1,Je,12,23,6.761664325852773,,0.002140858555753511
1982,anomaly,E1,Je,12,23,11.233955942348139,,1.1554229318361917
1983,anomaly,E1,Je,12,23,11.382263998478495,,1.1936675359732183
1984,anomaly,E1,Je,12,23,1.6353822086810097,,-1.3197875341515988
1985,anomaly,E1,Je,12,23,4.633244644504348,,-0.5467205470517724
1986,anomaly,E1,Je,12,23,5.906255855142295,,-0.21844566379086047
1987,anomaly,E1,Je,12,23,5.430236993399831,,-0.3411979498372576
1988,anomaly,E1,Je,12,23,4.386124140458058,,-0.6104461874383328
1989,anomaly,E1,Je,12,23,3.5429328336620127,,-0.8278822363057854
1990,anomaly,E1,Je,12,23,7.2108554729776415,,0.11797500844541191
1991,anomaly,E1,Je,12,23,6.721889097019747,,-0.008116088510167676
1992,anomaly,E1,Je,12,23,8.605961964564317,,0.4777349358011567
1993,anomaly,E1,Je,12,23,11.896921455389688,,1.326383662253217
1994,anomaly,E1,Je,12,23,6.075950840299858,,-0.1746859537607776
1995,anomaly,E1,Je,12,23,13.936182439199738,,1.8522534706292957
1996,anomaly,E1,Je,12,23,6.046838465707157,,-0.1821932414350766
1997,anomaly,E1,Je,12,23,10.213467205811543,,0.8922667097572464
1998,anomaly,E1,Je,12,23,2.3950742872942774,,-1.123883659671158
1999,anomaly,E1,Je,12,23,4.86982225599904,,-0.48571363120800215
2000,anomaly,E1,Je,12,23,10.418058282395727,,0.9450251703431827
2001,anomaly,E1,Je,12,23,2.5018612967871383,,-1.0963462014130465
2002,anomaly,E1,Je,12,23,5.276766294697747,,-0.3807738587368734
2003,anomaly,E1,Je,12,23,16.43912024239206,,2.497692888826192
2004,anomaly,E1,Je,12,23,6.159918911581081,,-0.15303287752143013
2005,anomaly,E1,Je,12,23,11.139460028033566,,1.1310550119144935
2006,anomaly,E1,Je,12,23,5.289766486429482,,-0.37742146373246027
2007,anomaly,E1,Je,12,23,10.262490453657636,,0.9049084687843975
2008,anomaly,E1,Je,12,23,-4.5830045995139805,,-2.923339951029707
2009,anomaly,E1,Je,12,23,4.35911975692726,,-0.6174098816910041
2010,anomaly,E1,Je,12,23,13.738458880810642,,1.8012659557467006
2011,anomaly,E1,Je,12,23,8.257719610324564,,0.38793272728229294
2012,anomaly,E1,Je,12,23,2.021134612540912,,-1.2203125065269276
2013,anomaly,E1,Je,12,23,7.474904224009574,,0.18606598219006482
2014,anomaly,E1,Je,12,23,4.415913512690418,,-0.6027643205307404
2015,anomaly,E1,Je,12,23,1.0734388631944531,,-1.464697401870989
2016,anomaly,E1,Je,12,23,13.47568318871092,,1.7335032691914014
2017,anomaly,E1,Je,12,23,9.825468575209669,,0.792212441497979
2018,anomaly,E1,Je,12,23,6.468832181669211,,-0.07337256751904732
2019,anomaly,E1,Je,12,23,1.904705064242012,,-1.2503365126445083
2020,anomaly,E1,Je,12,23,8.84787045375243,,0.5401165396585612
2021,anomaly,E1,Je,12,23,5.612857055442819,,-0.29410521487365904
2022,anomaly,E1,Je,12,23,10.41902196854315,,0.9452736787262213
2023,anomaly,E1,Je,12,23,9.623962773246483,,0.7402495891184527
1979,anomaly,E2,Je,27,38,9.907501292805414,,0.8133664427882137
1980,anomaly,E2,Je,27,38,9.629380850911073,,0.7416467636271914
1981,anomaly,E2,Je,27,38,0.3741093144376888,,-1.6450354256531887
1982,anomaly,E2,Je,27,38,2.547522168315942,,-1.084571507564751
1983,anomaly,E2,Je,27,38,2.5266930305829165,,-1.0899427742909158
1984,anomaly,E2,Je,27,38,5.778424961570482,,-0.25140976600280834
1985,anomaly,E2,Je,27,38,7.354021119981152,,0.1548935254736305
1986,anomaly,E2,Je,27,38,3.8583182220234553,,-0.746552943459522
1987,anomaly,E2,Je,27,38,1.3487634697143358,,-1.3936986924260992
1988,anomaly,E2,Je,27,38,8.591724961785436,,0.47406360094866923
1989,anomaly,E2,Je,27,38,8.365639845573424,,0.4157624135660893
1990,anomaly,E2,Je,27,38,1.2999418844999338,,-1.4062884481587599
1991,anomaly,E2,Je,27,38,9.859691757306546,,0.8010376670842008
1992,anomaly,E2,Je,27,38,-0.171481188143202,,-1.7857283410386313
1993,anomaly,E2,Je,27,38,14.520009052212323,,2.0028064364081875
1994,anomaly,E2,Je,27,38,7.587643359361356,,0.21513833142569777
1995,anomaly,E2,Je,27,38,1.519307270263861,,-1.3497200960489222
1996,anomaly,E2,Je,27,38,6.401394739813047,,-0.09076284512834876
1997,anomaly,E2,Je,27,38,14.385048831844427,,1.9680038751927713
1998,anomaly,E2,Je,27,38,12.45517632175763,,1.4703423717723063
1999,anomaly,E2,Je,27,38,7.342543127638188,,0.15193366418963775
2000,anomaly,E2,Je,27,38,13.61658450489813,,1.7698378770378518
2001,anomaly,E2,Je,27,38,6.591626011209631,,-0.04170738678796716
2002,anomaly,E2,Je,27,38,5.27348444326626,,-0.38162015874314853
2003,anomaly,E2,Je,27,38,10.644661585331537,,1.0034599839537495
2004,anomaly,E2,Je,27,38,9.7644398627512,,0.7764748004697998
2005,anomaly,E2,Je,27,38,4.425570754727112,,-0.6002739811089614
2006,anomaly,E2,Je,27,38,4.69263877649281,,-0.5314044197608551
2007,anomaly,E2,Je,27,38,8.913482755845115,,0.5570361634843105
2008,anomaly,E2,Je,27,38,0.40428504306865487,,-1.6372539279641942
2009,anomaly,E2,Je,27,38,5.428505608470909,,-0.3416444268051523
2010,anomaly,E2,Je,27,38,7.426515231098335,,0.17358778021799456
2011,anomaly,E2,Je,27,38,10.6796408074294,,1.0124801716432037
2012,anomaly,E2,Je,27,38,5.127175696223978,,-0.41934919557644257
2013,anomaly,E2,Je,27,38,9.466594498566929,,0.6996686016395498
2014,anomaly,E2,Je,27,38,8.532302518916957,,0.4587401730536763
2015,anomaly,E2,Je,27,38,3.9030093356253843,,-0.735028323740642
2016,anomaly,E2,Je,27,38,2.5552974408204894,,-1.0825664767744305
2017,anomaly,E2,Je,27,38,2.7951374972828678,,-1.0207182653222928
2018,anomaly,E2,Je,27,38,2.897294976336508,,-0.9943746367428108
2019,anomaly,E2,Je,27,38,7.995431919249792,,0.3202958828862437
2020,anomaly,E2,Je,27,38,4.0010266575945055,,-0.7097523287941122
2021,anomaly,E2,Je,27,38,4.686832841074677,,-0.5329016122095004
2022,anomaly,E2,Je,27,38,3.435749289611627,,-0.8555219500149824
2023,anomaly,E2,Je,27,38,5.351336805430105,,-0.36154415714366933
1979,anomaly,M,Je,40,48,9.754940203793467,,0.7740250974276676
1980,anomaly,M,Je,40,48,9.685836706555069,,0.7562051895593874
1981,anomaly,M,Je,40,48,2.816158443287991,,-1.015297536472303
1982,anomaly,M,Je,40,48,5.287143829477413,,-0.37809777545507445
1983,anomaly,M,Je,40,48,7.959876950167708,,0.3111272257469893
1984,anomaly,M,Je,40,48,4.3793140733875315,,-0.6122023180630236
1985,anomaly,M,Je,40,48,4.221062388665068,,-0.6530111129062957
1986,anomaly,M,Je,40,48,6.336524180880891,,-0.10749119361622399
1987,anomaly,M,Je,40,48,4.527296458064437,,-0.5740416957145857
1988,anomaly,M,Je,40,48,7.071524523824278,,0.08204535544178189
1989,anomaly,M,Je,40,48,12.958976387432,,1.600258672873232
1990,anomaly,M,Je,40,48,5.878081818714485,,-0.2257109796357169
1991,anomaly,M,Je,40,48,7.190963962390585,,0.11284553019629512
1992,anomaly,M,Je,40,48,3.3962831332234256,,-0.8656991957240766
1993,anomaly,M,Je,40,48,7.116052648692911,,0.09352794481014445
1994,anomaly,M,Je,40,48,4.042479926101467,,-0.6990626610471278
1995,anomaly,M,Je,40,48,8.310171384152373,,0.4014586096832207
1996,anomaly,M,Je,40,48,12.814284462508702,,1.5629465703826428
1997,anomaly,M,Je,40,48,-2.303494448506053,,-2.335516432696988
1998,anomaly,M,Je,40,48,0.6493770449603112,,-1.574051382977299
1999,anomaly,M,Je,40,48,2.335569373692978,,-1.1392283545196256
2000,anomaly,M,Je,40,48,10.299434305501968,,0.9144352809208979
2001,anomaly,M,Je,40,48,11.683049478070437,,1.2712319104064493
2002,anomaly,M,Je,40,48,3.012625414729117,,-0.9646340611034252
2003,anomaly,M,Je,40,48,3.83567958763308,,-0.752390830038669
2004,anomaly,M,Je,40,48,14.078140460855467,,1.888860574005574
2005,anomaly,M,Je,40,48,7.759986714461787,,0.25958098385767125
2006,anomaly,M,Je,40,48,15.70584306225484,,2.3086006964747936
2007,anomaly,M,Je,40,48,5.045307012334437,,-0.4404608970461379
2008,anomaly,M,Je,40,48,6.802897461960097,,0.012773760158662226
2009,anomaly,M,Je,40,48,9.63887912742593,,0.7440961101749978
2010,anomaly,M,Je,40,48,4.930773420418183,,-0.4699959877048598
2011,anomaly,M,Je,40,48,7.71512813958074,,0.2480131804406479
2012,anomaly,M,Je,40,48,5.2077082532298915,,-0.39858204480125764
2013,anomaly,M,Je,40,48,4.131218502906226,,-0.6761794014985152
2014,anomaly,M,Je,40,48,6.593323671467642,,-0.0412696064932155
2015,anomaly,M,Je,40,48,12.40541596245341,,1.4575105317970498
2016,anomaly,M,Je,40,48,1.6419337334538582,,-1.318098074536463
2017,anomaly,M,Je,40,48,7.289806491594979,,0.13833432358997258
2018,anomaly,M,Je,40,48,4.248504757261854,,-0.6459344742465323
2019,anomaly,M,Je,40,48,9.034639808541904,,0.5882792640932544
2020,anomaly,M,Je,40,48,9.522293008498982,,0.7140317287612573
2021,anomaly,M,Je,40,48,7.131540685953583,,0.09752188734670697
2022,anomaly,M,Je,40,48,4.9721279034231305,,-0.4593317940455115
2023,anomaly,M,Je,40,48,14.675103881585253,,2.0428011643267694
1979,local_background_removed,E1,Je,12,23,6.688651988719008,,0.2217643738539582
1980,local_background_removed,E1,Je,12,23,9.063042223292065,,0.8236220752482054
1981,local_background_removed,E1,Je,12,23,4.5822124182705615,,-0.3121735018735119
1982,local_background_removed,E1,Je,12,23,9.526646882563345,,0.9411360502140126
1983,local_background_removed,E1,Je,12,23,3.825944311163015,,-0.5038714704525354
1984,local_background_removed,E1,Je,12,23,7.269354101118578,,0.3689600763440475
1985,local_background_removed,E1,Je,12,23,13.474593836714554,,1.9418570961709412
1986,local_background_removed,E1,Je,12,23,3.6949243980913575,,-0.5370822470847771
1987,local_background_removed,E1,Je,12,23,9.969215090117585,,1.0533177296322918
1988,local_background_removed,E1,Je,12,23,0.9902311811040734,,-1.2226647679568288
1989,local_background_removed,E1,Je,12,23,3.086355972458984,,-0.6913414705515027
1990,local_background_removed,E1,Je,12,23,8.886078719639427,,0.7787655702018895
1991,local_background_removed,E1,Je,12,23,6.117570844736284,,0.07700738335494602
1992,local_background_removed,E1,Je,12,23,6.452591626519179,,0.16192806518187952
1993,local_background_removed,E1,Je,12,23,5.104390638608354,,-0.17981236812451243
1994,local_background_removed,E1,Je,12,23,6.589960202209741,,0.19674809350118805
1995,local_background_removed,E1,Je,12,23,2.8466553404596313,,-0.7521005106188232
1996,local_background_removed,E1,Je,12,23,2.9933436246030656,,-0.7149181333370583
1997,local_background_removed,E1,Je,12,23,7.589788350012378,,0.45018338061774116
1998,local_background_removed,E1,Je,12,23,5.075235692267469,,-0.18720253033689735
1999,local_background_removed,E1,Je,12,23,3.155092391191614,,-0.6739182423145774
2000,local_background_removed,E1,Je,12,23,4.282410910554197,,-0.3881668426821872
2001,local_background_removed,E1,Je,12,23,2.973180179035318,,-0.7200291402915554
2002,local_background_removed,E1,Je,12,23,6.862287436470016,,0.26577728712420395
2003,local_background_removed,E1,Je,12,23,10.090887823593972,,1.0841591939485484
2004,local_background_removed,E1,Je,12,23,8.47286025214243,,0.6740234290828183
2005,local_background_removed,E1,Je,12,23,13.655618638922252,,1.9877430544964327
2006,local_background_removed,E1,Je,12,23,-0.8947595369875333,,-1.7004700436949602
2007,local_background_removed,E1,Je,12,23,8.077210087207442,,0.5737344810587188
2008,local_background_removed,E1,Je,12,23,-2.6587778596607543,,-2.1476113760009974
2009,local_background_removed,E1,Je,12,23,11.248320623884398,,1.3775439268192853
2010,local_background_removed,E1,Je,12,23,7.171675978975748,,0.3442007384671542
2011,local_background_removed,E1,Je,12,23,5.906558756237512,,0.023520282245339932
2012,local_background_removed,E1,Je,12,23,2.9049906642235164,,-0.737313739952655
2013,local_background_removed,E1,Je,12,23,8.134528437310431,,0.5882634704128629
2014,local_background_removed,E1,Je,12,23,8.320644613363022,,0.6354399843153644
2015,local_background_removed,E1,Je,12,23,4.507009682495788,,-0.33123580470517033
2016,local_background_removed,E1,Je,12,23,4.655241273233842,,-0.29366223184566953
2017,local_background_removed,E1,Je,12,23,11.135652028528707,,1.3489848210612176
2018,local_background_removed,E1,Je,12,23,0.27088980453870737,,-1.4050025914171131
2019,local_background_removed,E1,Je,12,23,1.924310511993445,,-0.9858954152097053
2020,local_background_removed,E1,Je,12,23,5.72827806385205,,-0.021670102283588462
2021,local_background_removed,E1,Je,12,23,6.981900158608944,,0.29609658213974666
2022,local_background_removed,E1,Je,12,23,1.7659458881356505,,-1.0260374976312812
2023,local_background_removed,E1,Je,12,23,5.986279943175604,,0.043727916872681856
1979,local_background_removed,E2,Je,27,38,2.709808110325732,,-0.7867883888670119
1980,local_background_removed,E2,Je,27,38,5.6165023044605,,-0.05000289301000053
1981,local_background_removed,E2,Je,27,38,5.947288694579705,,0.03384446009598274
1982,local_background_removed,E2,Je,27,38,4.026726806262713,,-0.452977354893374
1983,local_background_removed,E2,Je,27,38,2.228938141597448,,-0.9086787545845784
1984,local_background_removed,E2,Je,27,38,6.60409350850451,,0.2003305876994091
1985,local_background_removed,E2,Je,27,38,8.032466345296616,,0.562392888903346
1986,local_background_removed,E2,Je,27,38,0.8983457436640978,,-1.245955782788337
1987,local_background_removed,E2,Je,27,38,2.949838035362228,,-0.7259458799799774
1988,local_background_removed,E2,Je,27,38,8.488547741179323,,0.6779998757321154
1989,local_background_removed,E2,Je,27,38,2.443262455103478,,-0.8543520744957709
1990,local_background_removed,E2,Je,27,38,4.908843240729378,,-0.22937949727092644
1991,local_background_removed,E2,Je,27,38,5.3884206992299974,,-0.10781675555691402
1992,local_background_removed,E2,Je,27,38,-1.5695378409431346,,-1.8715120708461763
1993,local_background_removed,E2,Je,27,38,8.49847338502482,,0.6805158164998649
1994,local_background_removed,E2,Je,27,38,6.9107959339826825,,0.2780731651925838
1995,local_background_removed,E2,Je,27,38,0.3489927272549206,,-1.3852051525405147
1996,local_background_removed,E2,Je,27,38,4.21425405897873,,-0.4054431629037684
1997,local_background_removed,E2,Je,27,38,19.152301586992717,,3.3810359160691643
1998,local_background_removed,E2,Je,27,38,10.053442863741664,,1.074667688661271
1999,local_background_removed,E2,Je,27,38,6.038228691567847,,0.05689582577089431
2000,local_background_removed,E2,Je,27,38,2.12481065850333,,-0.9350728690458278
2001,local_background_removed,E2,Je,27,38,3.174528060588008,,-0.6689917112256069
2002,local_background_removed,E2,Je,27,38,7.578143851546552,,0.44723174656092796
2003,local_background_removed,E2,Je,27,38,2.3617401542038476,,-0.8750162534152247
2004,local_background_removed,E2,Je,27,38,1.3493945284482325,,-1.1316244564233342
2005,local_background_removed,E2,Je,27,38,5.680696074070069,,-0.03373113023971841
2006,local_background_removed,E2,Je,27,38,2.867434900500239,,-0.7468333316775011
2007,local_background_removed,E2,Je,27,38,5.984759263181012,,0.043342456659455304
2008,local_background_removed,E2,Je,27,38,7.144080066353973,,0.33720575832590344
2009,local_background_removed,E2,Je,27,38,10.916801440653414,,1.2935108261594959
2010,local_background_removed,E2,Je,27,38,3.6162748661086703,,-0.5570182398485551
2011,local_background_removed,E2,Je,27,38,6.4729730124815,,0.16709431541652864
2012,local_background_removed,E2,Je,27,38,2.2229193331412986,,-0.9102043952184574
2013,local_background_removed,E2,Je,27,38,4.309170008437601,,-0.38138397737681967
2014,local_background_removed,E2,Je,27,38,4.74127918167286,,-0.2718534419290502
2015,local_background_removed,E2,Je,27,38,5.014565720751355,,-0.20258108482581813
2016,local_background_removed,E2,Je,27,38,4.8463468133544145,,-0.24522101968689583
2017,local_background_removed,E2,Je,27,38,2.36659871646784,,-0.8737847106495457
2018,local_background_removed,E2,Je,27,38,7.999283839884337,,0.5539818256572377
2019,local_background_removed,E2,Je,27,38,5.1719055440217065,,-0.16269876767659075
2020,local_background_removed,E2,Je,27,38,3.3983580084109506,,-0.61225555390051
2021,local_background_removed,E2,Je,27,38,6.83541132198803,,0.2589647605862293
2022,local_background_removed,E2,Je,27,38,6.475939521018464,,0.16784626258310076
2023,local_background_removed,E2,Je,27,38,0.44194103277369085,,-1.3616447231328033
1979,local_background_removed,M,Je,40,48,6.6340737106601075,,0.2079299348050238
1980,local_background_removed,M,Je,40,48,3.9031595242392303,,-0.4842990471928541
1981,local_background_removed,M,Je,40,48,0.7267073114891142,,-1.2894624948509068
1982,local_background_removed,M,Je,40,48,8.264335123128394,,0.6211667195984594
1983,local_background_removed,M,Je,40,48,6.322568948642202,,0.12897006657798396
1984,local_background_removed,M,Je,40,48,11.919672738242603,,1.547717487378277
1985,local_background_removed,M,Je,40,48,-0.7372049731914294,,-1.6605332943646434
1986,local_background_removed,M,Je,40,48,5.240459633547212,,-0.14532175603704664
1987,local_background_removed,M,Je,40,48,2.673455711476985,,-0.796002953049722
1988,local_background_removed,M,Je,40,48,3.4013669913921003,,-0.6114928403607558
1989,local_background_removed,M,Je,40,48,10.54543453122061,,1.1993771697661095
1990,local_background_removed,M,Je,40,48,7.271412934269636,,0.36948194699942966
1991,local_background_removed,M,Je,40,48,13.079839769479848,,1.8417952899596168
1992,local_background_removed,M,Je,40,48,15.397305676740197,,2.4292238784426914
1993,local_background_removed,M,Je,40,48,5.664787304993889,,-0.03776366669846244
1994,local_background_removed,M,Je,40,48,5.616252672228465,,-0.05006616950060379
1995,local_background_removed,M,Je,40,48,9.321834566196863,,0.889220460202446
1996,local_background_removed,M,Je,40,48,5.735534212282386,,-0.019830822138451547
1997,local_background_removed,M,Je,40,48,-3.8265792960119183,,-2.443624338795882
1998,local_background_removed,M,Je,40,48,1.828848263425735,,-1.0100930760054334
1999,local_background_removed,M,Je,40,48,2.1758547845653995,,-0.922134262773755
2000,local_background_removed,M,Je,40,48,8.608909662644429,,0.7085090769297901
2001,local_background_removed,M,Je,40,48,8.060401329005325,,0.5694738163931076
2002,local_background_removed,M,Je,40,48,4.1178343230151055,,-0.42988352650160044
2003,local_background_removed,M,Je,40,48,9.042837967619954,,0.8185007237954671
2004,local_background_removed,M,Je,40,48,10.46336135416486,,1.178573355393204
2005,local_background_removed,M,Je,40,48,4.8038142938651935,,-0.25600211373013826
2006,local_background_removed,M,Je,40,48,12.994029716214321,,1.820044256509888
2007,local_background_removed,M,Je,40,48,2.2354998180660157,,-0.9070155083922881
2008,local_background_removed,M,Je,40,48,7.950048114613998,,0.5415016107345996
2009,local_background_removed,M,Je,40,48,17.593921804275805,,2.9860196039784452
2010,local_background_removed,M,Je,40,48,1.8867069045809517,,-0.9954271342977786
2011,local_background_removed,M,Je,40,48,1.2593072496839564,,-1.1544596760651802
2012,local_background_removed,M,Je,40,48,4.4347638498823425,,-0.3495485951298076
2013,local_background_removed,M,Je,40,48,5.430050022275963,,-0.09726460270763795
2014,local_background_removed,M,Je,40,48,5.650332401307544,,-0.04142767903302428
2015,local_background_removed,M,Je,40,48,13.292220631598418,,1.8956293462295606
2016,local_background_removed,M,Je,40,48,-1.3042422778010772,,-1.8042652571178164
2017,local_background_removed,M,Je,40,48,3.858341056319292,,-0.49565958081093314
2018,local_background_removed,M,Je,40,48,4.331241187938493,,-0.37578940022263285
2019,local_background_removed,M,Je,40,48,6.949070090523796,,0.28777485430131633
2020,local_background_removed,M,Je,40,48,7.218312073669986,,0.3560220020261013
2021,local_background_removed,M,Je,40,48,5.138224917609883,,-0.17123609405983511
2022,local_background_removed,M,Je,40,48,10.63638595251921,,1.2224314312620754
2023,local_background_removed,M,Je,40,48,17.57788684901152,,2.981955081990105
1979,raw,E1,Je,12,23,52.461326107542405,,1.3138810722790217
1980,raw,E1,Je,12,23,46.63505378668071,,0.3688256498023801
1981,raw,E1,Je,12,23,53.72008025767434,,1.5180583523020783
1982,raw,E1,Je,12,23,48.11445891081556,,0.6087938074178808
1983,raw,E1,Je,12,23,42.02983359730545,,-0.37816798042743954
1984,raw,E1,Je,12,23,38.00923826263675,,-1.0303320423453304
1985,raw,E1,Je,12,23,47.66201887585001,,0.535405389430842
1986,raw,E1,Je,12,23,49.53611381748106,,0.8393945422348982
1987,raw,E1,Je,12,23,50.88675165002867,,1.0584758925660198
1988,raw,E1,Je,12,23,47.05091191509024,,0.4362802687406672
1989,raw,E1,Je,12,23,50.12090060403022,,0.9342503768381178
1990,raw,E1,Je,12,23,49.443839718337614,,0.8244271440517726
1991,raw,E1,Je,12,23,48.150056356046285,,0.6145679210859215
1992,raw,E1,Je,12,23,49.02828709576375,,0.75702207994558
1993,raw,E1,Je,12,23,56.840996705597455,,2.02428924055724
1994,raw,E1,Je,12,23,48.94955850344055,,0.744251842136306
1995,raw,E1,Je,12,23,55.72189261967384,,1.8427640171427841
1996,raw,E1,Je,12,23,52.581943408172194,,1.333445903396943
1997,raw,E1,Je,12,23,57.1654783258048,,2.076922055809103
1998,raw,E1,Je,12,23,31.168970379878708,,-2.1398634713255027
1999,raw,E1,Je,12,23,51.28853076274949,,1.1236468128738617
2000,raw,E1,Je,12,23,56.928582703998714,,2.038496201400069
2001,raw,E1,Je,12,23,45.907662881943885,,0.2508385937699468
2002,raw,E1,Je,12,23,41.74759416116771,,-0.42394886653598113
2003,raw,E1,Je,12,23,43.93505895959598,,-0.06912929144861897
2004,raw,E1,Je,12,23,47.91929912992032,,0.5771377503324612
2005,raw,E1,Je,12,23,57.83045803982438,,2.184785651940879
2006,raw,E1,Je,12,23,51.17698882955379,,1.1055540593953341
2007,raw,E1,Je,12,23,53.81977624060917,,1.5342296234138564
2008,raw,E1,Je,12,23,42.14407286808425,,-0.3596377030281645
2009,raw,E1,Je,12,23,44.753867013330805,,0.0636861604448478
2010,raw,E1,Je,12,23,52.52714661405642,,1.3245575431278869
2011,raw,E1,Je,12,23,51.222944943089075,,1.1130084096042938
2012,raw,E1,Je,12,23,42.67551024130477,,-0.2734354550710153
2013,raw,E1,Je,12,23,52.08512709958373,,1.252859394468209
2014,raw,E1,Je,12,23,50.46752320707758,,0.9904745889110668
2015,raw,E1,Je,12,23,38.52602235106016,,-0.9465066428243613
2016,raw,E1,Je,12,23,52.31285312508774,,1.2897978867647364
2017,raw,E1,Je,12,23,56.441100013461636,,1.9594236598702162
2018,raw,E1,Je,12,23,34.595304753992565,,-1.584092010406988
2019,raw,E1,Je,12,23,41.933377674597935,,-0.39381369483360057
2020,raw,E1,Je,12,23,51.301353079645956,,1.1257266676153457
2021,raw,E1,Je,12,23,51.52321695818429,,1.161714285412336
2022,raw,E1,Je,12,23,45.525862476588365,,0.1889083365636292
2023,raw,E1,Je,12,23,43.933541147278234,,-0.06937548947751117
1979,raw,E2,Je,27,38,49.23946256252899,,0.7912759748838465
1980,raw,E2,Je,27,38,49.47001152126472,,0.8286723634493782
1981,raw,E2,Je,27,38,39.41920535261889,,-0.80162713970457
1982,raw,E2,Je,27,38,39.47041620037869,,-0.7933204408927521
1983,raw,E2,Je,27,38,40.1531827683154,,-0.6825717130991769
1984,raw,E2,Je,27,38,40.76299098208337,,-0.5836572567616845
1985,raw,E2,Je,27,38,34.790892595256054,,-1.5523665194280112
1986,raw,E2,Je,27,38,38.70824629302106,,-0.9169488544184553
1987,raw,E2,Je,27,38,39.750868061053225,,-0.747829509971945
1988,raw,E2,Je,27,38,47.19501415367893,,0.45965449405479164
1989,raw,E2,Je,27,38,47.925945050918386,,0.5782157575608714
1990,raw,E2,Je,27,38,37.801035887509116,,-1.0641036844435467
1991,raw,E2,Je,27,38,48.464859346915645,,0.6656308060917759
1992,raw,E2,Je,27,38,33.578732107776915,,-1.7489860350490494
1993,raw,E2,Je,27,38,51.480774103701215,,1.1548298063551181
1994,raw,E2,Je,27,38,44.692439448933605,,0.05372225048217025
1995,raw,E2,Je,27,38,39.67162131053779,,-0.7606837960684094
1996,raw,E2,Je,27,38,46.29309236770608,,0.31335750902862697
1997,raw,E2,Je,27,38,41.41074563741919,,-0.4785876658214066
1998,raw,E2,Je,27,38,39.46218546232803,,-0.7946555147096611
1999,raw,E2,Je,27,38,47.10384945332206,,0.44486704683880296
2000,raw,E2,Je,27,38,49.784255545775764,,0.8796445808449975
2001,raw,E2,Je,27,38,45.89623325884562,,0.248984642102222
2002,raw,E2,Je,27,38,36.168919258199494,,-1.3288425407308602
2003,raw,E2,Je,27,38,37.649703049122124,,-1.0886507553046727
2004,raw,E2,Je,27,38,37.97762913766436,,-1.035459227157468
2005,raw,E2,Je,27,38,43.107421635551624,,-0.20337690258954358
