year,mode,cluster_id,object,window_day_min,window_day_max,strength_raw,note,strength_z
2007,raw,M,P,40,48,3.9392902156750025,,-1.3688336971540342
2008,raw,M,P,40,48,11.694840540137383,,3.69914421299532
2009,raw,M,P,40,48,3.8509800539352725,,-1.4265412653103524
2010,raw,M,P,40,48,6.42939932292008,,0.2583645571819139
2011,raw,M,P,40,48,6.69265664823876,,0.43039391081679707
2012,raw,M,P,40,48,7.820069136566519,,1.1671181079958899
2013,raw,M,P,40,48,8.755098730359169,,1.7781268860229429
2014,raw,M,P,40,48,7.823158744221002,,1.169137057353302
2015,raw,M,P,40,48,7.7143463760610755,,1.098032022234627
2016,raw,M,P,40,48,6.110739364180532,,0.05013154157665624
2017,raw,M,P,40,48,7.487239118751426,,0.9496254598209282
2018,raw,M,P,40,48,2.974760275674031,,-1.999119908331635
2019,raw,M,P,40,48,6.094318650571004,,0.03940118584941831
2020,raw,M,P,40,48,6.821584816986993,,0.5146439103495316
2021,raw,M,P,40,48,7.7751531830793805,,1.1377671205658788
2022,raw,M,P,40,48,9.707990361256202,,2.400807873717665
2023,raw,M,P,40,48,5.169519261133369,,-0.5649225153592946
1979,anomaly,E1,V,12,23,1.320317466248341,,-0.19498709538714407
1980,anomaly,E1,V,12,23,0.9997717932694211,,-0.7812269285126516
1981,anomaly,E1,V,12,23,1.5294819059841764,,0.18754973659370866
1982,anomaly,E1,V,12,23,0.9029956800898868,,-0.9582189057047331
1983,anomaly,E1,V,12,23,2.7229767223585424,,2.3703095145847826
1984,anomaly,E1,V,12,23,0.866512667163323,,-1.024941988288322
1985,anomaly,E1,V,12,23,1.4451282862117343,,0.03327701932579817
1986,anomaly,E1,V,12,23,1.015204199409204,,-0.753002896922912
1987,anomaly,E1,V,12,23,1.0070508056950576,,-0.7679144823015801
1988,anomaly,E1,V,12,23,1.2687484946431482,,-0.28930059844375966
1989,anomaly,E1,V,12,23,1.130696827519809,,-0.5417806445631368
1990,anomaly,E1,V,12,23,1.1816142662099633,,-0.44865871755819065
1991,anomaly,E1,V,12,23,0.6551751185586745,,-1.4114531773983077
1992,anomaly,E1,V,12,23,0.6143694192297445,,-1.4860819382324455
1993,anomaly,E1,V,12,23,0.7774649793692258,,-1.187799596527061
1994,anomaly,E1,V,12,23,1.224426235942566,,-0.3703607272637911
1995,anomaly,E1,V,12,23,1.9648874063197983,,0.9838545049175328
1996,anomaly,E1,V,12,23,1.6022357704848966,,0.3206078839328021
1997,anomaly,E1,V,12,23,2.48462672822149,,1.9343957819493705
1998,anomaly,E1,V,12,23,1.8849693666482419,,0.8376939350200504
1999,anomaly,E1,V,12,23,1.1823925963631043,,-0.44723524446977386
2000,anomaly,E1,V,12,23,0.9582969237428814,,-0.8570795218862636
2001,anomaly,E1,V,12,23,1.0246435657394077,,-0.7357394208921715
2002,anomaly,E1,V,12,23,1.4884372531779708,,0.11248395832819837
2003,anomaly,E1,V,12,23,1.9866723719878854,,1.0236966107841252
2004,anomaly,E1,V,12,23,1.2623684245255777,,-0.30096898630965835
2005,anomaly,E1,V,12,23,1.0818449766223235,,-0.6311248576728159
2006,anomaly,E1,V,12,23,1.1844723865495013,,-0.4434315560890245
2007,anomaly,E1,V,12,23,0.8465112895489014,,-1.0615221241734503
2008,anomaly,E1,V,12,23,1.2942757081496667,,-0.24261436728317
2009,anomaly,E1,V,12,23,1.3482782280083048,,-0.1438501945021922
2010,anomaly,E1,V,12,23,1.165578145030881,,-0.4779868720038251
2011,anomaly,E1,V,12,23,1.9373815324171448,,0.9335495397098967
2012,anomaly,E1,V,12,23,1.4986014373575305,,0.13107303982134907
2013,anomaly,E1,V,12,23,0.7448522003261577,,-1.2474444825936546
2014,anomaly,E1,V,12,23,1.3890385103556684,,-0.06930449591452648
2015,anomaly,E1,V,12,23,1.2429627713463691,,-0.3364596132014426
2016,anomaly,E1,V,12,23,1.9192186485166722,,0.9003317897152142
2017,anomaly,E1,V,12,23,1.0445197562751332,,-0.6993882372541358
2018,anomaly,E1,V,12,23,1.0160411147534103,,-0.7514722785022417
2019,anomaly,E1,V,12,23,0.980511925414107,,-0.816450931421782
2020,anomaly,E1,V,12,23,1.6219964281896602,,0.3567477717922545
2021,anomaly,E1,V,12,23,2.7238154399172334,,2.3718434290409567
2022,anomaly,E1,V,12,23,1.1433101734582503,,-0.5187123381050042
2023,anomaly,E1,V,12,23,1.1330638178753056,,-0.5374517013017275
1979,anomaly,E2,V,27,38,0.787034537020319,,-1.1702980160866636
1980,anomaly,E2,V,27,38,1.1842221169498528,,-0.4438892693595573
1981,anomaly,E2,V,27,38,1.0443112345317267,,-0.699769598671127
1982,anomaly,E2,V,27,38,1.9549548896874769,,0.965689115758056
1983,anomaly,E2,V,27,38,1.1824156955916674,,-0.44719299873370677
1984,anomaly,E2,V,27,38,1.3682222631547152,,-0.10737493115695963
1985,anomaly,E2,V,27,38,2.4510231218599796,,1.872938790804515
1986,anomaly,E2,V,27,38,0.9700146493470645,,-0.8356491982791235
1987,anomaly,E2,V,27,38,1.142580933342002,,-0.520046031366513
1988,anomaly,E2,V,27,38,1.1497367413198862,,-0.5069589114068282
1989,anomaly,E2,V,27,38,0.7425419939594566,,-1.2516695747070938
1990,anomaly,E2,V,27,38,1.231389213517419,,-0.35762627112965106
1991,anomaly,E2,V,27,38,1.4453381160240666,,0.03366077304495861
1992,anomaly,E2,V,27,38,1.6213308492559066,,0.35553050724636504
1993,anomaly,E2,V,27,38,1.4663278407770175,,0.07204847805487617
1994,anomaly,E2,V,27,38,1.4477612195999319,,0.03809234069882771
1995,anomaly,E2,V,27,38,1.0416438909776102,,-0.7046478521366057
1996,anomaly,E2,V,27,38,1.068223578965812,,-0.6560367705833188
1997,anomaly,E2,V,27,38,2.012646207219688,,1.0711996598517153
1998,anomaly,E2,V,27,38,2.058162618049415,,1.1544437505964564
1999,anomaly,E2,V,27,38,2.0835768090977123,,1.200923277151018
2000,anomaly,E2,V,27,38,2.420654041365164,,1.8173973619778447
2001,anomaly,E2,V,27,38,0.8189162834382425,,-1.1119901015667182
2002,anomaly,E2,V,27,38,1.744667978048713,,0.5810994164433677
2003,anomaly,E2,V,27,38,1.052715571423744,,-0.6843990681276348
2004,anomaly,E2,V,27,38,1.1596972699516515,,-0.48874229163884936
2005,anomaly,E2,V,27,38,1.3372495141032936,,-0.1640203978282183
2006,anomaly,E2,V,27,38,0.8853754251773769,,-0.9904442519511573
2007,anomaly,E2,V,27,38,1.3173097867507921,,-0.20048778273179593
2008,anomaly,E2,V,27,38,1.8679130774800412,,0.8065000149063201
2009,anomaly,E2,V,27,38,3.106555158322537,,3.0718287589417748
2010,anomaly,E2,V,27,38,1.0228977722262351,,-0.7389322691634418
2011,anomaly,E2,V,27,38,1.8128102607709673,,0.7057235303196843
2012,anomaly,E2,V,27,38,1.3207987849886695,,-0.1941068207748303
2013,anomaly,E2,V,27,38,1.448870929380419,,0.040121867631712785
2014,anomaly,E2,V,27,38,0.939396873479323,,-0.8916454613032679
2015,anomaly,E2,V,27,38,0.6712386600509709,,-1.3820748744677678
2016,anomaly,E2,V,27,38,1.2591941316293542,,-0.30677438970343907
2017,anomaly,E2,V,27,38,0.9842784111344475,,-0.8095624779304532
2018,anomaly,E2,V,27,38,0.9764517763735052,,-0.8238764601269648
2019,anomaly,E2,V,27,38,1.6469130995893833,,0.4023173942041514
2020,anomaly,E2,V,27,38,0.8878773097002421,,-0.9858686033343679
2021,anomaly,E2,V,27,38,0.6842217045917812,,-1.3583304333267194
2022,anomaly,E2,V,27,38,1.2449972508838603,,-0.33273879259740186
2023,anomaly,E2,V,27,38,0.7971224516765798,,-1.1518484224617964
1979,anomaly,M,V,40,48,1.9780776901036534,,1.0079779619352596
1980,anomaly,M,V,40,48,1.9129706680640033,,0.8889049781039249
1981,anomaly,M,V,40,48,1.7782020806731873,,0.6424292935366649
1982,anomaly,M,V,40,48,1.0908405061015638,,-0.6146731063458458
1983,anomaly,M,V,40,48,1.4274436177910077,,0.0009338684496717566
1984,anomaly,M,V,40,48,1.0048251036046902,,-0.7719850261648561
1985,anomaly,M,V,40,48,1.6358136362401796,,0.38201779857664236
1986,anomaly,M,V,40,48,1.5894717231296855,,0.2972639625440485
1987,anomaly,M,V,40,48,1.376875130776416,,-0.09154986752886135
1988,anomaly,M,V,40,48,1.268492455361418,,-0.2897688637751869
1989,anomaly,M,V,40,48,1.309384430028362,,-0.2149823156301488
1990,anomaly,M,V,40,48,1.0352735932902872,,-0.7162983673922637
1991,anomaly,M,V,40,48,1.1606656700652025,,-0.48697120324545146
1992,anomaly,M,V,40,48,0.958675507565401,,-0.8563871371946367
1993,anomaly,M,V,40,48,2.0949597275068657,,1.2217412783008954
1994,anomaly,M,V,40,48,1.904491970940169,,0.8733984515587198
1995,anomaly,M,V,40,48,1.0092952844926462,,-0.7638095980786113
1996,anomaly,M,V,40,48,3.0771366703436644,,3.0180258505347934
1997,anomaly,M,V,40,48,1.217308621856204,,-0.3833779951478441
1998,anomaly,M,V,40,48,1.6419867618356492,,0.39330770957534383
1999,anomaly,M,V,40,48,0.7630649707149593,,-1.2141354961573085
2000,anomaly,M,V,40,48,1.959453794295393,,0.9739170761048043
2001,anomaly,M,V,40,48,1.394828293009926,,-0.05871567346834675
2002,anomaly,M,V,40,48,1.1283964823196213,,-0.5459877017782807
2003,anomaly,M,V,40,48,1.0029968119159585,,-0.7753287537670607
2004,anomaly,M,V,40,48,2.2361639589377797,,1.4799869888150363
2005,anomaly,M,V,40,48,2.2114993837967605,,1.4348784204153824
2006,anomaly,M,V,40,48,2.793754603867679,,2.49975382453066
2007,anomaly,M,V,40,48,1.4409284229105348,,0.025595969889179993
2008,anomaly,M,V,40,48,3.554457654170929,,3.8909890426618663
2009,anomaly,M,V,40,48,1.1126884585652554,,-0.5747158051368824
2010,anomaly,M,V,40,48,1.3532702556182519,,-0.13472037095531256
2011,anomaly,M,V,40,48,1.0834950457173387,,-0.6281070779538837
2012,anomaly,M,V,40,48,1.0707243238964705,,-0.6514632061448586
2013,anomaly,M,V,40,48,1.3660343070519982,,-0.11137644210740401
2014,anomaly,M,V,40,48,1.621635404486201,,0.3560875024655672
2015,anomaly,M,V,40,48,1.963228603558152,,0.9808207523632141
2016,anomaly,M,V,40,48,1.2392303079337796,,-0.3432858439466862
2017,anomaly,M,V,40,48,1.2319678854133398,,-0.35656794919834434
2018,anomaly,M,V,40,48,2.2553848927234035,,1.5151397859508802
2019,anomaly,M,V,40,48,1.5612483609077703,,0.24564679671100845
2020,anomaly,M,V,40,48,1.3520608828201708,,-0.13693216966950145
2021,anomaly,M,V,40,48,2.5819599321216633,,2.1124066116752203
2022,anomaly,M,V,40,48,1.966554660659039,,0.9869037144000095
2023,anomaly,M,V,40,48,1.2394139534819886,,-0.34294997812595707
1979,local_background_removed,E1,V,12,23,1.3424448989061064,,-0.24775839473868042
1980,local_background_removed,E1,V,12,23,1.0217079791950419,,-0.916260115800248
1981,local_background_removed,E1,V,12,23,1.738628749205272,,0.5779949548301193
1982,local_background_removed,E1,V,12,23,1.3482191577796874,,-0.23572329133268255
1983,local_background_removed,E1,V,12,23,1.0812052485541257,,-0.7922518569417368
1984,local_background_removed,E1,V,12,23,0.6944686810000805,,-1.5983145367237293
1985,local_background_removed,E1,V,12,23,1.807094593142322,,0.7206961273271362
1986,local_background_removed,E1,V,12,23,1.053766115148009,,-0.8494423666060164
1987,local_background_removed,E1,V,12,23,1.3820877259213367,,-0.16513211613221038
1988,local_background_removed,E1,V,12,23,1.07645618336488,,-0.8021501818845101
1989,local_background_removed,E1,V,12,23,1.061346365133161,,-0.8336430935890032
1990,local_background_removed,E1,V,12,23,1.4831771540149767,,0.04556535119586006
1991,local_background_removed,E1,V,12,23,0.8009886327048649,,-1.3762984024221596
1992,local_background_removed,E1,V,12,23,0.8535500420773963,,-1.2667463350810744
1993,local_background_removed,E1,V,12,23,0.916636227629662,,-1.135257812790311
1994,local_background_removed,E1,V,12,23,1.0224026063851395,,-0.914812326526426
1995,local_background_removed,E1,V,12,23,1.27345821451415,,-0.3915451383661342
1996,local_background_removed,E1,V,12,23,1.6018369868353834,,0.2928842520968819
1997,local_background_removed,E1,V,12,23,2.3924532291112888,,1.940740442574723
1998,local_background_removed,E1,V,12,23,1.402139997379321,,-0.1233378069740003
1999,local_background_removed,E1,V,12,23,1.9620751743196159,,1.0437172043564824
2000,local_background_removed,E1,V,12,23,0.7098800623792723,,-1.5661930865794587
2001,local_background_removed,E1,V,12,23,0.9742609730079677,,-1.0151523958778002
2002,local_background_removed,E1,V,12,23,1.2763542792891438,,-0.3855089630230112
2003,local_background_removed,E1,V,12,23,1.933360269891311,,0.9838676458842839
2004,local_background_removed,E1,V,12,23,0.7790484485892527,,-1.4220276276541886
2005,local_background_removed,E1,V,12,23,1.698590970157847,,0.494545490313225
2006,local_background_removed,E1,V,12,23,1.5122673663361639,,0.10619715192612429
2007,local_background_removed,E1,V,12,23,1.3461525487377979,,-0.24003065857468595
2008,local_background_removed,E1,V,12,23,1.1772640181318197,,-0.5920396305363906
2009,local_background_removed,E1,V,12,23,2.060652186220376,,1.2491781228317544
2010,local_background_removed,E1,V,12,23,1.102634323487718,,-0.7475879202587732
2011,local_background_removed,E1,V,12,23,1.5228544263668315,,0.12826342311766406
2012,local_background_removed,E1,V,12,23,1.1140646277371213,,-0.72376410206576
2013,local_background_removed,E1,V,12,23,1.3423064353967413,,-0.24804698981029913
2014,local_background_removed,E1,V,12,23,1.1617980524584175,,-0.624274848982282
2015,local_background_removed,E1,V,12,23,0.849496860354389,,-1.2751942523337765
2016,local_background_removed,E1,V,12,23,0.8142114906531838,,-1.3487384217882905
2017,local_background_removed,E1,V,12,23,1.020237275445576,,-0.9193254566676958
2018,local_background_removed,E1,V,12,23,1.1657043057736958,,-0.6161331699185859
2019,local_background_removed,E1,V,12,23,0.9453534762310764,,-1.0754033684329467
2020,local_background_removed,E1,V,12,23,1.0798109114281649,,-0.7951580292940951
2021,local_background_removed,E1,V,12,23,1.9643571872063292,,1.0484735309547013
2022,local_background_removed,E1,V,12,23,1.0187140854742938,,-0.9225001928914619
2023,local_background_removed,E1,V,12,23,1.4800141440115837,,0.03897279043638149
1979,local_background_removed,E2,V,27,38,1.4530490674186947,,-0.017229657748075108
1980,local_background_removed,E2,V,27,38,1.1235195030204967,,-0.7040576073938875
1981,local_background_removed,E2,V,27,38,1.8382710173996972,,0.7856761529860969
1982,local_background_removed,E2,V,27,38,2.130694041795744,,1.395164126066616
1983,local_background_removed,E2,V,27,38,0.952522214711006,,-1.0604617957072673
1984,local_background_removed,E2,V,27,38,1.0967364342177388,,-0.7598807025526341
1985,local_background_removed,E2,V,27,38,2.358279561741621,,1.8695133587946935
1986,local_background_removed,E2,V,27,38,1.4425391648680246,,-0.03913511206758896
1987,local_background_removed,E2,V,27,38,1.2007981546260669,,-0.5429881812542975
1988,local_background_removed,E2,V,27,38,1.6280495294430843,,0.34751821772339414
1989,local_background_removed,E2,V,27,38,0.849616826846042,,-1.2749442100055906
1990,local_background_removed,E2,V,27,38,1.5560540208345073,,0.19746027784888973
1991,local_background_removed,E2,V,27,38,1.7196729327592912,,0.5384859518451155
1992,local_background_removed,E2,V,27,38,1.9165524603697437,,0.9488356651489049
1993,local_background_removed,E2,V,27,38,1.2973869374094218,,-0.3416712652469907
1994,local_background_removed,E2,V,27,38,1.791175449802533,,0.6875163651405394
1995,local_background_removed,E2,V,27,38,1.2280173499162175,,-0.48625608158280187
1996,local_background_removed,E2,V,27,38,2.2082792004185885,,1.5568723949959604
1997,local_background_removed,E2,V,27,38,2.873219476875646,,2.942786182579682
1998,local_background_removed,E2,V,27,38,0.8097531716884627,,-1.3580307536584173
1999,local_background_removed,E2,V,27,38,1.7420392952816748,,0.5851034471230828
2000,local_background_removed,E2,V,27,38,1.8801203037062983,,0.8729012842443368
2001,local_background_removed,E2,V,27,38,1.0512087572030784,,-0.8547725861176858
2002,local_background_removed,E2,V,27,38,1.3640015792105982,,-0.2028284942554165
2003,local_background_removed,E2,V,27,38,1.3271156512838371,,-0.2797086561158163
2004,local_background_removed,E2,V,27,38,1.1582991597384482,,-0.6315674793636437
2005,local_background_removed,E2,V,27,38,1.3940933447596697,,-0.14010918811050074
2006,local_background_removed,E2,V,27,38,2.2813017294376885,,1.7090709207207575
2007,local_background_removed,E2,V,27,38,0.7542570166434315,,-1.4736996177022692
2008,local_background_removed,E2,V,27,38,1.5860671292191455,,0.260015641377393
2009,local_background_removed,E2,V,27,38,2.596412872313289,,2.3658470147475454
2010,local_background_removed,E2,V,27,38,1.1629124927847723,,-0.6219520565926198
2011,local_background_removed,E2,V,27,38,2.1159844823378573,,1.3645054609447056
2012,local_background_removed,E2,V,27,38,1.835920688853001,,0.7807774382390017
2013,local_background_removed,E2,V,27,38,1.3611157534146006,,-0.20884332882153434
2014,local_background_removed,E2,V,27,38,1.268964735284522,,-0.4009107536537874
2015,local_background_removed,E2,V,27,38,1.0297894417374194,,-0.8994161814532425
2016,local_background_removed,E2,V,27,38,1.0082754023386744,,-0.9442572068581243
2017,local_background_removed,E2,V,27,38,0.9529535936702813,,-1.0595626863157912
2018,local_background_removed,E2,V,27,38,1.153422668837548,,-0.6417313936486896
2019,local_background_removed,E2,V,27,38,1.8376404645675992,,0.7843619118508466
2020,local_background_removed,E2,V,27,38,1.3195627925794169,,-0.29545083836096675
2021,local_background_removed,E2,V,27,38,1.3342986657363245,,-0.2647373284363472
2022,local_background_removed,E2,V,27,38,1.309915006296766,,-0.3155594112692444
2023,local_background_removed,E2,V,27,38,1.4119686540872878,,-0.1028522516131826
1979,local_background_removed,M,V,40,48,1.7758228085789245,,0.6555173452270581
1980,local_background_removed,M,V,40,48,1.876761907610849,,0.8659014864915966
1981,local_background_removed,M,V,40,48,1.606547517228628,,0.30270226019471375
1982,local_background_removed,M,V,40,48,1.6682248840021783,,0.4312544264866614
1983,local_background_removed,M,V,40,48,1.5557640658548804,,0.19685593394272022
1984,local_background_removed,M,V,40,48,1.2819930925308742,,-0.37375616462288513
1985,local_background_removed,M,V,40,48,1.2010580017177315,,-0.542446590257704
1986,local_background_removed,M,V,40,48,1.369646874300215,,-0.19106218594669733
1987,local_background_removed,M,V,40,48,1.206873639880064,,-0.5303252413213456
1988,local_background_removed,M,V,40,48,1.304740448224503,,-0.3263445774426833
1989,local_background_removed,M,V,40,48,1.2187112889095375,,-0.505652407409195
1990,local_background_removed,M,V,40,48,1.0074213189719987,,-0.94603734554957
1991,local_background_removed,M,V,40,48,2.3942491286931227,,1.9444835787325163
1992,local_background_removed,M,V,40,48,1.711415282211056,,0.5212747944629432
1993,local_background_removed,M,V,40,48,2.292200674368162,,1.7317872436509032
1994,local_background_removed,M,V,40,48,2.3568286913362644,,1.8664893559331215
1995,local_background_removed,M,V,40,48,1.108098044717944,,-0.7362000605477769
1996,local_background_removed,M,V,40,48,2.8031967028535214,,2.796839950416997
1997,local_background_removed,M,V,40,48,1.4101906315466697,,-0.10655812722475927
1998,local_background_removed,M,V,40,48,1.1599379569372594,,-0.6281517866867199
1999,local_background_removed,M,V,40,48,1.21568754402305,,-0.5119547023320528
2000,local_background_removed,M,V,40,48,1.7826360935197605,,0.669718057490351
2001,local_background_removed,M,V,40,48,1.0051046145195244,,-0.9508659786706501
2002,local_background_removed,M,V,40,48,1.4691731815125089,,0.0163773184367
2003,local_background_removed,M,V,40,48,1.3141018715024635,,-0.3068328618019021
2004,local_background_removed,M,V,40,48,1.8813648433971972,,0.8754952385856232
2005,local_background_removed,M,V,40,48,1.783301832903464,,0.6711056368316541
2006,local_background_removed,M,V,40,48,3.0163704536887437,,3.24115119293586
2007,local_background_removed,M,V,40,48,0.9739132528887957,,-1.0158771378199614
2008,local_background_removed,M,V,40,48,2.7694635636121805,,2.7265310453493776
2009,local_background_removed,M,V,40,48,2.2486737747332937,,1.6410655164964605
2010,local_background_removed,M,V,40,48,1.631924783376864,,0.3555952857660007
2011,local_background_removed,M,V,40,48,1.3091402933462906,,-0.31717412073639284
2012,local_background_removed,M,V,40,48,1.4319885388904583,,-0.061125444925539126
2013,local_background_removed,M,V,40,48,1.4300270395646186,,-0.06521373534238972
2014,local_background_removed,M,V,40,48,1.4376206258920667,,-0.04938666581293969
2015,local_background_removed,M,V,40,48,1.737405088924391,,0.575444518776482
2016,local_background_removed,M,V,40,48,1.623938012988804,,0.3389487152528477
2017,local_background_removed,M,V,40,48,0.6268407627523743,,-1.7392692474602711
2018,local_background_removed,M,V,40,48,1.6978443844999371,,0.4929894056639048
2019,local_background_removed,M,V,40,48,1.3525844732132635,,-0.22662480375304525
2020,local_background_removed,M,V,40,48,1.1313770770975797,,-0.6876803166266421
2021,local_background_removed,M,V,40,48,1.866097950937055,,0.8436749420819935
2022,local_background_removed,M,V,40,48,1.482279260176068,,0.04369389973594753
2023,local_background_removed,M,V,40,48,1.6717020485970084,,0.43850176963054494
1979,raw,E1,V,12,23,2.0464017317625407,,-0.5618399685835553
1980,raw,E1,V,12,23,2.449534059286205,,0.05297765736061142
1981,raw,E1,V,12,23,1.9321424437168893,,-0.7360969542483292
1982,raw,E1,V,12,23,1.3251831354884676,,-1.6617713679625368
1983,raw,E1,V,12,23,4.179518477310717,,2.691379095776128
1984,raw,E1,V,12,23,1.7508655124934032,,-1.0125626328454527
1985,raw,E1,V,12,23,1.329977495798751,,-1.6544594829495038
1986,raw,E1,V,12,23,2.4046757704735153,,-0.015435776017828735
1987,raw,E1,V,12,23,1.6024950497530617,,-1.238842614464886
1988,raw,E1,V,12,23,1.7201499200363406,,-1.059407022006506
1989,raw,E1,V,12,23,2.08111458645597,,-0.5088993496968048
1990,raw,E1,V,12,23,2.4861490500706656,,0.10881922642145045
1991,raw,E1,V,12,23,2.138050329240041,,-0.42206657589050345
1992,raw,E1,V,12,23,1.8858771237735528,,-0.806656252595445
1993,raw,E1,V,12,23,2.0135849802363026,,-0.6118888381160463
1994,raw,E1,V,12,23,2.6350638870689886,,0.335929433914788
1995,raw,E1,V,12,23,3.5528808174580804,,1.7356932029468295
1996,raw,E1,V,12,23,1.653065483200983,,-1.1617175820309804
1997,raw,E1,V,12,23,2.0325143689721057,,-0.5830196032555959
1998,raw,E1,V,12,23,3.2138754208123586,,1.218675640926209
1999,raw,E1,V,12,23,2.464302812723707,,0.07550150203061401
2000,raw,E1,V,12,23,1.816708600817251,,-0.9121452550162734
2001,raw,E1,V,12,23,2.03076819582159,,-0.5856826941505436
2002,raw,E1,V,12,23,2.7558709914068817,,0.520172502543048
2003,raw,E1,V,12,23,3.1191572695514416,,1.0742208678501426
2004,raw,E1,V,12,23,1.508307579893483,,-1.3824880446601477
2005,raw,E1,V,12,23,1.2910633037576331,,-1.7138075667740416
2006,raw,E1,V,12,23,1.8385423911553422,,-0.8788465135745073
2007,raw,E1,V,12,23,1.8080155280196273,,-0.9254030714072974
2008,raw,E1,V,12,23,1.6011293971363512,,-1.2409253730092777
2009,raw,E1,V,12,23,2.320749879396933,,-0.14343125934687104
2010,raw,E1,V,12,23,2.7513479684891435,,0.5132744345328322
2011,raw,E1,V,12,23,1.2861398271739624,,-1.7213163671799987
2012,raw,E1,V,12,23,2.756639713388407,,0.5213448814157511
2013,raw,E1,V,12,23,1.7716779565005132,,-0.9808215479933673
2014,raw,E1,V,12,23,1.6280518037725238,,-1.1998659763728632
2015,raw,E1,V,12,23,1.99395088921708,,-0.6418328153261138
2016,raw,E1,V,12,23,3.4553653316151993,,1.586972211338453
2017,raw,E1,V,12,23,2.075044117324659,,-0.518157429897433
2018,raw,E1,V,12,23,2.1034095372434582,,-0.4748972918665482
2019,raw,E1,V,12,23,2.3713159430488147,,-0.0663128912944685
2020,raw,E1,V,12,23,1.5584324357667454,,-1.3060425631526305
2021,raw,E1,V,12,23,2.351513957364084,,-0.09651292487265305
2022,raw,E1,V,12,23,1.8045725199878742,,-0.9306540073399034
2023,raw,E1,V,12,23,2.4502645155605838,,0.05409167715462836
1979,raw,E2,V,27,38,2.4794701312806477,,0.09863319887169611
1980,raw,E2,V,27,38,2.79004421876527,,0.5722901350941143
1981,raw,E2,V,27,38,2.156141769852556,,-0.39447529677969234
1982,raw,E2,V,27,38,3.6003539672682447,,1.808094564161563
1983,raw,E2,V,27,38,2.9909054630604066,,0.8786238744900898
1984,raw,E2,V,27,38,1.5441456903718673,,-1.3278312967431711
1985,raw,E2,V,27,38,3.23381401543393,,1.2490840169678898
1986,raw,E2,V,27,38,1.785573537390497,,-0.9596293798872422
1987,raw,E2,V,27,38,2.035904527788426,,-0.5778492677287304
1988,raw,E2,V,27,38,3.0092422465799133,,0.9065893263807062
1989,raw,E2,V,27,38,2.398887596464005,,-0.024263327568801608
1990,raw,E2,V,27,38,2.393948835618562,,-0.03179543802184671
1991,raw,E2,V,27,38,1.9145321471347398,,-0.7629544399858733
1992,raw,E2,V,27,38,3.116721748161703,,1.070506451077929
1993,raw,E2,V,27,38,3.4192647677134125,,1.5319151953713093
1994,raw,E2,V,27,38,2.3807468913509493,,-0.051929740032107326
1995,raw,E2,V,27,38,2.182564620035541,,-0.35417777432603187
1996,raw,E2,V,27,38,1.7477763860844544,,-1.0172738634645844
1997,raw,E2,V,27,38,3.8714384006683136,,2.2215257786643647
1998,raw,E2,V,27,38,3.7725500401548797,,2.0707110141480873
1999,raw,E2,V,27,38,1.5524238079439168,,-1.3152063290949605
2000,raw,E2,V,27,38,1.6035278668897521,,-1.2372674637348142
2001,raw,E2,V,27,38,1.8314525266246293,,-0.8896592749965809
2002,raw,E2,V,27,38,2.358309699464475,,-0.08614872994351819
2003,raw,E2,V,27,38,2.5023476962665825,,0.13352380235774405
2004,raw,E2,V,27,38,2.833367456286903,,0.6383624597942515
2005,raw,E2,V,27,38,3.20236520080783,,1.201121389743354
2006,raw,E2,V,27,38,2.514530948785897,,0.1521044962857536
2007,raw,E2,V,27,38,1.2761033906371169,,-1.7366229493199796
2008,raw,E2,V,27,38,2.138506257787646,,-0.42137123868209686
2009,raw,E2,V,27,38,2.0078612910144673,,-0.6206180438352389
2010,raw,E2,V,27,38,2.381497104136779,,-0.05078558955732357
2011,raw,E2,V,27,38,3.546625262980562,,1.7261528488490636
2012,raw,E2,V,27,38,2.10066151822189,,-0.47908829917491363
2013,raw,E2,V,27,38,1.911607997301642,,-0.767414064619139
2014,raw,E2,V,27,38,1.668240131070948,,-1.1385747072452739
2015,raw,E2,V,27,38,2.0494556874269154,,-0.5571823769117503
2016,raw,E2,V,27,38,3.16060573216607,,1.137433970952784
2017,raw,E2,V,27,38,2.0086490579978067,,-0.6194166194060222
2018,raw,E2,V,27,38,2.015693717760255,,-0.6086727998335802
2019,raw,E2,V,27,38,2.0635096013129375,,-0.5357487349517895
2020,raw,E2,V,27,38,2.2857626205980837,,-0.19679037228414809
2021,raw,E2,V,27,38,2.1621884239249733,,-0.38525353695570214
2022,raw,E2,V,27,38,1.9984873162396823,,-0.6349143046985046
2023,raw,E2,V,27,38,2.4423508475598186,,0.04202253201157314
1979,raw,M,V,40,48,3.132861066526147,,1.0951205460629114
1980,raw,M,V,40,48,3.2816291138174125,,1.322006884387134
1981,raw,M,V,40,48,2.2188212157308196,,-0.29888279407198554
1982,raw,M,V,40,48,2.1064929847727045,,-0.47019472211408075
1983,raw,M,V,40,48,3.2317141407561722,,1.2458814954234387
1984,raw,M,V,40,48,2.57392926187288,,0.2426929391961858
1985,raw,M,V,40,48,1.8854679209678713,,-0.8072803283153561
1986,raw,M,V,40,48,2.611730505948595,,0.3003436646617661
1987,raw,M,V,40,48,2.8958150916107783,,0.7336014279303369
1988,raw,M,V,40,48,2.1533133167750855,,-0.3987889741691164
1989,raw,M,V,40,48,2.902225380251687,,0.7433777672976852
