baseline_config,field,day,branch,S,V,V_smooth3,positive_growth_threshold,negative_growth_threshold,growth_flag,negative_growth_flag
C0_full_stage,H,0,distance,,,,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,1,distance,,,,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,2,distance,,,,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,3,distance,,,,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,4,distance,0.2683938532172092,,-0.010129165796498196,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,5,distance,0.258264687420711,-0.010129165796498196,-0.009066797900244256,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,6,distance,0.2502602574167207,-0.008004430003990315,-0.0077808876593516985,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,7,distance,0.24505119023915412,-0.005209067177566584,-0.005384424823875762,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,8,distance,0.24211141294908373,-0.002939777290070389,-0.002668311692284727,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,9,distance,0.24225532233986652,0.00014390939078279263,-0.000656494356766559,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,10,distance,0.24308170716885444,0.0008263848289879194,-0.0002739880076015518,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,11,distance,0.24128944892627907,-0.0017922582425753675,-0.0025766642790557848,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,12,distance,0.23452532950269916,-0.006764119423579906,-0.005683574320137386,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,13,distance,0.22603098420844228,-0.008494345294256883,-0.009651351730607013,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,14,distance,0.21233539373445803,-0.013695590473984248,-0.015083597700602266,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,15,distance,0.18927453640089237,-0.023060857333565665,-0.021086882193481926,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,16,distance,0.1627703376279965,-0.026504198772895865,-0.025105207987212247,0.039137818011322004,-0.023108623355064875,False,True
C0_full_stage,H,17,distance,0.1370197697728213,-0.02575056785517521,-0.0276349414065197,0.039137818011322004,-0.023108623355064875,False,True
C0_full_stage,H,18,distance,0.10636971218133327,-0.03065005759148802,-0.03291445766389208,0.039137818011322004,-0.023108623355064875,False,True
C0_full_stage,H,19,distance,0.06402696463632025,-0.04234274754501302,-0.03900345771925917,0.039137818011322004,-0.023108623355064875,False,True
C0_full_stage,H,20,distance,0.020009396615043785,-0.04401756802127647,-0.021112038722917503,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,21,distance,0.04303359601258076,0.023024199397536978,0.0004896328175659123,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,22,distance,0.06549586308901799,0.022462267076437226,0.020081125368502883,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,23,distance,0.08025277272055244,0.014756909631534448,0.017055001735177766,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,24,distance,0.09419860121811406,0.013945828497561624,0.01850850061878394,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,25,distance,0.12102136494536982,0.026822763727255755,0.025067310615401298,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,26,distance,0.15545470456675634,0.03443333962138652,0.03378528679017447,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,27,distance,0.19555446158863748,0.04009975702188115,0.03868431697831206,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,28,distance,0.237074315880306,0.04151985429166852,0.03878140079270312,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,29,distance,0.2717989069448657,0.03472459106455969,0.038160194062706466,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,30,distance,0.3100350437767569,0.0382361368318912,0.03737592954762898,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,31,distance,0.34920210452319295,0.039167060746436055,0.0374270419145649,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,32,distance,0.3840800326885604,0.034877928165367444,0.03656289266085424,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,33,distance,0.4197237217593196,0.03564368907075921,0.03653924717876204,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,34,distance,0.45881984605947906,0.03909612430015946,0.03949423522994089,0.039137818011322004,-0.023108623355064875,True,False
C0_full_stage,H,35,distance,0.5025627383783831,0.04374289231890399,0.04293445268652529,0.039137818011322004,-0.023108623355064875,True,False
C0_full_stage,H,36,distance,0.5485270798188955,0.045964341440512424,0.04368871390018023,0.039137818011322004,-0.023108623355064875,True,False
C0_full_stage,H,37,distance,0.5898859877600198,0.04135890794112429,0.04244629236517342,0.039137818011322004,-0.023108623355064875,True,False
C0_full_stage,H,38,distance,0.6299016154739033,0.04001562771388356,0.03685352628719726,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,39,distance,0.6590876586804872,0.02918604320658391,0.029007473445779735,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,40,distance,0.676908408097359,0.01782074941687173,0.017096206706223176,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,41,distance,0.6811902355925729,0.004281827495213886,0.009295956038268494,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,42,distance,0.6869755267952927,0.005785291202719867,0.005103476606646192,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,43,distance,0.6922188379172975,0.005243311122004823,0.002857197610480607,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,44,distance,0.6897618284240147,-0.002457009493282869,-0.002445865693884904,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,45,distance,0.679637929713638,-0.010123898710376666,-0.0060171781591473,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,46,distance,0.6741673034398556,-0.005470626273782364,-0.0062727889391481035,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,47,distance,0.6709434616065704,-0.003223841833285279,-0.0015501500344966186,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,48,distance,0.6749874796101482,0.004044018003577787,0.007182498171300344,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,49,distance,0.6957147979537567,0.020727318343608525,0.021696307273860255,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,50,distance,0.7360323834281511,0.04031758547439446,0.03139908976412742,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,51,distance,0.7691847489025304,0.033152365474379275,0.03070200110076926,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,52,distance,0.7878208012560645,0.01863605235353405,0.02386814902361493,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,53,distance,0.8076368304989959,0.019816029242931466,0.020081831347753026,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,54,distance,0.8294302429457895,0.02179341244679356,0.020226080157701148,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,55,distance,0.8484990417291679,0.019068798783378416,0.02033269889542873,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,56,distance,0.8686349271852821,0.020135885456114222,0.020605705275706154,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,57,distance,0.891247358772908,0.022612431587625825,0.020084355855812513,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,58,distance,0.9087521092966054,0.017504750523697488,0.017140501164062,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,59,distance,0.9200564306774681,0.01130432138086268,0.012868494694259694,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,60,distance,0.929852842855687,0.009796412178218916,0.010955520315902375,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,61,distance,0.9416186702443126,0.011765827388625527,0.012013886310320299,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,62,distance,0.956098089608429,0.014479419364116453,0.009526080801110356,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,63,distance,0.9584310852590181,0.002332995650589087,0.000250669850104579,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,64,distance,0.9423706797946263,-0.016060405464391803,-0.011524155962797359,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,65,distance,0.9215256217200369,-0.020845058074589362,-0.01817447935581466,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,66,distance,0.9039076471915741,-0.01761797452846281,-0.0178696479437865,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,67,distance,0.8887617359632668,-0.01514591122830733,-0.014370485703439054,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,68,distance,0.8784141646097198,-0.010347571353547025,-0.012336204820208066,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,69,distance,0.8668990327309499,-0.011515131878769846,-0.011511791324298989,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,70,distance,0.8542263619903698,-0.012672670740580094,-0.01137584695809383,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,71,distance,0.8442866237354383,-0.009939738254931552,-0.011680430317974203,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,72,distance,0.8318577417770273,-0.012428881958410964,-0.012640225696204302,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,73,distance,0.8163056849017569,-0.015552056875270392,-0.013643762864809986,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,74,distance,0.8033553351410083,-0.012950349760748603,-0.014251203318009498,0.039137818011322004,-0.023108623355064875,False,False
C0_full_stage,H,0,pattern,,,,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,1,pattern,,,,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,2,pattern,,,,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,3,pattern,,,,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,4,pattern,-0.22843496382227976,,0.0036801038002310937,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,5,pattern,-0.22475486002204867,0.0036801038002310937,0.010304490327907409,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,6,pattern,-0.20782598316646494,0.016928876855583724,0.016277453755407872,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,7,pattern,-0.17960260255605615,0.0282233806104088,0.02394648639366631,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,8,pattern,-0.15291540084104974,0.02668720171500641,0.02525908784373786,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,9,pattern,-0.13204871963525136,0.020866681205798376,0.020230672832258573,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,10,pattern,-0.11891058405928043,0.013138135575970933,0.018094687321343655,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,11,pattern,-0.09863133887701878,0.02027924518226165,0.015496033010522941,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,12,pattern,-0.08556062060368254,0.013070718273336238,0.014702036921019082,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,13,pattern,-0.07480447329622318,0.010756147307459357,0.011373532369936318,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,14,pattern,-0.06451074176720982,0.010293731529013361,0.008047191546937997,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,15,pattern,-0.06141904596286855,0.0030916958043412726,0.006159210127299651,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,16,pattern,-0.05632684291432423,0.005092203048544318,0.007401630712860124,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,17,pattern,-0.04230584962862945,0.014020993285694783,0.011547250280315046,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,18,pattern,-0.02677729512192341,0.015528554506706038,0.010131388961685124,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,19,pattern,-0.02593267602926886,0.0008446190926545485,0.004923530464739437,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,20,pattern,-0.027535258234411136,-0.0016025822051422764,0.0031372093127308835,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,21,pattern,-0.017365667183730758,0.010169591050680379,0.008234389313923502,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,22,pattern,-0.0012295080874983547,0.0161361590962324,0.011902566844790984,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,23,pattern,0.008172442299961816,0.00940195038746017,0.012199938875358642,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,24,pattern,0.01923414944234517,0.011061707142383354,0.00799191078332205,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,25,pattern,0.022746224262467793,0.003512074820122623,0.003275911783210506,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,26,pattern,0.018000177649593333,-0.00474604661287446,-0.003175070945280734,0.05441111256562479,0.0028864029068345655,False,True
C0_full_stage,H,27,pattern,0.009708936606502969,-0.008291241043090364,-0.0026777737674960125,0.05441111256562479,0.0028864029068345655,False,True
C0_full_stage,H,28,pattern,0.014712902959979755,0.005003966353476786,-0.00044782738483349513,0.05441111256562479,0.0028864029068345655,False,True
C0_full_stage,H,29,pattern,0.016656695495092848,0.0019437925351130925,0.002635596500938248,0.05441111256562479,0.0028864029068345655,False,True
C0_full_stage,H,30,pattern,0.017615726109317713,0.000959030614224865,0.0037310774035613503,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,31,pattern,0.025906135170663806,0.008290409061346093,0.009115471201083684,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,32,pattern,0.0440031090983439,0.018096973927680095,0.016870885361791578,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,33,pattern,0.06822838219469245,0.024225273096348546,0.02912515037680886,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,34,pattern,0.11328158630109039,0.045053204106397945,0.0399866823396172,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,35,pattern,0.1639631561171955,0.05068156981610511,0.050545071473920976,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,36,pattern,0.21986359661645538,0.05590044049925988,0.0582771536573286,0.05441111256562479,0.0028864029068345655,True,False
C0_full_stage,H,37,pattern,0.2881130472730762,0.0682494506566208,0.06496920639185085,0.05441111256562479,0.0028864029068345655,True,False
C0_full_stage,H,38,pattern,0.358870775292748,0.07075772801967184,0.06598393076774549,0.05441111256562479,0.0028864029068345655,True,False
C0_full_stage,H,39,pattern,0.41781538891969183,0.05894461362694381,0.06181738534392404,0.05441111256562479,0.0028864029068345655,True,False
C0_full_stage,H,40,pattern,0.4735652033048483,0.05574981438515647,0.061570220447685786,0.05441111256562479,0.0028864029068345655,True,False
C0_full_stage,H,41,pattern,0.5435814366358054,0.07001623333095708,0.06123856700270547,0.05441111256562479,0.0028864029068345655,True,False
C0_full_stage,H,42,pattern,0.6015310899278082,0.057949653292002856,0.053353173660615205,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,43,pattern,0.6336247242866939,0.03209363435888568,0.03824653788595903,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,44,pattern,0.6583210502936825,0.024696326006988567,0.02374347384764471,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,45,pattern,0.6727615114707424,0.014440461177059882,0.008160276197294647,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,46,pattern,0.6581055528785779,-0.014655958592164509,-0.009741779343388638,0.05441111256562479,0.0028864029068345655,False,True
C0_full_stage,H,47,pattern,0.6290957122635166,-0.02900984061506129,-0.018074783483563433,0.05441111256562479,0.0028864029068345655,False,True
C0_full_stage,H,48,pattern,0.6185371610200521,-0.010558551243464498,-0.014166930482767478,0.05441111256562479,0.0028864029068345655,False,True
C0_full_stage,H,49,pattern,0.6156047614302754,-0.0029323995897766464,-0.006360052924090735,0.05441111256562479,0.0028864029068345655,False,True
C0_full_stage,H,50,pattern,0.6100155534912444,-0.00558920793903106,-0.00011137558436476643,0.05441111256562479,0.0028864029068345655,False,True
C0_full_stage,H,51,pattern,0.6182030342669578,0.008187480775713407,0.004506802083806123,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,52,pattern,0.6291251676816938,0.010922133414736024,0.004420566271638744,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,53,pattern,0.6232772523061606,-0.005847915375533197,0.0023888181856203485,0.05441111256562479,0.0028864029068345655,False,True
C0_full_stage,H,54,pattern,0.6253694888238188,0.002092236517658219,0.007642956077619371,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,55,pattern,0.6520540359145519,0.02668454709073309,0.019383632337800976,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,56,pattern,0.6814281493195635,0.029374113405011615,0.029467755995567686,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,57,pattern,0.7137727568105219,0.032344607490958355,0.03394520860335241,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,58,pattern,0.7538896617246091,0.04011690491408726,0.035528172759721234,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,59,pattern,0.7880126675987272,0.034123005874118095,0.03423831712216748,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,60,pattern,0.8164877081770243,0.028475040578297084,0.02716162392655852,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,61,pattern,0.8353745335042847,0.01888682532726038,0.028283169875803076,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,62,pattern,0.8728621772261365,0.03748764372185176,0.03864311141409752,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,63,pattern,0.9324170424193169,0.05955486519318043,0.05702757873290387,0.05441111256562479,0.0028864029068345655,True,False
C0_full_stage,H,64,pattern,1.0064572697029963,0.07404022728367943,0.0740398018462624,0.05441111256562479,0.0028864029068345655,True,False
C0_full_stage,H,65,pattern,1.0949815827649236,0.08852431306192732,0.07758480505930469,0.05441111256562479,0.0028864029068345655,True,False
C0_full_stage,H,66,pattern,1.165171457597231,0.07018987483230732,0.0681693385866291,0.05441111256562479,0.0028864029068345655,True,False
