bootstrap_id,field,baseline_config,branch,event_name,event_family,event_day,event_status
714,Jw,C0_full_stage,distance,S50_day,state,46.0,valid
714,Jw,C0_full_stage,distance,S75_day,state,52.0,valid
714,Jw,C0_full_stage,distance,durable_S50_day,state,46.0,valid
714,Jw,C0_full_stage,distance,durable_S75_day,state,52.0,not_durable
714,Jw,C0_full_stage,pattern,S25_day,state,33.0,left_censored
714,Jw,C0_full_stage,pattern,S50_day,state,44.0,valid
714,Jw,C0_full_stage,pattern,S75_day,state,48.0,valid
714,Jw,C0_full_stage,pattern,durable_S50_day,state,44.0,valid
714,Jw,C0_full_stage,pattern,durable_S75_day,state,48.0,valid
715,Jw,C0_full_stage,distance,S25_day,state,36.0,valid
715,Jw,C0_full_stage,distance,S50_day,state,46.0,valid
715,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
715,Jw,C0_full_stage,distance,durable_S50_day,state,46.0,valid
715,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
715,Jw,C0_full_stage,pattern,S25_day,state,38.0,valid
715,Jw,C0_full_stage,pattern,S50_day,state,42.0,valid
715,Jw,C0_full_stage,pattern,S75_day,state,49.0,valid
715,Jw,C0_full_stage,pattern,durable_S50_day,state,42.0,valid
715,Jw,C0_full_stage,pattern,durable_S75_day,state,49.0,valid
716,Jw,C0_full_stage,distance,S25_day,state,4.0,left_censored
716,Jw,C0_full_stage,distance,S50_day,state,46.0,valid
716,Jw,C0_full_stage,distance,S75_day,state,55.0,right_censored
716,Jw,C0_full_stage,distance,durable_S50_day,state,46.0,valid
716,Jw,C0_full_stage,distance,durable_S75_day,state,55.0,right_censored
716,Jw,C0_full_stage,pattern,S25_day,state,37.0,valid
716,Jw,C0_full_stage,pattern,S50_day,state,39.0,valid
716,Jw,C0_full_stage,pattern,S75_day,state,49.0,valid
716,Jw,C0_full_stage,pattern,durable_S50_day,state,39.0,valid
716,Jw,C0_full_stage,pattern,durable_S75_day,state,49.0,valid
717,Jw,C0_full_stage,distance,S25_day,state,4.0,left_censored
717,Jw,C0_full_stage,distance,S50_day,state,47.0,valid
717,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
717,Jw,C0_full_stage,distance,durable_S50_day,state,47.0,valid
717,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
717,Jw,C0_full_stage,pattern,S25_day,state,37.0,valid
717,Jw,C0_full_stage,pattern,S50_day,state,42.0,valid
717,Jw,C0_full_stage,pattern,S75_day,state,48.0,valid
717,Jw,C0_full_stage,pattern,durable_S50_day,state,42.0,valid
717,Jw,C0_full_stage,pattern,durable_S75_day,state,48.0,valid
718,Jw,C0_full_stage,distance,S25_day,state,33.0,left_censored
718,Jw,C0_full_stage,distance,S50_day,state,46.0,valid
718,Jw,C0_full_stage,distance,S75_day,state,54.0,right_censored
718,Jw,C0_full_stage,distance,durable_S50_day,state,46.0,valid
718,Jw,C0_full_stage,distance,durable_S75_day,state,54.0,right_censored
718,Jw,C0_full_stage,pattern,S25_day,state,38.0,valid
718,Jw,C0_full_stage,pattern,S50_day,state,41.0,valid
718,Jw,C0_full_stage,pattern,S75_day,state,51.0,valid
718,Jw,C0_full_stage,pattern,durable_S50_day,state,41.0,valid
718,Jw,C0_full_stage,pattern,durable_S75_day,state,51.0,valid
719,Jw,C0_full_stage,distance,S25_day,state,31.0,left_censored
719,Jw,C0_full_stage,distance,S50_day,state,44.0,valid
719,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
719,Jw,C0_full_stage,distance,durable_S50_day,state,44.0,valid
719,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
719,Jw,C0_full_stage,pattern,S25_day,state,38.0,valid
719,Jw,C0_full_stage,pattern,S50_day,state,41.0,valid
719,Jw,C0_full_stage,pattern,S75_day,state,45.0,valid
719,Jw,C0_full_stage,pattern,durable_S50_day,state,41.0,valid
719,Jw,C0_full_stage,pattern,durable_S75_day,state,45.0,valid
720,Jw,C0_full_stage,distance,S25_day,state,32.0,left_censored
720,Jw,C0_full_stage,distance,S50_day,state,45.0,valid
720,Jw,C0_full_stage,distance,S75_day,state,51.0,valid
720,Jw,C0_full_stage,distance,durable_S50_day,state,45.0,valid
720,Jw,C0_full_stage,distance,durable_S75_day,state,51.0,valid
720,Jw,C0_full_stage,pattern,S25_day,state,34.0,left_censored
720,Jw,C0_full_stage,pattern,S50_day,state,38.0,valid
720,Jw,C0_full_stage,pattern,S75_day,state,48.0,valid
720,Jw,C0_full_stage,pattern,durable_S50_day,state,38.0,valid
720,Jw,C0_full_stage,pattern,durable_S75_day,state,48.0,valid
721,Jw,C0_full_stage,distance,S25_day,state,34.0,left_censored
721,Jw,C0_full_stage,distance,S50_day,state,44.0,valid
721,Jw,C0_full_stage,distance,S75_day,state,52.0,valid
721,Jw,C0_full_stage,distance,durable_S50_day,state,44.0,valid
721,Jw,C0_full_stage,distance,durable_S75_day,state,52.0,not_durable
721,Jw,C0_full_stage,pattern,S25_day,state,37.0,valid
721,Jw,C0_full_stage,pattern,S50_day,state,40.0,valid
721,Jw,C0_full_stage,pattern,S75_day,state,48.0,valid
721,Jw,C0_full_stage,pattern,durable_S50_day,state,40.0,valid
721,Jw,C0_full_stage,pattern,durable_S75_day,state,48.0,valid
722,Jw,C0_full_stage,distance,S25_day,state,31.0,left_censored
722,Jw,C0_full_stage,distance,S50_day,state,44.0,valid
722,Jw,C0_full_stage,distance,S75_day,state,52.0,valid
722,Jw,C0_full_stage,distance,durable_S50_day,state,44.0,valid
722,Jw,C0_full_stage,distance,durable_S75_day,state,52.0,not_durable
722,Jw,C0_full_stage,pattern,S25_day,state,34.0,left_censored
722,Jw,C0_full_stage,pattern,S50_day,state,42.0,valid
722,Jw,C0_full_stage,pattern,S75_day,state,47.0,valid
722,Jw,C0_full_stage,pattern,durable_S50_day,state,42.0,valid
722,Jw,C0_full_stage,pattern,durable_S75_day,state,47.0,valid
723,Jw,C0_full_stage,distance,S25_day,state,30.0,left_censored
723,Jw,C0_full_stage,distance,S50_day,state,46.0,valid
723,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
723,Jw,C0_full_stage,distance,durable_S50_day,state,46.0,valid
723,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
723,Jw,C0_full_stage,pattern,S25_day,state,38.0,valid
723,Jw,C0_full_stage,pattern,S50_day,state,43.0,valid
723,Jw,C0_full_stage,pattern,S75_day,state,49.0,valid
723,Jw,C0_full_stage,pattern,durable_S50_day,state,43.0,valid
723,Jw,C0_full_stage,pattern,durable_S75_day,state,49.0,valid
724,Jw,C0_full_stage,distance,S25_day,state,33.0,left_censored
724,Jw,C0_full_stage,distance,S50_day,state,46.0,valid
724,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
724,Jw,C0_full_stage,distance,durable_S50_day,state,46.0,valid
724,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
724,Jw,C0_full_stage,pattern,S25_day,state,41.0,valid
724,Jw,C0_full_stage,pattern,S50_day,state,44.0,valid
724,Jw,C0_full_stage,pattern,S75_day,state,47.0,valid
724,Jw,C0_full_stage,pattern,durable_S50_day,state,44.0,valid
724,Jw,C0_full_stage,pattern,durable_S75_day,state,47.0,valid
725,Jw,C0_full_stage,distance,S25_day,state,4.0,left_censored
725,Jw,C0_full_stage,distance,S50_day,state,46.0,valid
725,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
725,Jw,C0_full_stage,distance,durable_S50_day,state,46.0,valid
725,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
725,Jw,C0_full_stage,pattern,S25_day,state,40.0,valid
725,Jw,C0_full_stage,pattern,S50_day,state,44.0,valid
725,Jw,C0_full_stage,pattern,S75_day,state,48.0,valid
725,Jw,C0_full_stage,pattern,durable_S50_day,state,44.0,valid
725,Jw,C0_full_stage,pattern,durable_S75_day,state,48.0,valid
726,Jw,C0_full_stage,distance,S25_day,state,33.0,left_censored
726,Jw,C0_full_stage,distance,S50_day,state,46.0,valid
726,Jw,C0_full_stage,distance,S75_day,state,52.0,valid
726,Jw,C0_full_stage,distance,durable_S50_day,state,46.0,valid
726,Jw,C0_full_stage,distance,durable_S75_day,state,52.0,not_durable
726,Jw,C0_full_stage,pattern,S25_day,state,37.0,valid
726,Jw,C0_full_stage,pattern,S50_day,state,44.0,valid
726,Jw,C0_full_stage,pattern,S75_day,state,48.0,valid
726,Jw,C0_full_stage,pattern,durable_S50_day,state,44.0,valid
726,Jw,C0_full_stage,pattern,durable_S75_day,state,48.0,valid
727,Jw,C0_full_stage,distance,S25_day,state,31.0,left_censored
727,Jw,C0_full_stage,distance,S50_day,state,45.0,valid
727,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
727,Jw,C0_full_stage,distance,durable_S50_day,state,45.0,valid
727,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
727,Jw,C0_full_stage,pattern,S25_day,state,33.0,left_censored
727,Jw,C0_full_stage,pattern,S50_day,state,43.0,valid
727,Jw,C0_full_stage,pattern,S75_day,state,49.0,valid
727,Jw,C0_full_stage,pattern,durable_S50_day,state,43.0,valid
727,Jw,C0_full_stage,pattern,durable_S75_day,state,49.0,valid
728,Jw,C0_full_stage,distance,S25_day,state,4.0,left_censored
728,Jw,C0_full_stage,distance,S50_day,state,47.0,valid
728,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
728,Jw,C0_full_stage,distance,durable_S50_day,state,47.0,valid
728,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
728,Jw,C0_full_stage,pattern,S25_day,state,32.0,left_censored
728,Jw,C0_full_stage,pattern,S50_day,state,44.0,valid
728,Jw,C0_full_stage,pattern,S75_day,state,49.0,valid
728,Jw,C0_full_stage,pattern,durable_S50_day,state,44.0,valid
728,Jw,C0_full_stage,pattern,durable_S75_day,state,49.0,valid
729,Jw,C0_full_stage,distance,S25_day,state,37.0,valid
729,Jw,C0_full_stage,distance,S50_day,state,47.0,valid
729,Jw,C0_full_stage,distance,S75_day,state,52.0,valid
729,Jw,C0_full_stage,distance,durable_S50_day,state,47.0,valid
729,Jw,C0_full_stage,distance,durable_S75_day,state,52.0,not_durable
729,Jw,C0_full_stage,pattern,S25_day,state,38.0,valid
729,Jw,C0_full_stage,pattern,S50_day,state,45.0,valid
729,Jw,C0_full_stage,pattern,S75_day,state,48.0,valid
729,Jw,C0_full_stage,pattern,durable_S50_day,state,45.0,valid
729,Jw,C0_full_stage,pattern,durable_S75_day,state,48.0,valid
730,Jw,C0_full_stage,distance,S25_day,state,31.0,left_censored
730,Jw,C0_full_stage,distance,S50_day,state,43.0,valid
730,Jw,C0_full_stage,distance,S75_day,state,52.0,valid
730,Jw,C0_full_stage,distance,durable_S50_day,state,43.0,valid
730,Jw,C0_full_stage,distance,durable_S75_day,state,52.0,not_durable
730,Jw,C0_full_stage,pattern,S25_day,state,35.0,valid
730,Jw,C0_full_stage,pattern,S50_day,state,39.0,valid
730,Jw,C0_full_stage,pattern,S75_day,state,46.0,valid
730,Jw,C0_full_stage,pattern,durable_S50_day,state,39.0,valid
730,Jw,C0_full_stage,pattern,durable_S75_day,state,46.0,valid
731,Jw,C0_full_stage,distance,S25_day,state,35.0,valid
731,Jw,C0_full_stage,distance,S50_day,state,46.0,valid
731,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
731,Jw,C0_full_stage,distance,durable_S50_day,state,46.0,valid
731,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
731,Jw,C0_full_stage,pattern,S25_day,state,35.0,valid
731,Jw,C0_full_stage,pattern,S50_day,state,42.0,valid
731,Jw,C0_full_stage,pattern,S75_day,state,47.0,valid
731,Jw,C0_full_stage,pattern,durable_S50_day,state,42.0,valid
731,Jw,C0_full_stage,pattern,durable_S75_day,state,47.0,valid
732,Jw,C0_full_stage,distance,S25_day,state,35.0,valid
732,Jw,C0_full_stage,distance,S50_day,state,45.0,valid
732,Jw,C0_full_stage,distance,S75_day,state,51.0,valid
732,Jw,C0_full_stage,distance,durable_S50_day,state,45.0,valid
732,Jw,C0_full_stage,distance,durable_S75_day,state,51.0,valid
732,Jw,C0_full_stage,pattern,S25_day,state,37.0,valid
732,Jw,C0_full_stage,pattern,S50_day,state,39.0,valid
732,Jw,C0_full_stage,pattern,S75_day,state,48.0,valid
732,Jw,C0_full_stage,pattern,durable_S50_day,state,39.0,valid
732,Jw,C0_full_stage,pattern,durable_S75_day,state,48.0,valid
733,Jw,C0_full_stage,distance,S25_day,state,5.0,left_censored
733,Jw,C0_full_stage,distance,S50_day,state,47.0,valid
733,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
733,Jw,C0_full_stage,distance,durable_S50_day,state,47.0,valid
733,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
733,Jw,C0_full_stage,pattern,S25_day,state,32.0,left_censored
733,Jw,C0_full_stage,pattern,S50_day,state,45.0,valid
733,Jw,C0_full_stage,pattern,S75_day,state,49.0,valid
733,Jw,C0_full_stage,pattern,durable_S50_day,state,45.0,valid
733,Jw,C0_full_stage,pattern,durable_S75_day,state,49.0,valid
734,Jw,C0_full_stage,distance,S25_day,state,4.0,left_censored
734,Jw,C0_full_stage,distance,S50_day,state,48.0,valid
734,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
734,Jw,C0_full_stage,distance,durable_S50_day,state,48.0,valid
734,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
734,Jw,C0_full_stage,pattern,S25_day,state,38.0,valid
734,Jw,C0_full_stage,pattern,S50_day,state,45.0,valid
734,Jw,C0_full_stage,pattern,S75_day,state,49.0,valid
734,Jw,C0_full_stage,pattern,durable_S50_day,state,45.0,valid
734,Jw,C0_full_stage,pattern,durable_S75_day,state,49.0,valid
735,Jw,C0_full_stage,distance,S25_day,state,4.0,left_censored
735,Jw,C0_full_stage,distance,S50_day,state,47.0,valid
735,Jw,C0_full_stage,distance,S75_day,state,54.0,right_censored
735,Jw,C0_full_stage,distance,durable_S50_day,state,47.0,valid
735,Jw,C0_full_stage,distance,durable_S75_day,state,54.0,right_censored
735,Jw,C0_full_stage,pattern,S25_day,state,39.0,valid
735,Jw,C0_full_stage,pattern,S50_day,state,44.0,valid
735,Jw,C0_full_stage,pattern,S75_day,state,49.0,valid
735,Jw,C0_full_stage,pattern,durable_S50_day,state,44.0,valid
735,Jw,C0_full_stage,pattern,durable_S75_day,state,49.0,valid
736,Jw,C0_full_stage,distance,S25_day,state,4.0,left_censored
736,Jw,C0_full_stage,distance,S50_day,state,45.0,valid
736,Jw,C0_full_stage,distance,S75_day,state,51.0,valid
736,Jw,C0_full_stage,distance,durable_S50_day,state,45.0,valid
736,Jw,C0_full_stage,distance,durable_S75_day,state,51.0,valid
736,Jw,C0_full_stage,pattern,S25_day,state,36.0,valid
736,Jw,C0_full_stage,pattern,S50_day,state,39.0,valid
736,Jw,C0_full_stage,pattern,S75_day,state,47.0,valid
736,Jw,C0_full_stage,pattern,durable_S50_day,state,39.0,valid
736,Jw,C0_full_stage,pattern,durable_S75_day,state,47.0,valid
737,Jw,C0_full_stage,distance,S25_day,state,31.0,left_censored
737,Jw,C0_full_stage,distance,S50_day,state,46.0,valid
737,Jw,C0_full_stage,distance,S75_day,state,52.0,valid
737,Jw,C0_full_stage,distance,durable_S50_day,state,46.0,valid
737,Jw,C0_full_stage,distance,durable_S75_day,state,52.0,not_durable
737,Jw,C0_full_stage,pattern,S25_day,state,35.0,valid
737,Jw,C0_full_stage,pattern,S50_day,state,38.0,valid
737,Jw,C0_full_stage,pattern,S75_day,state,48.0,valid
737,Jw,C0_full_stage,pattern,durable_S50_day,state,38.0,valid
737,Jw,C0_full_stage,pattern,durable_S75_day,state,48.0,valid
738,Jw,C0_full_stage,distance,S25_day,state,33.0,left_censored
738,Jw,C0_full_stage,distance,S50_day,state,44.0,valid
738,Jw,C0_full_stage,distance,S75_day,state,51.0,valid
738,Jw,C0_full_stage,distance,durable_S50_day,state,44.0,valid
738,Jw,C0_full_stage,distance,durable_S75_day,state,51.0,valid
738,Jw,C0_full_stage,pattern,S25_day,state,36.0,valid
738,Jw,C0_full_stage,pattern,S50_day,state,39.0,valid
738,Jw,C0_full_stage,pattern,S75_day,state,47.0,valid
738,Jw,C0_full_stage,pattern,durable_S50_day,state,39.0,valid
738,Jw,C0_full_stage,pattern,durable_S75_day,state,47.0,valid
739,Jw,C0_full_stage,distance,S25_day,state,32.0,left_censored
739,Jw,C0_full_stage,distance,S50_day,state,45.0,valid
739,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
739,Jw,C0_full_stage,distance,durable_S50_day,state,45.0,valid
739,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
739,Jw,C0_full_stage,pattern,S25_day,state,37.0,valid
739,Jw,C0_full_stage,pattern,S50_day,state,44.0,valid
739,Jw,C0_full_stage,pattern,S75_day,state,50.0,valid
739,Jw,C0_full_stage,pattern,durable_S50_day,state,44.0,valid
739,Jw,C0_full_stage,pattern,durable_S75_day,state,50.0,valid
740,Jw,C0_full_stage,distance,S25_day,state,4.0,left_censored
740,Jw,C0_full_stage,distance,S50_day,state,44.0,valid
740,Jw,C0_full_stage,distance,S75_day,state,52.0,valid
740,Jw,C0_full_stage,distance,durable_S50_day,state,44.0,valid
740,Jw,C0_full_stage,distance,durable_S75_day,state,52.0,not_durable
740,Jw,C0_full_stage,pattern,S25_day,state,38.0,valid
740,Jw,C0_full_stage,pattern,S50_day,state,40.0,valid
740,Jw,C0_full_stage,pattern,S75_day,state,47.0,valid
740,Jw,C0_full_stage,pattern,durable_S50_day,state,40.0,valid
740,Jw,C0_full_stage,pattern,durable_S75_day,state,47.0,valid
741,Jw,C0_full_stage,distance,S25_day,state,6.0,left_censored
741,Jw,C0_full_stage,distance,S50_day,state,48.0,valid
741,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
741,Jw,C0_full_stage,distance,durable_S50_day,state,48.0,valid
741,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
741,Jw,C0_full_stage,pattern,S25_day,state,34.0,left_censored
741,Jw,C0_full_stage,pattern,S50_day,state,39.0,valid
741,Jw,C0_full_stage,pattern,S75_day,state,49.0,valid
741,Jw,C0_full_stage,pattern,durable_S50_day,state,46.0,valid
741,Jw,C0_full_stage,pattern,durable_S75_day,state,49.0,valid
742,Jw,C0_full_stage,distance,S25_day,state,4.0,left_censored
742,Jw,C0_full_stage,distance,S50_day,state,46.0,valid
742,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
742,Jw,C0_full_stage,distance,durable_S50_day,state,46.0,valid
742,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
742,Jw,C0_full_stage,pattern,S25_day,state,38.0,valid
742,Jw,C0_full_stage,pattern,S50_day,state,42.0,valid
742,Jw,C0_full_stage,pattern,S75_day,state,50.0,valid
742,Jw,C0_full_stage,pattern,durable_S50_day,state,42.0,valid
742,Jw,C0_full_stage,pattern,durable_S75_day,state,50.0,valid
743,Jw,C0_full_stage,distance,S25_day,state,4.0,left_censored
743,Jw,C0_full_stage,distance,S50_day,state,47.0,valid
743,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
743,Jw,C0_full_stage,distance,durable_S50_day,state,47.0,valid
743,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
743,Jw,C0_full_stage,pattern,S25_day,state,36.0,valid
743,Jw,C0_full_stage,pattern,S50_day,state,39.0,valid
743,Jw,C0_full_stage,pattern,S75_day,state,48.0,valid
743,Jw,C0_full_stage,pattern,durable_S50_day,state,43.0,valid
743,Jw,C0_full_stage,pattern,durable_S75_day,state,48.0,valid
744,Jw,C0_full_stage,distance,S25_day,state,34.0,left_censored
744,Jw,C0_full_stage,distance,S50_day,state,42.0,valid
744,Jw,C0_full_stage,distance,S75_day,state,50.0,valid
744,Jw,C0_full_stage,distance,durable_S50_day,state,42.0,valid
744,Jw,C0_full_stage,distance,durable_S75_day,state,50.0,valid
744,Jw,C0_full_stage,pattern,S25_day,state,37.0,valid
744,Jw,C0_full_stage,pattern,S50_day,state,39.0,valid
744,Jw,C0_full_stage,pattern,S75_day,state,43.0,valid
744,Jw,C0_full_stage,pattern,durable_S50_day,state,39.0,valid
744,Jw,C0_full_stage,pattern,durable_S75_day,state,43.0,valid
745,Jw,C0_full_stage,distance,S25_day,state,34.0,left_censored
745,Jw,C0_full_stage,distance,S50_day,state,46.0,valid
745,Jw,C0_full_stage,distance,S75_day,state,52.0,valid
745,Jw,C0_full_stage,distance,durable_S50_day,state,46.0,valid
745,Jw,C0_full_stage,distance,durable_S75_day,state,52.0,not_durable
745,Jw,C0_full_stage,pattern,S25_day,state,39.0,valid
745,Jw,C0_full_stage,pattern,S50_day,state,44.0,valid
745,Jw,C0_full_stage,pattern,S75_day,state,48.0,valid
745,Jw,C0_full_stage,pattern,durable_S50_day,state,44.0,valid
745,Jw,C0_full_stage,pattern,durable_S75_day,state,48.0,valid
746,Jw,C0_full_stage,distance,S25_day,state,31.0,left_censored
746,Jw,C0_full_stage,distance,S50_day,state,45.0,valid
746,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
746,Jw,C0_full_stage,distance,durable_S50_day,state,45.0,valid
746,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
746,Jw,C0_full_stage,pattern,S25_day,state,33.0,left_censored
746,Jw,C0_full_stage,pattern,S50_day,state,40.0,valid
746,Jw,C0_full_stage,pattern,S75_day,state,45.0,valid
746,Jw,C0_full_stage,pattern,durable_S50_day,state,40.0,valid
746,Jw,C0_full_stage,pattern,durable_S75_day,state,45.0,valid
747,Jw,C0_full_stage,distance,S25_day,state,32.0,left_censored
747,Jw,C0_full_stage,distance,S50_day,state,47.0,valid
747,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
747,Jw,C0_full_stage,distance,durable_S50_day,state,47.0,valid
747,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
747,Jw,C0_full_stage,pattern,S25_day,state,32.0,left_censored
747,Jw,C0_full_stage,pattern,S50_day,state,45.0,valid
747,Jw,C0_full_stage,pattern,S75_day,state,50.0,valid
747,Jw,C0_full_stage,pattern,durable_S50_day,state,45.0,valid
747,Jw,C0_full_stage,pattern,durable_S75_day,state,50.0,valid
748,Jw,C0_full_stage,distance,S25_day,state,33.0,left_censored
748,Jw,C0_full_stage,distance,S50_day,state,46.0,valid
748,Jw,C0_full_stage,distance,S75_day,state,52.0,valid
748,Jw,C0_full_stage,distance,durable_S50_day,state,46.0,valid
748,Jw,C0_full_stage,distance,durable_S75_day,state,52.0,not_durable
748,Jw,C0_full_stage,pattern,S25_day,state,36.0,valid
748,Jw,C0_full_stage,pattern,S50_day,state,43.0,valid
748,Jw,C0_full_stage,pattern,S75_day,state,47.0,valid
748,Jw,C0_full_stage,pattern,durable_S50_day,state,43.0,valid
748,Jw,C0_full_stage,pattern,durable_S75_day,state,47.0,valid
749,Jw,C0_full_stage,distance,S25_day,state,33.0,left_censored
749,Jw,C0_full_stage,distance,S50_day,state,45.0,valid
749,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
749,Jw,C0_full_stage,distance,durable_S50_day,state,45.0,valid
749,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
749,Jw,C0_full_stage,pattern,S25_day,state,40.0,valid
749,Jw,C0_full_stage,pattern,S50_day,state,43.0,valid
749,Jw,C0_full_stage,pattern,S75_day,state,49.0,valid
749,Jw,C0_full_stage,pattern,durable_S50_day,state,43.0,valid
749,Jw,C0_full_stage,pattern,durable_S75_day,state,49.0,valid
750,Jw,C0_full_stage,distance,S25_day,state,33.0,left_censored
750,Jw,C0_full_stage,distance,S50_day,state,46.0,valid
750,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
750,Jw,C0_full_stage,distance,durable_S50_day,state,46.0,valid
750,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
750,Jw,C0_full_stage,pattern,S25_day,state,37.0,valid
750,Jw,C0_full_stage,pattern,S50_day,state,41.0,valid
750,Jw,C0_full_stage,pattern,S75_day,state,48.0,valid
750,Jw,C0_full_stage,pattern,durable_S50_day,state,41.0,valid
750,Jw,C0_full_stage,pattern,durable_S75_day,state,48.0,valid
751,Jw,C0_full_stage,distance,S25_day,state,4.0,left_censored
751,Jw,C0_full_stage,distance,S50_day,state,47.0,valid
751,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
751,Jw,C0_full_stage,distance,durable_S50_day,state,47.0,valid
751,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
751,Jw,C0_full_stage,pattern,S25_day,state,36.0,valid
751,Jw,C0_full_stage,pattern,S50_day,state,44.0,valid
751,Jw,C0_full_stage,pattern,S75_day,state,48.0,valid
751,Jw,C0_full_stage,pattern,durable_S50_day,state,44.0,valid
751,Jw,C0_full_stage,pattern,durable_S75_day,state,48.0,valid
752,Jw,C0_full_stage,distance,S25_day,state,35.0,valid
752,Jw,C0_full_stage,distance,S50_day,state,45.0,valid
752,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
752,Jw,C0_full_stage,distance,durable_S50_day,state,45.0,valid
752,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
752,Jw,C0_full_stage,pattern,S25_day,state,37.0,valid
752,Jw,C0_full_stage,pattern,S50_day,state,40.0,valid
752,Jw,C0_full_stage,pattern,S75_day,state,49.0,valid
752,Jw,C0_full_stage,pattern,durable_S50_day,state,40.0,valid
752,Jw,C0_full_stage,pattern,durable_S75_day,state,49.0,valid
753,Jw,C0_full_stage,distance,S25_day,state,29.0,left_censored
753,Jw,C0_full_stage,distance,S50_day,state,46.0,valid
753,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
753,Jw,C0_full_stage,distance,durable_S50_day,state,46.0,valid
753,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
753,Jw,C0_full_stage,pattern,S25_day,state,42.0,valid
753,Jw,C0_full_stage,pattern,S50_day,state,45.0,valid
753,Jw,C0_full_stage,pattern,S75_day,state,47.0,valid
753,Jw,C0_full_stage,pattern,durable_S50_day,state,45.0,valid
753,Jw,C0_full_stage,pattern,durable_S75_day,state,47.0,valid
754,Jw,C0_full_stage,distance,S25_day,state,4.0,left_censored
754,Jw,C0_full_stage,distance,S50_day,state,46.0,valid
754,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
754,Jw,C0_full_stage,distance,durable_S50_day,state,46.0,valid
754,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
754,Jw,C0_full_stage,pattern,S25_day,state,33.0,left_censored
754,Jw,C0_full_stage,pattern,S50_day,state,43.0,valid
754,Jw,C0_full_stage,pattern,S75_day,state,49.0,valid
754,Jw,C0_full_stage,pattern,durable_S50_day,state,43.0,valid
754,Jw,C0_full_stage,pattern,durable_S75_day,state,49.0,valid
755,Jw,C0_full_stage,distance,S25_day,state,32.0,left_censored
755,Jw,C0_full_stage,distance,S50_day,state,47.0,valid
755,Jw,C0_full_stage,distance,S75_day,state,53.0,valid
755,Jw,C0_full_stage,distance,durable_S50_day,state,47.0,valid
755,Jw,C0_full_stage,distance,durable_S75_day,state,53.0,not_durable
755,Jw,C0_full_stage,pattern,S25_day,state,38.0,valid
755,Jw,C0_full_stage,pattern,S50_day,state,45.0,valid
755,Jw,C0_full_stage,pattern,S75_day,state,48.0,valid
755,Jw,C0_full_stage,pattern,durable_S50_day,state,45.0,valid
755,Jw,C0_full_stage,pattern,durable_S75_day,state,48.0,valid
756,Jw,C0_full_stage,distance,S25_day,state,33.0,left_censored
756,Jw,C0_full_stage,distance,S50_day,state,44.0,valid
