window_id,target_name,score_group,n_bootstrap,n_valid_delta,object_A,object_B,P_A_earlier,P_B_earlier,P_same_day,dominant_order_direction,dominant_order_probability,delta_median,delta_q025,delta_q975,order_level
W113,W113_P_vs_V_delta_peak,high,334,334,P,V,0.9161676646706587,0.06287425149700598,0.020958083832335328,P_earlier,0.9161676646706587,5.0,-8.0,16.0,usable_90
W113,W113_P_vs_V_delta_peak,mid,333,333,P,V,0.6726726726726727,0.2012012012012012,0.12612612612612611,P_earlier,0.6726726726726727,2.0,-4.0,10.0,weak_or_none
W113,W113_P_vs_V_delta_peak,low,333,333,P,V,0.2042042042042042,0.6906906906906907,0.10510510510510511,V_earlier,0.6906906906906907,-2.0,-8.0,4.0,weak_or_none
W113,W113_P_vs_H_delta_peak,high,334,334,P,H,0.9401197604790419,0.05089820359281437,0.008982035928143712,P_earlier,0.9401197604790419,4.0,-4.674999999999999,14.0,usable_90
W113,W113_P_vs_H_delta_peak,mid,333,333,P,H,0.8318318318318318,0.07807807807807808,0.09009009009009009,P_earlier,0.8318318318318318,2.0,-3.0,8.0,weak_or_none
W113,W113_P_vs_H_delta_peak,low,333,333,P,H,0.35735735735735735,0.4264264264264264,0.21621621621621623,H_earlier,0.4264264264264264,0.0,-5.0,4.0,weak_or_none
W113,W113_P_vs_Je_delta_peak,high,334,334,P,Je,0.38922155688622756,0.44011976047904194,0.17065868263473055,Je_earlier,0.44011976047904194,0.0,-5.0,6.675000000000011,weak_or_none
W113,W113_P_vs_Je_delta_peak,mid,333,332,P,Je,0.1746987951807229,0.6897590361445783,0.1355421686746988,Je_earlier,0.6897590361445783,-2.0,-10.725,5.0,weak_or_none
W113,W113_P_vs_Je_delta_peak,low,333,333,P,Je,0.06606606606606606,0.8708708708708709,0.06306306306306306,Je_earlier,0.8708708708708709,-4.0,-12.0,2.0,weak_or_none
W113,W113_P_vs_Jw_delta_peak,high,334,334,P,Jw,0.1407185628742515,0.7305389221556886,0.12874251497005987,Jw_earlier,0.7305389221556886,-2.0,-10.674999999999999,4.0,weak_or_none
W113,W113_P_vs_Jw_delta_peak,mid,333,333,P,Jw,0.05405405405405406,0.9099099099099099,0.036036036036036036,Jw_earlier,0.9099099099099099,-5.0,-13.7,2.0,usable_90
W113,W113_P_vs_Jw_delta_peak,low,333,333,P,Jw,0.05105105105105105,0.9279279279279279,0.021021021021021023,Jw_earlier,0.9279279279279279,-8.0,-17.0,2.0,usable_90
W113,W113_V_vs_H_delta_peak,high,334,334,V,H,0.8143712574850299,0.05389221556886228,0.1317365269461078,V_earlier,0.8143712574850299,2.0,-2.0,6.675000000000011,weak_or_none
W113,W113_V_vs_H_delta_peak,mid,333,333,V,H,0.4624624624624625,0.27927927927927926,0.25825825825825827,V_earlier,0.4624624624624625,0.0,-5.699999999999999,4.699999999999989,weak_or_none
W113,W113_V_vs_H_delta_peak,low,333,333,V,H,0.14414414414414414,0.6456456456456456,0.21021021021021022,H_earlier,0.6456456456456456,-1.0,-8.0,2.6999999999999886,weak_or_none
W113,W113_V_vs_Je_delta_peak,high,334,333,V,Je,0.32732732732732733,0.46546546546546547,0.2072072072072072,Je_earlier,0.46546546546546547,0.0,-6.699999999999999,4.0,weak_or_none
W113,W113_V_vs_Je_delta_peak,mid,333,333,V,Je,0.06006006006006006,0.8798798798798799,0.06006006006006006,Je_earlier,0.8798798798798799,-4.0,-10.0,3.0,weak_or_none
W113,W113_V_vs_Je_delta_peak,low,333,333,V,Je,0.012012012012012012,0.987987987987988,0.0,Je_earlier,0.987987987987988,-7.0,-13.7,-2.0,credible_95
W113,W113_Jw_vs_V_delta_peak,high,334,334,Jw,V,0.9670658682634731,0.023952095808383235,0.008982035928143712,Jw_earlier,0.9670658682634731,9.0,0.0,18.0,credible_95
W113,W113_Jw_vs_V_delta_peak,mid,333,333,Jw,V,0.96996996996997,0.018018018018018018,0.012012012012012012,Jw_earlier,0.96996996996997,7.0,0.0,14.699999999999989,credible_95
W113,W113_Jw_vs_V_delta_peak,low,333,333,Jw,V,0.8288288288288288,0.11411411411411411,0.057057057057057055,Jw_earlier,0.8288288288288288,4.0,-3.0,12.0,weak_or_none
W113,W113_H_vs_Je_delta_peak,high,334,334,H,Je,0.09281437125748503,0.7784431137724551,0.12874251497005987,Je_earlier,0.7784431137724551,-2.0,-5.0,2.0,weak_or_none
W113,W113_H_vs_Je_delta_peak,mid,333,332,H,Je,0.009036144578313253,0.9759036144578314,0.015060240963855422,Je_earlier,0.9759036144578314,-4.0,-8.0,-1.0,credible_95
W113,W113_H_vs_Je_delta_peak,low,333,333,H,Je,0.009009009009009009,0.990990990990991,0.0,Je_earlier,0.990990990990991,-6.0,-10.0,-1.0,strict_99
W113,W113_Jw_vs_H_delta_peak,high,334,334,Jw,H,0.9640718562874252,0.023952095808383235,0.011976047904191617,Jw_earlier,0.9640718562874252,10.0,0.0,14.675000000000011,credible_95
W113,W113_Jw_vs_H_delta_peak,mid,333,333,Jw,H,0.978978978978979,0.012012012012012012,0.009009009009009009,Jw_earlier,0.978978978978979,7.0,1.0,14.0,credible_95
W113,W113_Jw_vs_H_delta_peak,low,333,333,Jw,H,0.93993993993994,0.042042042042042045,0.018018018018018018,Jw_earlier,0.93993993993994,5.0,-1.0,13.0,usable_90
W113,W113_Je_vs_Jw_delta_peak,high,334,334,Je,Jw,0.40718562874251496,0.46407185628742514,0.12874251497005987,Jw_earlier,0.46407185628742514,0.0,-7.0,5.0,weak_or_none
W113,W113_Je_vs_Jw_delta_peak,mid,333,333,Je,Jw,0.16516516516516516,0.7537537537537538,0.08108108108108109,Jw_earlier,0.7537537537537538,-3.0,-11.0,4.699999999999989,weak_or_none
W113,W113_Je_vs_Jw_delta_peak,low,333,332,Je,Jw,0.05120481927710843,0.9036144578313253,0.045180722891566265,Jw_earlier,0.9036144578313253,-6.0,-12.0,2.0,usable_90
