window_id,target_name,object_A,object_B,permutation_level,permutation_percentile,mode_stability_status,mode_pattern_corr_median,corr_score_Y,high_dominant_direction,high_dominant_probability,high_order_level,low_dominant_direction,low_dominant_probability,low_order_level,high_low_reversal_flag,best_group_order_level,top1_year,top1_fraction_of_total_abs_leverage,top3_fraction_of_total_abs_leverage,extreme_year_dominated_flag,evidence_level,recommended_interpretation,interpretation_boundary
W113,W113_P_vs_V_delta_peak,P,V,strict_99,1.0,stable,0.9786265703940351,0.6510453653922388,P_earlier,0.9161676646706587,usable_90,V_earlier,0.6906906906906907,weak_or_none,True,usable_90,2022,0.06231427953968339,0.17765381406042705,False,moderate_bootstrap_coupling_candidate,bootstrap-space X-Y coupling has usable/credible order differentiation; needs composite/physical audit,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W113,W113_P_vs_H_delta_peak,P,H,strict_99,1.0,stable,0.9721789837073719,0.5730536052720431,P_earlier,0.9401197604790419,usable_90,H_earlier,0.4264264264264264,weak_or_none,True,usable_90,2004,0.06144183981685396,0.1693266655640764,False,moderate_bootstrap_coupling_candidate,bootstrap-space X-Y coupling has usable/credible order differentiation; needs composite/physical audit,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W113,W113_P_vs_Je_delta_peak,P,Je,strict_99,1.0,stable,0.9669876428272814,0.48821791465045233,Je_earlier,0.44011976047904194,weak_or_none,Je_earlier,0.8708708708708709,weak_or_none,False,weak_or_none,2021,0.06288158338689559,0.1822737675209656,False,not_supported,no interpretable bootstrap-space coupling under current gates,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W113,W113_P_vs_Jw_delta_peak,P,Jw,strict_99,1.0,stable,0.9563541501904149,0.4954319954017863,Jw_earlier,0.7305389221556886,weak_or_none,Jw_earlier,0.9279279279279279,usable_90,False,usable_90,1994,0.06132936496119967,0.17429471565293517,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W113,W113_V_vs_H_delta_peak,V,H,strict_99,1.0,stable,0.9689963649744124,0.5784208928598608,V_earlier,0.8143712574850299,weak_or_none,H_earlier,0.6456456456456456,weak_or_none,True,weak_or_none,2022,0.0772404831359734,0.19323144912671744,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W113,W113_V_vs_Je_delta_peak,V,Je,strict_99,1.0,stable,0.9793412646551932,0.6835188060330579,Je_earlier,0.46546546546546547,weak_or_none,Je_earlier,0.987987987987988,credible_95,False,credible_95,2002,0.0553842748271699,0.1585864558287471,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W113,W113_Jw_vs_V_delta_peak,Jw,V,strict_99,1.0,stable,0.96744801152531,0.5674206187582929,Jw_earlier,0.9670658682634731,credible_95,Jw_earlier,0.8288288288288288,weak_or_none,False,credible_95,1979,0.05361563936850906,0.14661418687781608,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W113,W113_H_vs_Je_delta_peak,H,Je,strict_99,1.0,stable,0.9775097971750094,0.6687713353032361,Je_earlier,0.7784431137724551,weak_or_none,Je_earlier,0.990990990990991,strict_99,False,strict_99,1983,0.05683834929254984,0.16285088463629385,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W113,W113_Jw_vs_H_delta_peak,Jw,H,strict_99,1.0,stable,0.9582750463145941,0.5155881740062875,Jw_earlier,0.9640718562874252,credible_95,Jw_earlier,0.93993993993994,usable_90,False,credible_95,1998,0.06361091576000771,0.17677742691187445,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W113,W113_Je_vs_Jw_delta_peak,Je,Jw,strict_99,1.0,stable,0.9590920833228418,0.5148888273536562,Jw_earlier,0.46407185628742514,weak_or_none,Jw_earlier,0.9036144578313253,usable_90,False,usable_90,2006,0.08155092305168873,0.20347606411924937,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
