window_id,year_index,year,object,yearwise_peak_day,yearwise_peak_score,candidate_rank1_day,candidate_rank1_score,candidate_rank2_day,candidate_rank2_score,rank1_rank2_score_gap,weak_year_flag,ambiguous_year_peak_flag,method_role
W081,0,1979,P,79.0,194.83310130523472,79.0,194.83310130523472,91.0,95.19347625486256,99.63962505037216,False,False,single_year_peak_diagnostic_not_main_result
W081,0,1979,V,78.0,155.7047181829761,78.0,155.7047181829761,90.0,65.79073209839267,89.91398608458344,False,False,single_year_peak_diagnostic_not_main_result
W081,0,1979,H,73.0,31.801846725509417,65.0,33.31744179844704,73.0,31.801846725509417,1.515595072937625,False,False,single_year_peak_diagnostic_not_main_result
W081,0,1979,Je,68.0,57.289832029867256,68.0,57.289832029867256,,,,False,False,single_year_peak_diagnostic_not_main_result
W081,0,1979,Jw,77.0,36.986161627280616,66.0,47.416128208974875,77.0,36.986161627280616,10.42996658169426,False,False,single_year_peak_diagnostic_not_main_result
W081,1,1980,P,84.0,101.62432418763706,84.0,101.62432418763706,79.0,77.7744440689993,23.849880118637756,False,False,single_year_peak_diagnostic_not_main_result
W081,1,1980,V,67.0,38.046413518485686,67.0,38.046413518485686,,,,False,False,single_year_peak_diagnostic_not_main_result
W081,1,1980,H,88.0,102.56724602317479,88.0,102.56724602317479,69.0,47.712087946407635,54.855158076767154,False,False,single_year_peak_diagnostic_not_main_result
W081,1,1980,Je,84.0,67.58728733320139,70.0,71.08734186202432,84.0,67.58728733320139,3.500054528822929,False,False,single_year_peak_diagnostic_not_main_result
W081,1,1980,Jw,85.0,96.85170472501207,85.0,96.85170472501207,64.0,91.44207106818332,5.4096336568287455,False,False,single_year_peak_diagnostic_not_main_result
W081,2,1981,P,82.0,157.77038606970143,82.0,157.77038606970143,65.0,139.9569229395163,17.81346313018514,False,False,single_year_peak_diagnostic_not_main_result
W081,2,1981,V,80.0,172.43709120283822,80.0,172.43709120283822,65.0,38.841657532018516,133.59543367081972,False,False,single_year_peak_diagnostic_not_main_result
W081,2,1981,H,79.0,129.559006006748,79.0,129.559006006748,66.0,100.32996345512802,29.229042551619983,False,False,single_year_peak_diagnostic_not_main_result
W081,2,1981,Je,69.0,65.08438045750695,69.0,65.08438045750695,,,,False,False,single_year_peak_diagnostic_not_main_result
W081,2,1981,Jw,85.0,15.214555297702166,71.0,78.99762462820186,85.0,15.214555297702166,63.7830693304997,False,False,single_year_peak_diagnostic_not_main_result
W081,3,1982,P,83.0,248.00244862780724,83.0,248.00244862780724,70.0,114.34348022701448,133.65896840079276,False,False,single_year_peak_diagnostic_not_main_result
W081,3,1982,V,82.0,98.59856681796559,82.0,98.59856681796559,71.0,44.698408925913355,53.900157892052235,False,False,single_year_peak_diagnostic_not_main_result
W081,3,1982,H,81.0,148.70192757601382,81.0,148.70192757601382,63.0,28.20340711321422,120.4985204627996,False,False,single_year_peak_diagnostic_not_main_result
W081,3,1982,Je,83.0,29.063073746383314,65.0,31.63703911613242,83.0,29.063073746383314,2.573965369749107,False,False,single_year_peak_diagnostic_not_main_result
W081,3,1982,Jw,79.0,20.645867539579804,60.0,111.31423264941573,79.0,20.645867539579804,90.66836510983592,False,False,single_year_peak_diagnostic_not_main_result
