window_id,left_out_year_index,left_out_year,object,v9_observed_peak_day,loo_peak_day,loo_peak_shift,loo_peak_score,influence_flag,method_role
W081,0,1979,P,82.0,82.0,0.0,57.62538615542817,low_shift,leave_one_year_out_influence_diagnostic
W081,0,1979,V,80.0,81.0,1.0,19.568294486046902,low_shift,leave_one_year_out_influence_diagnostic
W081,0,1979,H,77.0,77.0,0.0,13.130255028797608,low_shift,leave_one_year_out_influence_diagnostic
W081,0,1979,Je,81.0,82.0,1.0,6.005375291368373,low_shift,leave_one_year_out_influence_diagnostic
W081,0,1979,Jw,83.0,83.0,0.0,15.253994818032641,low_shift,leave_one_year_out_influence_diagnostic
W081,1,1980,P,82.0,82.0,0.0,59.946201853045224,low_shift,leave_one_year_out_influence_diagnostic
W081,1,1980,V,80.0,80.0,0.0,21.369826089880455,low_shift,leave_one_year_out_influence_diagnostic
W081,1,1980,H,77.0,77.0,0.0,13.593833640456019,low_shift,leave_one_year_out_influence_diagnostic
W081,1,1980,Je,81.0,81.0,0.0,6.434123205051156,low_shift,leave_one_year_out_influence_diagnostic
W081,1,1980,Jw,83.0,81.0,-2.0,13.5184519035379,low_shift,leave_one_year_out_influence_diagnostic
W081,2,1981,P,82.0,82.0,0.0,59.436777468148904,low_shift,leave_one_year_out_influence_diagnostic
W081,2,1981,V,80.0,79.0,-1.0,19.11168353551519,low_shift,leave_one_year_out_influence_diagnostic
W081,2,1981,H,77.0,77.0,0.0,12.848873096938359,low_shift,leave_one_year_out_influence_diagnostic
W081,2,1981,Je,81.0,81.0,0.0,5.90187368256732,low_shift,leave_one_year_out_influence_diagnostic
W081,2,1981,Jw,83.0,83.0,0.0,16.99689260389907,low_shift,leave_one_year_out_influence_diagnostic
W081,3,1982,P,82.0,82.0,0.0,61.82977376365372,low_shift,leave_one_year_out_influence_diagnostic
W081,3,1982,V,80.0,80.0,0.0,23.21619010987774,low_shift,leave_one_year_out_influence_diagnostic
W081,3,1982,H,77.0,77.0,0.0,14.722729626156184,low_shift,leave_one_year_out_influence_diagnostic
W081,3,1982,Je,81.0,81.0,0.0,6.171354437540256,low_shift,leave_one_year_out_influence_diagnostic
W081,3,1982,Jw,83.0,83.0,0.0,14.701853589182042,low_shift,leave_one_year_out_influence_diagnostic
W081,4,1983,P,82.0,82.0,0.0,53.78105974517233,low_shift,leave_one_year_out_influence_diagnostic
W081,4,1983,V,80.0,80.0,0.0,21.0382865825759,low_shift,leave_one_year_out_influence_diagnostic
W081,4,1983,H,77.0,77.0,0.0,13.440308841693046,low_shift,leave_one_year_out_influence_diagnostic
W081,4,1983,Je,81.0,81.0,0.0,6.159613473261588,low_shift,leave_one_year_out_influence_diagnostic
W081,4,1983,Jw,83.0,82.0,-1.0,15.065445222336601,low_shift,leave_one_year_out_influence_diagnostic
W081,5,1984,P,82.0,81.0,-1.0,61.637219890275844,low_shift,leave_one_year_out_influence_diagnostic
W081,5,1984,V,80.0,78.0,-2.0,22.14842945891203,low_shift,leave_one_year_out_influence_diagnostic
W081,5,1984,H,77.0,76.0,-1.0,14.289827895860165,low_shift,leave_one_year_out_influence_diagnostic
W081,5,1984,Je,81.0,81.0,0.0,6.059800754464679,low_shift,leave_one_year_out_influence_diagnostic
W081,5,1984,Jw,83.0,81.0,-2.0,14.086354663473683,low_shift,leave_one_year_out_influence_diagnostic
W081,6,1985,P,82.0,82.0,0.0,60.256531912564796,low_shift,leave_one_year_out_influence_diagnostic
W081,6,1985,V,80.0,80.0,0.0,20.127971179018626,low_shift,leave_one_year_out_influence_diagnostic
W081,6,1985,H,77.0,77.0,0.0,13.158304242894046,low_shift,leave_one_year_out_influence_diagnostic
W081,6,1985,Je,81.0,82.0,1.0,5.70470011565022,low_shift,leave_one_year_out_influence_diagnostic
W081,6,1985,Jw,83.0,83.0,0.0,14.300958108826126,low_shift,leave_one_year_out_influence_diagnostic
W081,7,1986,P,82.0,82.0,0.0,61.062449531880574,low_shift,leave_one_year_out_influence_diagnostic
W081,7,1986,V,80.0,80.0,0.0,20.444276896027326,low_shift,leave_one_year_out_influence_diagnostic
W081,7,1986,H,77.0,77.0,0.0,12.853532507850975,low_shift,leave_one_year_out_influence_diagnostic
W081,7,1986,Je,81.0,81.0,0.0,5.967087436120993,low_shift,leave_one_year_out_influence_diagnostic
W081,7,1986,Jw,83.0,82.0,-1.0,14.791909284830641,low_shift,leave_one_year_out_influence_diagnostic
W081,8,1987,P,82.0,82.0,0.0,61.91612086032796,low_shift,leave_one_year_out_influence_diagnostic
W081,8,1987,V,80.0,80.0,0.0,21.461552019853738,low_shift,leave_one_year_out_influence_diagnostic
W081,8,1987,H,77.0,77.0,0.0,13.849444117962372,low_shift,leave_one_year_out_influence_diagnostic
W081,8,1987,Je,81.0,78.0,-3.0,6.183592923571114,shift_ge_3_days,leave_one_year_out_influence_diagnostic
W081,8,1987,Jw,83.0,84.0,1.0,14.240368468690074,low_shift,leave_one_year_out_influence_diagnostic
W081,9,1988,P,82.0,81.0,-1.0,60.86490249454165,low_shift,leave_one_year_out_influence_diagnostic
W081,9,1988,V,80.0,79.0,-1.0,21.66462216772142,low_shift,leave_one_year_out_influence_diagnostic
W081,9,1988,H,77.0,77.0,0.0,14.555927967722397,low_shift,leave_one_year_out_influence_diagnostic
W081,9,1988,Je,81.0,78.0,-3.0,6.1827472920977105,shift_ge_3_days,leave_one_year_out_influence_diagnostic
W081,9,1988,Jw,83.0,81.0,-2.0,13.562072298035254,low_shift,leave_one_year_out_influence_diagnostic
W081,10,1989,P,82.0,81.0,-1.0,63.364252204850445,low_shift,leave_one_year_out_influence_diagnostic
W081,10,1989,V,80.0,78.0,-2.0,23.604751668375556,low_shift,leave_one_year_out_influence_diagnostic
W081,10,1989,H,77.0,77.0,0.0,14.774704319291127,low_shift,leave_one_year_out_influence_diagnostic
W081,10,1989,Je,81.0,81.0,0.0,6.001698919605882,low_shift,leave_one_year_out_influence_diagnostic
W081,10,1989,Jw,83.0,83.0,0.0,15.721901681359702,low_shift,leave_one_year_out_influence_diagnostic
W081,11,1990,P,82.0,82.0,0.0,61.324867886056296,low_shift,leave_one_year_out_influence_diagnostic
W081,11,1990,V,80.0,80.0,0.0,22.055332491264732,low_shift,leave_one_year_out_influence_diagnostic
W081,11,1990,H,77.0,77.0,0.0,13.545695759732975,low_shift,leave_one_year_out_influence_diagnostic
W081,11,1990,Je,81.0,82.0,1.0,6.3155233855582615,low_shift,leave_one_year_out_influence_diagnostic
W081,11,1990,Jw,83.0,83.0,0.0,14.799161967026434,low_shift,leave_one_year_out_influence_diagnostic
W081,12,1991,P,82.0,80.0,-2.0,64.72782246571407,low_shift,leave_one_year_out_influence_diagnostic
W081,12,1991,V,80.0,78.0,-2.0,23.986704602536033,low_shift,leave_one_year_out_influence_diagnostic
W081,12,1991,H,77.0,77.0,0.0,14.769153582061357,low_shift,leave_one_year_out_influence_diagnostic
W081,12,1991,Je,81.0,81.0,0.0,6.116505471730886,low_shift,leave_one_year_out_influence_diagnostic
W081,12,1991,Jw,83.0,83.0,0.0,12.907765130450223,low_shift,leave_one_year_out_influence_diagnostic
W081,13,1992,P,82.0,82.0,0.0,60.22511610323052,low_shift,leave_one_year_out_influence_diagnostic
W081,13,1992,V,80.0,80.0,0.0,22.891641023367946,low_shift,leave_one_year_out_influence_diagnostic
W081,13,1992,H,77.0,77.0,0.0,14.009534742998486,low_shift,leave_one_year_out_influence_diagnostic
W081,13,1992,Je,81.0,80.0,-1.0,6.439586543146255,low_shift,leave_one_year_out_influence_diagnostic
W081,13,1992,Jw,83.0,83.0,0.0,17.154086824492094,low_shift,leave_one_year_out_influence_diagnostic
W081,14,1993,P,82.0,82.0,0.0,58.75306145556109,low_shift,leave_one_year_out_influence_diagnostic
W081,14,1993,V,80.0,80.0,0.0,21.648998398002707,low_shift,leave_one_year_out_influence_diagnostic
W081,14,1993,H,77.0,77.0,0.0,13.43162708542578,low_shift,leave_one_year_out_influence_diagnostic
W081,14,1993,Je,81.0,82.0,1.0,6.286800921998557,low_shift,leave_one_year_out_influence_diagnostic
W081,14,1993,Jw,83.0,83.0,0.0,15.566884726749983,low_shift,leave_one_year_out_influence_diagnostic
W081,15,1994,P,82.0,81.0,-1.0,53.495940607815406,low_shift,leave_one_year_out_influence_diagnostic
W081,15,1994,V,80.0,78.0,-2.0,21.104800398232136,low_shift,leave_one_year_out_influence_diagnostic
W081,15,1994,H,77.0,77.0,0.0,13.399792353959242,low_shift,leave_one_year_out_influence_diagnostic
W081,15,1994,Je,81.0,78.0,-3.0,5.752347698670311,shift_ge_3_days,leave_one_year_out_influence_diagnostic
W081,15,1994,Jw,83.0,82.0,-1.0,15.805764130090797,low_shift,leave_one_year_out_influence_diagnostic
W081,16,1995,P,82.0,83.0,1.0,61.78188735847104,low_shift,leave_one_year_out_influence_diagnostic
W081,16,1995,V,80.0,81.0,1.0,20.75026325980142,low_shift,leave_one_year_out_influence_diagnostic
W081,16,1995,H,77.0,77.0,0.0,13.135093537655223,low_shift,leave_one_year_out_influence_diagnostic
W081,16,1995,Je,81.0,81.0,0.0,6.001462827751202,low_shift,leave_one_year_out_influence_diagnostic
W081,16,1995,Jw,83.0,83.0,0.0,15.575799249325689,low_shift,leave_one_year_out_influence_diagnostic
W081,17,1996,P,82.0,82.0,0.0,61.57907499823767,low_shift,leave_one_year_out_influence_diagnostic
W081,17,1996,V,80.0,80.0,0.0,21.347716969670348,low_shift,leave_one_year_out_influence_diagnostic
W081,17,1996,H,77.0,77.0,0.0,14.488105367079946,low_shift,leave_one_year_out_influence_diagnostic
W081,17,1996,Je,81.0,81.0,0.0,6.025005777051982,low_shift,leave_one_year_out_influence_diagnostic
W081,17,1996,Jw,83.0,82.0,-1.0,16.50807919708815,low_shift,leave_one_year_out_influence_diagnostic
W081,18,1997,P,82.0,82.0,0.0,58.72960561350008,low_shift,leave_one_year_out_influence_diagnostic
W081,18,1997,V,80.0,78.0,-2.0,20.956402975056776,low_shift,leave_one_year_out_influence_diagnostic
W081,18,1997,H,77.0,77.0,0.0,13.56268036088317,low_shift,leave_one_year_out_influence_diagnostic
W081,18,1997,Je,81.0,80.0,-1.0,5.797400464120744,low_shift,leave_one_year_out_influence_diagnostic
W081,18,1997,Jw,83.0,82.0,-1.0,14.34219009914995,low_shift,leave_one_year_out_influence_diagnostic
W081,19,1998,P,82.0,81.0,-1.0,57.597289687387686,low_shift,leave_one_year_out_influence_diagnostic
