window_id,object,year,n_bootstrap,n_present,n_absent,mean_peak_present,mean_peak_absent,presence_effect_on_peak_day,peak_q25_for_early_definition,peak_q75_for_late_definition,P_early_present,P_early_absent,presence_effect_on_early_probability,P_late_present,P_late_absent,presence_effect_on_late_probability,n_high_count,high_count_effect_on_peak_day,ridge_coef_peak_day,permutation_percentile_peak_day,permutation_percentile_early_probability,permutation_percentile_late_probability,max_permutation_percentile,influence_direction,influence_evidence_level,method_role
W113,Je,1987,999,644,355,110.3804347826087,110.84507042253522,-0.464635639926513,108.0,113.0,0.33540372670807456,0.24788732394366197,0.08751640276441258,0.2795031055900621,0.3126760563380282,-0.03317295074796611,258,-0.4807293372638952,-0.17953624955949052,0.9880444444444444,0.9965333333333334,0.7372444444444445,0.9965333333333334,push_early_peak,strict_99,bootstrap_year_influence_candidate_not_physical_type
W113,Je,1988,999,662,337,110.64803625377644,110.34421364985164,0.3038226039248002,108.0,113.0,0.2990936555891239,0.314540059347181,-0.015446403758057115,0.3157099697885196,0.2433234421364985,0.07238652765202111,286,0.5858562802182945,0.18785776272207516,0.9012444444444444,0.4035111111111111,0.9833333333333333,0.9833333333333333,push_late_peak,credible_95,bootstrap_year_influence_candidate_not_physical_type
W113,Je,1989,999,660,339,110.18030303030304,111.2566371681416,-1.0763341378385576,108.0,113.0,0.32727272727272727,0.25958702064896755,0.06768570662375972,0.22272727272727272,0.4247787610619469,-0.20205148833467418,272,-1.5360489328474785,-0.49135172727806997,1.0,0.9760444444444445,1.0,1.0,push_early_peak,strict_99,bootstrap_year_influence_candidate_not_physical_type
W113,Je,1990,999,626,373,110.65654952076677,110.35924932975871,0.2973001910080626,108.0,113.0,0.2747603833865815,0.353887399463807,-0.0791270160772255,0.2987220447284345,0.27882037533512066,0.019901669393313837,251,0.3459299531098168,0.2832325514842479,0.894,0.9913777777777778,0.49315555555555557,0.9913777777777778,push_late_peak,strict_99,bootstrap_year_influence_candidate_not_physical_type
W113,Je,1991,999,644,355,110.36024844720497,110.88169014084507,-0.5214416936400994,108.0,113.0,0.3338509316770186,0.2507042253521127,0.08314670632490595,0.2826086956521739,0.30704225352112674,-0.02443355786895285,265,-0.9194259899016686,-0.2752662816144403,0.9952444444444445,0.9947111111111111,0.5905333333333334,0.9952444444444445,push_early_peak,strict_99,bootstrap_year_influence_candidate_not_physical_type
W113,Je,1992,999,627,372,110.61881977671452,110.42204301075269,0.19677676596182891,108.0,113.0,0.27751196172248804,0.34946236559139787,-0.07195040386890983,0.2982456140350877,0.27956989247311825,0.01867572156196945,244,0.053366825312892274,-0.13070398553186008,0.7151555555555555,0.9825777777777778,0.4697777777777778,0.9825777777777778,push_late_peak,credible_95,bootstrap_year_influence_candidate_not_physical_type
W113,Je,1993,999,628,371,110.44745222929936,110.71159029649596,-0.2641380671965976,108.0,113.0,0.31687898089171973,0.2830188679245283,0.033860112967191436,0.2643312101910828,0.33692722371967654,-0.07259601352859374,264,-0.2646205995262534,-0.08351961388310905,0.8516888888888889,0.7424,0.9840444444444445,0.9840444444444445,push_early_peak,credible_95,bootstrap_year_influence_candidate_not_physical_type
W113,Je,1994,999,653,346,110.45788667687596,110.71098265895954,-0.253095982083579,108.0,113.0,0.333843797856049,0.24855491329479767,0.08528888456125133,0.28483920367534454,0.30346820809248554,-0.018629004417140993,264,-0.3321947801716618,-0.21607147105230362,0.8329333333333333,0.9956,0.46142222222222223,0.9956,push_early_peak,strict_99,bootstrap_year_influence_candidate_not_physical_type
W113,Je,1995,999,626,373,110.66932907348243,110.33780160857908,0.3315274649033455,108.0,113.0,0.26357827476038337,0.3726541554959786,-0.10907588073559521,0.28753993610223644,0.2975871313672922,-0.010047195265055764,272,0.7430807443620893,0.24188869831245488,0.9286222222222222,0.9995555555555555,0.26297777777777775,0.9995555555555555,push_late_peak,strict_99,bootstrap_year_influence_candidate_not_physical_type
W113,Je,1996,999,619,380,110.63327948303716,110.40263157894736,0.23064790408979263,108.0,113.0,0.2859450726978998,0.33421052631578946,-0.04826545361788964,0.2972536348949919,0.28157894736842104,0.015674687526570863,293,0.05811927429495256,0.09501744815854796,0.7929333333333334,0.8962666666666667,0.39964444444444447,0.8962666666666667,push_late_peak,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W113,Je,1997,999,623,376,110.21348314606742,111.09574468085107,-0.8822615347836518,108.0,113.0,0.3258426966292135,0.26861702127659576,0.057225675352617744,0.22953451043338685,0.39361702127659576,-0.1640825108432089,258,-1.0879927428665752,-0.4295767270683011,1.0,0.9439555555555555,1.0,1.0,push_early_peak,strict_99,bootstrap_year_influence_candidate_not_physical_type
W113,Je,1998,999,614,385,110.34201954397395,110.87012987012987,-0.5281103261559252,108.0,113.0,0.33876221498371334,0.24935064935064935,0.08941156563306399,0.26547231270358307,0.33246753246753247,-0.0669952197639494,249,-0.6733427215354908,-0.2135730601580648,0.9956888888888888,0.9970222222222223,0.9744,0.9970222222222223,push_early_peak,strict_99,bootstrap_year_influence_candidate_not_physical_type
W113,Je,1999,999,674,325,110.68100890207715,110.26461538461538,0.41639351746177056,108.0,113.0,0.29080118694362017,0.3323076923076923,-0.04150650536407213,0.31602373887240354,0.24,0.07602373887240355,288,0.7701068376068463,0.37611622983085374,0.9764,0.8336444444444444,0.988,0.988,push_late_peak,credible_95,bootstrap_year_influence_candidate_not_physical_type
W113,Je,2000,999,598,401,110.6923076923077,110.32668329177058,0.365624400537115,108.0,113.0,0.2608695652173913,0.3690773067331671,-0.10820774151577578,0.28595317725752506,0.29925187032418954,-0.01329869306666448,245,0.2529085449641144,0.1107724571596122,0.9543555555555555,0.9995555555555555,0.34146666666666664,0.9995555555555555,push_late_peak,strict_99,bootstrap_year_influence_candidate_not_physical_type
W113,Je,2001,999,641,358,110.5195007800312,110.59217877094972,-0.07267799091852112,108.0,113.0,0.31981279251170047,0.276536312849162,0.04327647966253845,0.30265210608424337,0.2709497206703911,0.031702385413852285,256,-0.017960020949715272,-0.10685574459232951,0.3076888888888889,0.8529333333333333,0.7125333333333334,0.8529333333333333,push_early_peak,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W113,Je,2002,999,603,396,110.66003316749585,110.37121212121212,0.2888210462837293,108.0,113.0,0.28192371475953565,0.3383838383838384,-0.05646012362430275,0.296849087893864,0.2828282828282828,0.014020805065581177,249,0.42798466593646367,0.15064217839563018,0.8843111111111112,0.9400888888888889,0.3569777777777778,0.9400888888888889,push_late_peak,usable_90,bootstrap_year_influence_candidate_not_physical_type
