window_id,anchor_day,field,marker_extract_status,t10_day,t15_day,t20_day,t25_day,t30_day,t35_day,t40_day,t45_day,t50_day,t75_day,pre_progress_upper90,pre_progress_upper95,departure90_day,departure95_day,peak_change_day_raw,peak_change_value_raw,peak_change_day_smooth3,peak_change_value_smooth3,duration_25_75,tail_50_75,early_span_25_50
W002,45,P,success,37.0,39.0,39.0,40.0,41.0,41.0,42.0,42.0,44.0,46.0,0.09655877850698157,0.10996251225721003,37.0,37.0,45.0,0.12422692807549762,46.0,0.1125565837478788,6.0,2.0,4.0
W002,45,V,success,38.0,40.0,41.0,41.0,42.0,43.0,44.0,45.0,45.0,48.0,0.05515805177228687,0.06906699031392448,37.0,37.0,45.0,0.10706135612717421,46.0,0.09042433216969858,7.0,3.0,4.0
W002,45,H,success,35.0,36.0,36.0,37.0,37.0,38.0,38.0,38.0,39.0,52.0,0.2651879810124734,0.30557119755717116,37.0,37.0,38.0,0.11581376834131074,37.0,0.11456904462596751,15.0,13.0,2.0
W002,45,Je,success,42.0,43.0,44.0,44.0,45.0,45.0,46.0,46.0,46.0,51.0,0.06137579291929711,0.07130879762308068,42.0,42.0,46.0,0.13198381161925565,45.0,0.11057978865926271,7.0,5.0,2.0
W002,45,Jw,success,37.0,38.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,48.0,0.079077728637522,0.10157444036238991,37.0,37.0,38.0,0.0761704787137141,38.0,0.07179188216265955,9.0,4.0,5.0
