window_id,anchor_day,field,day,projection_progress_observed,projection_progress_raw_observed,distance_progress_observed,dprojection_progress_observed,dist_to_pre_observed,dist_to_post_observed,projection_fraction_observed,residual_fraction_observed,projection_progress_bootstrap_median,projection_progress_q05,projection_progress_q25,projection_progress_q75,projection_progress_q95,distance_progress_bootstrap_median,distance_progress_q05,distance_progress_q25,distance_progress_q75,distance_progress_q95,dprojection_progress_bootstrap_median,dprojection_progress_q05,dprojection_progress_q25,dprojection_progress_q75,dprojection_progress_q95,residual_fraction_bootstrap_median,residual_fraction_q05,residual_fraction_q25,residual_fraction_q75,residual_fraction_q95,projection_fraction_bootstrap_median,projection_fraction_q05,projection_fraction_q25,projection_fraction_q75,projection_fraction_q95,prob_progress_above_010,prob_progress_above_025,prob_progress_above_050,prob_progress_above_075
W002,45,H,42,0.6949819476898192,0.6949819476898192,0.6777903719993427,0.026560653373733145,0.3746643600702625,0.17810885056771336,0.9791180246974562,0.20329263072529855,0.6689663682667484,0.3743094847263545,0.5519683001661273,0.793783836469188,1.0,0.6156186772118082,0.40255649544265215,0.5381714973711483,0.697486297095252,0.7983242880727122,0.02565919242005399,-0.02344350200880424,0.002680686219003775,0.046734717399998946,0.0770047643570278,0.33000687508183923,0.15577046230924788,0.24260525184440507,0.4867059025639866,0.7317455360242305,0.9439785285604081,0.6815779147787258,0.8735658872754126,0.970125075850659,0.9877932733081274,0.999,0.99,0.83,0.33
W002,45,H,43,0.7115780351512082,0.7115780351512082,0.6920145736913706,0.016596087461388964,0.38343110304273753,0.1706484172724672,0.9795781729335468,0.20106367923361465,0.6843972799234476,0.3937637862748885,0.5733893731045053,0.8095031410044786,1.0,0.628360564840208,0.4208815187927603,0.5503894007732479,0.7071278464418834,0.8034848662195327,0.01664624824619282,-0.03904744037127813,0.0,0.03777300531282554,0.06565026708438691,0.3327491853081068,0.1618607155308841,0.23982461173185787,0.4791081949622845,0.7130488582351587,0.9430153636340664,0.7011132145932729,0.877755236043009,0.9708162299410367,0.9868136115880972,1.0,0.992,0.86,0.35
W002,45,H,44,0.7081784689711922,0.7081784689711922,0.6887131363779727,-0.0033995661800160226,0.38182038404575064,0.1725764524268371,0.979010868288024,0.20380804637867256,0.6856185233242983,0.4061732290775513,0.5660577155805618,0.7999453082183585,1.0,0.624579144356774,0.42478098983981755,0.5482430238276998,0.7027730949181228,0.8018841467769076,0.0,-0.05900045164283014,-0.022724084479636725,0.017008093234206184,0.04618352422985924,0.33849915999211283,0.16749171022630904,0.23994148523231285,0.48888699066939306,0.7206548462810298,0.9409666603347008,0.6932937698964168,0.8723470513368781,0.9707873517165737,0.9858734740988904,1.0,0.991,0.854,0.345
W002,45,H,45,0.6783563728272777,0.6783563728272777,0.6644066507291965,-0.02982209614391451,0.36527714566327457,0.18450233842484062,0.9802555580393304,0.19773477419898935,0.6620535395055489,0.379558321221292,0.5402555416877386,0.7701526735570264,0.9584934574827831,0.6152555793077465,0.4174276457747152,0.532685446286635,0.6883037238298141,0.7885018482066602,-0.02446666413192483,-0.08270401071075159,-0.04534268079419815,-0.0016993451063998521,0.024016022842480937,0.3474273916110113,0.1606530551428799,0.25304534270354656,0.48670681860865644,0.7235869317428729,0.9377068878631123,0.6902331576538041,0.8735653760046271,0.9674543645512497,0.9870109263882056,0.999,0.989,0.813,0.289
W002,45,H,46,0.6421488239564292,0.6421488239564292,0.6332303796716023,-0.03620754887084843,0.3452515600050091,0.19997111263970158,0.9817568643812058,0.1901406301519726,0.6291071700248566,0.3664072513060869,0.5104638643116362,0.7344433634355233,0.9244278663444075,0.5948837150645736,0.40016616743647315,0.5076692246967753,0.6719091341600908,0.7825060667834595,-0.02999821767988059,-0.0805208393586894,-0.05027059886828181,-0.008852619621285751,0.017791387684215686,0.34071865629240994,0.14897542117508203,0.2475268198760212,0.4983467217736699,0.7604930466785191,0.9401652609329536,0.6493447793978493,0.8669772227574309,0.9688809376435434,0.9888408969155678,0.997,0.988,0.768,0.229
W002,45,H,47,0.6049198154494838,0.6049198154494838,0.5984781783467052,-0.03722900850694544,0.3260701026735686,0.21876196384176894,0.9792435854088205,0.20268695179893598,0.5933895792772548,0.3402526560757612,0.48484812941115524,0.7051873567208298,0.9028105805687752,0.5720913666130826,0.38899762139333177,0.4883643645047259,0.6550869991340096,0.7635654427710209,-0.030432214416685976,-0.07668902337813716,-0.04796304550523256,-0.01169971255347127,0.013184059434100726,0.34258418291770365,0.14242071724139688,0.23263084117330918,0.5231057090755732,0.8048825142590534,0.93948712698786,0.593434052337001,0.8522678083316905,0.972565107857624,0.9898061956807732,0.997,0.982,0.722,0.179
W002,45,H,48,0.5778235404490808,0.5778235404490808,0.5717773778775782,-0.027096275000403014,0.31426250720927923,0.2353613837799747,0.9705246370174392,0.24100192724499891,0.5777128782114109,0.32070504679089706,0.46670207792363577,0.6873905335290182,0.88527504569117,0.5564750260283724,0.3805439694426432,0.47660938528026153,0.6467294782027936,0.7608039152416655,-0.016610416975445574,-0.06947285885500232,-0.03707518260768147,0.0,0.022635242086750097,0.35066627856545185,0.11501522577905503,0.2162242723719962,0.5469747898474553,0.848375012192807,0.9365004199554535,0.5293950834530099,0.8371490683322369,0.9763436621834078,0.9933637288666686,0.997,0.975,0.678,0.146
W002,45,H,49,0.5927732449965134,0.5927732449965134,0.5858649595676708,0.014949704547432607,0.3214436250933192,0.22722142108035415,0.973391794231071,0.22914714686723492,0.5969962075285953,0.35317749456151637,0.4849471423674476,0.7036158196125797,0.8831041669745703,0.5768569152499593,0.3978180016587836,0.4892498914061174,0.6626752103687497,0.7756642979593878,0.01907279624368141,-0.030220095758245115,-2.983807465431476e-05,0.03640282731941921,0.06326046148885352,0.3250884979141522,0.09423946203649747,0.184679545453993,0.5310888486668415,0.8096196117377156,0.9456833251076322,0.5869549167148745,0.8473161356618168,0.982798790913044,0.9955495585519641,0.996,0.984,0.724,0.171
W002,45,H,50,0.6580403804234162,0.6580403804234162,0.65163901715389,0.06526713542690277,0.3511474648556319,0.1877206133460972,0.9891608339202548,0.14683611487808557,0.6617435560206136,0.4216111869995294,0.5573284647465506,0.756324241837965,0.925554826175412,0.6288660504618047,0.4477840541845761,0.5448223614772575,0.7130649488075493,0.8146218091579022,0.06219017010754621,0.012683642596345137,0.04289928836323478,0.08141153365425491,0.11220034532320754,0.256170951542136,0.0730082202654951,0.14568954957636937,0.44387884064212446,0.6997309615508109,0.9666314809723138,0.7144064496108632,0.896085945307283,0.9893303123346208,0.9973313331877192,1.0,0.994,0.845,0.266
W002,45,H,51,0.7346311105178897,0.7346311105178897,0.7318855785698016,0.07659073009447348,0.3886002023822362,0.14235738683666743,0.9978613425775836,0.06536620674412319,0.7318568707584292,0.5172948832362831,0.6456609907180825,0.8211499136798924,0.9662664995259571,0.6956516476780013,0.5122498253034391,0.6203201547514183,0.7659083868528742,0.8476025028553938,0.07210147408846712,0.014009644482883011,0.05229659081146015,0.09332685657460153,0.12670044001506042,0.20144252794323966,0.0640166495388487,0.12072800654410332,0.3413421744322256,0.5508642908640018,0.9795003284144215,0.8345946131800205,0.9399391035642941,0.9926856135600515,0.9979488306123057,1.0,0.999,0.961,0.451
W002,45,H,52,0.7779679944789535,0.7779679944789535,0.7735381671552721,0.04333688396106383,0.41159878322901927,0.12050008493920855,0.9976806585647642,0.06806837386715894,0.7791224894467224,0.5934751353839987,0.7055488945508777,0.8548443013948481,0.9721465554018264,0.7407836342154415,0.5713749675193271,0.6696937333947246,0.8011737345951373,0.8700428467141256,0.04755817354545866,0.0,0.02672845895571621,0.06621201173311289,0.09221219891888315,0.17814658219073976,0.05441323046502903,0.10279740465741731,0.2795212771205698,0.4903261771487865,0.9840039609918412,0.8715389026676713,0.9601392608242189,0.994702313842914,0.9985185027328427,1.0,1.0,0.995,0.601
W002,45,H,53,0.8177294769331557,0.8177294769331557,0.8048290141628183,0.03976148245420219,0.4337186847114251,0.10517675404431326,0.9951886761181836,0.09797703262258109,0.8263718865987635,0.6857570232213605,0.7667864007234928,0.8796822091772235,0.9708389626333191,0.7877505323018813,0.6406203399055612,0.7246333775547229,0.8399441815984457,0.9000192444282683,0.04630270496054295,-0.010483626737040069,0.020485044087582727,0.06932439725651526,0.10154806696941145,0.14911220099538663,0.03603849162608324,0.08042007808163171,0.24417652084260166,0.41767563289069726,0.9888202641349633,0.9085961973863681,0.9697307701407827,0.9967610600058402,0.9993504024563177,1.0,1.0,0.999,0.803
W002,45,H,54,0.8740310577089151,0.8740310577089151,0.85994260366873,0.05630158077575942,0.4627118009831334,0.07536108784482952,0.9970574750542844,0.07665762476135289,0.8823391699535595,0.7895175423597459,0.8452797737452276,0.915705258058476,0.9791907022932592,0.8488071133582947,0.730484881108698,0.8033658279219926,0.8864009232850643,0.9266412114484677,0.05703670962959623,-0.0037324981126642064,0.03160101108715907,0.08119501984521607,0.11982134699666247,0.10015759853408876,0.023905049414086364,0.05461365421075382,0.1707256129047797,0.30267285550368583,0.994971585185848,0.9530943856155054,0.9853185985270089,0.9985075606489733,0.9997142323257561,1.0,1.0,1.0,0.985
W002,45,H,55,0.9395982117193405,0.9395982117193405,0.9357013241731674,0.06556715401042545,0.49610621449543607,0.034090977362643896,0.9997039747974762,0.02433028503934572,0.9459231683080648,0.8885295367848105,0.9223342017644411,0.9660780294434284,0.9924081856256037,0.919502802062871,0.844810826042252,0.8931110001964448,0.9427306579971181,0.9675802450812572,0.06078431419361935,0.0,0.03931816595579224,0.08643928150253366,0.12014182560077243,0.052476080962323104,0.015772230356214598,0.029448683438885754,0.08652444669240124,0.16120353961033582,0.9986221775449774,0.9869210986484164,0.9962496748816292,0.9995662933180228,0.9998756105311957,1.0,1.0,1.0,1.0
W002,45,H,56,1.0,1.002401098519305,0.9732055938470315,0.06040178828065945,0.5293084855131694,0.014572980909425975,0.9996237872990957,0.02742779360490495,1.0,0.9540743997124106,0.9853461236804232,1.0,1.0,0.9551058560120458,0.9019108319564092,0.9363147742427498,0.9705152955513121,0.9829689636933795,0.046100940611513264,0.0,0.028208093138906765,0.06462532311593513,0.09395463351501145,0.03839314451536638,0.011985010751762375,0.022298503821384562,0.060684142057429696,0.09872960556749398,0.9992627100230783,0.9951142973405076,0.9981570188268502,0.9997513569494726,0.9999281771079388,1.0,1.0,1.0,1.0
W002,45,H,57,1.0,1.0538202926096851,0.930296927993028,0.0,0.5570905621976365,0.04174035450606917,0.9984921635431374,0.0548944381459018,1.0,0.9948335720903375,1.0,1.0,1.0,0.9266890823866294,0.8589920256828086,0.8995128200290602,0.9504194832378916,0.9724454018489879,0.0,0.0,0.0,0.01325531938974478,0.040467567630951426,0.05792557024160838,0.014538240592067295,0.03359033518740954,0.08723054491432039,0.1407007804095177,0.9983209035966811,0.9900521565738873,0.9961881505945933,0.9994356854636361,0.999894314193479,1.0,1.0,1.0,1.0
W002,45,H,58,1.0,1.0926856917137318,0.903119153748864,0.0,0.5780221250323264,0.062006516406672006,0.9978257300274712,0.06590760571955095,1.0,1.0,1.0,1.0,1.0,0.898163211745335,0.8209808804586476,0.8693620002956258,0.9253415018138176,0.954186441192362,0.0,0.0,0.0,0.0,0.002747967016402613,0.07088486596414809,0.014404594890441814,0.03650816818517034,0.11328297663661346,0.18667414535210916,0.9974844985418329,0.9824218421862796,0.9935627584035278,0.9993333542978134,0.9998962480855491,1.0,1.0,1.0,1.0
W002,45,H,59,1.0,1.1073604515963202,0.9059425703633521,0.0,0.5849187299307298,0.060727858566846565,0.9993034465816963,0.03731784622032503,1.0,1.0,1.0,1.0,1.0,0.8893455013644218,0.8075599687771592,0.8627627076856801,0.9138253075498315,0.944856137167221,0.0,0.0,0.0,0.0,0.0,0.06857973118556976,0.02117691450752945,0.04206849181525087,0.11629303093892956,0.20563917149998023,0.9976456379402576,0.9786278768718177,0.9932149466893719,0.9991147287710108,0.999775743190493,1.0,1.0,1.0,1.0
W002,45,H,60,1.0,1.1123737191995455,0.9030957109418012,0.0,0.5875459916489566,0.06304506368373461,0.9993388161865164,0.03635836161775313,1.0,1.0,1.0,1.0,1.0,0.8688486895210966,0.7820008934358004,0.8393917929685951,0.8978428176269198,0.9335335551236806,0.0,0.0,0.0,0.0,0.0,0.09486205476108445,0.032759197388495295,0.05664648205249718,0.1431522342868314,0.25502666866609536,0.9954904073198336,0.966934019597694,0.9897006761570294,0.998394298523779,0.9994632734454006,1.0,1.0,1.0,0.999
W002,45,Je,30,0.08124180232686427,0.08124180232686427,0.22882489769790365,,0.17662212213657358,0.5952437190077,0.28570610335264596,0.9583172869648775,0.06774777639782598,0.0,0.012952752758922981,0.12474128673327325,0.19706448028892395,0.23131027443840962,0.13166762070182797,0.18945755332995945,0.271434426922964,0.3285255257936435,,,,,,0.9586309470790905,0.7900565803034576,0.9092853657763088,0.9879867349659402,0.9995760926210618,0.28465190364489723,0.029114172552497708,0.15453860378706352,0.4161731892712547,0.6130339267929069,0.355,0.01,0.0,0.0
W002,45,Je,31,0.052861788887482615,0.052861788887482615,0.17099966195757965,-0.02838001343938166,0.12382348964232948,0.60029191634529,0.2651696916955615,0.9642017603126063,0.04455789173176836,0.0,0.0,0.08376043826994903,0.13468034779534518,0.17375220762244703,0.09214737851338108,0.134742466489669,0.2115672721476756,0.2636053988492721,-0.023290078726807592,-0.0754986161884636,-0.04725095433152428,0.0,0.008078015784399747,0.9646439857459437,0.7931502254499136,0.9136565397837018,0.9887493909239862,0.9996828060122881,0.2635564089292906,0.02518506004813511,0.14958153370208133,0.40648677610230954,0.6090254630854596,0.172,0.0,0.0,0.0
W002,45,Je,32,0.04723917662155021,0.04723917662155021,0.11796614444288374,-0.005622612265932407,0.07976749378873833,0.596422222890879,0.36784210492323255,0.9298882652343629,0.03906124964227349,0.0,0.011624761934048372,0.06499545023467845,0.10083937654890084,0.12136581313168981,0.05505494096562945,0.0900088273507379,0.15096896277588037,0.19513750949272435,-0.0034063368683495375,-0.05290063910207935,-0.02313914029080986,0.005549011494800568,0.02652059423054267,0.945684980510527,0.7792954763303508,0.8866696792563147,0.9837011487027737,0.9993949024022754,0.32508447163356735,0.034781727464740425,0.17981108007015129,0.4624033496889385,0.6266564978011406,0.055,0.0,0.0,0.0
W002,45,Je,33,0.027615191645680198,0.027615191645680198,0.056047554013238333,-0.01962398497587001,0.0359105011455361,0.6048043663935194,0.47765206829121876,0.8785490888968167,0.02393475729279226,0.0,0.006128705866278042,0.04105265495754127,0.0676424703755209,0.0635234552351843,0.022952760711918322,0.04415885163633334,0.08399858847159963,0.12074039195561419,-0.0145097933333229,-0.05617345512378013,-0.03173533809504568,0.0,0.019927081885063126,0.9048023641921508,0.6800533828771632,0.8261788321982424,0.9717904461063418,0.9987109698529898,0.42583132422563486,0.05075692081665984,0.23584595125541047,0.563407844288918,0.7331625372270236,0.0,0.0,0.0,0.0
W002,45,Je,34,0.0,-0.008759843539464797,0.04219719660870644,-0.027615191645680198,0.027630316204645344,0.6271600117125948,0.19692260001535203,0.9804190377235692,0.0,0.0,0.0,0.009743424819033158,0.03578672092568646,0.0499692069700986,0.02480089416047364,0.038387347544751635,0.06189518792126968,0.08565433597785257,-0.01680662746358058,-0.06047769475160958,-0.03323319214352033,0.0,0.011979843557385182,0.9333269666559576,0.597287708394117,0.8488243724395651,0.9834619926700712,0.9990938154410363,0.3590270647158348,0.04256221615743243,0.1811146206074901,0.5286749273384622,0.8020243618716109,0.0,0.0,0.0,0.0
W002,45,Je,35,0.0,-0.025887287398476688,0.10331460970975768,0.0,0.07388734132974376,0.6412810316352471,0.21762138631254954,0.9760332638759478,0.0,0.0,0.0,0.009862018626722672,0.05575856255799624,0.10717501041397559,0.062053454875552264,0.08601012806416737,0.13229078772576616,0.16708115956798655,0.0,-0.016672460876710673,0.0,0.0,0.03565750982407518,0.9606865925485422,0.7353185170567874,0.9036950902026466,0.9899216965849675,0.9997203143127587,0.2776351145298107,0.02364641544005277,0.14161556101061257,0.4281763540351039,0.6777210703080173,0.004,0.0,0.0,0.0
W002,45,Je,36,0.0,-0.06139548213101552,0.16084880536453827,0.0,0.12854070804814127,0.6705992529647077,0.29667489231142347,0.9549785381130016,0.0,0.0,0.0,0.0,0.05747786015517037,0.16435147862971555,0.09739813947044522,0.13435899025088702,0.19647116757694558,0.24263237060059487,0.0,-0.0221973048438965,0.0,0.0,0.013611454569355348,0.9599475713158263,0.7869675454649823,0.9064023600706179,0.9902702278558956,0.9994310400424025,0.280179687088612,0.03372794699908596,0.13915770937225733,0.4224149059178283,0.6169938487518231,0.016,0.0,0.0,0.0
W002,45,Je,37,0.0,-0.11291534641262041,0.20360539816028747,0.0,0.1818609511580593,0.7113420424810704,0.38565465702428264,0.9226432059601833,0.0,0.0,0.0,0.0,0.032367078866644534,0.20820149978179192,0.12157248668428157,0.17219915476324968,0.2422316460392183,0.2944076273184102,0.0,-0.03298816370781998,0.0,0.0,0.0,0.9430581743283823,0.8005830641723047,0.8905074792818873,0.9818930251730553,0.9990994731307352,0.3326273475331085,0.04242926528132294,0.18943616664235036,0.45496801545699034,0.5992217438916922,0.01,0.0,0.0,0.0
W002,45,Je,38,0.0,-0.1299882088539558,0.2312284838348003,0.0,0.21988772626713493,0.7310665965748601,0.3671876266339741,0.9301468953008516,0.0,0.0,0.0,0.0,0.03968395995295509,0.23611841379638196,0.14831850412682202,0.2017034336210147,0.2710704565574137,0.3226943535344488,0.0,-0.0008021975783143731,0.0,0.0,0.011724558988116538,0.950805333379908,0.8212934771220738,0.899984346076569,0.9832268304737064,0.9987507431225066,0.30978895479510016,0.04996929113775061,0.18238689562818955,0.4359221976381985,0.5705059323972269,0.013,0.0,0.0,0.0
W002,45,Je,39,0.0,-0.10493174028756638,0.24371714340593226,0.0,0.232575816467259,0.7217100134779898,0.2802382346424753,0.9599304828141825,0.0,0.0,0.0,0.0,0.08347088753912577,0.24953875770154255,0.16396495466288516,0.21619090601639968,0.28638684462197517,0.33417568119817315,0.0,0.0,0.0,0.0,0.04314305234383209,0.9694374072653105,0.8479491877770368,0.9276107825111276,0.9917962136469641,0.9996670350670691,0.24533863990171467,0.02580346857989997,0.1278290668793431,0.37354815518999795,0.5300774240612967,0.032,0.0,0.0,0.0
W002,45,Je,40,0.0,-0.0256474867377509,0.24928354103507475,0.0,0.2241994514383753,0.6751758162074765,0.07105511314252946,0.9974723910401642,0.0,0.0,0.0,0.07738846599781607,0.18088085781223515,0.26039553102359825,0.1885507255349091,0.2283499380927559,0.29704403249637923,0.35110491576661085,0.0,0.0,0.0,0.06540820792787036,0.11215836658323007,0.9811346215994377,0.7714648207494738,0.9449748420603264,0.995966863270729,0.9998033131277853,0.19332551413364257,0.019832675026273863,0.08971996148249493,0.3271428208062625,0.6362700516039077,0.177,0.01,0.0,0.0
W002,45,Je,41,0.04763421348487639,0.04763421348487639,0.25747486121509194,0.04763421348487639,0.21841697816730613,0.6298871130992401,0.13546205868334116,0.9907825344888326,0.07126788422986041,0.0,0.0,0.16119277958117956,0.27927631348501203,0.27907022175522894,0.20800142479218334,0.24767922361128727,0.31258438391279364,0.37271685547182004,0.05418802811482674,0.0,0.0,0.08596504280403346,0.11626392197460692,0.9687167065345648,0.5333014815773918,0.8891594541336796,0.9933017358717275,0.9998034922041361,0.24816916622348667,0.019823643375823825,0.11554894341058919,0.457597295499548,0.8459233181094425,0.41,0.076,0.0,0.0
