window_id,anchor_day,field,bootstrap_id,marker_extract_status,t10_day,t15_day,t20_day,t25_day,t30_day,t35_day,t40_day,t45_day,t50_day,t75_day,pre_progress_upper90,pre_progress_upper95,departure90_day,departure95_day,peak_change_day_raw,peak_change_value_raw,peak_change_day_smooth3,peak_change_value_smooth3,duration_25_75,tail_50_75,early_span_25_50
W002,45,Je,3,success,40.0,41.0,42.0,44.0,45.0,46.0,46.0,47.0,47.0,52.0,0.05436543888911061,0.05462508252861708,40.0,40.0,46.0,0.11214752609199252,46.0,0.0902803655624006,8.0,5.0,3.0
W002,45,Jw,3,success,38.0,39.0,40.0,40.0,41.0,42.0,44.0,45.0,46.0,49.0,0.02529459047363554,0.041748683263546596,37.0,37.0,46.0,0.07699254013442275,47.0,0.07436871214231677,9.0,3.0,6.0
W002,45,P,4,success,40.0,40.0,41.0,41.0,42.0,42.0,43.0,44.0,44.0,46.0,0.028622284940234388,0.03687829022824263,39.0,39.0,40.0,0.11994768012482476,41.0,0.1111743186353911,5.0,2.0,3.0
W002,45,V,4,success,40.0,41.0,42.0,43.0,44.0,45.0,45.0,46.0,47.0,51.0,0.03556111278790918,0.04291477055269806,37.0,37.0,51.0,0.11191396299823653,51.0,0.0919636742173291,8.0,4.0,4.0
W002,45,H,4,success,36.0,36.0,36.0,37.0,37.0,38.0,38.0,38.0,39.0,44.0,0.2406813979835876,0.2872410506647417,37.0,37.0,37.0,0.13302757908901183,37.0,0.12492561486898648,7.0,5.0,2.0
W002,45,Je,4,success,43.0,43.0,44.0,44.0,45.0,45.0,46.0,46.0,46.0,52.0,0.08864595634522475,0.08983831989028475,43.0,43.0,46.0,0.1430204421702394,45.0,0.12085746736195607,8.0,6.0,2.0
W002,45,Jw,4,success,37.0,38.0,38.0,39.0,40.0,40.0,41.0,42.0,43.0,47.0,0.08958485367471884,0.11110851363993582,37.0,37.0,39.0,0.0815219428569737,44.0,0.07455374513393642,8.0,4.0,4.0
W002,45,P,5,success,40.0,41.0,41.0,42.0,43.0,43.0,44.0,45.0,45.0,48.0,0.03272262072513286,0.036294944913888585,39.0,39.0,46.0,0.12005307571018009,46.0,0.10492730223489832,6.0,3.0,3.0
W002,45,V,5,success,41.0,42.0,42.0,43.0,44.0,44.0,44.0,45.0,45.0,49.0,0.016605757616095333,0.017013622138775466,39.0,39.0,45.0,0.13946784040034177,45.0,0.1210200413099824,6.0,4.0,2.0
W002,45,H,5,success,35.0,36.0,36.0,36.0,37.0,37.0,38.0,38.0,39.0,51.0,0.2829129414454258,0.3184894354534088,37.0,37.0,35.0,0.12247362728803911,36.0,0.11418604564173471,15.0,12.0,3.0
W002,45,Je,5,success,42.0,42.0,43.0,44.0,45.0,45.0,46.0,46.0,46.0,50.0,0.07916018072924609,0.0854088129567181,41.0,41.0,46.0,0.12426825049408086,46.0,0.10169069953510779,6.0,4.0,2.0
W002,45,Jw,5,success,38.0,39.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,52.0,0.06456603120211546,0.07300347898509399,37.0,37.0,54.0,0.09119964270995695,54.0,0.08044558038489402,10.0,5.0,5.0
W002,45,P,6,success,36.0,37.0,39.0,40.0,41.0,41.0,42.0,43.0,44.0,46.0,0.1528926584237118,0.1640583577229836,37.0,39.0,46.0,0.15032973190006538,46.0,0.1379310566444989,6.0,2.0,4.0
W002,45,V,6,success,36.0,38.0,41.0,42.0,43.0,44.0,45.0,46.0,46.0,49.0,0.12259449969156186,0.13293332178490538,37.0,37.0,48.0,0.09489884274102878,48.0,0.08968363332073603,7.0,3.0,4.0
W002,45,H,6,success,35.0,36.0,36.0,37.0,37.0,38.0,38.0,38.0,39.0,54.0,0.25175023687265813,0.291493494820516,37.0,37.0,38.0,0.13578781182447142,38.0,0.11932475275839272,17.0,15.0,2.0
W002,45,Je,6,success,40.0,40.0,41.0,41.0,42.0,42.0,42.0,43.0,43.0,45.0,0.1134627589787674,0.13725286430340017,40.0,40.0,40.0,0.13447180087012517,41.0,0.1273604386709779,4.0,2.0,2.0
W002,45,Jw,6,success,37.0,37.0,38.0,38.0,39.0,39.0,40.0,41.0,42.0,46.0,0.09922917442922678,0.1331519484054168,37.0,37.0,39.0,0.10297061222642778,38.0,0.09829579908122987,8.0,4.0,4.0
W002,45,P,7,success,38.0,39.0,40.0,40.0,41.0,42.0,43.0,45.0,45.0,48.0,0.06349704288155918,0.07766888904027774,37.0,37.0,47.0,0.1058389360791886,47.0,0.09644747651109076,8.0,3.0,5.0
W002,45,V,7,success,38.0,40.0,41.0,42.0,43.0,44.0,45.0,45.0,46.0,48.0,0.05076183346501507,0.06340129132699485,37.0,37.0,46.0,0.10940288112264013,46.0,0.0992810620506886,6.0,2.0,4.0
W002,45,H,7,success,35.0,36.0,36.0,36.0,37.0,37.0,37.0,38.0,38.0,42.0,0.31818235126579597,0.3666841184168825,37.0,37.0,37.0,0.138576477574533,37.0,0.13447183632544762,6.0,4.0,2.0
W002,45,Je,7,success,41.0,41.0,44.0,45.0,45.0,46.0,46.0,47.0,47.0,52.0,0.017691798998956437,0.02783538268504331,40.0,40.0,47.0,0.11282485827030275,46.0,0.10115213215838109,7.0,5.0,2.0
W002,45,Jw,7,success,38.0,39.0,40.0,41.0,42.0,42.0,43.0,43.0,44.0,47.0,0.05237122729027772,0.06389467451507351,37.0,37.0,43.0,0.09591374723028107,43.0,0.08999842297077298,6.0,3.0,3.0
W002,45,P,8,success,35.0,37.0,39.0,40.0,41.0,42.0,44.0,44.0,45.0,48.0,0.1612687450300586,0.1750755590718423,37.0,37.0,45.0,0.11626527348737153,46.0,0.09587200811763985,8.0,3.0,5.0
W002,45,V,8,success,37.0,39.0,40.0,41.0,42.0,43.0,44.0,44.0,45.0,49.0,0.07954195684414736,0.0940878487359299,37.0,37.0,45.0,0.0905980647000364,45.0,0.07950776347080757,8.0,4.0,4.0
W002,45,H,8,success,36.0,36.0,37.0,37.0,38.0,38.0,39.0,39.0,40.0,51.0,0.1895495946672121,0.2217408456325916,37.0,37.0,38.0,0.11108896184546141,38.0,0.10301290292858634,14.0,11.0,3.0
W002,45,Je,8,success,40.0,40.0,41.0,41.0,42.0,42.0,43.0,43.0,44.0,46.0,0.06256690511056102,0.0635701418453439,38.0,39.0,46.0,0.11110058516065646,45.0,0.10281343868146542,5.0,2.0,3.0
W002,45,Jw,8,success,37.0,38.0,39.0,40.0,41.0,42.0,42.0,43.0,44.0,50.0,0.11105542659089948,0.11512743663852029,37.0,37.0,45.0,0.09950511088422098,44.0,0.08580476242495932,10.0,6.0,4.0
W002,45,P,9,success,36.0,38.0,40.0,40.0,41.0,42.0,45.0,46.0,46.0,50.0,0.11642854332639346,0.12566741292696673,37.0,37.0,46.0,0.09519434499429802,47.0,0.08192952284768074,10.0,4.0,6.0
W002,45,V,9,success,36.0,37.0,39.0,41.0,44.0,45.0,46.0,47.0,47.0,51.0,0.1277071553002542,0.14138471096520153,37.0,37.0,52.0,0.09570512558891708,52.0,0.08219550912006379,10.0,4.0,6.0
W002,45,H,9,success,35.0,35.0,36.0,37.0,37.0,37.0,38.0,38.0,39.0,42.0,0.2703020418875508,0.3112939140039182,37.0,37.0,38.0,0.1420322965587551,38.0,0.12125862383339292,5.0,3.0,2.0
W002,45,Je,9,success,39.0,39.0,40.0,40.0,41.0,41.0,41.0,42.0,43.0,48.0,0.0634924611885138,0.09282729765106701,38.0,39.0,40.0,0.13985750231306776,40.0,0.11201222210121012,8.0,5.0,3.0
W002,45,Jw,9,success,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,44.0,48.0,0.10211151412962756,0.11804624242423221,37.0,37.0,44.0,0.07982650510722761,44.0,0.07453906840866603,8.0,4.0,4.0
W002,45,P,10,success,37.0,39.0,40.0,40.0,41.0,41.0,44.0,45.0,45.0,48.0,0.07724288688009733,0.09277894700598954,37.0,37.0,46.0,0.12153030429445599,46.0,0.10079146516181459,8.0,3.0,5.0
W002,45,V,10,success,39.0,40.0,40.0,41.0,42.0,43.0,44.0,45.0,45.0,50.0,0.041726738488120314,0.05535256542830544,37.0,37.0,45.0,0.08928309546052565,46.0,0.08410759891683062,9.0,5.0,4.0
W002,45,H,10,success,36.0,36.0,37.0,37.0,38.0,38.0,39.0,40.0,40.0,53.0,0.1960717162742787,0.22570392444639534,37.0,37.0,38.0,0.09928584833293647,38.0,0.09216166050259578,16.0,13.0,3.0
W002,45,Je,10,success,40.0,40.0,41.0,41.0,42.0,42.0,43.0,43.0,44.0,47.0,0.04100805324881589,0.048067980334752146,39.0,40.0,41.0,0.13526070266164197,41.0,0.11515303287188161,6.0,3.0,3.0
W002,45,Jw,10,success,37.0,37.0,38.0,39.0,39.0,40.0,41.0,42.0,43.0,46.0,0.11229291021530406,0.1331577877178683,37.0,37.0,39.0,0.08532470808669068,38.0,0.07286157394630019,7.0,3.0,4.0
W002,45,P,11,success,37.0,37.0,38.0,39.0,40.0,40.0,40.0,41.0,42.0,46.0,0.11898354909697315,0.1429796966246143,37.0,37.0,40.0,0.11009279118256377,40.0,0.09175213316994069,7.0,4.0,3.0
W002,45,V,11,success,37.0,37.0,39.0,40.0,41.0,43.0,44.0,45.0,45.0,49.0,0.10911512847834078,0.13313553074989323,37.0,37.0,49.0,0.1020520352922325,50.0,0.0841384953101536,9.0,4.0,5.0
W002,45,H,11,success,37.0,38.0,39.0,39.0,40.0,40.0,41.0,42.0,43.0,53.0,0.08448317581579444,0.09780276313201741,37.0,37.0,55.0,0.09552147107296471,54.0,0.08523443968716282,14.0,10.0,4.0
W002,45,Je,11,success,42.0,43.0,44.0,45.0,45.0,46.0,46.0,47.0,48.0,52.0,0.024184979649798398,0.0273026350510657,41.0,41.0,46.0,0.1032702332778303,45.0,0.08379421447771435,7.0,4.0,3.0
W002,45,Jw,11,success,36.0,37.0,37.0,38.0,39.0,42.0,43.0,44.0,45.0,48.0,0.14263493602303998,0.17203334883665047,37.0,37.0,49.0,0.0925338733079264,48.0,0.08810307913835358,10.0,3.0,7.0
W002,45,P,12,success,39.0,39.0,40.0,40.0,41.0,41.0,42.0,42.0,43.0,45.0,0.0538714411305362,0.062376918135399334,37.0,37.0,46.0,0.12679689506833214,46.0,0.12114372015803176,5.0,2.0,3.0
W002,45,V,12,success,39.0,40.0,41.0,42.0,42.0,43.0,43.0,44.0,44.0,47.0,0.021919094906012758,0.03750596779085892,37.0,37.0,45.0,0.1164941623104574,46.0,0.09293188447179668,5.0,3.0,2.0
W002,45,H,12,success,35.0,35.0,36.0,36.0,37.0,37.0,37.0,38.0,38.0,51.0,0.32611628080164623,0.3727502341939292,37.0,37.0,37.0,0.13323986683509448,37.0,0.12860428336890833,15.0,13.0,2.0
W002,45,Je,12,success,30.0,43.0,44.0,44.0,44.0,45.0,45.0,46.0,46.0,51.0,0.13068184865384644,0.14582927396665465,43.0,43.0,46.0,0.13115531861461843,45.0,0.11564268569948621,7.0,5.0,2.0
W002,45,Jw,12,success,36.0,37.0,38.0,38.0,39.0,39.0,40.0,42.0,43.0,48.0,0.12919384689873473,0.16157613808603152,37.0,37.0,39.0,0.09492540329695581,38.0,0.09395153769451567,10.0,5.0,5.0
W002,45,P,13,success,35.0,37.0,39.0,39.0,40.0,40.0,40.0,41.0,41.0,46.0,0.15132603791029173,0.16647656379419334,37.0,37.0,40.0,0.1521347043479368,46.0,0.12183564456843732,7.0,5.0,2.0
W002,45,V,13,success,37.0,38.0,39.0,40.0,41.0,41.0,42.0,43.0,44.0,47.0,0.10613759583213328,0.12226222117953758,37.0,37.0,47.0,0.09460000433297178,47.0,0.07827362310610386,7.0,3.0,4.0
W002,45,H,13,success,35.0,36.0,37.0,37.0,38.0,38.0,39.0,51.0,52.0,54.0,0.21391984230830177,0.24043764065666573,37.0,37.0,51.0,0.14740545401486632,52.0,0.13054990293687563,17.0,2.0,15.0
W002,45,Je,13,success,41.0,41.0,43.0,43.0,44.0,44.0,45.0,45.0,45.0,50.0,0.09020697373420185,0.11439955880044679,40.0,41.0,45.0,0.15708321425093547,45.0,0.1260567397671563,7.0,5.0,2.0
W002,45,Jw,13,success,38.0,38.0,41.0,43.0,44.0,45.0,46.0,47.0,48.0,51.0,0.06097306784173216,0.07962072082767307,37.0,37.0,49.0,0.0990152406798126,49.0,0.08296395228087461,8.0,3.0,5.0
W002,45,P,14,success,37.0,39.0,39.0,40.0,40.0,40.0,41.0,42.0,44.0,46.0,0.09617774534646345,0.09957483805738318,37.0,37.0,45.0,0.129725300178697,46.0,0.11271463286384376,6.0,2.0,4.0
W002,45,V,14,success,39.0,40.0,41.0,41.0,42.0,43.0,44.0,45.0,45.0,49.0,0.01828989387637331,0.03757359378588315,37.0,37.0,45.0,0.11414363118859816,45.0,0.09038021542539132,8.0,4.0,4.0
W002,45,H,14,success,35.0,35.0,36.0,36.0,37.0,37.0,38.0,38.0,38.0,43.0,0.3068840082219053,0.349350479056894,37.0,37.0,38.0,0.12908722966476122,37.0,0.12276743121304351,7.0,5.0,2.0
W002,45,Je,14,success,42.0,42.0,43.0,43.0,44.0,44.0,45.0,45.0,45.0,49.0,0.05740551512562223,0.06196319075163549,41.0,41.0,44.0,0.1146831594599812,45.0,0.11368860597149777,6.0,4.0,2.0
W002,45,Jw,14,success,38.0,39.0,39.0,40.0,41.0,42.0,43.0,44.0,44.0,49.0,0.05254320025836273,0.06568356077571508,37.0,37.0,44.0,0.08125588765586678,44.0,0.07872493455051544,9.0,5.0,4.0
W002,45,P,15,success,39.0,39.0,40.0,40.0,41.0,41.0,43.0,43.0,44.0,46.0,0.035012780613068284,0.04000573895270425,37.0,37.0,45.0,0.1428725192229714,46.0,0.1201249673189253,6.0,2.0,4.0
W002,45,V,15,success,40.0,40.0,41.0,41.0,41.0,42.0,43.0,44.0,44.0,46.0,0.01207972026653486,0.017189960887190263,37.0,37.0,45.0,0.12911009227140857,45.0,0.11101442441745701,5.0,2.0,3.0
W002,45,H,15,success,35.0,36.0,36.0,36.0,37.0,37.0,37.0,38.0,38.0,51.0,0.31075037713949266,0.36131964828606994,37.0,37.0,36.0,0.1449140794483857,37.0,0.13295121196315696,15.0,13.0,2.0
W002,45,Je,15,success,41.0,42.0,43.0,44.0,45.0,45.0,46.0,46.0,47.0,52.0,0.04006778593686095,0.041577080339635,40.0,40.0,46.0,0.12560576836998932,46.0,0.097546123432938,8.0,5.0,3.0
W002,45,Jw,15,success,37.0,38.0,39.0,39.0,40.0,41.0,42.0,43.0,43.0,48.0,0.06955520438341681,0.09328965706354504,37.0,37.0,43.0,0.0828578961853002,42.0,0.07210212829742518,9.0,5.0,4.0
W002,45,P,16,success,40.0,40.0,44.0,44.0,45.0,45.0,46.0,46.0,46.0,48.0,0.09260366881449505,0.10075161715422434,40.0,40.0,46.0,0.16230553983478874,46.0,0.14176808247798817,4.0,2.0,2.0
W002,45,V,16,success,36.0,44.0,45.0,45.0,46.0,46.0,47.0,47.0,48.0,50.0,0.13263098099876003,0.14336694982251763,44.0,44.0,50.0,0.11501455616050549,50.0,0.1066221913660863,5.0,2.0,3.0
W002,45,H,16,success,35.0,36.0,36.0,37.0,37.0,38.0,38.0,38.0,39.0,42.0,0.27656738357543625,0.3117481461969606,37.0,37.0,35.0,0.11780796730661372,38.0,0.10820177893674421,5.0,3.0,2.0
W002,45,Je,16,success,41.0,41.0,42.0,43.0,44.0,45.0,45.0,46.0,46.0,52.0,0.10713574549875339,0.12843195590090944,41.0,41.0,41.0,0.10655931303933378,41.0,0.0819365632270264,9.0,6.0,3.0
W002,45,Jw,16,success,35.0,36.0,37.0,38.0,39.0,42.0,43.0,43.0,44.0,47.0,0.17869632644659456,0.20347424938486341,37.0,37.0,46.0,0.09094312418636319,46.0,0.08533600668541552,9.0,3.0,6.0
W002,45,P,17,success,35.0,41.0,42.0,43.0,44.0,44.0,45.0,45.0,46.0,47.0,0.15267660023625537,0.155845627812759,41.0,41.0,47.0,0.1731780074858129,46.0,0.15169516207186223,4.0,1.0,3.0
W002,45,V,17,success,43.0,44.0,44.0,44.0,45.0,45.0,45.0,46.0,46.0,48.0,0.0489584173867146,0.05707790822742459,42.0,43.0,45.0,0.1625155430398455,46.0,0.14484575210349376,4.0,2.0,2.0
W002,45,H,17,success,36.0,36.0,36.0,37.0,37.0,37.0,38.0,38.0,38.0,40.0,0.2621738577958099,0.3143539961144651,37.0,37.0,38.0,0.16200434210056808,38.0,0.1555752738314431,3.0,2.0,1.0
W002,45,Je,17,success,42.0,43.0,44.0,45.0,45.0,46.0,46.0,46.0,47.0,52.0,0.038329962320764875,0.03932906863625199,41.0,41.0,46.0,0.12212958071045726,46.0,0.10506000166901369,7.0,5.0,2.0
W002,45,Jw,17,success,35.0,36.0,37.0,38.0,44.0,45.0,46.0,47.0,48.0,51.0,0.1749717835721399,0.19523884586822576,37.0,37.0,50.0,0.09525466354787593,50.0,0.08541975081352138,13.0,3.0,10.0
W002,45,P,18,success,39.0,40.0,40.0,40.0,41.0,41.0,42.0,43.0,44.0,47.0,0.06106779185659567,0.06517858166332173,37.0,37.0,40.0,0.1365978470713296,40.0,0.1076881925307499,7.0,3.0,4.0
W002,45,V,18,success,38.0,39.0,40.0,40.0,41.0,41.0,42.0,43.0,45.0,48.0,0.04552804275975264,0.060700003141728846,37.0,37.0,40.0,0.11492074632135274,40.0,0.0946631508788631,8.0,3.0,5.0
W002,45,H,18,success,36.0,36.0,37.0,37.0,38.0,39.0,39.0,40.0,40.0,43.0,0.18958870935133218,0.22576934456920042,37.0,37.0,36.0,0.11819571187147959,40.0,0.1016271444681976,6.0,3.0,3.0
W002,45,Je,18,success,45.0,46.0,46.0,46.0,47.0,47.0,47.0,48.0,48.0,52.0,0.03380960236911804,0.03411362214566935,45.0,45.0,46.0,0.16077197325984882,47.0,0.1407039962122461,6.0,4.0,2.0
W002,45,Jw,18,success,36.0,37.0,37.0,37.0,38.0,38.0,38.0,39.0,39.0,48.0,0.18150383354338612,0.23061753673331184,37.0,37.0,37.0,0.14032486625693075,38.0,0.12431020186545239,11.0,9.0,2.0
W002,45,P,19,success,40.0,43.0,43.0,44.0,44.0,45.0,45.0,45.0,46.0,47.0,0.0618794678723933,0.06660240412580369,38.0,39.0,46.0,0.1424782509727882,45.0,0.13752744166434694,3.0,1.0,2.0
W002,45,V,19,success,39.0,41.0,42.0,43.0,44.0,44.0,45.0,46.0,46.0,50.0,0.06856064872327595,0.08658096846047032,37.0,37.0,47.0,0.09453893230065824,46.0,0.0774184880424062,7.0,4.0,3.0
W002,45,H,19,success,35.0,35.0,35.0,36.0,37.0,37.0,38.0,38.0,39.0,51.0,0.3137694895377309,0.34066332078047296,37.0,37.0,35.0,0.13064184845410404,51.0,0.10068006040102118,15.0,12.0,3.0
W002,45,Je,19,success,40.0,41.0,41.0,42.0,42.0,43.0,43.0,44.0,44.0,46.0,0.03311150283253006,0.03915597930164745,40.0,40.0,44.0,0.1267400717371473,45.0,0.12176778288081458,4.0,2.0,2.0
W002,45,Jw,19,success,45.0,45.0,46.0,46.0,47.0,48.0,49.0,49.0,49.0,52.0,0.06979939638755844,0.07524133159897739,45.0,45.0,53.0,0.1129917493223922,53.0,0.10001003241257578,6.0,3.0,3.0
W002,45,P,20,success,39.0,39.0,40.0,41.0,41.0,42.0,44.0,44.0,45.0,48.0,0.037541520730314984,0.04132192926318977,37.0,37.0,45.0,0.15250640514706404,45.0,0.11638990196739496,7.0,3.0,4.0
W002,45,V,20,success,40.0,41.0,41.0,42.0,44.0,44.0,45.0,46.0,47.0,51.0,0.022709830045049385,0.022835630870637492,38.0,38.0,52.0,0.14556352019905916,51.0,0.11138960499480988,9.0,4.0,5.0
W002,45,H,20,success,36.0,37.0,37.0,38.0,39.0,39.0,41.0,42.0,43.0,53.0,0.15233981377492867,0.1802945679469308,37.0,37.0,55.0,0.12355886261215998,54.0,0.08046880994096062,15.0,10.0,5.0
W002,45,Je,20,success,41.0,41.0,42.0,43.0,43.0,44.0,44.0,45.0,45.0,47.0,0.07650611605751077,0.09517857634080908,41.0,41.0,46.0,0.177225141011231,46.0,0.13350066331048516,4.0,2.0,2.0
W002,45,Jw,20,success,37.0,37.0,37.0,38.0,38.0,39.0,39.0,39.0,40.0,42.0,0.11817002311084866,0.16206751888640678,37.0,37.0,39.0,0.1356477219218884,38.0,0.13097763803440318,4.0,2.0,2.0
W002,45,P,21,success,36.0,37.0,37.0,38.0,39.0,40.0,41.0,41.0,42.0,46.0,0.14528384892183918,0.17488767102353386,37.0,37.0,45.0,0.09494430670748333,41.0,0.07039224970334479,8.0,4.0,4.0
W002,45,V,21,success,38.0,38.0,39.0,40.0,41.0,41.0,43.0,44.0,45.0,47.0,0.06629072093714389,0.08218362608183126,37.0,37.0,45.0,0.10532458809721951,46.0,0.09258191246065428,7.0,2.0,5.0
W002,45,H,21,success,36.0,37.0,37.0,38.0,38.0,39.0,39.0,40.0,40.0,54.0,0.16081182519616155,0.1951282301872953,37.0,37.0,39.0,0.10743506349118159,39.0,0.10534121332166396,16.0,14.0,2.0
W002,45,Je,21,success,42.0,42.0,43.0,44.0,44.0,45.0,46.0,46.0,46.0,50.0,0.02756020195830662,0.044367212473947024,40.0,41.0,46.0,0.13680088041226995,46.0,0.10886192810300832,6.0,4.0,2.0
W002,45,Jw,21,success,37.0,38.0,39.0,39.0,40.0,41.0,42.0,42.0,43.0,48.0,0.0664697761604067,0.08748992459774138,37.0,37.0,39.0,0.08028510159843055,39.0,0.07545279746880085,9.0,5.0,4.0
W002,45,P,22,success,39.0,39.0,40.0,40.0,41.0,41.0,42.0,44.0,44.0,47.0,0.06090482840337888,0.06404525592521126,37.0,37.0,40.0,0.11336117063680581,40.0,0.09388868186359375,7.0,3.0,4.0
W002,45,V,22,success,38.0,39.0,40.0,40.0,41.0,42.0,44.0,45.0,45.0,51.0,0.05539402289037929,0.0704569681431086,37.0,37.0,51.0,0.09701547138276201,52.0,0.07654997127744234,11.0,6.0,5.0
W002,45,H,22,success,35.0,36.0,36.0,36.0,36.0,37.0,37.0,37.0,38.0,39.0,0.3654070705462766,0.4282208007740864,37.0,37.0,36.0,0.18628758124190295,37.0,0.17402566546811649,3.0,1.0,2.0
W002,45,Je,22,success,43.0,43.0,44.0,45.0,45.0,46.0,46.0,46.0,47.0,51.0,0.028885389878258522,0.0318437977172303,41.0,41.0,46.0,0.13982972348551198,46.0,0.11574365557931643,6.0,4.0,2.0
W002,45,Jw,22,success,38.0,38.0,39.0,40.0,41.0,42.0,42.0,43.0,44.0,48.0,0.049080492567742696,0.0722594770690452,37.0,37.0,42.0,0.08205277055797594,43.0,0.07874593684914938,8.0,4.0,4.0
W002,45,P,23,success,37.0,37.0,38.0,39.0,41.0,42.0,43.0,44.0,45.0,47.0,0.11531436930266947,0.13608459975232162,37.0,37.0,45.0,0.11321739491618238,46.0,0.09820180230328401,8.0,2.0,6.0
W002,45,V,23,success,37.0,38.0,40.0,43.0,44.0,45.0,45.0,46.0,46.0,49.0,0.11123358513237222,0.12615059298150086,37.0,37.0,45.0,0.09920640875358644,46.0,0.0945262360581775,6.0,3.0,3.0
W002,45,H,23,success,36.0,37.0,37.0,38.0,38.0,39.0,39.0,40.0,41.0,53.0,0.1679185625737113,0.20001417432977636,37.0,37.0,38.0,0.099967470663411,38.0,0.09253352874879034,15.0,12.0,3.0
