window_subwindow,source_index,target_index,lag,r,abs_r,n
T3_full,V_pos_centroid_lat,P_main_band_share,-2,0.137957146206448,0.137957146206448,675
T3_full,V_pos_centroid_lat,P_main_band_share,-1,0.1077567603835158,0.1077567603835158,675
T3_full,V_pos_centroid_lat,P_main_band_share,0,0.05890634382473569,0.05890634382473569,675
T3_full,V_pos_centroid_lat,P_main_band_share,1,-0.002906009200640248,0.002906009200640248,675
T3_full,V_pos_centroid_lat,P_main_band_share,2,-0.06844059179400096,0.06844059179400096,675
T3_full,V_pos_centroid_lat,P_main_band_share,3,-0.1268640546514228,0.1268640546514228,675
T3_full,V_pos_centroid_lat,P_main_band_share,4,-0.16835245607857005,0.16835245607857005,675
T3_full,V_pos_centroid_lat,P_main_band_share,5,-0.19063849138806468,0.19063849138806468,675
T3_full,V_pos_centroid_lat,P_south_band_share_18_24,-5,-0.01929476280970394,0.01929476280970394,675
T3_full,V_pos_centroid_lat,P_south_band_share_18_24,-4,-0.07188592953220953,0.07188592953220953,675
T3_full,V_pos_centroid_lat,P_south_band_share_18_24,-3,-0.15883867185350214,0.15883867185350214,675
T3_full,V_pos_centroid_lat,P_south_band_share_18_24,-2,-0.2521088693188047,0.2521088693188047,675
T3_full,V_pos_centroid_lat,P_south_band_share_18_24,-1,-0.33898929198791417,0.33898929198791417,675
T3_full,V_pos_centroid_lat,P_south_band_share_18_24,0,-0.3940356841554217,0.3940356841554217,675
T3_full,V_pos_centroid_lat,P_south_band_share_18_24,1,-0.39246852279726313,0.39246852279726313,675
T3_full,V_pos_centroid_lat,P_south_band_share_18_24,2,-0.32954111228908806,0.32954111228908806,675
T3_full,V_pos_centroid_lat,P_south_band_share_18_24,3,-0.2358625544158786,0.2358625544158786,675
T3_full,V_pos_centroid_lat,P_south_band_share_18_24,4,-0.14078798366919357,0.14078798366919357,675
T3_full,V_pos_centroid_lat,P_south_band_share_18_24,5,-0.06706881666620669,0.06706881666620669,675
T3_full,V_pos_centroid_lat,P_main_minus_south,-5,0.07863041185310697,0.07863041185310697,675
T3_full,V_pos_centroid_lat,P_main_minus_south,-4,0.12111491941352928,0.12111491941352928,675
T3_full,V_pos_centroid_lat,P_main_minus_south,-3,0.17147262957676176,0.17147262957676176,675
T3_full,V_pos_centroid_lat,P_main_minus_south,-2,0.21004863032551646,0.21004863032551646,675
T3_full,V_pos_centroid_lat,P_main_minus_south,-1,0.23222184036438542,0.23222184036438542,675
T3_full,V_pos_centroid_lat,P_main_minus_south,0,0.22707753767503283,0.22707753767503283,675
T3_full,V_pos_centroid_lat,P_main_minus_south,1,0.18640208639199948,0.18640208639199948,675
T3_full,V_pos_centroid_lat,P_main_minus_south,2,0.11388613575995235,0.11388613575995235,675
T3_full,V_pos_centroid_lat,P_main_minus_south,3,0.03121089026874528,0.03121089026874528,675
T3_full,V_pos_centroid_lat,P_main_minus_south,4,-0.0411959723273985,0.0411959723273985,675
T3_full,V_pos_centroid_lat,P_main_minus_south,5,-0.09095549187039306,0.09095549187039306,675
T3_full,V_pos_centroid_lat,P_spread_lat,-5,0.019764031453792155,0.019764031453792155,675
T3_full,V_pos_centroid_lat,P_spread_lat,-4,0.09476950742934902,0.09476950742934902,675
T3_full,V_pos_centroid_lat,P_spread_lat,-3,0.21122107418874075,0.21122107418874075,675
T3_full,V_pos_centroid_lat,P_spread_lat,-2,0.33308032374059965,0.33308032374059965,675
T3_full,V_pos_centroid_lat,P_spread_lat,-1,0.4507537734870146,0.4507537734870146,675
T3_full,V_pos_centroid_lat,P_spread_lat,0,0.531663930519731,0.531663930519731,675
T3_full,V_pos_centroid_lat,P_spread_lat,1,0.5475960411625845,0.5475960411625845,675
T3_full,V_pos_centroid_lat,P_spread_lat,2,0.494157873111037,0.494157873111037,675
T3_full,V_pos_centroid_lat,P_spread_lat,3,0.40442731084131966,0.40442731084131966,675
T3_full,V_pos_centroid_lat,P_spread_lat,4,0.3032871785671295,0.3032871785671295,675
T3_full,V_pos_centroid_lat,P_spread_lat,5,0.22413023531593992,0.22413023531593992,675
T3_full,V_pos_centroid_lat,P_north_band_share_35_45,-5,0.14429404388831374,0.14429404388831374,675
T3_full,V_pos_centroid_lat,P_north_band_share_35_45,-4,0.22843211569640995,0.22843211569640995,675
T3_full,V_pos_centroid_lat,P_north_band_share_35_45,-3,0.32318341127725486,0.32318341127725486,675
T3_full,V_pos_centroid_lat,P_north_band_share_35_45,-2,0.38376617960521153,0.38376617960521153,675
T3_full,V_pos_centroid_lat,P_north_band_share_35_45,-1,0.4204569943410558,0.4204569943410558,675
T3_full,V_pos_centroid_lat,P_north_band_share_35_45,0,0.42539329909554086,0.42539329909554086,675
T3_full,V_pos_centroid_lat,P_north_band_share_35_45,1,0.39253204731616964,0.39253204731616964,675
T3_full,V_pos_centroid_lat,P_north_band_share_35_45,2,0.3288311944162408,0.3288311944162408,675
T3_full,V_pos_centroid_lat,P_north_band_share_35_45,3,0.24777537319827214,0.24777537319827214,675
T3_full,V_pos_centroid_lat,P_north_band_share_35_45,4,0.16934936446354437,0.16934936446354437,675
T3_full,V_pos_centroid_lat,P_north_band_share_35_45,5,0.11343821248700876,0.11343821248700876,675
T3_full,V_pos_centroid_lat,P_north_minus_main_35_45,-5,-0.007651968978126034,0.007651968978126034,675
T3_full,V_pos_centroid_lat,P_north_minus_main_35_45,-4,0.01616505574372508,0.01616505574372508,675
T3_full,V_pos_centroid_lat,P_north_minus_main_35_45,-3,0.05824715456044841,0.05824715456044841,675
T3_full,V_pos_centroid_lat,P_north_minus_main_35_45,-2,0.10082646331599943,0.10082646331599943,675
T3_full,V_pos_centroid_lat,P_north_minus_main_35_45,-1,0.14614058131616942,0.14614058131616942,675
T3_full,V_pos_centroid_lat,P_north_minus_main_35_45,0,0.18770244108394982,0.18770244108394982,675
T3_full,V_pos_centroid_lat,P_north_minus_main_35_45,1,0.21789757180184324,0.21789757180184324,675
T3_full,V_pos_centroid_lat,P_north_minus_main_35_45,2,0.2336167023973685,0.2336167023973685,675
T3_full,V_pos_centroid_lat,P_north_minus_main_35_45,3,0.23237013777354426,0.23237013777354426,675
T3_full,V_pos_centroid_lat,P_north_minus_main_35_45,4,0.2199914571447888,0.2199914571447888,675
T3_full,V_pos_centroid_lat,P_north_minus_main_35_45,5,0.20738248513195565,0.20738248513195565,675
T3_full,V_pos_centroid_lat,P_total_centroid_lat_10_50,-5,0.177496512677729,0.177496512677729,675
T3_full,V_pos_centroid_lat,P_total_centroid_lat_10_50,-4,0.24166856409250184,0.24166856409250184,675
T3_full,V_pos_centroid_lat,P_total_centroid_lat_10_50,-3,0.30708389381035406,0.30708389381035406,675
T3_full,V_pos_centroid_lat,P_total_centroid_lat_10_50,-2,0.3397965137818248,0.3397965137818248,675
T3_full,V_pos_centroid_lat,P_total_centroid_lat_10_50,-1,0.3418288121684446,0.3418288121684446,675
T3_full,V_pos_centroid_lat,P_total_centroid_lat_10_50,0,0.30663473168547656,0.30663473168547656,675
T3_full,V_pos_centroid_lat,P_total_centroid_lat_10_50,1,0.23580226369225027,0.23580226369225027,675
T3_full,V_pos_centroid_lat,P_total_centroid_lat_10_50,2,0.14141707930328537,0.14141707930328537,675
T3_full,V_pos_centroid_lat,P_total_centroid_lat_10_50,3,0.03511698070465589,0.03511698070465589,675
T3_full,V_pos_centroid_lat,P_total_centroid_lat_10_50,4,-0.05378257325368902,0.05378257325368902,675
T3_full,V_pos_centroid_lat,P_total_centroid_lat_10_50,5,-0.10625573890458975,0.10625573890458975,675
T3_full,V_NS_diff,P_main_band_share,-5,0.03702144832647435,0.03702144832647435,675
T3_full,V_NS_diff,P_main_band_share,-4,0.06263377878941576,0.06263377878941576,675
T3_full,V_NS_diff,P_main_band_share,-3,0.10264924012493834,0.10264924012493834,675
T3_full,V_NS_diff,P_main_band_share,-2,0.1475091852017282,0.1475091852017282,675
T3_full,V_NS_diff,P_main_band_share,-1,0.18893258969632296,0.18893258969632296,675
T3_full,V_NS_diff,P_main_band_share,0,0.2151574587649385,0.2151574587649385,675
T3_full,V_NS_diff,P_main_band_share,1,0.21545040106436658,0.21545040106436658,675
T3_full,V_NS_diff,P_main_band_share,2,0.1882313395297246,0.1882313395297246,675
T3_full,V_NS_diff,P_main_band_share,3,0.14251458091660407,0.14251458091660407,675
T3_full,V_NS_diff,P_main_band_share,4,0.08798211984610976,0.08798211984610976,675
T3_full,V_NS_diff,P_main_band_share,5,0.03405111710959256,0.03405111710959256,675
T3_full,V_NS_diff,P_south_band_share_18_24,-5,0.05507111664827301,0.05507111664827301,675
T3_full,V_NS_diff,P_south_band_share_18_24,-4,0.05381251818018262,0.05381251818018262,675
T3_full,V_NS_diff,P_south_band_share_18_24,-3,0.01652838128637131,0.01652838128637131,675
T3_full,V_NS_diff,P_south_band_share_18_24,-2,-0.05167486838440072,0.05167486838440072,675
T3_full,V_NS_diff,P_south_band_share_18_24,-1,-0.14341580189263248,0.14341580189263248,675
T3_full,V_NS_diff,P_south_band_share_18_24,0,-0.24462143555610968,0.24462143555610968,675
T3_full,V_NS_diff,P_south_band_share_18_24,1,-0.33096673898839724,0.33096673898839724,675
T3_full,V_NS_diff,P_south_band_share_18_24,2,-0.3781861071086529,0.3781861071086529,675
T3_full,V_NS_diff,P_south_band_share_18_24,3,-0.3792713881313016,0.3792713881313016,675
T3_full,V_NS_diff,P_south_band_share_18_24,4,-0.3423043603821694,0.3423043603821694,675
T3_full,V_NS_diff,P_south_band_share_18_24,5,-0.2791068337974814,0.2791068337974814,675
T3_full,V_NS_diff,P_main_minus_south,-5,-0.002507704822172819,0.002507704822172819,675
T3_full,V_NS_diff,P_main_minus_south,-4,0.014638688484352902,0.014638688484352902,675
T3_full,V_NS_diff,P_main_minus_south,-3,0.05837038126297234,0.05837038126297234,675
T3_full,V_NS_diff,P_main_minus_south,-2,0.12006388515686114,0.12006388515686114,675
T3_full,V_NS_diff,P_main_minus_south,-1,0.1908295205359257,0.1908295205359257,675
T3_full,V_NS_diff,P_main_minus_south,0,0.25631916170323427,0.25631916170323427,675
T3_full,V_NS_diff,P_main_minus_south,1,0.2979308247617577,0.2979308247617577,675
T3_full,V_NS_diff,P_main_minus_south,2,0.30300301712756267,0.30300301712756267,675
T3_full,V_NS_diff,P_main_minus_south,3,0.27399591661509765,0.27399591661509765,675
T3_full,V_NS_diff,P_main_minus_south,4,0.22104004656351747,0.22104004656351747,675
T3_full,V_NS_diff,P_main_minus_south,5,0.15588908465838125,0.15588908465838125,675
T3_full,V_NS_diff,P_spread_lat,-5,-0.057498952033094165,0.057498952033094165,675
T3_full,V_NS_diff,P_spread_lat,-4,-0.05244572346489679,0.05244572346489679,675
T3_full,V_NS_diff,P_spread_lat,-3,-0.014254381692409255,0.014254381692409255,675
T3_full,V_NS_diff,P_spread_lat,-2,0.052959707362470874,0.052959707362470874,675
T3_full,V_NS_diff,P_spread_lat,-1,0.14169372090206506,0.14169372090206506,675
T3_full,V_NS_diff,P_spread_lat,0,0.23796198437779625,0.23796198437779625,675
T3_full,V_NS_diff,P_spread_lat,1,0.3193181829470175,0.3193181829470175,675
T3_full,V_NS_diff,P_spread_lat,2,0.3667997733783365,0.3667997733783365,675
T3_full,V_NS_diff,P_spread_lat,3,0.37521824041908414,0.37521824041908414,675
T3_full,V_NS_diff,P_spread_lat,4,0.3514212480466716,0.3514212480466716,675
T3_full,V_NS_diff,P_spread_lat,5,0.30813296718398075,0.30813296718398075,675
T3_full,V_NS_diff,P_north_band_share_35_45,-5,-0.023977413941430274,0.023977413941430274,675
T3_full,V_NS_diff,P_north_band_share_35_45,-4,0.0120355828357495,0.0120355828357495,675
T3_full,V_NS_diff,P_north_band_share_35_45,-3,0.06685494938466884,0.06685494938466884,675
T3_full,V_NS_diff,P_north_band_share_35_45,-2,0.13150598365273586,0.13150598365273586,675
T3_full,V_NS_diff,P_north_band_share_35_45,-1,0.1994860639371264,0.1994860639371264,675
T3_full,V_NS_diff,P_north_band_share_35_45,0,0.26218915162197365,0.26218915162197365,675
T3_full,V_NS_diff,P_north_band_share_35_45,1,0.30325801850638956,0.30325801850638956,675
T3_full,V_NS_diff,P_north_band_share_35_45,2,0.3136118092204899,0.3136118092204899,675
T3_full,V_NS_diff,P_north_band_share_35_45,3,0.2979136767579341,0.2979136767579341,675
T3_full,V_NS_diff,P_north_band_share_35_45,4,0.2667434029887445,0.2667434029887445,675
T3_full,V_NS_diff,P_north_band_share_35_45,5,0.23190932330088626,0.23190932330088626,675
T3_full,V_NS_diff,P_north_minus_main_35_45,-5,-0.03806305671889453,0.03806305671889453,675
T3_full,V_NS_diff,P_north_minus_main_35_45,-4,-0.04251716673453338,0.04251716673453338,675
T3_full,V_NS_diff,P_north_minus_main_35_45,-3,-0.047327527233154774,0.047327527233154774,675
T3_full,V_NS_diff,P_north_minus_main_35_45,-2,-0.04879218608676857,0.04879218608676857,675
T3_full,V_NS_diff,P_north_minus_main_35_45,-1,-0.04372010436522582,0.04372010436522582,675
T3_full,V_NS_diff,P_north_minus_main_35_45,0,-0.02748026323632729,0.02748026323632729,675
T3_full,V_NS_diff,P_north_minus_main_35_45,1,-0.0014084551348996217,0.0014084551348996217,675
T3_full,V_NS_diff,P_north_minus_main_35_45,2,0.02916648771127608,0.02916648771127608,675
T3_full,V_NS_diff,P_north_minus_main_35_45,3,0.05786388870559535,0.05786388870559535,675
T3_full,V_NS_diff,P_north_minus_main_35_45,4,0.08308326089456282,0.08308326089456282,675
T3_full,V_NS_diff,P_north_minus_main_35_45,5,0.1050262829185136,0.1050262829185136,675
T3_full,V_NS_diff,P_total_centroid_lat_10_50,-5,0.0431579835559926,0.0431579835559926,675
T3_full,V_NS_diff,P_total_centroid_lat_10_50,-4,0.07989066362813119,0.07989066362813119,675
T3_full,V_NS_diff,P_total_centroid_lat_10_50,-3,0.13580854814604995,0.13580854814604995,675
T3_full,V_NS_diff,P_total_centroid_lat_10_50,-2,0.2019586648832182,0.2019586648832182,675
T3_full,V_NS_diff,P_total_centroid_lat_10_50,-1,0.2689462342608918,0.2689462342608918,675
T3_full,V_NS_diff,P_total_centroid_lat_10_50,0,0.32520434867125186,0.32520434867125186,675
T3_full,V_NS_diff,P_total_centroid_lat_10_50,1,0.3531996504238062,0.3531996504238062,675
T3_full,V_NS_diff,P_total_centroid_lat_10_50,2,0.3423964460428335,0.3423964460428335,675
T3_full,V_NS_diff,P_total_centroid_lat_10_50,3,0.2978539935208191,0.2978539935208191,675
T3_full,V_NS_diff,P_total_centroid_lat_10_50,4,0.23294069020094263,0.23294069020094263,675
T3_full,V_NS_diff,P_total_centroid_lat_10_50,5,0.16303868478401265,0.16303868478401265,675
T3_early,V_strength,P_main_band_share,-5,-0.07189381852663582,0.07189381852663582,360
T3_early,V_strength,P_main_band_share,-4,-0.07572198571127556,0.07572198571127556,360
T3_early,V_strength,P_main_band_share,-3,-0.04878396574172937,0.04878396574172937,360
T3_early,V_strength,P_main_band_share,-2,0.0008585152344008935,0.0008585152344008935,360
T3_early,V_strength,P_main_band_share,-1,0.06437417393458635,0.06437417393458635,360
T3_early,V_strength,P_main_band_share,0,0.129075619880418,0.129075619880418,360
T3_early,V_strength,P_main_band_share,1,0.18411937066913997,0.18411937066913997,360
T3_early,V_strength,P_main_band_share,2,0.21141056972242836,0.21141056972242836,360
T3_early,V_strength,P_main_band_share,3,0.20242608449470573,0.20242608449470573,360
T3_early,V_strength,P_main_band_share,4,0.16947041727523676,0.16947041727523676,360
T3_early,V_strength,P_main_band_share,5,0.12546276969361322,0.12546276969361322,360
T3_early,V_strength,P_south_band_share_18_24,-5,-0.001763103078827028,0.001763103078827028,360
T3_early,V_strength,P_south_band_share_18_24,-4,0.0025615360018644995,0.0025615360018644995,360
T3_early,V_strength,P_south_band_share_18_24,-3,-0.023566112678119217,0.023566112678119217,360
T3_early,V_strength,P_south_band_share_18_24,-2,-0.06873987181916771,0.06873987181916771,360
T3_early,V_strength,P_south_band_share_18_24,-1,-0.1220321481796114,0.1220321481796114,360
T3_early,V_strength,P_south_band_share_18_24,0,-0.19125696142965198,0.19125696142965198,360
T3_early,V_strength,P_south_band_share_18_24,1,-0.2746108484399048,0.2746108484399048,360
T3_early,V_strength,P_south_band_share_18_24,2,-0.34112389431976875,0.34112389431976875,360
T3_early,V_strength,P_south_band_share_18_24,3,-0.365906851613584,0.365906851613584,360
T3_early,V_strength,P_south_band_share_18_24,4,-0.35674842447331084,0.35674842447331084,360
T3_early,V_strength,P_south_band_share_18_24,5,-0.31586669199456957,0.31586669199456957,360
T3_early,V_strength,P_main_minus_south,-5,-0.04453202711902304,0.04453202711902304,360
T3_early,V_strength,P_main_minus_south,-4,-0.048954019528099676,0.048954019528099676,360
T3_early,V_strength,P_main_minus_south,-3,-0.019834967473574106,0.019834967473574106,360
T3_early,V_strength,P_main_minus_south,-2,0.03244586199095155,0.03244586199095155,360
T3_early,V_strength,P_main_minus_south,-1,0.09724589395270834,0.09724589395270834,360
T3_early,V_strength,P_main_minus_south,0,0.17018870209920103,0.17018870209920103,360
T3_early,V_strength,P_main_minus_south,1,0.2435972169845036,0.2435972169845036,360
T3_early,V_strength,P_main_minus_south,2,0.29168317280334094,0.29168317280334094,360
T3_early,V_strength,P_main_minus_south,3,0.29751833665644384,0.29751833665644384,360
T3_early,V_strength,P_main_minus_south,4,0.2724793202331721,0.2724793202331721,360
T3_early,V_strength,P_main_minus_south,5,0.22574498468301932,0.22574498468301932,360
T3_early,V_strength,P_spread_lat,-5,0.1187254649145817,0.1187254649145817,360
T3_early,V_strength,P_spread_lat,-4,0.11797669205207113,0.11797669205207113,360
T3_early,V_strength,P_spread_lat,-3,0.12140689031760636,0.12140689031760636,360
T3_early,V_strength,P_spread_lat,-2,0.12903438448210053,0.12903438448210053,360
T3_early,V_strength,P_spread_lat,-1,0.13689800983834496,0.13689800983834496,360
T3_early,V_strength,P_spread_lat,0,0.1618725911542685,0.1618725911542685,360
T3_early,V_strength,P_spread_lat,1,0.2066164350315307,0.2066164350315307,360
T3_early,V_strength,P_spread_lat,2,0.2536094925448267,0.2536094925448267,360
T3_early,V_strength,P_spread_lat,3,0.280041805831067,0.280041805831067,360
T3_early,V_strength,P_spread_lat,4,0.28689609865912413,0.28689609865912413,360
T3_early,V_strength,P_spread_lat,5,0.2682824280724627,0.2682824280724627,360
T3_early,V_strength,P_north_band_share_35_45,-5,0.049779923983471815,0.049779923983471815,360
T3_early,V_strength,P_north_band_share_35_45,-4,0.07365718996506056,0.07365718996506056,360
T3_early,V_strength,P_north_band_share_35_45,-3,0.09473348200066115,0.09473348200066115,360
T3_early,V_strength,P_north_band_share_35_45,-2,0.11623181695415141,0.11623181695415141,360
T3_early,V_strength,P_north_band_share_35_45,-1,0.14310813914160297,0.14310813914160297,360
T3_early,V_strength,P_north_band_share_35_45,0,0.18695096204132586,0.18695096204132586,360
T3_early,V_strength,P_north_band_share_35_45,1,0.2333969951463282,0.2333969951463282,360
T3_early,V_strength,P_north_band_share_35_45,2,0.2656240313423675,0.2656240313423675,360
T3_early,V_strength,P_north_band_share_35_45,3,0.27249568518601114,0.27249568518601114,360
T3_early,V_strength,P_north_band_share_35_45,4,0.2619444355212751,0.2619444355212751,360
T3_early,V_strength,P_north_band_share_35_45,5,0.24259866117511775,0.24259866117511775,360
T3_early,V_strength,P_north_minus_main_35_45,-5,0.0957405178442835,0.0957405178442835,360
T3_early,V_strength,P_north_minus_main_35_45,-4,0.10987376038544808,0.10987376038544808,360
T3_early,V_strength,P_north_minus_main_35_45,-3,0.09586994112565383,0.09586994112565383,360
T3_early,V_strength,P_north_minus_main_35_45,-2,0.06426893882211082,0.06426893882211082,360
T3_early,V_strength,P_north_minus_main_35_45,-1,0.025832287923654194,0.025832287923654194,360
T3_early,V_strength,P_north_minus_main_35_45,0,-0.001729552394111049,0.001729552394111049,360
T3_early,V_strength,P_north_minus_main_35_45,1,-0.01856997021985491,0.01856997021985491,360
T3_early,V_strength,P_north_minus_main_35_45,2,-0.020542632394402297,0.020542632394402297,360
T3_early,V_strength,P_north_minus_main_35_45,3,-0.00870885453466358,0.00870885453466358,360
T3_early,V_strength,P_north_minus_main_35_45,4,0.012249982305853056,0.012249982305853056,360
T3_early,V_strength,P_north_minus_main_35_45,5,0.037838708988372015,0.037838708988372015,360
T3_early,V_strength,P_total_centroid_lat_10_50,-5,0.013820017485774532,0.013820017485774532,360
T3_early,V_strength,P_total_centroid_lat_10_50,-4,0.013830988958068663,0.013830988958068663,360
T3_early,V_strength,P_total_centroid_lat_10_50,-3,0.025276350762915293,0.025276350762915293,360
T3_early,V_strength,P_total_centroid_lat_10_50,-2,0.054029456774735446,0.054029456774735446,360
T3_early,V_strength,P_total_centroid_lat_10_50,-1,0.09912575493059896,0.09912575493059896,360
T3_early,V_strength,P_total_centroid_lat_10_50,0,0.16299153719363974,0.16299153719363974,360
T3_early,V_strength,P_total_centroid_lat_10_50,1,0.23136082270690658,0.23136082270690658,360
T3_early,V_strength,P_total_centroid_lat_10_50,2,0.2798559778026703,0.2798559778026703,360
T3_early,V_strength,P_total_centroid_lat_10_50,3,0.28729234467168036,0.28729234467168036,360
T3_early,V_strength,P_total_centroid_lat_10_50,4,0.2658414452950175,0.2658414452950175,360
T3_early,V_strength,P_total_centroid_lat_10_50,5,0.22624983685437416,0.22624983685437416,360
T3_early,V_pos_centroid_lat,P_main_band_share,-5,0.20792599666107053,0.20792599666107053,360
T3_early,V_pos_centroid_lat,P_main_band_share,-4,0.2728474796283143,0.2728474796283143,360
T3_early,V_pos_centroid_lat,P_main_band_share,-3,0.31034408696665766,0.31034408696665766,360
T3_early,V_pos_centroid_lat,P_main_band_share,-2,0.308420850292669,0.308420850292669,360
T3_early,V_pos_centroid_lat,P_main_band_share,-1,0.2622392658357407,0.2622392658357407,360
T3_early,V_pos_centroid_lat,P_main_band_share,0,0.17391736260633134,0.17391736260633134,360
T3_early,V_pos_centroid_lat,P_main_band_share,1,0.06018963122855951,0.06018963122855951,360
T3_early,V_pos_centroid_lat,P_main_band_share,2,-0.04811837533071816,0.04811837533071816,360
T3_early,V_pos_centroid_lat,P_main_band_share,3,-0.13010567204117168,0.13010567204117168,360
T3_early,V_pos_centroid_lat,P_main_band_share,4,-0.17155703658837593,0.17155703658837593,360
T3_early,V_pos_centroid_lat,P_main_band_share,5,-0.17877661532618438,0.17877661532618438,360
T3_early,V_pos_centroid_lat,P_south_band_share_18_24,-5,-0.08157552220460482,0.08157552220460482,360
T3_early,V_pos_centroid_lat,P_south_band_share_18_24,-4,-0.1749906546656263,0.1749906546656263,360
T3_early,V_pos_centroid_lat,P_south_band_share_18_24,-3,-0.28465865531419665,0.28465865531419665,360
T3_early,V_pos_centroid_lat,P_south_band_share_18_24,-2,-0.3802771307609991,0.3802771307609991,360
T3_early,V_pos_centroid_lat,P_south_band_share_18_24,-1,-0.4488880295316856,0.4488880295316856,360
T3_early,V_pos_centroid_lat,P_south_band_share_18_24,0,-0.46532592512175813,0.46532592512175813,360
T3_early,V_pos_centroid_lat,P_south_band_share_18_24,1,-0.4066691474893302,0.4066691474893302,360
T3_early,V_pos_centroid_lat,P_south_band_share_18_24,2,-0.2932166287655822,0.2932166287655822,360
T3_early,V_pos_centroid_lat,P_south_band_share_18_24,3,-0.18192481079064785,0.18192481079064785,360
T3_early,V_pos_centroid_lat,P_south_band_share_18_24,4,-0.10404835911966047,0.10404835911966047,360
T3_early,V_pos_centroid_lat,P_south_band_share_18_24,5,-0.07214346577879963,0.07214346577879963,360
T3_early,V_pos_centroid_lat,P_main_minus_south,-5,0.16902064018897645,0.16902064018897645,360
T3_early,V_pos_centroid_lat,P_main_minus_south,-4,0.25332972686357363,0.25332972686357363,360
T3_early,V_pos_centroid_lat,P_main_minus_south,-3,0.3278827717673666,0.3278827717673666,360
T3_early,V_pos_centroid_lat,P_main_minus_south,-2,0.3710491120960191,0.3710491120960191,360
T3_early,V_pos_centroid_lat,P_main_minus_south,-1,0.3737624036970809,0.3737624036970809,360
T3_early,V_pos_centroid_lat,P_main_minus_south,0,0.3256786332611324,0.3256786332611324,360
T3_early,V_pos_centroid_lat,P_main_minus_south,1,0.22671519121994635,0.22671519121994635,360
T3_early,V_pos_centroid_lat,P_main_minus_south,2,0.10573808139998896,0.10573808139998896,360
T3_early,V_pos_centroid_lat,P_main_minus_south,3,0.002366820360094111,0.002366820360094111,360
T3_early,V_pos_centroid_lat,P_main_minus_south,4,-0.059925422492459995,0.059925422492459995,360
T3_early,V_pos_centroid_lat,P_main_minus_south,5,-0.07928755838240531,0.07928755838240531,360
T3_early,V_pos_centroid_lat,P_spread_lat,-5,0.014497216331360505,0.014497216331360505,360
T3_early,V_pos_centroid_lat,P_spread_lat,-4,0.10829960402554699,0.10829960402554699,360
T3_early,V_pos_centroid_lat,P_spread_lat,-3,0.2370408298711171,0.2370408298711171,360
T3_early,V_pos_centroid_lat,P_spread_lat,-2,0.3669533744813837,0.3669533744813837,360
T3_early,V_pos_centroid_lat,P_spread_lat,-1,0.48752822890358155,0.48752822890358155,360
T3_early,V_pos_centroid_lat,P_spread_lat,0,0.559151378007707,0.559151378007707,360
T3_early,V_pos_centroid_lat,P_spread_lat,1,0.5419867481238249,0.5419867481238249,360
T3_early,V_pos_centroid_lat,P_spread_lat,2,0.4476739507054753,0.4476739507054753,360
T3_early,V_pos_centroid_lat,P_spread_lat,3,0.3446255860529189,0.3446255860529189,360
T3_early,V_pos_centroid_lat,P_spread_lat,4,0.25721932205771986,0.25721932205771986,360
T3_early,V_pos_centroid_lat,P_spread_lat,5,0.2162675718083535,0.2162675718083535,360
T3_early,V_pos_centroid_lat,P_north_band_share_35_45,-5,0.15272547916263665,0.15272547916263665,360
T3_early,V_pos_centroid_lat,P_north_band_share_35_45,-4,0.23887997212191567,0.23887997212191567,360
T3_early,V_pos_centroid_lat,P_north_band_share_35_45,-3,0.32199180540122035,0.32199180540122035,360
T3_early,V_pos_centroid_lat,P_north_band_share_35_45,-2,0.3751353583975421,0.3751353583975421,360
T3_early,V_pos_centroid_lat,P_north_band_share_35_45,-1,0.40129242500481777,0.40129242500481777,360
T3_early,V_pos_centroid_lat,P_north_band_share_35_45,0,0.39314757031627984,0.39314757031627984,360
T3_early,V_pos_centroid_lat,P_north_band_share_35_45,1,0.34818494534779953,0.34818494534779953,360
T3_early,V_pos_centroid_lat,P_north_band_share_35_45,2,0.27770376356732507,0.27770376356732507,360
T3_early,V_pos_centroid_lat,P_north_band_share_35_45,3,0.19726396836255053,0.19726396836255053,360
T3_early,V_pos_centroid_lat,P_north_band_share_35_45,4,0.12303936208919718,0.12303936208919718,360
T3_early,V_pos_centroid_lat,P_north_band_share_35_45,5,0.07379581440404599,0.07379581440404599,360
T3_early,V_pos_centroid_lat,P_north_minus_main_35_45,-5,-0.09020993984930592,0.09020993984930592,360
T3_early,V_pos_centroid_lat,P_north_minus_main_35_45,-4,-0.09577788961065149,0.09577788961065149,360
T3_early,V_pos_centroid_lat,P_north_minus_main_35_45,-3,-0.07868836634481052,0.07868836634481052,360
T3_early,V_pos_centroid_lat,P_north_minus_main_35_45,-2,-0.04591332621210526,0.04591332621210526,360
T3_early,V_pos_centroid_lat,P_north_minus_main_35_45,-1,0.006867814166798433,0.006867814166798433,360
T3_early,V_pos_centroid_lat,P_north_minus_main_35_45,0,0.07483615041652165,0.07483615041652165,360
T3_early,V_pos_centroid_lat,P_north_minus_main_35_45,1,0.14512695180959762,0.14512695180959762,360
T3_early,V_pos_centroid_lat,P_north_minus_main_35_45,2,0.19861034223242338,0.19861034223242338,360
T3_early,V_pos_centroid_lat,P_north_minus_main_35_45,3,0.2214328284859022,0.2214328284859022,360
T3_early,V_pos_centroid_lat,P_north_minus_main_35_45,4,0.21322821520298546,0.21322821520298546,360
