window_subwindow,source_index,target_index,positive_peak_lag,positive_peak_r,positive_peak_abs_r,lag0_r,lag0_abs_r,negative_peak_lag,negative_peak_r,negative_peak_abs_r,profile_type
S3,V_strength,P_main_band_share,2,0.2983206256833771,0.2983206256833771,0.26920548984511006,0.26920548984511006,-1,0.21714237126003633,0.21714237126003633,flat_lag0_positive_close
S3,V_strength,P_south_band_share_18_24,4,-0.42624846645029535,0.42624846645029535,-0.28387573361880397,0.28387573361880397,-1,-0.22265361299440198,0.22265361299440198,positive_peak_clear
S3,V_strength,P_main_minus_south,2,0.3794048270045431,0.3794048270045431,0.3090431220558062,0.3090431220558062,-1,0.2464486303303076,0.2464486303303076,positive_peak_clear
S3,V_strength,P_spread_lat,5,0.32933555419061106,0.32933555419061106,0.1305160391284244,0.1305160391284244,-1,0.08840542358000364,0.08840542358000364,positive_peak_clear
S3,V_strength,P_north_band_share_35_45,3,0.2629125150021214,0.2629125150021214,0.11782114333444725,0.11782114333444725,-1,0.051713799941789367,0.051713799941789367,positive_peak_clear
S3,V_strength,P_north_minus_main_35_45,1,-0.1147695919864919,0.1147695919864919,-0.13151568154807367,0.13151568154807367,-1,-0.12894364679191558,0.12894364679191558,weak_all_lags
S3,V_strength,P_total_centroid_lat_10_50,3,0.40375402450259745,0.40375402450259745,0.26043218793457695,0.26043218793457695,-1,0.16370245912382414,0.16370245912382414,positive_peak_clear
S3,V_pos_centroid_lat,P_main_band_share,5,-0.06550075555157328,0.06550075555157328,0.11360836442797022,0.11360836442797022,-3,0.199578682791202,0.199578682791202,weak_all_lags
S3,V_pos_centroid_lat,P_south_band_share_18_24,1,-0.42276606329166727,0.42276606329166727,-0.44365990398879984,0.44365990398879984,-1,-0.41373546060533933,0.41373546060533933,flat_lag0_positive_close
S3,V_pos_centroid_lat,P_main_minus_south,1,0.22634799511885906,0.22634799511885906,0.2752419699137302,0.2752419699137302,-1,0.29490689951655513,0.29490689951655513,flat_lag0_positive_close
S3,V_pos_centroid_lat,P_spread_lat,1,0.5619075915712491,0.5619075915712491,0.5441926436555461,0.5441926436555461,-1,0.47101149928829167,0.47101149928829167,flat_lag0_positive_close
S3,V_pos_centroid_lat,P_north_band_share_35_45,1,0.3928356733808838,0.3928356733808838,0.43469867607259294,0.43469867607259294,-1,0.4281169449222173,0.4281169449222173,flat_lag0_positive_close
S3,V_pos_centroid_lat,P_north_minus_main_35_45,2,0.1652622273447114,0.1652622273447114,0.1435585488877146,0.1435585488877146,-1,0.10698415974356065,0.10698415974356065,weak_all_lags
S3,V_pos_centroid_lat,P_total_centroid_lat_10_50,1,0.34721204396889266,0.34721204396889266,0.4250359467700182,0.4250359467700182,-1,0.4585871832214492,0.4585871832214492,flat_lag0_positive_close
S3,V_NS_diff,P_main_band_share,1,0.3062756367937755,0.3062756367937755,0.319016895436093,0.319016895436093,-1,0.3021349866153169,0.3021349866153169,flat_lag0_positive_close
S3,V_NS_diff,P_south_band_share_18_24,2,-0.5261561737404996,0.5261561737404996,-0.4418661080076164,0.4418661080076164,-1,-0.3601304412605495,0.3601304412605495,positive_peak_clear
S3,V_NS_diff,P_main_minus_south,1,0.43120428223882945,0.43120428223882945,0.41338658755119867,0.41338658755119867,-1,0.3654170103691181,0.3654170103691181,flat_lag0_positive_close
S3,V_NS_diff,P_spread_lat,3,0.43363302421559574,0.43363302421559574,0.29556622269560745,0.29556622269560745,-1,0.2130373623053701,0.2130373623053701,positive_peak_clear
S3,V_NS_diff,P_north_band_share_35_45,2,0.297951814597401,0.297951814597401,0.2524336571159833,0.2524336571159833,-1,0.193957359706748,0.193957359706748,flat_lag0_positive_close
S3,V_NS_diff,P_north_minus_main_35_45,1,-0.0665022164148181,0.0665022164148181,-0.09517171959527682,0.09517171959527682,-2,-0.11420368830166308,0.11420368830166308,weak_all_lags
S3,V_NS_diff,P_total_centroid_lat_10_50,1,0.42636306562017157,0.42636306562017157,0.4033028578718518,0.4033028578718518,-1,0.3452680189993845,0.3452680189993845,flat_lag0_positive_close
T3_full,V_strength,P_main_band_share,2,0.19037222028240136,0.19037222028240136,0.1260755461370614,0.1260755461370614,-1,0.07359239322503829,0.07359239322503829,weak_all_lags
T3_full,V_strength,P_south_band_share_18_24,4,-0.2499661176675441,0.2499661176675441,-0.04469246754794374,0.04469246754794374,-3,0.07187594265378149,0.07187594265378149,positive_peak_clear
T3_full,V_strength,P_main_minus_south,3,0.22970566112170873,0.22970566112170873,0.10287056228518066,0.10287056228518066,-4,-0.04915851007883642,0.04915851007883642,positive_peak_clear
T3_full,V_strength,P_spread_lat,5,0.2098089577620775,0.2098089577620775,0.02251056506079063,0.02251056506079063,-3,-0.06824537917786301,0.06824537917786301,positive_peak_clear
T3_full,V_strength,P_north_band_share_35_45,4,0.2176025163946197,0.2176025163946197,0.09129089197181454,0.09129089197181454,-5,-0.08844681747860084,0.08844681747860084,positive_peak_clear
T3_full,V_strength,P_north_minus_main_35_45,1,-0.05089235820650319,0.05089235820650319,-0.05052842928258872,0.05052842928258872,-1,-0.04325948178680121,0.04325948178680121,weak_all_lags
T3_full,V_strength,P_total_centroid_lat_10_50,3,0.301943125670061,0.301943125670061,0.1597505839371998,0.1597505839371998,-1,0.08218579233120193,0.08218579233120193,positive_peak_clear
T3_full,V_pos_centroid_lat,P_main_band_share,5,-0.19063849138806468,0.19063849138806468,0.05890634382473569,0.05890634382473569,-3,0.14750767328692993,0.14750767328692993,weak_all_lags
T3_full,V_pos_centroid_lat,P_south_band_share_18_24,1,-0.39246852279726313,0.39246852279726313,-0.3940356841554217,0.3940356841554217,-1,-0.33898929198791417,0.33898929198791417,flat_lag0_positive_close
T3_full,V_pos_centroid_lat,P_main_minus_south,1,0.18640208639199948,0.18640208639199948,0.22707753767503283,0.22707753767503283,-1,0.23222184036438542,0.23222184036438542,flat_lag0_positive_close
T3_full,V_pos_centroid_lat,P_spread_lat,1,0.5475960411625845,0.5475960411625845,0.531663930519731,0.531663930519731,-1,0.4507537734870146,0.4507537734870146,flat_lag0_positive_close
T3_full,V_pos_centroid_lat,P_north_band_share_35_45,1,0.39253204731616964,0.39253204731616964,0.42539329909554086,0.42539329909554086,-1,0.4204569943410558,0.4204569943410558,flat_lag0_positive_close
T3_full,V_pos_centroid_lat,P_north_minus_main_35_45,2,0.2336167023973685,0.2336167023973685,0.18770244108394982,0.18770244108394982,-1,0.14614058131616942,0.14614058131616942,flat_lag0_positive_close
T3_full,V_pos_centroid_lat,P_total_centroid_lat_10_50,1,0.23580226369225027,0.23580226369225027,0.30663473168547656,0.30663473168547656,-1,0.3418288121684446,0.3418288121684446,flat_lag0_positive_close
T3_full,V_NS_diff,P_main_band_share,1,0.21545040106436658,0.21545040106436658,0.2151574587649385,0.2151574587649385,-1,0.18893258969632296,0.18893258969632296,flat_lag0_positive_close
T3_full,V_NS_diff,P_south_band_share_18_24,3,-0.3792713881313016,0.3792713881313016,-0.24462143555610968,0.24462143555610968,-1,-0.14341580189263248,0.14341580189263248,positive_peak_clear
T3_full,V_NS_diff,P_main_minus_south,2,0.30300301712756267,0.30300301712756267,0.25631916170323427,0.25631916170323427,-1,0.1908295205359257,0.1908295205359257,flat_lag0_positive_close
T3_full,V_NS_diff,P_spread_lat,3,0.37521824041908414,0.37521824041908414,0.23796198437779625,0.23796198437779625,-1,0.14169372090206506,0.14169372090206506,positive_peak_clear
T3_full,V_NS_diff,P_north_band_share_35_45,2,0.3136118092204899,0.3136118092204899,0.26218915162197365,0.26218915162197365,-1,0.1994860639371264,0.1994860639371264,positive_peak_clear
T3_full,V_NS_diff,P_north_minus_main_35_45,5,0.1050262829185136,0.1050262829185136,-0.02748026323632729,0.02748026323632729,-2,-0.04879218608676857,0.04879218608676857,weak_all_lags
T3_full,V_NS_diff,P_total_centroid_lat_10_50,1,0.3531996504238062,0.3531996504238062,0.32520434867125186,0.32520434867125186,-1,0.2689462342608918,0.2689462342608918,flat_lag0_positive_close
T3_early,V_strength,P_main_band_share,2,0.21141056972242836,0.21141056972242836,0.129075619880418,0.129075619880418,-4,-0.07572198571127556,0.07572198571127556,positive_peak_clear
T3_early,V_strength,P_south_band_share_18_24,3,-0.365906851613584,0.365906851613584,-0.19125696142965198,0.19125696142965198,-1,-0.1220321481796114,0.1220321481796114,positive_peak_clear
T3_early,V_strength,P_main_minus_south,3,0.29751833665644384,0.29751833665644384,0.17018870209920103,0.17018870209920103,-1,0.09724589395270834,0.09724589395270834,positive_peak_clear
T3_early,V_strength,P_spread_lat,4,0.28689609865912413,0.28689609865912413,0.1618725911542685,0.1618725911542685,-1,0.13689800983834496,0.13689800983834496,positive_peak_clear
T3_early,V_strength,P_north_band_share_35_45,3,0.27249568518601114,0.27249568518601114,0.18695096204132586,0.18695096204132586,-1,0.14310813914160297,0.14310813914160297,positive_peak_clear
T3_early,V_strength,P_north_minus_main_35_45,5,0.037838708988372015,0.037838708988372015,-0.001729552394111049,0.001729552394111049,-4,0.10987376038544808,0.10987376038544808,weak_all_lags
T3_early,V_strength,P_total_centroid_lat_10_50,3,0.28729234467168036,0.28729234467168036,0.16299153719363974,0.16299153719363974,-1,0.09912575493059896,0.09912575493059896,positive_peak_clear
T3_early,V_pos_centroid_lat,P_main_band_share,5,-0.17877661532618438,0.17877661532618438,0.17391736260633134,0.17391736260633134,-3,0.31034408696665766,0.31034408696665766,reverse_peak
T3_early,V_pos_centroid_lat,P_south_band_share_18_24,1,-0.4066691474893302,0.4066691474893302,-0.46532592512175813,0.46532592512175813,-1,-0.4488880295316856,0.4488880295316856,flat_lag0_positive_close
T3_early,V_pos_centroid_lat,P_main_minus_south,1,0.22671519121994635,0.22671519121994635,0.3256786332611324,0.3256786332611324,-1,0.3737624036970809,0.3737624036970809,flat_lag0_positive_close
T3_early,V_pos_centroid_lat,P_spread_lat,1,0.5419867481238249,0.5419867481238249,0.559151378007707,0.559151378007707,-1,0.48752822890358155,0.48752822890358155,flat_lag0_positive_close
T3_early,V_pos_centroid_lat,P_north_band_share_35_45,1,0.34818494534779953,0.34818494534779953,0.39314757031627984,0.39314757031627984,-1,0.40129242500481777,0.40129242500481777,flat_lag0_positive_close
T3_early,V_pos_centroid_lat,P_north_minus_main_35_45,3,0.2214328284859022,0.2214328284859022,0.07483615041652165,0.07483615041652165,-4,-0.09577788961065149,0.09577788961065149,positive_peak_clear
T3_early,V_pos_centroid_lat,P_total_centroid_lat_10_50,1,0.23750205026265933,0.23750205026265933,0.3437122627873055,0.3437122627873055,-2,0.43733881862935947,0.43733881862935947,reverse_peak
T3_early,V_NS_diff,P_main_band_share,1,0.26227227320823454,0.26227227320823454,0.2725819117587155,0.2725819117587155,-1,0.24730434773806867,0.24730434773806867,flat_lag0_positive_close
T3_early,V_NS_diff,P_south_band_share_18_24,2,-0.49711874585766497,0.49711874585766497,-0.40599194886371465,0.40599194886371465,-1,-0.30837467171024135,0.30837467171024135,positive_peak_clear
T3_early,V_NS_diff,P_main_minus_south,1,0.38791877702875577,0.38791877702875577,0.36037709796525114,0.36037709796525114,-1,0.2991248933947545,0.2991248933947545,flat_lag0_positive_close
T3_early,V_NS_diff,P_spread_lat,2,0.4524701793896929,0.4524701793896929,0.3652773594129819,0.3652773594129819,-1,0.2880689244756886,0.2880689244756886,positive_peak_clear
T3_early,V_NS_diff,P_north_band_share_35_45,1,0.3665293087173401,0.3665293087173401,0.33739724052248665,0.33739724052248665,-1,0.2897304279352779,0.2897304279352779,flat_lag0_positive_close
T3_early,V_NS_diff,P_north_minus_main_35_45,5,0.1178470914402263,0.1178470914402263,-0.03730564428798893,0.03730564428798893,-1,-0.04564438176374658,0.04564438176374658,weak_all_lags
T3_early,V_NS_diff,P_total_centroid_lat_10_50,1,0.358626135446158,0.358626135446158,0.3508255395563934,0.3508255395563934,-1,0.3154055159335151,0.3154055159335151,flat_lag0_positive_close
T3_late,V_strength,P_main_band_share,5,0.08137948852361335,0.08137948852361335,-0.011374215151804996,0.011374215151804996,-3,-0.08244530905459166,0.08244530905459166,weak_all_lags
T3_late,V_strength,P_south_band_share_18_24,5,-0.1440950334280207,0.1440950334280207,0.17897012649193386,0.17897012649193386,-2,0.24548313709334327,0.24548313709334327,reverse_peak
T3_late,V_strength,P_main_minus_south,5,0.1281245294933386,0.1281245294933386,-0.10001213985316583,0.10001213985316583,-2,-0.17783767120002097,0.17783767120002097,weak_all_lags
T3_late,V_strength,P_spread_lat,5,0.17394418937347755,0.17394418937347755,-0.07914529785170402,0.07914529785170402,-3,-0.22920400500663873,0.22920400500663873,reverse_peak
T3_late,V_strength,P_north_band_share_35_45,5,0.21136231880961656,0.21136231880961656,0.04136679680610987,0.04136679680610987,-4,-0.21717577006276886,0.21717577006276886,multi_peak_close
T3_late,V_strength,P_north_minus_main_35_45,3,0.06747682446243343,0.06747682446243343,0.029147006249069345,0.029147006249069345,-5,-0.07261670449003294,0.07261670449003294,weak_all_lags
T3_late,V_strength,P_total_centroid_lat_10_50,3,0.2816426807848608,0.2816426807848608,0.09426819619049481,0.09426819619049481,-4,-0.1796049849822128,0.1796049849822128,positive_peak_clear
T3_late,V_pos_centroid_lat,P_main_band_share,5,-0.20255953271960003,0.20255953271960003,-0.07577669368029775,0.07577669368029775,-1,-0.0715345057213468,0.0715345057213468,positive_peak_clear
T3_late,V_pos_centroid_lat,P_south_band_share_18_24,1,-0.3842423732710325,0.3842423732710325,-0.3342463824995801,0.3342463824995801,-1,-0.24103089829511978,0.24103089829511978,flat_lag0_positive_close
T3_late,V_pos_centroid_lat,P_main_minus_south,1,0.14411852600908917,0.14411852600908917,0.12283829325124594,0.12283829325124594,-1,0.07744824325870257,0.07744824325870257,weak_all_lags
T3_late,V_pos_centroid_lat,P_spread_lat,1,0.5672972739224792,0.5672972739224792,0.5324543748490509,0.5324543748490509,-1,0.450220781758972,0.450220781758972,flat_lag0_positive_close
T3_late,V_pos_centroid_lat,P_north_band_share_35_45,1,0.44415790418103096,0.44415790418103096,0.47378892810732276,0.47378892810732276,-1,0.4653569098295265,0.4653569098295265,flat_lag0_positive_close
T3_late,V_pos_centroid_lat,P_north_minus_main_35_45,1,0.30626808404105316,0.30626808404105316,0.31874044914227023,0.31874044914227023,-1,0.3092419782817058,0.3092419782817058,flat_lag0_positive_close
T3_late,V_pos_centroid_lat,P_total_centroid_lat_10_50,1,0.23579761202366192,0.23579761202366192,0.272736662717745,0.272736662717745,-1,0.2712626152894196,0.2712626152894196,flat_lag0_positive_close
T3_late,V_NS_diff,P_main_band_share,2,0.05762315810574365,0.05762315810574365,0.02851446397229253,0.02851446397229253,-4,-0.05413447259379495,0.05413447259379495,weak_all_lags
T3_late,V_NS_diff,P_south_band_share_18_24,3,-0.2612113866327208,0.2612113866327208,-0.02096673827849287,0.02096673827849287,-3,0.22053750178041928,0.22053750178041928,multi_peak_close
T3_late,V_NS_diff,P_main_minus_south,3,0.17194119345427492,0.17194119345427492,0.029632249953143713,0.029632249953143713,-3,-0.1471679940764277,0.1471679940764277,weak_all_lags
T3_late,V_NS_diff,P_spread_lat,3,0.35305182901058346,0.35305182901058346,0.1638816605511173,0.1638816605511173,-4,-0.17712290884285653,0.17712290884285653,positive_peak_clear
