window_subwindow,source_index,target_index,positive_peak_lag,positive_peak_r,positive_peak_abs_r,lag0_r,lag0_abs_r,negative_peak_lag,negative_peak_r,negative_peak_abs_r,profile_type
T3_late,V_NS_diff,P_north_band_share_35_45,2,0.3157600523329387,0.3157600523329387,0.2462270446159465,0.2462270446159465,-1,0.1619531602115936,0.1619531602115936,positive_peak_clear
T3_late,V_NS_diff,P_north_minus_main_35_45,5,0.14084286905216092,0.14084286905216092,0.1120756526349609,0.1120756526349609,-1,0.08606173501750009,0.08606173501750009,weak_all_lags
T3_late,V_NS_diff,P_total_centroid_lat_10_50,2,0.3294411924214718,0.3294411924214718,0.2537009353998923,0.2537009353998923,-1,0.16519490836991452,0.16519490836991452,positive_peak_clear
S4,V_strength,P_main_band_share,4,0.18019549087335437,0.18019549087335437,0.08205850213023938,0.08205850213023938,-4,-0.04061422432566476,0.04061422432566476,weak_all_lags
S4,V_strength,P_south_band_share_18_24,5,-0.11368495181245473,0.11368495181245473,0.09351432067613821,0.09351432067613821,-2,0.12173886975144434,0.12173886975144434,weak_all_lags
S4,V_strength,P_main_minus_south,5,0.18232144840338824,0.18232144840338824,-0.0016208797585284317,0.0016208797585284317,-3,-0.08833843143149603,0.08833843143149603,weak_all_lags
S4,V_strength,P_spread_lat,5,0.13294427603302836,0.13294427603302836,0.010866369696980044,0.010866369696980044,-3,-0.041342364929473414,0.041342364929473414,weak_all_lags
S4,V_strength,P_north_band_share_35_45,2,0.23789123401443876,0.23789123401443876,0.19579924461171766,0.19579924461171766,-1,0.15357527913424024,0.15357527913424024,flat_lag0_positive_close
S4,V_strength,P_north_minus_main_35_45,1,0.04094617562092651,0.04094617562092651,0.05594758046506838,0.05594758046506838,-3,0.08553530207463027,0.08553530207463027,weak_all_lags
S4,V_strength,P_total_centroid_lat_10_50,2,0.3625244184294715,0.3625244184294715,0.2825268531084098,0.2825268531084098,-1,0.20991863063382699,0.20991863063382699,positive_peak_clear
S4,V_pos_centroid_lat,P_main_band_share,1,0.1026824229570119,0.1026824229570119,0.1305118617589273,0.1305118617589273,-2,0.14666300964417084,0.14666300964417084,weak_all_lags
S4,V_pos_centroid_lat,P_south_band_share_18_24,2,-0.39747514287136404,0.39747514287136404,-0.3603813746396593,0.3603813746396593,-1,-0.28807927316070486,0.28807927316070486,flat_lag0_positive_close
S4,V_pos_centroid_lat,P_main_minus_south,1,0.29732650444799297,0.29732650444799297,0.29418771674178,0.29418771674178,-1,0.261295073466864,0.261295073466864,flat_lag0_positive_close
S4,V_pos_centroid_lat,P_spread_lat,1,0.45682192422316653,0.45682192422316653,0.4217863564865672,0.4217863564865672,-1,0.3477204416698012,0.3477204416698012,flat_lag0_positive_close
S4,V_pos_centroid_lat,P_north_band_share_35_45,1,0.32516196509157047,0.32516196509157047,0.32566160016341794,0.32566160016341794,-1,0.2945491333004708,0.2945491333004708,flat_lag0_positive_close
S4,V_pos_centroid_lat,P_north_minus_main_35_45,3,0.12151303428434267,0.12151303428434267,0.09102575027122728,0.09102575027122728,-1,0.06462996833288022,0.06462996833288022,weak_all_lags
S4,V_pos_centroid_lat,P_total_centroid_lat_10_50,1,0.2575078581470632,0.2575078581470632,0.2951192019218807,0.2951192019218807,-1,0.3045226673772096,0.3045226673772096,flat_lag0_positive_close
S4,V_NS_diff,P_main_band_share,1,0.1997337978899338,0.1997337978899338,0.195019660662008,0.195019660662008,-1,0.17065867410689928,0.17065867410689928,weak_all_lags
S4,V_NS_diff,P_south_band_share_18_24,4,-0.27108530771845024,0.27108530771845024,-0.13174974545121063,0.13174974545121063,-5,0.09055934696384194,0.09055934696384194,positive_peak_clear
S4,V_NS_diff,P_main_minus_south,2,0.2598636232351807,0.2598636232351807,0.20251206521526652,0.20251206521526652,-1,0.14628412271162883,0.14628412271162883,positive_peak_clear
S4,V_NS_diff,P_spread_lat,3,0.30780590395757823,0.30780590395757823,0.20335611240559817,0.20335611240559817,-1,0.1313851868533161,0.1313851868533161,positive_peak_clear
S4,V_NS_diff,P_north_band_share_35_45,1,0.2977925365232908,0.2977925365232908,0.27470688652951203,0.27470688652951203,-1,0.2294852162795071,0.2294852162795071,flat_lag0_positive_close
S4,V_NS_diff,P_north_minus_main_35_45,4,0.046401446835789846,0.046401446835789846,0.0158642045899604,0.0158642045899604,-1,0.008974778580786224,0.008974778580786224,weak_all_lags
S4,V_NS_diff,P_total_centroid_lat_10_50,1,0.37688041126164834,0.37688041126164834,0.3692605534105409,0.3692605534105409,-1,0.33092920664462305,0.33092920664462305,flat_lag0_positive_close
