subwindow,day_start,day_end,source_variable,target_variable,lag,n_pairs,signed_r,abs_r
T3_late,113,120,V_strength,P_north_band_share_35_45,-4,360,-0.22210114542275117,0.22210114542275117
T3_late,113,120,V_strength,P_north_band_share_35_45,-3,360,-0.19502276667808638,0.19502276667808638
T3_late,113,120,V_strength,P_north_band_share_35_45,-2,360,-0.13157096783274344,0.13157096783274344
T3_late,113,120,V_strength,P_north_band_share_35_45,-1,360,-0.045077984743498736,0.045077984743498736
T3_late,113,120,V_strength,P_north_band_share_35_45,0,360,0.04644491138236358,0.04644491138236358
T3_late,113,120,V_strength,P_north_band_share_35_45,1,360,0.12310786476562634,0.12310786476562634
T3_late,113,120,V_strength,P_north_band_share_35_45,2,360,0.17529567009791905,0.17529567009791905
T3_late,113,120,V_strength,P_north_band_share_35_45,3,360,0.19752526985767985,0.19752526985767985
T3_late,113,120,V_strength,P_north_band_share_35_45,4,360,0.19635436571594184,0.19635436571594184
T3_late,113,120,V_strength,P_north_band_share_35_45,5,360,0.18439675282621212,0.18439675282621212
T3_late,113,120,V_strength,P_north_minus_main_35_45,-5,360,-0.08474323962212611,0.08474323962212611
T3_late,113,120,V_strength,P_north_minus_main_35_45,-4,360,-0.06751514899456315,0.06751514899456315
T3_late,113,120,V_strength,P_north_minus_main_35_45,-3,360,-0.04520730357461344,0.04520730357461344
T3_late,113,120,V_strength,P_north_minus_main_35_45,-2,360,-0.021421297727698088,0.021421297727698088
T3_late,113,120,V_strength,P_north_minus_main_35_45,-1,360,0.0018067108741416503,0.0018067108741416503
T3_late,113,120,V_strength,P_north_minus_main_35_45,0,360,0.024263608625722292,0.024263608625722292
T3_late,113,120,V_strength,P_north_minus_main_35_45,1,360,0.04158214019140604,0.04158214019140604
T3_late,113,120,V_strength,P_north_minus_main_35_45,2,360,0.05121082465387459,0.05121082465387459
T3_late,113,120,V_strength,P_north_minus_main_35_45,3,360,0.05039272785206934,0.05039272785206934
T3_late,113,120,V_strength,P_north_minus_main_35_45,4,360,0.041219466789475925,0.041219466789475925
T3_late,113,120,V_strength,P_north_minus_main_35_45,5,360,0.029605405040936627,0.029605405040936627
T3_late,113,120,V_strength,P_total_centroid_lat_10_50,-5,360,-0.15877847487364924,0.15877847487364924
T3_late,113,120,V_strength,P_total_centroid_lat_10_50,-4,360,-0.17805281483288127,0.17805281483288127
T3_late,113,120,V_strength,P_total_centroid_lat_10_50,-3,360,-0.1591714672924947,0.1591714672924947
T3_late,113,120,V_strength,P_total_centroid_lat_10_50,-2,360,-0.0962572853463498,0.0962572853463498
T3_late,113,120,V_strength,P_total_centroid_lat_10_50,-1,360,-0.004223976389941172,0.004223976389941172
T3_late,113,120,V_strength,P_total_centroid_lat_10_50,0,360,0.09830833268165313,0.09830833268165313
T3_late,113,120,V_strength,P_total_centroid_lat_10_50,1,360,0.1909366445506865,0.1909366445506865
T3_late,113,120,V_strength,P_total_centroid_lat_10_50,2,360,0.25607245651546906,0.25607245651546906
T3_late,113,120,V_strength,P_total_centroid_lat_10_50,3,360,0.2797808144135396,0.2797808144135396
T3_late,113,120,V_strength,P_total_centroid_lat_10_50,4,360,0.2644543486307725,0.2644543486307725
T3_late,113,120,V_strength,P_total_centroid_lat_10_50,5,360,0.22538265506308205,0.22538265506308205
T3_late,113,120,V_pos_centroid_lat,P_main_band_share,-5,360,-0.04326710749280102,0.04326710749280102
T3_late,113,120,V_pos_centroid_lat,P_main_band_share,-4,360,-0.03554946202287383,0.03554946202287383
T3_late,113,120,V_pos_centroid_lat,P_main_band_share,-3,360,-0.02405113877506083,0.02405113877506083
T3_late,113,120,V_pos_centroid_lat,P_main_band_share,-2,360,-0.018897553077481193,0.018897553077481193
T3_late,113,120,V_pos_centroid_lat,P_main_band_share,-1,360,-0.023368322282394355,0.023368322282394355
T3_late,113,120,V_pos_centroid_lat,P_main_band_share,0,360,-0.03338250363608582,0.03338250363608582
T3_late,113,120,V_pos_centroid_lat,P_main_band_share,1,360,-0.05095376481471119,0.05095376481471119
T3_late,113,120,V_pos_centroid_lat,P_main_band_share,2,360,-0.07898614962198408,0.07898614962198408
T3_late,113,120,V_pos_centroid_lat,P_main_band_share,3,360,-0.12156700483548002,0.12156700483548002
T3_late,113,120,V_pos_centroid_lat,P_main_band_share,4,360,-0.17601911516647842,0.17601911516647842
T3_late,113,120,V_pos_centroid_lat,P_main_band_share,5,360,-0.2249657224437672,0.2249657224437672
T3_late,113,120,V_pos_centroid_lat,P_south_band_share_18_24,-5,360,0.07390802240349506,0.07390802240349506
T3_late,113,120,V_pos_centroid_lat,P_south_band_share_18_24,-4,360,0.03440884029585274,0.03440884029585274
T3_late,113,120,V_pos_centroid_lat,P_south_band_share_18_24,-3,360,-0.06136157099636444,0.06136157099636444
T3_late,113,120,V_pos_centroid_lat,P_south_band_share_18_24,-2,360,-0.17156966890944456,0.17156966890944456
T3_late,113,120,V_pos_centroid_lat,P_south_band_share_18_24,-1,360,-0.2761901984747238,0.2761901984747238
T3_late,113,120,V_pos_centroid_lat,P_south_band_share_18_24,0,360,-0.3602261175371134,0.3602261175371134
T3_late,113,120,V_pos_centroid_lat,P_south_band_share_18_24,1,360,-0.4012371664366993,0.4012371664366993
T3_late,113,120,V_pos_centroid_lat,P_south_band_share_18_24,2,360,-0.3747515057679613,0.3747515057679613
T3_late,113,120,V_pos_centroid_lat,P_south_band_share_18_24,3,360,-0.29061017530430117,0.29061017530430117
T3_late,113,120,V_pos_centroid_lat,P_south_band_share_18_24,4,360,-0.17015469816774545,0.17015469816774545
T3_late,113,120,V_pos_centroid_lat,P_south_band_share_18_24,5,360,-0.044818262860042375,0.044818262860042375
T3_late,113,120,V_pos_centroid_lat,P_main_minus_south,-5,360,-0.06598542723482642,0.06598542723482642
T3_late,113,120,V_pos_centroid_lat,P_main_minus_south,-4,360,-0.04080856168280541,0.04080856168280541
T3_late,113,120,V_pos_centroid_lat,P_main_minus_south,-3,360,0.01551178128477687,0.01551178128477687
T3_late,113,120,V_pos_centroid_lat,P_main_minus_south,-2,360,0.07503280783367809,0.07503280783367809
T3_late,113,120,V_pos_centroid_lat,P_main_minus_south,-1,360,0.1254049251592116,0.1254049251592116
T3_late,113,120,V_pos_centroid_lat,P_main_minus_south,0,360,0.16166008932524092,0.16166008932524092
T3_late,113,120,V_pos_centroid_lat,P_main_minus_south,1,360,0.17104734296056626,0.17104734296056626
T3_late,113,120,V_pos_centroid_lat,P_main_minus_south,2,360,0.13919768372574987,0.13919768372574987
T3_late,113,120,V_pos_centroid_lat,P_main_minus_south,3,360,0.06844819885861801,0.06844819885861801
T3_late,113,120,V_pos_centroid_lat,P_main_minus_south,4,360,-0.02857540515590206,0.02857540515590206
T3_late,113,120,V_pos_centroid_lat,P_main_minus_south,5,360,-0.12448050035056943,0.12448050035056943
T3_late,113,120,V_pos_centroid_lat,P_spread_lat,-5,360,0.043777748720978914,0.043777748720978914
T3_late,113,120,V_pos_centroid_lat,P_spread_lat,-4,360,0.11824996921557727,0.11824996921557727
T3_late,113,120,V_pos_centroid_lat,P_spread_lat,-3,360,0.24042603326005466,0.24042603326005466
T3_late,113,120,V_pos_centroid_lat,P_spread_lat,-2,360,0.3579291855800302,0.3579291855800302
T3_late,113,120,V_pos_centroid_lat,P_spread_lat,-1,360,0.46153721390511226,0.46153721390511226
T3_late,113,120,V_pos_centroid_lat,P_spread_lat,0,360,0.5347217528019109,0.5347217528019109
T3_late,113,120,V_pos_centroid_lat,P_spread_lat,1,360,0.5640945846943651,0.5640945846943651
T3_late,113,120,V_pos_centroid_lat,P_spread_lat,2,360,0.5330379462474183,0.5330379462474183
T3_late,113,120,V_pos_centroid_lat,P_spread_lat,3,360,0.45246593467762586,0.45246593467762586
T3_late,113,120,V_pos_centroid_lat,P_spread_lat,4,360,0.33886130811681464,0.33886130811681464
T3_late,113,120,V_pos_centroid_lat,P_spread_lat,5,360,0.22220116740632753,0.22220116740632753
T3_late,113,120,V_pos_centroid_lat,P_north_band_share_35_45,-5,360,0.15567213311537723,0.15567213311537723
T3_late,113,120,V_pos_centroid_lat,P_north_band_share_35_45,-4,360,0.2488770439551835,0.2488770439551835
T3_late,113,120,V_pos_centroid_lat,P_north_band_share_35_45,-3,360,0.3650658394622655,0.3650658394622655
T3_late,113,120,V_pos_centroid_lat,P_north_band_share_35_45,-2,360,0.4334493841685866,0.4334493841685866
T3_late,113,120,V_pos_centroid_lat,P_north_band_share_35_45,-1,360,0.47277258886790213,0.47277258886790213
T3_late,113,120,V_pos_centroid_lat,P_north_band_share_35_45,0,360,0.47383753538843787,0.47383753538843787
T3_late,113,120,V_pos_centroid_lat,P_north_band_share_35_45,1,360,0.4361448620959003,0.4361448620959003
T3_late,113,120,V_pos_centroid_lat,P_north_band_share_35_45,2,360,0.3686013121807747,0.3686013121807747
T3_late,113,120,V_pos_centroid_lat,P_north_band_share_35_45,3,360,0.2898003124747857,0.2898003124747857
T3_late,113,120,V_pos_centroid_lat,P_north_band_share_35_45,4,360,0.21240393221785506,0.21240393221785506
T3_late,113,120,V_pos_centroid_lat,P_north_band_share_35_45,5,360,0.15453605640433277,0.15453605640433277
T3_late,113,120,V_pos_centroid_lat,P_north_minus_main_35_45,-5,360,0.11374294544218133,0.11374294544218133
T3_late,113,120,V_pos_centroid_lat,P_north_minus_main_35_45,-4,360,0.15768937336941843,0.15768937336941843
T3_late,113,120,V_pos_centroid_lat,P_north_minus_main_35_45,-3,360,0.21257665738260517,0.21257665738260517
T3_late,113,120,V_pos_centroid_lat,P_north_minus_main_35_45,-2,360,0.2481299088848853,0.2481299088848853
T3_late,113,120,V_pos_centroid_lat,P_north_minus_main_35_45,-1,360,0.2752869074806873,0.2752869074806873
T3_late,113,120,V_pos_centroid_lat,P_north_minus_main_35_45,0,360,0.28409338074514917,0.28409338074514917
T3_late,113,120,V_pos_centroid_lat,P_north_minus_main_35_45,1,360,0.2746578409447062,0.2746578409447062
T3_late,113,120,V_pos_centroid_lat,P_north_minus_main_35_45,2,360,0.2546437810733263,0.2546437810733263
T3_late,113,120,V_pos_centroid_lat,P_north_minus_main_35_45,3,360,0.2385324148363559,0.2385324148363559
T3_late,113,120,V_pos_centroid_lat,P_north_minus_main_35_45,4,360,0.23437754814835685,0.23437754814835685
T3_late,113,120,V_pos_centroid_lat,P_north_minus_main_35_45,5,360,0.24051153863368438,0.24051153863368438
T3_late,113,120,V_pos_centroid_lat,P_total_centroid_lat_10_50,-5,360,0.09367924534812903,0.09367924534812903
T3_late,113,120,V_pos_centroid_lat,P_total_centroid_lat_10_50,-4,360,0.15466164526723564,0.15466164526723564
T3_late,113,120,V_pos_centroid_lat,P_total_centroid_lat_10_50,-3,360,0.23319362387890985,0.23319362387890985
T3_late,113,120,V_pos_centroid_lat,P_total_centroid_lat_10_50,-2,360,0.28362364759964487,0.28362364759964487
T3_late,113,120,V_pos_centroid_lat,P_total_centroid_lat_10_50,-1,360,0.3078666251676635,0.3078666251676635
T3_late,113,120,V_pos_centroid_lat,P_total_centroid_lat_10_50,0,360,0.2943232171324846,0.2943232171324846
T3_late,113,120,V_pos_centroid_lat,P_total_centroid_lat_10_50,1,360,0.24149425507821828,0.24149425507821828
T3_late,113,120,V_pos_centroid_lat,P_total_centroid_lat_10_50,2,360,0.15821269161689874,0.15821269161689874
T3_late,113,120,V_pos_centroid_lat,P_total_centroid_lat_10_50,3,360,0.057152584597629834,0.057152584597629834
T3_late,113,120,V_pos_centroid_lat,P_total_centroid_lat_10_50,4,360,-0.04228127938426195,0.04228127938426195
T3_late,113,120,V_pos_centroid_lat,P_total_centroid_lat_10_50,5,360,-0.11223414862253106,0.11223414862253106
T3_late,113,120,V_NS_diff,P_main_band_share,-5,360,-0.033404422412088276,0.033404422412088276
T3_late,113,120,V_NS_diff,P_main_band_share,-4,360,-0.043262356789761244,0.043262356789761244
T3_late,113,120,V_NS_diff,P_main_band_share,-3,360,-0.03413497561581756,0.03413497561581756
T3_late,113,120,V_NS_diff,P_main_band_share,-2,360,-0.0054043694547601575,0.0054043694547601575
T3_late,113,120,V_NS_diff,P_main_band_share,-1,360,0.030485699179621073,0.030485699179621073
T3_late,113,120,V_NS_diff,P_main_band_share,0,360,0.060855122012278814,0.060855122012278814
T3_late,113,120,V_NS_diff,P_main_band_share,1,360,0.0792992926163097,0.0792992926163097
T3_late,113,120,V_NS_diff,P_main_band_share,2,360,0.08396226315252858,0.08396226315252858
T3_late,113,120,V_NS_diff,P_main_band_share,3,360,0.07000748770071523,0.07000748770071523
T3_late,113,120,V_NS_diff,P_main_band_share,4,360,0.037714240796137034,0.037714240796137034
T3_late,113,120,V_NS_diff,P_main_band_share,5,360,-0.005554373894686477,0.005554373894686477
T3_late,113,120,V_NS_diff,P_south_band_share_18_24,-5,360,0.1733938085817702,0.1733938085817702
T3_late,113,120,V_NS_diff,P_south_band_share_18_24,-4,360,0.21348245136028607,0.21348245136028607
T3_late,113,120,V_NS_diff,P_south_band_share_18_24,-3,360,0.21174137395799952,0.21174137395799952
T3_late,113,120,V_NS_diff,P_south_band_share_18_24,-2,360,0.15792779816871041,0.15792779816871041
T3_late,113,120,V_NS_diff,P_south_band_share_18_24,-1,360,0.06148174465577081,0.06148174465577081
T3_late,113,120,V_NS_diff,P_south_band_share_18_24,0,360,-0.05676600136141695,0.05676600136141695
T3_late,113,120,V_NS_diff,P_south_band_share_18_24,1,360,-0.1711805739597597,0.1711805739597597
T3_late,113,120,V_NS_diff,P_south_band_share_18_24,2,360,-0.2543041564515629,0.2543041564515629
T3_late,113,120,V_NS_diff,P_south_band_share_18_24,3,360,-0.286285799823797,0.286285799823797
T3_late,113,120,V_NS_diff,P_south_band_share_18_24,4,360,-0.26976772033684315,0.26976772033684315
T3_late,113,120,V_NS_diff,P_south_band_share_18_24,5,360,-0.21807348042948718,0.21807348042948718
T3_late,113,120,V_NS_diff,P_main_minus_south,-5,360,-0.11021084311153566,0.11021084311153566
T3_late,113,120,V_NS_diff,P_main_minus_south,-4,360,-0.13708953138504776,0.13708953138504776
T3_late,113,120,V_NS_diff,P_main_minus_south,-3,360,-0.1302256766586274,0.1302256766586274
T3_late,113,120,V_NS_diff,P_main_minus_south,-2,360,-0.08399639715298025,0.08399639715298025
T3_late,113,120,V_NS_diff,P_main_minus_south,-1,360,-0.01135948465472005,0.01135948465472005
T3_late,113,120,V_NS_diff,P_main_minus_south,0,360,0.06876939518132826,0.06876939518132826
T3_late,113,120,V_NS_diff,P_main_minus_south,1,360,0.13913646684227485,0.13913646684227485
T3_late,113,120,V_NS_diff,P_main_minus_south,2,360,0.18453782089390347,0.18453782089390347
T3_late,113,120,V_NS_diff,P_main_minus_south,3,360,0.19169314805870713,0.19169314805870713
T3_late,113,120,V_NS_diff,P_main_minus_south,4,360,0.16213142109800327,0.16213142109800327
T3_late,113,120,V_NS_diff,P_main_minus_south,5,360,0.1074619810902947,0.1074619810902947
T3_late,113,120,V_NS_diff,P_spread_lat,-5,360,-0.1661009735331234,0.1661009735331234
T3_late,113,120,V_NS_diff,P_spread_lat,-4,360,-0.1759517498324876,0.1759517498324876
T3_late,113,120,V_NS_diff,P_spread_lat,-3,360,-0.14129278284599053,0.14129278284599053
T3_late,113,120,V_NS_diff,P_spread_lat,-2,360,-0.06008756228393709,0.06008756228393709
T3_late,113,120,V_NS_diff,P_spread_lat,-1,360,0.055002847812201563,0.055002847812201563
T3_late,113,120,V_NS_diff,P_spread_lat,0,360,0.1776221462600241,0.1776221462600241
T3_late,113,120,V_NS_diff,P_spread_lat,1,360,0.28030783819428967,0.28030783819428967
T3_late,113,120,V_NS_diff,P_spread_lat,2,360,0.34391655118174386,0.34391655118174386
T3_late,113,120,V_NS_diff,P_spread_lat,3,360,0.35834898684763994,0.35834898684763994
T3_late,113,120,V_NS_diff,P_spread_lat,4,360,0.33286653458336485,0.33286653458336485
T3_late,113,120,V_NS_diff,P_spread_lat,5,360,0.285452898720536,0.285452898720536
T3_late,113,120,V_NS_diff,P_north_band_share_35_45,-5,360,-0.11878944516637478,0.11878944516637478
T3_late,113,120,V_NS_diff,P_north_band_share_35_45,-4,360,-0.0914768697957069,0.0914768697957069
T3_late,113,120,V_NS_diff,P_north_band_share_35_45,-3,360,-0.02572328117375681,0.02572328117375681
T3_late,113,120,V_NS_diff,P_north_band_share_35_45,-2,360,0.06623152975233434,0.06623152975233434
T3_late,113,120,V_NS_diff,P_north_band_share_35_45,-1,360,0.16594098588998854,0.16594098588998854
T3_late,113,120,V_NS_diff,P_north_band_share_35_45,0,360,0.25048681455755145,0.25048681455755145
T3_late,113,120,V_NS_diff,P_north_band_share_35_45,1,360,0.30163579964294024,0.30163579964294024
T3_late,113,120,V_NS_diff,P_north_band_share_35_45,2,360,0.3164469376474727,0.3164469376474727
T3_late,113,120,V_NS_diff,P_north_band_share_35_45,3,360,0.29872729526846337,0.29872729526846337
T3_late,113,120,V_NS_diff,P_north_band_share_35_45,4,360,0.2637393550647021,0.2637393550647021
T3_late,113,120,V_NS_diff,P_north_band_share_35_45,5,360,0.23066812421766356,0.23066812421766356
T3_late,113,120,V_NS_diff,P_north_minus_main_35_45,-5,360,-0.03764687143249337,0.03764687143249337
T3_late,113,120,V_NS_diff,P_north_minus_main_35_45,-4,360,-0.019300357334404706,0.019300357334404706
T3_late,113,120,V_NS_diff,P_north_minus_main_35_45,-3,360,0.006587481701801914,0.006587481701801914
T3_late,113,120,V_NS_diff,P_north_minus_main_35_45,-2,360,0.033855201130626456,0.033855201130626456
T3_late,113,120,V_NS_diff,P_north_minus_main_35_45,-1,360,0.062112228263019556,0.062112228263019556
T3_late,113,120,V_NS_diff,P_north_minus_main_35_45,0,360,0.08836105666962091,0.08836105666962091
T3_late,113,120,V_NS_diff,P_north_minus_main_35_45,1,360,0.10652182246065342,0.10652182246065342
T3_late,113,120,V_NS_diff,P_north_minus_main_35_45,2,360,0.11417012891233635,0.11417012891233635
T3_late,113,120,V_NS_diff,P_north_minus_main_35_45,3,360,0.11499020229914968,0.11499020229914968
T3_late,113,120,V_NS_diff,P_north_minus_main_35_45,4,360,0.11774057606233253,0.11774057606233253
T3_late,113,120,V_NS_diff,P_north_minus_main_35_45,5,360,0.12904904077114587,0.12904904077114587
T3_late,113,120,V_NS_diff,P_total_centroid_lat_10_50,-5,360,-0.08242252335105034,0.08242252335105034
T3_late,113,120,V_NS_diff,P_total_centroid_lat_10_50,-4,360,-0.06198809708825109,0.06198809708825109
T3_late,113,120,V_NS_diff,P_total_centroid_lat_10_50,-3,360,-0.0035038094284067203,0.0035038094284067203
T3_late,113,120,V_NS_diff,P_total_centroid_lat_10_50,-2,360,0.08679062453052369,0.08679062453052369
T3_late,113,120,V_NS_diff,P_total_centroid_lat_10_50,-1,360,0.18628448605352038,0.18628448605352038
T3_late,113,120,V_NS_diff,P_total_centroid_lat_10_50,0,360,0.27054483183916084,0.27054483183916084
T3_late,113,120,V_NS_diff,P_total_centroid_lat_10_50,1,360,0.3217536490338556,0.3217536490338556
T3_late,113,120,V_NS_diff,P_total_centroid_lat_10_50,2,360,0.3327610140288681,0.3327610140288681
T3_late,113,120,V_NS_diff,P_total_centroid_lat_10_50,3,360,0.2979834632987777,0.2979834632987777
T3_late,113,120,V_NS_diff,P_total_centroid_lat_10_50,4,360,0.23114338534354809,0.23114338534354809
T3_late,113,120,V_NS_diff,P_total_centroid_lat_10_50,5,360,0.15596240056399344,0.15596240056399344
