window,n_pairs,mean_T_pos,mean_T_0,mean_T_neg,mean_null95_pos,mean_null95_0,mean_margin_pos,median_margin_pos,mean_margin_0,median_margin_0,n_pos_above_null95,n_lag0_above_null95,mean_source_phi,mean_target_phi,n_stable_lag_dominant,n_tau0_coupled
S1,21,0.4825558580698165,0.4055811311020949,0.3156214015031211,0.15540971336279613,0.13873863706430095,0.3271461447070204,0.2884609759398953,0.26684249403779403,0.266191549492997,21,18,,,12,4
T1,21,0.5098472718915252,0.49240185033275,0.41806258130894713,0.24807251479602033,0.2278295758463731,0.2617747570955049,0.30858585157214935,0.2645722744863768,0.29744411568451623,19,20,,,0,14
S2,21,0.5001182994825752,0.4728111564452654,0.3950377032087819,0.18495510995309083,0.17239969283840414,0.3151631895294843,0.3344713421594008,0.3004114636068614,0.3096114959919881,20,21,,,9,7
T2,21,0.4939050021724547,0.41395663491222673,0.3140523909156815,0.24663887062041923,0.22964057829808845,0.24726613155203547,0.2335092075562765,0.18431605661413833,0.19629472879028523,20,20,,,13,2
S3,21,0.3428155407079605,0.2978889882581444,0.2598567693635462,0.2157344231159119,0.2034867293497197,0.12708111759204865,0.1680191796083709,0.09440225890842473,0.0944465193525014,17,15,,,8,4
T3,21,0.27152526362918433,0.21002407963177253,0.19350314276715505,0.25373040515904116,0.23405155336270103,0.017794858470143164,-0.012921839851372907,-0.024027473730928457,-0.07077049741640959,9,8,,,2,2
S4,21,0.21813271686522212,0.1777805532815331,0.157136856398678,0.17302897107906284,0.16348973434338823,0.04510374578615921,0.05416581144116872,0.014290818938144842,0.007345236061802596,14,11,,,6,3
T4,21,0.38919611209767035,0.33127687387713367,0.2940855045691538,0.2550663356665048,0.23521374675544712,0.13412977643116553,0.1681970528970509,0.09606312712168656,0.14817559710228462,17,15,,,3,6
S5,21,0.32514157820578676,0.26258417603758716,0.2208966272392145,0.2213241998592458,0.20630971469721204,0.10381737834654091,0.13073655875264187,0.056274461340375045,0.06751404121599419,16,12,,,6,5
