rep,global_max_score,point_id,local_null_peak_score,local_null_peak_day
96,51.3990692972224,RP005,27.41262127074443,157
97,41.315680062110864,RP001,25.791986252037216,42
97,41.315680062110864,RP002,28.293913011342706,79
97,41.315680062110864,RP003,29.154939055171475,116
97,41.315680062110864,LP006,19.161339880367585,130
97,41.315680062110864,RP004,18.054000485805922,138
97,41.315680062110864,RP005,35.74932244738848,158
98,34.191325222374424,RP001,9.711960386870304,47
98,34.191325222374424,RP002,18.718193268856684,84
98,34.191325222374424,RP003,17.14257277523535,111
98,34.191325222374424,LP006,19.73108894642723,135
98,34.191325222374424,RP004,26.157302518623098,138
98,34.191325222374424,RP005,7.339510137909652,157
99,54.77606478630747,RP001,24.68622223993166,42
99,54.77606478630747,RP002,21.548301221592432,78
99,54.77606478630747,RP003,20.569415890797462,110
99,54.77606478630747,LP006,34.84481193432119,130
99,54.77606478630747,RP004,29.790578675652938,132
99,54.77606478630747,RP005,17.26963478972978,157
100,55.79167312987105,RP001,33.78789355077177,42
100,55.79167312987105,RP002,30.749253225535135,78
100,55.79167312987105,RP003,19.980304459259195,110
100,55.79167312987105,LP006,39.279171011200795,129
100,55.79167312987105,RP004,25.94195158953609,132
100,55.79167312987105,RP005,33.64871268363282,162
101,67.63032873887026,RP001,20.222144204017646,42
101,67.63032873887026,RP002,58.15865306199075,78
101,67.63032873887026,RP003,46.039577042812915,110
101,67.63032873887026,LP006,13.291956690131688,130
101,67.63032873887026,RP004,23.387135885457077,138
101,67.63032873887026,RP005,20.648685362323793,157
102,54.89549982962029,RP001,39.95149141964306,46
102,54.89549982962029,RP002,26.780833000489455,80
102,54.89549982962029,RP003,39.90896334212481,110
102,54.89549982962029,LP006,25.699751100931337,129
102,54.89549982962029,RP004,15.90528758201534,132
102,54.89549982962029,RP005,38.11834194619658,157
103,30.77670535139078,RP001,15.734283189743644,43
103,30.77670535139078,RP002,15.183493985588036,84
103,30.77670535139078,RP003,20.626292500247974,116
103,30.77670535139078,LP006,11.169012895144032,135
103,30.77670535139078,RP004,11.728881613312272,136
103,30.77670535139078,RP005,12.137987307043007,159
104,52.70874262787258,RP001,27.391885570486323,43
104,52.70874262787258,RP002,23.45193959661887,84
104,52.70874262787258,RP003,16.632512614570576,110
104,52.70874262787258,LP006,32.557066941215915,133
104,52.70874262787258,RP004,32.557066941215915,133
104,52.70874262787258,RP005,25.562763527458536,163
105,44.98585106743388,RP001,18.994181758573102,46
105,44.98585106743388,RP002,44.98585106743388,80
105,44.98585106743388,RP003,20.215530687915205,110
105,44.98585106743388,LP006,24.603075408549817,129
105,44.98585106743388,RP004,19.233757101060494,132
105,44.98585106743388,RP005,17.45924120961727,159
106,45.80941120344228,RP001,19.399092761379855,48
106,45.80941120344228,RP002,19.03794222308529,84
106,45.80941120344228,RP003,40.86077690764537,114
106,45.80941120344228,LP006,36.454178953893916,130
106,45.80941120344228,RP004,31.289397963930078,132
106,45.80941120344228,RP005,27.32085974845979,163
107,27.534805997521183,RP001,23.362747777983973,42
107,27.534805997521183,RP002,4.022696316420264,78
107,27.534805997521183,RP003,27.121090091432084,116
107,27.534805997521183,LP006,15.687150193599507,129
107,27.534805997521183,RP004,17.374783166283343,138
107,27.534805997521183,RP005,10.980565292931082,162
108,51.31307181621648,RP001,29.234462607890524,48
108,51.31307181621648,RP002,34.04704876335687,82
108,51.31307181621648,RP003,21.39002108299342,110
108,51.31307181621648,LP006,29.94383946448626,131
108,51.31307181621648,RP004,27.93812380969738,132
108,51.31307181621648,RP005,31.212393199108888,160
109,50.89950777973414,RP001,30.08726565994506,48
109,50.89950777973414,RP002,15.621138637826228,78
109,50.89950777973414,RP003,33.014812527530836,116
109,50.89950777973414,LP006,30.328681486147943,129
109,50.89950777973414,RP004,25.057913434931045,132
109,50.89950777973414,RP005,27.41781096864919,163
110,38.61251461444333,RP001,22.692833960293356,48
110,38.61251461444333,RP002,27.6681298692496,78
110,38.61251461444333,RP003,36.23088036922834,111
110,38.61251461444333,LP006,18.990195243866317,131
110,38.61251461444333,RP004,17.17854790773584,132
110,38.61251461444333,RP005,11.447144888512078,163
111,53.96261290532257,RP001,43.59134667333382,47
111,53.96261290532257,RP002,28.731033385931408,84
111,53.96261290532257,RP003,22.994631175480055,113
111,53.96261290532257,LP006,31.18327097355818,129
111,53.96261290532257,RP004,17.539620779662297,132
111,53.96261290532257,RP005,20.025185617964034,157
112,24.35884002142759,RP001,16.044093788511116,42
112,24.35884002142759,RP002,17.802878904942386,84
112,24.35884002142759,RP003,8.081749943201178,116
112,24.35884002142759,LP006,15.621111452366655,130
112,24.35884002142759,RP004,11.590357231879512,132
112,24.35884002142759,RP005,11.86872493285232,157
113,50.65467458025347,RP001,23.693760864360726,48
113,50.65467458025347,RP002,50.65467458025347,82
113,50.65467458025347,RP003,17.68015312989648,110
113,50.65467458025347,LP006,26.890694081383828,135
113,50.65467458025347,RP004,26.969082240689033,136
113,50.65467458025347,RP005,37.52380850942038,163
114,55.49321609361221,RP001,29.8581551753662,48
114,55.49321609361221,RP002,17.909215550300015,84
114,55.49321609361221,RP003,21.544584973096224,111
114,55.49321609361221,LP006,23.90624111096853,129
114,55.49321609361221,RP004,17.50192890457139,132
114,55.49321609361221,RP005,19.23698156714476,163
115,60.62901770782867,RP001,19.90040194675072,48
115,60.62901770782867,RP002,17.153984660998184,78
115,60.62901770782867,RP003,15.994243070495397,110
115,60.62901770782867,LP006,16.634382173929495,135
115,60.62901770782867,RP004,16.634382173929495,135
115,60.62901770782867,RP005,34.94484400698425,163
116,38.27856302076834,RP001,35.10027381627435,47
116,38.27856302076834,RP002,9.748333460041053,84
116,38.27856302076834,RP003,20.559139111482786,115
116,38.27856302076834,LP006,27.46677848923067,129
116,38.27856302076834,RP004,27.923193147019404,136
116,38.27856302076834,RP005,28.71522829275613,163
117,56.82176627215196,RP001,25.056326109206292,48
117,56.82176627215196,RP002,22.821803827285084,83
117,56.82176627215196,RP003,45.97788173821407,112
117,56.82176627215196,LP006,41.11640863651909,130
117,56.82176627215196,RP004,38.52289644027892,132
117,56.82176627215196,RP005,56.82176627215196,162
118,46.82501738276084,RP001,20.679577354951988,45
118,46.82501738276084,RP002,8.541197160408366,84
118,46.82501738276084,RP003,29.139983358720034,115
118,46.82501738276084,LP006,30.556192890474968,130
118,46.82501738276084,RP004,27.378519217641546,132
118,46.82501738276084,RP005,14.388220984294541,160
119,36.534679500943184,RP001,22.614012274224073,46
119,36.534679500943184,RP002,12.382315536118112,78
119,36.534679500943184,RP003,9.594168327134778,110
119,36.534679500943184,LP006,24.5896012762015,130
119,36.534679500943184,RP004,21.052276858684596,132
119,36.534679500943184,RP005,28.70359622106332,161
120,33.983049766497075,RP001,30.705335878144865,45
120,33.983049766497075,RP002,32.55563755095206,84
120,33.983049766497075,RP003,32.1412950298971,111
120,33.983049766497075,LP006,18.26174328440643,129
120,33.983049766497075,RP004,18.638047459169616,138
120,33.983049766497075,RP005,8.60804431008024,160
121,53.152689894104185,RP001,15.848902459087775,48
121,53.152689894104185,RP002,39.43114987654312,84
121,53.152689894104185,RP003,30.650966762954514,115
121,53.152689894104185,LP006,44.31045248055487,129
121,53.152689894104185,RP004,21.972541761918222,132
121,53.152689894104185,RP005,19.997678622942345,157
122,29.87703623856406,RP001,28.040521037980184,48
122,29.87703623856406,RP002,22.42959251594587,78
122,29.87703623856406,RP003,22.062015409070852,110
122,29.87703623856406,LP006,21.515683803909884,135
122,29.87703623856406,RP004,22.152287377778656,136
122,29.87703623856406,RP005,25.014734402811694,161
123,24.352347695443356,RP001,7.749082359262147,48
123,24.352347695443356,RP002,19.390355177847603,84
123,24.352347695443356,RP003,21.106193844079073,116
123,24.352347695443356,LP006,20.190961405877214,131
123,24.352347695443356,RP004,20.11738864096781,132
123,24.352347695443356,RP005,16.04352485135816,158
124,32.550858898912665,RP001,9.081213772806672,48
124,32.550858898912665,RP002,12.221430871553247,84
124,32.550858898912665,RP003,27.86845148393156,115
124,32.550858898912665,LP006,14.630381150523775,132
124,32.550858898912665,RP004,14.630381150523775,132
124,32.550858898912665,RP005,9.959661199692412,160
125,53.72426961794443,RP001,13.097649768028404,48
125,53.72426961794443,RP002,53.72426961794443,80
125,53.72426961794443,RP003,46.53518543620643,110
125,53.72426961794443,LP006,26.76143698640457,135
125,53.72426961794443,RP004,27.37392828177578,136
125,53.72426961794443,RP005,45.55607595276512,161
126,44.16532547319163,RP001,41.98350832914437,46
126,44.16532547319163,RP002,29.856070805524332,80
126,44.16532547319163,RP003,17.30081638941263,116
126,44.16532547319163,LP006,22.989231885899414,135
126,44.16532547319163,RP004,25.72847146931804,138
126,44.16532547319163,RP005,34.102320420983055,158
127,59.51555257683142,RP001,22.921033923955882,48
127,59.51555257683142,RP002,34.71387839217651,80
127,59.51555257683142,RP003,11.086681611720518,110
127,59.51555257683142,LP006,41.182751830689035,135
127,59.51555257683142,RP004,52.37505055726059,137
127,59.51555257683142,RP005,22.784250802097688,160
128,83.0532522273891,RP001,32.27046052516262,42
128,83.0532522273891,RP002,53.26774886993709,78
128,83.0532522273891,RP003,28.955491445963553,116
128,83.0532522273891,LP006,6.7828870951602696,129
128,83.0532522273891,RP004,7.088918889619844,138
128,83.0532522273891,RP005,22.35552471029586,157
129,33.16780428442298,RP001,17.663035445029582,42
129,33.16780428442298,RP002,27.44050895761324,83
129,33.16780428442298,RP003,28.926659930967197,110
129,33.16780428442298,LP006,12.287736004243953,131
129,33.16780428442298,RP004,13.63075017595282,138
129,33.16780428442298,RP005,30.46378290019784,161
130,49.65667525700384,RP001,33.97007107671351,47
130,49.65667525700384,RP002,16.65710266544994,78
130,49.65667525700384,RP003,29.256250864744242,112
130,49.65667525700384,LP006,29.61300159464474,129
130,49.65667525700384,RP004,23.494805624508743,132
130,49.65667525700384,RP005,13.995269643799459,161
131,71.17706655363881,RP001,21.416567740326045,48
131,71.17706655363881,RP002,24.797965453258524,78
131,71.17706655363881,RP003,15.594597238612774,113
131,71.17706655363881,LP006,20.318281235767596,135
131,71.17706655363881,RP004,20.99196477005716,136
131,71.17706655363881,RP005,10.489079775493401,159
132,27.009554373861786,RP001,19.896819546755175,48
132,27.009554373861786,RP002,22.997961532744732,79
132,27.009554373861786,RP003,24.26851611920099,115
132,27.009554373861786,LP006,17.42023360468233,129
132,27.009554373861786,RP004,25.331964579694002,138
132,27.009554373861786,RP005,12.207393948228415,163
133,49.03825125951978,RP001,23.53871157528938,48
133,49.03825125951978,RP002,19.762008413152763,78
133,49.03825125951978,RP003,17.193468179056254,112
133,49.03825125951978,LP006,20.478283304012628,135
133,49.03825125951978,RP004,29.44390358271189,138
133,49.03825125951978,RP005,17.30738931014237,157
134,56.74518153258011,RP001,22.752036238475625,45
134,56.74518153258011,RP002,30.572228432632794,78
134,56.74518153258011,RP003,30.95339922693924,116
134,56.74518153258011,LP006,56.74518153258011,129
134,56.74518153258011,RP004,44.307130649948604,138
134,56.74518153258011,RP005,26.243055246750465,163
135,75.78513272715803,RP001,51.33977828562098,42
135,75.78513272715803,RP002,33.72207937432474,81
135,75.78513272715803,RP003,28.455965369728222,116
135,75.78513272715803,LP006,32.813861665742216,129
135,75.78513272715803,RP004,48.74064582127124,138
135,75.78513272715803,RP005,25.018222624927606,163
136,29.90320469194541,RP001,19.42343075011737,42
136,29.90320469194541,RP002,17.20108512165015,84
136,29.90320469194541,RP003,29.90320469194541,116
136,29.90320469194541,LP006,17.22287701183923,135
136,29.90320469194541,RP004,17.22287701183923,135
136,29.90320469194541,RP005,24.96353640160008,157
137,56.16639180465881,RP001,10.597464520457411,48
137,56.16639180465881,RP002,38.29144224496533,80
137,56.16639180465881,RP003,44.688346470618605,111
137,56.16639180465881,LP006,15.114547058286881,134
137,56.16639180465881,RP004,15.114547058286881,134
137,56.16639180465881,RP005,22.097687404052834,163
138,41.768299263248394,RP001,17.40222850653037,46
138,41.768299263248394,RP002,27.079159247717044,78
138,41.768299263248394,RP003,20.211594586433833,110
138,41.768299263248394,LP006,9.426302552933478,129
138,41.768299263248394,RP004,18.71733810423808,138
138,41.768299263248394,RP005,30.11996826212909,162
139,43.9633032759281,RP001,16.022592987084504,42
139,43.9633032759281,RP002,11.720458339927983,78
139,43.9633032759281,RP003,35.645065891221016,116
139,43.9633032759281,LP006,29.07829282371685,131
139,43.9633032759281,RP004,28.267474016967814,132
139,43.9633032759281,RP005,28.072156287349234,162
140,31.738551171047067,RP001,9.179796810965541,44
140,31.738551171047067,RP002,28.564936762825944,81
140,31.738551171047067,RP003,16.590922459345162,113
140,31.738551171047067,LP006,22.69112900631279,132
140,31.738551171047067,RP004,22.69112900631279,132
140,31.738551171047067,RP005,16.644922001447767,157
141,33.739295855389614,RP001,27.328698684054498,42
141,33.739295855389614,RP002,12.819095492988584,78
141,33.739295855389614,RP003,16.89099862693397,113
141,33.739295855389614,LP006,8.156011786035373,135
141,33.739295855389614,RP004,8.939612989305688,138
141,33.739295855389614,RP005,18.111695809534325,163
142,39.88912607003712,RP001,12.9158285513898,46
142,39.88912607003712,RP002,39.88912607003712,84
142,39.88912607003712,RP003,32.74746009507987,116
142,39.88912607003712,LP006,28.125994176058246,135
142,39.88912607003712,RP004,28.125994176058246,135
142,39.88912607003712,RP005,16.670115476125027,157
143,38.90188860028993,RP001,13.005060672289932,48
143,38.90188860028993,RP002,7.384682155996037,84
143,38.90188860028993,RP003,22.445652590091484,110
143,38.90188860028993,LP006,38.90188860028993,135
143,38.90188860028993,RP004,38.90188860028993,135
143,38.90188860028993,RP005,31.120778564202705,163
144,63.41280163732988,RP001,26.123759804686877,48
144,63.41280163732988,RP002,19.208716640174305,81
144,63.41280163732988,RP003,46.93860199373702,112
144,63.41280163732988,LP006,24.95663535144127,129
144,63.41280163732988,RP004,22.48686671388035,132
144,63.41280163732988,RP005,27.84971844722947,162
145,54.63044610739458,RP001,36.44162034658642,44
145,54.63044610739458,RP002,28.822248041013623,78
145,54.63044610739458,RP003,16.53171521798573,110
145,54.63044610739458,LP006,35.251279218123,135
145,54.63044610739458,RP004,35.5765579960181,136
145,54.63044610739458,RP005,21.53950997737628,157
146,70.08001603439013,RP001,19.532876461745246,42
146,70.08001603439013,RP002,39.807757514598144,81
146,70.08001603439013,RP003,52.8972086501176,113
146,70.08001603439013,LP006,16.83374552993152,129
146,70.08001603439013,RP004,22.215888282975847,138
146,70.08001603439013,RP005,33.18698092204205,162
147,51.500320729696995,RP001,47.62501151432835,48
147,51.500320729696995,RP002,29.7788363345579,78
147,51.500320729696995,RP003,24.247825363846157,110
147,51.500320729696995,LP006,16.042964311880613,129
147,51.500320729696995,RP004,11.466364050662538,132
147,51.500320729696995,RP005,35.78720647692646,163
148,48.71359078761257,RP001,17.28667799515813,46
148,48.71359078761257,RP002,22.298677324095987,81
148,48.71359078761257,RP003,14.712346103311383,116
148,48.71359078761257,LP006,18.78390372765221,129
148,48.71359078761257,RP004,15.994333487888836,132
148,48.71359078761257,RP005,15.27435264057398,157
149,40.65415698121723,RP001,22.653716774009474,48
149,40.65415698121723,RP002,29.195817955642994,82
149,40.65415698121723,RP003,24.630856884601315,112
149,40.65415698121723,LP006,22.693088433610097,135
149,40.65415698121723,RP004,22.693088433610097,135
149,40.65415698121723,RP005,17.000092490568818,157
150,49.365860612032684,RP001,17.99491222203698,48
150,49.365860612032684,RP002,15.14946379874906,83
150,49.365860612032684,RP003,47.717069670402985,116
150,49.365860612032684,LP006,15.782171884438679,132
150,49.365860612032684,RP004,19.071071615111705,138
150,49.365860612032684,RP005,16.510786064896877,157
151,38.44330614099984,RP001,36.42311877777601,48
151,38.44330614099984,RP002,30.998515351058575,84
151,38.44330614099984,RP003,17.375015010978508,115
151,38.44330614099984,LP006,8.721586034901705,135
151,38.44330614099984,RP004,14.173389248219346,138
151,38.44330614099984,RP005,11.839120887224258,163
152,36.21839212246436,RP001,24.281363892785826,48
152,36.21839212246436,RP002,25.680719900510038,84
152,36.21839212246436,RP003,26.53993427714148,115
152,36.21839212246436,LP006,33.68698641828972,134
152,36.21839212246436,RP004,33.68698641828972,134
152,36.21839212246436,RP005,27.56182428027764,157
153,37.49320754391073,RP001,29.62813034114184,48
153,37.49320754391073,RP002,28.789100636213885,78
153,37.49320754391073,RP003,23.74691394499446,116
153,37.49320754391073,LP006,26.30963762752792,132
153,37.49320754391073,RP004,26.30963762752792,132
153,37.49320754391073,RP005,31.690008742570463,159
154,37.9201409128951,RP001,10.854576707537941,48
154,37.9201409128951,RP002,24.367526103297706,80
154,37.9201409128951,RP003,17.333099609286553,116
154,37.9201409128951,LP006,11.830474962804516,129
154,37.9201409128951,RP004,8.254623314530768,132
154,37.9201409128951,RP005,37.9201409128951,158
155,44.402144834591624,RP001,24.51499471510793,43
155,44.402144834591624,RP002,15.746866568583222,84
155,44.402144834591624,RP003,29.57024102841686,110
155,44.402144834591624,LP006,27.65480175079726,135
155,44.402144834591624,RP004,38.50254032118899,138
155,44.402144834591624,RP005,44.402144834591624,159
156,24.03254611350633,RP001,21.779657790378987,48
156,24.03254611350633,RP002,10.147313137320062,78
156,24.03254611350633,RP003,16.028094358939914,111
156,24.03254611350633,LP006,7.716055493727094,129
156,24.03254611350633,RP004,6.946692035619064,135
156,24.03254611350633,RP005,16.323513500225626,157
157,60.85234669164509,RP001,25.943087725644002,43
157,60.85234669164509,RP002,13.416591129043631,78
157,60.85234669164509,RP003,33.747530630685326,113
157,60.85234669164509,LP006,21.47524634593747,135
157,60.85234669164509,RP004,22.348888195719645,136
157,60.85234669164509,RP005,19.02346577821416,157
158,45.393365677303535,RP001,24.30521754218937,47
158,45.393365677303535,RP002,30.621604239643553,78
158,45.393365677303535,RP003,23.03667763463222,114
158,45.393365677303535,LP006,20.235574690050086,135
158,45.393365677303535,RP004,20.4136191580925,136
158,45.393365677303535,RP005,20.96237059061042,160
159,38.49327671146145,RP001,25.612713579331867,42
159,38.49327671146145,RP002,18.165395549037196,82
159,38.49327671146145,RP003,20.054724989749413,110
159,38.49327671146145,LP006,8.571194458735466,135
159,38.49327671146145,RP004,17.603190966419497,138
159,38.49327671146145,RP005,16.089869801201445,158
160,63.900736582395034,RP001,12.544223966950735,48
160,63.900736582395034,RP002,18.824898661755373,78
160,63.900736582395034,RP003,12.43350909181293,115
160,63.900736582395034,LP006,22.218789914378828,131
160,63.900736582395034,RP004,21.863869253947428,132
160,63.900736582395034,RP005,63.900736582395034,157
161,48.836423623228136,RP001,21.562319723258053,42
161,48.836423623228136,RP002,30.230270760838813,84
161,48.836423623228136,RP003,19.407137943021244,110
161,48.836423623228136,LP006,14.308278293333942,129
161,48.836423623228136,RP004,12.458530329753712,132
161,48.836423623228136,RP005,40.78093768462842,163
162,47.3073696390787,RP001,23.962804667238466,48
162,47.3073696390787,RP002,23.60925985608729,83
162,47.3073696390787,RP003,26.046850577476462,113
162,47.3073696390787,LP006,28.780938188602207,135
162,47.3073696390787,RP004,32.563135290307414,137
162,47.3073696390787,RP005,21.546356336929165,163
163,22.790133080525035,RP001,19.231561419053044,44
163,22.790133080525035,RP002,20.997793030479677,82
163,22.790133080525035,RP003,20.476867817590737,116
163,22.790133080525035,LP006,9.9649305000408,134
163,22.790133080525035,RP004,9.9649305000408,134
163,22.790133080525035,RP005,22.790133080525035,161
164,53.939028475813124,RP001,26.804375545814914,48
164,53.939028475813124,RP002,12.50630272755803,78
164,53.939028475813124,RP003,21.988886301355,111
164,53.939028475813124,LP006,31.79223611910803,129
164,53.939028475813124,RP004,27.650131996662346,138
164,53.939028475813124,RP005,28.74082322950085,163
165,32.31222206408459,RP001,9.936951225179424,48
165,32.31222206408459,RP002,8.005807660148164,78
165,32.31222206408459,RP003,22.63038562908797,114
165,32.31222206408459,LP006,24.13596002836538,129
165,32.31222206408459,RP004,19.712324431571638,132
165,32.31222206408459,RP005,15.23718806274162,157
166,44.68509282643623,RP001,31.18807771250787,45
166,44.68509282643623,RP002,19.89884095548263,83
166,44.68509282643623,RP003,24.34837721666166,116
166,44.68509282643623,LP006,35.07974394508702,135
166,44.68509282643623,RP004,44.68509282643623,137
166,44.68509282643623,RP005,25.40901463380539,161
167,70.58796942744186,RP001,15.630533300651152,48
167,70.58796942744186,RP002,36.27422685973155,84
167,70.58796942744186,RP003,47.59247887881359,115
167,70.58796942744186,LP006,12.061535947856914,135
167,70.58796942744186,RP004,13.475862587871436,138
167,70.58796942744186,RP005,22.820135600463797,163
168,32.41788839657307,RP001,13.167735044727898,42
168,32.41788839657307,RP002,11.12136415196434,82
168,32.41788839657307,RP003,26.458192227128425,116
168,32.41788839657307,LP006,24.387434861494704,135
168,32.41788839657307,RP004,31.042502579850726,138
168,32.41788839657307,RP005,29.78290565066493,157
169,56.41909991311344,RP001,19.000030807501773,44
169,56.41909991311344,RP002,52.26124158329316,79
169,56.41909991311344,RP003,41.38356497179734,116
169,56.41909991311344,LP006,29.442890557061993,129
169,56.41909991311344,RP004,32.74964121832539,138
169,56.41909991311344,RP005,51.994761120490246,157
170,50.72455532074679,RP001,50.72455532074679,43
170,50.72455532074679,RP002,26.93315493218214,84
170,50.72455532074679,RP003,16.89843610080748,110
170,50.72455532074679,LP006,30.9866576549527,133
170,50.72455532074679,RP004,30.9866576549527,133
170,50.72455532074679,RP005,20.821130944224414,160
171,39.96169342607686,RP001,20.908224198142857,48
171,39.96169342607686,RP002,30.45070875683313,78
171,39.96169342607686,RP003,23.664694670099454,114
171,39.96169342607686,LP006,24.65501591842486,133
171,39.96169342607686,RP004,24.65501591842486,133
171,39.96169342607686,RP005,27.858820956414377,163
172,36.734833314707515,RP001,25.872784389402145,47
172,36.734833314707515,RP002,13.180665504658734,84
172,36.734833314707515,RP003,13.211073949194803,112
172,36.734833314707515,LP006,36.734833314707515,131
172,36.734833314707515,RP004,34.445290105099986,132
172,36.734833314707515,RP005,16.760992590574062,163
173,61.823912728275516,RP001,30.623095826302915,42
173,61.823912728275516,RP002,23.10169327829889,78
173,61.823912728275516,RP003,27.3144978400587,115
173,61.823912728275516,LP006,18.102224003654513,134
173,61.823912728275516,RP004,18.102224003654513,134
173,61.823912728275516,RP005,21.898405451088955,163
174,71.20620618563004,RP001,16.66741082935358,47
174,71.20620618563004,RP002,16.034065018442924,84
174,71.20620618563004,RP003,32.853294736559604,112
174,71.20620618563004,LP006,24.971185449343903,134
174,71.20620618563004,RP004,24.971185449343903,134
174,71.20620618563004,RP005,15.199823775122898,157
175,38.61594586125666,RP001,13.980710561403194,42
175,38.61594586125666,RP002,9.625447823454166,81
175,38.61594586125666,RP003,16.213232555877,114
175,38.61594586125666,LP006,29.761970555338067,129
175,38.61594586125666,RP004,23.456976076668973,132
175,38.61594586125666,RP005,10.293312829811965,157
176,32.979752278267,RP001,24.106477785584516,47
176,32.979752278267,RP002,11.283193731537038,78
176,32.979752278267,RP003,17.099413075525987,116
176,32.979752278267,LP006,12.195161331784725,129
176,32.979752278267,RP004,11.118616591166099,138
176,32.979752278267,RP005,24.365275963085576,157
177,37.78717858242233,RP001,20.150653949303365,46
177,37.78717858242233,RP002,30.059169545725382,78
177,37.78717858242233,RP003,17.359858883239923,115
177,37.78717858242233,LP006,23.724268554136366,135
177,37.78717858242233,RP004,25.08778946976322,136
177,37.78717858242233,RP005,20.6657258425355,163
178,66.95185818045651,RP001,36.88335420783533,42
178,66.95185818045651,RP002,14.189070887304528,83
178,66.95185818045651,RP003,20.31213458934905,116
178,66.95185818045651,LP006,43.40423457913998,133
178,66.95185818045651,RP004,43.40423457913998,133
178,66.95185818045651,RP005,39.82048514633563,157
179,47.93620736964652,RP001,13.281321606527879,48
179,47.93620736964652,RP002,14.342221383640409,84
179,47.93620736964652,RP003,18.220052063292158,111
179,47.93620736964652,LP006,29.69706903214938,135
179,47.93620736964652,RP004,29.69706903214938,135
179,47.93620736964652,RP005,18.98923521611605,157
180,29.657014704898675,RP001,12.574126368137762,46
180,29.657014704898675,RP002,15.645746122793085,78
180,29.657014704898675,RP003,22.376032068284477,116
180,29.657014704898675,LP006,13.222546322028798,129
180,29.657014704898675,RP004,10.931536901879314,138
180,29.657014704898675,RP005,21.101706784300482,163
181,47.74243667693558,RP001,21.04993743196118,42
181,47.74243667693558,RP002,26.111974450693772,78
181,47.74243667693558,RP003,23.12407519270549,112
181,47.74243667693558,LP006,16.253333893120825,129
181,47.74243667693558,RP004,14.479586542352667,132
181,47.74243667693558,RP005,32.42155062149337,157
182,35.942992305241944,RP001,21.21461156333484,48
182,35.942992305241944,RP002,19.208378754335303,78
182,35.942992305241944,RP003,16.377464919735893,116
182,35.942992305241944,LP006,16.498052973577355,131
182,35.942992305241944,RP004,16.482632216913668,132
182,35.942992305241944,RP005,32.531886729480185,157
183,58.1589127350524,RP001,47.973730100988,46
183,58.1589127350524,RP002,22.15090488647369,78
183,58.1589127350524,RP003,40.56516527986537,113
183,58.1589127350524,LP006,34.38149240199683,129
183,58.1589127350524,RP004,26.39125692658364,132
183,58.1589127350524,RP005,32.910970259624534,162
184,63.50027219063119,RP001,32.47717956965139,43
184,63.50027219063119,RP002,24.88057150736413,81
184,63.50027219063119,RP003,16.12037437453521,116
184,63.50027219063119,LP006,48.93498113775151,135
184,63.50027219063119,RP004,51.149432442219734,136
184,63.50027219063119,RP005,29.75240651385578,163
185,46.10631626706526,RP001,25.649456088007113,48
185,46.10631626706526,RP002,24.849009101478302,78
185,46.10631626706526,RP003,20.805450737895125,111
185,46.10631626706526,LP006,14.527908229073017,135
185,46.10631626706526,RP004,21.339107827934612,138
185,46.10631626706526,RP005,18.0961387098544,158
186,37.120626572664214,RP001,10.41546007785346,42
186,37.120626572664214,RP002,13.858904880547609,84
186,37.120626572664214,RP003,25.02995604168357,113
186,37.120626572664214,LP006,17.34245163481495,132
186,37.120626572664214,RP004,17.34245163481495,132
186,37.120626572664214,RP005,12.238446488399827,159
187,76.8396122758651,RP001,19.62553908158361,46
187,76.8396122758651,RP002,36.9833811502084,78
187,76.8396122758651,RP003,24.636483748902812,115
187,76.8396122758651,LP006,39.82735673064738,131
187,76.8396122758651,RP004,38.20755442307081,132
187,76.8396122758651,RP005,76.8396122758651,163
188,52.01477553789812,RP001,50.97571500121673,48
188,52.01477553789812,RP002,28.122071444039676,78
188,52.01477553789812,RP003,32.53520607858375,115
188,52.01477553789812,LP006,28.88222359187042,129
188,52.01477553789812,RP004,17.74135534377826,132
188,52.01477553789812,RP005,25.51019110519107,157
189,44.907274303595614,RP001,18.83274298045348,48
189,44.907274303595614,RP002,21.431925036886106,84
189,44.907274303595614,RP003,21.84111378730414,116
189,44.907274303595614,LP006,21.168450703449736,135
189,44.907274303595614,RP004,25.739573321210152,138
189,44.907274303595614,RP005,29.354109304123405,160
190,42.81431266884716,RP001,35.970277184000736,42
190,42.81431266884716,RP002,31.501025402052715,78
190,42.81431266884716,RP003,20.05586853746323,116
190,42.81431266884716,LP006,22.298833908299418,133
190,42.81431266884716,RP004,22.298833908299418,133
190,42.81431266884716,RP005,21.837937996046882,163
191,49.55683470892117,RP001,12.814617367701398,42
191,49.55683470892117,RP002,22.527649059818494,78
191,49.55683470892117,RP003,20.172976052767112,116
191,49.55683470892117,LP006,20.961828531910573,129
191,49.55683470892117,RP004,11.522451519615402,132
191,49.55683470892117,RP005,49.55683470892117,163
192,45.69131206054317,RP001,14.652306036830517,46
192,45.69131206054317,RP002,31.875091289959805,78
192,45.69131206054317,RP003,40.649933892091866,116
192,45.69131206054317,LP006,28.75044645810518,135
192,45.69131206054317,RP004,30.706127309604774,138
192,45.69131206054317,RP005,23.021226942373005,157
193,50.927551380517876,RP001,37.10533351729952,46
193,50.927551380517876,RP002,15.408117419722634,82
193,50.927551380517876,RP003,15.357904033107669,116
193,50.927551380517876,LP006,37.40052363527403,135
193,50.927551380517876,RP004,37.40052363527403,135
