window,source,target,lag,n_pairs,n_years_used,valid_year_fraction,r,signed_r,abs_r,eff_n,p_effn,same_year_only,target_window_rule,sample_status
S4_equal11,V_strength,P_main_band_share,-10,495,45,1.0,0.20979453673922827,0.20979453673922827,0.20979453673922827,29.951306451934638,0.2689188640865543,True,True,ok
S4_equal11,V_strength,P_south_band_share_18_24,-10,495,45,1.0,0.0239755405043917,0.0239755405043917,0.0239755405043917,29.94030110685158,0.9009458352995645,True,True,ok
S4_equal11,V_strength,P_main_minus_south,-10,495,45,1.0,0.12052894345191872,0.12052894345191872,0.12052894345191872,29.951509693025933,0.5294925566707518,True,True,ok
S4_equal11,V_strength,P_spread_lat,-10,495,45,1.0,-0.04524683727310362,-0.04524683727310362,0.04524683727310362,32.22619916472963,0.8066289174419086,True,True,ok
S4_equal11,V_strength,P_north_band_share_35_45,-10,495,45,1.0,0.024016484693694436,0.024016484693694436,0.024016484693694436,43.15436828643927,0.8790168364527429,True,True,ok
S4_equal11,V_strength,P_north_minus_main_35_45,-10,495,45,1.0,-0.12803591278024828,-0.12803591278024828,0.12803591278024828,36.20534081436295,0.4581680172318392,True,True,ok
S4_equal11,V_strength,P_total_centroid_lat_10_50,-10,495,45,1.0,0.2202285693794669,0.2202285693794669,0.2202285693794669,32.30839882689552,0.22546924982168015,True,True,ok
S4_equal11,V_strength,P_main_28_35_mean,-10,495,45,1.0,0.2053383510037544,0.2053383510037544,0.2053383510037544,33.757488128601985,0.24800128473887773,True,True,ok
S4_equal11,V_strength,P_south_10_25_mean,-10,495,45,1.0,-0.10583726684195474,-0.10583726684195474,0.10583726684195474,28.107521170517927,0.5945067047336856,True,True,ok
S4_equal11,V_strength,P_scs_10_20_mean,-10,495,45,1.0,-0.1614618011015178,-0.1614618011015178,0.1614618011015178,28.507176128227584,0.41070359057533223,True,True,ok
S4_equal11,V_strength,P_highlat_40_60_mean,-10,495,45,1.0,0.12490387601097326,0.12490387601097326,0.12490387601097326,36.48136488852485,0.46751614845639766,True,True,ok
S4_equal11,V_strength,P_highlat_35_60_mean,-10,495,45,1.0,0.10983114333022874,0.10983114333022874,0.10983114333022874,36.359204063996984,0.5241731951835948,True,True,ok
S4_equal11,V_strength,P_highlat_minus_main,-10,495,45,1.0,-0.13018030776819003,-0.13018030776819003,0.13018030776819003,33.63024919906822,0.4687038560790566,True,True,ok
S4_equal11,V_strength,P_south_minus_main,-10,495,45,1.0,-0.18587412847358148,-0.18587412847358148,0.18587412847358148,29.40456616036139,0.33386682084201125,True,True,ok
S4_equal11,V_strength,P_south_plus_highlat_minus_main,-10,495,45,1.0,-0.1504324141804858,-0.1504324141804858,0.1504324141804858,29.431976863281157,0.43579227205822657,True,True,ok
S4_equal11,V_pos_centroid_lat,P_main_band_share,-10,494,45,1.0,0.2656261133176955,0.2656261133176955,0.2656261133176955,38.760087248418436,0.10363907877499079,True,True,ok
S4_equal11,V_pos_centroid_lat,P_south_band_share_18_24,-10,494,45,1.0,0.07681122176502292,0.07681122176502292,0.07681122176502292,38.74913163619031,0.6453976869090088,True,True,ok
S4_equal11,V_pos_centroid_lat,P_main_minus_south,-10,494,45,1.0,0.12554443593663306,0.12554443593663306,0.12554443593663306,38.76028957098624,0.4504070357634484,True,True,ok
S4_equal11,V_pos_centroid_lat,P_spread_lat,-10,494,45,1.0,-0.1578295836516643,-0.1578295836516643,0.1578295836516643,41.02451134673654,0.32637344082845976,True,True,ok
S4_equal11,V_pos_centroid_lat,P_north_band_share_35_45,-10,494,45,1.0,-0.02136505636240334,-0.02136505636240334,0.02136505636240334,51.897165271954144,0.8812213501930666,True,True,ok
S4_equal11,V_pos_centroid_lat,P_north_minus_main_35_45,-10,494,45,1.0,-0.20403448509358882,-0.20403448509358882,0.20403448509358882,44.98444019387172,0.17996343432542794,True,True,ok
S4_equal11,V_pos_centroid_lat,P_total_centroid_lat_10_50,-10,494,45,1.0,0.23384211745061434,0.23384211745061434,0.23384211745061434,41.10632572171836,0.14136553534590113,True,True,ok
S4_equal11,V_pos_centroid_lat,P_main_28_35_mean,-10,494,45,1.0,0.17481514360302894,0.17481514360302894,0.17481514360302894,42.54854244583284,0.2666630449261236,True,True,ok
S4_equal11,V_pos_centroid_lat,P_south_10_25_mean,-10,494,45,1.0,-0.19783201210407445,-0.19783201210407445,0.19783201210407445,36.92451151175712,0.24294267902918731,True,True,ok
S4_equal11,V_pos_centroid_lat,P_scs_10_20_mean,-10,494,45,1.0,-0.2496398906135062,-0.2496398906135062,0.2496398906135062,37.32240790436808,0.13515099429105804,True,True,ok
S4_equal11,V_pos_centroid_lat,P_highlat_40_60_mean,-10,494,45,1.0,0.05021384293670486,0.05021384293670486,0.05021384293670486,45.25908897828507,0.7438949116000331,True,True,ok
S4_equal11,V_pos_centroid_lat,P_highlat_35_60_mean,-10,494,45,1.0,0.05105724960538578,0.05105724960538578,0.05105724960538578,45.13753750066097,0.7401017691479377,True,True,ok
S4_equal11,V_pos_centroid_lat,P_highlat_minus_main,-10,494,45,1.0,-0.13072439767573524,-0.13072439767573524,0.13072439767573524,42.42191306373952,0.4090869192041624,True,True,ok
S4_equal11,V_pos_centroid_lat,P_south_minus_main,-10,494,45,1.0,-0.23949958265779353,-0.23949958265779353,0.23949958265779353,38.215807046287686,0.14722310820647522,True,True,ok
S4_equal11,V_pos_centroid_lat,P_south_plus_highlat_minus_main,-10,494,45,1.0,-0.21622386918170572,-0.21622386918170572,0.21622386918170572,38.24309492906674,0.19215946512375215,True,True,ok
S4_equal11,V_NS_diff,P_main_band_share,-10,495,45,1.0,0.2557236299549222,0.2557236299549222,0.2557236299549222,27.212866328616652,0.1981337515029049,True,True,ok
S4_equal11,V_NS_diff,P_south_band_share_18_24,-10,495,45,1.0,0.05324757234486997,0.05324757234486997,0.05324757234486997,27.201853928002414,0.793166136305677,True,True,ok
S4_equal11,V_NS_diff,P_main_minus_south,-10,495,45,1.0,0.13292325369055752,0.13292325369055752,0.13292325369055752,27.213069700031458,0.5105599536158767,True,True,ok
S4_equal11,V_NS_diff,P_spread_lat,-10,495,45,1.0,-0.12147534665840294,-0.12147534665840294,0.12147534665840294,29.489275846492095,0.5298016495053035,True,True,ok
S4_equal11,V_NS_diff,P_north_band_share_35_45,-10,495,45,1.0,-0.01876148864982189,-0.01876148864982189,0.01876148864982189,40.426351223788046,0.9086109579686696,True,True,ok
S4_equal11,V_NS_diff,P_north_minus_main_35_45,-10,495,45,1.0,-0.19408553857193128,-0.19408553857193128,0.19408553857193128,33.4713499787682,0.2778623617728164,True,True,ok
S4_equal11,V_NS_diff,P_total_centroid_lat_10_50,-10,495,45,1.0,0.2135468264951321,0.2135468264951321,0.2135468264951321,29.57153249088901,0.26357200321119656,True,True,ok
S4_equal11,V_NS_diff,P_main_28_35_mean,-10,495,45,1.0,0.2340412416529978,0.2340412416529978,0.2340412416529978,31.021651235499345,0.20683981101677107,True,True,ok
S4_equal11,V_NS_diff,P_south_10_25_mean,-10,495,45,1.0,-0.14004549218893264,-0.14004549218893264,0.14004549218893264,25.367936925098565,0.5049487698247741,True,True,ok
S4_equal11,V_NS_diff,P_scs_10_20_mean,-10,495,45,1.0,-0.19838666834084343,-0.19838666834084343,0.19838666834084343,25.76783340228768,0.3373898111758411,True,True,ok
S4_equal11,V_NS_diff,P_highlat_40_60_mean,-10,495,45,1.0,0.09846672247085235,0.09846672247085235,0.09846672247085235,33.747590658264905,0.5838443725897751,True,True,ok
S4_equal11,V_NS_diff,P_highlat_35_60_mean,-10,495,45,1.0,0.07520130471249373,0.07520130471249373,0.07520130471249373,33.62533375902652,0.6767132210820288,True,True,ok
S4_equal11,V_NS_diff,P_highlat_minus_main,-10,495,45,1.0,-0.1638711641286488,-0.1638711641286488,0.1638711641286488,30.894320026509767,0.3824662210144232,True,True,ok
S4_equal11,V_NS_diff,P_south_minus_main,-10,495,45,1.0,-0.22650543454806163,-0.22650543454806163,0.22650543454806163,26.66577880932445,0.2621438913615417,True,True,ok
S4_equal11,V_NS_diff,P_south_plus_highlat_minus_main,-10,495,45,1.0,-0.19422987339245404,-0.19422987339245404,0.19422987339245404,26.693206760648735,0.33826839172648837,True,True,ok
