window_id,object,baseline_config,branch,S_min,S_max,S_median,S_iqr,S_dynamic_range,overshoot_low_fraction,overshoot_high_fraction,overshoot_total_fraction,n_finite_days,finite_start_day,finite_end_day,leading_nan_days,trailing_nan_days,internal_nan_days,valid_day_fraction,valid_runs,pre_reference_effective_days,pre_reference_leading_nan_days,pre_reference_trailing_nan_days,pre_reference_internal_nan_days,post_reference_effective_days,post_reference_leading_nan_days,post_reference_trailing_nan_days,post_reference_internal_nan_days,pre_reference_nan_affected,post_reference_nan_affected,self_repro_abs_mean_median,self_repro_abs_mean_q025,self_repro_abs_mean_q975,self_repro_null_n,coordinate_validity_status,coordinate_validity_notes
W045,H,C0_full_stage,dist,0.0185337455251458,0.9804474073663436,0.656274147924202,0.605779236474604,0.9619136618411979,0.0,0.0,0.0,71,4,74,4,0,0,0.9466666666666668,4-74(71),36,4,0,0,26,0,0,0,True,False,0.02020478032203285,0.0009989829233778,0.06724253817537895,1000.0,caution_object_internal_coordinate,pre_reference_boundary_nan_or_internal_nan_affected; self_repro_q975_over_dynamic_range=0.070
W045,H,C0_full_stage,pattern,-0.3038760848599998,1.8256745357580997,0.6109319234836783,0.8554041321615715,2.1295506206180996,0.2535211267605634,0.14084507042253522,0.3943661971830986,71,4,74,4,0,0,0.9466666666666668,4-74(71),36,4,0,0,26,0,0,0,True,False,0.0672711367272592,0.0030011903044607,0.2266968685693627,1000.0,caution_object_internal_coordinate,pre_reference_boundary_nan_or_internal_nan_affected; S_overshoot_present; self_repro_q975_over_dynamic_range=0.106
W045,H,C1_buffered_stage,dist,0.0234409817026443,0.9897505449898988,0.6828017059903607,0.6536603493715152,0.9663095632872545,0.0,0.0,0.0,71,4,74,4,0,0,0.9466666666666668,4-74(71),31,4,0,0,16,0,0,0,True,False,0.018695289422382,0.0007913866453826,0.0672476072394591,1000.0,caution_object_internal_coordinate,pre_reference_boundary_nan_or_internal_nan_affected; self_repro_q975_over_dynamic_range=0.070
W045,H,C1_buffered_stage,pattern,-0.2403251684327764,1.895815214688977,0.6762939881659882,0.8570134606287901,2.1361403831217536,0.2112676056338028,0.15492957746478872,0.3661971830985915,71,4,74,4,0,0,0.9466666666666668,4-74(71),31,4,0,0,16,0,0,0,True,False,0.0704995872787441,0.0037183488112194,0.2316465437855459,1000.0,caution_object_internal_coordinate,pre_reference_boundary_nan_or_internal_nan_affected; S_overshoot_present; self_repro_q975_over_dynamic_range=0.108
W045,H,C2_immediate_pre,dist,0.0246003731538531,0.9843931642211322,0.5149028980000001,0.5092838222093625,0.9597927910672791,0.0,0.0,0.0,71,4,74,4,0,0,0.9466666666666668,4-74(71),10,0,0,0,16,0,0,0,False,False,0.02805159966478185,0.00118382361000095,0.0914724439528736,1000.0,valid_object_internal_coordinate,self_repro_q975_over_dynamic_range=0.095
W045,H,C2_immediate_pre,pattern,-0.3822579782881262,1.997050516985303,0.6336061055448363,0.9562788314298365,2.3793084952734294,0.3380281690140845,0.15492957746478872,0.49295774647887325,71,4,74,4,0,0,0.9466666666666668,4-74(71),10,0,0,0,16,0,0,0,False,False,0.1274034966500036,0.0059818161327971,0.3981797807226805,1000.0,caution_object_internal_coordinate,S_overshoot_present; self_repro_q975_over_dynamic_range=0.167
W045,Je,C0_full_stage,dist,0.051892937093786,0.9622459297752408,0.5548879759593716,0.589294914754484,0.9103529926814549,0.0,0.0,0.0,71,4,74,4,0,0,0.9466666666666668,4-74(71),36,4,0,0,26,0,0,0,True,False,0.0203949266914511,0.001034263865517,0.066558659527646,1000.0,caution_object_internal_coordinate,pre_reference_boundary_nan_or_internal_nan_affected; self_repro_q975_over_dynamic_range=0.073
W045,Je,C0_full_stage,pattern,-0.5647775453148094,1.3111476605036831,0.7902568863950821,1.0009999587639455,1.8759252058184925,0.2535211267605634,0.2535211267605634,0.5070422535211268,71,4,74,4,0,0,0.9466666666666668,4-74(71),36,4,0,0,26,0,0,0,True,False,0.1059941051778665,0.0045011208933401,0.3598046750845777,1000.0,caution_object_internal_coordinate,pre_reference_boundary_nan_or_internal_nan_affected; S_overshoot_present; self_repro_q975_over_dynamic_range=0.192
W045,Je,C1_buffered_stage,dist,0.0338688670134317,0.9704525584552348,0.5908721656478761,0.6339331238546331,0.9365836914418031,0.0,0.0,0.0,71,4,74,4,0,0,0.9466666666666668,4-74(71),31,4,0,0,16,0,0,0,True,False,0.0184880919771305,0.00081616584629205,0.06282600771438379,1000.0,caution_object_internal_coordinate,pre_reference_boundary_nan_or_internal_nan_affected; self_repro_q975_over_dynamic_range=0.067
W045,Je,C1_buffered_stage,pattern,-0.3571819558510661,1.2728251416994307,0.8340364929043627,0.8642234842431515,1.6300070975504968,0.22535211267605634,0.2676056338028169,0.49295774647887325,71,4,74,4,0,0,0.9466666666666668,4-74(71),31,4,0,0,16,0,0,0,True,False,0.0746051753689333,0.0033996631073889,0.2760786942837393,1000.0,caution_object_internal_coordinate,pre_reference_boundary_nan_or_internal_nan_affected; S_overshoot_present; self_repro_q975_over_dynamic_range=0.169
W045,Je,C2_immediate_pre,dist,0.0582881601096233,0.9572673783081346,0.4315934410342329,0.47077498759755465,0.8989792181985112,0.0,0.0,0.0,71,4,74,4,0,0,0.9466666666666668,4-74(71),10,0,0,0,16,0,0,0,False,False,0.022900922000205548,0.0011164909312841001,0.07433276548469639,1000.0,valid_object_internal_coordinate,self_repro_q975_over_dynamic_range=0.083
W045,Je,C2_immediate_pre,pattern,-1.03468296058397,1.4524370789143994,0.7307370652985073,1.3420128257614752,2.4871200394983695,0.38028169014084506,0.2676056338028169,0.647887323943662,71,4,74,4,0,0,0.9466666666666668,4-74(71),10,0,0,0,16,0,0,0,False,False,0.1756901234249654,0.0086115603342024,0.6437364289006847,1000.0,caution_object_internal_coordinate,S_overshoot_present; self_repro_q975_over_dynamic_range=0.259
W045,Jw,C0_full_stage,dist,0.0288554515453492,0.9758891799706548,0.3698537612839392,0.6207339703063269,0.9470337284253056,0.0,0.0,0.0,71,4,74,4,0,0,0.9466666666666668,4-74(71),36,4,0,0,26,0,0,0,True,False,0.0149462464860119,0.0007868329331326,0.0539643099332637,1000.0,caution_object_internal_coordinate,pre_reference_boundary_nan_or_internal_nan_affected; self_repro_q975_over_dynamic_range=0.057
W045,Jw,C0_full_stage,pattern,-0.1282469373899808,1.0569524200768765,0.6235663509923911,1.0575213368837915,1.1851993574668573,0.39436619718309857,0.19718309859154928,0.5915492957746479,71,4,74,4,0,0,0.9466666666666668,4-74(71),36,4,0,0,26,0,0,0,True,False,0.0353044515950288,0.0019371521342887,0.120078218204631,1000.0,caution_object_internal_coordinate,pre_reference_boundary_nan_or_internal_nan_affected; S_overshoot_present; self_repro_q975_over_dynamic_range=0.101
W045,Jw,C1_buffered_stage,dist,0.0479771355137487,0.9847452724715988,0.4043178489576129,0.630592190668296,0.9367681369578501,0.0,0.0,0.0,71,4,74,4,0,0,0.9466666666666668,4-74(71),31,4,0,0,16,0,0,0,True,False,0.0170857695714141,0.0008442796130891,0.0578237455735919,1000.0,caution_object_internal_coordinate,pre_reference_boundary_nan_or_internal_nan_affected; self_repro_q975_over_dynamic_range=0.062
W045,Jw,C1_buffered_stage,pattern,-0.0553569296843946,1.043880858261095,0.6558156982684655,0.9827837688408616,1.0992377879454895,0.30985915492957744,0.19718309859154928,0.5070422535211268,71,4,74,4,0,0,0.9466666666666668,4-74(71),31,4,0,0,16,0,0,0,True,False,0.0285572814772586,0.0014021417544986,0.1071607147137155,1000.0,caution_object_internal_coordinate,pre_reference_boundary_nan_or_internal_nan_affected; S_overshoot_present; self_repro_q975_over_dynamic_range=0.097
W045,Jw,C2_immediate_pre,dist,0.0280002497438173,0.9809863910851894,0.3066625139808133,0.6059413806614972,0.952986141341372,0.0,0.0,0.0,71,4,74,4,0,0,0.9466666666666668,4-74(71),10,0,0,0,16,0,0,0,False,False,0.02013902911569855,0.00102723145790255,0.06339083974436935,1000.0,valid_object_internal_coordinate,self_repro_q975_over_dynamic_range=0.067
W045,Jw,C2_immediate_pre,pattern,-0.1055297008112882,1.0541173063678129,0.6067189844634973,1.0358507297585655,1.159647007179101,0.39436619718309857,0.19718309859154928,0.5915492957746479,71,4,74,4,0,0,0.9466666666666668,4-74(71),10,0,0,0,16,0,0,0,False,False,0.0550767631895933,0.0021150920897102,0.2061272563120695,1000.0,caution_object_internal_coordinate,S_overshoot_present; self_repro_q975_over_dynamic_range=0.178
