day,sigma,energy_raw,energy_norm_within_sigma,energy_percentile_within_sigma,energy_robust_z_within_sigma,boundary_risk_flag
4,2.0,0.006864224151370794,0.0,2.8735632183908044,-0.8396021837880667,True
5,2.0,0.018252805055006,0.2693825758433811,33.33333333333333,-0.24993667674346587,True
6,2.0,0.024226756847310488,0.4180536775625285,54.59770114942528,0.05937607630944625,True
7,2.0,0.025049578238808195,0.438530870389834,56.32183908045977,0.10197922389474094,True
8,2.0,0.023341777346776345,0.39602958330841037,51.149425287356316,0.013554574023768822,True
9,2.0,0.021841565065963103,0.3586944623775029,44.82758620689655,-0.0641217793977455,True
10,2.0,0.022028897153819078,0.36335651337108016,45.97701149425287,-0.05442230309722966,False
11,2.0,0.024186927548479672,0.41706246338073577,54.02298850574712,0.05731383836346939,False
12,2.0,0.02779442884499774,0.5068407560173592,63.218390804597696,0.24409910152969755,False
13,2.0,0.03195997098673525,0.610506764883955,71.26436781609195,0.4597779942650747,False
14,2.0,0.03591561485566396,0.7089491280713826,78.16091954022988,0.6645890034150543,False
15,2.0,0.03929386370455477,0.7930221162218765,84.48275862068965,0.8395042836646052,False
16,2.0,0.042226888627952486,0.8660150130331589,89.6551724137931,0.9913672456318608,False
17,2.0,0.04502281781696412,0.9355960688084237,92.5287356321839,1.1361318143564063,False
18,2.0,0.04739065969418544,0.9945235045866475,94.82758620689654,1.2587313456718026,False
19,2.0,0.04812418757803629,1.0,95.40229885057471,1.2967111515161112,False
20,2.0,0.046038017081747186,0.9608608848643873,93.67816091954022,1.1886956934107784,False
21,2.0,0.041339299486494334,0.8439259737971004,87.93103448275862,0.9454106242078394,False
22,2.0,0.035740810159976814,0.7045988407578883,77.01149425287356,0.6555381567478249,False
23,2.0,0.031085600631320015,0.5887466957421851,69.54022988505747,0.41450580071143184,False
24,2.0,0.02803722843561153,0.5128832022721164,63.79310344827586,0.25667051362405263,False
25,2.0,0.026064267915103558,0.4637830045420051,59.195402298850574,0.15451671803280712,False
26,2.0,0.024428578606396995,0.4230763266091678,55.747126436781606,0.06982578298592879,False
27,2.0,0.023079989331300094,0.3895145805044273,50.0,0.0,False
28,2.0,0.022473053696374385,0.3744100412221967,47.12643678160919,-0.03142525060323077,False
29,2.0,0.02272601704259577,0.38070542837710164,49.42528735632184,-0.01832759066864505,False
30,2.0,0.023652980063534057,0.4037743479745666,51.72413793103448,0.029667688495477865,False
31,2.0,0.02527853205999917,0.44422874309163896,57.47126436781609,0.11383374485786486,False
32,2.0,0.027721519744805738,0.5050262994184861,62.643678160919535,0.240324093748073,False
33,2.0,0.0308954036481655,0.5840133473637021,68.39080459770115,0.404657988990275,False
34,2.0,0.034428726019646444,0.6719455818309548,75.86206896551724,0.5876024967705465,False
35,2.0,0.037630614477521813,0.7516295667649079,82.75862068965517,0.7533863812587953,False
36,2.0,0.03953037146332951,0.798907980434484,85.63218390804597,0.8517499241599346,False
37,2.0,0.0391939622247357,0.7905359121840055,83.33333333333333,0.8343316939231378,False
38,2.0,0.03620979944460758,0.7162703701013874,79.3103448275862,0.6798209718465887,False
39,2.0,0.030932262371857273,0.5849306341530393,68.9655172413793,0.4065664197402194,False
40,2.0,0.02424275698595764,0.4184518659515602,55.172413793103445,0.06020451401805883,False
41,2.0,0.017048930231620053,0.23942227443028757,30.459770114942526,-0.3122695928597759,False
42,2.0,0.010045866790540814,0.06514012529484853,12.068965517241379,-0.6748665651947032,False
43,2.0,0.004933171643489251,0.0,1.1494252873563218,-0.9395861120601358,False
44,2.0,0.00702169364605909,0.0,3.4482758620689653,-0.8314489002301659,False
45,2.0,0.0111707894669686,0.09313557947122977,15.517241379310343,-0.6166215471371833,False
46,2.0,0.012746931709206674,0.13236033584128892,19.54022988505747,-0.5350137750795543,False
47,2.0,0.010872426194903086,0.08571034439858478,14.367816091954023,-0.6320698748607751,False
48,2.0,0.008009011319861436,0.0144498021391338,8.045977011494251,-0.7803286437501928,False
49,2.0,0.010208743846597665,0.0691935747049922,12.643678160919539,-0.6664332948286792,False
50,2.0,0.014984799741530398,0.18805316990403004,25.287356321839077,-0.41914388758919446,False
51,2.0,0.018173619192009903,0.26741191221878063,31.609195402298848,-0.2540366758960779,False
52,2.0,0.019679128683645696,0.30487886249756496,37.35632183908046,-0.1760860492765214,False
53,2.0,0.020617418862264005,0.3282296760691,38.50574712643678,-0.12750428490995935,False
54,2.0,0.0214326444928714,0.3485178365474313,42.5287356321839,-0.0852944223383704,False
55,2.0,0.021376654563629464,0.34712443988890807,41.95402298850574,-0.08819340776027658,False
56,2.0,0.01940521925723651,0.2980621994893413,35.05747126436781,-0.19026823248042812,False
57,2.0,0.01573209356054221,0.20665074136811734,27.01149425287356,-0.3804513241848953,False
58,2.0,0.012418399305396366,0.12418429490171573,18.96551724137931,-0.5520241671655033,False
59,2.0,0.01153855286219875,0.10228794478011508,16.666666666666664,-0.5975798956131018,False
60,2.0,0.012329860728487105,0.12198087441367267,18.39080459770115,-0.5566084209270534,False
61,2.0,0.013545064197852194,0.15222310683947954,20.689655172413794,-0.4936889425487773,False
62,2.0,0.015071780968095201,0.19021783330136952,25.86206896551724,-0.4146402686133373,False
63,2.0,0.016727997783745313,0.23143537023992838,29.310344827586206,-0.32888648272554644,False
64,2.0,0.018223319301555106,0.26864877691045186,32.183908045977006,-0.25146335789068974,False
65,2.0,0.01948415954068025,0.30002675148400604,36.206896551724135,-0.1861809486777342,False
66,2.0,0.020640052355871855,0.32879294583548263,39.6551724137931,-0.12633239259103105,False
67,2.0,0.02201358172657641,0.3629753650925822,45.40229885057471,-0.05521528856636472,False
68,2.0,0.023917640372211297,0.41036083227178877,52.8735632183908,0.043370980980402915,False
69,2.0,0.02628929561897704,0.46938316969487714,60.34482758620689,0.16616795678032173,False
70,2.0,0.028763765092138318,0.5309641993943774,64.36781609195401,0.29428833533356946,False
71,2.0,0.031092692115607185,0.5889231783818938,70.11494252873563,0.4148729758417905,False
72,2.0,0.03327839877765948,0.6433178954435195,73.5632183908046,0.5280421088562853,False
73,2.0,0.03542563700789005,0.6967552656200046,76.43678160919539,0.6392194654108944,False
74,2.0,0.037552899244012374,0.7496955020472963,82.183908045977,0.74936252675399,False
75,2.0,0.03933695661040156,0.79409455035112,85.0574712643678,0.8417355010911824,False
76,2.0,0.04008379481301275,0.8126807830909262,86.20689655172413,0.8804044740869695,False
77,2.0,0.039249460304519944,0.7919170684021474,83.90804597701148,0.837205212900865,False
78,2.0,0.03702636636483859,0.7365919106626184,81.03448275862068,0.7221002822477793,False
79,2.0,0.03435090086314318,0.670008781508309,75.28735632183907,0.5835729507929898,False
80,2.0,0.032259688724003595,0.6179657079343249,71.83908045977012,0.47529645200902276,False
81,2.0,0.03080164873641799,0.5816801102527098,67.81609195402298,0.3998036495390911,False
82,2.0,0.028999642301579278,0.5368343714040009,64.94252873563218,0.30650132793397966,False
83,2.0,0.026505823702781057,0.4747718085542914,60.91954022988505,0.17737911148045968,False
84,2.0,0.024141620896379647,0.4159349367254999,53.44827586206896,0.05496800000054157,False
85,2.0,0.022578872343737174,0.3770435031972534,47.701149425287355,-0.025946288221531784,False
86,2.0,0.021840886704765097,0.3586775803017552,44.25287356321839,-0.06415690284316562,False
87,2.0,0.02129460858701804,0.3450825978790417,41.37931034482759,-0.09244149475275705,False
88,2.0,0.01991514811653952,0.3107525739594912,37.93103448275862,-0.16386569278545998,False
89,2.0,0.01910418204276191,0.29057041919207555,34.48275862068965,-0.20585500867444886,False
90,2.0,0.022655682660531407,0.3789550476519485,48.85057471264368,-0.02196928750634428,False
91,2.0,0.029705455853809307,0.5543996417755356,66.66666666666666,0.3430461713763986,False
92,2.0,0.03657190398890086,0.7252819060844765,80.45977011494253,0.698569625565657,False
93,2.0,0.04144046850631986,0.8464437225436977,88.50574712643677,0.9506488432517577,False
94,2.0,0.0438251013631641,0.9057890280212886,91.95402298850574,1.074117759576305,False
95,2.0,0.043572076352848134,0.8994921062592764,91.37931034482759,1.06101690686556,False
96,2.0,0.040760163916236616,0.8295132824550185,87.35632183908045,0.9154247749986042,False
97,2.0,0.03579483697297244,0.7059433822087887,77.58620689655172,0.6583354980802206,False
98,2.0,0.029338215373294337,0.5452602900143847,65.51724137931033,0.3240315947594787,False
