field,feature_id,marker,median,q05,q10,q25,q75,q90,q95,q025,q975,iqr,q90_width,q95_width,valid_fraction,same_day_fraction_if_relevant,edge_hit_fraction,bootstrap_stability_label
P,7,t20,33.0,30.0,30.0,30.0,37.0,38.0,40.0,30.0,40.0,7.0,10.0,10.0,1.0,0.21,0.31,unstable_feature_marker
P,7,t25,34.0,30.0,30.0,30.0,37.0,39.0,40.0,30.0,44.0,7.0,10.0,14.0,1.0,0.024,0.277,unstable_feature_marker
P,7,t30,35.0,30.0,30.0,31.0,37.0,40.0,41.0,30.0,49.0,6.0,11.0,19.0,1.0,0.05,0.249,unstable_feature_marker
P,7,t35,37.0,30.0,30.0,33.0,38.0,41.0,47.09999999999991,30.0,52.0,5.0,17.09999999999991,22.0,1.0,0.218,0.21,unstable_feature_marker
P,7,t40,37.0,30.0,30.0,33.0,39.0,43.0,51.0,30.0,53.02499999999998,6.0,21.0,23.024999999999977,1.0,0.213,0.19,unstable_feature_marker
P,7,t45,37.0,30.0,30.0,33.0,40.0,47.0,52.0,30.0,55.0,7.0,22.0,25.0,1.0,0.204,0.17,unstable_feature_marker
P,7,t50,37.0,30.0,30.0,33.0,40.0,50.0,54.0,30.0,55.02499999999998,7.0,24.0,25.024999999999977,1.0,0.199,0.155,unstable_feature_marker
P,7,t75,39.0,30.0,30.0,37.0,45.25,56.0,56.0,30.0,57.0,8.25,26.0,27.0,1.0,0.059,0.112,unstable_feature_marker
P,7,peak_raw,47.5,37.0,37.0,37.0,51.0,57.0,57.0,33.0,58.0,14.0,20.0,25.0,1.0,0.0,0.003,unstable_feature_marker
P,7,peak_smooth3,51.0,37.0,38.0,40.0,55.0,57.0,57.0,35.0,58.0,15.0,20.0,23.0,1.0,0.218,0.0,unstable_feature_marker
P,7,duration_25_75,3.0,0.0,0.0,0.0,11.0,20.0,24.0,0.0,26.0,11.0,24.0,26.0,1.0,0.066,0.0,unstable_feature_marker
P,7,tail_50_75,1.0,0.0,0.0,0.0,2.0,12.0,17.0,0.0,20.0,2.0,17.0,20.0,1.0,0.202,0.0,unstable_feature_marker
P,7,early_span_25_50,1.0,0.0,0.0,0.0,4.0,13.0,18.0,0.0,23.0,4.0,18.0,23.0,1.0,0.154,0.0,unstable_feature_marker
P,8,departure90,40.0,37.0,37.0,37.0,46.0,49.0,54.0,37.0,57.0,9.0,17.0,20.0,0.973,0.075,0.0,unstable_feature_marker
P,8,departure95,41.0,37.0,37.0,37.0,47.0,49.0,55.0,37.0,57.0,10.0,18.0,20.0,0.962,0.026,0.0,unstable_feature_marker
P,8,t10,33.0,30.0,30.0,30.0,35.0,37.0,38.0,30.0,42.0,5.0,8.0,12.0,1.0,0.074,0.397,moderately_stable_feature_marker
P,8,t15,33.0,30.0,30.0,30.0,36.0,37.0,40.049999999999955,30.0,46.0,6.0,10.049999999999955,16.0,1.0,0.061,0.371,unstable_feature_marker
P,8,t20,34.0,30.0,30.0,30.0,36.0,39.0,46.0,30.0,47.0,6.0,16.0,17.0,1.0,0.135,0.347,unstable_feature_marker
P,8,t25,34.0,30.0,30.0,30.0,37.0,42.10000000000002,46.0,30.0,48.0,7.0,16.0,18.0,1.0,0.121,0.319,unstable_feature_marker
P,8,t30,34.0,30.0,30.0,30.0,37.0,46.0,47.0,30.0,49.0,7.0,17.0,19.0,1.0,0.111,0.298,unstable_feature_marker
P,8,t35,35.0,30.0,30.0,30.0,38.0,46.0,48.0,30.0,50.0,8.0,18.0,20.0,1.0,0.055,0.278,unstable_feature_marker
P,8,t40,36.0,30.0,30.0,30.0,39.0,47.0,48.0,30.0,51.0,9.0,18.0,21.0,1.0,0.055,0.261,unstable_feature_marker
P,8,t45,36.0,30.0,30.0,31.0,40.0,47.0,50.0,30.0,52.0,9.0,20.0,22.0,1.0,0.051,0.238,unstable_feature_marker
P,8,t50,37.0,30.0,30.0,31.0,42.0,48.0,51.0,30.0,54.0,11.0,21.0,24.0,1.0,0.117,0.223,unstable_feature_marker
P,8,t75,38.0,30.0,30.0,34.0,47.0,53.0,55.0,30.0,56.0,13.0,25.0,26.0,1.0,0.06,0.156,unstable_feature_marker
P,8,peak_raw,49.0,37.0,40.0,46.0,51.0,57.0,58.0,37.0,60.0,5.0,21.0,23.0,1.0,0.036,0.034,unstable_feature_marker
P,8,peak_smooth3,48.0,37.0,39.0,46.0,51.0,56.0,57.0,37.0,58.0,5.0,20.0,21.0,1.0,0.116,0.0,unstable_feature_marker
P,8,duration_25_75,2.0,0.0,0.0,0.0,11.0,17.0,19.0,0.0,23.0,11.0,19.0,23.0,1.0,0.051,0.0,unstable_feature_marker
P,8,tail_50_75,0.0,0.0,0.0,0.0,2.0,12.0,15.049999999999955,0.0,18.0,2.0,15.049999999999955,18.0,1.0,0.527,0.0,unstable_feature_marker
P,8,early_span_25_50,0.0,0.0,0.0,0.0,2.0,12.0,15.049999999999955,0.0,17.024999999999977,2.0,15.049999999999955,17.024999999999977,1.0,0.538,0.0,unstable_feature_marker
P,9,departure90,42.0,37.0,37.0,39.0,45.0,52.0,56.0,37.0,57.0,6.0,19.0,20.0,0.981,0.039,0.0,unstable_feature_marker
P,9,departure95,43.0,37.0,37.0,39.0,45.0,52.0,56.0,37.0,57.0,6.0,19.0,20.0,0.976,0.1,0.0,unstable_feature_marker
P,9,t10,33.0,30.0,30.0,30.0,35.0,38.0,39.0,30.0,41.02499999999998,5.0,9.0,11.024999999999977,1.0,0.078,0.291,unstable_feature_marker
P,9,t15,33.5,30.0,30.0,30.0,36.0,39.0,42.0,30.0,44.0,6.0,12.0,14.0,1.0,0.0,0.259,unstable_feature_marker
P,9,t20,34.0,30.0,30.0,31.0,37.0,40.0,43.0,30.0,46.0,6.0,13.0,16.0,1.0,0.087,0.237,unstable_feature_marker
P,9,t25,35.0,30.0,30.0,32.0,39.0,43.0,45.0,30.0,46.02499999999998,7.0,15.0,16.024999999999977,1.0,0.111,0.218,unstable_feature_marker
P,9,t30,35.0,30.0,30.0,32.0,39.0,44.0,46.0,30.0,51.0,7.0,16.0,21.0,1.0,0.103,0.191,unstable_feature_marker
P,9,t35,36.0,30.0,30.0,32.0,40.0,44.0,46.0,30.0,51.02499999999998,8.0,16.0,21.024999999999977,1.0,0.064,0.166,unstable_feature_marker
P,9,t40,37.0,30.0,30.0,33.0,42.0,45.0,47.0,30.0,52.0,9.0,17.0,22.0,1.0,0.056,0.153,unstable_feature_marker
P,9,t45,38.0,30.0,30.0,34.0,43.0,46.0,47.0,30.0,52.02499999999998,9.0,17.0,22.024999999999977,1.0,0.033,0.141,unstable_feature_marker
P,9,t50,39.0,30.0,30.0,34.0,43.0,46.0,51.0,30.0,54.0,9.0,21.0,24.0,1.0,0.068,0.128,unstable_feature_marker
P,9,t75,42.0,30.0,31.900000000000006,36.0,46.0,50.10000000000002,56.0,30.0,56.0,10.0,26.0,26.0,1.0,0.024,0.089,unstable_feature_marker
P,9,peak_raw,46.0,37.0,39.0,43.0,50.0,58.0,59.0,37.0,59.0,7.0,22.0,22.0,1.0,0.191,0.004,unstable_feature_marker
P,9,peak_smooth3,47.0,38.0,39.0,44.0,50.25,57.0,58.0,38.0,59.0,6.25,20.0,21.0,1.0,0.171,0.0,unstable_feature_marker
P,9,duration_25_75,2.0,0.0,0.0,1.0,10.0,15.0,19.0,0.0,21.0,9.0,19.0,21.0,1.0,0.096,0.0,unstable_feature_marker
P,9,tail_50_75,1.0,0.0,0.0,0.0,2.0,8.0,14.0,0.0,19.0,2.0,14.0,19.0,1.0,0.281,0.0,unstable_feature_marker
P,9,early_span_25_50,1.0,0.0,0.0,0.0,3.0,12.0,14.0,0.0,16.024999999999977,3.0,14.0,16.024999999999977,1.0,0.214,0.0,unstable_feature_marker
P,10,departure90,45.0,37.0,38.0,44.0,47.0,51.0,54.0,37.0,58.0,3.0,17.0,21.0,0.944,0.143,0.0,unstable_feature_marker
P,10,departure95,46.0,37.0,38.0,44.0,48.0,54.0,56.0,37.0,58.0,4.0,19.0,21.0,0.921,0.174,0.0,unstable_feature_marker
P,10,t10,30.0,30.0,30.0,30.0,32.0,35.0,38.0,30.0,44.0,2.0,8.0,14.0,1.0,0.574,0.574,moderately_stable_feature_marker
P,10,t15,30.0,30.0,30.0,30.0,34.0,36.0,44.0,30.0,45.02499999999998,4.0,14.0,15.024999999999977,1.0,0.527,0.527,unstable_feature_marker
P,10,t20,32.0,30.0,30.0,30.0,35.0,44.0,46.0,30.0,46.0,5.0,16.0,16.0,1.0,0.181,0.479,unstable_feature_marker
P,10,t25,32.0,30.0,30.0,30.0,36.0,45.0,46.0,30.0,47.0,6.0,16.0,17.0,1.0,0.161,0.426,unstable_feature_marker
P,10,t30,32.0,30.0,30.0,30.0,40.0,46.0,47.0,30.0,48.0,10.0,17.0,18.0,1.0,0.145,0.384,unstable_feature_marker
P,10,t35,33.0,30.0,30.0,30.0,44.0,46.0,47.0,30.0,48.0,14.0,17.0,18.0,1.0,0.016,0.351,unstable_feature_marker
P,10,t40,35.0,30.0,30.0,30.0,45.0,47.0,48.0,30.0,48.02499999999998,15.0,18.0,18.024999999999977,1.0,0.105,0.3,unstable_feature_marker
P,10,t45,35.0,30.0,30.0,30.0,45.0,47.0,48.0,30.0,49.0,15.0,18.0,19.0,1.0,0.101,0.271,unstable_feature_marker
P,10,t50,36.0,30.0,30.0,30.0,46.0,48.0,48.0,30.0,49.0,16.0,18.0,19.0,1.0,0.035,0.251,unstable_feature_marker
P,10,t75,45.0,30.0,30.0,34.0,48.0,51.0,54.0,30.0,54.02499999999998,14.0,24.0,24.024999999999977,1.0,0.086,0.176,unstable_feature_marker
P,10,peak_raw,44.0,35.0,37.0,44.0,46.0,50.0,58.0,33.975,58.0,2.0,23.0,24.025,1.0,0.454,0.009,unstable_feature_marker
P,10,peak_smooth3,44.0,35.0,39.0,44.0,45.0,48.0,50.0,35.0,56.0,1.0,15.0,21.0,1.0,0.295,0.0,unstable_feature_marker
P,10,duration_25_75,2.0,0.0,0.0,0.0,15.0,18.0,22.0,0.0,24.0,15.0,22.0,24.0,1.0,0.105,0.0,unstable_feature_marker
P,10,tail_50_75,1.0,0.0,0.0,0.0,2.0,14.0,16.0,0.0,22.0,2.0,16.0,22.0,1.0,0.245,0.0,unstable_feature_marker
P,10,early_span_25_50,1.0,0.0,0.0,0.0,6.0,15.0,17.0,0.0,18.0,6.0,17.0,18.0,1.0,0.142,0.0,unstable_feature_marker
P,11,departure90,47.0,37.0,37.0,45.0,50.75,56.0,58.0,37.0,59.0,5.75,21.0,22.0,0.834,0.094,0.0,unstable_feature_marker
P,11,departure95,47.0,37.0,37.0,45.0,52.0,56.0,58.0,37.0,59.0,7.0,21.0,22.0,0.789,0.091,0.0,unstable_feature_marker
P,11,t10,30.0,30.0,30.0,30.0,30.0,35.0,35.0,30.0,35.02499999999998,0.0,5.0,5.024999999999977,1.0,0.783,0.783,moderately_stable_feature_marker
P,11,t15,30.0,30.0,30.0,30.0,30.0,35.0,35.0,30.0,36.0,0.0,5.0,6.0,1.0,0.763,0.763,moderately_stable_feature_marker
P,11,t20,30.0,30.0,30.0,30.0,32.0,35.0,35.0,30.0,36.0,2.0,5.0,6.0,1.0,0.738,0.738,moderately_stable_feature_marker
P,11,t25,30.0,30.0,30.0,30.0,32.0,35.0,36.0,30.0,36.0,2.0,6.0,6.0,1.0,0.715,0.715,moderately_stable_feature_marker
P,11,t30,30.0,30.0,30.0,30.0,32.0,35.0,36.0,30.0,46.0,2.0,6.0,16.0,1.0,0.687,0.687,moderately_stable_feature_marker
P,11,t35,30.0,30.0,30.0,30.0,32.0,36.0,45.049999999999955,30.0,47.0,2.0,15.049999999999955,17.0,1.0,0.652,0.652,unstable_feature_marker
P,11,t40,30.0,30.0,30.0,30.0,34.0,42.10000000000002,47.0,30.0,48.0,4.0,17.0,18.0,1.0,0.62,0.62,unstable_feature_marker
P,11,t45,30.0,30.0,30.0,30.0,35.0,46.0,48.0,30.0,50.0,5.0,18.0,20.0,1.0,0.584,0.584,unstable_feature_marker
P,11,t50,30.0,30.0,30.0,30.0,35.0,47.0,49.0,30.0,50.0,5.0,19.0,20.0,1.0,0.548,0.548,unstable_feature_marker
P,11,t75,35.0,30.0,30.0,30.0,47.0,51.0,54.0,30.0,55.0,17.0,24.0,25.0,1.0,0.069,0.379,unstable_feature_marker
P,11,peak_raw,45.0,36.0,36.0,43.0,45.0,47.0,50.0,34.0,55.0,2.0,14.0,21.0,1.0,0.39,0.0,unstable_feature_marker
P,11,peak_smooth3,44.0,35.0,36.0,44.0,45.0,46.0,47.0,35.0,50.0,1.0,12.0,15.0,1.0,0.45,0.0,unstable_feature_marker
P,11,duration_25_75,1.0,0.0,0.0,0.0,16.0,21.0,24.0,0.0,25.0,16.0,24.0,25.0,1.0,0.063,0.0,unstable_feature_marker
P,11,tail_50_75,0.0,0.0,0.0,0.0,2.0,18.0,22.0,0.0,24.0,2.0,22.0,24.0,1.0,0.583,0.0,unstable_feature_marker
P,11,early_span_25_50,0.0,0.0,0.0,0.0,1.0,15.0,18.0,0.0,19.024999999999977,1.0,18.0,19.024999999999977,1.0,0.726,0.0,unstable_feature_marker
P,12,departure90,45.0,37.0,37.0,42.0,50.0,55.0,56.5,37.0,58.0,8.0,19.5,21.0,0.891,0.19,0.0,unstable_feature_marker
P,12,departure95,46.0,37.0,37.0,43.0,50.0,54.0,55.0,37.0,58.0,7.0,18.0,21.0,0.861,0.132,0.0,unstable_feature_marker
P,12,t10,30.0,30.0,30.0,30.0,32.0,36.0,36.0,30.0,39.0,2.0,6.0,9.0,1.0,0.667,0.667,moderately_stable_feature_marker
P,12,t15,30.0,30.0,30.0,30.0,33.0,36.0,39.0,30.0,45.0,3.0,9.0,15.0,1.0,0.64,0.64,unstable_feature_marker
P,12,t20,30.0,30.0,30.0,30.0,34.0,37.0,45.0,30.0,46.0,4.0,15.0,16.0,1.0,0.62,0.62,unstable_feature_marker
P,12,t25,30.0,30.0,30.0,30.0,35.0,44.0,46.0,30.0,47.0,5.0,16.0,17.0,1.0,0.591,0.591,unstable_feature_marker
P,12,t30,30.0,30.0,30.0,30.0,36.0,45.0,46.0,30.0,50.0,6.0,16.0,20.0,1.0,0.56,0.56,unstable_feature_marker
P,12,t35,30.0,30.0,30.0,30.0,36.0,46.0,49.0,30.0,51.0,6.0,19.0,21.0,1.0,0.527,0.527,unstable_feature_marker
P,12,t40,31.0,30.0,30.0,30.0,39.0,46.0,51.0,30.0,52.0,9.0,21.0,22.0,1.0,0.016,0.493,unstable_feature_marker
P,12,t45,32.0,30.0,30.0,30.0,44.0,47.0,51.0,30.0,53.0,14.0,21.0,23.0,1.0,0.043,0.459,unstable_feature_marker
P,12,t50,34.0,30.0,30.0,30.0,45.0,49.10000000000002,52.0,30.0,54.0,15.0,22.0,24.0,1.0,0.018,0.435,unstable_feature_marker
P,12,t75,37.0,30.0,30.0,30.0,47.0,53.0,55.0,30.0,55.0,17.0,25.0,25.0,1.0,0.03,0.304,unstable_feature_marker
P,12,peak_raw,45.0,36.0,36.0,39.0,45.0,49.0,55.0,32.0,57.0,6.0,19.0,25.0,1.0,0.515,0.002,unstable_feature_marker
P,12,peak_smooth3,45.0,36.0,37.0,44.0,46.0,54.0,55.0,36.0,57.0,2.0,19.0,21.0,1.0,0.369,0.0,unstable_feature_marker
P,12,duration_25_75,1.0,0.0,0.0,0.0,15.0,21.0,23.0,0.0,25.0,15.0,23.0,25.0,1.0,0.097,0.0,unstable_feature_marker
P,12,tail_50_75,0.0,0.0,0.0,0.0,2.0,15.0,20.0,0.0,23.0,2.0,20.0,23.0,1.0,0.569,0.0,unstable_feature_marker
P,12,early_span_25_50,0.0,0.0,0.0,0.0,2.0,15.0,19.049999999999955,0.0,21.0,2.0,19.049999999999955,21.0,1.0,0.639,0.0,unstable_feature_marker
V,0,departure90,37.0,37.0,37.0,37.0,37.0,37.0,38.0,37.0,39.02499999999998,0.0,1.0,2.0249999999999773,1.0,0.94,0.0,stable_feature_marker
V,0,departure95,37.0,37.0,37.0,37.0,37.0,37.0,39.0,37.0,40.0,0.0,2.0,3.0,1.0,0.925,0.0,stable_feature_marker
V,0,t10,37.0,36.0,36.0,37.0,39.0,40.0,40.0,36.0,40.02499999999998,2.0,4.0,4.024999999999977,1.0,0.387,0.001,moderately_stable_feature_marker
V,0,t15,39.0,37.0,37.0,38.0,40.0,40.0,41.0,37.0,42.0,2.0,4.0,5.0,1.0,0.234,0.0,moderately_stable_feature_marker
V,0,t20,40.0,37.0,38.0,39.0,40.0,42.0,42.0,37.0,43.0,1.0,5.0,6.0,1.0,0.354,0.0,moderately_stable_feature_marker
V,0,t25,40.0,39.0,39.0,40.0,41.0,43.0,44.0,38.0,44.0,1.0,5.0,6.0,1.0,0.353,0.0,moderately_stable_feature_marker
V,0,t30,41.0,39.0,40.0,40.0,42.0,44.0,44.0,39.0,45.0,2.0,5.0,6.0,1.0,0.274,0.0,moderately_stable_feature_marker
V,0,t35,42.0,40.0,40.0,41.0,44.0,45.0,45.0,40.0,46.0,3.0,5.0,6.0,1.0,0.214,0.0,moderately_stable_feature_marker
V,0,t40,43.0,40.0,41.0,42.0,44.0,45.0,46.0,40.0,46.02499999999998,2.0,6.0,6.024999999999977,1.0,0.158,0.0,moderately_stable_feature_marker
V,0,t45,44.0,41.0,41.0,42.0,45.0,46.0,46.0,41.0,47.0,3.0,5.0,6.0,1.0,0.241,0.0,moderately_stable_feature_marker
V,0,t50,44.0,42.0,42.0,43.0,45.0,47.0,47.0,41.0,48.0,2.0,5.0,7.0,1.0,0.259,0.0,moderately_stable_feature_marker
V,0,t75,48.0,45.0,45.0,46.0,50.0,51.0,51.049999999999955,44.0,52.0,4.0,6.0499999999999545,8.0,1.0,0.103,0.0,moderately_stable_feature_marker
V,0,peak_raw,45.0,40.0,40.0,45.0,45.0,51.0,52.0,37.0,52.0,0.0,12.0,15.0,1.0,0.57,0.0,unstable_feature_marker
V,0,peak_smooth3,45.0,40.0,40.900000000000006,44.0,46.0,51.0,52.0,40.0,52.0,2.0,12.0,12.0,1.0,0.321,0.0,unstable_feature_marker
V,0,duration_25_75,7.0,5.0,5.0,6.0,9.0,10.0,11.0,4.0,12.0,3.0,6.0,8.0,1.0,0.176,0.0,moderately_stable_feature_marker
V,0,tail_50_75,3.0,2.0,2.0,3.0,4.0,5.0,6.0,2.0,7.0,1.0,4.0,5.0,1.0,0.319,0.0,moderately_stable_feature_marker
V,0,early_span_25_50,4.0,2.0,2.0,3.0,4.25,5.0,6.0,2.0,6.024999999999977,1.25,4.0,4.024999999999977,1.0,0.319,0.0,moderately_stable_feature_marker
V,1,departure90,37.0,37.0,37.0,37.0,37.0,39.0,40.0,37.0,41.0,0.0,3.0,4.0,1.0,0.874,0.0,stable_feature_marker
V,1,departure95,37.0,37.0,37.0,37.0,37.0,39.0,40.0,37.0,42.0,0.0,3.0,5.0,1.0,0.859,0.0,stable_feature_marker
V,1,t10,37.0,36.0,36.0,37.0,39.0,41.0,42.0,35.0,42.02499999999998,2.0,6.0,7.024999999999977,1.0,0.327,0.0,moderately_stable_feature_marker
V,1,t15,39.0,37.0,37.0,37.0,40.0,42.0,43.0,36.0,44.0,3.0,6.0,8.0,1.0,0.142,0.0,moderately_stable_feature_marker
V,1,t20,40.0,37.0,38.0,39.0,41.0,43.0,44.0,37.0,45.0,2.0,7.0,8.0,1.0,0.257,0.0,moderately_stable_feature_marker
V,1,t25,41.0,38.0,39.0,40.0,42.0,44.0,45.0,38.0,45.0,2.0,7.0,7.0,1.0,0.203,0.0,moderately_stable_feature_marker
V,1,t30,42.0,39.0,40.0,41.0,44.0,45.0,45.0,39.0,46.0,3.0,6.0,7.0,1.0,0.178,0.0,moderately_stable_feature_marker
V,1,t35,43.0,40.0,40.0,41.0,44.0,45.0,46.0,39.0,47.0,3.0,6.0,8.0,1.0,0.133,0.0,moderately_stable_feature_marker
V,1,t40,44.0,40.0,41.0,42.0,45.0,46.0,47.0,40.0,48.0,3.0,7.0,8.0,1.0,0.187,0.0,moderately_stable_feature_marker
V,1,t45,44.0,41.0,42.0,43.0,45.0,46.0,47.0,41.0,48.0,2.0,6.0,7.0,1.0,0.217,0.0,moderately_stable_feature_marker
V,1,t50,45.0,42.0,42.0,44.0,46.0,47.0,48.0,41.0,49.0,2.0,6.0,8.0,1.0,0.255,0.0,moderately_stable_feature_marker
V,1,t75,48.0,45.0,46.0,47.0,50.0,51.0,51.049999999999955,45.0,52.0,3.0,6.0499999999999545,7.0,1.0,0.142,0.0,moderately_stable_feature_marker
V,1,peak_raw,45.0,37.0,40.0,45.0,47.0,51.0,52.0,35.0,52.0,2.0,15.0,17.0,1.0,0.54,0.0,unstable_feature_marker
V,1,peak_smooth3,46.0,40.0,41.0,45.0,50.0,51.0,51.0,38.0,52.0,5.0,11.0,14.0,1.0,0.263,0.0,unstable_feature_marker
V,1,duration_25_75,7.0,4.0,5.0,6.0,9.0,10.0,11.0,4.0,12.0,3.0,7.0,8.0,1.0,0.181,0.0,moderately_stable_feature_marker
V,1,tail_50_75,3.0,2.0,2.0,3.0,4.0,5.0,6.0,2.0,6.0,1.0,4.0,4.0,1.0,0.38,0.0,moderately_stable_feature_marker
V,1,early_span_25_50,4.0,2.0,2.0,3.0,4.0,6.0,6.0499999999999545,2.0,7.0,1.0,4.0499999999999545,5.0,1.0,0.269,0.0,moderately_stable_feature_marker
V,2,departure90,37.0,37.0,37.0,37.0,39.0,42.0,44.0,37.0,45.0,2.0,7.0,8.0,1.0,0.72,0.0,moderately_stable_feature_marker
V,2,departure95,37.0,37.0,37.0,37.0,40.0,42.0,44.0,37.0,45.0,3.0,7.0,8.0,1.0,0.696,0.0,moderately_stable_feature_marker
V,2,t10,38.0,36.0,36.0,37.0,40.0,43.0,44.0,35.0,45.0,3.0,8.0,10.0,1.0,0.101,0.005,moderately_stable_feature_marker
V,2,t15,40.0,37.0,37.0,38.0,42.0,44.0,45.0,36.0,46.0,4.0,8.0,10.0,1.0,0.173,0.001,moderately_stable_feature_marker
V,2,t20,41.0,37.0,38.0,39.0,43.0,45.0,45.049999999999955,37.0,46.0,4.0,8.049999999999955,9.0,1.0,0.151,0.0,unstable_feature_marker
V,2,t25,42.0,38.0,39.0,40.0,44.0,45.0,46.0,37.0,47.0,4.0,8.0,10.0,1.0,0.121,0.0,moderately_stable_feature_marker
V,2,t30,43.0,39.0,40.0,41.0,45.0,46.0,47.0,38.0,48.0,4.0,8.0,10.0,1.0,0.117,0.0,moderately_stable_feature_marker
V,2,t35,44.0,40.0,40.0,42.0,45.0,46.0,47.0,39.0,48.0,3.0,7.0,9.0,1.0,0.163,0.0,moderately_stable_feature_marker
V,2,t40,45.0,40.0,41.0,43.0,46.0,47.0,48.0,40.0,49.0,3.0,8.0,9.0,1.0,0.229,0.0,moderately_stable_feature_marker
V,2,t45,45.0,41.0,42.0,44.0,46.0,48.0,49.0,40.0,50.0,2.0,8.0,10.0,1.0,0.252,0.0,moderately_stable_feature_marker
V,2,t50,45.0,42.0,43.0,45.0,47.0,48.0,49.0,41.0,50.0,2.0,7.0,9.0,1.0,0.264,0.0,moderately_stable_feature_marker
V,2,t75,49.0,45.0,46.0,47.0,50.0,51.0,52.0,45.0,52.0,3.0,7.0,7.0,1.0,0.162,0.0,moderately_stable_feature_marker
V,2,peak_raw,45.0,37.0,41.0,45.0,50.0,51.0,52.0,37.0,52.0,5.0,15.0,15.0,1.0,0.39,0.001,unstable_feature_marker
V,2,peak_smooth3,46.0,40.0,41.0,45.0,50.0,51.0,51.0,38.0,52.0,5.0,11.0,14.0,1.0,0.322,0.0,unstable_feature_marker
V,2,duration_25_75,6.0,4.0,4.0,5.0,8.0,10.0,11.0,3.0,12.0,3.0,7.0,9.0,1.0,0.179,0.0,moderately_stable_feature_marker
V,2,tail_50_75,3.0,2.0,2.0,2.0,4.0,5.0,5.0,1.0,6.0,2.0,3.0,5.0,1.0,0.319,0.0,stable_feature_marker
V,2,early_span_25_50,3.0,2.0,2.0,2.0,4.0,5.0,7.0,1.0,8.0,2.0,5.0,7.0,1.0,0.314,0.0,moderately_stable_feature_marker
V,3,departure90,37.0,37.0,37.0,37.0,44.0,46.0,47.0,37.0,47.0,7.0,10.0,10.0,1.0,0.526,0.0,unstable_feature_marker
V,3,departure95,38.0,37.0,37.0,37.0,44.0,46.0,47.0,37.0,48.0,7.0,10.0,11.0,1.0,0.025,0.0,unstable_feature_marker
V,3,t10,39.0,34.0,36.0,37.0,44.0,46.0,47.0,31.0,47.0,7.0,13.0,16.0,1.0,0.033,0.024,unstable_feature_marker
V,3,t15,42.0,36.0,37.0,38.0,45.0,46.0,47.0,36.0,48.0,7.0,11.0,12.0,1.0,0.059,0.009,unstable_feature_marker
V,3,t20,43.0,37.0,37.0,40.0,45.0,47.0,48.0,37.0,49.0,5.0,11.0,12.0,1.0,0.058,0.003,unstable_feature_marker
V,3,t25,44.0,37.0,38.0,41.0,46.0,47.0,48.0,37.0,49.0,5.0,11.0,12.0,1.0,0.114,0.002,unstable_feature_marker
V,3,t30,45.0,38.0,39.0,42.0,46.0,48.0,49.0,38.0,50.0,4.0,11.0,12.0,1.0,0.189,0.001,unstable_feature_marker
V,3,t35,45.0,39.0,40.0,43.0,47.0,48.0,49.0,38.0,50.0,4.0,10.0,12.0,1.0,0.2,0.001,unstable_feature_marker
V,3,t40,46.0,40.0,41.0,44.0,47.0,49.0,50.0,39.0,50.0,3.0,10.0,11.0,1.0,0.175,0.0,unstable_feature_marker
V,3,t45,46.0,41.0,42.0,45.0,48.0,49.0,50.0,40.0,51.0,3.0,9.0,11.0,1.0,0.187,0.0,unstable_feature_marker
V,3,t50,47.0,41.0,43.0,45.0,48.0,50.0,51.0,40.0,51.0,3.0,10.0,11.0,1.0,0.184,0.0,unstable_feature_marker
V,3,t75,49.0,45.0,46.0,47.0,51.0,52.0,52.0,44.0,53.0,4.0,7.0,9.0,1.0,0.136,0.0,moderately_stable_feature_marker
V,3,peak_raw,47.0,37.0,40.0,45.0,50.0,51.0,52.0,31.0,52.0,5.0,15.0,21.0,1.0,0.165,0.013,unstable_feature_marker
V,3,peak_smooth3,46.0,40.0,45.0,46.0,51.0,51.0,52.0,38.0,52.02499999999998,5.0,12.0,14.024999999999977,1.0,0.325,0.0,unstable_feature_marker
V,3,duration_25_75,5.0,2.0,3.0,4.0,7.0,10.0,11.049999999999955,2.0,12.024999999999977,3.0,9.049999999999955,10.024999999999977,1.0,0.165,0.0,unstable_feature_marker
V,3,tail_50_75,2.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,6.0,1.0,4.0,5.0,1.0,0.411,0.0,moderately_stable_feature_marker
V,3,early_span_25_50,2.0,1.0,1.0,2.0,4.0,6.0,8.0,1.0,10.0,2.0,7.0,9.0,1.0,0.367,0.0,moderately_stable_feature_marker
V,4,departure90,40.0,37.0,37.0,37.0,46.0,50.0,50.0,37.0,52.0,9.0,13.0,15.0,0.999,0.029,0.0,unstable_feature_marker
V,4,departure95,41.0,37.0,37.0,37.0,46.0,50.0,50.19999999999993,37.0,52.0,9.0,13.199999999999932,15.0,0.997,0.018,0.0,unstable_feature_marker
V,4,t10,37.0,30.0,30.0,33.0,41.0,46.0,48.0,30.0,50.0,8.0,18.0,20.0,1.0,0.171,0.126,unstable_feature_marker
V,4,t15,38.0,30.0,31.0,36.0,45.0,48.0,50.0,30.0,50.0,9.0,20.0,20.0,1.0,0.074,0.074,unstable_feature_marker
V,4,t20,41.0,31.0,33.0,37.0,46.0,49.0,50.0,30.0,51.0,9.0,19.0,21.0,1.0,0.031,0.044,unstable_feature_marker
