marker,H_feature_median,Jw_feature_median,median_delta_Jw_minus_H,H_q25,H_q75,Jw_q25,Jw_q75,overlap_score,fraction_H_features_earlier,fraction_Jw_features_earlier,fraction_near_equal,weighted_fraction_H_earlier,weighted_fraction_Jw_earlier,weighted_fraction_near_equal,H_support_features,Jw_support_features,relation_label,interpretation
departure90,37.0,37.0,0.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,0.743801652892562,,,,feature=4 coord=4 contrib=0.15 | feature=5 coord=5 contrib=0.138 | feature=6 coord=6 contrib=0.118 | feature=7 coord=7 contrib=0.101 | feature=3 coord=3 contrib=0.0932 | feature=8 coord=8 contrib=0.0893,feature=6 coord=6 contrib=0.177 | feature=7 coord=7 contrib=0.162 | feature=5 coord=5 contrib=0.124 | feature=0 coord=0 contrib=0.115 | feature=1 coord=1 contrib=0.0959 | feature=10 coord=10 contrib=0.0916,feature_relation_mixed,"H/Jw departure90: feature_relation_mixed; feature distribution comparison, not global lead-lag."
departure95,37.0,37.0,0.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,0.743801652892562,,,,feature=4 coord=4 contrib=0.15 | feature=5 coord=5 contrib=0.138 | feature=6 coord=6 contrib=0.118 | feature=7 coord=7 contrib=0.101 | feature=3 coord=3 contrib=0.0932 | feature=8 coord=8 contrib=0.0893,feature=6 coord=6 contrib=0.177 | feature=7 coord=7 contrib=0.162 | feature=5 coord=5 contrib=0.124 | feature=0 coord=0 contrib=0.115 | feature=1 coord=1 contrib=0.0959 | feature=10 coord=10 contrib=0.0916,feature_relation_mixed,"H/Jw departure95: feature_relation_mixed; feature distribution comparison, not global lead-lag."
t10,35.0,37.0,2.0,35.0,35.0,37.0,38.0,0.0,1.0,0.09090909090909091,0.1652892561983471,,,,feature=5 coord=5 contrib=0.138 | feature=6 coord=6 contrib=0.118 | feature=7 coord=7 contrib=0.101 | feature=8 coord=8 contrib=0.0893 | feature=10 coord=10 contrib=0.0878 | feature=9 coord=9 contrib=0.0856,feature=6 coord=6 contrib=0.177 | feature=7 coord=7 contrib=0.162 | feature=0 coord=0 contrib=0.115 | feature=1 coord=1 contrib=0.0959 | feature=8 coord=8 contrib=0.0798 | feature=4 coord=4 contrib=0.0449,A_feature_distribution_earlier,"H/Jw t10: A_feature_distribution_earlier; feature distribution comparison, not global lead-lag."
t15,36.0,38.0,2.0,36.0,36.0,38.0,38.75,0.0,1.0,0.09090909090909091,0.1322314049586777,,,,feature=0 coord=0 contrib=0.06 | feature=1 coord=1 contrib=0.0586 | feature=2 coord=2 contrib=0.0182,feature=7 coord=7 contrib=0.162 | feature=8 coord=8 contrib=0.0798 | feature=9 coord=9 contrib=0.0183,A_feature_distribution_earlier,"H/Jw t15: A_feature_distribution_earlier; feature distribution comparison, not global lead-lag."
t20,36.0,39.0,3.0,36.0,36.0,38.25,40.5,0.0,1.0,0.09090909090909091,0.08264462809917356,,,,feature=0 coord=0 contrib=0.06 | feature=1 coord=1 contrib=0.0586 | feature=2 coord=2 contrib=0.0182,feature=7 coord=7 contrib=0.162 | feature=8 coord=8 contrib=0.0798 | feature=4 coord=4 contrib=0.0449 | feature=9 coord=9 contrib=0.0183,A_feature_distribution_earlier,"H/Jw t20: A_feature_distribution_earlier; feature distribution comparison, not global lead-lag."
t25,37.0,39.0,2.0,37.0,37.0,39.0,42.5,0.0,1.0,0.09090909090909091,0.1487603305785124,,,,feature=0 coord=0 contrib=0.06 | feature=1 coord=1 contrib=0.0586 | feature=2 coord=2 contrib=0.0182,feature=8 coord=8 contrib=0.0798 | feature=4 coord=4 contrib=0.0449 | feature=9 coord=9 contrib=0.0183,A_feature_distribution_earlier,"H/Jw t25: A_feature_distribution_earlier; feature distribution comparison, not global lead-lag."
t30,37.0,39.5,2.5,37.0,37.0,39.0,43.5,0.0,1.0,0.09090909090909091,0.10743801652892562,,,,feature=4 coord=4 contrib=0.15 | feature=5 coord=5 contrib=0.138 | feature=6 coord=6 contrib=0.118 | feature=7 coord=7 contrib=0.101 | feature=3 coord=3 contrib=0.0932 | feature=8 coord=8 contrib=0.0893,feature=7 coord=7 contrib=0.162 | feature=5 coord=5 contrib=0.124 | feature=10 coord=10 contrib=0.0916 | feature=8 coord=8 contrib=0.0798 | feature=4 coord=4 contrib=0.0449 | feature=9 coord=9 contrib=0.0183,A_feature_distribution_earlier,"H/Jw t30: A_feature_distribution_earlier; feature distribution comparison, not global lead-lag."
t35,38.0,41.0,3.0,37.25,38.0,40.0,44.5,0.0,1.0,0.09090909090909091,0.1487603305785124,,,,feature=3 coord=3 contrib=0.0932 | feature=0 coord=0 contrib=0.06 | feature=1 coord=1 contrib=0.0586 | feature=2 coord=2 contrib=0.0182,feature=8 coord=8 contrib=0.0798 | feature=4 coord=4 contrib=0.0449 | feature=9 coord=9 contrib=0.0183,A_feature_distribution_earlier,"H/Jw t35: A_feature_distribution_earlier; feature distribution comparison, not global lead-lag."
t40,38.0,42.5,4.5,38.0,38.0,40.25,45.5,0.0,0.8181818181818182,0.09090909090909091,0.15702479338842976,,,,feature=4 coord=4 contrib=0.15 | feature=5 coord=5 contrib=0.138 | feature=6 coord=6 contrib=0.118 | feature=7 coord=7 contrib=0.101 | feature=3 coord=3 contrib=0.0932 | feature=8 coord=8 contrib=0.0893,feature=8 coord=8 contrib=0.0798 | feature=4 coord=4 contrib=0.0449 | feature=9 coord=9 contrib=0.0183,A_feature_distribution_earlier,"H/Jw t40: A_feature_distribution_earlier; feature distribution comparison, not global lead-lag."
t45,38.0,44.5,6.5,38.0,39.0,41.5,47.75,0.0,0.8181818181818182,0.0,0.12396694214876033,,,,feature=4 coord=4 contrib=0.15 | feature=5 coord=5 contrib=0.138 | feature=6 coord=6 contrib=0.118 | feature=7 coord=7 contrib=0.101 | feature=3 coord=3 contrib=0.0932 | feature=0 coord=0 contrib=0.06,feature=5 coord=5 contrib=0.124 | feature=10 coord=10 contrib=0.0916 | feature=4 coord=4 contrib=0.0449 | feature=9 coord=9 contrib=0.0183,A_feature_distribution_earlier,"H/Jw t45: A_feature_distribution_earlier; feature distribution comparison, not global lead-lag."
