field_a,field_b,marker,A_feature_timing_median,B_feature_timing_median,median_delta_B_minus_A,A_feature_q25,A_feature_q75,B_feature_q25,B_feature_q75,distribution_overlap_score,fraction_A_features_earlier_than_B_median,fraction_B_features_earlier_than_A_median,fraction_near_equal_features,weighted_fraction_A_earlier,weighted_fraction_B_earlier,weighted_fraction_near_equal,feature_relation_label,interpretation
P,V,departure90,37.0,38.0,1.0,37.0,39.0,37.0,39.75,0.7272727272724628,0.46153846153846156,0.0,0.3776223776223776,,,,feature_distributions_overlap,"P-V departure90: feature_distributions_overlap; compares feature timing distributions, not a one-to-one physical feature pairing."
P,V,departure95,37.0,38.0,1.0,37.0,39.0,37.0,39.75,0.7272727272724628,0.46153846153846156,0.0,0.4015151515151515,,,,feature_distributions_overlap,"P-V departure95: feature_distributions_overlap; compares feature timing distributions, not a one-to-one physical feature pairing."
P,V,t10,35.0,40.0,5.0,33.0,37.0,38.25,40.75,0.0,1.0,0.0,0.11888111888111888,,,,A_feature_distribution_earlier,"P-V t10: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,V,t15,37.0,41.0,4.0,33.0,39.0,40.0,41.0,0.0,1.0,0.0,0.16783216783216784,,,,A_feature_distribution_earlier,"P-V t15: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,V,t20,38.0,41.0,3.0,34.0,40.0,40.25,41.0,0.0,0.8461538461538461,0.09090909090909091,0.20279720279720279,,,,A_feature_distribution_earlier,"P-V t20: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,V,t25,39.0,41.0,2.0,38.0,40.0,41.0,42.0,0.0,0.8461538461538461,0.0,0.17482517482517482,,,,A_feature_distribution_earlier,"P-V t25: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,V,t30,40.0,42.0,2.0,39.0,40.0,41.0,42.75,0.0,0.9230769230769231,0.0,0.14685314685314685,,,,A_feature_distribution_earlier,"P-V t30: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,V,t35,40.0,42.0,2.0,40.0,41.0,42.0,43.75,0.0,0.8461538461538461,0.0,0.17482517482517482,,,,A_feature_distribution_earlier,"P-V t35: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,V,t40,41.0,43.0,2.0,40.0,42.0,42.0,44.75,0.0,0.8461538461538461,0.0,0.1958041958041958,,,,A_feature_distribution_earlier,"P-V t40: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,V,t45,42.0,43.5,1.5,41.0,43.0,43.0,44.75,0.0,0.8461538461538461,0.0,0.23776223776223776,,,,A_feature_distribution_earlier,"P-V t45: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,V,t50,42.0,43.5,1.5,41.0,45.0,43.0,45.75,0.4210526315788587,0.6923076923076923,0.0,0.23776223776223776,,,,A_feature_distribution_earlier,"P-V t50: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,V,t75,46.0,46.5,0.5,45.0,46.0,45.0,49.0,0.2499999999999375,0.7692307692307693,0.45454545454545453,0.17482517482517482,,,,A_feature_distribution_earlier,"P-V t75: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,V,peak_raw,43.0,44.5,1.5,40.0,45.0,42.0,45.0,0.59999999999988,0.46153846153846156,0.36363636363636365,0.2727272727272727,,,,feature_distributions_overlap,"P-V peak_raw: feature_distributions_overlap; compares feature timing distributions, not a one-to-one physical feature pairing."
P,V,peak_smooth3,42.0,45.0,3.0,41.0,46.0,43.25,46.0,0.54999999999989,0.46153846153846156,0.0,0.26573426573426573,,,,feature_distributions_overlap,"P-V peak_smooth3: feature_distributions_overlap; compares feature timing distributions, not a one-to-one physical feature pairing."
P,V,duration_25_75,5.0,4.0,-1.0,5.0,8.0,3.25,6.75,0.3684210526315014,0.23076923076923078,0.6363636363636364,0.20279720279720279,,,,B_partial_feature_advantage,"P-V duration_25_75: B_partial_feature_advantage; compares feature timing distributions, not a one-to-one physical feature pairing."
P,V,tail_50_75,3.0,2.0,-1.0,1.0,4.0,2.0,3.0,0.33333333333322224,0.46153846153846156,0.6363636363636364,0.3706293706293706,,,,B_partial_feature_advantage,"P-V tail_50_75: B_partial_feature_advantage; compares feature timing distributions, not a one-to-one physical feature pairing."
P,V,early_span_25_50,3.0,2.0,-1.0,2.0,4.0,1.25,3.75,0.636363636363405,0.3076923076923077,0.6363636363636364,0.40559440559440557,,,,feature_distributions_overlap,"P-V early_span_25_50: feature_distributions_overlap; compares feature timing distributions, not a one-to-one physical feature pairing."
P,H,departure90,37.0,37.0,0.0,37.0,39.0,37.0,37.0,0.0,0.0,0.0,0.4965034965034965,,,,feature_relation_mixed,"P-H departure90: feature_relation_mixed; compares feature timing distributions, not a one-to-one physical feature pairing."
P,H,departure95,37.0,37.0,0.0,37.0,39.0,37.0,37.0,0.0,0.0,0.0,0.5378787878787878,,,,feature_relation_mixed,"P-H departure95: feature_relation_mixed; compares feature timing distributions, not a one-to-one physical feature pairing."
P,H,t10,35.0,35.0,0.0,33.0,37.0,35.0,35.0,0.0,0.6153846153846154,0.09090909090909091,0.1958041958041958,,,,feature_relation_mixed,"P-H t10: feature_relation_mixed; compares feature timing distributions, not a one-to-one physical feature pairing."
P,H,t15,37.0,36.0,-1.0,33.0,39.0,36.0,36.0,0.0,0.6153846153846154,1.0,0.09090909090909091,,,,B_feature_distribution_earlier,"P-H t15: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,H,t20,38.0,36.0,-2.0,34.0,40.0,36.0,36.0,0.0,0.5384615384615384,1.0,0.04195804195804196,,,,B_feature_distribution_earlier,"P-H t20: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,H,t25,39.0,37.0,-2.0,38.0,40.0,37.0,37.0,0.0,0.3076923076923077,1.0,0.1958041958041958,,,,B_feature_distribution_earlier,"P-H t25: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,H,t30,40.0,37.0,-3.0,39.0,40.0,37.0,37.0,0.0,0.3076923076923077,1.0,0.15384615384615385,,,,B_feature_distribution_earlier,"P-H t30: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,H,t35,40.0,38.0,-2.0,40.0,41.0,37.25,38.0,0.0,0.46153846153846156,1.0,0.14685314685314685,,,,B_feature_distribution_earlier,"P-H t35: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,H,t40,41.0,38.0,-3.0,40.0,42.0,38.0,38.0,0.0,0.3076923076923077,0.8181818181818182,0.13986013986013987,,,,B_feature_distribution_earlier,"P-H t40: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,H,t45,42.0,38.0,-4.0,41.0,43.0,38.0,39.0,0.0,0.3076923076923077,0.8181818181818182,0.11888111888111888,,,,B_feature_distribution_earlier,"P-H t45: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,H,t50,42.0,39.0,-3.0,41.0,45.0,39.0,39.0,0.0,0.3076923076923077,0.7272727272727273,0.0979020979020979,,,,B_feature_distribution_earlier,"P-H t50: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,H,t75,46.0,44.0,-2.0,45.0,46.0,42.25,51.75,0.10526315789472576,0.3076923076923077,0.5454545454545454,0.16083916083916083,,,,B_partial_feature_advantage,"P-H t75: B_partial_feature_advantage; compares feature timing distributions, not a one-to-one physical feature pairing."
P,H,peak_raw,43.0,37.0,-6.0,40.0,45.0,36.0,47.0,0.45454545454541323,0.07692307692307693,0.6363636363636364,0.06293706293706294,,,,B_partial_feature_advantage,"P-H peak_raw: B_partial_feature_advantage; compares feature timing distributions, not a one-to-one physical feature pairing."
P,H,peak_smooth3,42.0,36.0,-6.0,41.0,46.0,34.25,37.0,0.0,0.15384615384615385,0.9090909090909091,0.06293706293706294,,,,B_feature_distribution_earlier,"P-H peak_smooth3: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,H,duration_25_75,5.0,7.5,2.5,5.0,8.0,5.25,14.75,0.2820512820512531,0.6153846153846154,0.18181818181818182,0.17482517482517482,,,,A_partial_feature_advantage,"P-H duration_25_75: A_partial_feature_advantage; compares feature timing distributions, not a one-to-one physical feature pairing."
P,H,tail_50_75,3.0,3.5,0.5,1.0,4.0,2.25,5.5,0.38888888888880246,0.6923076923076923,0.36363636363636365,0.27972027972027974,,,,A_feature_distribution_earlier,"P-H tail_50_75: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,H,early_span_25_50,3.0,2.0,-1.0,2.0,4.0,2.0,2.75,0.3749999999998125,0.3076923076923077,0.6363636363636364,0.35664335664335667,,,,B_partial_feature_advantage,"P-H early_span_25_50: B_partial_feature_advantage; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Je,departure90,37.0,37.0,0.0,37.0,39.0,37.0,45.0,0.24999999999996875,0.0,0.0,0.2727272727272727,,,,feature_relation_mixed,"P-Je departure90: feature_relation_mixed; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Je,departure95,37.0,37.0,0.0,37.0,39.0,37.0,45.0,0.24999999999996875,0.0,0.0,0.2878787878787879,,,,feature_relation_mixed,"P-Je departure95: feature_relation_mixed; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Je,t10,35.0,34.0,-1.0,33.0,37.0,30.0,35.0,0.2857142857142449,0.5384615384615384,0.6363636363636364,0.24475524475524477,,,,B_partial_feature_advantage,"P-Je t10: B_partial_feature_advantage; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Je,t15,37.0,35.0,-2.0,33.0,39.0,30.0,36.0,0.3333333333332963,0.6153846153846154,0.9090909090909091,0.18181818181818182,,,,B_feature_distribution_earlier,"P-Je t15: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Je,t20,38.0,36.0,-2.0,34.0,40.0,35.0,36.0,0.16666666666663887,0.5384615384615384,0.8181818181818182,0.13286713286713286,,,,B_feature_distribution_earlier,"P-Je t20: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Je,t25,39.0,36.0,-3.0,38.0,40.0,36.0,37.0,0.0,0.3076923076923077,0.8181818181818182,0.15384615384615385,,,,B_feature_distribution_earlier,"P-Je t25: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Je,t30,40.0,37.0,-3.0,39.0,40.0,36.0,44.0,0.12499999999998437,0.3076923076923077,0.7272727272727273,0.14685314685314685,,,,B_feature_distribution_earlier,"P-Je t30: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Je,t35,40.0,38.0,-2.0,40.0,41.0,37.0,45.0,0.12499999999998437,0.46153846153846156,0.7272727272727273,0.11888111888111888,,,,B_feature_distribution_earlier,"P-Je t35: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Je,t40,41.0,39.0,-2.0,40.0,42.0,37.0,45.0,0.24999999999996875,0.38461538461538464,0.7272727272727273,0.15384615384615385,,,,B_feature_distribution_earlier,"P-Je t40: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Je,t45,42.0,40.0,-2.0,41.0,43.0,38.0,45.0,0.2857142857142449,0.38461538461538464,0.7272727272727273,0.13286713286713286,,,,B_feature_distribution_earlier,"P-Je t45: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Je,t50,42.0,41.0,-1.0,41.0,45.0,40.0,46.0,0.6666666666665555,0.3076923076923077,0.6363636363636364,0.16083916083916083,,,,feature_distributions_overlap,"P-Je t50: feature_distributions_overlap; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Je,t75,46.0,52.0,6.0,45.0,46.0,50.0,53.0,0.0,0.8461538461538461,0.09090909090909091,0.07692307692307693,,,,A_feature_distribution_earlier,"P-Je t75: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Je,peak_raw,43.0,32.0,-11.0,40.0,45.0,32.0,46.0,0.3571428571428316,0.0,0.5454545454545454,0.14685314685314685,,,,B_partial_feature_advantage,"P-Je peak_raw: B_partial_feature_advantage; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Je,peak_smooth3,42.0,32.0,-10.0,41.0,46.0,32.0,46.0,0.3571428571428316,0.0,0.45454545454545453,0.22377622377622378,,,,B_partial_feature_advantage,"P-Je peak_smooth3: B_partial_feature_advantage; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Je,duration_25_75,5.0,17.0,12.0,5.0,8.0,15.0,17.0,0.0,0.9230769230769231,0.18181818181818182,0.1258741258741259,,,,A_feature_distribution_earlier,"P-Je duration_25_75: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Je,tail_50_75,3.0,11.0,8.0,1.0,4.0,3.0,13.0,0.08333333333332639,0.9230769230769231,0.2727272727272727,0.17482517482517482,,,,A_feature_distribution_earlier,"P-Je tail_50_75: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Je,early_span_25_50,3.0,4.0,1.0,2.0,4.0,2.0,4.0,0.9999999999995,0.6923076923076923,0.45454545454545453,0.3006993006993007,,,,feature_distributions_overlap,"P-Je early_span_25_50: feature_distributions_overlap; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Jw,departure90,37.0,37.0,0.0,37.0,39.0,37.0,37.0,0.0,0.0,0.0,0.44755244755244755,,,,feature_relation_mixed,"P-Jw departure90: feature_relation_mixed; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Jw,departure95,37.0,37.0,0.0,37.0,39.0,37.0,37.0,0.0,0.0,0.0,0.48484848484848486,,,,feature_relation_mixed,"P-Jw departure95: feature_relation_mixed; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Jw,t10,35.0,37.0,2.0,33.0,37.0,37.0,38.0,0.0,0.6923076923076923,0.09090909090909091,0.24475524475524477,,,,A_feature_distribution_earlier,"P-Jw t10: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Jw,t15,37.0,38.0,1.0,33.0,39.0,38.0,38.75,0.12499999999997917,0.6923076923076923,0.09090909090909091,0.1888111888111888,,,,A_feature_distribution_earlier,"P-Jw t15: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Jw,t20,38.0,39.0,1.0,34.0,40.0,38.25,40.5,0.2692307692307278,0.6923076923076923,0.18181818181818182,0.21678321678321677,,,,A_feature_distribution_earlier,"P-Jw t20: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Jw,t25,39.0,39.0,0.0,38.0,40.0,39.0,42.5,0.22222222222217283,0.5384615384615384,0.2727272727272727,0.24475524475524477,,,,feature_relation_mixed,"P-Jw t25: feature_relation_mixed; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Jw,t30,40.0,39.5,-0.5,39.0,40.0,39.0,43.5,0.22222222222217283,0.6153846153846154,0.5454545454545454,0.24475524475524477,,,,B_partial_feature_advantage,"P-Jw t30: B_partial_feature_advantage; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Jw,t35,40.0,41.0,1.0,40.0,41.0,40.0,44.5,0.22222222222217283,0.6923076923076923,0.2727272727272727,0.22377622377622378,,,,A_feature_distribution_earlier,"P-Jw t35: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Jw,t40,41.0,42.5,1.5,40.0,42.0,40.25,45.5,0.31818181818176033,0.8461538461538461,0.36363636363636365,0.1888111888111888,,,,A_feature_distribution_earlier,"P-Jw t40: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Jw,t45,42.0,44.5,2.5,41.0,43.0,41.5,47.75,0.2222222222221893,0.8461538461538461,0.36363636363636365,0.14685314685314685,,,,A_feature_distribution_earlier,"P-Jw t45: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Jw,t50,42.0,45.5,3.5,41.0,45.0,42.25,48.0,0.3928571428570867,0.8461538461538461,0.2727272727272727,0.18181818181818182,,,,A_feature_distribution_earlier,"P-Jw t50: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Jw,t75,46.0,49.0,3.0,45.0,46.0,45.5,51.0,0.08333333333331944,0.8461538461538461,0.36363636363636365,0.11888111888111888,,,,A_feature_distribution_earlier,"P-Jw t75: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Jw,peak_raw,43.0,49.0,6.0,40.0,45.0,39.75,50.0,0.4878048780487329,0.8461538461538461,0.45454545454545453,0.07692307692307693,,,,A_feature_distribution_earlier,"P-Jw peak_raw: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Jw,peak_smooth3,42.0,45.5,3.5,41.0,46.0,39.0,50.0,0.45454545454541323,0.6153846153846154,0.36363636363636365,0.06993006993006994,,,,A_partial_feature_advantage,"P-Jw peak_smooth3: A_partial_feature_advantage; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Jw,duration_25_75,5.0,7.0,2.0,5.0,8.0,3.75,9.5,0.5217391304346919,0.5384615384615384,0.2727272727272727,0.14685314685314685,,,,feature_distributions_overlap,"P-Jw duration_25_75: feature_distributions_overlap; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Jw,tail_50_75,3.0,2.5,-0.5,1.0,4.0,1.0,3.75,0.9166666666663611,0.5384615384615384,0.5454545454545454,0.3986013986013986,,,,feature_distributions_overlap,"P-Jw tail_50_75: feature_distributions_overlap; compares feature timing distributions, not a one-to-one physical feature pairing."
P,Jw,early_span_25_50,3.0,4.0,1.0,2.0,4.0,2.25,5.0,0.5833333333331389,0.6923076923076923,0.2727272727272727,0.23776223776223776,,,,feature_distributions_overlap,"P-Jw early_span_25_50: feature_distributions_overlap; compares feature timing distributions, not a one-to-one physical feature pairing."
V,H,departure90,38.0,37.0,-1.0,37.0,39.75,37.0,37.0,0.0,0.0,0.9090909090909091,0.49586776859504134,,,,B_feature_distribution_earlier,"V-H departure90: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,H,departure95,38.0,37.0,-1.0,37.0,39.75,37.0,37.0,0.0,0.0,0.9090909090909091,0.49586776859504134,,,,B_feature_distribution_earlier,"V-H departure95: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,H,t10,40.0,35.0,-5.0,38.25,40.75,35.0,35.0,0.0,0.0,1.0,0.049586776859504134,,,,B_feature_distribution_earlier,"V-H t10: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,H,t15,41.0,36.0,-5.0,40.0,41.0,36.0,36.0,0.0,0.0,1.0,0.06611570247933884,,,,B_feature_distribution_earlier,"V-H t15: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,H,t20,41.0,36.0,-5.0,40.25,41.0,36.0,36.0,0.0,0.0,1.0,0.06611570247933884,,,,B_feature_distribution_earlier,"V-H t20: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,H,t25,41.0,37.0,-4.0,41.0,42.0,37.0,37.0,0.0,0.0,1.0,0.0,,,,B_feature_distribution_earlier,"V-H t25: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,H,t30,42.0,37.0,-5.0,41.0,42.75,37.0,37.0,0.0,0.0,1.0,0.0,,,,B_feature_distribution_earlier,"V-H t30: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,H,t35,42.0,38.0,-4.0,42.0,43.75,37.25,38.0,0.0,0.0,1.0,0.0,,,,B_feature_distribution_earlier,"V-H t35: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,H,t40,43.0,38.0,-5.0,42.0,44.75,38.0,38.0,0.0,0.0,0.8181818181818182,0.03305785123966942,,,,B_feature_distribution_earlier,"V-H t40: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,H,t45,43.5,38.0,-5.5,43.0,44.75,38.0,39.0,0.0,0.0,0.8181818181818182,0.049586776859504134,,,,B_feature_distribution_earlier,"V-H t45: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,H,t50,43.5,39.0,-4.5,43.0,45.75,39.0,39.0,0.0,0.0,0.7272727272727273,0.049586776859504134,,,,B_feature_distribution_earlier,"V-H t50: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,H,t75,46.5,44.0,-2.5,45.0,49.0,42.25,51.75,0.42105263157890305,0.09090909090909091,0.6363636363636364,0.1487603305785124,,,,B_partial_feature_advantage,"V-H t75: B_partial_feature_advantage; compares feature timing distributions, not a one-to-one physical feature pairing."
V,H,peak_raw,44.5,37.0,-7.5,42.0,45.0,36.0,47.0,0.27272727272724795,0.0,0.6363636363636364,0.03305785123966942,,,,B_partial_feature_advantage,"V-H peak_raw: B_partial_feature_advantage; compares feature timing distributions, not a one-to-one physical feature pairing."
V,H,peak_smooth3,45.0,36.0,-9.0,43.25,46.0,34.25,37.0,0.0,0.0,0.9090909090909091,0.04132231404958678,,,,B_feature_distribution_earlier,"V-H peak_smooth3: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,H,duration_25_75,4.0,7.5,3.5,3.25,6.75,5.25,14.75,0.1304347826086843,0.8181818181818182,0.18181818181818182,0.18181818181818182,,,,A_feature_distribution_earlier,"V-H duration_25_75: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,H,tail_50_75,2.0,3.5,1.5,2.0,3.0,2.25,5.5,0.21428571428565305,0.8181818181818182,0.18181818181818182,0.4793388429752066,,,,A_feature_distribution_earlier,"V-H tail_50_75: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,H,early_span_25_50,2.0,2.0,0.0,1.25,3.75,2.0,2.75,0.29999999999988,0.36363636363636365,0.09090909090909091,0.4628099173553719,,,,feature_relation_mixed,"V-H early_span_25_50: feature_relation_mixed; compares feature timing distributions, not a one-to-one physical feature pairing."
V,Je,departure90,38.0,37.0,-1.0,37.0,39.75,37.0,45.0,0.34374999999995703,0.0,0.45454545454545453,0.24793388429752067,,,,B_partial_feature_advantage,"V-Je departure90: B_partial_feature_advantage; compares feature timing distributions, not a one-to-one physical feature pairing."
V,Je,departure95,38.0,37.0,-1.0,37.0,39.75,37.0,45.0,0.34374999999995703,0.0,0.45454545454545453,0.256198347107438,,,,B_partial_feature_advantage,"V-Je departure95: B_partial_feature_advantage; compares feature timing distributions, not a one-to-one physical feature pairing."
V,Je,t10,40.0,34.0,-6.0,38.25,40.75,30.0,35.0,0.0,0.0,0.9090909090909091,0.01652892561983471,,,,B_feature_distribution_earlier,"V-Je t10: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,Je,t15,41.0,35.0,-6.0,40.0,41.0,30.0,36.0,0.0,0.0,0.9090909090909091,0.05785123966942149,,,,B_feature_distribution_earlier,"V-Je t15: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,Je,t20,41.0,36.0,-5.0,40.25,41.0,35.0,36.0,0.0,0.0,0.8181818181818182,0.049586776859504134,,,,B_feature_distribution_earlier,"V-Je t20: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,Je,t25,41.0,36.0,-5.0,41.0,42.0,36.0,37.0,0.0,0.0,0.8181818181818182,0.024793388429752067,,,,B_feature_distribution_earlier,"V-Je t25: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,Je,t30,42.0,37.0,-5.0,41.0,42.75,36.0,44.0,0.21874999999997266,0.0,0.7272727272727273,0.049586776859504134,,,,B_feature_distribution_earlier,"V-Je t30: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,Je,t35,42.0,38.0,-4.0,42.0,43.75,37.0,45.0,0.21874999999997266,0.0,0.7272727272727273,0.049586776859504134,,,,B_feature_distribution_earlier,"V-Je t35: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,Je,t40,43.0,39.0,-4.0,42.0,44.75,37.0,45.0,0.34374999999995703,0.0,0.7272727272727273,0.06611570247933884,,,,B_feature_distribution_earlier,"V-Je t40: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,Je,t45,43.5,40.0,-3.5,43.0,44.75,38.0,45.0,0.24999999999996428,0.0,0.7272727272727273,0.06611570247933884,,,,B_feature_distribution_earlier,"V-Je t45: B_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,Je,t50,43.5,41.0,-2.5,43.0,45.75,40.0,46.0,0.45833333333325693,0.0,0.6363636363636364,0.12396694214876033,,,,B_partial_feature_advantage,"V-Je t50: B_partial_feature_advantage; compares feature timing distributions, not a one-to-one physical feature pairing."
V,Je,t75,46.5,52.0,5.5,45.0,49.0,50.0,53.0,0.0,1.0,0.09090909090909091,0.18181818181818182,,,,A_feature_distribution_earlier,"V-Je t75: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
V,Je,peak_raw,44.5,32.0,-12.5,42.0,45.0,32.0,46.0,0.21428571428569898,0.0,0.5454545454545454,0.15702479338842976,,,,B_partial_feature_advantage,"V-Je peak_raw: B_partial_feature_advantage; compares feature timing distributions, not a one-to-one physical feature pairing."
V,Je,peak_smooth3,45.0,32.0,-13.0,43.25,46.0,32.0,46.0,0.1964285714285574,0.0,0.45454545454545453,0.19008264462809918,,,,B_partial_feature_advantage,"V-Je peak_smooth3: B_partial_feature_advantage; compares feature timing distributions, not a one-to-one physical feature pairing."
V,Je,duration_25_75,4.0,17.0,13.0,3.25,6.75,15.0,17.0,0.0,1.0,0.09090909090909091,0.06611570247933884,,,,A_feature_distribution_earlier,"V-Je duration_25_75: A_feature_distribution_earlier; compares feature timing distributions, not a one-to-one physical feature pairing."
