window_id,target_name,object,abs_loading_fraction,positive_loading_fraction,negative_loading_fraction,early_half_abs_loading_fraction,late_half_abs_loading_fraction,dominant_day_start,dominant_day_end,dominant_profile_coord_min,dominant_profile_coord_max,dominant_object_rank
W160,W160_V_vs_Je_delta_peak,H,0.21991768532439857,0.8442744552699953,0.15572554473000458,0.43454049059998107,0.565459509400019,139.0,176.0,0.0,10.0,2
W160,W160_V_vs_Je_delta_peak,Je,0.18405837746556594,0.3515541014446586,0.6484458985553416,0.32618844288439214,0.6738115571156079,119.0,178.0,0.0,10.0,4
W160,W160_V_vs_Je_delta_peak,Jw,0.1522405132112453,0.3979742222697716,0.6020257777302284,0.3944096296821887,0.6055903703178113,124.0,178.0,0.0,10.0,5
W160,W160_V_vs_Je_delta_peak,P,0.1853570512046408,0.5715820872352777,0.4284179127647223,0.38423283881881387,0.6157671611811861,119.0,178.0,0.0,12.0,3
W160,W160_V_vs_Je_delta_peak,V,0.2584263727941494,0.6034763171737457,0.39652368282625433,0.4033320241652056,0.5966679758347945,137.0,172.0,0.0,10.0,1
W160,W160_H_vs_Jw_delta_peak,H,0.25437295748355376,0.18688986919109465,0.8131101308089054,0.5493915497832917,0.45060845021670826,119.0,174.0,0.0,9.0,2
W160,W160_H_vs_Jw_delta_peak,Je,0.15625394085667657,0.607774899857873,0.39222510014212686,0.516457276694702,0.483542723305298,119.0,178.0,0.0,10.0,4
W160,W160_H_vs_Jw_delta_peak,Jw,0.29176149584888483,0.5907169915868452,0.4092830084131547,0.3606742205168457,0.6393257794831543,136.0,170.0,0.0,10.0,1
W160,W160_H_vs_Jw_delta_peak,P,0.18004834471060271,0.6226947460621429,0.37730525393785697,0.5963378069929077,0.4036621930070922,119.0,178.0,0.0,12.0,3
W160,W160_H_vs_Jw_delta_peak,V,0.1175632611002822,0.464116203385455,0.5358837966145449,0.46076892519098805,0.5392310748090119,119.0,178.0,0.0,10.0,5
W160,W160_P_vs_V_delta_peak,H,0.2645417138699712,0.02920192315082159,0.9707980768491782,0.5208194523762906,0.4791805476237092,134.0,178.0,0.0,10.0,1
W160,W160_P_vs_V_delta_peak,Je,0.16395823348550906,0.53677171928177,0.46322828071822997,0.4875465298312184,0.5124534701687816,134.0,178.0,0.0,8.0,5
W160,W160_P_vs_V_delta_peak,Jw,0.18463348113789038,0.5269142392998639,0.4730857607001363,0.36733426976155437,0.6326657302384459,139.0,178.0,0.0,10.0,3
W160,W160_P_vs_V_delta_peak,P,0.1797658314063831,0.5135079099971879,0.486492090002812,0.34777913332255167,0.6522208666774483,119.0,172.0,0.0,12.0,4
W160,W160_P_vs_V_delta_peak,V,0.20710074010024623,0.3999524642837753,0.6000475357162246,0.2939626176124717,0.7060373823875282,144.0,173.0,0.0,10.0,2
W160,W160_Jw_vs_V_delta_peak,H,0.2142091770404968,0.5636968440724724,0.43630315592752744,0.5654988016890303,0.43450119831096956,119.0,174.0,0.0,9.0,3
W160,W160_Jw_vs_V_delta_peak,Je,0.12111404087047191,0.5288586449110232,0.4711413550889768,0.51046598004725,0.48953401995275003,119.0,176.0,0.0,10.0,5
W160,W160_Jw_vs_V_delta_peak,Jw,0.24524118526856187,0.5007562420548574,0.4992437579451426,0.387274156788218,0.6127258432117819,129.0,169.0,0.0,10.0,1
W160,W160_Jw_vs_V_delta_peak,P,0.1999323516347711,0.4121252932967538,0.5878747067032463,0.4944819126473459,0.5055180873526541,119.0,178.0,0.0,12.0,4
W160,W160_Jw_vs_V_delta_peak,V,0.21950324518569836,0.4170664606411107,0.5829335393588893,0.4508068362492124,0.5491931637507875,119.0,176.0,0.0,10.0,2
