window_id,target_name,object_A,object_B,score_bin,score_bin_index,n_bootstrap,score_min,score_max,score_mean,delta_median,delta_q025,delta_q975,P_A_earlier,P_B_earlier,P_same_day,dominant_order_direction,dominant_order_probability,order_level
W160,W160_V_vs_Je_delta_peak,V,Je,Q1,1,200,-1.9815165477534777,-0.5284956718498055,-0.8318150547082251,-1.0,-6.0249999999999995,2.0,0.195,0.63,0.175,Je_earlier,0.63,weak_or_none
W160,W160_V_vs_Je_delta_peak,V,Je,Q2,2,200,-0.5268088286166986,-0.15368800290216192,-0.3376265289071416,0.0,-7.0,6.225000000000051,0.385,0.41,0.205,Je_earlier,0.41,weak_or_none
W160,W160_V_vs_Je_delta_peak,V,Je,Q3,3,200,-0.15327120651866322,0.16366555380054756,0.005392053334876001,1.0,-5.0249999999999995,7.025000000000006,0.565,0.255,0.18,V_earlier,0.565,weak_or_none
W160,W160_V_vs_Je_delta_peak,V,Je,Q4,4,200,0.164657453277013,0.5211229184139566,0.31961366162222665,2.0,-5.0,24.0,0.705,0.155,0.14,V_earlier,0.705,weak_or_none
W160,W160_V_vs_Je_delta_peak,V,Je,Q5,5,199,0.5244309039534042,1.9822285920246614,0.8486792649831802,6.0,-5.0,17.049999999999983,0.8844221105527639,0.07035175879396985,0.04522613065326633,V_earlier,0.8844221105527639,weak_or_none
W160,W160_H_vs_Jw_delta_peak,H,Jw,Q1,1,200,-1.8432994797331939,-0.44036520151688385,-0.7552429224629138,-5.0,-19.049999999999997,9.0,0.165,0.82,0.015,Jw_earlier,0.82,weak_or_none
W160,W160_H_vs_Jw_delta_peak,H,Jw,Q2,2,200,-0.4391158566043381,-0.12639464681673795,-0.27753458978520706,-4.0,-22.025,11.0,0.26,0.705,0.035,Jw_earlier,0.705,weak_or_none
W160,W160_H_vs_Jw_delta_peak,H,Jw,Q3,3,200,-0.12566788792300237,0.1458018211924246,0.004962890431869962,0.0,-17.075,11.0,0.445,0.495,0.06,Jw_earlier,0.495,weak_or_none
W160,W160_H_vs_Jw_delta_peak,H,Jw,Q4,4,199,0.1462746367600959,0.46310915693756166,0.29686416942297333,1.0,-10.05,12.0,0.5477386934673367,0.36180904522613067,0.09045226130653267,H_earlier,0.5477386934673367,weak_or_none
W160,W160_H_vs_Jw_delta_peak,H,Jw,Q5,5,199,0.46885376138261686,1.4995479452011,0.7361153499903443,3.0,-10.0,14.049999999999983,0.7085427135678392,0.2663316582914573,0.02512562814070352,H_earlier,0.7085427135678392,weak_or_none
W160,W160_P_vs_V_delta_peak,P,V,Q1,1,200,-1.7575365511047107,-0.5141263203774821,-0.8544655623866464,0.0,-16.0,8.0,0.48,0.435,0.085,P_earlier,0.48,weak_or_none
W160,W160_P_vs_V_delta_peak,P,V,Q2,2,200,-0.5097973228516668,-0.1583973254463303,-0.3246896985178982,2.5,-9.024999999999999,10.050000000000011,0.7,0.22,0.08,P_earlier,0.7,weak_or_none
W160,W160_P_vs_V_delta_peak,P,V,Q3,3,200,-0.15686257850264848,0.17782020903987475,0.001996373762593677,3.0,-9.0,8.0,0.77,0.175,0.055,P_earlier,0.77,weak_or_none
W160,W160_P_vs_V_delta_peak,P,V,Q4,4,200,0.1794176673987819,0.5244857321769896,0.3407706927981268,3.0,-11.075,10.0,0.81,0.155,0.035,P_earlier,0.81,weak_or_none
W160,W160_P_vs_V_delta_peak,P,V,Q5,5,199,0.5336503041774233,2.1364087881620932,0.8405911500942959,4.0,-2.0,7.0,0.9396984924623115,0.04522613065326633,0.01507537688442211,P_earlier,0.9396984924623115,usable_90
W160,W160_Jw_vs_V_delta_peak,Jw,V,Q1,1,200,-1.822091894677509,-0.4535954948646549,-0.7453139373440729,0.0,-16.025,14.025000000000006,0.475,0.485,0.04,V_earlier,0.485,weak_or_none
W160,W160_Jw_vs_V_delta_peak,Jw,V,Q2,2,200,-0.45350238802889803,-0.10922470030924913,-0.27336031626444707,4.0,-10.049999999999999,15.025000000000006,0.66,0.315,0.025,Jw_earlier,0.66,weak_or_none
W160,W160_Jw_vs_V_delta_peak,Jw,V,Q3,3,199,-0.1087683897582274,0.12579252845076982,0.014690645440014301,5.0,-8.0,19.199999999999932,0.7035175879396985,0.2663316582914573,0.03015075376884422,Jw_earlier,0.7035175879396985,weak_or_none
W160,W160_Jw_vs_V_delta_peak,Jw,V,Q4,4,199,0.12659773718209902,0.4325773656856222,0.28954099404653305,7.0,-8.0,25.049999999999983,0.7587939698492462,0.22110552763819097,0.020100502512562814,Jw_earlier,0.7587939698492462,weak_or_none
W160,W160_Jw_vs_V_delta_peak,Jw,V,Q5,5,199,0.4333728185570585,1.794690147555471,0.7195615802205079,10.0,-4.0,20.099999999999966,0.8743718592964824,0.11557788944723618,0.010050251256281407,Jw_earlier,0.8743718592964824,weak_or_none
