window_id,bootstrap_id,object_A,object_B,peak_A,peak_B,delta_B_minus_A,A_earlier_flag,B_earlier_flag,same_day_flag
W160,0,P,V,157.0,148.0,-9.0,False,True,False
W160,0,P,H,157.0,159.0,2.0,True,False,False
W160,0,P,Je,157.0,162.0,5.0,True,False,False
W160,0,P,Jw,157.0,157.0,0.0,False,False,True
W160,0,V,H,148.0,159.0,11.0,True,False,False
W160,0,V,Je,148.0,162.0,14.0,True,False,False
W160,0,V,Jw,148.0,157.0,9.0,True,False,False
W160,0,H,Je,159.0,162.0,3.0,True,False,False
W160,0,H,Jw,159.0,157.0,-2.0,False,True,False
W160,0,Je,Jw,162.0,157.0,-5.0,False,True,False
W160,1,P,V,159.0,160.0,1.0,True,False,False
W160,1,P,H,159.0,155.0,-4.0,False,True,False
W160,1,P,Je,159.0,161.0,2.0,True,False,False
W160,1,P,Jw,159.0,163.0,4.0,True,False,False
W160,1,V,H,160.0,155.0,-5.0,False,True,False
W160,1,V,Je,160.0,161.0,1.0,True,False,False
W160,1,V,Jw,160.0,163.0,3.0,True,False,False
W160,1,H,Je,155.0,161.0,6.0,True,False,False
W160,1,H,Jw,155.0,163.0,8.0,True,False,False
W160,1,Je,Jw,161.0,163.0,2.0,True,False,False
W160,2,P,V,158.0,161.0,3.0,True,False,False
W160,2,P,H,158.0,156.0,-2.0,False,True,False
W160,2,P,Je,158.0,161.0,3.0,True,False,False
W160,2,P,Jw,158.0,149.0,-9.0,False,True,False
W160,2,V,H,161.0,156.0,-5.0,False,True,False
W160,2,V,Je,161.0,161.0,0.0,False,False,True
W160,2,V,Jw,161.0,149.0,-12.0,False,True,False
W160,2,H,Je,156.0,161.0,5.0,True,False,False
W160,2,H,Jw,156.0,149.0,-7.0,False,True,False
W160,2,Je,Jw,161.0,149.0,-12.0,False,True,False
W160,3,P,V,158.0,162.0,4.0,True,False,False
W160,3,P,H,158.0,142.0,-16.0,False,True,False
W160,3,P,Je,158.0,161.0,3.0,True,False,False
W160,3,P,Jw,158.0,151.0,-7.0,False,True,False
W160,3,V,H,162.0,142.0,-20.0,False,True,False
W160,3,V,Je,162.0,161.0,-1.0,False,True,False
W160,3,V,Jw,162.0,151.0,-11.0,False,True,False
W160,3,H,Je,142.0,161.0,19.0,True,False,False
W160,3,H,Jw,142.0,151.0,9.0,True,False,False
W160,3,Je,Jw,161.0,151.0,-10.0,False,True,False
W160,4,P,V,157.0,161.0,4.0,True,False,False
W160,4,P,H,157.0,165.0,8.0,True,False,False
W160,4,P,Je,157.0,162.0,5.0,True,False,False
W160,4,P,Jw,157.0,152.0,-5.0,False,True,False
W160,4,V,H,161.0,165.0,4.0,True,False,False
W160,4,V,Je,161.0,162.0,1.0,True,False,False
W160,4,V,Jw,161.0,152.0,-9.0,False,True,False
