window,source,target,source_family,target_family,lead_lag_label,lead_lag_group,direction_label,same_day_coupling_flag,p_pos_surrogate,q_pos_within_window,q_pos_global,p_pos_audit_surrogate,q_pos_audit_within_window,q_pos_audit_global,audit_support_shift,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,D_pos_neg,D_pos_neg_CI90_low,D_pos_neg_CI90_high,D_pos_neg_CI95_low,D_pos_neg_CI95_high,P_D_pos_neg_gt_0,D_pos_0,D_pos_0_CI90_low,D_pos_0_CI90_high,D_pos_0_CI95_low,D_pos_0_CI95_high,P_D_pos_0_gt_0,source_raw_phi,target_raw_phi,source_phi_after_clip,target_phi_after_clip,source_phi_clip_severity,target_phi_clip_severity,pair_phi_risk,source_phi_clip_amount,target_phi_clip_amount,evidence_tier,evidence_tier_reason,recommended_usage,failure_reason,risk_note,suggested_reverse_direction
T3_expand23,V_strength,P_main_band_share,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.17382617382617382,0.2926665171563131,0.2926665171563131,0.1918081918081918,0.365897838425311,0.365897838425311,same_p_support_flag,2,0.15905690911953646,0.15905690911953646,-4,-0.06129751328205507,0.06129751328205507,0.09707289070946576,0.09707289070946576,0.08715682260443966,-0.08905891797931192,0.14908880106460598,-0.12073506783585924,0.16716571935328017,0.768,0.04596686286981547,-0.0029904197085618275,0.12356159819092496,-0.010753642966762572,0.14119514504417963,0.929,0.9426685701390238,0.9447886165495519,0.9426685701390238,0.9447886165495519,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,
T3_expand23,V_strength,P_south_band_share_18_24,V,P,lead_lag_yes_clear,lead_lag_yes,clear_X_leads_Y_moderate,False,0.01098901098901099,0.061224489795918366,0.061224489795918366,0.04495504495504495,0.1725019166879632,0.1725019166879632,same_p_support_flag,4,-0.2654321591726988,0.2654321591726988,-3,0.10226524340108516,0.10226524340108516,-0.02723087939136031,0.02723087939136031,0.1711639414413046,0.012996461395521285,0.28414122162564365,-0.015784866575399126,0.3077545008332398,0.965,0.23210395680767104,0.10778524415949926,0.3072574032007953,0.0884490448114226,0.3249258857439376,0.998,0.9426685701390238,0.9406125107372874,0.9426685701390238,0.9406125107372874,none,none,none,0.0,0.0,Tier2_main_supported_audit_moderate,main yes; audit p pass but audit-FDR or phi-risk prevents Tier1,usable candidate with audit/moderate-risk flag; not a core-only claim,,,
T3_expand23,V_strength,P_main_minus_south,V,P,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,direction_not_assessed_as_strict_due_to_marginal_stat_support,False,0.04395604395604396,0.13073133762788935,0.13073133762788935,0.11888111888111888,0.2927993059572007,0.2927993059572007,audit_more_conservative,3,0.21754443206357685,0.21754443206357685,-4,-0.08478518152619532,0.08478518152619532,0.07642626193245418,0.07642626193245418,0.13372064333201736,-0.04302672759880761,0.22583078675371537,-0.07196687597263782,0.24534927265502235,0.885,0.12917798348192538,0.05358896396204206,0.20425562698376654,0.04235563141637055,0.22696769344927908,0.995,0.9426685701390238,0.9448960662212024,0.9426685701390238,0.9448960662212024,none,none,none,0.0,0.0,Tier4d_ambiguous_marginal_statistical_support,ambiguous because statistical support is marginal,expanded temporal risk pool only; useful for feedback/same-day/transition audit,marginal_statistical_support,marginal,
T3_expand23,V_strength,P_spread_lat,V,P,lead_lag_yes_clear,lead_lag_yes,clear_X_leads_Y_strong,False,0.007992007992007992,0.05733397037744864,0.05733397037744864,0.027972027972027972,0.17015242821694435,0.17015242821694435,same_p_support_flag,4,0.26371109099073653,0.26371109099073653,-3,-0.11209305631742852,0.11209305631742852,0.021276987692824167,0.021276987692824167,0.1538735224033992,0.02364037322886247,0.2501145199313826,0.007240493149044326,0.26902006212074064,0.981,0.23508639693008232,0.10300841978423791,0.3115348856134768,0.08717005651341082,0.3344975176732955,0.998,0.9426685701390238,0.9282632757807353,0.9426685701390238,0.9282632757807353,none,none,none,0.0,0.0,Tier2_main_supported_audit_moderate,main yes; audit p pass but audit-FDR or phi-risk prevents Tier1,usable candidate with audit/moderate-risk flag; not a core-only claim,,,
T3_expand23,V_strength,P_north_band_share_35_45,V,P,lead_lag_yes_clear,lead_lag_yes,clear_X_leads_Y_moderate,False,0.006993006993006993,0.05494505494505494,0.05494505494505494,0.01898101898101898,0.1361681796464405,0.1361681796464405,same_p_support_flag,4,0.28776840209455046,0.28776840209455046,-4,-0.1068403045155434,0.1068403045155434,0.10049906894047278,0.10049906894047278,0.17685905359188686,0.023834427555646732,0.2591462293950297,-0.007644507328487358,0.27400941841874005,0.971,0.16988360562128718,0.07606075599462078,0.2640067851156627,0.062461663635460254,0.2825636630085472,0.999,0.9426685701390238,0.9227138406702876,0.9426685701390238,0.9227138406702876,none,none,none,0.0,0.0,Tier2_main_supported_audit_moderate,main yes; audit p pass but audit-FDR or phi-risk prevents Tier1,usable candidate with audit/moderate-risk flag; not a core-only claim,,,
T3_expand23,V_strength,P_north_minus_main_35_45,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.4785214785214785,0.5445244410761653,0.5445244410761653,0.48451548451548454,0.5551739926739927,0.5551739926739927,same_p_support_flag,5,0.08506694100099646,0.08506694100099646,-1,-0.022635470833399007,0.022635470833399007,-0.017884716675943102,0.017884716675943102,0.055546573709473496,-0.10272622203450651,0.12659701759558675,-0.12316816488594448,0.1494055270434393,0.536,0.05195055290992581,-0.03760987733223752,0.1528293960044372,-0.045004762116160384,0.17417322388162845,0.699,0.9426685701390238,0.9290666695833759,0.9426685701390238,0.9290666695833759,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,
T3_expand23,V_strength,P_total_centroid_lat_10_50,V,P,lead_lag_yes_clear,lead_lag_yes,clear_X_leads_Y_moderate,False,0.001998001998001998,0.020604395604395604,0.020604395604395604,0.00999000999000999,0.09696186166774401,0.09696186166774401,same_p_support_flag,3,0.33171054450896115,0.33171054450896115,-4,-0.11370324622405023,0.11370324622405023,0.14243818094767507,0.14243818094767507,0.21548074190591282,0.032535788820267496,0.3139419600238117,-0.006016398271245829,0.32673612794057977,0.973,0.17663084398824713,0.10930476720752218,0.2563352698185843,0.09685985792116734,0.26899408860605306,1.0,0.9426685701390238,0.9458816287212337,0.9426685701390238,0.9458816287212337,none,none,none,0.0,0.0,Tier1a_audit_stable_clear_leadlag,main yes; audit-FDR pass; clear lead-lag; no severe phi risk,strict temporal core for pathway candidate screening,,,
T3_expand23,V_strength,P_main_28_35_mean,V,P,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,direction_not_assessed_as_strict_due_to_marginal_stat_support,True,0.04195804195804196,0.13062409288824384,0.13062409288824384,0.14885114885114886,0.3032153032153032,0.3032153032153032,audit_more_conservative,1,0.21440726525244236,0.21440726525244236,-1,0.16165818405650564,0.16165818405650564,0.20238912478572335,0.20238912478572335,0.059647530534601645,-0.002186606552606926,0.12881584618371714,-0.014002239146705012,0.14591082765321736,0.944,-0.0003040272150957313,-0.02997974607720684,0.04117978913852409,-0.03454281069689282,0.053743821022224,0.511,0.9426685701390238,0.9314074006010721,0.9426685701390238,0.9314074006010721,none,none,none,0.0,0.0,Tier4d_ambiguous_marginal_statistical_support,ambiguous because statistical support is marginal,expanded temporal risk pool only; useful for feedback/same-day/transition audit,marginal_statistical_support,marginal,
T3_expand23,V_strength,P_south_10_25_mean,V,P,lead_lag_ambiguous_direction_uncertain,lead_lag_ambiguous,direction_uncertain,False,0.002997002997002997,0.027472527472527472,0.027472527472527472,0.005994005994005994,0.0760777683854607,0.0760777683854607,same_p_support_flag,3,-0.33090511205927897,0.33090511205927897,-4,0.18094567399273984,0.18094567399273984,-0.11449567925654269,0.11449567925654269,0.14576892037576877,-0.013743041467883804,0.2702516336495864,-0.03781920757211047,0.2846461454971521,0.931,0.2020179265096144,0.12174599060834504,0.2983582247534914,0.10680891261492602,0.3179029310420546,1.0,0.9426685701390238,0.9579702037206422,0.9426685701390238,0.95,none,minor,minor,0.0,0.007970203720642277,Tier4c_ambiguous_direction_uncertain,ambiguous because direction is uncertain or year-sensitive,expanded temporal risk pool only; useful for feedback/same-day/transition audit,direction_difference_not_stable,direction_uncertain,
T3_expand23,V_strength,P_scs_10_20_mean,V,P,lead_lag_ambiguous_direction_uncertain,lead_lag_ambiguous,direction_uncertain,False,0.015984015984015984,0.06940427993059572,0.06940427993059572,0.01898101898101898,0.1361681796464405,0.1361681796464405,same_p_support_flag,3,-0.26945425285871377,0.26945425285871377,-4,0.16233909125797918,0.16233909125797918,-0.1169033324358764,0.1169033324358764,0.10322497959005228,-0.0567842681945122,0.20888283972657418,-0.08703624580112714,0.22540178588297866,0.835,0.14556177004312443,0.07370766143529185,0.2395029090797142,0.058516006120688704,0.25849731696871375,1.0,0.9426685701390238,0.9558398284340142,0.9426685701390238,0.95,none,minor,minor,0.0,0.005839828434014205,Tier4c_ambiguous_direction_uncertain,ambiguous because direction is uncertain or year-sensitive,expanded temporal risk pool only; useful for feedback/same-day/transition audit,direction_difference_not_stable,direction_uncertain,
T3_expand23,V_strength,P_highlat_40_60_mean,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.08791208791208792,0.2014652014652015,0.2014652014652015,0.26873126873126874,0.43471234647705237,0.43471234647705237,same_p_support_flag,1,0.17710679627460785,0.17710679627460785,-1,0.141825388931742,0.141825388931742,0.16497744329110597,0.16497744329110597,0.040449336138054265,-0.013129973922839159,0.11302989975546548,-0.0229215350004395,0.12976947604937825,0.894,0.0033863421416329142,-0.02288793009626234,0.06186886609043698,-0.02865626592714635,0.08188313207386316,0.575,0.9426685701390238,0.9186785304640184,0.9426685701390238,0.9186785304640184,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,
T3_expand23,V_strength,P_highlat_35_60_mean,V,P,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,bidirectional_close,True,0.012987012987012988,0.061224489795918366,0.061224489795918366,0.12387612387612387,0.2927993059572007,0.2927993059572007,audit_more_conservative,1,0.26559925020905917,0.26559925020905917,-1,0.22725453505484464,0.22725453505484464,0.2553173127382707,0.2553173127382707,0.03360343596008153,-0.017706354578611312,0.099250024904258,-0.030240506481616265,0.11334002023765573,0.858,-0.007358140444627681,-0.033753778818480934,0.0326229770237155,-0.0388985222366118,0.044077534697739125,0.307,0.9426685701390238,0.9300279648653712,0.9426685701390238,0.9300279648653712,none,none,none,0.0,0.0,Tier4a_ambiguous_bidirectional_close,ambiguous bidirectional/feedback-like temporal structure,expanded temporal risk pool only; useful for feedback/same-day/transition audit,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,
T3_expand23,V_strength,P_highlat_minus_main,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.23876123876123875,0.3470213996529786,0.3470213996529786,0.2987012987012987,0.44550044550044554,0.44550044550044554,same_p_support_flag,1,-0.13354863787234963,0.13354863787234963,-1,-0.0979861946454003,0.0979861946454003,-0.1267816647829273,0.1267816647829273,0.035879333734880406,-0.041570884704965776,0.10033252506536552,-0.05678763352696998,0.11564695501571624,0.755,-0.005980168188041396,-0.03404944878095541,0.05638918437059758,-0.03871391591016506,0.07266489273769099,0.471,0.9426685701390238,0.9323614524087703,0.9426685701390238,0.9323614524087703,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,
T3_expand23,V_strength,P_south_minus_main,V,P,lead_lag_yes_clear,lead_lag_yes,clear_X_leads_Y_strong,False,0.001998001998001998,0.020604395604395604,0.020604395604395604,0.017982017982017984,0.1361681796464405,0.1361681796464405,same_p_support_flag,3,-0.31251603304682213,0.31251603304682213,-4,0.10630636034255526,0.10630636034255526,-0.18224747305590414,0.18224747305590414,0.2045175715535522,0.03612953341388098,0.2671903876274156,0.007165952831438488,0.2844717235617598,0.978,0.11689435948321159,0.056052503865968765,0.20164438677624963,0.04636836717960047,0.2123626603732533,1.0,0.9426685701390238,0.9494250796193094,0.9426685701390238,0.9494250796193094,none,none,none,0.0,0.0,Tier2_main_supported_audit_moderate,main yes; audit p pass but audit-FDR or phi-risk prevents Tier1,usable candidate with audit/moderate-risk flag; not a core-only claim,,,
T3_expand23,V_strength,P_south_plus_highlat_minus_main,V,P,lead_lag_ambiguous_direction_uncertain,lead_lag_ambiguous,direction_uncertain,False,0.007992007992007992,0.05733397037744864,0.05733397037744864,0.030969030969030968,0.17015242821694435,0.17015242821694435,same_p_support_flag,3,-0.2730357230576697,0.2730357230576697,-4,0.11525106973497151,0.11525106973497151,-0.14554214738162846,0.14554214738162846,0.16232602999077686,-0.005711326496764299,0.24720646174552613,-0.03934847869014984,0.2702303232503549,0.941,0.11743675395046829,0.05301710150480934,0.20314883522358032,0.03901279287230353,0.21735690181770034,1.0,0.9426685701390238,0.9507667608388,0.9426685701390238,0.95,none,minor,minor,0.0,0.0007667608388000069,Tier4c_ambiguous_direction_uncertain,ambiguous because direction is uncertain or year-sensitive,expanded temporal risk pool only; useful for feedback/same-day/transition audit,direction_difference_not_stable,direction_uncertain,
T3_expand23,V_pos_centroid_lat,P_main_band_share,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.23576423576423577,0.3470213996529786,0.3470213996529786,0.2217782217782218,0.3811813186813187,0.3811813186813187,same_p_support_flag,5,-0.13088979570892398,0.13088979570892398,-3,0.1329454538867749,0.1329454538867749,0.0485475484432606,0.0485475484432606,-0.009750505051249303,-0.1244118820126743,0.12839462614358296,-0.14027954081157795,0.15381349875559946,0.461,0.06928325490675702,-0.05182328201629269,0.18351449315572607,-0.06183150055285198,0.19786888504985634,0.794,0.9074028271662549,0.9447886165495519,0.9074028271662549,0.9447886165495519,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,
T3_expand23,V_pos_centroid_lat,P_south_band_share_18_24,V,P,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,bidirectional_close,True,0.000999000999000999,0.013736263736263736,0.013736263736263736,0.002997002997002997,0.0706436420722135,0.0706436420722135,same_p_support_flag,1,-0.36763168855726286,0.36763168855726286,-1,-0.3241401156142334,0.3241401156142334,-0.3720531008301726,0.3720531008301726,0.044521592455700754,-0.0023874336824363626,0.08769531658278606,-0.010198489947993689,0.09572677285126305,0.943,-0.011993095311867569,-0.036517827693322145,0.011043078813856348,-0.03975477969778113,0.014713346920668651,0.197,0.9074028271662549,0.9406125107372874,0.9074028271662549,0.9406125107372874,none,none,none,0.0,0.0,Tier4a_ambiguous_bidirectional_close,ambiguous bidirectional/feedback-like temporal structure,expanded temporal risk pool only; useful for feedback/same-day/transition audit,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,
T3_expand23,V_pos_centroid_lat,P_main_minus_south,V,P,lead_lag_no_same_day_only,lead_lag_no,same_day_only,True,0.08191808191808192,0.19965949543414332,0.19965949543414332,0.12087912087912088,0.2927993059572007,0.2927993059572007,same_p_support_flag,1,0.17766699884269863,0.17766699884269863,-1,0.2263036609191383,0.2263036609191383,0.21630191231554025,0.21630191231554025,-0.04477329983105388,-0.08163619845583359,-0.0007655385087408895,-0.08989360080389786,0.014810731313189916,0.043,-0.048010866545923375,-0.06731645219189225,-0.011869927082549159,-0.0705194803021176,0.020811809650274155,0.037,0.9074028271662549,0.9448960662212024,0.9074028271662549,0.9448960662212024,none,none,none,0.0,0.0,Tier5c_no_same_day_only,same-day coupling exists but no positive-lag support,do not use as lead-lag candidate; retain as same-day coupling evidence,same_day_only_without_positive_lag_support,same_day_coupling,
T3_expand23,V_pos_centroid_lat,P_spread_lat,V,P,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.000999000999000999,0.013736263736263736,0.013736263736263736,0.000999000999000999,0.04120879120879121,0.04120879120879121,same_p_support_flag,1,0.5397103094096466,0.5397103094096466,-1,0.44103389763566136,0.44103389763566136,0.5229328083380497,0.5229328083380497,0.09208182313067242,0.047504654847320124,0.13663995616567234,0.03745229924193448,0.14373768526828037,1.0,0.0011163705945656521,-0.023721171646638596,0.025181048059596305,-0.02689729797051981,0.028814472004175622,0.518,0.9074028271662549,0.9282632757807353,0.9074028271662549,0.9282632757807353,none,none,none,0.0,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,
T3_expand23,V_pos_centroid_lat,P_north_band_share_35_45,V,P,lead_lag_ambiguous_same_day_dominant,lead_lag_ambiguous,same_day_dominant,True,0.000999000999000999,0.013736263736263736,0.013736263736263736,0.000999000999000999,0.04120879120879121,0.04120879120879121,same_p_support_flag,1,0.382250641727403,0.382250641727403,-1,0.39872379635627686,0.39872379635627686,0.4137655120972813,0.4137655120972813,-0.019900315677098518,-0.051465875897340835,0.009863017479495953,-0.05880133662612603,0.01474978680988517,0.142,-0.04997312387541361,-0.06945599865051456,-0.031188042014962516,-0.07343143484785583,-0.02760652558325381,0.0,0.9074028271662549,0.9227138406702876,0.9074028271662549,0.9227138406702876,none,none,none,0.0,0.0,Tier4b_ambiguous_same_day_dominant,ambiguous because same-day coupling is dominant or mixed,expanded temporal risk pool only; useful for feedback/same-day/transition audit,same_day_exceeds_positive_lag,same_day_dominant,
T3_expand23,V_pos_centroid_lat,P_north_minus_main_35_45,V,P,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.022977022977022976,0.08241758241758242,0.08241758241758242,0.03196803196803197,0.17015242821694435,0.17015242821694435,same_p_support_flag,2,0.2290947095660772,0.2290947095660772,-1,0.15079323765573177,0.15079323765573177,0.19913492879544353,0.19913492879544353,0.0841767308351965,0.039738958973167815,0.14903022913514363,0.03383842410370322,0.16225951535463773,0.998,0.022195860480076768,-0.0034721861671753785,0.08145172735837153,-0.006801473847890113,0.09731451101776058,0.912,0.9074028271662549,0.9290666695833759,0.9074028271662549,0.9290666695833759,none,none,none,0.0,0.0,Tier2_main_supported_audit_moderate,main yes; audit p pass but audit-FDR or phi-risk prevents Tier1,usable candidate with audit/moderate-risk flag; not a core-only claim,,same_day_coupling_present,
