window,year,variable,audit_surrogate_mode,year_n_finite,year_nan_fraction,year_mean,year_std,pooled_raw_phi_before_clip,pooled_phi_used,pooled_phi_clip_amount,pooled_phi_clip_severity,fallback_to_pooled_scale
T3_expand23,1979,V_strength,pooled_phi_yearwise_scale_ar1,43,0.0,-0.014223768831156001,0.7803713480241758,0.9426685701390238,0.9426685701390238,0.0,none,False
T3_expand23,1980,V_strength,pooled_phi_yearwise_scale_ar1,43,0.0,0.22634627967996773,0.8932260551123964,0.9426685701390238,0.9426685701390238,0.0,none,False
T3_expand23,1981,V_strength,pooled_phi_yearwise_scale_ar1,43,0.0,-0.007565399010290167,1.018135053858925,0.9426685701390238,0.9426685701390238,0.0,none,False
T3_expand23,1982,V_strength,pooled_phi_yearwise_scale_ar1,43,0.0,0.10283977102914209,1.0134688941967211,0.9426685701390238,0.9426685701390238,0.0,none,False
T3_expand23,1983,V_strength,pooled_phi_yearwise_scale_ar1,43,0.0,0.6617122225427912,1.182888392491171,0.9426685701390238,0.9426685701390238,0.0,none,False
T3_expand23,1984,V_strength,pooled_phi_yearwise_scale_ar1,43,0.0,0.04172205291519778,0.7327126769487726,0.9426685701390238,0.9426685701390238,0.0,none,False
T3_expand23,1985,V_strength,pooled_phi_yearwise_scale_ar1,43,0.0,-0.13836718422394828,0.8333757040203223,0.9426685701390238,0.9426685701390238,0.0,none,False
T3_expand23,1986,V_strength,pooled_phi_yearwise_scale_ar1,43,0.0,-0.5763633750951157,1.5170396213514816,0.9426685701390238,0.9426685701390238,0.0,none,False
T3_expand23,1987,V_strength,pooled_phi_yearwise_scale_ar1,43,0.0,0.061561567898005036,1.6725219262003241,0.9426685701390238,0.9426685701390238,0.0,none,False
T3_expand23,1988,V_strength,pooled_phi_yearwise_scale_ar1,43,0.0,-0.16121450208522195,0.8222298320854362,0.9426685701390238,0.9426685701390238,0.0,none,False
T3_expand23,1989,V_strength,pooled_phi_yearwise_scale_ar1,43,0.0,-0.8430589834057685,1.462041887502781,0.9426685701390238,0.9426685701390238,0.0,none,False
T3_expand23,1990,V_strength,pooled_phi_yearwise_scale_ar1,43,0.0,0.07699484399176813,0.4946914849829828,0.9426685701390238,0.9426685701390238,0.0,none,False
T3_expand23,1991,V_strength,pooled_phi_yearwise_scale_ar1,43,0.0,0.8935627993344472,1.117504581476842,0.9426685701390238,0.9426685701390238,0.0,none,False
