window,source_variable,target_variable,source_family,target_family,lead_lag_label,lead_lag_group,direction_label,same_day_coupling_flag,p_pos_surrogate,q_pos_within_window,q_pos_global,p_pos_audit_surrogate,q_pos_audit_within_window,q_pos_audit_global,audit_support_shift,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,D_pos_neg,D_pos_neg_CI90_low,D_pos_neg_CI90_high,D_pos_neg_CI95_low,D_pos_neg_CI95_high,P_D_pos_neg_gt_0,D_pos_0,D_pos_0_CI90_low,D_pos_0_CI90_high,D_pos_0_CI95_low,D_pos_0_CI95_high,P_D_pos_0_gt_0,source_raw_phi,target_raw_phi,source_phi_after_clip,target_phi_after_clip,source_phi_clip_severity,target_phi_clip_severity,pair_phi_risk,source_phi_clip_amount,target_phi_clip_amount,evidence_tier,evidence_tier_reason,recommended_usage,failure_reason,risk_note,suggested_reverse_direction,D_pos_neg_robustness,D_pos_0_robustness,D_pos_neg_bootstrap_mean,D_pos_neg_CI90_low_robustness,D_pos_neg_CI90_high_robustness,D_pos_neg_CI95_low_robustness,D_pos_neg_CI95_high_robustness,P_D_pos_neg_gt_0_robustness,D_pos_0_bootstrap_mean,D_pos_0_CI90_low_robustness,D_pos_0_CI90_high_robustness,D_pos_0_CI95_low_robustness,D_pos_0_CI95_high_robustness,P_D_pos_0_gt_0_robustness,LOO_direction_retained_fraction,LOO_flip_years,T_pos_null95,strength_excess,strength_ratio,statistical_support,strength_tier,sample_status,evidence_tier_prefix,lag_vs_tau0_label,forward_vs_reverse_label,same_day_coupling_detected,v1_stability_judgement,v1_stability_use_class,v1_stability_interpretation_guardrail,D_pos_0_used,D_pos_0_CI90_low_used,D_pos_0_CI90_high_used,P_D_pos_0_gt_0_used,D_pos_neg_used,D_pos_neg_CI90_low_used,D_pos_neg_CI90_high_used,P_D_pos_neg_gt_0_used,source_index_type,target_index_type
S4_equal11,V_strength,P_main_band_share,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.6383616383616384,0.7470189385083003,0.7470189385083003,0.6613386613386614,0.8059954751131223,0.8059954751131223,same_p_support_flag,5,0.0826000783576566,0.0826000783576566,-5,0.0548065800030128,0.0548065800030128,0.0518063624832965,0.0518063624832965,0.0196578899146007,-0.1152560275495795,0.1256667211888774,-0.1393265806272507,0.1476568877436194,0.509,0.006317523122643,-0.0476874244230857,0.1207406449169393,-0.0534576439121481,0.1420203855959803,0.549,0.9395119498362648,0.942924889211579,0.9395119498362648,0.942924889211579,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.0196578899146007,0.006317523122643,0.0021116790636582,-0.1152560275495795,0.1256667211888774,-0.1393265806272507,0.1476568877436194,0.509,0.0179671710365153,-0.0476874244230857,0.1207406449169393,-0.0534576439121481,0.1420203855959803,0.549,0.8888888888888888,5,0.2674116085982148,-0.1848115302405582,0.3088874069104569,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.006317523122643,-0.0476874244230857,0.1207406449169393,0.549,0.0196578899146007,-0.1152560275495795,0.1256667211888774,0.509,old_v1,old_v1
S4_equal11,V_strength,P_south_band_share_18_24,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.3066933066933067,0.538344634089315,0.538344634089315,0.2997002997002997,0.6304945054945055,0.6304945054945055,same_p_support_flag,1,0.1470401109396254,0.1470401109396254,-1,0.1158641790377628,0.1158641790377628,0.1428980196525535,0.1428980196525535,0.0338934135687063,-0.1016829566606509,0.1017018537093185,-0.1303565602876403,0.113700081536002,0.633,-0.0148423552235742,-0.0439446944473862,0.0514627451852923,-0.0476127880910137,0.0647809897848889,0.329,0.9395119498362648,0.9429669723009254,0.9395119498362648,0.9429669723009254,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.0338934135687063,-0.0148423552235742,0.0129952299063907,-0.1016829566606509,0.1017018537093185,-0.1303565602876403,0.113700081536002,0.633,-0.0056144318880229,-0.0439446944473862,0.0514627451852923,-0.0476127880910137,0.0647809897848889,0.329,1.0,0,0.2524108222460085,-0.1053707113063831,0.5825428150474266,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0148423552235742,-0.0439446944473862,0.0514627451852923,0.329,0.0338934135687063,-0.1016829566606509,0.1017018537093185,0.633,old_v1,old_v1
S4_equal11,V_strength,P_main_minus_south,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.8401598401598401,0.8943637008153138,0.8943637008153138,0.8171828171828172,0.8870734528629264,0.8870734528629264,same_p_support_flag,1,-0.0460577919378515,0.0460577919378515,-5,0.0610030343263374,0.0610030343263374,-0.0500197247523217,0.0500197247523217,-0.0051486505287286,-0.1092059464655307,0.0894596353269838,-0.1340785048824795,0.1141253819559467,0.5,-0.010387581343333,-0.0293125614327638,0.1118717744144815,-0.0354925431796731,0.1347265952675152,0.629,0.9395119498362648,0.9429241120591756,0.9395119498362648,0.9429241120591756,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.0051486505287286,-0.010387581343333,-0.0025938067542255,-0.1092059464655307,0.0894596353269838,-0.1340785048824795,0.1141253819559467,0.5,0.023719600877921,-0.0293125614327638,0.1118717744144815,-0.0354925431796731,0.1347265952675152,0.629,0.3333333333333333,30,0.260776520069796,-0.2147187281319445,0.1766178639300972,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.010387581343333,-0.0293125614327638,0.1118717744144815,0.629,-0.0051486505287286,-0.1092059464655307,0.0894596353269838,0.5,old_v1,old_v1
S4_equal11,V_strength,P_spread_lat,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.977022977022977,0.977022977022977,0.977022977022977,0.965034965034965,0.9768758848513448,0.9768758848513448,same_p_support_flag,5,-0.0177707423424295,0.0177707423424295,-4,0.0697970018485093,0.0697970018485093,-3.2038078637789206e-05,3.2038078637789206e-05,-0.0483502360991005,-0.1771975638251548,0.0971229742537823,-0.2005088611022688,0.1204938131653844,0.443,0.0032279239299212,-0.0417525494874429,0.097530138317734,-0.0466678146744265,0.127340338246755,0.507,0.9395119498362648,0.9342636945088976,0.9395119498362648,0.9342636945088976,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.0483502360991005,0.0032279239299212,-0.0195369208748964,-0.1771975638251548,0.0971229742537823,-0.2005088611022688,0.1204938131653844,0.443,0.0122394142248248,-0.0417525494874429,0.097530138317734,-0.0466678146744265,0.127340338246755,0.507,0.0222222222222222,44,0.2513038725261017,-0.2335331301836721,0.0707141603660875,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0032279239299212,-0.0417525494874429,0.097530138317734,0.507,-0.0483502360991005,-0.1771975638251548,0.0971229742537823,0.443,old_v1,old_v1
S4_equal11,V_strength,P_north_band_share_35_45,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.2767232767232767,0.5185825410544512,0.5185825410544512,0.3336663336663337,0.6490384615384616,0.6490384615384616,same_p_support_flag,1,0.1449126007508341,0.1449126007508341,-1,0.1263603572427427,0.1263603572427427,0.1384671761841598,0.1384671761841598,0.0125507753109241,-0.1070469157500201,0.1291747739762654,-0.1306761953502422,0.1575145074480189,0.571,-0.0142504534131572,-0.0443344035014674,0.1018986928358876,-0.0498549672145302,0.1217843395812065,0.414,0.9395119498362648,0.8936776767999902,0.9395119498362648,0.8936776767999902,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.0125507753109241,-0.0142504534131572,0.0100259116389318,-0.1070469157500201,0.1291747739762654,-0.1306761953502422,0.1575145074480189,0.571,0.006098639157443,-0.0443344035014674,0.1018986928358876,-0.0498549672145302,0.1217843395812065,0.414,0.9333333333333332,3,0.2356407889115948,-0.0907281881607607,0.6149724817175047,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0142504534131572,-0.0443344035014674,0.1018986928358876,0.414,0.0125507753109241,-0.1070469157500201,0.1291747739762654,0.571,old_v1,old_v1
S4_equal11,V_strength,P_north_minus_main_35_45,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.8701298701298701,0.9144676979071884,0.9144676979071884,0.8401598401598401,0.9001712573141145,0.9001712573141145,same_p_support_flag,1,0.0379392991271049,0.0379392991271049,-2,0.0384900632573112,0.0384900632573112,0.0362474561486589,0.0362474561486589,-0.0039663797828402,-0.1138226845799519,0.0984433396315466,-0.1481908532780392,0.1293169085859186,0.468,-0.0132794072694236,-0.0366328798584946,0.1042329413603203,-0.046806532822441,0.1273470783241332,0.556,0.9395119498362648,0.919292278797734,0.9395119498362648,0.919292278797734,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.0039663797828402,-0.0132794072694236,-0.0047733250609131,-0.1138226845799519,0.0984433396315466,-0.1481908532780392,0.1293169085859186,0.468,0.0163181602244853,-0.0366328798584946,0.1042329413603203,-0.046806532822441,0.1273470783241332,0.556,0.3777777777777777,28,0.2444650853412784,-0.2065257862141735,0.1551931191897642,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0132794072694236,-0.0366328798584946,0.1042329413603203,0.556,-0.0039663797828402,-0.1138226845799519,0.0984433396315466,0.468,old_v1,old_v1
S4_equal11,V_strength,P_total_centroid_lat_10_50,V,P,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,direction_not_assessed_as_strict_due_to_marginal_stat_support,True,0.0219780219780219,0.1908617698091382,0.1908617698091382,0.0949050949050949,0.4702650290885584,0.4702650290885584,audit_more_conservative,2,0.2939892830106007,0.2939892830106007,-1,0.2171568014616013,0.2171568014616013,0.2664663730882449,0.2664663730882449,0.0947616066782152,0.0171669747185343,0.2095805523680667,0.0064472259513664,0.2366982965176185,0.98,0.017322752777032,-0.0224169870211941,0.1169948165115508,-0.0297621322547245,0.1401455302439757,0.761,0.9395119498362648,0.9339521348304936,0.9395119498362648,0.9339521348304936,none,none,none,0.0,0.0,Tier4d_ambiguous_marginal_statistical_support,ambiguous because statistical support is marginal,expanded temporal risk pool only; useful for feedback/same-day/transition audit,marginal_statistical_support,marginal,,0.0947616066782152,0.017322752777032,0.1042501101844682,0.0171669747185343,0.2095805523680667,0.0064472259513664,0.2366982965176185,0.98,0.0308978917948765,-0.0224169870211941,0.1169948165115508,-0.0297621322547245,0.1401455302439757,0.761,1.0,0,0.242409794474444,0.0515794885361566,1.212778071315078,marginal,moderate_above_null,ok,Tier4d,lag_tau0_close_or_coupled,stable_forward_over_reverse,True,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.017322752777032,-0.0224169870211941,0.1169948165115508,0.761,0.0947616066782152,0.0171669747185343,0.2095805523680667,0.98,old_v1,old_v1
S4_equal11,V_strength,P_main_28_35_mean,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.2517482517482518,0.5004633920296571,0.5004633920296571,0.4515484515484515,0.6963130327616308,0.6963130327616308,same_p_support_flag,5,0.1574909503185545,0.1574909503185545,-5,0.2175967659881863,0.2175967659881863,0.1172674510919895,0.1172674510919895,-0.0677894291811072,-0.1902781552790427,0.0884083588230792,-0.2218223676563745,0.1126228991283357,0.256,0.0226241138647008,-0.038129253519797,0.1577120291094259,-0.0456797138062897,0.1784364626496989,0.647,0.9395119498362648,0.9284755878588612,0.9395119498362648,0.9284755878588612,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.0677894291811072,0.0226241138647008,-0.052517747854341,-0.1902781552790427,0.0884083588230792,-0.2218223676563745,0.1126228991283357,0.256,0.0353083601947071,-0.038129253519797,0.1577120291094259,-0.0456797138062897,0.1784364626496989,0.647,0.0,45,0.2645937650185969,-0.1071028147000423,0.595217919467926,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0226241138647008,-0.038129253519797,0.1577120291094259,0.647,-0.0677894291811072,-0.1902781552790427,0.0884083588230792,0.256,old_v1,new_v1_1
S4_equal11,V_strength,P_south_10_25_mean,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.1088911088911089,0.3473312401883831,0.3473312401883831,0.0939060939060939,0.4702650290885584,0.4702650290885584,same_p_support_flag,1,-0.2206354863319578,0.2206354863319578,-1,-0.1605457150987305,0.1605457150987305,-0.2028109165571812,0.2028109165571812,0.0715867590504321,-0.0402225154805887,0.1533119235844704,-0.0767813235636015,0.172922060122341,0.862,0.0060826893985065,-0.0388803522002125,0.0875911125900441,-0.0467671839123516,0.1176013214015937,0.577,0.9395119498362648,0.9521813563706976,0.9395119498362648,0.95,none,minor,minor,0.0,0.0021813563706976,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.0715867590504321,0.0060826893985065,0.0574149933331698,-0.0402225154805887,0.1533119235844704,-0.0767813235636015,0.172922060122341,0.862,0.0135173001944308,-0.0388803522002125,0.0875911125900441,-0.0467671839123516,0.1176013214015937,0.577,1.0,0,0.2575008987425055,-0.0368654124105476,0.8568338495493479,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0060826893985065,-0.0388803522002125,0.0875911125900441,0.577,0.0715867590504321,-0.0402225154805887,0.1533119235844704,0.862,old_v1,new_v1_1
S4_equal11,V_strength,P_scs_10_20_mean,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.0679320679320679,0.3113553113553113,0.3113553113553113,0.0799200799200799,0.4702650290885584,0.4702650290885584,same_p_support_flag,1,-0.2459279045400197,0.2459279045400197,-1,-0.1804179699894141,0.1804179699894141,-0.2278149867912113,0.2278149867912113,0.0641693199809763,-0.0591831845922799,0.1475038951635323,-0.089147970484931,0.1669529858364385,0.799,0.0001458299751015,-0.0498815469279912,0.1025642999749943,-0.0604578507443149,0.1273942064703612,0.495,0.9395119498362648,0.9484621836024384,0.9395119498362648,0.9484621836024384,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.0641693199809763,0.0001458299751015,0.0460603636964218,-0.0591831845922799,0.1475038951635323,-0.089147970484931,0.1669529858364385,0.799,0.009285620980812,-0.0498815469279912,0.1025642999749943,-0.0604578507443149,0.1273942064703612,0.495,1.0,0,0.2621841820424847,-0.016256277502465,0.9379967266681604,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0001458299751015,-0.0498815469279912,0.1025642999749943,0.495,0.0641693199809763,-0.0591831845922799,0.1475038951635323,0.799,old_v1,new_v1_1
