window,old_v1_vp_n_total,old_v1_vp_n_stable_lag,v1_1_old_indices_n_total,v1_1_old_indices_n_stable_lag,v1_1_newV_oldP_n_total,v1_1_newV_oldP_n_stable_lag,v1_1_oldV_newP_n_total,v1_1_oldV_newP_n_stable_lag,v1_1_newV_newP_n_total,v1_1_newV_newP_n_stable_lag,v1_1_any_new_index_n_stable_lag,recovery_gain_from_new_indices_vs_v1_1_old_only
S4_equal11,0,0,21,1,56,0,24,0,64,3,3,2
