window,source,target,source_family,target_family,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,sample_status,surrogate_mode,T_pos_obs,T_pos_null90,T_pos_null95,T_pos_null99,p_pos_surrogate,T_neg_obs,T_neg_null90,T_neg_null95,T_neg_null99,p_neg_surrogate,T_0_obs,T_0_null90,T_0_null95,T_0_null99,p_0_surrogate,S_pos,S_neg,S_0,strength_excess,strength_ratio,q_pos_global,q_pos_within_window
S4_equal11,V_strength,P_main_band_share,V,P,5,0.08260007835765662,0.08260007835765662,-5,0.054806580003012834,0.054806580003012834,0.05180636248329652,0.05180636248329652,ok,pooled_window_variable_ar1,0.08260007835765662,0.22412336236995678,0.26741160859821483,0.34848838880594957,0.6383616383616384,0.054806580003012834,0.22536363777010737,0.25927600015817176,0.3248198516359563,0.8121878121878122,0.05180636248329652,0.206678735309359,0.24293541584649783,0.32445340037650666,0.7162837162837162,-0.18481153024055821,-0.20446942015515893,-0.1911290533632013,-0.18481153024055821,0.3088874069104569,0.7470189385083003,0.7470189385083003
S4_equal11,V_strength,P_south_band_share_18_24,V,P,1,0.1470401109396254,0.1470401109396254,-1,0.11586417903776283,0.11586417903776283,0.14289801965255355,0.14289801965255355,ok,pooled_window_variable_ar1,0.1470401109396254,0.2190355914244718,0.2524108222460085,0.31574769152160503,0.3066933066933067,0.11586417903776283,0.2174753142815372,0.2551283039128523,0.32323751499226533,0.4405594405594406,0.14289801965255355,0.1978271657434788,0.2334263757353624,0.3034160663012502,0.24775224775224775,-0.10537071130638312,-0.13926412487508946,-0.09052835608280885,-0.10537071130638312,0.5825428150474266,0.538344634089315,0.538344634089315
S4_equal11,V_strength,P_main_minus_south,V,P,1,-0.04605779193785152,0.04605779193785152,-5,0.06100303432633744,0.06100303432633744,-0.05001972475232172,0.05001972475232172,ok,pooled_window_variable_ar1,0.04605779193785152,0.23107139142108565,0.26077652006979607,0.34135379427099033,0.8401598401598401,0.06100303432633744,0.23077216751780513,0.27057311192955336,0.3341162910050372,0.7662337662337663,0.05001972475232172,0.21052830502222955,0.2543508715409332,0.3139966799759845,0.7002997002997003,-0.21471872813194454,-0.20957007760321592,-0.2043311467886115,-0.21471872813194454,0.17661786393009726,0.8943637008153138,0.8943637008153138
S4_equal11,V_strength,P_spread_lat,V,P,5,-0.017770742342429577,0.017770742342429577,-4,0.06979700184850936,0.06979700184850936,-3.2038078637789206e-05,3.2038078637789206e-05,ok,pooled_window_variable_ar1,0.017770742342429577,0.2189728076077207,0.25130387252610176,0.30277462374881325,0.977022977022977,0.06979700184850936,0.21853119530573895,0.25497989593308096,0.3257389045124487,0.6963036963036963,3.2038078637789206e-05,0.20196134307225036,0.2367930921922312,0.28761843624136774,1.0,-0.23353313018367217,-0.18518289408457161,-0.2367610541135934,-0.23353313018367217,0.07071416036608752,0.977022977022977,0.977022977022977
S4_equal11,V_strength,P_north_band_share_35_45,V,P,1,0.14491260075083415,0.14491260075083415,-1,0.1263603572427427,0.1263603572427427,0.1384671761841598,0.1384671761841598,ok,pooled_window_variable_ar1,0.14491260075083415,0.20284028776100987,0.23564078891159485,0.2782964058878311,0.27672327672327673,0.1263603572427427,0.20314638260795906,0.22963932071442758,0.31034197878470715,0.33666333666333664,0.1384671761841598,0.1784463175341292,0.2149449109317633,0.26906177389450703,0.2217782217782218,-0.0907281881607607,-0.10327896347168489,-0.0764777347476035,-0.0907281881607607,0.6149724817175047,0.5185825410544512,0.5185825410544512
S4_equal11,V_strength,P_north_minus_main_35_45,V,P,1,0.03793929912710491,0.03793929912710491,-2,0.03849006325731124,0.03849006325731124,0.036247456148658944,0.036247456148658944,ok,pooled_window_variable_ar1,0.03793929912710491,0.21643582979785103,0.24446508534127845,0.3177942288046824,0.8701298701298701,0.03849006325731124,0.2068806147465468,0.2410494696886445,0.3096042616116836,0.8731268731268731,0.036247456148658944,0.19740236861000152,0.22949383509340876,0.29373967906454307,0.7592407592407593,-0.20652578621417353,-0.20255940643133324,-0.19324637894474983,-0.20652578621417353,0.15519311918976425,0.9144676979071883,0.9144676979071883
S4_equal11,V_strength,P_total_centroid_lat_10_50,V,P,2,0.2939892830106007,0.2939892830106007,-1,0.21715680146160138,0.21715680146160138,0.2664663730882449,0.2664663730882449,ok,pooled_window_variable_ar1,0.2939892830106007,0.21203129741336957,0.24240979447444405,0.3164689245039482,0.02197802197802198,0.21715680146160138,0.21955401959430482,0.26033891960366,0.3117845555255554,0.1048951048951049,0.2664663730882449,0.19683675318476604,0.23220963732912034,0.2962131031346675,0.024975024975024976,0.051579488536156626,-0.043182118142058634,0.03425673575912455,0.051579488536156626,1.212778071315078,0.19086176980913824,0.19086176980913824
S4_equal11,V_strength,P_main_28_35_mean,V,P,5,0.15749095031855453,0.15749095031855453,-5,0.21759676598818636,0.21759676598818636,0.11726745109198956,0.11726745109198956,ok,pooled_window_variable_ar1,0.15749095031855453,0.22204773247702578,0.2645937650185969,0.3138221323630348,0.2517482517482518,0.21759676598818636,0.2185411976363421,0.25691015150712143,0.3078353642573145,0.1018981018981019,0.11726745109198956,0.19649780416750884,0.2469943796567328,0.30197611801076696,0.3226773226773227,-0.10710281470004235,-0.03931338551893507,-0.12972692856474322,-0.10710281470004235,0.595217919467926,0.5004633920296571,0.5004633920296571
S4_equal11,V_strength,P_south_10_25_mean,V,P,1,-0.22063548633195787,0.22063548633195787,-1,-0.16054571509873053,0.16054571509873053,-0.20281091655718123,0.20281091655718123,ok,pooled_window_variable_ar1,0.22063548633195787,0.22718390719511483,0.25750089874250554,0.31416042785377596,0.1088911088911089,0.16054571509873053,0.22988775998153654,0.2689978865597103,0.3333758733513569,0.27472527472527475,0.20281091655718123,0.20801172556793388,0.24575901836623543,0.31974133322474707,0.1088911088911089,-0.036865412410547665,-0.10845217146097977,-0.0429481018090542,-0.036865412410547665,0.8568338495493479,0.3473312401883831,0.3473312401883831
S4_equal11,V_strength,P_scs_10_20_mean,V,P,1,-0.24592790454001973,0.24592790454001973,-1,-0.18041796998941412,0.18041796998941412,-0.22781498679121134,0.22781498679121134,ok,pooled_window_variable_ar1,0.24592790454001973,0.2245093542341652,0.2621841820424847,0.31893200297470886,0.06793206793206794,0.18041796998941412,0.22529844573953095,0.2608435674728555,0.33655700919701476,0.19880119880119881,0.22781498679121134,0.20778382129302658,0.24421709426877788,0.3152110135740535,0.06793206793206794,-0.016256277502465,-0.08042559748344136,-0.01640210747756654,-0.016256277502465,0.9379967266681603,0.31135531135531136,0.31135531135531136
