window,variable,surrogate_mode,n_years,n_days,n_finite,n_pair_for_phi,nan_fraction,mu,raw_phi_before_clip,phi,phi_after_clip,phi_clip_limit,phi_clipped_flag,phi_clip_amount,phi_clip_direction,phi_clip_severity,sigma,stationary_std,ar1_estimation_scope
S4_equal11,V_strength,pooled_window_variable_ar1,45,31,1395,1350,0.0,-2.5467481568462372e-17,0.9395119498362648,0.9395119498362648,0.9395119498362648,0.95,False,0.0,none,none,0.41884933706844696,1.2228601986494771,window_variable_pooled_across_years
S4_equal11,V_pos_centroid_lat,pooled_window_variable_ar1,45,31,1394,1348,0.0007168458781362519,-5.402979195880245e-16,0.9062156346399245,0.9062156346399245,0.9062156346399245,0.95,False,0.0,none,none,1.4483018314427119,3.425372796071437,window_variable_pooled_across_years
S4_equal11,V_NS_diff,pooled_window_variable_ar1,45,31,1395,1350,0.0,-2.7708619946487063e-15,0.954307903821059,0.95,0.95,0.95,True,0.004307903821059056,upper,minor,30.37361863216468,97.2734295189665,window_variable_pooled_across_years
S4_equal11,V_pos_north_edge_lat,pooled_window_variable_ar1,45,31,1395,1350,0.0,4.0747970509539796e-17,0.8111993414489763,0.8111993414489763,0.8111993414489763,0.95,False,0.0,none,none,5.774282018298456,9.874454499690422,window_variable_pooled_across_years
S4_equal11,V_pos_south_edge_lat,pooled_window_variable_ar1,45,31,1395,1350,0.0,-1.5280488941077425e-16,0.7258445431353735,0.7258445431353735,0.7258445431353735,0.95,False,0.0,none,none,1.5251755033011598,2.2172799866868833,window_variable_pooled_across_years
S4_equal11,V_pos_band_width,pooled_window_variable_ar1,45,31,1395,1350,0.0,4.889756461144775e-16,0.8001870774505724,0.8001870774505724,0.8001870774505724,0.95,False,0.0,none,none,5.945118210568932,9.912652653912382,window_variable_pooled_across_years
S4_equal11,V_pos_centroid_lat_recomputed,pooled_window_variable_ar1,45,31,1395,1350,0.0,4.278536903501679e-16,0.9294818604396906,0.9294818604396906,0.9294818604396906,0.95,False,0.0,none,none,2.1684698747841913,5.87871789684983,window_variable_pooled_across_years
S4_equal11,V_highlat_35_55_mean,pooled_window_variable_ar1,45,31,1395,1350,0.0,0.0,0.9454527615451368,0.9454527615451368,0.9454527615451368,0.95,False,0.0,none,none,0.35467494368579805,1.088764066923739,window_variable_pooled_across_years
S4_equal11,V_lowlat_20_30_mean,pooled_window_variable_ar1,45,31,1395,1350,0.0,2.0373985254769898e-17,0.968396104416708,0.95,0.95,0.95,True,0.018396104416708026,upper,moderate,0.3559641810595361,1.1399977426760655,window_variable_pooled_across_years
S4_equal11,V_high_minus_low_35_55_minus_20_30,pooled_window_variable_ar1,45,31,1395,1350,0.0,-2.5467481568462372e-17,0.9524307469491294,0.95,0.95,0.95,True,0.002430746949129481,upper,minor,0.5109441576796439,1.6363308933347338,window_variable_pooled_across_years
S4_equal11,V_lowlat_weakening_proxy_20_30,pooled_window_variable_ar1,45,31,1395,1350,0.0,-2.0373985254769898e-17,0.968396104416708,0.95,0.95,0.95,True,0.018396104416708026,upper,moderate,0.3559641810595361,1.1399977426760655,window_variable_pooled_across_years
S4_equal11,P_main_band_share,pooled_window_variable_ar1,45,31,1395,1350,0.0,5.0934963136924744e-18,0.942924889211579,0.942924889211579,0.942924889211579,0.95,False,0.0,none,none,0.04126289556240245,0.1239105581490759,window_variable_pooled_across_years
S4_equal11,P_south_band_share_18_24,pooled_window_variable_ar1,45,31,1395,1350,0.0,-5.0934963136924744e-18,0.9429669723009254,0.9429669723009254,0.9429669723009254,0.95,False,0.0,none,none,0.03965254290819625,0.11911737681215838,window_variable_pooled_across_years
S4_equal11,P_main_minus_south,pooled_window_variable_ar1,45,31,1395,1350,0.0,0.0,0.9429241120591755,0.9429241120591755,0.9429241120591755,0.95,False,0.0,none,none,0.06807087076335049,0.2044123112969493,window_variable_pooled_across_years
S4_equal11,P_spread_lat,pooled_window_variable_ar1,45,31,1395,1350,0.0,3.6673173458585816e-16,0.9342636945088975,0.9342636945088975,0.9342636945088975,0.95,False,0.0,none,none,0.39620395971965766,1.1111132468508869,window_variable_pooled_across_years
S4_equal11,P_north_band_share_35_45,pooled_window_variable_ar1,45,31,1395,1350,0.0,1.910061117634678e-18,0.8936776767999902,0.8936776767999902,0.8936776767999902,0.95,False,0.0,none,none,0.031107273398692906,0.0693260869580732,window_variable_pooled_across_years
S4_equal11,P_north_minus_main_35_45,pooled_window_variable_ar1,45,31,1395,1350,0.0,-3.820122235269356e-18,0.919292278797734,0.919292278797734,0.919292278797734,0.95,False,0.0,none,none,0.05579172965113007,0.1417560897430418,window_variable_pooled_across_years
S4_equal11,P_total_centroid_lat_10_50,pooled_window_variable_ar1,45,31,1395,1350,0.0,4.889756461144775e-16,0.9339521348304937,0.9339521348304937,0.9339521348304937,0.95,False,0.0,none,none,0.8663905900998611,2.4241610772348228,window_variable_pooled_across_years
S4_equal11,P_main_28_35_mean,pooled_window_variable_ar1,45,31,1395,1350,0.0,0.0,0.9284755878588612,0.9284755878588612,0.9284755878588612,0.95,False,0.0,none,none,0.8116069969820942,2.185302492942439,window_variable_pooled_across_years
S4_equal11,P_south_10_25_mean,pooled_window_variable_ar1,45,31,1395,1350,0.0,-1.6299188203815918e-16,0.9521813563706976,0.95,0.95,0.95,True,0.002181356370697607,upper,minor,0.9987493187680516,3.1985576905683306,window_variable_pooled_across_years
S4_equal11,P_scs_10_20_mean,pooled_window_variable_ar1,45,31,1395,1350,0.0,2.0373985254769898e-17,0.9484621836024383,0.9484621836024383,0.9484621836024383,0.95,False,0.0,none,none,1.2394414748890998,3.911263066487671,window_variable_pooled_across_years
S4_equal11,P_highlat_40_60_mean,pooled_window_variable_ar1,45,31,1395,1350,0.0,-4.0747970509539796e-17,0.9182620602284142,0.9182620602284142,0.9182620602284142,0.95,False,0.0,none,none,0.39407670392292365,0.995210501111136,window_variable_pooled_across_years
S4_equal11,P_highlat_35_60_mean,pooled_window_variable_ar1,45,31,1395,1350,0.0,3.0560977882154847e-17,0.9187178752067484,0.9187178752067484,0.9187178752067484,0.95,False,0.0,none,none,0.37203282499155377,0.9420591567498834,window_variable_pooled_across_years
S4_equal11,P_highlat_minus_main,pooled_window_variable_ar1,45,31,1395,1350,0.0,2.0373985254769898e-17,0.9289552598406287,0.9289552598406287,0.9289552598406287,0.95,False,0.0,none,none,0.9657540383333504,2.6087922183895267,window_variable_pooled_across_years
S4_equal11,P_south_minus_main,pooled_window_variable_ar1,45,31,1395,1350,0.0,8.149594101907959e-17,0.9450176928458608,0.9450176928458608,0.9450176928458608,0.95,False,0.0,none,none,1.410949361942998,4.3145764587858615,window_variable_pooled_across_years
S4_equal11,P_south_plus_highlat_minus_main,pooled_window_variable_ar1,45,31,1395,1350,0.0,-8.149594101907959e-17,0.9449126666996897,0.9449126666996897,0.9449126666996897,0.95,False,0.0,none,none,1.4934727335879623,4.562694289169597,window_variable_pooled_across_years
