window,source,target,source_family,target_family,sample_status,main_surrogate_mode,audit_surrogate_mode,T_pos_obs,T_pos_main_null95,p_pos_main_surrogate,T_pos_audit_null90,T_pos_audit_null95,T_pos_audit_null99,p_pos_audit_surrogate,audit_strength_excess,audit_strength_ratio,delta_p_audit_minus_main,delta_null95_audit_minus_main,q_pos_audit_global,q_pos_audit_within_window,main_p_supported,audit_p_supported,audit_support_shift
S4_equal11,V_strength,P_main_band_share,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.08260007835765662,0.26741160859821483,0.6383616383616384,0.2478413279086647,0.27727685442835837,0.35606235673565845,0.6613386613386614,-0.19467677607070175,0.29789748779409386,0.022977022977022976,0.009865245830143532,0.8059954751131223,0.8059954751131223,False,False,same_p_support_flag
S4_equal11,V_strength,P_south_band_share_18_24,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.1470401109396254,0.2524108222460085,0.3066933066933067,0.22194601291668942,0.26858260185071875,0.30757684063982854,0.2997002997002997,-0.12154249091109334,0.5474669987051207,-0.006993006993006978,0.016171779604710224,0.6304945054945055,0.6304945054945055,False,False,same_p_support_flag
S4_equal11,V_strength,P_main_minus_south,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.04605779193785152,0.26077652006979607,0.8401598401598401,0.21724081517347785,0.2529562628993933,0.3201302540951471,0.8171828171828172,-0.2068984709615418,0.1820780850014763,-0.022977022977022976,-0.007820257170402745,0.8870734528629264,0.8870734528629264,False,False,same_p_support_flag
S4_equal11,V_strength,P_spread_lat,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.017770742342429577,0.25130387252610176,0.977022977022977,0.2141734366899948,0.2538237496152774,0.33655462362578525,0.965034965034965,-0.23605300727284784,0.0700121338896176,-0.011988011988012026,0.0025198770891756705,0.9768758848513449,0.9768758848513449,False,False,same_p_support_flag
S4_equal11,V_strength,P_north_band_share_35_45,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.14491260075083415,0.23564078891159485,0.27672327672327673,0.22927848571892895,0.2710994634268007,0.34165247088019435,0.3336663336663337,-0.12618686267596654,0.5345366564694874,0.05694305694305696,0.035458674515205846,0.6490384615384616,0.6490384615384616,False,False,same_p_support_flag
S4_equal11,V_strength,P_north_minus_main_35_45,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.03793929912710491,0.24446508534127845,0.8701298701298701,0.20466730266834882,0.2398663953833072,0.30572455725663883,0.8401598401598401,-0.20192709625620228,0.15816846318333921,-0.029970029970029954,-0.004598689957971247,0.9001712573141145,0.9001712573141145,False,False,same_p_support_flag
S4_equal11,V_strength,P_total_centroid_lat_10_50,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.2939892830106007,0.24240979447444405,0.02197802197802198,0.2911728677817266,0.34021234115905563,0.4071036523156196,0.09490509490509491,-0.046223058148454954,0.8641346813258464,0.07292707292707293,0.09780254668461158,0.47026502908855844,0.47026502908855844,True,False,audit_more_conservative
S4_equal11,V_strength,P_main_28_35_mean,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.15749095031855453,0.2645937650185969,0.2517482517482518,0.281431758618378,0.3224462133267744,0.38106045370867436,0.4515484515484515,-0.1649552630082199,0.4884254917856628,0.19980019980019975,0.05785244830817754,0.6963130327616308,0.6963130327616308,False,False,same_p_support_flag
S4_equal11,V_strength,P_south_10_25_mean,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.22063548633195787,0.25750089874250554,0.1088911088911089,0.2166903316326231,0.25295168440694793,0.31445431477672825,0.0939060939060939,-0.03231619807499006,0.8722435940651818,-0.014985014985014991,-0.004549214335557605,0.47026502908855844,0.47026502908855844,False,False,same_p_support_flag
S4_equal11,V_strength,P_scs_10_20_mean,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.24592790454001973,0.2621841820424847,0.06793206793206794,0.2352535068223869,0.26878326569508865,0.34009208977998456,0.07992007992007992,-0.02285536115506892,0.9149673209901529,0.011988011988011985,0.006599083652603921,0.47026502908855844,0.47026502908855844,False,False,same_p_support_flag
S4_equal11,V_strength,P_highlat_40_60_mean,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.140888215384124,0.24106416927242205,0.3066933066933067,0.2741833112659125,0.3182973696055898,0.37553557497748913,0.46853146853146854,-0.1774091542214658,0.44263078755159707,0.16183816183816185,0.07723320033316775,0.6964656964656964,0.6964656964656964,False,False,same_p_support_flag
S4_equal11,V_strength,P_highlat_35_60_mean,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.20483158198390175,0.2521549521697314,0.11688311688311688,0.29029656589647995,0.33253167857941557,0.4126198666971609,0.3516483516483517,-0.12770009659551382,0.6159761465702993,0.2347652347652348,0.08037672640968418,0.6490384615384616,0.6490384615384616,False,False,same_p_support_flag
