year,mode,object,metric,value
2008,anomaly,H,H_zonal_width_transition,-3.3500000000000014
2009,anomaly,H,H_zonal_width_transition,16.25
2010,anomaly,H,H_zonal_width_transition,0.0
2011,anomaly,H,H_zonal_width_transition,-4.15
2012,anomaly,H,H_zonal_width_transition,-11.950000000000001
2013,anomaly,H,H_zonal_width_transition,-1.0500000000000007
2014,anomaly,H,H_zonal_width_transition,-4.899999999999999
2015,anomaly,H,H_zonal_width_transition,-12.600000000000001
2016,anomaly,H,H_zonal_width_transition,-12.149999999999999
2017,anomaly,H,H_zonal_width_transition,-14.6
2018,anomaly,H,H_zonal_width_transition,-5.5
2019,anomaly,H,H_zonal_width_transition,0.0
2020,anomaly,H,H_zonal_width_transition,-0.15000000000000213
2021,anomaly,H,H_zonal_width_transition,-8.2
2022,anomaly,H,H_zonal_width_transition,7.199999999999999
2023,anomaly,H,H_zonal_width_transition,13.05
1979,anomaly,H,H_north_edge_lat_transition,-3.5500000000000007
1980,anomaly,H,H_north_edge_lat_transition,-3.0500000000000007
1981,anomaly,H,H_north_edge_lat_transition,0.0
1982,anomaly,H,H_north_edge_lat_transition,0.0
1983,anomaly,H,H_north_edge_lat_transition,0.0
1984,anomaly,H,H_north_edge_lat_transition,0.0
1985,anomaly,H,H_north_edge_lat_transition,0.0
1986,anomaly,H,H_north_edge_lat_transition,0.0
1987,anomaly,H,H_north_edge_lat_transition,-3.1000000000000014
1988,anomaly,H,H_north_edge_lat_transition,-1.6999999999999957
1989,anomaly,H,H_north_edge_lat_transition,1.8500000000000014
1990,anomaly,H,H_north_edge_lat_transition,0.0
1991,anomaly,H,H_north_edge_lat_transition,2.299999999999997
1992,anomaly,H,H_north_edge_lat_transition,0.0
1993,anomaly,H,H_north_edge_lat_transition,-2.150000000000002
1994,anomaly,H,H_north_edge_lat_transition,-1.8000000000000007
1995,anomaly,H,H_north_edge_lat_transition,0.0
1996,anomaly,H,H_north_edge_lat_transition,-7.7499999999999964
1997,anomaly,H,H_north_edge_lat_transition,0.0
1998,anomaly,H,H_north_edge_lat_transition,0.0
1999,anomaly,H,H_north_edge_lat_transition,0.0
2000,anomaly,H,H_north_edge_lat_transition,3.4499999999999993
2001,anomaly,H,H_north_edge_lat_transition,-9.100000000000001
2002,anomaly,H,H_north_edge_lat_transition,0.0
2003,anomaly,H,H_north_edge_lat_transition,0.0
2004,anomaly,H,H_north_edge_lat_transition,0.0
2005,anomaly,H,H_north_edge_lat_transition,-14.3
2006,anomaly,H,H_north_edge_lat_transition,0.0
2007,anomaly,H,H_north_edge_lat_transition,9.45
2008,anomaly,H,H_north_edge_lat_transition,0.0
2009,anomaly,H,H_north_edge_lat_transition,0.0
2010,anomaly,H,H_north_edge_lat_transition,1.8999999999999986
2011,anomaly,H,H_north_edge_lat_transition,3.3999999999999986
2012,anomaly,H,H_north_edge_lat_transition,0.0
2013,anomaly,H,H_north_edge_lat_transition,0.0
2014,anomaly,H,H_north_edge_lat_transition,-9.8
2015,anomaly,H,H_north_edge_lat_transition,-5.350000000000001
2016,anomaly,H,H_north_edge_lat_transition,11.25
2017,anomaly,H,H_north_edge_lat_transition,1.2000000000000028
2018,anomaly,H,H_north_edge_lat_transition,0.14999999999999858
2019,anomaly,H,H_north_edge_lat_transition,-7.199999999999999
2020,anomaly,H,H_north_edge_lat_transition,-0.9500000000000028
2021,anomaly,H,H_north_edge_lat_transition,-0.8000000000000007
2022,anomaly,H,H_north_edge_lat_transition,0.0
2023,anomaly,H,H_north_edge_lat_transition,-1.6499999999999986
1979,anomaly,H,H_south_edge_lat_transition,-3.5
1980,anomaly,H,H_south_edge_lat_transition,2.1000000000000014
1981,anomaly,H,H_south_edge_lat_transition,-1.1500000000000021
1982,anomaly,H,H_south_edge_lat_transition,7.550000000000001
1983,anomaly,H,H_south_edge_lat_transition,-8.75
1984,anomaly,H,H_south_edge_lat_transition,0.0
1985,anomaly,H,H_south_edge_lat_transition,-1.4000000000000021
1986,anomaly,H,H_south_edge_lat_transition,-12.95
1987,anomaly,H,H_south_edge_lat_transition,-1.1500000000000004
1988,anomaly,H,H_south_edge_lat_transition,6.700000000000001
1989,anomaly,H,H_south_edge_lat_transition,0.0
1990,anomaly,H,H_south_edge_lat_transition,-2.1499999999999986
1991,anomaly,H,H_south_edge_lat_transition,1.3000000000000007
1992,anomaly,H,H_south_edge_lat_transition,6.950000000000003
1993,anomaly,H,H_south_edge_lat_transition,-2.5500000000000007
1994,anomaly,H,H_south_edge_lat_transition,1.1000000000000014
1995,anomaly,H,H_south_edge_lat_transition,-8.600000000000001
1996,anomaly,H,H_south_edge_lat_transition,-8.3
1997,anomaly,H,H_south_edge_lat_transition,7.949999999999999
1998,anomaly,H,H_south_edge_lat_transition,-1.0499999999999972
1999,anomaly,H,H_south_edge_lat_transition,-9.95
2000,anomaly,H,H_south_edge_lat_transition,1.3999999999999986
2001,anomaly,H,H_south_edge_lat_transition,-2.8999999999999986
2002,anomaly,H,H_south_edge_lat_transition,-0.6499999999999986
2003,anomaly,H,H_south_edge_lat_transition,-0.25
2004,anomaly,H,H_south_edge_lat_transition,-4.200000000000003
2005,anomaly,H,H_south_edge_lat_transition,0.0
2006,anomaly,H,H_south_edge_lat_transition,13.95
2007,anomaly,H,H_south_edge_lat_transition,-1.25
2008,anomaly,H,H_south_edge_lat_transition,-3.1000000000000014
2009,anomaly,H,H_south_edge_lat_transition,6.399999999999999
2010,anomaly,H,H_south_edge_lat_transition,0.0
2011,anomaly,H,H_south_edge_lat_transition,3.6500000000000004
2012,anomaly,H,H_south_edge_lat_transition,2.6499999999999986
2013,anomaly,H,H_south_edge_lat_transition,0.0
2014,anomaly,H,H_south_edge_lat_transition,0.0
2015,anomaly,H,H_south_edge_lat_transition,2.5
2016,anomaly,H,H_south_edge_lat_transition,9.2
2017,anomaly,H,H_south_edge_lat_transition,5.75
2018,anomaly,H,H_south_edge_lat_transition,1.3999999999999986
2019,anomaly,H,H_south_edge_lat_transition,-0.5999999999999996
2020,anomaly,H,H_south_edge_lat_transition,1.9499999999999993
2021,anomaly,H,H_south_edge_lat_transition,5.399999999999999
2022,anomaly,H,H_south_edge_lat_transition,1.8500000000000014
2023,anomaly,H,H_south_edge_lat_transition,-9.7
1979,anomaly,P,P_total_strength_transition,3.967764227558213
1980,anomaly,P,P_total_strength_transition,1.092988959199512
1981,anomaly,P,P_total_strength_transition,0.12745862892053506
1982,anomaly,P,P_total_strength_transition,1.4184080535736525
1983,anomaly,P,P_total_strength_transition,0.8703575037573854
1984,anomaly,P,P_total_strength_transition,1.3683277133713752
1985,anomaly,P,P_total_strength_transition,1.01396145821524
1986,anomaly,P,P_total_strength_transition,0.0841896465994374
1987,anomaly,P,P_total_strength_transition,1.6578553360249542
1988,anomaly,P,P_total_strength_transition,0.42963090853256647
1989,anomaly,P,P_total_strength_transition,2.1808008119914613
1990,anomaly,P,P_total_strength_transition,0.19655255621508516
1991,anomaly,P,P_total_strength_transition,0.46594846896973774
1992,anomaly,P,P_total_strength_transition,-0.5750040205451734
1993,anomaly,P,P_total_strength_transition,1.320632315905251
1994,anomaly,P,P_total_strength_transition,0.6042219334736636
1995,anomaly,P,P_total_strength_transition,-2.1668405163895343
1996,anomaly,P,P_total_strength_transition,0.7272818567836534
1997,anomaly,P,P_total_strength_transition,-0.3143532771428994
1998,anomaly,P,P_total_strength_transition,0.4258111541254941
1999,anomaly,P,P_total_strength_transition,-0.030001301777466516
2000,anomaly,P,P_total_strength_transition,1.2848209412373377
2001,anomaly,P,P_total_strength_transition,-1.0945333820285015
2002,anomaly,P,P_total_strength_transition,-0.11304197018487683
2003,anomaly,P,P_total_strength_transition,0.1978378560179559
2004,anomaly,P,P_total_strength_transition,1.2378453072532523
2005,anomaly,P,P_total_strength_transition,-0.4547767298559826
2006,anomaly,P,P_total_strength_transition,0.5804476684348581
2007,anomaly,P,P_total_strength_transition,0.19492222812997895
2008,anomaly,P,P_total_strength_transition,-3.175967070419132
2009,anomaly,P,P_total_strength_transition,-0.4688386585915367
2010,anomaly,P,P_total_strength_transition,1.1788786499094739
2011,anomaly,P,P_total_strength_transition,0.31270001667008884
2012,anomaly,P,P_total_strength_transition,1.7434472233497087
2013,anomaly,P,P_total_strength_transition,0.9310533637630156
2014,anomaly,P,P_total_strength_transition,-0.05199349535034781
2015,anomaly,P,P_total_strength_transition,1.355065323417132
2016,anomaly,P,P_total_strength_transition,0.6753084756181895
2017,anomaly,P,P_total_strength_transition,3.2183412711769
2018,anomaly,P,P_total_strength_transition,1.305122863851778
2019,anomaly,P,P_total_strength_transition,-0.13333872112563405
2020,anomaly,P,P_total_strength_transition,1.8223978358240376
2021,anomaly,P,P_total_strength_transition,1.681238984092233
2022,anomaly,P,P_total_strength_transition,-0.35908044284976537
2023,anomaly,P,P_total_strength_transition,-0.23039536163869023
1979,anomaly,P,P_total_strength_M_full,5.458859305530911
1980,anomaly,P,P_total_strength_M_full,7.592421325103361
1981,anomaly,P,P_total_strength_M_full,4.954381607520319
1982,anomaly,P,P_total_strength_M_full,4.69513638736905
1983,anomaly,P,P_total_strength_M_full,5.185238524039972
1984,anomaly,P,P_total_strength_M_full,3.631537764627741
1985,anomaly,P,P_total_strength_M_full,4.257834359638204
1986,anomaly,P,P_total_strength_M_full,5.2642206688070745
1987,anomaly,P,P_total_strength_M_full,4.134605909129586
1988,anomaly,P,P_total_strength_M_full,3.669994361122624
1989,anomaly,P,P_total_strength_M_full,4.9962791951033605
1990,anomaly,P,P_total_strength_M_full,4.099862629028653
1991,anomaly,P,P_total_strength_M_full,5.756135009155029
1992,anomaly,P,P_total_strength_M_full,2.7824209381860894
1993,anomaly,P,P_total_strength_M_full,4.161889477522592
1994,anomaly,P,P_total_strength_M_full,4.313076497268751
1995,anomaly,P,P_total_strength_M_full,6.062654528890045
1996,anomaly,P,P_total_strength_M_full,7.727197251447115
1997,anomaly,P,P_total_strength_M_full,3.440277011134251
1998,anomaly,P,P_total_strength_M_full,4.56419698885489
1999,anomaly,P,P_total_strength_M_full,4.397752720097454
2000,anomaly,P,P_total_strength_M_full,6.607861430347188
2001,anomaly,P,P_total_strength_M_full,6.046932290762523
2002,anomaly,P,P_total_strength_M_full,3.4986672365190046
2003,anomaly,P,P_total_strength_M_full,4.3904079223754495
2004,anomaly,P,P_total_strength_M_full,5.223034305115061
2005,anomaly,P,P_total_strength_M_full,4.287614086326017
2006,anomaly,P,P_total_strength_M_full,6.705480454309389
2007,anomaly,P,P_total_strength_M_full,4.123857562328974
2008,anomaly,P,P_total_strength_M_full,9.331289611433784
2009,anomaly,P,P_total_strength_M_full,4.504363357586742
2010,anomaly,P,P_total_strength_M_full,4.457352792951131
2011,anomaly,P,P_total_strength_M_full,4.357849362902233
2012,anomaly,P,P_total_strength_M_full,4.20993479664842
2013,anomaly,P,P_total_strength_M_full,4.97173165333656
2014,anomaly,P,P_total_strength_M_full,4.5885791655069745
2015,anomaly,P,P_total_strength_M_full,5.408292759555559
2016,anomaly,P,P_total_strength_M_full,3.291974832506953
2017,anomaly,P,P_total_strength_M_full,4.733655415100014
2018,anomaly,P,P_total_strength_M_full,4.482851462768319
2019,anomaly,P,P_total_strength_M_full,3.7295485700443303
2020,anomaly,P,P_total_strength_M_full,3.9753678359586906
2021,anomaly,P,P_total_strength_M_full,5.78137494491412
2022,anomaly,P,P_total_strength_M_full,6.340108039389354
2023,anomaly,P,P_total_strength_M_full,3.4627973773414786
1979,anomaly,P,P_centroid_lat_transition,-6.019748236598222
1980,anomaly,P,P_centroid_lat_transition,-1.8505936376898013
1981,anomaly,P,P_centroid_lat_transition,-1.0836191293705326
1982,anomaly,P,P_centroid_lat_transition,-10.642681337929428
1983,anomaly,P,P_centroid_lat_transition,-1.9372690883977803
1984,anomaly,P,P_centroid_lat_transition,-4.369731546486108
1985,anomaly,P,P_centroid_lat_transition,-3.2025884765551993
1986,anomaly,P,P_centroid_lat_transition,-0.5420296518794139
1987,anomaly,P,P_centroid_lat_transition,-5.998098190709644
1988,anomaly,P,P_centroid_lat_transition,3.916803602666249
1989,anomaly,P,P_centroid_lat_transition,-6.945353630734161
1990,anomaly,P,P_centroid_lat_transition,3.8699495946335496
1991,anomaly,P,P_centroid_lat_transition,13.380850285485092
1992,anomaly,P,P_centroid_lat_transition,-1.8868004258255162
1993,anomaly,P,P_centroid_lat_transition,-2.173814451010955
1994,anomaly,P,P_centroid_lat_transition,-4.371996157092202
1995,anomaly,P,P_centroid_lat_transition,2.5778963582812295
1996,anomaly,P,P_centroid_lat_transition,1.0618577695911071
1997,anomaly,P,P_centroid_lat_transition,-3.7472554791264336
1998,anomaly,P,P_centroid_lat_transition,-4.8476809611908145
1999,anomaly,P,P_centroid_lat_transition,3.8630959245465952
2000,anomaly,P,P_centroid_lat_transition,-0.04154335744944149
2001,anomaly,P,P_centroid_lat_transition,3.5326617857635725
2002,anomaly,P,P_centroid_lat_transition,-2.2366403049178345
2003,anomaly,P,P_centroid_lat_transition,-1.2076803367740254
2004,anomaly,P,P_centroid_lat_transition,-5.317724496673453
2005,anomaly,P,P_centroid_lat_transition,1.7415102020289908
2006,anomaly,P,P_centroid_lat_transition,-0.5305071583310372
2007,anomaly,P,P_centroid_lat_transition,4.251243903087932
2008,anomaly,P,P_centroid_lat_transition,-0.28994359709265183
2009,anomaly,P,P_centroid_lat_transition,6.6801495300195235
2010,anomaly,P,P_centroid_lat_transition,2.774735166624069
2011,anomaly,P,P_centroid_lat_transition,-2.425541622896837
2012,anomaly,P,P_centroid_lat_transition,-2.1807277482849727
2013,anomaly,P,P_centroid_lat_transition,0.35209699085077517
2014,anomaly,P,P_centroid_lat_transition,0.06838868143823618
2015,anomaly,P,P_centroid_lat_transition,-4.503341020487646
2016,anomaly,P,P_centroid_lat_transition,-4.600066796686299
2017,anomaly,P,P_centroid_lat_transition,-5.628018037900432
2018,anomaly,P,P_centroid_lat_transition,-0.5393431938816207
2019,anomaly,P,P_centroid_lat_transition,8.214586947484658
2020,anomaly,P,P_centroid_lat_transition,-6.140622244068556
2021,anomaly,P,P_centroid_lat_transition,0.14423818654064746
2022,anomaly,P,P_centroid_lat_transition,-2.182978634618056
2023,anomaly,P,P_centroid_lat_transition,8.76263317190979
1979,anomaly,P,P_centroid_lat_M_full,23.21908392596342
1980,anomaly,P,P_centroid_lat_M_full,22.826703585816364
1981,anomaly,P,P_centroid_lat_M_full,20.679244587018978
1982,anomaly,P,P_centroid_lat_M_full,22.36964021219293
1983,anomaly,P,P_centroid_lat_M_full,24.674116293716875
1984,anomaly,P,P_centroid_lat_M_full,27.255456982320215
1985,anomaly,P,P_centroid_lat_M_full,30.989523155988575
1986,anomaly,P,P_centroid_lat_M_full,21.95769609184274
1987,anomaly,P,P_centroid_lat_M_full,28.880846319582297
1988,anomaly,P,P_centroid_lat_M_full,27.42151115734435
1989,anomaly,P,P_centroid_lat_M_full,26.87153332556575
1990,anomaly,P,P_centroid_lat_M_full,30.532225450216792
1991,anomaly,P,P_centroid_lat_M_full,24.70618944162291
1992,anomaly,P,P_centroid_lat_M_full,26.45340485000389
1993,anomaly,P,P_centroid_lat_M_full,32.76939647326686
1994,anomaly,P,P_centroid_lat_M_full,24.129763410771154
1995,anomaly,P,P_centroid_lat_M_full,22.64643901616994
1996,anomaly,P,P_centroid_lat_M_full,18.68677428943183
1997,anomaly,P,P_centroid_lat_M_full,29.434243751944923
1998,anomaly,P,P_centroid_lat_M_full,29.175425941158014
1999,anomaly,P,P_centroid_lat_M_full,27.354285908979747
2000,anomaly,P,P_centroid_lat_M_full,18.444274885892455
2001,anomaly,P,P_centroid_lat_M_full,24.328959212093668
2002,anomaly,P,P_centroid_lat_M_full,30.493763009324482
2003,anomaly,P,P_centroid_lat_M_full,28.278786814583903
2004,anomaly,P,P_centroid_lat_M_full,26.964283389554183
2005,anomaly,P,P_centroid_lat_M_full,26.019225281250936
2006,anomaly,P,P_centroid_lat_M_full,19.22744689083157
2007,anomaly,P,P_centroid_lat_M_full,20.258398774781515
2008,anomaly,P,P_centroid_lat_M_full,19.510447966146845
2009,anomaly,P,P_centroid_lat_M_full,31.639894735223873
2010,anomaly,P,P_centroid_lat_M_full,27.85709220558018
2011,anomaly,P,P_centroid_lat_M_full,25.06900652017787
2012,anomaly,P,P_centroid_lat_M_full,25.219719570001818
2013,anomaly,P,P_centroid_lat_M_full,25.381034576195443
2014,anomaly,P,P_centroid_lat_M_full,27.99180145834687
2015,anomaly,P,P_centroid_lat_M_full,29.224635432687414
2016,anomaly,P,P_centroid_lat_M_full,28.794874005849415
2017,anomaly,P,P_centroid_lat_M_full,23.794284104937994
2018,anomaly,P,P_centroid_lat_M_full,33.928940626854065
2019,anomaly,P,P_centroid_lat_M_full,27.188048568769368
2020,anomaly,P,P_centroid_lat_M_full,29.701761721825
2021,anomaly,P,P_centroid_lat_M_full,31.022089216278395
2022,anomaly,P,P_centroid_lat_M_full,24.50111907151372
2023,anomaly,P,P_centroid_lat_M_full,26.470309324456977
1979,anomaly,P,P_spread_lat_transition,-1.755558944950245
1980,anomaly,P,P_spread_lat_transition,-0.7277672409931464
1981,anomaly,P,P_spread_lat_transition,0.21316439689112965
1982,anomaly,P,P_spread_lat_transition,0.4829921989458019
1983,anomaly,P,P_spread_lat_transition,0.5231340097776442
1984,anomaly,P,P_spread_lat_transition,0.842214451083485
1985,anomaly,P,P_spread_lat_transition,4.503015980404048
1986,anomaly,P,P_spread_lat_transition,2.6524688176859046
1987,anomaly,P,P_spread_lat_transition,1.0195413009198955
1988,anomaly,P,P_spread_lat_transition,1.5208634343807592
1989,anomaly,P,P_spread_lat_transition,2.9677280706524614
1990,anomaly,P,P_spread_lat_transition,-1.533613895971322
1991,anomaly,P,P_spread_lat_transition,-0.35094379847898294
1992,anomaly,P,P_spread_lat_transition,-2.469462537428253
1993,anomaly,P,P_spread_lat_transition,0.5582776086822925
1994,anomaly,P,P_spread_lat_transition,-4.85751959543499
1995,anomaly,P,P_spread_lat_transition,0.5518745678195813
1996,anomaly,P,P_spread_lat_transition,0.6747673574362345
1997,anomaly,P,P_spread_lat_transition,-0.9850106422733698
1998,anomaly,P,P_spread_lat_transition,2.656439629486602
1999,anomaly,P,P_spread_lat_transition,-0.4360086436760575
2000,anomaly,P,P_spread_lat_transition,0.03090398385929749
2001,anomaly,P,P_spread_lat_transition,-0.8054931118740871
2002,anomaly,P,P_spread_lat_transition,1.8053411321103208
2003,anomaly,P,P_spread_lat_transition,-0.6074788863865292
2004,anomaly,P,P_spread_lat_transition,1.9444111186987705
2005,anomaly,P,P_spread_lat_transition,-1.3847246897720726
2006,anomaly,P,P_spread_lat_transition,-0.7824931561210464
2007,anomaly,P,P_spread_lat_transition,-0.00862407252153663
2008,anomaly,P,P_spread_lat_transition,-0.37356605099275164
2009,anomaly,P,P_spread_lat_transition,-3.035959480558764
2010,anomaly,P,P_spread_lat_transition,0.9909270709657184
2011,anomaly,P,P_spread_lat_transition,-3.2020343949543495
2012,anomaly,P,P_spread_lat_transition,0.7194426157873535
2013,anomaly,P,P_spread_lat_transition,-1.133070916925254
2014,anomaly,P,P_spread_lat_transition,-0.4613409051938535
2015,anomaly,P,P_spread_lat_transition,1.1790158201698073
2016,anomaly,P,P_spread_lat_transition,-0.9218629385073931
2017,anomaly,P,P_spread_lat_transition,-0.455725983965547
2018,anomaly,P,P_spread_lat_transition,0.8653764479664764
2019,anomaly,P,P_spread_lat_transition,-1.7528865506177542
2020,anomaly,P,P_spread_lat_transition,1.8039514842372157
2021,anomaly,P,P_spread_lat_transition,0.6859235437651714
2022,anomaly,P,P_spread_lat_transition,1.2953106790310875
2023,anomaly,P,P_spread_lat_transition,0.31597466308746625
1979,anomaly,P,P_spread_lat_M_full,4.4857459295035405
1980,anomaly,P,P_spread_lat_M_full,6.532957405833211
1981,anomaly,P,P_spread_lat_M_full,2.6255792801631137
1982,anomaly,P,P_spread_lat_M_full,3.0626118248674716
1983,anomaly,P,P_spread_lat_M_full,3.2795217202110676
1984,anomaly,P,P_spread_lat_M_full,3.534851085459001
1985,anomaly,P,P_spread_lat_M_full,3.2621659530868303
1986,anomaly,P,P_spread_lat_M_full,4.154435140990267
1987,anomaly,P,P_spread_lat_M_full,3.427560358669577
1988,anomaly,P,P_spread_lat_M_full,2.134242490402597
1989,anomaly,P,P_spread_lat_M_full,5.657205685564154
1990,anomaly,P,P_spread_lat_M_full,3.168979329559674
1991,anomaly,P,P_spread_lat_M_full,3.415526690761229
1992,anomaly,P,P_spread_lat_M_full,2.866936900419952
1993,anomaly,P,P_spread_lat_M_full,0.9267848322081126
1994,anomaly,P,P_spread_lat_M_full,5.575398668214177
1995,anomaly,P,P_spread_lat_M_full,5.348571044707372
1996,anomaly,P,P_spread_lat_M_full,2.72957038825339
1997,anomaly,P,P_spread_lat_M_full,1.9005713419663803
1998,anomaly,P,P_spread_lat_M_full,3.397961106078753
1999,anomaly,P,P_spread_lat_M_full,1.9721922415418613
2000,anomaly,P,P_spread_lat_M_full,2.046941433314139
2001,anomaly,P,P_spread_lat_M_full,3.570534075734782
2002,anomaly,P,P_spread_lat_M_full,3.0886206913425727
2003,anomaly,P,P_spread_lat_M_full,1.6914461571516959
2004,anomaly,P,P_spread_lat_M_full,5.7009866876254485
2005,anomaly,P,P_spread_lat_M_full,1.1815967201213757
2006,anomaly,P,P_spread_lat_M_full,5.640500842999334
2007,anomaly,P,P_spread_lat_M_full,0.7247227106886303
2008,anomaly,P,P_spread_lat_M_full,3.477063757346428
2009,anomaly,P,P_spread_lat_M_full,1.697992898304637
2010,anomaly,P,P_spread_lat_M_full,1.3826849949040725
2011,anomaly,P,P_spread_lat_M_full,3.227717454692964
2012,anomaly,P,P_spread_lat_M_full,3.937142314697876
2013,anomaly,P,P_spread_lat_M_full,2.64448571736583
2014,anomaly,P,P_spread_lat_M_full,2.189330295688379
2015,anomaly,P,P_spread_lat_M_full,2.2081131426166545
2016,anomaly,P,P_spread_lat_M_full,2.039841222766475
2017,anomaly,P,P_spread_lat_M_full,2.6639661104597567
2018,anomaly,P,P_spread_lat_M_full,0.9245972943768311
2019,anomaly,P,P_spread_lat_M_full,2.7015453976396917
2020,anomaly,P,P_spread_lat_M_full,2.918833824384242
2021,anomaly,P,P_spread_lat_M_full,1.8300961237020839
2022,anomaly,P,P_spread_lat_M_full,3.6358067449819123
2023,anomaly,P,P_spread_lat_M_full,2.3843341098456787
1979,anomaly,P,P_main_band_share_transition,-0.31894650308975775
1980,anomaly,P,P_main_band_share_transition,-0.12167249027450261
1981,anomaly,P,P_main_band_share_transition,-0.03852139338493457
1982,anomaly,P,P_main_band_share_transition,-0.4826622540963488
1983,anomaly,P,P_main_band_share_transition,-0.2622341349739167
1984,anomaly,P,P_main_band_share_transition,-0.10779504117464644
1985,anomaly,P,P_main_band_share_transition,-0.44297286829062044
1986,anomaly,P,P_main_band_share_transition,-0.095645357182813
1987,anomaly,P,P_main_band_share_transition,-0.14032364068894776
1988,anomaly,P,P_main_band_share_transition,0.23699407236013104
1989,anomaly,P,P_main_band_share_transition,-0.31772876324670507
1990,anomaly,P,P_main_band_share_transition,0.16049359495584692
1991,anomaly,P,P_main_band_share_transition,0.4448060397165207
1992,anomaly,P,P_main_band_share_transition,0.11784442192531297
1993,anomaly,P,P_main_band_share_transition,0.021790858516916867
1994,anomaly,P,P_main_band_share_transition,0.08297466176574203
1995,anomaly,P,P_main_band_share_transition,0.22074411995840815
1996,anomaly,P,P_main_band_share_transition,0.11904574102584839
1997,anomaly,P,P_main_band_share_transition,-0.05740809329011998
1998,anomaly,P,P_main_band_share_transition,-0.35802253205080947
1999,anomaly,P,P_main_band_share_transition,0.20236295130170934
2000,anomaly,P,P_main_band_share_transition,0.08595312424754938
2001,anomaly,P,P_main_band_share_transition,0.1961776883827837
2002,anomaly,P,P_main_band_share_transition,-0.2833473970510775
2003,anomaly,P,P_main_band_share_transition,-0.03482161163946307
2004,anomaly,P,P_main_band_share_transition,-0.320555233941586
2005,anomaly,P,P_main_band_share_transition,-0.006852911285928354
2006,anomaly,P,P_main_band_share_transition,0.05168337863133271
2007,anomaly,P,P_main_band_share_transition,0.0220444897408031
2008,anomaly,P,P_main_band_share_transition,-0.009237066150426632
2009,anomaly,P,P_main_band_share_transition,0.42560123626371316
2010,anomaly,P,P_main_band_share_transition,-0.005045586065953289
2011,anomaly,P,P_main_band_share_transition,-0.11672378539748696
2012,anomaly,P,P_main_band_share_transition,-0.14526422281373996
2013,anomaly,P,P_main_band_share_transition,0.015280278902798927
2014,anomaly,P,P_main_band_share_transition,0.07815800810401063
2015,anomaly,P,P_main_band_share_transition,-0.11238268873777568
2016,anomaly,P,P_main_band_share_transition,-0.06271996957046311
2017,anomaly,P,P_main_band_share_transition,-0.5132719195590456
2018,anomaly,P,P_main_band_share_transition,0.12693057170588196
2019,anomaly,P,P_main_band_share_transition,0.33273783781423083
2020,anomaly,P,P_main_band_share_transition,0.001179048386136694
2021,anomaly,P,P_main_band_share_transition,-0.0003987043562065917
2022,anomaly,P,P_main_band_share_transition,-0.14518210131633602
2023,anomaly,P,P_main_band_share_transition,0.3759715116284758
1979,anomaly,P,P_main_band_share_M_full,0.44804446454315333
1980,anomaly,P,P_main_band_share_M_full,0.32895595497738034
1981,anomaly,P,P_main_band_share_M_full,0.19621119824964342
1982,anomaly,P,P_main_band_share_M_full,0.5693577757448245
1983,anomaly,P,P_main_band_share_M_full,0.5204462628899655
1984,anomaly,P,P_main_band_share_M_full,0.6828367267087585
1985,anomaly,P,P_main_band_share_M_full,0.7285703046791266
1986,anomaly,P,P_main_band_share_M_full,0.28802765933707686
1987,anomaly,P,P_main_band_share_M_full,0.6504205975980627
1988,anomaly,P,P_main_band_share_M_full,0.7999942469262209
1989,anomaly,P,P_main_band_share_M_full,0.7151426196389369
1990,anomaly,P,P_main_band_share_M_full,0.7772547371106513
1991,anomaly,P,P_main_band_share_M_full,0.48969362523726834
1992,anomaly,P,P_main_band_share_M_full,0.7480196019937035
1993,anomaly,P,P_main_band_share_M_full,0.9617577955897652
1994,anomaly,P,P_main_band_share_M_full,0.49199094417079475
1995,anomaly,P,P_main_band_share_M_full,0.38149463530774347
1996,anomaly,P,P_main_band_share_M_full,0.2416273533176559
1997,anomaly,P,P_main_band_share_M_full,0.9547153106268029
1998,anomaly,P,P_main_band_share_M_full,0.776797515348592
1999,anomaly,P,P_main_band_share_M_full,0.7587717081333207
2000,anomaly,P,P_main_band_share_M_full,0.13183484247759641
2001,anomaly,P,P_main_band_share_M_full,0.594338720934804
2002,anomaly,P,P_main_band_share_M_full,0.714438479101521
2003,anomaly,P,P_main_band_share_M_full,0.97713797069123
2004,anomaly,P,P_main_band_share_M_full,0.6779474081209115
2005,anomaly,P,P_main_band_share_M_full,0.6913091733490381
2006,anomaly,P,P_main_band_share_M_full,0.32708883825306945
2007,anomaly,P,P_main_band_share_M_full,0.05790450813434532
2008,anomaly,P,P_main_band_share_M_full,0.3360625646829826
2009,anomaly,P,P_main_band_share_M_full,0.6687508952083103
2010,anomaly,P,P_main_band_share_M_full,0.9109830971868029
2011,anomaly,P,P_main_band_share_M_full,0.5450945201920209
2012,anomaly,P,P_main_band_share_M_full,0.5889896470380245
2013,anomaly,P,P_main_band_share_M_full,0.7236560964410877
2014,anomaly,P,P_main_band_share_M_full,0.8723158115173271
2015,anomaly,P,P_main_band_share_M_full,0.6005836702986843
2016,anomaly,P,P_main_band_share_M_full,0.8065835617513222
2017,anomaly,P,P_main_band_share_M_full,0.47674938456239846
2018,anomaly,P,P_main_band_share_M_full,0.9426949838698161
2019,anomaly,P,P_main_band_share_M_full,0.5561094720414136
2020,anomaly,P,P_main_band_share_M_full,0.6041052055474887
