mode,h_metric,p_metric,spearman_r,pearson_r,high_mean,low_mean,high_minus_low,permutation_null_p90_absdiff,permutation_p,bootstrap_ci_low,bootstrap_ci_high,direction_consistent_with_v10_7_k
anomaly,H_west_extent_lon_transition,P_centroid_lat_transition,-0.35995402204489724,-0.43214535901873347,-3.578292272642943,0.004612631208450816,-3.582904903851394,3.0016326383918606,0.047390521895620874,-6.057185265902019,-0.8951335322150905,manual_check_required
anomaly,H_west_extent_lon_transition,P_main_band_share_transition,-0.2584846821284799,-0.3737611138606509,-0.1422116880022319,-0.027521110602095496,-0.11469057740013641,0.14888126821249056,0.19916016796640673,-0.25572111835560823,0.02708720366643492,manual_check_required
anomaly,H_west_extent_lon_transition,P_south_band_share_18_24_transition,0.27587184174790524,0.3238334662750748,0.1243292333603888,0.030075348243294126,0.09425388511709468,0.11078585390978585,0.16856628674265148,-0.024132871038269946,0.20792588866644326,manual_check_required
anomaly,H_west_extent_lon_transition,P_main_minus_south_transition,-0.2720891390826104,-0.3656287329081382,-0.26654092136262064,-0.05759645884538966,-0.20894446251723098,0.24978333491951643,0.17416516696660667,-0.4613503963904674,0.044214424052281265,manual_check_required
anomaly,H_west_extent_lon_transition,P_spread_lat_transition,-0.13060278675965298,-0.059195218007713234,0.04532399524536794,0.6873806451488693,-0.6420566499035014,1.136444741906242,0.367126574685063,-1.6269739085812158,0.34471218475834325,manual_check_required
anomaly,H_zonal_width_transition,P_centroid_lat_transition,0.4961291452578783,0.48528311108191596,1.524586610388996,-3.392166743555454,4.916753353944451,2.995466567700353,0.005398920215956809,2.061784929012878,7.785764068895623,manual_check_required
anomaly,H_zonal_width_transition,P_main_band_share_transition,0.46760007223043326,0.4884104133369985,0.08668518577751325,-0.15027077673200828,0.23695596250952153,0.1468711576703411,0.005198960207958408,0.07176965098716706,0.39470366276319424,manual_check_required
anomaly,H_zonal_width_transition,P_south_band_share_18_24_transition,-0.44005930427322304,-0.4158270695823994,-0.04719560912469235,0.11032226650366864,-0.157517875628361,0.1110187935062317,0.01979604079184163,-0.2810505161992788,-0.032727606227700844,manual_check_required
anomaly,H_zonal_width_transition,P_main_minus_south_transition,0.4619996768324359,0.4744781693951029,0.13388079490220564,-0.2605930432356768,0.3944738381378824,0.24614769869729985,0.0065986802639472104,0.11567224115779012,0.6770483944024355,manual_check_required
anomaly,H_zonal_width_transition,P_spread_lat_transition,-0.13842859683755673,-0.16695744425969328,-0.04726454763263805,0.4648844028274167,-0.5121489504600548,1.1024956198309233,0.4683063387322535,-1.5380358684093847,0.5386807167289379,manual_check_required
anomaly,H_north_edge_lat_transition,P_centroid_lat_transition,-0.06365791393600805,-0.10276242658926908,-0.7001823979290311,0.18314234363801035,-0.8833247415670415,2.9155794235655703,0.619876024795041,-4.69703788197283,2.851120775828207,manual_check_required
anomaly,H_north_edge_lat_transition,P_main_band_share_transition,-0.15011036473993164,-0.14559934002990021,-0.07165208289213554,0.05720554965547901,-0.12885763254761456,0.14761916085375718,0.15296940611877624,-0.28299327518598,0.03371137534439675,manual_check_required
anomaly,H_north_edge_lat_transition,P_south_band_share_18_24_transition,0.23461694044537465,0.27167571701419385,0.10120020914397423,-0.03591390563496006,0.1371141147789343,0.11350433254085575,0.04579084183163367,0.0035815046356817244,0.26528382171223525,manual_check_required
anomaly,H_north_edge_lat_transition,P_main_minus_south_transition,-0.2172430556375122,-0.20795772327468667,-0.17285229203610972,0.09311945529043907,-0.26597174732654877,0.249744234620466,0.08058388322335533,-0.548761718034778,0.014567790279879476,manual_check_required
anomaly,H_north_edge_lat_transition,P_spread_lat_transition,0.0835336381562027,0.08518523295388729,0.2109106062775463,-0.4982192964738225,0.7091299027513688,1.1141645249766408,0.3043391321735653,-0.4233046655102082,1.8780921161495967,manual_check_required
local_background_removed,H_west_extent_lon_transition,P_centroid_lat_transition,-0.1386342937417924,-0.20824067439720287,-2.083199997914304,-1.4246031934948848,-0.6585968044194193,2.7446977981277514,0.6928614277144571,-3.904783889177132,2.9033960129527774,manual_check_required
local_background_removed,H_west_extent_lon_transition,P_main_band_share_transition,-0.10756908410734396,-0.22994310742063392,-0.13548504252261964,-0.07878215167066144,-0.056702890851958204,0.1469048604767112,0.5318936212757448,-0.22347770058085567,0.09860015317606009,manual_check_required
local_background_removed,H_west_extent_lon_transition,P_south_band_share_18_24_transition,0.06564098666895188,0.1422657266578987,0.09463175406769175,0.10382090534143372,-0.009189151273741966,0.1200945896835003,0.8978204359128175,-0.14531529513181515,0.1214313642942484,manual_check_required
local_background_removed,H_west_extent_lon_transition,P_main_minus_south_transition,-0.08696933955230456,-0.19744034677680483,-0.23011679659031137,-0.18260305701209517,-0.047513739578216196,0.2547525914085398,0.760247950409918,-0.3429173194432569,0.2453847497543925,manual_check_required
local_background_removed,H_west_extent_lon_transition,P_spread_lat_transition,-0.05351959357064895,-0.03067649693243837,0.08178711268469985,0.20114749989733877,-0.11936038721263892,1.1483684982830122,0.8620275944811038,-1.5016278494500421,1.3355402739263418,manual_check_required
local_background_removed,H_zonal_width_transition,P_centroid_lat_transition,0.1601554783105317,0.18138286926790004,0.46073633436115213,-2.364692919489082,2.825429253850234,2.72089422500279,0.08938212357528494,0.20946783641005687,5.453416683473232,manual_check_required
