window,source_variable,target_variable,source_family,target_family,lead_lag_label,lead_lag_group,direction_label,same_day_coupling_flag,p_pos_surrogate,q_pos_within_window,q_pos_global,p_pos_audit_surrogate,q_pos_audit_within_window,q_pos_audit_global,audit_support_shift,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,D_pos_neg,D_pos_neg_CI90_low,D_pos_neg_CI90_high,D_pos_neg_CI95_low,D_pos_neg_CI95_high,P_D_pos_neg_gt_0,D_pos_0,D_pos_0_CI90_low,D_pos_0_CI90_high,D_pos_0_CI95_low,D_pos_0_CI95_high,P_D_pos_0_gt_0,source_raw_phi,target_raw_phi,source_phi_after_clip,target_phi_after_clip,source_phi_clip_severity,target_phi_clip_severity,pair_phi_risk,source_phi_clip_amount,target_phi_clip_amount,evidence_tier,evidence_tier_reason,recommended_usage,failure_reason,risk_note,suggested_reverse_direction,D_pos_neg_robustness,D_pos_0_robustness,D_pos_neg_bootstrap_mean,D_pos_neg_CI90_low_robustness,D_pos_neg_CI90_high_robustness,D_pos_neg_CI95_low_robustness,D_pos_neg_CI95_high_robustness,P_D_pos_neg_gt_0_robustness,D_pos_0_bootstrap_mean,D_pos_0_CI90_low_robustness,D_pos_0_CI90_high_robustness,D_pos_0_CI95_low_robustness,D_pos_0_CI95_high_robustness,P_D_pos_0_gt_0_robustness,LOO_direction_retained_fraction,LOO_flip_years,T_pos_null95,strength_excess,strength_ratio,statistical_support,strength_tier,sample_status,evidence_tier_prefix,lag_vs_tau0_label,forward_vs_reverse_label,same_day_coupling_detected,v1_stability_judgement,v1_stability_use_class,v1_stability_interpretation_guardrail,D_pos_0_used,D_pos_0_CI90_low_used,D_pos_0_CI90_high_used,P_D_pos_0_gt_0_used,D_pos_neg_used,D_pos_neg_CI90_low_used,D_pos_neg_CI90_high_used,P_D_pos_neg_gt_0_used,family_direction
T3,P_main_band_share,V_strength,P,V,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.6233766233766234,0.75,0.7413127413127413,0.6463536463536463,0.7716159809183064,0.7679778429885588,same_p_support_flag,5,-0.0827450615978013,0.0827450615978013,-3,0.0930267906647623,0.0930267906647623,0.0462046807635247,0.0462046807635247,-0.0089930296457157,-0.1297963037559831,0.1512113161924892,-0.162517248134723,0.1977911207514416,0.439,0.0118871323675482,-0.0691174460325802,0.1814540994349953,-0.0773297186211996,0.2024542590179118,0.572,0.939208531313945,0.9458729035825372,0.939208531313945,0.9458729035825372,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.0089930296457157,0.0118871323675482,-0.0020156275496296,-0.1297963037559831,0.1512113161924892,-0.162517248134723,0.1977911207514416,0.439,0.0301104905067319,-0.0691174460325802,0.1814540994349953,-0.0773297186211996,0.2024542590179118,0.572,0.2,36,0.2587393352585356,-0.1759942736607342,0.3198008587102592,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0118871323675482,-0.0691174460325802,0.1814540994349953,0.572,-0.0089930296457157,-0.1297963037559831,0.1512113161924892,0.439,P→V
T3,P_main_band_share,V_pos_centroid_lat,P,V,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,direction_not_assessed_as_strict_due_to_marginal_stat_support,False,0.0259740259740259,0.1290322580645161,0.0897755610972568,0.0149850149850149,0.2051282051282051,0.0903010033444816,same_p_support_flag,3,0.2767195712946717,0.2767195712946717,-5,-0.2075888392374581,0.2075888392374581,0.1137348478163833,0.1137348478163833,0.0713298216421021,-0.0941084872242375,0.2260913872375018,-0.1139786856063942,0.2557297997041716,0.759,0.1493609970254591,0.0701264333519906,0.2284388869490164,0.0620122597568013,0.2463898690127291,0.999,0.939208531313945,0.9128829190985333,0.939208531313945,0.9128829190985333,none,none,none,0.0,0.0,Tier4d_ambiguous_marginal_statistical_support,ambiguous because statistical support is marginal,expanded temporal risk pool only; useful for feedback/same-day/transition audit,marginal_statistical_support,marginal,,0.0713298216421021,0.1493609970254591,0.0692321356987744,-0.0941084872242375,0.2260913872375018,-0.1139786856063942,0.2557297997041716,0.759,0.1494984524780869,0.0701264333519906,0.2284388869490164,0.0620122597568013,0.2463898690127291,0.999,1.0,0,0.2521158680186303,0.0246037032760414,1.0975888724077587,marginal,moderate_above_null,ok,Tier4d,stable_lag_dominant,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.1493609970254591,0.0701264333519906,0.2284388869490164,0.999,0.0713298216421021,-0.0941084872242375,0.2260913872375018,0.759,P→V
T3,P_main_band_share,V_NS_diff,P,V,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.2027972027972027,0.4249084249084249,0.3679017317760772,0.2397602397602397,0.5552342394447658,0.4567803330689929,same_p_support_flag,1,0.1797823749001245,0.1797823749001245,-1,0.157114730561082,0.157114730561082,0.1806793992533153,0.1806793992533153,0.0169165868422904,-0.0762462871267614,0.0772783740783176,-0.1116372342618955,0.0854849680282276,0.554,-0.0141503500160498,-0.0442672369139205,0.0633275951408141,-0.0506079408088923,0.0933814766219699,0.323,0.939208531313945,0.9486321910069336,0.939208531313945,0.9486321910069336,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.0169165868422904,-0.0141503500160498,0.0039625363437127,-0.0762462871267614,0.0772783740783176,-0.1116372342618955,0.0854849680282276,0.554,-0.0049902218067803,-0.0442672369139205,0.0633275951408141,-0.0506079408088923,0.0933814766219699,0.323,0.9777777777777776,1,0.264703222332584,-0.0849208474324594,0.6791846858374796,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0141503500160498,-0.0442672369139205,0.0633275951408141,0.323,0.0169165868422904,-0.0762462871267614,0.0772783740783176,0.554,P→V
T3,P_main_band_share,H_strength,P,H,lead_lag_ambiguous_same_day_dominant,lead_lag_ambiguous,same_day_dominant,True,0.0169830169830169,0.0951048951048951,0.066026540079836,0.0329670329670329,0.2700156985871271,0.1498108448928121,same_p_support_flag,1,-0.309382490130126,0.309382490130126,-1,-0.3460730845917344,0.3460730845917344,-0.3339098680754293,0.3339098680754293,-0.0395277167134305,-0.1287966019674352,0.0116695075581211,-0.1488843644879797,0.0202322463899216,0.089,-0.0481052971018035,-0.0736677800512726,-0.0209596186110545,-0.079027930827514,-0.0155532853072739,0.01,0.939208531313945,0.9633515565590944,0.939208531313945,0.95,none,moderate,moderate,0.0,0.0133515565590945,Tier4b_ambiguous_same_day_dominant,ambiguous because same-day coupling is dominant or mixed,expanded temporal risk pool only; useful for feedback/same-day/transition audit,same_day_exceeds_positive_lag,same_day_dominant,,-0.0395277167134305,-0.0481052971018035,-0.0513162138410103,-0.1287966019674352,0.0116695075581211,-0.1488843644879797,0.0202322463899216,0.089,-0.0484234670971798,-0.0736677800512726,-0.0209596186110545,-0.079027930827514,-0.0155532853072739,0.01,0.0,45,0.266372454619401,0.043010035510725,1.161465777578912,supported,moderate_above_null,ok,Tier4b,stable_tau0_dominant,forward_reverse_close_or_uncertain,True,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0481052971018035,-0.0736677800512726,-0.0209596186110545,0.01,-0.0395277167134305,-0.1287966019674352,0.0116695075581211,0.089,P→H
T3,P_main_band_share,H_centroid_lat,P,H,lead_lag_no_reverse_dominant,lead_lag_no,reverse_dominant,True,0.0019980019980019,0.0212201591511936,0.01294033069734,0.0119880119880119,0.194331983805668,0.0781900452488687,same_p_support_flag,1,-0.3954244678209449,0.3954244678209449,-1,-0.4360820272379161,0.4360820272379161,-0.4268937778722705,0.4268937778722705,-0.0557347693106152,-0.1406242193930533,-0.0038792412414694,-0.1568003431261415,0.0063957414819391,0.039,-0.0565898458208204,-0.0829981532749085,-0.0326839432476094,-0.0882368748144045,-0.0278041191682672,0.001,0.939208531313945,0.915115863033404,0.939208531313945,0.915115863033404,none,none,none,0.0,0.0,Tier5b_no_reverse_dominant,original direction not supported; reverse direction is temporally stronger,do not use original direction; inspect suggested reverse if scientifically relevant,reverse_lag_dominant,reverse_direction,H_centroid_lat -> P_main_band_share,-0.0557347693106152,-0.0565898458208204,-0.0634986037725772,-0.1406242193930533,-0.0038792412414694,-0.1568003431261415,0.0063957414819391,0.039,-0.0574869342526079,-0.0829981532749085,-0.0326839432476094,-0.0882368748144045,-0.0278041191682672,0.001,0.0,45,0.2473642138404414,0.1480602539805035,1.598551632355388,supported,strong_above_null,ok,Tier5b,stable_tau0_dominant,reverse_competitive,True,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0565898458208204,-0.0829981532749085,-0.0326839432476094,0.001,-0.0557347693106152,-0.1406242193930533,-0.0038792412414694,0.039,P→H
T3,P_main_band_share,H_west_extent_lon,P,H,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.4515484515484515,0.6379675370501058,0.6052670733521797,0.4735264735264735,0.6823361823361823,0.6440703555522005,same_p_support_flag,5,0.0967036349505505,0.0967036349505505,-4,-0.1060240454920003,0.1060240454920003,-0.0090893977792764,0.0090893977792764,-0.0130444765238822,-0.1465715896198121,0.1490849564381443,-0.1703933473914467,0.1749567171539684,0.493,0.069348576661543,-0.0621990173948274,0.1615012233317342,-0.0679360528460998,0.1761121203154758,0.685,0.939208531313945,0.8341671170275613,0.939208531313945,0.8341671170275613,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.0130444765238822,0.069348576661543,-0.0016886318929108,-0.1465715896198121,0.1490849564381443,-0.1703933473914467,0.1749567171539684,0.493,0.0385573442053887,-0.0621990173948274,0.1615012233317342,-0.0679360528460998,0.1761121203154758,0.685,0.1111111111111111,40,0.2173048473236423,-0.1206012123730918,0.44501370375105,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.069348576661543,-0.0621990173948274,0.1615012233317342,0.685,-0.0130444765238822,-0.1465715896198121,0.1490849564381443,0.493,P→H
T3,P_main_band_share,H_zonal_width,P,H,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.2627372627372627,0.4748777234326368,0.4379481012072713,0.3186813186813186,0.5951174573929066,0.5321594068582021,same_p_support_flag,1,0.0962296569116901,0.0962296569116901,-2,0.1659610527718246,0.1659610527718246,0.1342406808258782,0.1342406808258782,-0.0664461311810384,-0.1537302357214806,-0.0065389590670264,-0.1711625234662082,0.0040528635596167,0.031,-0.0545102239715454,-0.0757563858237705,0.0124912216634547,-0.0809387715269383,0.0279371550067915,0.075,0.939208531313945,0.4995156833219605,0.939208531313945,0.4995156833219605,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.0664461311810384,-0.0545102239715454,-0.0732883814770072,-0.1537302357214806,-0.0065389590670264,-0.1711625234662082,0.0040528635596167,0.031,-0.0444201225209993,-0.0757563858237705,0.0124912216634547,-0.0809387715269383,0.0279371550067915,0.075,0.0,45,0.1524611393691545,-0.0562314824574644,0.6311749820961854,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,reverse_competitive,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0545102239715454,-0.0757563858237705,0.0124912216634547,0.075,-0.0664461311810384,-0.1537302357214806,-0.0065389590670264,0.031,P→H
T3,P_main_band_share,Je_strength,P,Je,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.5284715284715285,0.6919831223628692,0.6637621553797358,0.4865134865134865,0.6825174825174826,0.6537156493530707,same_p_support_flag,5,-0.1001665641830704,0.1001665641830704,-1,0.0975961531844607,0.0975961531844607,0.1032922375729808,0.1032922375729808,9.4235060566078e-05,-0.059401826050325,0.1737677001901125,-0.0835673052077376,0.1979731545507173,0.688,-0.0217661854472387,-0.051274767797658,0.1784537468099978,-0.0582782645295193,0.2125864401100345,0.465,0.939208531313945,0.9411781786667556,0.939208531313945,0.9411781786667556,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,9.4235060566078e-05,-0.0217661854472387,0.0371545858712784,-0.059401826050325,0.1737677001901125,-0.0835673052077376,0.1979731545507173,0.688,0.0295479413646553,-0.051274767797658,0.1784537468099978,-0.0582782645295193,0.2125864401100345,0.465,0.5777777777777777,19,0.2520850539807574,-0.151918489797687,0.3973522531435621,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0217661854472387,-0.051274767797658,0.1784537468099978,0.465,9.4235060566078e-05,-0.059401826050325,0.1737677001901125,0.688,P→Je
T3,P_main_band_share,Je_axis_lat,P,Je,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,bidirectional_close,True,0.0049950049950049,0.0375234521575985,0.0254524886877828,0.0889110889110889,0.3626373626373626,0.2681844814597807,audit_more_conservative,1,-0.2959613170241551,0.2959613170241551,-1,-0.2915647841136686,0.2915647841136686,-0.2950305117263212,0.2950305117263212,0.0046060637062416,-0.1114368363914463,0.1148302405754922,-0.1394225009158121,0.1430106028732916,0.494,-0.0226016045622495,-0.0553330785032776,0.070865193470078,-0.060096106462725,0.0908737722364105,0.293,0.939208531313945,0.8738481494899002,0.939208531313945,0.8738481494899002,none,none,none,0.0,0.0,Tier4a_ambiguous_bidirectional_close,ambiguous bidirectional/feedback-like temporal structure,expanded temporal risk pool only; useful for feedback/same-day/transition audit,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,,0.0046060637062416,-0.0226016045622495,0.0002094689985164,-0.1114368363914463,0.1148302405754922,-0.1394225009158121,0.1430106028732916,0.494,-0.0103832655142906,-0.0553330785032776,0.070865193470078,-0.060096106462725,0.0908737722364105,0.293,0.8222222222222222,8,0.2369664315209506,0.0589948855032045,1.248958829841638,supported,strong_above_null,ok,Tier4a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,True,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0226016045622495,-0.0553330785032776,0.070865193470078,0.293,0.0046060637062416,-0.1114368363914463,0.1148302405754922,0.494,P→Je
T3,P_main_band_share,Je_meridional_width,P,Je,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.8331668331668332,0.9099836333878886,0.8934384764171998,0.7382617382617382,0.8359728506787331,0.8241891012732736,same_p_support_flag,1,-0.0255364902538712,0.0255364902538712,-5,0.037831070147847,0.037831070147847,-0.0335922032051109,0.0335922032051109,-0.0177820201179746,-0.0733290018965495,0.0545632649594793,-0.0852814575092287,0.0706556539830918,0.297,-0.0218704479404676,-0.0302377485116126,0.0678791828030494,-0.034962876519973,0.0810739568041709,0.358,0.939208531313945,0.0047828227782972,0.939208531313945,0.0047828227782972,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.0177820201179746,-0.0218704479404676,-0.0144764357709123,-0.0733290018965495,0.0545632649594793,-0.0852814575092287,0.0706556539830918,0.297,-2.625105001307972e-05,-0.0302377485116126,0.0678791828030494,-0.034962876519973,0.0810739568041709,0.358,0.0222222222222222,44,0.1054082334741904,-0.0798717432203192,0.2422627665050847,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0218704479404676,-0.0302377485116126,0.0678791828030494,0.358,-0.0177820201179746,-0.0733290018965495,0.0545632649594793,0.297,P→Je
