window,source_variable,target_variable,source_family,target_family,lead_lag_label,lead_lag_group,direction_label,same_day_coupling_flag,p_pos_surrogate,q_pos_within_window,q_pos_global,p_pos_audit_surrogate,q_pos_audit_within_window,q_pos_audit_global,audit_support_shift,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,D_pos_neg,D_pos_neg_CI90_low,D_pos_neg_CI90_high,D_pos_neg_CI95_low,D_pos_neg_CI95_high,P_D_pos_neg_gt_0,D_pos_0,D_pos_0_CI90_low,D_pos_0_CI90_high,D_pos_0_CI95_low,D_pos_0_CI95_high,P_D_pos_0_gt_0,source_raw_phi,target_raw_phi,source_phi_after_clip,target_phi_after_clip,source_phi_clip_severity,target_phi_clip_severity,pair_phi_risk,source_phi_clip_amount,target_phi_clip_amount,evidence_tier,evidence_tier_reason,recommended_usage,failure_reason,risk_note,suggested_reverse_direction,D_pos_neg_robustness,D_pos_0_robustness,D_pos_neg_bootstrap_mean,D_pos_neg_CI90_low_robustness,D_pos_neg_CI90_high_robustness,D_pos_neg_CI95_low_robustness,D_pos_neg_CI95_high_robustness,P_D_pos_neg_gt_0_robustness,D_pos_0_bootstrap_mean,D_pos_0_CI90_low_robustness,D_pos_0_CI90_high_robustness,D_pos_0_CI95_low_robustness,D_pos_0_CI95_high_robustness,P_D_pos_0_gt_0_robustness,LOO_direction_retained_fraction,LOO_flip_years,T_pos_null95,strength_excess,strength_ratio,statistical_support,strength_tier,sample_status,evidence_tier_prefix,lag_vs_tau0_label,forward_vs_reverse_label,same_day_coupling_detected,v1_stability_judgement,v1_stability_use_class,v1_stability_interpretation_guardrail,D_pos_0_used,D_pos_0_CI90_low_used,D_pos_0_CI90_high_used,P_D_pos_0_gt_0_used,D_pos_neg_used,D_pos_neg_CI90_low_used,D_pos_neg_CI90_high_used,P_D_pos_neg_gt_0_used,family_direction
S1,P_main_band_share,H_west_extent_lon,P,H,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.0189810189810189,0.0671971706454465,0.1071596428011906,same_p_support_flag,1,-0.2519175624434485,0.2519175624434485,-1,-0.1447463345593199,0.1447463345593199,-0.2157199826061608,0.2157199826061608,0.1064306910390524,0.0328078389476391,0.1431115139758627,0.0099637223614218,0.1498162336827525,0.982,0.0269646752176226,0.0111130567794773,0.0539204724081389,0.0080973435017056,0.0605763641000335,0.994,0.9183139809670569,0.875998792844997,0.9183139809670569,0.875998792844997,none,none,none,0.0,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.1064306910390524,0.0269646752176226,0.0961636190039078,0.0328078389476391,0.1431115139758627,0.0099637223614218,0.1498162336827525,0.982,0.0287335804163279,0.0111130567794773,0.0539204724081389,0.0080973435017056,0.0605763641000335,0.994,1.0,0,0.1460787653785282,0.1058387970649202,1.7245323903899672,supported,strong_above_null,ok,Tier1b,stable_lag_dominant,stable_forward_over_reverse,True,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.0269646752176226,0.0111130567794773,0.0539204724081389,0.994,0.1064306910390524,0.0328078389476391,0.1431115139758627,0.982,P→H
S1,P_main_band_share,Je_axis_lat,P,Je,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.0009990009990009,0.0069930069930069,0.0159151193633952,same_p_support_flag,1,0.3704719947253482,0.3704719947253482,-1,0.3016448638022209,0.3016448638022209,0.3533360578055778,0.3533360578055778,0.0615468122521585,0.0344997122357334,0.0925291462857062,0.0292438858584624,0.0986212661081286,1.0,0.0016845165308666,-0.0134142180300788,0.0183864301247772,-0.0165051469202412,0.0221395631978792,0.561,0.9183139809670569,0.8212239430555567,0.9183139809670569,0.8212239430555567,none,none,none,0.0,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.0615468122521585,0.0016845165308666,0.0620793187086916,0.0344997122357334,0.0925291462857062,0.0292438858584624,0.0986212661081286,1.0,0.0018520784008519,-0.0134142180300788,0.0183864301247772,-0.0165051469202412,0.0221395631978792,0.561,1.0,0,0.136483659268672,0.2339883354566762,2.714405495210701,supported,strong_above_null,ok,Tier1b,lag_tau0_close_or_coupled,stable_forward_over_reverse,True,significant_lagged_but_tau0_coupled,temporal_candidate_with_tau0_coupling,"Forward direction is stable versus reverse, but positive lag is not stably stronger than lag0 or has same-day coupling.",0.0016845165308666,-0.0134142180300788,0.0183864301247772,0.561,0.0615468122521585,0.0344997122357334,0.0925291462857062,1.0,P→Je
S1,P_south_band_share_18_24,H_west_extent_lon,P,H,lead_lag_yes_clear,lead_lag_yes,clear_X_leads_Y_strong,False,0.0019980019980019,0.006914433880726,0.01294033069734,0.0089910089910089,0.0390032502708559,0.0650733078931512,same_p_support_flag,2,0.2330286468117089,0.2330286468117089,-4,-0.0700709945850316,0.0700709945850316,0.1297776277448424,0.1297776277448424,0.1614691484119129,0.0283092920961574,0.2144140995604101,0.005642838104804,0.2228137625444075,0.975,0.0907757073976275,0.0507336123866648,0.1375782860904845,0.0432858787163461,0.1465253381684812,1.0,0.9057751234728724,0.875998792844997,0.9057751234728724,0.875998792844997,none,none,none,0.0,0.0,Tier1a_audit_stable_clear_leadlag,main yes; audit-FDR pass; clear lead-lag; no severe phi risk,strict temporal core for pathway candidate screening,,,,0.1614691484119129,0.0907757073976275,0.1359515688283867,0.0283092920961574,0.2144140995604101,0.005642838104804,0.2228137625444075,0.975,0.092924050856725,0.0507336123866648,0.1375782860904845,0.0432858787163461,0.1465253381684812,1.0,1.0,0,0.1432513549622479,0.089777291849461,1.6267116417371454,supported,strong_above_null,ok,Tier1a,stable_lag_dominant,stable_forward_over_reverse,False,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.0907757073976275,0.0507336123866648,0.1375782860904845,1.0,0.1614691484119129,0.0283092920961574,0.2144140995604101,0.975,P→H
S1,P_south_band_share_18_24,Je_axis_lat,P,Je,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.0009990009990009,0.0069930069930069,0.0159151193633952,same_p_support_flag,2,-0.2823809458831869,0.2823809458831869,-1,-0.1674652236775778,0.1674652236775778,-0.23412764945633,0.23412764945633,0.1125759045116931,0.0699524740734198,0.1713230468000206,0.0593788946273875,0.1831015820084982,1.0,0.0309864197679604,0.0070786921580419,0.0707682042652569,0.0038513889603278,0.0819930531257965,0.992,0.9057751234728724,0.8212239430555567,0.9057751234728724,0.8212239430555567,none,none,none,0.0,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.1125759045116931,0.0309864197679604,0.1166042005227586,0.0699524740734198,0.1713230468000206,0.0593788946273875,0.1831015820084982,1.0,0.0352313579122647,0.0070786921580419,0.0707682042652569,0.0038513889603278,0.0819930531257965,0.992,1.0,0,0.1330415227202369,0.1493394231629499,2.1225023594850505,supported,strong_above_null,ok,Tier1b,stable_lag_dominant,stable_forward_over_reverse,True,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.0309864197679604,0.0070786921580419,0.0707682042652569,0.992,0.1125759045116931,0.0699524740734198,0.1713230468000206,1.0,P→Je
S1,P_main_minus_south,H_west_extent_lon,P,H,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.0059940059940059,0.0279720279720279,0.0500463392029657,same_p_support_flag,2,-0.2681618665138968,0.2681618665138968,-1,-0.1182076376415605,0.1182076376415605,-0.2046618002294489,0.2046618002294489,0.1467802021358641,0.0543543322141613,0.1865587969369163,0.0311755520937741,0.1973371782346843,0.99,0.0496953000211281,0.0260599302918879,0.084718314929579,0.0225028767710288,0.0916087727125486,1.0,0.910114435704538,0.875998792844997,0.910114435704538,0.875998792844997,none,none,none,0.0,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.1467802021358641,0.0496953000211281,0.1314110639563528,0.0543543322141613,0.1865587969369163,0.0311755520937741,0.1973371782346843,0.99,0.0521771072773411,0.0260599302918879,0.084718314929579,0.0225028767710288,0.0916087727125486,1.0,1.0,0,0.145473448899029,0.1226884176148677,1.8433732653167787,supported,strong_above_null,ok,Tier1b,stable_lag_dominant,stable_forward_over_reverse,True,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.0496953000211281,0.0260599302918879,0.084718314929579,1.0,0.1467802021358641,0.0543543322141613,0.1865587969369163,0.99,P→H
S1,P_main_minus_south,Je_axis_lat,P,Je,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.0009990009990009,0.0069930069930069,0.0159151193633952,same_p_support_flag,1,0.375486438084569,0.375486438084569,-1,0.2800339002847877,0.2800339002847877,0.3446590238706156,0.3446590238706156,0.0883635157269563,0.0563482239611905,0.1278034721211921,0.0472393028840773,0.1369245445025049,1.0,0.0129307460363299,-0.0042341414369752,0.0359002535150489,-0.008252194929742,0.0418934695421827,0.905,0.910114435704538,0.8212239430555567,0.910114435704538,0.8212239430555567,none,none,none,0.0,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.0883635157269563,0.0129307460363299,0.0898254991948548,0.0563482239611905,0.1278034721211921,0.0472393028840773,0.1369245445025049,1.0,0.0138796454778265,-0.0042341414369752,0.0359002535150489,-0.008252194929742,0.0418934695421827,0.905,1.0,0,0.1357555838048137,0.2397308542797553,2.765900507079215,supported,strong_above_null,ok,Tier1b,lag_tau0_close_or_coupled,stable_forward_over_reverse,True,significant_lagged_but_tau0_coupled,temporal_candidate_with_tau0_coupling,"Forward direction is stable versus reverse, but positive lag is not stably stronger than lag0 or has same-day coupling.",0.0129307460363299,-0.0042341414369752,0.0359002535150489,0.905,0.0883635157269563,0.0563482239611905,0.1278034721211921,1.0,P→Je
S1,P_north_band_share_35_45,Je_axis_lat,P,Je,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.0029970029970029,0.0167832167832167,0.0304311073541842,same_p_support_flag,4,0.2908071224470429,0.2908071224470429,-1,0.1183585398792338,0.1183585398792338,0.1874149758984875,0.1874149758984875,0.1662481790495022,0.0973802544672903,0.2294187345084684,0.0847943046089835,0.2424340725585924,1.0,0.0870094297680707,0.0381022015788464,0.1806878462242047,0.0292157143755215,0.2008187229460119,0.999,0.8574037085880818,0.8212239430555567,0.8574037085880818,0.8212239430555567,none,none,none,0.0,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.1662481790495022,0.0870094297680707,0.1592319704358314,0.0973802544672903,0.2294187345084684,0.0847943046089835,0.2424340725585924,1.0,0.0982617406663444,0.0381022015788464,0.1806878462242047,0.0292157143755215,0.2008187229460119,0.999,1.0,0,0.1257931823681405,0.1650139400789023,2.3117876261050463,supported,strong_above_null,ok,Tier1b,stable_lag_dominant,stable_forward_over_reverse,True,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.0870094297680707,0.0381022015788464,0.1806878462242047,0.999,0.1662481790495022,0.0973802544672903,0.2294187345084684,1.0,P→Je
S1,P_total_centroid_lat_10_50,H_west_extent_lon,P,H,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0019980019980019,0.006914433880726,0.01294033069734,0.0259740259740259,0.0851063829787234,0.1297297297297297,same_p_support_flag,2,-0.2557062928080154,0.2557062928080154,-1,-0.1528555197737127,0.1528555197737127,-0.2145547499701936,0.2145547499701936,0.0960883979726214,0.0512489929862454,0.1353694630774841,0.0351846396359478,0.1431987436310374,0.993,0.0206910607866093,0.0026780911897633,0.0554859647350001,-0.0012270987751698,0.0625118408991164,0.968,0.9192870117393004,0.875998792844997,0.9192870117393004,0.875998792844997,none,none,none,0.0,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.0960883979726214,0.0206910607866093,0.0933516545100003,0.0512489929862454,0.1353694630774841,0.0351846396359478,0.1431987436310374,0.993,0.0246444580923721,0.0026780911897633,0.0554859647350001,-0.0012270987751698,0.0625118408991164,0.968,1.0,0,0.1527043411843691,0.1030019516236462,1.6745188173745875,supported,strong_above_null,ok,Tier1b,stable_lag_dominant,stable_forward_over_reverse,True,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.0206910607866093,0.0026780911897633,0.0554859647350001,0.968,0.0960883979726214,0.0512489929862454,0.1353694630774841,0.993,P→H
S1,P_total_centroid_lat_10_50,Je_axis_lat,P,Je,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.0009990009990009,0.0069930069930069,0.0159151193633952,same_p_support_flag,2,0.3930741197511681,0.3930741197511681,-1,0.2571944255889411,0.2571944255889411,0.3334061434980996,0.3334061434980996,0.1284249495338691,0.0890321060083048,0.185391234297545,0.081913740988336,0.2007496420148886,1.0,0.0419994113673117,0.0192453763369547,0.0827145899831369,0.0140355879009936,0.0902995360317375,0.997,0.9192870117393004,0.8212239430555567,0.9192870117393004,0.8212239430555567,none,none,none,0.0,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.1284249495338691,0.0419994113673117,0.1340756657560479,0.0890321060083048,0.185391234297545,0.081913740988336,0.2007496420148886,1.0,0.046702114837538,0.0192453763369547,0.0827145899831369,0.0140355879009936,0.0902995360317375,0.997,1.0,0,0.1416215195411285,0.2514526002100395,2.775525365246592,supported,strong_above_null,ok,Tier1b,stable_lag_dominant,stable_forward_over_reverse,True,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.0419994113673117,0.0192453763369547,0.0827145899831369,0.997,0.1284249495338691,0.0890321060083048,0.185391234297545,1.0,P→Je
S1,V_strength,P_main_band_share,V,P,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.0009990009990009,0.0069930069930069,0.0159151193633952,same_p_support_flag,1,0.7008638404837266,0.7008638404837266,-1,0.4968086503090844,0.4968086503090844,0.6394357292102134,0.6394357292102134,0.1953485644590638,0.1641159060254266,0.2348267500053824,0.158914021881075,0.2394483566047444,1.0,0.0434266247040496,0.0292219337510946,0.0604774525903427,0.0269542554659007,0.0629667371759129,1.0,0.9243060504122014,0.9183139809670569,0.9243060504122014,0.9183139809670569,none,none,none,0.0,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.1953485644590638,0.0434266247040496,0.1972077195851714,0.1641159060254266,0.2348267500053824,0.158914021881075,0.2394483566047444,1.0,0.044078489131354,0.0292219337510946,0.0604774525903427,0.0269542554659007,0.0629667371759129,1.0,1.0,0,0.1724377061931798,0.5284261342905467,4.064446552649902,supported,strong_above_null,ok,Tier1b,stable_lag_dominant,stable_forward_over_reverse,True,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.0434266247040496,0.0292219337510946,0.0604774525903427,1.0,0.1953485644590638,0.1641159060254266,0.2348267500053824,1.0,V→P
