observed,bootstrap_median,q025,q975,P_positive,P_negative,decision,n_valid_bootstrap,object,baseline_config,metric
0.6764813501762071,0.6759822547681874,0.5983989954941216,0.7587771504871652,1.0,0.0,positive_supported,1000,H,C0_full_stage,dist_mean_compare
0.4851825828918998,0.48978729860115044,0.38091481449930675,0.5934898520550556,1.0,0.0,positive_supported,1000,H,C0_full_stage,dist_mean_early
0.6844487944233625,0.6835625561448108,0.5717673865608819,0.7843076122800443,1.0,0.0,positive_supported,1000,H,C0_full_stage,dist_mean_core
0.7270609758370091,0.7265738354153966,0.644917690964956,0.8108776737477148,1.0,0.0,positive_supported,1000,H,C0_full_stage,dist_mean_late
38.31117218225128,38.598991399388666,36.80232264508673,40.267672023058374,1.0,0.0,positive_supported,1000,H,C0_full_stage,dist_growth_center
0.9606673591744722,0.9568964320957826,0.8976446991614934,1.0570537924551924,1.0,0.0,positive_supported,1000,H,C0_full_stage,dist_positive_growth_area
0.40314553007029347,0.40132513109772616,0.2539017989855059,0.5274893307623457,1.0,0.0,positive_supported,1000,H,C0_full_stage,dist_early_growth_share
0.034487670389135354,0.03849123765584256,0.0,0.13023266155445318,0.964,0.0,positive_tendency,1000,H,C0_full_stage,dist_core_growth_share
0.14229001077947515,0.14915634689579685,0.04440937272943257,0.2593611099057637,1.0,0.0,positive_supported,1000,H,C0_full_stage,dist_late_growth_share
0.5281039566040636,0.5277373562006541,0.36963523652458957,0.6998107302215869,1.0,0.0,positive_supported,1000,H,C0_full_stage,pattern_mean_compare
0.1717660903093285,0.16207103862493724,0.056725360738701575,0.29176685599230634,0.999,0.001,positive_supported,1000,H,C0_full_stage,pattern_mean_early
0.597230835986596,0.5903173813534577,0.34546878803649844,0.84779913552442,1.0,0.0,positive_supported,1000,H,C0_full_stage,pattern_mean_core
0.625245524417307,0.6306589355429071,0.4598753799134731,0.8180164415482726,1.0,0.0,positive_supported,1000,H,C0_full_stage,pattern_mean_late
51.89080995719616,50.287004280694994,45.73659171447942,53.72285835493738,1.0,0.0,positive_supported,1000,H,C0_full_stage,pattern_growth_center
2.1763501707212978,2.2877303069447246,1.8812161843935702,2.8106690528971447,1.0,0.0,positive_supported,1000,H,C0_full_stage,pattern_positive_growth_area
0.18432635465626596,0.17833881443798252,0.07584423847017087,0.27746504424889173,1.0,0.0,positive_supported,1000,H,C0_full_stage,pattern_early_growth_share
0.11714388887453193,0.11446287819715945,0.04437943094056351,0.19996059306038455,1.0,0.0,positive_supported,1000,H,C0_full_stage,pattern_core_growth_share
0.008780578809204128,0.02763556802399951,0.0,0.14315029873451815,0.889,0.0,positive_tendency,1000,H,C0_full_stage,pattern_late_growth_share
0.7014547832747092,0.6992311964586169,0.6160209277429619,0.7877223129768848,1.0,0.0,positive_supported,1000,H,C1_buffered_stage,dist_mean_compare
0.5275717725812802,0.5298410820229327,0.4212076893572621,0.6400510824805412,1.0,0.0,positive_supported,1000,H,C1_buffered_stage,dist_mean_early
0.7066159414447967,0.7045781505648652,0.5896192524320426,0.802662236064651,1.0,0.0,positive_supported,1000,H,C1_buffered_stage,dist_mean_core
0.7492063632624631,0.7489431807281787,0.663288760830648,0.8404232979774755,1.0,0.0,positive_supported,1000,H,C1_buffered_stage,dist_mean_late
37.32242666655324,37.307938867673045,35.192727151383885,39.310005020889264,1.0,0.0,positive_supported,1000,H,C1_buffered_stage,dist_growth_center
0.9683756841597201,0.9746404614038002,0.9238377258339014,1.0695065654490175,1.0,0.0,positive_supported,1000,H,C1_buffered_stage,dist_positive_growth_area
0.36270901953950735,0.35698860311933234,0.22541567710749072,0.47135196091703657,1.0,0.0,positive_supported,1000,H,C1_buffered_stage,dist_early_growth_share
0.029351187622605437,0.03268355562340304,0.0,0.11714002872782943,0.957,0.0,positive_tendency,1000,H,C1_buffered_stage,dist_core_growth_share
0.13468409302797058,0.13921205958116495,0.048517079415064814,0.23960590434857224,1.0,0.0,positive_supported,1000,H,C1_buffered_stage,dist_late_growth_share
0.573501343653398,0.5612917155710384,0.36481990865027203,0.792092464722299,1.0,0.0,positive_supported,1000,H,C1_buffered_stage,pattern_mean_compare
0.1995059714255499,0.18929808238362797,0.03845548320815821,0.3605153961200434,0.992,0.008,positive_supported,1000,H,C1_buffered_stage,pattern_mean_early
0.6283014298509002,0.6061671414256369,0.3162911676602351,0.93018947084664,1.0,0.0,positive_supported,1000,H,C1_buffered_stage,pattern_mean_core
0.6940939981924426,0.6866258445906409,0.49083302702970794,0.9098851216415492,1.0,0.0,positive_supported,1000,H,C1_buffered_stage,pattern_mean_late
51.11342597143253,49.24774875872356,44.117421141672,52.93751779334229,1.0,0.0,positive_supported,1000,H,C1_buffered_stage,pattern_growth_center
2.0863909453444016,2.1523472194521824,1.683627933369732,2.7792778622667633,1.0,0.0,positive_supported,1000,H,C1_buffered_stage,pattern_positive_growth_area
0.18954960919663882,0.1866865581329298,0.07980639815753657,0.2843971668717691,1.0,0.0,positive_supported,1000,H,C1_buffered_stage,pattern_early_growth_share
0.12540859601078078,0.12009118895666301,0.04756702566608246,0.20869949656800446,1.0,0.0,positive_supported,1000,H,C1_buffered_stage,pattern_core_growth_share
0.02261288380812155,0.04482363956431576,0.0,0.23835590017048952,0.941,0.0,positive_tendency,1000,H,C1_buffered_stage,pattern_late_growth_share
0.546966319158699,0.5465983674583434,0.431127993145127,0.6713416839789852,1.0,0.0,positive_supported,1000,H,C2_immediate_pre,dist_mean_compare
0.27960833035275007,0.28742107020730867,0.18194582366261525,0.4073251159514937,1.0,0.0,positive_supported,1000,H,C2_immediate_pre,dist_mean_early
0.5575102064271513,0.5588921540009106,0.40628256161848575,0.6977795267812357,1.0,0.0,positive_supported,1000,H,C2_immediate_pre,dist_mean_core
