object,baseline_config,day,V_dist_2d,V_pattern_2d,basis
P,C1_buffered_stage,48,0.010610200324113195,0.08408662792175225,2d_field
P,C1_buffered_stage,49,-0.0026463182645027894,0.06921318265861198,2d_field
P,C1_buffered_stage,50,0.020760154650864227,-0.002660189128206536,2d_field
P,C1_buffered_stage,51,0.03333390592344687,-0.011883512994911749,2d_field
P,C1_buffered_stage,52,0.023804226132349227,0.0037983094730646982,2d_field
P,C1_buffered_stage,53,0.004526907817064996,0.014809193920771513,2d_field
P,C1_buffered_stage,54,0.010405112142099604,-0.026143266919826047,2d_field
P,C1_buffered_stage,55,-0.007338604125228576,0.005608670094824353,2d_field
P,C1_buffered_stage,56,-0.003536986051376978,-0.02959991957502872,2d_field
P,C1_buffered_stage,57,0.023654625016498065,-0.04524024213950639,2d_field
P,C1_buffered_stage,58,0.017780919782637516,-0.005152929191297284,2d_field
P,C1_buffered_stage,59,-0.00758892519300447,0.019918507128019014,2d_field
P,C1_buffered_stage,60,-0.012115252491337603,0.0017609965040952247,2d_field
P,C1_buffered_stage,61,0.004206077676859432,-0.007123587380498009,2d_field
P,C1_buffered_stage,62,0.029472410858993214,-0.03289715765562673,2d_field
P,C1_buffered_stage,63,0.01784096213041042,-0.0020553914936422,2d_field
P,C1_buffered_stage,64,-0.00491105904555067,-0.015230413414108912,2d_field
P,C1_buffered_stage,65,-0.018176110352779995,0.0067602979689950216,2d_field
P,C1_buffered_stage,66,-0.016424878232415452,0.021639427677560774,2d_field
P,C1_buffered_stage,67,-0.023571318741876568,0.0059196504592308186,2d_field
P,C1_buffered_stage,68,-0.030127134240384712,0.0017047013938087385,2d_field
P,C1_buffered_stage,69,-0.02620708811177419,-0.006487330744008313,2d_field
P,C1_buffered_stage,70,-0.02428498043495464,-0.020248745609920404,2d_field
P,C1_buffered_stage,71,-0.008799438311106855,-0.004531941178015031,2d_field
P,C1_buffered_stage,72,-0.01020266281646709,-0.015980701877046255,2d_field
P,C1_buffered_stage,73,-0.011636066111422205,-0.028915897436243787,2d_field
P,C1_buffered_stage,74,-0.010888758788816344,-0.03325934627752314,2d_field
P,C2_immediate_pre,0,,,2d_field
P,C2_immediate_pre,1,,,2d_field
P,C2_immediate_pre,2,,,2d_field
P,C2_immediate_pre,3,,,2d_field
P,C2_immediate_pre,4,,,2d_field
P,C2_immediate_pre,5,-0.0013924675735311753,-0.0041114584881517535,2d_field
P,C2_immediate_pre,6,-0.0051613208535177535,-0.02709189620479796,2d_field
P,C2_immediate_pre,7,-0.0060621368434734535,-0.006702792023067866,2d_field
P,C2_immediate_pre,8,-0.004409390043366823,0.021438856949014068,2d_field
P,C2_immediate_pre,9,0.004438552545710295,0.030283372591395144,2d_field
P,C2_immediate_pre,10,0.0035569534993009078,0.0028787272194483876,2d_field
P,C2_immediate_pre,11,0.00014069063949082028,0.005972640303615176,2d_field
P,C2_immediate_pre,12,-0.0035213053093933466,0.009606877287762827,2d_field
P,C2_immediate_pre,13,-0.0036351220949938368,0.01337127606302406,2d_field
P,C2_immediate_pre,14,-0.013912855188656259,0.0018613737743204961,2d_field
P,C2_immediate_pre,15,-0.003254167935228397,0.021180586762842103,2d_field
P,C2_immediate_pre,16,-0.001042130825293336,0.01281381226105521,2d_field
P,C2_immediate_pre,17,-0.002550729803775381,-0.00708676336471099,2d_field
P,C2_immediate_pre,18,-0.011257293886215991,-0.029944639886099703,2d_field
P,C2_immediate_pre,19,-0.00769749241726686,-0.024055356079456726,2d_field
P,C2_immediate_pre,20,-0.0018503033174961936,-0.013966159297102543,2d_field
P,C2_immediate_pre,21,-0.01165469608504649,0.0120305188043444,2d_field
P,C2_immediate_pre,22,-0.015257321701083959,0.011836155200677337,2d_field
P,C2_immediate_pre,23,-0.01603197273824103,0.004770655869461252,2d_field
P,C2_immediate_pre,24,-0.0071157251042549274,0.0267706358820943,2d_field
P,C2_immediate_pre,25,-0.00362161103402292,0.0026723077922460314,2d_field
P,C2_immediate_pre,26,-0.01942656369484283,-0.0024591360807627166,2d_field
P,C2_immediate_pre,27,-0.023975943916577966,0.019197033032063472,2d_field
P,C2_immediate_pre,28,-0.017839777613635005,0.023766584289477845,2d_field
P,C2_immediate_pre,29,0.006602167347032908,0.027335176886345722,2d_field
P,C2_immediate_pre,30,0.0014113822495077782,-0.027547125264950394,2d_field
P,C2_immediate_pre,31,0.009689110611069335,-0.005816269925586954,2d_field
P,C2_immediate_pre,32,0.007707040946965671,0.022340489063094108,2d_field
P,C2_immediate_pre,33,0.026982837120097844,-1.6019929559546453e-05,2d_field
P,C2_immediate_pre,34,0.04487928557182666,0.01720683704726245,2d_field
P,C2_immediate_pre,35,0.0281417729832788,0.021348246192795226,2d_field
P,C2_immediate_pre,36,0.02096929722023108,0.000225368330102442,2d_field
P,C2_immediate_pre,37,0.02620487992754761,0.01010271471989884,2d_field
P,C2_immediate_pre,38,0.02570076372899799,0.011573308325553436,2d_field
P,C2_immediate_pre,39,0.04233310378307703,0.045277014866462795,2d_field
P,C2_immediate_pre,40,0.0507085433105654,0.05631250361546364,2d_field
P,C2_immediate_pre,41,0.05005717389803094,0.08286559207978339,2d_field
P,C2_immediate_pre,42,0.04359422137308033,0.1081096288506283,2d_field
P,C2_immediate_pre,43,0.0363467699534229,0.1061884284371919,2d_field
P,C2_immediate_pre,44,0.05259284056749586,0.11015289845158288,2d_field
P,C2_immediate_pre,45,0.07201804677667067,0.13400861582710666,2d_field
P,C2_immediate_pre,46,0.0535197169167575,0.108132945856518,2d_field
P,C2_immediate_pre,47,0.044200107069672145,0.10567920625327154,2d_field
P,C2_immediate_pre,48,0.013149796478819975,0.08625885290042323,2d_field
P,C2_immediate_pre,49,-0.0023205795821652497,0.06432230677497519,2d_field
P,C2_immediate_pre,50,0.021555447508199266,-0.007053971150692062,2d_field
P,C2_immediate_pre,51,0.0357221669462956,-0.01534493163118289,2d_field
P,C2_immediate_pre,52,0.026489882154241973,0.009769950016300877,2d_field
P,C2_immediate_pre,53,0.005180095011334429,0.018140724582156542,2d_field
P,C2_immediate_pre,54,0.010809597568971818,-0.025047128815733233,2d_field
P,C2_immediate_pre,55,-0.008365831082680408,0.0048758999710203366,2d_field
P,C2_immediate_pre,56,-0.004568712748212134,-0.03237471982062479,2d_field
P,C2_immediate_pre,57,0.025823940699583048,-0.043289060196934126,2d_field
P,C2_immediate_pre,58,0.020304334063433127,0.00481998659989713,2d_field
P,C2_immediate_pre,59,-0.00786552216931835,0.02647293612194379,2d_field
P,C2_immediate_pre,60,-0.013297991555144661,0.0022591792330273197,2d_field
P,C2_immediate_pre,61,0.00434341845975017,-0.009761055329192692,2d_field
P,C2_immediate_pre,62,0.032054966030080956,-0.04089913684354485,2d_field
P,C2_immediate_pre,63,0.019863731749730662,-0.006462914080357818,2d_field
P,C2_immediate_pre,64,-0.005281543371881359,-0.01799886983629173,2d_field
P,C2_immediate_pre,65,-0.019703895524629922,0.0026147552174853317,2d_field
P,C2_immediate_pre,66,-0.01783861013054855,0.015728526374888974,2d_field
P,C2_immediate_pre,67,-0.025400151420921446,0.0015341686726292325,2d_field
P,C2_immediate_pre,68,-0.031801397258799824,-0.0006342338500149314,2d_field
P,C2_immediate_pre,69,-0.027112157997165598,-0.004264976841156787,2d_field
P,C2_immediate_pre,70,-0.025031970350417154,-0.01837164601806407,2d_field
P,C2_immediate_pre,71,-0.008670526338714457,0.003122865075112835,2d_field
P,C2_immediate_pre,72,-0.01013102690286316,-0.01063212956808901,2d_field
P,C2_immediate_pre,73,-0.012108020525112728,-0.029251966890885828,2d_field
P,C2_immediate_pre,74,-0.011260424964740667,-0.029951287030902884,2d_field
V,C0_full_stage,0,,,2d_field
V,C0_full_stage,1,,,2d_field
V,C0_full_stage,2,,,2d_field
V,C0_full_stage,3,,,2d_field
V,C0_full_stage,4,,,2d_field
V,C0_full_stage,5,-0.006893892245914968,-0.005018559096819822,2d_field
V,C0_full_stage,6,-0.008663707322483116,0.009278117007950677,2d_field
V,C0_full_stage,7,-0.0005951832593689699,0.02916284017611736,2d_field
V,C0_full_stage,8,0.011169311409691574,0.031754336768021245,2d_field
V,C0_full_stage,9,0.01532700225110295,0.005186702234556029,2d_field
V,C0_full_stage,10,-0.0015579544017998714,-0.020373413913581533,2d_field
V,C0_full_stage,11,-0.013267631966909527,-0.020109203860601256,2d_field
V,C0_full_stage,12,-0.013360432944928613,-0.0006239213878777884,2d_field
V,C0_full_stage,13,-0.01127588551094541,0.000145053023858234,2d_field
V,C0_full_stage,14,-0.011673830227651366,0.008332592158753448,2d_field
V,C0_full_stage,15,-0.023101222638545416,-0.006896499930056544,2d_field
V,C0_full_stage,16,-0.02927567880476549,-0.0005047645083738565,2d_field
V,C0_full_stage,17,-0.014469289336905805,-0.017019649293906335,2d_field
V,C0_full_stage,18,0.006556591041751603,-0.019982191005913225,2d_field
V,C0_full_stage,19,0.02008372148459217,0.0033988537828460244,2d_field
V,C0_full_stage,20,-0.017066442251507413,0.041222869686408,2d_field
V,C0_full_stage,21,-0.02645465956609161,0.011494652930272931,2d_field
V,C0_full_stage,22,0.014420691996495885,-0.003016144604915158,2d_field
V,C0_full_stage,23,0.00949796249258926,-0.00027619398839332475,2d_field
V,C0_full_stage,24,0.011361930571547288,0.00795005796158174,2d_field
V,C0_full_stage,25,-0.01517659635552042,-0.02669173070808355,2d_field
V,C0_full_stage,26,-0.013722182610110795,0.004119518224572273,2d_field
V,C0_full_stage,27,0.020540464813909268,0.0308114496120069,2d_field
V,C0_full_stage,28,0.029202463079903873,0.010832167854727352,2d_field
V,C0_full_stage,29,0.04519149583216789,-0.0007953354947633252,2d_field
V,C0_full_stage,30,0.05784529899040944,0.01047556721045757,2d_field
V,C0_full_stage,31,0.021618771856178054,0.025687043927313878,2d_field
V,C0_full_stage,32,-0.0010736249487864336,-0.008451443556257064,2d_field
V,C0_full_stage,33,-0.006416091023144499,-0.01775140533062386,2d_field
V,C0_full_stage,34,0.008862316208460619,0.0028680289087229596,2d_field
V,C0_full_stage,35,0.003709817820434169,-0.01506194713623742,2d_field
V,C0_full_stage,36,0.011610476318957619,-0.017642212854899725,2d_field
V,C0_full_stage,37,0.02103335847086829,0.004796072356399478,2d_field
V,C0_full_stage,38,0.002037228471581387,-0.0037778747565190233,2d_field
V,C0_full_stage,39,-0.0020900181037691312,0.007990504408238274,2d_field
V,C0_full_stage,40,0.020716419448184253,0.03993272067010853,2d_field
V,C0_full_stage,41,0.03263936718703736,0.08188386379908558,2d_field
V,C0_full_stage,42,0.03980968654633682,0.06822338450733464,2d_field
V,C0_full_stage,43,0.040442253713539045,0.07856419946264251,2d_field
V,C0_full_stage,44,0.057494748798433803,0.11698824499663152,2d_field
V,C0_full_stage,45,0.06359965323848782,0.12861104175292598,2d_field
V,C0_full_stage,46,0.052695591811902864,0.1396007531292407,2d_field
V,C0_full_stage,47,0.046328936737644044,0.16392816009558464,2d_field
V,C0_full_stage,48,0.020270070467415913,0.11887811089821576,2d_field
V,C0_full_stage,49,0.011535418008766452,0.013144183636829232,2d_field
V,C0_full_stage,50,0.03835106304419433,-0.024612789885498754,2d_field
V,C0_full_stage,51,0.034456624454495155,0.0442015061998714,2d_field
V,C0_full_stage,52,0.015104830996139351,0.034466253676946446,2d_field
V,C0_full_stage,53,-0.006349375559536186,0.003808253739269185,2d_field
V,C0_full_stage,54,-0.014908623616407435,-0.020869934470036933,2d_field
V,C0_full_stage,55,-0.02258549022552836,-0.03306581259655905,2d_field
V,C0_full_stage,56,-0.017282837409311913,-0.08808091990290912,2d_field
V,C0_full_stage,57,0.011817976191958901,-0.010481521197949761,2d_field
V,C0_full_stage,58,0.0134455264032185,0.027525106068290728,2d_field
V,C0_full_stage,59,-0.009670230263517099,-0.008287645371523045,2d_field
V,C0_full_stage,60,-0.01608288403732483,-0.04338826591216516,2d_field
V,C0_full_stage,61,0.0013377424502621915,-0.03924675133537725,2d_field
V,C0_full_stage,62,0.0516942887421844,0.02109242120861521,2d_field
V,C0_full_stage,63,0.0744270526235945,0.059396110021849746,2d_field
V,C0_full_stage,64,0.05877755752542846,0.0668913638079871,2d_field
V,C0_full_stage,65,0.005338262786893644,0.09735401179449954,2d_field
V,C0_full_stage,66,-0.03503166740140362,0.05940076468535005,2d_field
V,C0_full_stage,67,-0.03997616485197186,0.024116886347869793,2d_field
V,C0_full_stage,68,-0.03871042028567462,0.02707087430035071,2d_field
V,C0_full_stage,69,-0.03691285419655532,0.008169512724019556,2d_field
V,C0_full_stage,70,-0.02598625262632792,-0.001451420214199528,2d_field
V,C0_full_stage,71,-0.014142855025458867,-0.012913198303385665,2d_field
V,C0_full_stage,72,-0.013292433992878272,-0.01630000518238761,2d_field
V,C0_full_stage,73,-0.015197630504322657,-0.04074761751771905,2d_field
V,C0_full_stage,74,-0.012550719543647282,-0.05953752293614323,2d_field
V,C1_buffered_stage,0,,,2d_field
V,C1_buffered_stage,1,,,2d_field
V,C1_buffered_stage,2,,,2d_field
V,C1_buffered_stage,3,,,2d_field
V,C1_buffered_stage,4,,,2d_field
V,C1_buffered_stage,5,-0.00554799171129744,-0.005513740414482465,2d_field
V,C1_buffered_stage,6,-0.009301240886213286,0.00840301975058056,2d_field
V,C1_buffered_stage,7,-0.0031145411179581695,0.028454039522964145,2d_field
V,C1_buffered_stage,8,0.010880650711595857,0.030978334996814516,2d_field
V,C1_buffered_stage,9,0.016865227669411315,0.005449173131589404,2d_field
V,C1_buffered_stage,10,-0.0016873632532426464,-0.017343479009794934,2d_field
V,C1_buffered_stage,11,-0.015233442075517939,-0.01976510275478905,2d_field
V,C1_buffered_stage,12,-0.015204156869439794,-0.0018882603817954695,2d_field
V,C1_buffered_stage,13,-0.012149774094172339,-0.0014696209535322476,2d_field
V,C1_buffered_stage,14,-0.012359846890741322,0.007111298761902076,2d_field
V,C1_buffered_stage,15,-0.024184534611696076,-0.00925375359253724,2d_field
V,C1_buffered_stage,16,-0.025081138112477072,-0.0001042369735339832,2d_field
V,C1_buffered_stage,17,-0.0023433536738300675,-0.01323535366406053,2d_field
V,C1_buffered_stage,18,0.02599359856748948,-0.014590124315931555,2d_field
V,C1_buffered_stage,19,0.03082056589513199,0.00441464640701586,2d_field
V,C1_buffered_stage,20,-0.012581551243526667,0.04000470915000246,2d_field
V,C1_buffered_stage,21,-0.04041519617375204,0.016937841562535198,2d_field
V,C1_buffered_stage,22,0.00020517461721136776,0.0006157356584731571,2d_field
V,C1_buffered_stage,23,0.007993976890351973,0.0005962224121536571,2d_field
V,C1_buffered_stage,24,0.016679655032983534,0.008651715495317245,2d_field
V,C1_buffered_stage,25,-0.00811087918570895,-0.027645079616135434,2d_field
V,C1_buffered_stage,26,0.004103191277818413,-0.00012182226014415161,2d_field
V,C1_buffered_stage,27,0.027578512108961742,0.024191718587496205,2d_field
V,C1_buffered_stage,28,0.03109702610560558,0.008062607352447997,2d_field
V,C1_buffered_stage,29,0.049122317458316384,-0.0019713632101405337,2d_field
V,C1_buffered_stage,30,0.058190018741844735,0.007772483826456629,2d_field
V,C1_buffered_stage,31,0.022140268297453303,0.025477728222246906,2d_field
V,C1_buffered_stage,32,0.000837975067099872,-0.004257747302283482,2d_field
V,C1_buffered_stage,33,-0.005358873577381407,-0.013840331490409231,2d_field
V,C1_buffered_stage,34,0.00980339264876462,0.007110683710824357,2d_field
V,C1_buffered_stage,35,0.004299448481091428,-0.008885809903786734,2d_field
V,C1_buffered_stage,36,0.010574091421183152,-0.013524450728899105,2d_field
V,C1_buffered_stage,37,0.02012005961018698,0.006271320997754164,2d_field
V,C1_buffered_stage,38,0.002459004918651031,0.001249907006286688,2d_field
V,C1_buffered_stage,39,-0.00048417951883428234,0.013352476600253224,2d_field
V,C1_buffered_stage,40,0.021710610616481663,0.04187554224323545,2d_field
V,C1_buffered_stage,41,0.03375144415005321,0.08138533954686661,2d_field
V,C1_buffered_stage,42,0.039534217303051566,0.06780672936596557,2d_field
V,C1_buffered_stage,43,0.04007310943671388,0.07627397811806425,2d_field
V,C1_buffered_stage,44,0.05740602150080132,0.11423534102698563,2d_field
V,C1_buffered_stage,45,0.06560044548609523,0.129277085764039,2d_field
V,C1_buffered_stage,46,0.05288664439613777,0.13711994416429518,2d_field
V,C1_buffered_stage,47,0.040969151466000886,0.15652526860833682,2d_field
V,C1_buffered_stage,48,0.014269385863698636,0.11454116240079615,2d_field
V,C1_buffered_stage,49,0.014096122221958551,0.019293679663958563,2d_field
V,C1_buffered_stage,50,0.04469312087812871,-0.01991421244995295,2d_field
V,C1_buffered_stage,51,0.035546165579529054,0.04731810890369992,2d_field
V,C1_buffered_stage,52,0.017029649921599943,0.040303980858308774,2d_field
V,C1_buffered_stage,53,-0.0008573963599016743,0.01342442754684936,2d_field
V,C1_buffered_stage,54,-0.009265745169062867,-0.013385078907008463,2d_field
V,C1_buffered_stage,55,-0.017297568260993823,-0.022640675964358703,2d_field
V,C1_buffered_stage,56,-0.010028883322617976,-0.08022793330126254,2d_field
V,C1_buffered_stage,57,0.01659524546754465,-0.010084914686398272,2d_field
V,C1_buffered_stage,58,0.014888354287887706,0.027276484717266625,2d_field
V,C1_buffered_stage,59,-0.010865343172326347,-0.0064687175384151585,2d_field
V,C1_buffered_stage,60,-0.016406719279402737,-0.039859526169049975,2d_field
V,C1_buffered_stage,61,0.001825753268014707,-0.041079432080730394,2d_field
V,C1_buffered_stage,62,0.05571852857733828,0.00572538600243877,2d_field
V,C1_buffered_stage,63,0.060962574518247825,0.039869086141025134,2d_field
V,C1_buffered_stage,64,-0.00923556348415433,0.050398006936308914,2d_field
V,C1_buffered_stage,65,-0.04514643731730561,0.08228334093440215,2d_field
V,C1_buffered_stage,66,-0.038663378401172954,0.04687295948811632,2d_field
V,C1_buffered_stage,67,-0.036323744232198085,0.009975809046773643,2d_field
V,C1_buffered_stage,68,-0.03236099994470354,0.014861480791817927,2d_field
V,C1_buffered_stage,69,-0.030634577846456845,-0.005330505348595249,2d_field
V,C1_buffered_stage,70,-0.022096540810377152,-0.0130926628422261,2d_field
V,C1_buffered_stage,71,-0.012015397546053519,-0.018425416488818902,2d_field
V,C1_buffered_stage,72,-0.011148424805441093,-0.020835807776322213,2d_field
V,C1_buffered_stage,73,-0.012821253246567799,-0.04667897616493821,2d_field
V,C1_buffered_stage,74,-0.010366309205093627,-0.06208392200567592,2d_field
V,C2_immediate_pre,0,,,2d_field
V,C2_immediate_pre,1,,,2d_field
V,C2_immediate_pre,2,,,2d_field
V,C2_immediate_pre,3,,,2d_field
V,C2_immediate_pre,4,,,2d_field
V,C2_immediate_pre,5,-0.006999667297734102,-0.007772419846642384,2d_field
V,C2_immediate_pre,6,-0.005858414882140062,0.007083926450499781,2d_field
V,C2_immediate_pre,7,0.0028548924795861463,0.029782704344946093,2d_field
V,C2_immediate_pre,8,0.00979884741343695,0.033864977776770694,2d_field
V,C2_immediate_pre,9,0.01121597084802689,0.008488848632345263,2d_field
V,C2_immediate_pre,10,-0.0006774719513487071,-0.016446183275897135,2d_field
V,C2_immediate_pre,11,-0.009682915879750287,-0.02134724569463463,2d_field
