object,baseline_config,day,V_dist_2d,V_pattern_2d,basis
P,C0_full_stage,0,,,2d_field
P,C0_full_stage,1,,,2d_field
P,C0_full_stage,2,,,2d_field
P,C0_full_stage,3,,,2d_field
P,C0_full_stage,4,,,2d_field
P,C0_full_stage,5,-0.004319601631429221,-0.006551111563475237,2d_field
P,C0_full_stage,6,-0.006875586248013682,-0.02458593265473913,2d_field
P,C0_full_stage,7,-0.008646226345717684,-0.006522100470147188,2d_field
P,C0_full_stage,8,-0.005945259674923015,0.022385090096705862,2d_field
P,C0_full_stage,9,0.004781560955001984,0.026455804205608224,2d_field
P,C0_full_stage,10,0.004472687097883982,-0.0016048809028331307,2d_field
P,C0_full_stage,11,0.0002570906165760001,0.0019886256317794004,2d_field
P,C0_full_stage,12,-0.0052146331525226575,0.010624243638021974,2d_field
P,C0_full_stage,13,-0.006204177379830117,0.012299137405144885,2d_field
P,C0_full_stage,14,-0.019577542995451058,0.007529512695372859,2d_field
P,C0_full_stage,15,-0.004281865808814095,0.021261660818481364,2d_field
P,C0_full_stage,16,0.0003550543064570477,0.013056474152441542,2d_field
P,C0_full_stage,17,-0.0022702930788315173,-0.007442286564942538,2d_field
P,C0_full_stage,18,-0.013801778332531434,-0.028411334862749403,2d_field
P,C0_full_stage,19,-0.002737605858686709,-0.021724746130637212,2d_field
P,C0_full_stage,20,0.015443356131584374,-0.005461534157635242,2d_field
P,C0_full_stage,21,-0.011106565737873692,0.018265057499028042,2d_field
P,C0_full_stage,22,-0.012793270497971215,0.020037934552070626,2d_field
P,C0_full_stage,23,-0.017447221808402955,0.010063981638474495,2d_field
P,C0_full_stage,24,0.008775782043729793,0.03618176914327196,2d_field
P,C0_full_stage,25,0.002203967108186447,0.009171014329267764,2d_field
P,C0_full_stage,26,0.0030905730386706493,0.003841844526282865,2d_field
P,C0_full_stage,27,0.008045117657538584,0.02547036343791283,2d_field
P,C0_full_stage,28,0.027206610249237956,0.034081308582533346,2d_field
P,C0_full_stage,29,0.02649621412746156,0.03290146393294324,2d_field
P,C0_full_stage,30,0.012487941956605825,-0.03007778110755102,2d_field
P,C0_full_stage,31,0.01261952006871539,-0.008268129457016354,2d_field
P,C0_full_stage,32,0.004050375311687893,0.014396458768568737,2d_field
P,C0_full_stage,33,0.01419838665759135,-0.0059283825786088234,2d_field
P,C0_full_stage,34,0.036353988785450486,0.013287177959330362,2d_field
P,C0_full_stage,35,0.02114260122687861,0.017728482294168166,2d_field
P,C0_full_stage,36,0.018343488493095028,0.0014612264677038023,2d_field
P,C0_full_stage,37,0.023363189725505995,0.004926416800655198,2d_field
P,C0_full_stage,38,0.01431676503400442,-0.002252241486518078,2d_field
P,C0_full_stage,39,0.033586928058187304,0.03512094444231058,2d_field
P,C0_full_stage,40,0.04531031567597804,0.04846629603628316,2d_field
P,C0_full_stage,41,0.048420577086218664,0.08164170754208153,2d_field
P,C0_full_stage,42,0.03932525076135962,0.09995605006950031,2d_field
P,C0_full_stage,43,0.03294173010290641,0.10221442038802658,2d_field
P,C0_full_stage,44,0.049536937319509367,0.10808477140463141,2d_field
P,C0_full_stage,45,0.06706825140929973,0.1291549545181877,2d_field
P,C0_full_stage,46,0.05097021801230783,0.10311380944452886,2d_field
P,C0_full_stage,47,0.04684219257827116,0.10794411303214069,2d_field
P,C0_full_stage,48,0.0193901230858049,0.092992483080797,2d_field
P,C0_full_stage,49,-0.0025680230804959736,0.06814669578062049,2d_field
P,C0_full_stage,50,0.019323802568045223,-0.00835962843945448,2d_field
P,C0_full_stage,51,0.036286794856210336,-0.014992352205384973,2d_field
P,C0_full_stage,52,0.025723254453842936,0.0019252282094170958,2d_field
P,C0_full_stage,53,-0.0021176637064782566,0.010495324846393261,2d_field
P,C0_full_stage,54,0.0011475439703857448,-0.030078553125060692,2d_field
P,C0_full_stage,55,-0.015636565279675718,0.0015412572608464181,2d_field
P,C0_full_stage,56,-0.013398422869175142,-0.03653943211569821,2d_field
P,C0_full_stage,57,0.016904829175232283,-0.046941081858988265,2d_field
P,C0_full_stage,58,0.016339688265487262,-0.0013720776094783282,2d_field
P,C0_full_stage,59,-0.006538439472910218,0.022187828791718767,2d_field
P,C0_full_stage,60,-0.015829938491648043,-0.001088113732359286,2d_field
P,C0_full_stage,61,-0.0001693531890569755,-0.010257194736445596,2d_field
P,C0_full_stage,62,0.025710915297179726,-0.03320906472002649,2d_field
P,C0_full_stage,63,0.027071045843596875,0.0017717457762217448,2d_field
P,C0_full_stage,64,0.009116668291327179,-0.013953212438048368,2d_field
P,C0_full_stage,65,0.005578368935524991,0.010946936939101648,2d_field
P,C0_full_stage,66,-0.0014517029494058864,0.027073798953116235,2d_field
P,C0_full_stage,67,-0.015371356341402076,0.01089002605073941,2d_field
P,C0_full_stage,68,-0.02512968448576469,0.008806627111009213,2d_field
P,C0_full_stage,69,-0.02500806015900281,0.0017864597461330067,2d_field
P,C0_full_stage,70,-0.02375599935237338,-0.010184809799196337,2d_field
P,C0_full_stage,71,-0.007861640546141913,0.0012702015293768465,2d_field
P,C0_full_stage,72,-0.010781992783874483,-0.012563083750295134,2d_field
P,C0_full_stage,73,-0.01276537833279312,-0.025366814303291907,2d_field
P,C0_full_stage,74,-0.012808802418412202,-0.031123440737693575,2d_field
P,C1_buffered_stage,0,,,2d_field
P,C1_buffered_stage,1,,,2d_field
P,C1_buffered_stage,2,,,2d_field
P,C1_buffered_stage,3,,,2d_field
P,C1_buffered_stage,4,,,2d_field
P,C1_buffered_stage,5,-0.005553272529532749,-0.008790132624290986,2d_field
P,C1_buffered_stage,6,-0.007459149247672131,-0.024318933821585273,2d_field
P,C1_buffered_stage,7,-0.008431871807997648,-0.003905622918772375,2d_field
P,C1_buffered_stage,8,-0.006545703465513419,0.020928037693393978,2d_field
P,C1_buffered_stage,9,0.004001683847692922,0.025070736442643182,2d_field
P,C1_buffered_stage,10,0.005197378291763977,0.0014209095429379842,2d_field
P,C1_buffered_stage,11,0.00081133884277651,0.004101693068603723,2d_field
P,C1_buffered_stage,12,-0.0053790342696484195,0.010787390688591261,2d_field
P,C1_buffered_stage,13,-0.006416048818579795,0.01161852204740689,2d_field
P,C1_buffered_stage,14,-0.02168639432537138,0.006476268963390257,2d_field
P,C1_buffered_stage,15,-0.0038784812845168576,0.019556418924308934,2d_field
P,C1_buffered_stage,16,0.002338555466417369,0.011891083274690007,2d_field
P,C1_buffered_stage,17,0.0004018944537706043,-0.005210666439015796,2d_field
P,C1_buffered_stage,18,-0.007121262165530398,-0.02454396472589597,2d_field
P,C1_buffered_stage,19,0.010788212160603342,-0.020615555218423315,2d_field
P,C1_buffered_stage,20,0.025576223587371397,-0.006519063366902951,2d_field
P,C1_buffered_stage,21,-0.011308335010831325,0.019218727891481664,2d_field
P,C1_buffered_stage,22,-0.012302756702701312,0.021372950722055074,2d_field
P,C1_buffered_stage,23,-0.015338781246059766,0.012641072858898133,2d_field
P,C1_buffered_stage,24,0.009485131007718847,0.036765844727029436,2d_field
P,C1_buffered_stage,25,-0.0008693704206860497,0.008644293367198456,2d_field
P,C1_buffered_stage,26,0.01115614135438009,0.002738027396177102,2d_field
P,C1_buffered_stage,27,0.016058340333550095,0.021687119515555048,2d_field
P,C1_buffered_stage,28,0.031194036210989456,0.036168224520850265,2d_field
P,C1_buffered_stage,29,0.027312050742524407,0.031664414726866014,2d_field
P,C1_buffered_stage,30,0.016652405890394212,-0.03097541790578129,2d_field
P,C1_buffered_stage,31,0.01567923043849248,-0.006841338840059344,2d_field
P,C1_buffered_stage,32,0.006551996923284148,0.01798999107767349,2d_field
P,C1_buffered_stage,33,0.014989005196682281,-0.004474053702903533,2d_field
P,C1_buffered_stage,34,0.03701047057588325,0.01663014522279807,2d_field
P,C1_buffered_stage,35,0.021554706364726173,0.023192207441680268,2d_field
P,C1_buffered_stage,36,0.01796255879222014,0.007027865697436686,2d_field
P,C1_buffered_stage,37,0.023410679441888738,0.0026426574524471835,2d_field
P,C1_buffered_stage,38,0.014002589485468508,0.0008906954314685245,2d_field
P,C1_buffered_stage,39,0.03233742798515482,0.04023696691322523,2d_field
P,C1_buffered_stage,40,0.043555414532239545,0.046923775907465076,2d_field
P,C1_buffered_stage,41,0.0469415092162867,0.07633549913378485,2d_field
P,C1_buffered_stage,42,0.038219361092746484,0.09580888959056905,2d_field
P,C1_buffered_stage,43,0.031555304371074566,0.0977068747358778,2d_field
P,C1_buffered_stage,44,0.04670574901220903,0.09825760588242838,2d_field
P,C1_buffered_stage,45,0.06357143199957649,0.12193764963714615,2d_field
P,C1_buffered_stage,46,0.04638813969672173,0.0967105679872603,2d_field
P,C1_buffered_stage,47,0.03872867460247198,0.09924762415452004,2d_field
