object,baseline_config,metric_family,profile_value,field2d_value,difference_2d_minus_profile,agreement_class,interpretation
P,C1_buffered_stage,pattern_late_growth_share,0.16927803148696596,0.2666638308964226,0.09738579940945663,consistent,2D-field metric is consistent with the profile-based metric.
P,C1_buffered_stage,pattern_mean_compare,0.739556203020513,0.6258404897811746,-0.11371571323933838,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
P,C1_buffered_stage,pattern_mean_core,0.655206366112453,0.4772851873407021,-0.1779211787717509,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
P,C1_buffered_stage,pattern_mean_early,0.1665380785654808,0.1381347719268946,-0.0284033066385862,consistent,2D-field metric is consistent with the profile-based metric.
P,C1_buffered_stage,pattern_mean_late,1.1338470172345136,1.0248070469436148,-0.10903997029089885,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
P,C1_buffered_stage,pattern_positive_growth_area,,1.379510317838593,,unresolved,Comparison unresolved due to missing or invalid values.
P,C2_immediate_pre,dist_core_growth_share,0.3941539206274133,0.35211646790343715,-0.04203745272397613,consistent,2D-field metric is consistent with the profile-based metric.
P,C2_immediate_pre,dist_early_growth_share,0.27260669512046226,0.26988981888975977,-0.002716876230702492,consistent,2D-field metric is consistent with the profile-based metric.
P,C2_immediate_pre,dist_growth_center,43.64965967275959,43.93985433141927,0.2901946586596793,consistent,2D-field metric is consistent with the profile-based metric.
P,C2_immediate_pre,dist_late_growth_share,0.20048717661579943,0.23044505752500985,0.02995788090921042,consistent,2D-field metric is consistent with the profile-based metric.
P,C2_immediate_pre,dist_mean_compare,0.5798554691419424,0.5322345781429325,-0.0476208909990099,consistent,2D-field metric is consistent with the profile-based metric.
P,C2_immediate_pre,dist_mean_core,0.544455170298368,0.48067560942663623,-0.06377956087173176,consistent,2D-field metric is consistent with the profile-based metric.
P,C2_immediate_pre,dist_mean_early,0.17044133150477353,0.17926943088071376,0.00882809937594023,consistent,2D-field metric is consistent with the profile-based metric.
P,C2_immediate_pre,dist_mean_late,0.8156234798109251,0.7488505110331891,-0.06677296877773597,consistent,2D-field metric is consistent with the profile-based metric.
P,C2_immediate_pre,dist_positive_growth_area,,0.8670926347102715,,unresolved,Comparison unresolved due to missing or invalid values.
P,C2_immediate_pre,pattern_core_growth_share,0.38537733700707427,0.4187394049762083,0.033362067969134046,consistent,2D-field metric is consistent with the profile-based metric.
P,C2_immediate_pre,pattern_early_growth_share,0.12428226939677597,0.08973601315100986,-0.03454625624576611,consistent,2D-field metric is consistent with the profile-based metric.
P,C2_immediate_pre,pattern_growth_center,37.85976849581929,40.24152947807528,2.38176098225599,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
P,C2_immediate_pre,pattern_late_growth_share,0.1672197572135376,0.2748707901574298,0.10765103294389222,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
P,C2_immediate_pre,pattern_mean_compare,0.7025903801407081,0.5877049865475792,-0.11488539359312888,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
P,C2_immediate_pre,pattern_mean_core,0.6147788200849059,0.4336194125524346,-0.18115940753247134,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
P,C2_immediate_pre,pattern_mean_early,0.03862522023695904,0.04537894253101311,0.0067537222940540695,consistent,2D-field metric is consistent with the profile-based metric.
P,C2_immediate_pre,pattern_mean_late,1.1507593634707076,1.0225967897691275,-0.12816257370158013,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
P,C2_immediate_pre,pattern_positive_growth_area,,1.4272305404257641,,unresolved,Comparison unresolved due to missing or invalid values.
V,C0_full_stage,dist_core_growth_share,0.1945108980594905,0.254612511874752,0.06010161381526147,consistent,2D-field metric is consistent with the profile-based metric.
V,C0_full_stage,dist_early_growth_share,0.16958282571908215,0.12667268260977613,-0.04291014310930602,consistent,2D-field metric is consistent with the profile-based metric.
V,C0_full_stage,dist_growth_center,40.682898593516406,43.42052759449165,2.7376290009752466,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
V,C0_full_stage,dist_late_growth_share,0.19293417245653913,0.21866557086221508,0.025731398405675954,consistent,2D-field metric is consistent with the profile-based metric.
V,C0_full_stage,dist_mean_compare,0.530128699993257,0.5028816733283314,-0.02724702666492551,consistent,2D-field metric is consistent with the profile-based metric.
V,C0_full_stage,dist_mean_core,0.46557267204336966,0.42002663376831245,-0.04554603827505721,consistent,2D-field metric is consistent with the profile-based metric.
V,C0_full_stage,dist_mean_early,0.3031586594651166,0.26872440181666996,-0.03443425764844665,consistent,2D-field metric is consistent with the profile-based metric.
V,C0_full_stage,dist_mean_late,0.7003267419457077,0.7010119962960708,0.0006852543503631514,consistent,2D-field metric is consistent with the profile-based metric.
V,C0_full_stage,dist_positive_growth_area,,1.0003519742867593,,unresolved,Comparison unresolved due to missing or invalid values.
V,C0_full_stage,pattern_core_growth_share,0.34622601732542707,0.30813613462174616,-0.03808988270368091,consistent,2D-field metric is consistent with the profile-based metric.
V,C0_full_stage,pattern_early_growth_share,0.07310119246654176,0.031051438363398257,-0.0420497541031435,consistent,2D-field metric is consistent with the profile-based metric.
V,C0_full_stage,pattern_growth_center,40.817281820919995,46.13847315941545,5.321191338495453,profile_2d_offset,Growth center differs by more than the small-offset threshold.
V,C0_full_stage,pattern_late_growth_share,0.35371591581932466,0.3104275243834068,-0.04328839143591784,consistent,2D-field metric is consistent with the profile-based metric.
V,C0_full_stage,pattern_mean_compare,0.5446282781573946,0.47694582989599554,-0.06768244826139902,consistent,2D-field metric is consistent with the profile-based metric.
V,C0_full_stage,pattern_mean_core,0.336605230662219,0.2686567426244104,-0.06794848803780856,consistent,2D-field metric is consistent with the profile-based metric.
V,C0_full_stage,pattern_mean_early,-0.0033083180336901503,0.029181548251419075,0.03248986628510923,consistent,2D-field metric is consistent with the profile-based metric.
V,C0_full_stage,pattern_mean_late,1.0368053468476544,0.9232686687949552,-0.11353667805269918,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
V,C0_full_stage,pattern_positive_growth_area,,1.6687541557563228,,unresolved,Comparison unresolved due to missing or invalid values.
V,C1_buffered_stage,dist_core_growth_share,0.20102446176247468,0.2640646497834456,0.06304018802097094,consistent,2D-field metric is consistent with the profile-based metric.
V,C1_buffered_stage,dist_early_growth_share,0.15898324972867456,0.13140441937408237,-0.027578830354592188,consistent,2D-field metric is consistent with the profile-based metric.
V,C1_buffered_stage,dist_growth_center,38.65757538702283,41.11804529940855,2.4604699123857188,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
V,C1_buffered_stage,dist_late_growth_share,0.21159433715626458,0.22458363996960987,0.012989302813345288,consistent,2D-field metric is consistent with the profile-based metric.
V,C1_buffered_stage,dist_mean_compare,0.5717965576317173,0.5478469792474183,-0.02394957838429901,consistent,2D-field metric is consistent with the profile-based metric.
V,C1_buffered_stage,dist_mean_core,0.5004549357502865,0.4662121422253504,-0.034242793524936144,consistent,2D-field metric is consistent with the profile-based metric.
V,C1_buffered_stage,dist_mean_early,0.3371356616290565,0.3111089004643369,-0.02602676116471958,consistent,2D-field metric is consistent with the profile-based metric.
V,C1_buffered_stage,dist_mean_late,0.7530682482837657,0.7460631071575337,-0.007005141126232073,consistent,2D-field metric is consistent with the profile-based metric.
V,C1_buffered_stage,dist_positive_growth_area,,0.9773207004604363,,unresolved,Comparison unresolved due to missing or invalid values.
V,C1_buffered_stage,pattern_core_growth_share,0.3455614979229368,0.32710383020072237,-0.01845766772221441,consistent,2D-field metric is consistent with the profile-based metric.
V,C1_buffered_stage,pattern_early_growth_share,0.07331732309174324,0.039208994526651615,-0.034108328565091627,consistent,2D-field metric is consistent with the profile-based metric.
V,C1_buffered_stage,pattern_growth_center,40.86937772595274,44.93115775160143,4.0617800256486944,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
V,C1_buffered_stage,pattern_late_growth_share,0.35509147828216625,0.3384197063644986,-0.016671771917667666,consistent,2D-field metric is consistent with the profile-based metric.
V,C1_buffered_stage,pattern_mean_compare,0.518522310460007,0.5023215122894997,-0.016200798170507236,consistent,2D-field metric is consistent with the profile-based metric.
V,C1_buffered_stage,pattern_mean_core,0.32116329951448724,0.2981783502451722,-0.022984949269315047,consistent,2D-field metric is consistent with the profile-based metric.
V,C1_buffered_stage,pattern_mean_early,-0.001020956903535438,0.04027768718677639,0.04129864409031183,consistent,2D-field metric is consistent with the profile-based metric.
V,C1_buffered_stage,pattern_mean_late,0.9851012484168105,0.9479548135643656,-0.03714643485244484,consistent,2D-field metric is consistent with the profile-based metric.
V,C1_buffered_stage,pattern_positive_growth_area,,1.5617488054226651,,unresolved,Comparison unresolved due to missing or invalid values.
V,C2_immediate_pre,dist_core_growth_share,0.3042055384628002,0.3301020750570544,0.025896536594254227,consistent,2D-field metric is consistent with the profile-based metric.
V,C2_immediate_pre,dist_early_growth_share,0.19850252562129156,0.1786564906412812,-0.019846034980010363,consistent,2D-field metric is consistent with the profile-based metric.
V,C2_immediate_pre,dist_growth_center,42.91104625903162,44.410495853946095,1.4994495949144735,consistent,2D-field metric is consistent with the profile-based metric.
V,C2_immediate_pre,dist_late_growth_share,0.2547123668124902,0.26060330857801073,0.005890941765520519,consistent,2D-field metric is consistent with the profile-based metric.
V,C2_immediate_pre,dist_mean_compare,0.4815303770646202,0.4762271019524726,-0.005303275112147621,consistent,2D-field metric is consistent with the profile-based metric.
V,C2_immediate_pre,dist_mean_core,0.39736038248401107,0.38001215907762487,-0.0173482234063862,consistent,2D-field metric is consistent with the profile-based metric.
V,C2_immediate_pre,dist_mean_early,0.16662876173514957,0.16930325763999293,0.002674495904843366,consistent,2D-field metric is consistent with the profile-based metric.
V,C2_immediate_pre,dist_mean_late,0.7180777043892248,0.7162056135860577,-0.0018720908031670813,consistent,2D-field metric is consistent with the profile-based metric.
V,C2_immediate_pre,dist_positive_growth_area,,0.9529117259772488,,unresolved,Comparison unresolved due to missing or invalid values.
V,C2_immediate_pre,pattern_core_growth_share,0.34575623218681156,0.33923528428773125,-0.006520947899080309,consistent,2D-field metric is consistent with the profile-based metric.
V,C2_immediate_pre,pattern_early_growth_share,0.07375713883540529,0.03774602062104235,-0.03601111821436294,consistent,2D-field metric is consistent with the profile-based metric.
V,C2_immediate_pre,pattern_growth_center,40.84058520372109,44.74024786240908,3.899662658687987,similar_tendency,2D-field metric has a similar tendency but differs moderately in magnitude/timing.
V,C2_immediate_pre,pattern_late_growth_share,0.35324523838298144,0.340671132184488,-0.012574106198493418,consistent,2D-field metric is consistent with the profile-based metric.
V,C2_immediate_pre,pattern_mean_compare,0.5257558073007392,0.4868600466990418,-0.038895760601697416,consistent,2D-field metric is consistent with the profile-based metric.
V,C2_immediate_pre,pattern_mean_core,0.33174279700881953,0.27649089324836035,-0.05525190376045919,consistent,2D-field metric is consistent with the profile-based metric.
V,C2_immediate_pre,pattern_mean_early,0.01142872445616476,0.004807917740198922,-0.006620806715965838,consistent,2D-field metric is consistent with the profile-based metric.
V,C2_immediate_pre,pattern_mean_late,0.98640020983491,0.9498438667737834,-0.03655634306112654,consistent,2D-field metric is consistent with the profile-based metric.
V,C2_immediate_pre,pattern_positive_growth_area,,1.577255318763764,,unresolved,Comparison unresolved due to missing or invalid values.
