window,source,target,source_family,target_family,sample_status,main_surrogate_mode,audit_surrogate_mode,T_pos_obs,T_pos_main_null95,p_pos_main_surrogate,T_pos_audit_null90,T_pos_audit_null95,T_pos_audit_null99,p_pos_audit_surrogate,audit_strength_excess,audit_strength_ratio,delta_p_audit_minus_main,delta_null95_audit_minus_main,q_pos_audit_global,q_pos_audit_within_window,main_p_supported,audit_p_supported,audit_support_shift
T3_current,V_strength,P_main_band_share,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.13120015154244155,0.24721693202088818,0.3706293706293706,0.23452937185020065,0.28019257743971876,0.3425266635858717,0.3856143856143856,-0.1489924258972772,0.46824991847140646,0.014985014985014977,0.03297564541883058,0.5674414081493728,0.5674414081493728,False,False,same_p_support_flag
T3_current,V_strength,P_south_band_share_18_24,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.25317461822099196,0.2591003809662939,0.055944055944055944,0.25821536381439025,0.2947096426508255,0.36169882546797655,0.1088911088911089,-0.041535024429833534,0.8590645896203519,0.05294705294705295,0.0356092616845316,0.3152111046847889,0.3152111046847889,False,False,same_p_support_flag
T3_current,V_strength,P_main_minus_south,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.18633990738050907,0.261296378027895,0.18081918081918083,0.2632086324990546,0.3041492526233975,0.3567981574606368,0.26673326673326675,-0.11780934524288841,0.6126594287944483,0.08591408591408592,0.042852874595502466,0.4682020107552023,0.4682020107552023,False,False,same_p_support_flag
T3_current,V_strength,P_spread_lat,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.24000510971520364,0.24712231428709044,0.056943056943056944,0.23633087541853273,0.28005102173784024,0.34875941208625594,0.09290709290709291,-0.040045912022636604,0.8570049422632561,0.03596403596403597,0.0329287074507498,0.2954592577234087,0.2954592577234087,False,False,same_p_support_flag
T3_current,V_strength,P_north_band_share_35_45,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.22953140871101077,0.23989110730662475,0.06893106893106893,0.2624957443097284,0.29822260042080334,0.34599841830812933,0.15284715284715283,-0.06869119170979257,0.7696647014248192,0.0839160839160839,0.058331493114178595,0.35027472527472525,0.35027472527472525,False,False,same_p_support_flag
T3_current,V_strength,P_north_minus_main_35_45,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.05402351493171728,0.24731048931721805,0.8001998001998002,0.20840716566355796,0.24445183485044894,0.3113335580437855,0.7712287712287712,-0.19042831991873166,0.22099860680026337,-0.02897102897102899,-0.0028586544667691116,0.7903897344891134,0.7903897344891134,False,False,same_p_support_flag
T3_current,V_strength,P_total_centroid_lat_10_50,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.24724977209439244,0.26006915781697426,0.06393606393606394,0.2485134500502059,0.28269022012649625,0.3606618075232773,0.1028971028971029,-0.035440448032103805,0.8746315029354564,0.03896103896103896,0.02262106230952199,0.3086913086913087,0.3086913086913087,False,False,same_p_support_flag
T3_current,V_strength,P_main_28_35_mean,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.1882867439081478,0.2559778425825651,0.16183816183816183,0.2739174494194533,0.31998102478885554,0.3884938190710079,0.2867132867132867,-0.13169428088070773,0.5884309672187336,0.1248751248751249,0.06400318220629042,0.49110683131301686,0.49110683131301686,False,False,same_p_support_flag
T3_current,V_strength,P_south_10_25_mean,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.2823497021419935,0.26170654602742555,0.03196803196803197,0.24398754006091247,0.28140226758865067,0.35258617382543495,0.04995004995004995,0.0009474345533428408,1.0033668333999632,0.017982017982017984,0.01969572156122512,0.24725274725274726,0.24725274725274726,True,True,same_p_support_flag
T3_current,V_strength,P_scs_10_20_mean,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.20961362221441862,0.2613148242953083,0.1258741258741259,0.2251172164086819,0.2645377828793872,0.3222037899345579,0.15084915084915085,-0.05492416066496855,0.7923768768788292,0.024975024975024962,0.0032229585840788944,0.35027472527472525,0.35027472527472525,False,False,same_p_support_flag
