window_id,object_A,object_B,tau_sync_primary,tau_sync_q50,tau_sync_q75,tau_sync_q90,delta_observed,delta_median,delta_q025,delta_q975,P_within_tau_q50,P_within_tau_q75,P_within_tau_q90,synchrony_decision,tau_quality_flag,target_name,phase_group,phase_group_size,years_in_phase_group,group_role
W045,P,V,3.0,1.0,3.0,9.0,0.0,0.0,-4.0,15.524999999999977,0.484,0.814,0.932,synchrony_tendency,normal,W045_Je_earlier_minus_Jw_earlier,target_mode_high,15,1987;1988;1991;1994;1998;1999;2008;2010;2015;2016;2017;2018;2019;2021;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W045,P,H,3.0,1.0,3.0,9.0,5.0,-2.0,-16.0,10.0,0.158,0.32,0.692,synchrony_indeterminate,normal,W045_Je_earlier_minus_Jw_earlier,target_mode_high,15,1987;1988;1991;1994;1998;1999;2008;2010;2015;2016;2017;2018;2019;2021;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W045,P,Je,3.0,1.0,3.0,9.0,-2.0,-2.0,-7.0,10.0,0.206,0.708,0.964,synchrony_indeterminate,normal,W045_Je_earlier_minus_Jw_earlier,target_mode_high,15,1987;1988;1991;1994;1998;1999;2008;2010;2015;2016;2017;2018;2019;2021;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W045,P,Jw,3.0,1.0,3.0,9.0,2.0,2.0,-3.0,14.0,0.436,0.844,0.942,synchrony_tendency,normal,W045_Je_earlier_minus_Jw_earlier,target_mode_high,15,1987;1988;1991;1994;1998;1999;2008;2010;2015;2016;2017;2018;2019;2021;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W045,V,H,3.0,1.0,3.0,9.0,5.0,-3.0,-18.0,8.524999999999977,0.124,0.312,0.708,synchrony_indeterminate,normal,W045_Je_earlier_minus_Jw_earlier,target_mode_high,15,1987;1988;1991;1994;1998;1999;2008;2010;2015;2016;2017;2018;2019;2021;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W045,V,Je,3.0,1.0,3.0,9.0,-2.0,-2.0,-9.0,4.0,0.36,0.598,0.982,synchrony_indeterminate,normal,W045_Je_earlier_minus_Jw_earlier,target_mode_high,15,1987;1988;1991;1994;1998;1999;2008;2010;2015;2016;2017;2018;2019;2021;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W045,V,Jw,3.0,1.0,3.0,9.0,2.0,2.0,-5.0,5.0,0.328,0.838,0.996,synchrony_tendency,normal,W045_Je_earlier_minus_Jw_earlier,target_mode_high,15,1987;1988;1991;1994;1998;1999;2008;2010;2015;2016;2017;2018;2019;2021;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W045,H,Je,3.0,1.0,3.0,9.0,-7.0,0.5,-11.0,13.0,0.14,0.288,0.754,synchrony_indeterminate,normal,W045_Je_earlier_minus_Jw_earlier,target_mode_high,15,1987;1988;1991;1994;1998;1999;2008;2010;2015;2016;2017;2018;2019;2021;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W045,H,Jw,3.0,1.0,3.0,9.0,-3.0,4.0,-6.0,17.0,0.098,0.316,0.668,synchrony_indeterminate,normal,W045_Je_earlier_minus_Jw_earlier,target_mode_high,15,1987;1988;1991;1994;1998;1999;2008;2010;2015;2016;2017;2018;2019;2021;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W045,Je,Jw,3.0,1.0,3.0,9.0,4.0,4.0,-1.0,6.0,0.078,0.45,1.0,synchrony_indeterminate,normal,W045_Je_earlier_minus_Jw_earlier,target_mode_high,15,1987;1988;1991;1994;1998;1999;2008;2010;2015;2016;2017;2018;2019;2021;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
