scope,object,config_id,candidate_id,point_day,bootstrap_strict_fraction,bootstrap_match_fraction,bootstrap_near_fraction,bootstrap_no_match_fraction,median_bootstrap_matched_peak_score,median_bootstrap_abs_offset_days,object_support_class,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
H_only,H,SMOOTH5_DET_WIDTH_16,CP001,18,0.686,0.922,0.051,0.027,13.693736130526279,1.0,object_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP002,36,0.791,0.959,0.031,0.01,8.50807442903993,1.0,object_strong_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP003,47,0.455,0.751,0.216,0.033,2.896729980223633,3.0,object_weak_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP004,54,0.755,0.932,0.053,0.015,3.7306811362746455,1.0,object_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP005,76,0.762,0.948,0.049,0.003,10.198790748967404,1.0,object_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP006,95,0.855,0.964,0.017,0.019,13.327437284742015,1.0,object_strong_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP007,114,0.801,0.982,0.018,0.0,24.767157140390474,1.0,object_strong_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP008,129,0.856,0.984,0.009,0.007,9.141321104396539,1.0,object_strong_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP009,136,0.577,0.848,0.148,0.004,4.257790989580126,2.0,object_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP010,142,0.707,0.932,0.052,0.016,3.4453507124307565,1.0,object_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP011,155,0.857,0.99,0.009,0.001,11.056378351477104,1.0,object_strong_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP012,164,0.568,0.848,0.146,0.006,4.762809579942198,2.0,object_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP013,170,0.624,0.816,0.141,0.043,6.006931919784021,1.0,object_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
