scope,object,config_id,candidate_id,point_day,month_day,band_start_day,band_end_day,band_center_day,peak_score,peak_prominence,support_floor,global_floor,left_stop_reason,right_stop_reason,is_formal_primary,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
H_only,H,SMOOTH5_DET_WIDTH_16,CP001,18,04-19,15,22,18,11.519848638080925,8.09537034417902,7.4721634659914145,2.058917699277977,support_floor,support_floor,True,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP002,36,05-07,33,39,36,6.999374243289956,4.0136036993233475,4.992572393628282,2.058917699277977,support_floor,support_floor,True,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP003,47,05-18,45,49,47,0.4557879358896253,0.024594911596840907,2.058917699277977,2.058917699277977,support_floor,support_floor,False,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP004,54,05-25,52,56,54,2.3588829028321516,1.2817280385328234,2.058917699277977,2.058917699277977,support_floor,support_floor,True,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP005,76,06-16,73,80,76,8.332227236002701,5.720505069375282,5.471974701315061,2.058917699277977,support_floor,support_floor,True,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP006,95,07-05,92,98,95,12.274208346178108,11.721330276381604,6.413543207987306,2.058917699277977,support_floor,support_floor,True,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP007,114,07-24,111,118,114,24.376533437872034,24.147682662824327,12.30269210645987,2.058917699277977,support_floor,support_floor,True,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP008,129,08-08,127,131,129,7.575329205723783,7.116013592320284,4.017322409563641,2.058917699277977,support_floor,support_floor,True,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP009,136,08-15,134,138,136,0.6954995215788422,0.10374890343355858,2.058917699277977,2.058917699277977,support_floor,support_floor,False,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP010,142,08-21,140,144,142,1.7019660041477085,1.2791792887651798,2.058917699277977,2.058917699277977,support_floor,support_floor,False,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP011,155,09-03,153,158,156,9.943449371209994,9.35238993852018,5.267254401949904,2.058917699277977,support_floor,support_floor,True,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP012,164,09-12,162,166,164,1.3596681177375163,0.2574754340618042,2.058917699277977,2.058917699277977,support_floor,support_floor,False,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
H_only,H,SMOOTH5_DET_WIDTH_16,CP013,170,09-18,168,172,170,4.387268544976413,0.8237880031871807,3.9753745433828227,2.058917699277977,support_floor,support_floor,False,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
