window,source_variable,target_variable,source_index_type,target_index_type,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,p_pos_surrogate,q_pos_within_window,v1_stability_judgement,is_new_source,is_new_target,interpretation_tag_derived_not_claim
S3_equal11,V_pos_band_width,P_highlat_35_60_mean,new_v1_1,new_v1_1,5,0.3423371949081876,0.3423371949081876,0.0019980019980019,0.0068681318681318,stable_lag_dominant,True,True,boundary_or_latband_v;highlat_p_target
S3_equal11,V_pos_centroid_lat_recomputed,P_main_band_share,new_v1_1,old_v1,4,-0.3940857724579535,0.3940857724579535,0.0029970029970029,0.0091575091575091,stable_lag_dominant,True,False,main_p_target
S3_equal11,V_pos_centroid_lat_recomputed,P_main_minus_south,new_v1_1,old_v1,4,-0.3369738518727641,0.3369738518727641,0.0099900099900099,0.0257554945054945,stable_lag_dominant,True,False,south_p_target;main_p_target
S3_equal11,V_pos_centroid_lat_recomputed,P_north_minus_main_35_45,new_v1_1,old_v1,3,0.4175640110912743,0.4175640110912743,0.0009990009990009,0.0041208791208791,stable_lag_dominant,True,False,main_p_target
S3_equal11,V_pos_centroid_lat_recomputed,P_highlat_40_60_mean,new_v1_1,new_v1_1,4,0.4378071426142723,0.4378071426142723,0.0009990009990009,0.0041208791208791,stable_lag_dominant,True,True,highlat_p_target
S3_equal11,V_pos_centroid_lat_recomputed,P_highlat_35_60_mean,new_v1_1,new_v1_1,3,0.4744635062461867,0.4744635062461867,0.0009990009990009,0.0041208791208791,stable_lag_dominant,True,True,highlat_p_target
S3_equal11,V_pos_centroid_lat_recomputed,P_highlat_minus_main,new_v1_1,new_v1_1,4,0.3769546228648953,0.3769546228648953,0.0029970029970029,0.0091575091575091,stable_lag_dominant,True,True,highlat_p_target;main_p_target
S3_equal11,V_pos_centroid_lat_recomputed,P_south_plus_highlat_minus_main,new_v1_1,new_v1_1,4,0.3500042292131544,0.3500042292131544,0.0029970029970029,0.0091575091575091,stable_lag_dominant,True,True,highlat_p_target;south_p_target;main_p_target
S3_equal11,V_highlat_35_55_mean,P_main_band_share,new_v1_1,old_v1,3,-0.3412303678038519,0.3412303678038519,0.0129870129870129,0.0315126050420168,stable_lag_dominant,True,False,main_p_target
S3_equal11,V_highlat_35_55_mean,P_north_band_share_35_45,new_v1_1,old_v1,3,0.3584583742293711,0.3584583742293711,0.0049950049950049,0.0139690817656919,stable_lag_dominant,True,False,old_or_unlabeled
S3_equal11,V_highlat_35_55_mean,P_north_minus_main_35_45,new_v1_1,old_v1,3,0.4333487440276646,0.4333487440276646,0.0009990009990009,0.0041208791208791,stable_lag_dominant,True,False,main_p_target
S3_equal11,V_highlat_35_55_mean,P_highlat_40_60_mean,new_v1_1,new_v1_1,3,0.5709911240585243,0.5709911240585243,0.0009990009990009,0.0041208791208791,stable_lag_dominant,True,True,highlat_p_target
S3_equal11,V_highlat_35_55_mean,P_highlat_35_60_mean,new_v1_1,new_v1_1,3,0.5898602576441323,0.5898602576441323,0.0009990009990009,0.0041208791208791,stable_lag_dominant,True,True,highlat_p_target
S3_equal11,V_high_minus_low_35_55_minus_20_30,P_north_minus_main_35_45,new_v1_1,old_v1,2,0.37493134019099,0.37493134019099,0.0019980019980019,0.0068681318681318,stable_lag_dominant,True,False,boundary_or_latband_v;main_p_target
S3_equal11,V_high_minus_low_35_55_minus_20_30,P_highlat_40_60_mean,new_v1_1,new_v1_1,4,0.3617220566987693,0.3617220566987693,0.0049950049950049,0.0139690817656919,stable_lag_dominant,True,True,boundary_or_latband_v;highlat_p_target
S3_equal11,V_high_minus_low_35_55_minus_20_30,P_highlat_minus_main,new_v1_1,new_v1_1,2,0.5236266388827794,0.5236266388827794,0.0009990009990009,0.0041208791208791,stable_lag_dominant,True,True,boundary_or_latband_v;highlat_p_target;main_p_target
