window,source_variable,target_variable,source_index_type,target_index_type,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,p_pos_surrogate,q_pos_within_window,v1_stability_judgement,is_new_source,is_new_target,interpretation_tag_derived_not_claim
S3_equal11,V_strength,P_south_band_share_18_24,old_v1,old_v1,3,-0.3983826995374801,0.3983826995374801,0.0019980019980019,0.0068681318681318,stable_lag_dominant,False,False,south_p_target
S3_equal11,V_strength,P_spread_lat,old_v1,old_v1,5,0.3344582275474654,0.3344582275474654,0.0099900099900099,0.0257554945054945,stable_lag_dominant,False,False,old_or_unlabeled
S3_equal11,V_strength,P_total_centroid_lat_10_50,old_v1,old_v1,2,0.4330372587005386,0.4330372587005386,0.0009990009990009,0.0041208791208791,stable_lag_dominant,False,False,old_or_unlabeled
S3_equal11,V_strength,P_south_10_25_mean,old_v1,new_v1_1,2,-0.4509196991204602,0.4509196991204602,0.0009990009990009,0.0041208791208791,stable_lag_dominant,False,True,south_p_target
S3_equal11,V_NS_diff,P_south_band_share_18_24,old_v1,old_v1,2,-0.5039406655492455,0.5039406655492455,0.0009990009990009,0.0041208791208791,stable_lag_dominant,False,False,south_p_target
S3_equal11,V_NS_diff,P_spread_lat,old_v1,old_v1,3,0.4625670746074553,0.4625670746074553,0.0009990009990009,0.0041208791208791,stable_lag_dominant,False,False,old_or_unlabeled
S3_equal11,V_NS_diff,P_north_band_share_35_45,old_v1,old_v1,2,0.3437464934411056,0.3437464934411056,0.0049950049950049,0.0139690817656919,stable_lag_dominant,False,False,old_or_unlabeled
S3_equal11,V_pos_north_edge_lat,P_highlat_40_60_mean,new_v1_1,new_v1_1,4,0.37960092912316,0.37960092912316,0.0009990009990009,0.0041208791208791,stable_lag_dominant,True,True,boundary_or_latband_v;highlat_p_target
S3_equal11,V_pos_north_edge_lat,P_highlat_35_60_mean,new_v1_1,new_v1_1,4,0.3436111762190768,0.3436111762190768,0.0009990009990009,0.0041208791208791,stable_lag_dominant,True,True,boundary_or_latband_v;highlat_p_target
S3_equal11,V_pos_band_width,P_highlat_40_60_mean,new_v1_1,new_v1_1,4,0.3708332357879319,0.3708332357879319,0.0009990009990009,0.0041208791208791,stable_lag_dominant,True,True,boundary_or_latband_v;highlat_p_target
