mean_Y_high,median_Y_high,n_years_high,prob_A_earlier_high,prob_B_earlier_high,mean_Y_low,median_Y_low,n_years_low,prob_A_earlier_low,prob_B_earlier_low,high_low_Y_shift,order_probability_shift_A_earlier,cohens_d_high_low,phase_separation_flag,window_id,target_pair,target_set
3.4,3.0,15,0.8666666666666667,0.06666666666666667,-5.333333333333333,-3.0,15,0.0,0.9333333333333333,8.733333333333333,0.8666666666666667,2.001808872596267,clear,W160,P-V,priority
3.7333333333333334,4.0,15,0.8666666666666667,0.06666666666666667,-6.466666666666667,-6.0,15,0.0,0.9333333333333333,10.2,0.8666666666666667,2.334197678645174,clear,W160,P-H,exploratory_full_pair
2.533333333333333,2.0,15,0.8,0.06666666666666667,-7.066666666666666,-5.0,15,0.06666666666666667,0.8,9.6,0.7333333333333334,1.973343484303291,clear,W160,P-Je,exploratory_full_pair
1.3333333333333333,0.0,15,0.4666666666666667,0.4666666666666667,-8.8,-9.0,15,0.0,0.9333333333333333,10.133333333333335,0.4666666666666667,1.8308602701956196,clear,W160,P-Jw,exploratory_full_pair
3.2666666666666666,2.0,15,0.8,0.06666666666666667,-4.866666666666666,-5.0,15,0.2,0.8,8.133333333333333,0.6000000000000001,1.8440903217161253,clear,W160,V-H,exploratory_full_pair
5.4,4.0,15,0.8666666666666667,0.06666666666666667,-7.4,-7.0,15,0.0,0.9333333333333333,12.8,0.8666666666666667,2.461408424376188,clear,W160,V-Je,priority
3.4,1.0,15,0.6666666666666666,0.26666666666666666,-7.533333333333333,-7.0,15,0.13333333333333333,0.8,10.933333333333334,0.5333333333333333,1.6212894271633809,clear,W160,V-Jw,exploratory_full_pair
3.3333333333333335,3.0,15,0.8666666666666667,0.06666666666666667,-6.666666666666667,-8.0,15,0.06666666666666667,0.9333333333333333,10.0,0.8,1.7891952135513671,clear,W160,H-Je,exploratory_full_pair
2.2666666666666666,1.0,15,0.5333333333333333,0.3333333333333333,-8.066666666666666,-6.0,15,0.0,1.0,10.333333333333332,0.5333333333333333,1.8247926813389865,clear,W160,H-Jw,priority
3.8666666666666667,4.0,15,0.6666666666666666,0.3333333333333333,-6.333333333333333,-7.0,15,0.13333333333333333,0.8666666666666667,10.2,0.5333333333333333,1.4749526815207603,clear,W160,Je-Jw,exploratory_full_pair
7.533333333333333,7.0,15,0.8,0.13333333333333333,-3.4,-1.0,15,0.26666666666666666,0.6666666666666666,10.933333333333334,0.5333333333333334,1.6212894271633806,clear,W160,Jw-V,priority
