window_id,target_pair,target_set,perm_p,perm_q90,perm_q95,perm_q99,perm_pass_90,perm_pass_95,perm_pass_99
W160,P-V,priority,0.03592814371257485,0.7816185959226096,0.799780984614711,0.8309187708074438,True,True,False
W160,P-H,exploratory_full_pair,0.2155688622754491,0.7789958016785364,0.7933360566035431,0.8231182006223032,False,False,False
W160,P-Je,exploratory_full_pair,0.5049900199600799,0.7774497903137991,0.788786910810566,0.8198352027954369,False,False,False
W160,P-Jw,exploratory_full_pair,0.21157684630738524,0.7831217732096134,0.792561965524964,0.816522014190999,False,False,False
W160,V-H,exploratory_full_pair,0.6427145708582834,0.7793390144411227,0.7948022060118175,0.8145886985374217,False,False,False
W160,V-Je,priority,0.6706586826347305,0.7866086997009527,0.7965000738311379,0.8250271392775157,False,False,False
W160,V-Jw,exploratory_full_pair,0.17964071856287425,0.782963809184019,0.7968181555774669,0.8196254429623767,False,False,False
W160,H-Je,exploratory_full_pair,0.5508982035928144,0.7810206169077155,0.7910387361321215,0.815438763950621,False,False,False
W160,H-Jw,priority,0.25948103792415167,0.7812068318723173,0.7935329585994594,0.8195915522814657,False,False,False
W160,Je-Jw,exploratory_full_pair,0.41916167664670656,0.7871177287686952,0.7991495272354828,0.8201807834357334,False,False,False
W160,Jw-V,priority,0.18163672654690619,0.7812919343309112,0.7945561490510022,0.8116663179282941,False,False,False
