window_id,target_pair,target_set,score_phase,year,score,score_z,Y_delta,order_label,peak_A,peak_B
W160,P-V,priority,low,1983,-2.1089939122880903,-2.1089939122880903,-16.0,B_earlier,165.0,149.0
W160,P-V,priority,low,2020,-2.0459489225479084,-2.0459489225479084,-5.0,B_earlier,164.0,159.0
W160,P-V,priority,low,1993,-1.651097504431071,-1.651097504431071,-3.0,B_earlier,164.0,161.0
W160,P-V,priority,low,2009,-1.5920978666470664,-1.5920978666470664,-7.0,B_earlier,164.0,157.0
W160,P-V,priority,low,2011,-1.370964589750218,-1.370964589750218,-16.0,B_earlier,158.0,142.0
W160,P-V,priority,low,1985,-0.9951128775210414,-0.9951128775210414,-7.0,B_earlier,162.0,155.0
W160,P-V,priority,low,2017,-0.9849593933199803,-0.9849593933199803,-1.0,B_earlier,161.0,160.0
W160,P-V,priority,low,2018,-0.8699018444554745,-0.8699018444554745,-10.0,B_earlier,165.0,155.0
W160,P-V,priority,low,2005,-0.8687833284370688,-0.8687833284370688,-1.0,B_earlier,165.0,164.0
W160,P-V,priority,low,2023,-0.7638737184139281,-0.7638737184139281,0.0,same_day,165.0,165.0
W160,P-V,priority,low,1982,-0.714587766483821,-0.714587766483821,-7.0,B_earlier,164.0,157.0
W160,P-V,priority,low,2015,-0.654733044745274,-0.654733044745274,-2.0,B_earlier,160.0,158.0
W160,P-V,priority,low,2014,-0.5767599780296165,-0.5767599780296165,-2.0,B_earlier,163.0,161.0
W160,P-V,priority,low,2008,-0.5114478069322622,-0.5114478069322622,-2.0,B_earlier,159.0,157.0
W160,P-V,priority,low,1992,-0.47254452248349677,-0.47254452248349677,-1.0,B_earlier,158.0,157.0
W160,P-V,priority,mid,1987,-0.37196006157020933,-0.37196006157020933,-7.0,B_earlier,160.0,153.0
W160,P-V,priority,mid,2021,-0.35262311822627335,-0.35262311822627335,-2.0,B_earlier,157.0,155.0
W160,P-V,priority,mid,1979,-0.3409546786505665,-0.3409546786505665,-8.0,B_earlier,167.0,159.0
W160,P-V,priority,mid,1980,-0.3286798771229551,-0.3286798771229551,0.0,same_day,158.0,158.0
W160,P-V,priority,mid,2003,-0.2558606054492679,-0.2558606054492679,-2.0,B_earlier,155.0,153.0
W160,P-V,priority,mid,2004,-0.25557551620490654,-0.25557551620490654,3.0,A_earlier,151.0,154.0
